"any_fuel_type","asset_type","funding","class_class_bench","class_class_maint","class_maint_desc","class_class_meter","class_meter_desc","class_class_pm","class_pm_desc","class_class_rental","class_rental_desc","class_class_shop_sch","class_shop_desc","class_class_stds","class_stds_desc","color","delivery_date","depreciation_method","deprec_months_life","depr_cur_decline_bal","depr_mths_remaining","dept_dept_code","department_name","description","eq_equip_no","est_meter_at_replace","est_replace_cost","est_replace_mo","est_replace_yr","has_tachograph","in_service_date","last_fuel_date","last_meter_1_date","last_meter_1_reading","last_meter_source","last_pm_meter_1","last_pm_sched_date","last_pm_start_date","last_pm_start_meter_1","loc_assign_pm_loc","loc_assign_pm_loc_name","loc_assign_repr_loc","loc_assign_repr_loc_name","loc_last_fuel_loc","loc_last_fuel_loc_name","manufacturer","meter_1_at_delivery","meter_1_type","model","next_pm_sched_date","off_road_use","original_cost","own_lease_customer","pri_shop_priority","qty_open_work_orders","retire_date","sale_date","sale_price","salvage_value","status_codes","year","cab_axle_len","capy_cooling_system","capy_cooling_unit","capy_differential","capy_diff_unit","capy_fuel","capy_fuel_unit","capy_oil","capy_oil_unit","capy_transfer_case","capy_transmission","capy_trans_unit","capy_trf_case_unit","qty_axles","weight_gross","wheelbase","bc_spec_datetime","emg_class_id","take_home_asset"
"N","ASSET",,"STATIONARY GENERATORS","486-0000",,"486-0000",,"486-0000",,"486-0000",,"486-0000",,"486-0000",,,,"STRAIGHT LINE","0","0","0","0091","RCC","ONAN GENERATOR FORT THOMAS","98851","0","0",,,"N",,,"2021-10-27T00:00:00.000","674","WORK ORDER","674","2021-10-09T00:00:00.000","2022-03-31T00:00:00.000","674","4110","SPECIALIZED EQUIPMENT","4110","SPECIALIZED EQUIPMENT",,,"ONAN","0","HOURS","GGHH5701563E","2023-03-31T00:00:00.000","N","0","OWNED","3","0",,,"0","0","A","2000",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"VANS/VARIOUS TYPE","009-0400",,"009-0400",,"009-0400",,"009-0400",,"009-0400",,"009-0400",,,,"STRAIGHT LINE","84","0","84","0190","RECREATION","2010 CHEVROLET EXPRESS CARGO VAN","D00838","0","0","10","2016","N",,,"2009-10-05T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","4101","LIGHT CAR SHOP","4101","LIGHT CAR SHOP",,,"CHEVROLET","0","MILES","EXPRESS",,"N","15832","OWNED","3","0",,,"0","2000","DE","2010",,,,,,,,,,,,,,,,,,,
"N","COMPONENT",,,"349-0000",,"349-0000",,"349-0000",,"349-0000",,"349-0000",,"349-0000",,,,"STRAIGHT LINE","120","0","120","0300","WATER WORKS","2011 JOHN DEERE 310SJ BACKHOE","D15831","0","0","8","2021","N",,,"2011-07-20T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","4110","SPECIALIZED EQUIPMENT","4110","SPECIALIZED EQUIPMENT",,,"JOHN DEERE","0","HOURS","310SJ",,"N","83400","OWNED","3","0",,,"0","20000","DE","2011",,,,,,,,,,,,,,,,,,,
"N","COMPONENT",,,"148-0000",,"148-0000",,"148-0000",,"148-0000",,"148-0000",,"148-0000",,,,"STRAIGHT LINE","120","0","120","0300","WATER WORKS","1998 HYSTER J30XMT","D82674","0","0","9","2019","N",,,"2009-09-22T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","3001","WATER WORKS/PROPANE","3001","WATER WORKS/PROPANE",,,"HYSTER","0","HOURS","J30XMT",,"N","9900","OWNED","3","0",,,"0","1000","DE","1998",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"IMPOUND/VEHICLES",,,,,,,,,,,,,,,"STRAIGHT LINE","0","0","0","0222",,,"S98400","0","0",,,"N",,"2011-01-03T00:00:00.000","2011-01-03T00:00:00.000","205300","AUTO FUEL","204037",,,"204037",,,,,"0001","MSD GALBRAITH",,"0","MILES",,,"N","0","OWNED","3","0","2011-04-01T00:00:00.000",,"0","0","SO","1998",,,,,,,,,,,,,,,,,,,
"N","COMPONENT",,,"234-0100",,"234-0100",,"234-0100",,"234-0100",,"234-0100",,"234-0100",,,,"STRAIGHT LINE","120","0","60","0271","FIRE DEPARTMENT RESPONSE","2005 STANLEY GT-18H02  HYDRAULIC UNIT","53871","0","2500","3","2015","N",,,"2018-08-20T00:00:00.000","151","WORK ORDER","72","2011-02-01T00:00:00.000","2011-03-04T00:00:00.000","72","4110","SPECIALIZED EQUIPMENT","4110","SPECIALIZED EQUIPMENT",,,"STANLEY","0","HOURS","GT-18H02","2012-03-04T00:00:00.000","N","0","OWNED","3","0",,,"0","1000","A","2005",,,,,,,,,,,,,,,,,,,
"N","COMPONENT",,,"156-0000",,"156-0000",,"156-0000",,"156-0000",,"156-0000",,"156-0000",,,,"STRAIGHT LINE","84","0","84","0253","NEIGHBORHOOD OPERATIONS","2009 MASSEY FERGUSON MF5465","D92750","0","0","8","2016","N",,,"2009-08-11T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","4110","SPECIALIZED EQUIPMENT","4110","SPECIALIZED EQUIPMENT",,,"MASSEY FERGUSON","0","HOURS","MF5465",,"N","93981.76","OWNED","3","0",,,"0","1600","DE","2009",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"SUV/SUBURBAN/EXPLORER","005-0900",,"005-0900",,"005-0900",,"005-0900",,"005-0900",,"005-0900",,"WHITE",,"STRAIGHT LINE","84","0","84","0260","HEALTH","2009 JEEP GRAND CHEROKEE","D90689","0","0","7","2016","N",,,"2009-07-28T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","4101","LIGHT CAR SHOP","4101","LIGHT CAR SHOP",,,"JEEP","0","MILES","GRAND CHEROKEE",,"N","20444","OWNED","3","0",,,"0","5000","DE","2009",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"PICKUP/TRUCK","009-0120",,"009-0120",,"009-0120",,"009-0120",,"009-0120",,"009-0120",,,,"STRAIGHT LINE","84","0","84","0252","TRAFFIC AND ROAD DIV","2009 FORD F250 CREW CAB 4 WD","D90809","0","0","7","2016","N",,,"2009-07-16T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","4101","LIGHT CAR SHOP","4101","LIGHT CAR SHOP",,,"FORD","0","MILES","F250",,"N","29233","OWNED","3","0",,,"0","2500","DE","2009",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"UTILITY/WORK TRUCK","018-0200",,"018-0200",,"018-0200",,"018-0200",,"018-0200",,"018-0200",,,,"STRAIGHT LINE","120","0","120","0400","M.S.D.","2011FORDF550 W/ 2010KNAPHEIDE CRANE UTIL","DE10910","0","0","6","2020","N",,,"2010-06-29T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","3902","MSD-GALBRAITH","3902","MSD-GALBRAITH",,,"FORD","0","MILES","F550",,"N","85568","OWNED","3","0",,,"0","4000","DE","2011",,,,,,,,,,,,,,,,,,,
"N","COMPONENT",,,"018-0200",,"018-0200",,"018-0200",,"018-0200",,"018-0200",,"018-0200",,,,"STRAIGHT LINE","120","0","120","0400","M.S.D.","2011 FORDF550 W/ KNAPHEIDE CRANE UTILITY","D10910","0","0","6","2020","N",,,"2010-06-29T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","3902","MSD-GALBRAITH","3902","MSD-GALBRAITH",,,"FORD","0","MILES","F550",,"N","85568","OWNED","3","0",,,"0","4000","DE","2011",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"RENTAL/LEASE/FUEL CUSTOMER","888-0000",,"888-0000",,"888-0000",,"888-0000",,"888-0000",,"888-0000",,,,"STRAIGHT LINE","0","0","0","5200","CINCINNATI STATE","2010 FORD F250 XL 4 X 4","5020790","0","0",,,"N",,"2022-05-04T00:00:00.000","2022-02-04T00:00:00.000","24997","FUEL TICKET","0",,,"0","9001","OUTSIDE AGENCY REPAIR","9001","OUTSIDE AGENCY REPAIR","0002","WATER WORKS","FORD","2446","MILES","F250",,"N","0","OWNED","3","0",,,"0","0","A","2010",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"PICKUP/TRUCK","009-0000",,"009-0000",,"009-0000",,"009-0000",,"009-0000",,"009-0000",,,,"STRAIGHT LINE","84","0","84","0300","WATER WORKS","2010 FORD F250 PICK UP","D00853","0","0","4","2017","N",,,"2010-04-29T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","3001","WATER WORKS/PROPANE","3001","WATER WORKS/PROPANE",,,"FORD","0","MILES","F250",,"N","18216","OWNED","3","0",,,"0","2000","DE","2010",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"PICKUP/TRUCK","009-0000",,"009-0000",,"009-0000",,"009-0000",,"009-0000",,"009-0000",,,,"STRAIGHT LINE","84","0","84","0300","WATER WORKS","2010 FORD F250 PICK UP","D00852","0","0","4","2017","N",,,"2010-04-29T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","3001","WATER WORKS/PROPANE","3001","WATER WORKS/PROPANE",,,"FORD","0","MILES","F250",,"N","18216","OWNED","3","0",,,"0","2000","DE","2010",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"PICKUP/TRUCK","009-0000",,"009-0000",,"009-0000",,"009-0000",,"009-0000",,"009-0000",,,,"STRAIGHT LINE","84","0","84","0300","WATER WORKS","2010 FORD F250 PICK UP","D00851","0","0","4","2017","N",,,"2010-04-29T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","3001","WATER WORKS/PROPANE","3001","WATER WORKS/PROPANE",,,"FORD","0","MILES","F250",,"N","18216","OWNED","3","0",,,"0","2000","DE","2010",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"PICKUP/TRUCK","009-0000",,"009-0000",,"009-0000",,"009-0000",,"009-0000",,"009-0000",,,,"STRAIGHT LINE","84","0","84","0300","WATER WORKS","2010 FORD F250 PICK UP","D00846","0","0","4","2017","N",,,"2010-04-29T00:00:00.000","0","EQUIPMENT MASTER","0",,,"0","3001","WATER WORKS/PROPANE","3001","WATER WORKS/PROPANE",,,"FORD","0","MILES","F250",,"N","18405","OWNED","3","0",,,"0","2000","DE","2010",,,,,,,,,,,,,,,,,,,
"N","ASSET",,"RENTAL/LEASE/FUEL CUSTOMER","888-0000",,"888-0000",,"888-0000",,"888-0000",,"888-0000",,"888-0000",,,,"STRAIGHT LINE","0","0","0","5000","UNIV OF CINCINNATI","FORD F250 TRUCK","80532","0","0",,,"N",,"2014-08-13T00:00:00.000","2013-07-16T00:00:00.000","1802","FUEL TICKET","0",,,"0","9001","OUTSIDE AGENCY REPAIR","9001","OUTSIDE AGENCY REPAIR","0002","WATER WORKS","FORD","0","MILES","F250",,"N","0","OWNED","3","0",,,"0","0","A","2012",,,,,,,,,,,,,,,,,,,
