"type","name","description","visits","creation_date","downloads","publication_stage","api_endpoint","provenance","last_data_updated_date","uid","owner","owner_uid","audience","approval_status","url","domain","derived_view","row_count"
"dataset","Streetcar Ridership","Data Description: This data set contains the daily count of Streetcar ridership throughout the City of Cincinnati. 

Data Creation: Streetcar Ridership data is created via an Automated Passenger Counter (APC) system installed in the doorways of each streetcar vehicle. APC devices uses infrared lights to approximate the number of entering and exiting riders.

Data Created By: Southwest Ohio Regional Transit Authority (SORTA)

Refresh Frequency: Daily

CincyInsights: The City of Cincinnati maintains an interactive dashboard portal, CincyInsights in addition to our Open Data in an effort to increase access and usage of city data. This data set has an associated dashboard available here: https://insights.cincinnati-oh.gov/stories/s/n7hm-3f4b 

Data Dictionary: A data dictionary providing definitions of columns and attributes is available as an attachment to this dataset.

Processing: The City of Cincinnati is committed to providing the most granular and accurate data possible. In that pursuit the Office of Performance and Data Analytics  facilitates standard processing to most raw data prior to publication. Processing includes but is not limited: address verification, geocoding, decoding attributes, and addition of administrative areas (i.e. Census, neighborhoods, police districts, etc.).

Data Usage: For directions on downloading and using open data please visit our How-to Guide: https://data.cincinnati-oh.gov/dataset/Open-Data-How-To-Guide/gdr9-g3ad","742","20191202000000","118","published","https://data.cincinnati-oh.gov/resource/wkbu-npen.json","official","2022-08-28T00:00:00.000","wkbu-npen","Office of Performance & Data Analytics","wvxi-y5xi","public","approved","https://data.cincinnati-oh.gov/d/wkbu-npen","data.cincinnati-oh.gov","No","12848"
"dataset","Street Centerlines (w/ PCI rating)","City of Cincinnati street center line data, broken out by street segment. Pavement Condition Index (PCI) rating for each street segment is also included. Pavement Condition is assessed annually by the Department of Transportation & Engineering (DOTE).

This data is maintained by the Department of Transportation & Engineering, and is refreshed daily.","1031","20161205000000","412","published","https://data.cincinnati-oh.gov/resource/574p-8utc.json","official","2022-08-28T00:00:00.000","574p-8utc","Office of Performance & Data Analytics","wvxi-y5xi","public","approved","https://data.cincinnati-oh.gov/d/574p-8utc","data.cincinnati-oh.gov","No","87692"
"filter","data set amount greater the 200,000","Data Description: This data set contains all records of payments made to vendors by the City of Cincinnati from fiscal year 2014 to present. It includes information such as the department who paid for the service, the reason for payment, and vendor name.

Data Creation: This data is pulled directly from the City's financial software; which centralizes all department financial transactions city wide.   

Data Created By: The Cincinnati Financial System (CFS)

Refresh Frequency: Weekly

Data Dictionary: A data dictionary providing definitions of columns and attributes is available as an attachment to this data set.

Processing: The City of Cincinnati is committed to providing the most granular and accurate data possible. In that pursuit the Office of Performance and Data Analytics facilitates standard processing to most raw data prior to publication. Processing includes but is not limited: address verification, geocoding, decoding attributes, and addition of administrative areas (i.e. Census, neighborhoods, police districts, etc.).

Data Usage: For directions on downloading and using open data please visit our How-to Guide: https://data.cincinnati-oh.gov/dataset/Open-Data-How-To-Guide/gdr9-g3ad","83","20200721000000","4","published","https://data.cincinnati-oh.gov/resource/gqag-f2zg.json","community","2022-08-28T00:00:00.000","gqag-f2zg","David Lively","dhmb-n3px","public","approved","https://data.cincinnati-oh.gov/d/gqag-f2zg","data.cincinnati-oh.gov","Yes",
"dataset","Cincinnati Building Permits Contacts","Data Description: This dataset contains private and public contractor and subcontractor information for building permits applied for since January 2012.

Data Creation: This data set is maintained by the Cincinnati Area Geographic Information Systems (CAGIS) and individual City departments

Data Created By: CAGIS

Refresh Frequency: Daily

Data Dictionary: A data dictionary providing definitions of columns and attributes is available as an attachment to this dataset.

Processing: The City of Cincinnati is committed to providing the most granular and accurate data possible. In that pursuit the Office of Performance and Data Analytics facilitates standard processing to most raw data prior to publication. Processing includes but is not limited: address verification, geocoding, decoding attributes, and addition of administrative areas (i.e. Census, neighborhoods, police districts, etc.).

Data Usage: For directions on downloading and using open data please visit our How-to Guide: https://data.cincinnati-oh.gov/dataset/Open-Data-How-To-Guide/gdr9-g3ad","2429","20170725000000","2906","published","https://data.cincinnati-oh.gov/resource/vmk6-gy84.json","official","2022-08-28T00:00:00.000","vmk6-gy84","Office of Performance & Data Analytics","wvxi-y5xi","public","approved","https://data.cincinnati-oh.gov/d/vmk6-gy84","data.cincinnati-oh.gov","No","444246"
"dataset","PDI (Police Data Initiative) Assaults on Officers","*This information will not be updated while the Cincinnati Police Department undergoes transfer to a new data management system.*

Data Description: This data represents documented assaults on officers. Assaults on Officers may be defined as the assault of duly sworn city, university and college, county, state, tribal, and federal law enforcement officers. Incidents that are identified as an assault on an officer can include but are not limited to crimes such as aggravated assault, robbery, theft, vandalism, targeted assault (knowingly harming and officer), and recklessly harming an officer.
 
Data Creation: This data is recorded using the City's Record Management System (RMS) that stores agency-wide data about law enforcement operations.

Data Created By: The source of this data is the Cincinnati Police Department.

Refresh Frequency: This information will not be updated while the Cincinnati Police Department undergoes transfer to a new data management system.

CincyInsights: The City of Cincinnati maintains an interactive dashboard portal, CincyInsights in addition to our Open Data in an effort to increase access and usage of city data. This data set has an associated dashboard available here: https://insights.cincinnati-oh.gov/stories/s/mrju-z9ui

Data Dictionary: A data dictionary providing definitions of columns and attributes is available as an attachment to this dataset.

Processing: The City of Cincinnati is committed to providing the most granular and accurate data possible. In that pursuit the Office of Performance and Data Analytics  facilitates standard processing to most raw data prior to publication. Processing includes but is not limited: address verification, geocoding, decoding attributes, and addition of administrative areas (i.e. Census, neighborhoods, police districts, etc.).

Data Usage: For directions on downloading and using open data please visit our How-to Guide: https://data.cincinnati-oh.gov/dataset/Open-Data-How-To-Guide/gdr9-g3ad

Disclaimer: In compliance with privacy laws, all Public Safety datasets are anonymized and appropriately redacted prior to publication on the City of Cincinnati’s Open Data Portal. This means that for all public safety datasets: (1) the last two digits of all addresses have been replaced with “XX,” and in cases where there is a single digit street address, the entire address number is replaced with ""X""; and (2) Latitude and Longitude have been randomly skewed to represent values within the same block area (but not the exact location) of the incident.


DISCLAIMER: In compliance with privacy laws, all Public Safety datasets are anonymized and appropriately redacted prior to publication on the City of Cincinnati’s Open Data Portal. This means that for all public safety datasets: (1) the last two digits of all addresses have been replaced with “XX,” and in cases where there is a single digit street address, the entire address number is replaced with ""X""; and (2) Latitude and Longitude have been randomly skewed to represent values within the same block area (but not the exact location) of the incident.","2243","20161025000000","339","published","https://data.cincinnati-oh.gov/resource/bmmy-avxm.json","official","2022-08-28T00:00:00.000","bmmy-avxm","Office of Performance & Data Analytics","wvxi-y5xi","public","approved","https://data.cincinnati-oh.gov/d/bmmy-avxm","data.cincinnati-oh.gov","No","118"
"dataset","PDI (Police Data Initiative) Crime Incidents","Data Description: This data represents reported Crime Incidents in the City of Cincinnati. Incidents are the records, of reported crimes, collated by an agency for management. Incidents are typically housed in a Records Management System (RMS) that stores agency-wide data about law enforcement operations. This does not include police calls for service, arrest information, final case determination, or any other incident outcome data.
 
Data Creation: The Cincinnati Police Department's (CPD) records crime incidents in the City through Records Management System (RMS) that stores agency-wide data about law enforcement operations. 

Data Created By: The source of this data is the Cincinnati Police Department.

Refresh Frequency: This data is updated daily.

CincyInsights: The City of Cincinnati maintains an interactive dashboard portal, CincyInsights in addition to our Open Data in an effort to increase access and usage of city data. This data set has an associated dashboard available here: https://insights.cincinnati-oh.gov/stories/s/8eaa-xrvz

Data Dictionary: A data dictionary providing definitions of columns and attributes is available as an attachment to this dataset.

Processing: The City of Cincinnati is committed to providing the most granular and accurate data possible. In that pursuit the Office of Performance and Data Analytics  facilitates standard processing to most raw data prior to publication. Processing includes but is not limited: address verification, geocoding, decoding attributes, and addition of administrative areas (i.e. Census, neighborhoods, police districts, etc.).

Data Usage: For directions on downloading and using open data please visit our How-to Guide: https://data.cincinnati-oh.gov/dataset/Open-Data-How-To-Guide/gdr9-g3ad

Disclaimer: In compliance with privacy laws, all Public Safety datasets are anonymized and appropriately redacted prior to publication on the City of Cincinnati’s Open Data Portal. This means that for all public safety datasets: (1) the last two digits of all addresses have been replaced with “XX,” and in cases where there is a single digit street address, the entire address number is replaced with ""X""; and (2) Latitude and Longitude have been randomly skewed to represent values within the same block area (but not the exact location) of the incident.","35203","20171115000000","5828","published","https://data.cincinnati-oh.gov/resource/k59e-2pvf.json","official","2022-08-28T00:00:00.000","k59e-2pvf","Office of Performance & Data Analytics","wvxi-y5xi","public","approved","https://data.cincinnati-oh.gov/d/k59e-2pvf","data.cincinnati-oh.gov","No","473921"
"filter","Buildcentral search","Cincinnati Building Permits that have been applied for since January 1, 2010.","2081","20180129000000","84","published","https://data.cincinnati-oh.gov/resource/dy5r-w456.json","community","2022-08-28T00:00:00.000","dy5r-w456","BuildCentral","tntm-8a26","public","approved","https://data.cincinnati-oh.gov/d/dy5r-w456","data.cincinnati-oh.gov","Yes",
"filter","Slippery Streets","All Cincinnati 311 (Non-Emergency) Service Requests from 2012","832","20161117000000","249","published","https://data.cincinnati-oh.gov/resource/3mch-fhbh.json","community","2022-08-28T00:00:00.000","3mch-fhbh","gatewksbury","w8a2-tg86","public","approved","https://data.cincinnati-oh.gov/d/3mch-fhbh","data.cincinnati-oh.gov","Yes",
"filter","applydate_july-sep","All Permits from Cincinnati Building Department from 2012","888","20150706000000","293","published","https://data.cincinnati-oh.gov/resource/sbhh-y8hf.json","community","2022-08-28T00:00:00.000","sbhh-y8hf","Carly","rgdu-hae4","public","approved","https://data.cincinnati-oh.gov/d/sbhh-y8hf","data.cincinnati-oh.gov","Yes",
"chart","Annual traffic stops by race","Drivers stopped by the Cincinnati Police Department since 2009, categorized by race","169","20200710000000","0","published","https://data.cincinnati-oh.gov/resource/r98s-53xw.json","community","2022-08-28T00:00:00.000","r98s-53xw","Hayden Schiff","pnnv-pw9e","public","approved","https://data.cincinnati-oh.gov/d/r98s-53xw","data.cincinnati-oh.gov","Yes",
"dataset","Citizen Service Request (CSR) Call Center Calls","Data Description: This dataset contains the record of all Citizen Service Request (CSR) calls received at the call center at the Department of Public Services (DPS). For full CSR data visit: https://data.cincinnati-oh.gov/Innovative-Government/Customer-Service-Requests-CSRs-/gcej-gmiw 
Citizen Service Requests (CSR) gives Cincinnati residents the opportunity to submit service request for concerns like furniture pick-up, tall grass and pothole repairs. Using the Fix It Cincy! Mobile App, the customer service request online portal and the hotline (513-591-6000), citizen service requests are routed directly to City departments to be completed

Data Creation: Data is generated by incoming calls received at the DPS call center

Data Created By: DPS

Refresh Frequency: Daily

Data Dictionary: A data dictionary providing definitions of columns and attributes is available as an attachment to this dataset.

Processing: The City of Cincinnati is committed to providing the most granular and accurate data possible. In that pursuit the Office of Performance and Data Analytics  facilitates standard processing to most raw data prior to publication. Processing includes but is not limited: address verification, geocoding, decoding attributes, and addition of administrative areas (i.e. Census, neighborhoods, police districts, etc.).

Data Usage: For directions on downloading and using open data please visit our How-to Guide: https://data.cincinnati-oh.gov/dataset/Open-Data-How-To-Guide/gdr9-g3ad","830","20181129000000","260","published","https://data.cincinnati-oh.gov/resource/k2qr-ck2v.json","official","2022-08-28T00:00:00.000","k2qr-ck2v","Office of Performance & Data Analytics","wvxi-y5xi","public","approved","https://data.cincinnati-oh.gov/d/k2qr-ck2v","data.cincinnati-oh.gov","No","844063"
"dataset","PDI (Police Data Initiative) Traffic Stops (Drivers)","Data Description: This dataset captures all traffic stops  involving motor vehicles. Time of incident, officer assignment, race/sex of stop subject, and outcome of the stop (""Action taken"") are also included in this data. Individual traffic stops may populate multiple data rows to account for multiple outcomes: ""interview number"" is the unique identifier for every one (1) traffic stop.
 
Data Creation: Cincinnati Police Department (CPD) officers record all traffic stops involving motor vehicles via Contact Cards. Contact Cards are completed every time a CPD officer stops vehicles or pedestrians. The use of Contact Cards came out of the Collaborative Agreement.

Data Created By: The source of this data is the Cincinnati Police Department.

Refresh Frequency: This data is updated daily.

CincyInsights: The City of Cincinnati maintains an interactive dashboard portal, CincyInsights in addition to our Open Data in an effort to increase access and usage of city data. This data set has an associated dashboard available here: https://insights.cincinnati-oh.gov/stories/s/h48j-wkz6

Data Dictionary: A data dictionary providing definitions of columns and attributes is available as an attachment to this dataset.

Processing: The City of Cincinnati is committed to providing the most granular and accurate data possible. In that pursuit the Office of Performance and Data Analytics  facilitates standard processing to most raw data prior to publication. Processing includes but is not limited: address verification, geocoding, decoding attributes, and addition of administrative areas (i.e. Census, neighborhoods, police districts, etc.).

Data Usage: For directions on downloading and using open data please visit our How-to Guide: https://data.cincinnati-oh.gov/dataset/Open-Data-How-To-Guide/gdr9-g3ad

Disclaimer: In compliance with privacy laws, all Public Safety datasets are anonymized and appropriately redacted prior to publication on the City of Cincinnati’s Open Data Portal. This means that for all public safety datasets: (1) the last two digits of all addresses have been replaced with “XX,” and in cases where there is a single digit street address, the entire address number is replaced with ""X""; and (2) Latitude and Longitude have been randomly skewed to represent values within the same block area (but not the exact location) of the incident.","1999","20170301000000","654","published","https://data.cincinnati-oh.gov/resource/hibq-hbnj.json","official","2022-08-28T00:00:00.000","hibq-hbnj","Office of Performance & Data Analytics","wvxi-y5xi","public","approved","https://data.cincinnati-oh.gov/d/hibq-hbnj","data.cincinnati-oh.gov","No","620105"
"filter","Mt. Wasington Crime","Incidents are the records, of reported crimes, collated by an agency for management. Incidents are typically housed in a Records Management System (RMS) that stores agency-wide data about law enforcement operations.

DISCLAIMER: In compliance with privacy laws, all Public Safety datasets are anonymized and appropriately redacted prior to publication on the City of Cincinnati’s Open Data Portal. This means that for all public safety datasets: (1) the last two digits of all addresses have been replaced with “XX,” and in cases where there is a single digit street address, the entire address number is replaced with ""X""; and (2) Latitude and Longitude have been randomly skewed to represent values within the same block area (but not the exact location) of the incident.","597","20181020000000","58","published","https://data.cincinnati-oh.gov/resource/7dd3-v3t5.json","community","2022-08-28T00:00:00.000","7dd3-v3t5","Marc","ns46-yfcr","public","approved","https://data.cincinnati-oh.gov/d/7dd3-v3t5","data.cincinnati-oh.gov","Yes",
"filter","Non Neg data set","Data Description: This data set contains all records of payments made to vendors by the City of Cincinnati from fiscal year 2014 to present. It includes information such as the department who paid for the service, the reason for payment, and vendor name.

Data Creation: This data is pulled directly from the City's financial software; which centralizes all department financial transactions city wide.   

Data Created By: The Cincinnati Financial System (CFS)

Refresh Frequency: Weekly

Data Dictionary: A data dictionary providing definitions of columns and attributes is available as an attachment to this data set.

Processing: The City of Cincinnati is committed to providing the most granular and accurate data possible. In that pursuit the Office of Performance and Data Analytics facilitates standard processing to most raw data prior to publication. Processing includes but is not limited: address verification, geocoding, decoding attributes, and addition of administrative areas (i.e. Census, neighborhoods, police districts, etc.).

Data Usage: For directions on downloading and using open data please visit our How-to Guide: https://data.cincinnati-oh.gov/dataset/Open-Data-How-To-Guide/gdr9-g3ad","81","20200730000000","3","published","https://data.cincinnati-oh.gov/resource/9bj6-6we3.json","community","2022-08-28T00:00:00.000","9bj6-6we3","Fatima Ndiaye","dh37-d8p7","public","approved","https://data.cincinnati-oh.gov/d/9bj6-6we3","data.cincinnati-oh.gov","Yes",
"filter","DSC 101","All Permits from the Cincinnati Health Department from 2012","722","20160920000000","438","published","https://data.cincinnati-oh.gov/resource/j8rs-e5ms.json","community","2022-08-28T00:00:00.000","j8rs-e5ms","bbrowning620","mhiu-b38r","public","approved","https://data.cincinnati-oh.gov/d/j8rs-e5ms","data.cincinnati-oh.gov","Yes",
"visualization","Untitled Visualization - Based on PDI (Police Data Initiative) Crime Incidents","Incidents are the records, of reported crimes, collated by an agency for management. Incidents are typically housed in a Records Management System (RMS) that stores agency-wide data about law enforcement operations.<br /><br />DISCLAIMER: In compliance with privacy laws, all Public Safety datasets are anonymized and appropriately redacted prior to publication on the City of Cincinnati’s Open Data Portal. This means that for all public safety datasets: (1) the last two digits of all addresses have been replaced with “XX,” and in cases where there is a single digit street address, the entire address number is replaced with ""X""; and (2) Latitude and Longitude have been randomly skewed to represent values within the same block area (but not the exact location) of the incident.","399","20171204000000","13","published","https://data.cincinnati-oh.gov/resource/hvim-9n7p.json","community","2022-08-28T00:00:00.000","hvim-9n7p","panagosa","3438-s2pz","public","approved","https://data.cincinnati-oh.gov/d/hvim-9n7p","data.cincinnati-oh.gov","Yes",
"dataset","Inspections & Certificates","Data Description: This data set contains all inspections issued/performed by City of Cincinnati Departments (including Buildings & Inspections; Cincinnati Fire Department; Cincinnati Health Department; Cincinnati Parks; and Trade/Development), as well as Inspections Bureau Inc (IBI) and Hamilton County departments.

Inspections range from electrical surveys, to swimming pools/spas, to elevator inspections, daycare inspections, and more. This data covers inspections since 1999 through present day.

Data Creation: All data is input by respective agencies, and maintained/stored by Cincinnati Area Geographic Information Systems (CAGIS), and is additionally available on CAGIS Property Activity Report website: http://cagismaps.hamilton-co.org/PropertyActivity/cagisreport

Data Created By: CAGIS

Refresh Frequency: Daily 

Data Dictionary: A data dictionary providing definitions of columns and attributes is available as an attachment to this dataset.

Processing: The City of Cincinnati is committed to providing the most granular and accurate data possible. In that pursuit the Office of Performance and Data Analytics  facilitates standard processing to most raw data prior to publication. Processing includes but is not limited: address verification, geocoding, decoding attributes, and addition of administrative areas (i.e. Census, neighborhoods, police districts, etc.).

Data Usage: For directions on downloading and using open data please visit our How-to Guide: https://data.cincinnati-oh.gov/dataset/Open-Data-How-To-Guide/gdr9-g3ad","938","20180319000000","1121","published","https://data.cincinnati-oh.gov/resource/ivda-umw7.json","official","2022-08-28T00:00:00.000","ivda-umw7","Office of Performance & Data Analytics","wvxi-y5xi","public","approved","https://data.cincinnati-oh.gov/d/ivda-umw7","data.cincinnati-oh.gov","No","77285"
"filter","past 6 months","All Permits from Cincinnati Building Department from 2012","1573","20150626000000","711","published","https://data.cincinnati-oh.gov/resource/ybr8-2aaa.json","community","2022-08-28T00:00:00.000","ybr8-2aaa","Carly","rgdu-hae4","public","approved","https://data.cincinnati-oh.gov/d/ybr8-2aaa","data.cincinnati-oh.gov","Yes",
"dataset","City of Cincinnati Revenue","Data Description: This data set contains all City of Cincinnati revenue sources by resource (revenue) name and code from 2014 to present.

Data Creation: This data is pulled directly from the City's financial software; which centralizes all department financial transactions city wide.   

Data Created By: The Cincinnati Financial System (CFS)

Refresh Frequency: Daily

Data Dictionary: A data dictionary providing definitions of columns and attributes is available as an attachment to this dataset.

Processing: The City of Cincinnati is committed to providing the most granular and accurate data possible. In that pursuit the Office of Performance and Data Analytics facilitates standard processing to most raw data prior to publication. Processing includes but is not limited: address verification, geocoding, decoding attributes, and addition of administrative areas (i.e. Census, neighborhoods, police districts, etc.).

Data Usage: For directions on downloading and using open data please visit our How-to Guide: https://data.cincinnati-oh.gov/dataset/Open-Data-How-To-Guide/gdr9-g3ad","810","20180730000000","137","published","https://data.cincinnati-oh.gov/resource/a9hy-bv25.json","official","2022-08-28T00:00:00.000","a9hy-bv25","Office of Performance & Data Analytics","wvxi-y5xi","public","approved","https://data.cincinnati-oh.gov/d/a9hy-bv25","data.cincinnati-oh.gov","No","599981"
