"business_name","website","ethnicity","gender","cert_type","action","cert_status","address","city","state","zip","longitude","latitude","neighborhood"
"FISCUS TRUCKING & EXCAVATING, INC.","HTTP://WWW.FISCUSINC.COM","CAUCASIAN","FEMALE","SBE","RENEWAL","ACTIVE","4782 EA","CINCINNATI","OH","45226",,,"Outside City Limits"
"FISCUS TRUCKING & EXCAVATING, INC.","HTTP://WWW.FISCUSINC.COM","CAUCASIAN","FEMALE","WBE","RENEWAL","ACTIVE","4782 EA","CINCINNATI","OH","45226",,,"Outside City Limits"
"FLANNERY PAINTING, INC.","HTTP://WWW.FLANNERYPAINTING.COM","CAUCASIAN","FEMALE","WBE","NEW","ACTIVE","1215 CHESAPEAKE ST","COVINGTON","KY","41011",,,"Outside City Limits"
"GOSSER'S TRUCKING & EXCAVATING, INC.",,"CAUCASIAN","FEMALE","SBE","RENEWAL","ACTIVE","7240 LAWRENCEBURG RD","HARRISON","OH","45030",,,"Outside City Limits"
"GOSSER'S TRUCKING & EXCAVATING, INC.",,"CAUCASIAN","FEMALE","WBE","RENEWAL","ACTIVE","7240 LAWRENCEBURG RD","HARRISON","OH","45030",,,"Outside City Limits"
"GRIDSTONE CONSTRUCTION INC","HTTP://GRIDSTONECONSTRUCTION.COM","BLACK","MALE","MBE","RENEWAL","ACTIVE","2350 WEST GALBRAITH","CINCINNATI","OH","45239",,,"Outside City Limits"
"GRIDSTONE CONSTRUCTION INC","HTTP://GRIDSTONECONSTRUCTION.COM","BLACK","MALE","SBE","RENEWAL","ACTIVE","2350 WEST GALBRAITH","CINCINNATI","OH","45239",,,"Outside City Limits"
"GRIFFIN FIRE & PIPE","HTTP://GRIFFINFIREPIPE.COM","BLACK","MALE","SBE","NEW","ACTIVE","10606 FORESTDALE DR","CINCINNATI","OH","45240",,,"Outside City Limits"
"HI-MARK CONSTRUCTION GROUP, INC.","HTTP://WWW.HIMARKCG.COM","BLACK","MALE","MBE","RENEWAL","ACTIVE","3577 COMMERCE DR","MIDDLETOWN","OH","45005",,,"Outside City Limits"
"HICKS-CARTER-HICKS, LLC","HTTP://WWW.H-C-H.COM","BLACK","FEMALE","MBE","RENEWAL","ACTIVE","12747 OLIVE BLVD","ST. LOUIS","MO","63141",,,"Outside City Limits"
"HICKS-CARTER-HICKS, LLC","HTTP://WWW.H-C-H.COM","BLACK","FEMALE","MWBE","RENEWAL","ACTIVE","12747 OLIVE BLVD","ST. LOUIS","MO","63141",,,"Outside City Limits"
"HICKS-CARTER-HICKS, LLC","HTTP://WWW.H-C-H.COM","BLACK","FEMALE","WBE","RENEWAL","ACTIVE","12747 OLIVE BLVD","ST. LOUIS","MO","63141",,,"Outside City Limits"
"HIGHTOWERS PETROLEUM COMPANY","HTTP://WWW.HIGHTOWERSPETROLEUM.COM","BLACK","MALE","MBE","RENEWAL","ACTIVE","3577 COMMERCE DR","MIDDLETOWN","OH","45005",,,"Outside City Limits"
"HOLLSTEGGE ELECTRIC, LLC","HTTP://WWW.HOLLSTEGGEELECTRIC.COM","CAUCASIAN","FEMALE","SBE","RENEWAL","ACTIVE","PO BOX","MIAMITOWN","OH","45041",,,"Outside City Limits"
"HOLLSTEGGE ELECTRIC, LLC","HTTP://WWW.HOLLSTEGGEELECTRIC.COM","CAUCASIAN","FEMALE","WBE","RENEWAL","ACTIVE","5485 STATE ROUTE","CLEVES","OH","45002",,,"Outside City Limits"
"JONES WARNER CONSULTANTS INC DBA JWCI","HTTP://WWW.JONESWARNER.COM",,"MALE","SBE","RENEWAL","ACTIVE","8401 CLAUDE THOMAS RD","FRANKLIN","OH","45226",,,"Outside City Limits"
"JUST RIGHT CONST. & LAWN CARE SERVICE","HTTP://JUSTRIGHTCON.COM","BLACK","MALE","MBE","RENEWAL","ACTIVE","7671 COLERAIN AV","CINCINNATI","OH","45239",,,"Outside City Limits"
"JUST RIGHT CONST. & LAWN CARE SERVICE","HTTP://JUSTRIGHTCON.COM","BLACK","MALE","SBE","RENEWAL","ACTIVE","7671 COLERAIN AV","CINCINNATI","OH","45239",,,"Outside City Limits"
"K-PLUMBING LLC","HTTP://KPLUMBINGLLC.COM","BLACK","MALE","MBE","RENEWAL","ACTIVE",,"CINCINNATI","OH","45239",,,"Outside City Limits"
"K-PLUMBING LLC","HTTP://KPLUMBINGLLC.COM","BLACK","MALE","SBE","RENEWAL","ACTIVE",,"CINCINNATI","OH","45239",,,"Outside City Limits"
"KLE CONSTRUCTION COMPANY",,"BLACK","MALE","MBE","RENEWAL","ACTIVE","11427 REED HARTMAN HIGHWAY","CINCINNATI","OH","45241",,,"Outside City Limits"
"KRAFT ELECTRICAL CONTRACTING, INC.","HTTP://WWW.KECC.COM","CAUCASIAN","FEMALE","WBE","RENEWAL","ACTIVE","5710 HILLSIDE AV","CINCINNATI","OH","45233",,,"Outside City Limits"
"KT SUPPLY LTD","HTTP://WWW.KTSUPPLYLTD.COM","CAUCASIAN","FEMALE","WBE","RENEWAL","ACTIVE","1073 OREGONIA RD","LEBANON","OH","45036",,,"Outside City Limits"
"LAWHON & ASSOCIATES, INC.","HTTP://WWW.LAWHON-ASSOC.COM","CAUCASIAN","FEMALE","WBE","RENEWAL","ACTIVE","1441 KING AV","COLUMBUS","OH","43212",,,"Outside City Limits"
"LEACH PAINTING CONTRACTORS, LLC","HTTP://WWW.LEACHPAINTINGCONTRACTORS.COM","CAUCASIAN","FEMALE","WBE","NEW","ACTIVE","7366 BUTLER WARREN RD","MASON","OH","45040",,,"Outside City Limits"
"M B J CONSULTANTS, INC.","HTTP://WWW.MBJCONSULTANTS.COM","BLACK","MALE","MBE","RENEWAL","ACTIVE","30 W THIRD ST 4M","CINCINNATI","OH","45202",,,"Outside City Limits"
"M B J CONSULTANTS, INC.","HTTP://WWW.MBJCONSULTANTS.COM","BLACK","MALE","SBE","RENEWAL","ACTIVE","30 W THIRD ST 4M","CINCINNATI","OH","45202",,,"Outside City Limits"
"MAX TECHNICAL TRAINING, INC.","HTTP://WWW.MAXTRAIN.COM","CAUCASIAN","FEMALE","WBE","RENEWAL","ACTIVE","4900 PARKWAY DR","MASON","OH","45040",,,"Outside City Limits"
"NET QUEST SERVICES, INC.","HTTP://NETQUESTSERVICES.COM","BLACK","MALE","MBE","RENEWAL","ACTIVE","4 KOVAC DR","CINCINNATI","OH","45215",,,"Outside City Limits"
"PM RESTAURANTS, INC.",,"CAUCASIAN","FEMALE","SBE","RENEWAL","ACTIVE","1301 WESTMIN","CINCINNATI","OH","45229",,,"Outside City Limits"
"PM RESTAURANTS, INC.",,"CAUCASIAN","FEMALE","SLBE","RENEWAL","ACTIVE","1301 WESTMIN","CINCINNATI","OH","45229",,,"Outside City Limits"
"PM RESTAURANTS, INC.",,"CAUCASIAN","FEMALE","WBE","RENEWAL","ACTIVE","1301 WESTMIN","CINCINNATI","OH","45229",,,"Outside City Limits"
"QUEEN CITY BLACKTOP COMPANY INC","HTTP://WWW.QUEENCITYBLACKTOP.COM",,,"SBE","RENEWAL","ACTIVE","2130 O","CINCINNATI","OH","45214",,,"Outside City Limits"
"SHOEMAKER MASONRY CONSTRUCTION, LLC","HTTP://WWW.SHOEMAKERMASONRY.COM","ASIAN PACIFIC","FEMALE","SBE","NEW","ACTIVE","8856 HARRISON PIKE","CLEVES","OH","45002",,,"Outside City Limits"
"SHOEMAKER MASONRY CONSTRUCTION, LLC","HTTP://WWW.SHOEMAKERMASONRY.COM","ASIAN PACIFIC","FEMALE","WBE","RENEWAL","ACTIVE","8856 HARRISON PIKE","CLEVES","OH","45002",,,"Outside City Limits"
"SMITHCORP, INC.","HTTP://WWW.SMITHCORP.COM","CAUCASIAN","MALE","SBE","RENEWAL","ACTIVE","130 NOVNER DR","CINCINNATI","OH","45215",,,"Outside City Limits"
"SRISYS, INC.","HTTP://WWW.SRISYS.COM","ASIAN","FEMALE","WBE","RENEWAL","ACTIVE","7908 CINCINNATI DAYTON RD","WEST CHESTER","OH","45069",,,"Outside City Limits"
"TEC ENGINEERING, INC.","HTTP://WWW.TECENG.COM","ASIAN PACIFIC","FEMALE","WBE","RENEWAL","ACTIVE","7288 CENTRAL PARKE BOULEVARD","MASON","OH","45040",,,"Outside City Limits"
"THE GEILER COMPANY INC.","HTTP://WWW.GEILER.COM",,"FEMALE","WBE","RENEWAL","ACTIVE","PO BOX","CINCINNATI","OH","45211",,,"Outside City Limits"
"143ENGINEERS, LLC (FORMERLY DUFFY CONTRACTING, LLC)","HTTP://143ENGINEERS.COM","CAUCASIAN","FEMALE","SBE","RENEWAL","ACTIVE","3249 PLATEAU PLACE","CINCINNATI","OH","45241","-84.4186989314003","39.2395183533206","Outside City Limits"
"143ENGINEERS, LLC (FORMERLY DUFFY CONTRACTING, LLC)","HTTP://143ENGINEERS.COM","CAUCASIAN","FEMALE","WBE","RENEWAL","ACTIVE","3249 PLATEAU PLACE","CINCINNATI","OH","45241","-84.4186989314003","39.2395183533206","Outside City Limits"
"8K CONSTRUCTION COMPANY, LLC","HTTP://8KCONSTRUCTION.COM","CAUCASIAN","MALE","SBE","RENEWAL","ACTIVE","57 E MCMICKEN AV","CINCINNATI","OH","45202","-84.5154659665194","39.1153541851631","OVER-THE-RHINE"
"8K DEVELOPMENT COMPANY, LLC",,,,"SBE","RENEWAL","ACTIVE","57 E MCMICKEN AV","CINCINNATI","OH","45202","-84.5154659665194","39.1153541851631","OVER-THE-RHINE"
"ADDISON'S TRUCKING INC",,,"FEMALE","SBE","NEW","ACTIVE","57 E HARRISON AV","NORTH BEND","OH","45052","-84.744888767339","39.1546048735604","Outside City Limits"
"ADVANCED CAULKING, LLC","HTTP://WWW.ADVANCEDCAULKING.COM","CAUCASIAN","FEMALE","SBE","RENEWAL","ACTIVE","7630 PRODUCTION DR","CINCINNATI","OH","45237","-84.4546048942058","39.1995280714708","ROSELAWN"
"ADVANCED CAULKING, LLC","HTTP://WWW.ADVANCEDCAULKING.COM","CAUCASIAN","FEMALE","WBE","RENEWAL","ACTIVE","7630 PRODUCTION DR","CINCINNATI","OH","45237","-84.4546048942058","39.1995280714708","ROSELAWN"
"ADVANCED COMMUNITY ENHANCEMENT",,"CAUCASIAN","FEMALE","SBE","NEW","ACTIVE","1530 TREMONT ST","CINCINNATI","OH","45214","-84.5468026267482","39.127333889","SOUTH FAIRMOUNT"
"ADVANCED CONTRACTING GROUP, LLC","N/A","OTHER","FEMALE","SBE","RENEWAL","ACTIVE","7630 PRODUCTION DR","CINCINNATI","OH","45237","-84.4546048942058","39.1995280714708","ROSELAWN"
"ADVANCED CONTRACTING GROUP, LLC","N/A","OTHER","FEMALE","WBE","RENEWAL","ACTIVE","7630 PRODUCTION DR","CINCINNATI","OH","45237","-84.4546048942058","39.1995280714708","ROSELAWN"
"AEQ LLC","HTTP://ACEEXTERIORSROOFING.COM","CAUCASIAN","MALE","SBE","RENEWAL","ACTIVE","8556 BLUE ASH RD","CINCINNATI","OH","45236","-84.3873995388935","39.2139172756777","Outside City Limits"
"AJL GROUP, LLC",,"HISPANIC/LATINO","FEMALE","WBE","NEW","ACTIVE","2701 SPRING GROVE AV","CINCINNATI","OH","45225","-84.5372063864498","39.130793075016","CAMP WASHINGTON"
"ALLISON LANDSCAPING, INC.","HTTP://WWW.ALLISONLANDSCAPING.COM",,"MALE","SBE","RENEWAL","ACTIVE","889 ANDERSON FERRY RD","CINCINNATI","OH","45238","-84.6170699001014","39.1099376995405","Outside City Limits"
"ALUMINA RAILING AND CUSTOM IRON WORKS, INC.","HTTP://WWW.ALUMINARAILING.COM","CAUCASIAN","FEMALE","WBE","RENEWAL","ACTIVE","8301 STRIMPLE RD","CLEVES","OH","45002","-84.7397033991852","39.232165267093","Outside City Limits"
"ALUMNI INK",,"BLACK","MALE","ELBE","NEW","ACTIVE","2244 VINE ST","CINCINNATI","OH","45219","-84.5146761522921","39.1223277014969","MT. AUBURN"
"ALUMNI INK",,"BLACK","MALE","MBE","NEW","ACTIVE","2244 VINE ST","CINCINNATI","OH","45219","-84.5146761522921","39.1223277014969","MT. AUBURN"
"ALUMNI INK",,"BLACK","MALE","SBE","NEW","ACTIVE","2244 VINE ST","CINCINNATI","OH","45219","-84.5146761522921","39.1223277014969","MT. AUBURN"
"ALUMNI INK",,"BLACK","MALE","SLBE","NEW","ACTIVE","2244 VINE ST","CINCINNATI","OH","45219","-84.5146761522921","39.1223277014969","MT. AUBURN"
"ANNA MAFFEY DESIGN, LLC","HTTPS://WWW.BEHANCE.NET/AMAFFEY","CAUCASIAN","FEMALE","ELBE","NEW","ACTIVE","3720 WOODLAND AV","CINCINNATI","OH","45209","-84.4389490188112","39.1453764455166","OAKLEY"
"ANNA MAFFEY DESIGN, LLC","HTTPS://WWW.BEHANCE.NET/AMAFFEY","CAUCASIAN","FEMALE","SBE","NEW","ACTIVE","3720 WOODLAND AV","CINCINNATI","OH","45209","-84.4389490188112","39.1453764455166","OAKLEY"
"ANNA MAFFEY DESIGN, LLC","HTTPS://WWW.BEHANCE.NET/AMAFFEY","CAUCASIAN","FEMALE","SLBE","NEW","ACTIVE","3720 WOODLAND AV","CINCINNATI","OH","45209","-84.4389490188112","39.1453764455166","OAKLEY"
"ANNA MAFFEY DESIGN, LLC","HTTPS://WWW.BEHANCE.NET/AMAFFEY","CAUCASIAN","FEMALE","WBE","NEW","ACTIVE","3720 WOODLAND AV","CINCINNATI","OH","45209","-84.4389490188112","39.1453764455166","OAKLEY"
"ANTHONY LOWE","HTTP://WWW.ALOWEPHOTO.BIZ","BLACK","MALE","MBE","RENEWAL","ACTIVE","748 ELBERON AV","CINCINNATI","OH","45205","-84.5658189753528","39.1056555185788","EAST PRICE HILL"
"ANTHONY LOWE","HTTP://WWW.ALOWEPHOTO.BIZ","BLACK","MALE","SBE","RENEWAL","ACTIVE","748 ELBERON AV","CINCINNATI","OH","45205","-84.5658189753528","39.1056555185788","EAST PRICE HILL"
"ANTHONY LOWE","HTTP://WWW.ALOWEPHOTO.BIZ","BLACK","MALE","SLBE","RENEWAL","ACTIVE","748 ELBERON AV","CINCINNATI","OH","45205","-84.5658189753528","39.1056555185788","EAST PRICE HILL"
"AROMA ART INC., USA","HTTP://WWW.AROMAARTESSENTIALOILS.COM","CAUCASIAN","FEMALE","ELBE","NEW","ACTIVE","3164 LINWOOD AV","CINCINNATI","OH","45208","-84.4302078732796","39.1301936556181","HYDE PARK"
"AROMA ART INC., USA","HTTP://WWW.AROMAARTESSENTIALOILS.COM","CAUCASIAN","FEMALE","SBE","NEW","ACTIVE","3164 LINWOOD AV","CINCINNATI","OH","45208","-84.4302078732796","39.1301936556181","HYDE PARK"
"AROMA ART INC., USA","HTTP://WWW.AROMAARTESSENTIALOILS.COM","CAUCASIAN","FEMALE","SLBE","NEW","ACTIVE","3164 LINWOOD AV","CINCINNATI","OH","45208","-84.4302078732796","39.1301936556181","HYDE PARK"
"AROMA ART INC., USA","HTTP://WWW.AROMAARTESSENTIALOILS.COM","CAUCASIAN","FEMALE","WBE","NEW","ACTIVE","3164 LINWOOD AV","CINCINNATI","OH","45208","-84.4302078732796","39.1301936556181","HYDE PARK"
"AUGUST GROH & SONS, INC.","HTTP://WWW.GROH.COM","CAUCASIAN","FEMALE","WBE","RENEWAL","ACTIVE","8832 READING RD","CINCINNATI","OH","45215","-84.4414442904373","39.2215457626027","Outside City Limits"
"AUTOMATED SYSTEMS ENGINEERING LLC","HTTP://WWW.ASENETWORK.COM","CAUCASIAN","MALE","SBE","RENEWAL","ACTIVE","9423 MONTGOMERY RD","CINCINNATI","OH","45242","-84.3546391071235","39.2274022699759","Outside City Limits"
"AVANT CONSULTING GROUP","HTTP://AVANTCONSULTINGGROUP.NET","BLACK","FEMALE","MBE","RENEWAL","ACTIVE","10137 ARNOLD DR","CINCINNATI","OH","45215","-84.4772670260269","39.2514706346896","Outside City Limits"
"AVANT CONSULTING GROUP","HTTP://AVANTCONSULTINGGROUP.NET","BLACK","FEMALE","MWBE","RENEWAL","ACTIVE","10137 ARNOLD DR","CINCINNATI","OH","45215","-84.4772670260269","39.2514706346896","Outside City Limits"
"AVANT CONSULTING GROUP","HTTP://AVANTCONSULTINGGROUP.NET","BLACK","FEMALE","SBE","RENEWAL","ACTIVE","10137 ARNOLD DR","CINCINNATI","OH","45215","-84.4772670260269","39.2514706346896","Outside City Limits"
"AVANT CONSULTING GROUP","HTTP://AVANTCONSULTINGGROUP.NET","BLACK","FEMALE","WBE","RENEWAL","ACTIVE","10137 ARNOLD DR","CINCINNATI","OH","45215","-84.4772670260269","39.2514706346896","Outside City Limits"
"AWA BUSINESS CORPORATION","HTTP://WWW.AWA-CONSTRUCTION.COM","BLACK","MALE","MBE","RENEWAL","ACTIVE","700 W PETE ROSE WAY","CINCINNATI","OH","45203","-84.5253254912037","39.0953673660554","QUEENSGATE"
"AWA BUSINESS CORPORATION","HTTP://WWW.AWA-CONSTRUCTION.COM","BLACK","MALE","SBE","RENEWAL","ACTIVE","700 W PETE ROSE WAY","CINCINNATI","OH","45203","-84.5253254912037","39.0953673660554","QUEENSGATE"
"B & H ELITE COMPLETE LAWN & GARDEN CARE",,"BLACK","MALE","SBE","RENEWAL","ACTIVE","5138 COLERAIN AV","CINCINNATI","OH","45223","-84.567097134182","39.182616275152","MT. AIRY"
"B & H ELITE COMPLETE LAWN & GARDEN CARE",,"BLACK","MALE","SLBE","RENEWAL","ACTIVE","5138 COLERAIN AV","CINCINNATI","OH","45223","-84.567097134182","39.182616275152","MT. AIRY"
"B.E.C. HOME CARE INC.","HTTP://WWW.BECHOMECARE.COM","BLACK","FEMALE","MBE","NEW","ACTIVE","2300 MONTANA AV","CINCINNATI","OH","45211","-84.5708829441307","39.1561877590236","WESTWOOD"
"B.E.C. HOME CARE INC.","HTTP://WWW.BECHOMECARE.COM","BLACK","FEMALE","MWBE","NEW","ACTIVE","2300 MONTANA AV","CINCINNATI","OH","45211","-84.5708829441307","39.1561877590236","WESTWOOD"
"B.E.C. HOME CARE INC.","HTTP://WWW.BECHOMECARE.COM","BLACK","FEMALE","SBE","NEW","ACTIVE","2300 MONTANA AV","CINCINNATI","OH","45211","-84.5708829441307","39.1561877590236","WESTWOOD"
"B.E.C. HOME CARE INC.","HTTP://WWW.BECHOMECARE.COM","BLACK","FEMALE","SLBE","NEW","ACTIVE","2300 MONTANA AV","CINCINNATI","OH","45211","-84.5708829441307","39.1561877590236","WESTWOOD"
"B.E.C. HOME CARE INC.","HTTP://WWW.BECHOMECARE.COM","BLACK","FEMALE","WBE","NEW","ACTIVE","2300 MONTANA AV","CINCINNATI","OH","45211","-84.5708829441307","39.1561877590236","WESTWOOD"
"BANSAL CONSTRUCTION, INC","HTTP://WWW.BANSALCONSTRUCTION.COM","ASIAN INDIAN","MALE","SBE","RENEWAL","ACTIVE","9200 MONTGOMERY RD","CINCINNATI","OH","45242","-84.3561712977706","39.2219183229058","Outside City Limits"
"BARR ENGINEERING, INC.","HTTP://WWW.NEASINC.COM","ASIAN INDIAN","MALE","SBE","RENEWAL","ACTIVE","1329 EAST KEMPER RD","CINCINNATI","OH","43246","-84.4492452724129","39.2852619318875","Outside City Limits"
"BATTLE AXE CONSTRUCTION, LLC","HTTP://WWW.BATTLEAXECONSTRUCTION.COM","BLACK","MALE","MBE","RENEWAL","ACTIVE","11435 SEBRING DR","CINCINNATI","OH","45240","-84.5559243310124","39.2885536957612","Outside City Limits"
"BATTLE AXE CONSTRUCTION, LLC","HTTP://WWW.BATTLEAXECONSTRUCTION.COM","BLACK","MALE","SBE","RENEWAL","ACTIVE","11435 SEBRING DR","CINCINNATI","OH","45240","-84.5559243310124","39.2885536957612","Outside City Limits"
"BECK INFRASTRUCTURE, LLC","HTTP://WWW.BECKINFRASTRUCTURE.COM",,"MALE","SBE","NEW","ACTIVE","9983 WALNUTRIDGE COURT","CINCINNATI","OH","45242","-84.3169091490773","39.236266052093","Outside City Limits"
"BENNY MUNCY",,,"MALE","SBE","RENEWAL","ACTIVE","11114 GUARD LANE","NORTH BEND","OH","45052","-84.8103518789895","39.1682475347869","Outside City Limits"
"BEST BUY DENTAL SUPPLY INC",,"CAUCASIAN","MALE","SBE","NEW","ACTIVE","10051 SIMONSON RD","HARRISON","OH","45030","-84.7749959175115","39.2360999814924","Outside City Limits"
"BLUEROSE SUPPLY LLC","HTTP://WWW.BLUEROSESUPPLY.COM","BLACK","MALE","MBE","RENEWAL","ACTIVE","1630 SHERMAN AV","CINCINNATI","OH","45212","-84.4694572513889","39.1620917152071","Outside City Limits"
"BLUEROSE SUPPLY LLC","HTTP://WWW.BLUEROSESUPPLY.COM","BLACK","MALE","SBE","RENEWAL","ACTIVE","1630 SHERMAN AV","CINCINNATI","OH","45212","-84.4694572513889","39.1620917152071","Outside City Limits"
"BRAHAN LLC","HTTP://WWW.BRA-HAN.COM","CAUCASIAN","FEMALE","SBE","RENEWAL","ACTIVE","7685 FIELDS ERTEL RD BLDG C","CINCINNATI","OH","45241","-84.3550337978395","39.2908070563388","Outside City Limits"
"BRAHAN LLC","HTTP://WWW.BRA-HAN.COM","CAUCASIAN","FEMALE","WBE","RENEWAL","ACTIVE","7685 FIELDS ERTEL RD BLDG C","CINCINNATI","OH","45241","-84.3550337978395","39.2908070563388","Outside City Limits"
"BRBS WORLD, LLC","HTTP://WWW.BRBSWORLD.COM","BLACK","FEMALE","MBE","RENEWAL","ACTIVE","11851 SPIRAL PASS","CINCINNATI","OH","45249","-84.3260544322647","39.2844948250076","Outside City Limits"
"BRBS WORLD, LLC","HTTP://WWW.BRBSWORLD.COM","BLACK","FEMALE","MWBE","RENEWAL","ACTIVE","11851 SPIRAL PASS","CINCINNATI","OH","45249","-84.3260544322647","39.2844948250076","Outside City Limits"
"BRBS WORLD, LLC","HTTP://WWW.BRBSWORLD.COM","BLACK","FEMALE","WBE","RENEWAL","ACTIVE","11851 SPIRAL PASS","CINCINNATI","OH","45249","-84.3260544322647","39.2844948250076","Outside City Limits"
"BREWSTER PUMPING LLC","WWW.JOSTINCONSTRUCTION.COM/BREWSTERPUMPINGASP","BLACK","FEMALE","MBE","RENEWAL","ACTIVE","2335 FLORENCE AV","CINCINNATI","OH","45206","-84.4928167067838","39.1237294382624","WALNUT HILLS"
"BREWSTER PUMPING LLC","WWW.JOSTINCONSTRUCTION.COM/BREWSTERPUMPINGASP","BLACK","FEMALE","MWBE","RENEWAL","ACTIVE","2335 FLORENCE AV","CINCINNATI","OH","45206","-84.4928167067838","39.1237294382624","WALNUT HILLS"
