"fiscal_year","activity","object","department","unit","fund","adopted_amount","uniqueid"
"2021","Other General Government","Workers' Compensation","Strategic Initiatives Office","Broadcast Engineering Unit","The General Fund","0","2021001600602120605190)"
"2021","Other General Government","Non-Capital Equipment","Strategic Initiatives Office","Broadcast Engineering Unit","The General Fund","0","2021001600602130095190)"
"2021","Other General Government","Materials And Supplies","Strategic Initiatives Office","Broadcast Engineering Unit","The General Fund","0","2021001600602130105190)"
"2021","Other General Government","Computer Supplies","Strategic Initiatives Office","Broadcast Engineering Unit","The General Fund","0","2021001600602130185190)"
"2021","Other General Government","Office Supplies","Strategic Initiatives Office","Broadcast Engineering Unit","The General Fund","0","2021001600602130205190)"
"2021","Other General Government","Telephone","Strategic Initiatives Office","Broadcast Engineering Unit","The General Fund","0","2021001600602131105190)"
"2021","Other General Government","Postage","Strategic Initiatives Office","Broadcast Engineering Unit","The General Fund","0","2021001600602131205190)"
"2021","Other General Government","Travel & Training","Strategic Initiatives Office","Broadcast Engineering Unit","The General Fund","0","2021001600602132105190)"
"2021","Other General Government","Books & Films","Strategic Initiatives Office","Broadcast Engineering Unit","The General Fund","0","2021001600602132405190)"
"2021","Other General Government","Dues, Memberships, Publication","Strategic Initiatives Office","Broadcast Engineering Unit","The General Fund","0","2021001600602132505190)"
"2021","Other General Government","Professional Services","Strategic Initiatives Office","Broadcast Engineering Unit","The General Fund","0","2021001600602141105190)"
"2021","Other General Government","Other Contractual Services","Strategic Initiatives Office","Broadcast Engineering Unit","The General Fund","0","2021001600602141205190)"
"2021","Other General Government","Maintenance Office/other Equip","Strategic Initiatives Office","Broadcast Engineering Unit","The General Fund","0","2021001600602142205190)"
"2021","Other General Government","Improvements Other Than Bldg","Strategic Initiatives Office","Broadcast Engineering Unit","The General Fund","0","2021001600602160305190)"
"2021","Other General Government","Machinery And Equipment","Strategic Initiatives Office","Broadcast Engineering Unit","The General Fund","0","2021001600602160405190)"
"2021","Executive","Permanent Full Time","Strategic Initiatives Office","Strategic Planning","The General Fund","139569.54","2021001600603010115120)"
"2021","Executive","Temporary Full Time","Strategic Initiatives Office","Strategic Planning","The General Fund","0","2021001600603010135120)"
"2021","Executive","Temporary Part Time","Strategic Initiatives Office","Strategic Planning","The General Fund","30000","2021001600603010145120)"
"2021","Executive","Overtime-One And One-Half Rate","Strategic Initiatives Office","Strategic Planning","The General Fund","0","2021001600603010305120)"
"2021","Executive","Social Security","Strategic Initiatives Office","Strategic Planning","The General Fund","14989.66","2021001600603020105120)"
"2021","Executive","Retirement","Strategic Initiatives Office","Strategic Planning","The General Fund","26666.91","2021001600603020205120)"
"2021","Executive","Health Insurance","Strategic Initiatives Office","Strategic Planning","The General Fund","13591.39","2021001600603020305120)"
"2021","Executive","Retirees Health Insurance Contributions","Strategic Initiatives Office","Strategic Planning","The General Fund","0","2021001600603020315120)"
"2021","Executive","Life Insurance","Strategic Initiatives Office","Strategic Planning","The General Fund","314.6","2021001600603020405120)"
"2021","Executive","Workers' Compensation","Strategic Initiatives Office","Strategic Planning","The General Fund","2833.89","2021001600603020605120)"
"2021","Executive","Non-Capital Equipment","Strategic Initiatives Office","Strategic Planning","The General Fund","0","2021001600603030095120)"
"2021","Executive","Materials And Supplies","Strategic Initiatives Office","Strategic Planning","The General Fund","4510","2021001600603030105120)"
"2021","Executive","Computer Supplies","Strategic Initiatives Office","Strategic Planning","The General Fund","0","2021001600603030185120)"
"2021","Executive","Office Supplies","Strategic Initiatives Office","Strategic Planning","The General Fund","1400","2021001600603030205120)"
"2021","Executive","Printing And Binding","Strategic Initiatives Office","Strategic Planning","The General Fund","0","2021001600603030305120)"
"2021","Executive","Telephone","Strategic Initiatives Office","Strategic Planning","The General Fund","0","2021001600603031105120)"
"2021","Executive","Postage","Strategic Initiatives Office","Strategic Planning","The General Fund","84","2021001600603031205120)"
"2021","Executive","Travel & Training","Strategic Initiatives Office","Strategic Planning","The General Fund","5000","2021001600603032105120)"
"2021","Executive","Books & Films","Strategic Initiatives Office","Strategic Planning","The General Fund","0","2021001600603032405120)"
"2021","Executive","Dues, Memberships, Publication","Strategic Initiatives Office","Strategic Planning","The General Fund","1500","2021001600603032505120)"
"2021","Executive","Meals/food","Strategic Initiatives Office","Strategic Planning","The General Fund","0","2021001600603032655120)"
"2021","Executive","Insurance Premiums","Strategic Initiatives Office","Strategic Planning","The General Fund","1493.43","2021001600603035105120)"
"2021","Executive","Professional Services","Strategic Initiatives Office","Strategic Planning","The General Fund","68000","2021001600603041105120)"
"2021","Executive","Other Contractual Services","Strategic Initiatives Office","Strategic Planning","The General Fund","85850","2021001600603041205120)"
"2021","Executive","Temp Services (Manpower/temp Help)","Strategic Initiatives Office","Strategic Planning","The General Fund","0","2021001600603041255120)"
"2021","Executive","Permanent Full Time","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604010115120)"
"2021","Executive","Temporary Full Time","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604010135120)"
"2021","Executive","Social Security","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604020105120)"
"2021","Executive","Retirement","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604020205120)"
"2021","Executive","Health Insurance","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604020305120)"
"2021","Executive","Retirees Health Insurance Contributions","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604020315120)"
"2021","Executive","Life Insurance","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604020405120)"
"2021","Executive","Workers' Compensation","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604020605120)"
"2021","Executive","Non-Capital Equipment","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604030095120)"
"2021","Executive","Materials And Supplies","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604030105120)"
"2021","Executive","Computer Supplies","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604030185120)"
"2021","Executive","Materials/supplies-Ceremonies","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604030195120)"
"2021","Executive","Office Supplies","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604030205120)"
"2021","Executive","Printing And Binding","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604030305120)"
"2021","Executive","Telephone","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604031105120)"
"2021","Executive","Postage","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604031205120)"
"2021","Executive","Advertising","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604031305120)"
"2021","Executive","Travel & Training","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604032105120)"
"2021","Executive","Books & Films","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604032405120)"
"2021","Executive","Dues, Memberships, Publication","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604032505120)"
"2021","Executive","Meals/food","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604032655120)"
"2021","Executive","Professional Services","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604041105120)"
"2021","Executive","Machinery And Equipment","Strategic Initiatives Office","Intergovernmental Affairs","The General Fund","0","2021001600604060405120)"
"2021","Executive","Permanent Full Time","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","275457.36","2021001600605010115120)"
"2021","Executive","Temporary Full Time","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","0","2021001600605010135120)"
"2021","Executive","Interns","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","0","2021001600605010175120)"
"2021","Executive","Social Security","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","21393.41","2021001600605020105120)"
"2021","Executive","Retirement","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","52630.57","2021001600605020205120)"
"2021","Executive","Health Insurance","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","32775.24","2021001600605020305120)"
"2021","Executive","Retirees Health Insurance Contributions","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","0","2021001600605020315120)"
"2021","Executive","Life Insurance","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","629.2","2021001600605020405120)"
"2021","Executive","Workers' Compensation","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","5593.05","2021001600605020605120)"
"2021","Executive","Non-Capital Equipment","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","0","2021001600605030095120)"
"2021","Executive","Materials And Supplies","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","4500","2021001600605030105120)"
"2021","Executive","Computer Supplies","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","0","2021001600605030185120)"
"2021","Executive","Materials/supplies-Ceremonies","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","0","2021001600605030195120)"
"2021","Executive","Office Supplies","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","1175","2021001600605030205120)"
"2021","Executive","Printing And Binding","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","750","2021001600605030305120)"
"2021","Executive","Telephone","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","0","2021001600605031105120)"
"2021","Executive","Postage","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","0","2021001600605031205120)"
"2021","Executive","Advertising","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","0","2021001600605031305120)"
"2021","Executive","Travel & Training","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","5300","2021001600605032105120)"
"2021","Executive","Books & Films","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","0","2021001600605032405120)"
"2021","Executive","Dues, Memberships, Publication","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","1000","2021001600605032505120)"
"2021","Executive","Meals/food","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","0","2021001600605032655120)"
"2021","Executive","Professional Services","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","169916","2021001600605041105120)"
"2021","Executive","Temp Services (Manpower/temp Help)","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","0","2021001600605041255120)"
"2021","Executive","Improvements Other Than Bldg","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","0","2021001600605060305120)"
"2021","Executive","Machinery And Equipment","Strategic Initiatives Office","Citizen Centered Gainesville","The General Fund","0","2021001600605060405120)"
"2021","Other Economic Environment","Permanent Full Time","Strategic Initiatives Office","Economic Development Admin","The General Fund","0","2021001600607010115590)"
"2021","Other Economic Environment","Social Security","Strategic Initiatives Office","Economic Development Admin","The General Fund","0","2021001600607020105590)"
"2021","Other Economic Environment","Retirement","Strategic Initiatives Office","Economic Development Admin","The General Fund","0","2021001600607020205590)"
"2021","Other Economic Environment","Health Insurance","Strategic Initiatives Office","Economic Development Admin","The General Fund","0","2021001600607020305590)"
"2021","Other Economic Environment","Retirees Health Insurance Contributions","Strategic Initiatives Office","Economic Development Admin","The General Fund","0","2021001600607020315590)"
"2021","Other Economic Environment","Life Insurance","Strategic Initiatives Office","Economic Development Admin","The General Fund","0","2021001600607020405590)"
"2021","Other Economic Environment","Workers' Compensation","Strategic Initiatives Office","Economic Development Admin","The General Fund","0","2021001600607020605590)"
"2021","Other Economic Environment","Materials And Supplies","Strategic Initiatives Office","Economic Development Admin","The General Fund","0","2021001600607030105590)"
"2021","Other Economic Environment","Computer Supplies","Strategic Initiatives Office","Economic Development Admin","The General Fund","0","2021001600607030185590)"
"2021","Other Economic Environment","Printing And Binding","Strategic Initiatives Office","Economic Development Admin","The General Fund","0","2021001600607030305590)"
"2021","Other Economic Environment","Telephone","Strategic Initiatives Office","Economic Development Admin","The General Fund","0","2021001600607031105590)"
"2021","Other Economic Environment","Advertising","Strategic Initiatives Office","Economic Development Admin","The General Fund","0","2021001600607031305590)"
"2021","Other Economic Environment","Travel & Training","Strategic Initiatives Office","Economic Development Admin","The General Fund","0","2021001600607032105590)"
"2021","Other Economic Environment","Dues, Memberships, Publication","Strategic Initiatives Office","Economic Development Admin","The General Fund","0","2021001600607032505590)"
"2021","Other Economic Environment","Professional Services","Strategic Initiatives Office","Economic Development Admin","The General Fund","0","2021001600607041105590)"
"2021","Other Economic Environment","Aid To Private Organizations","Strategic Initiatives Office","Economic Development Admin","The General Fund","0","2021001600607082005590)"
"2021","Other Economic Environment","Travel & Training","Strategic Initiatives Office","Economic Development Marketing Travel","The General Fund","0","2021001600607132105590)"
"2021","Comprehensive Planning","Permanent Full Time","Office Of Housing & Community Development","Neighborhood Planning","The General Fund","74744.59","2021001620620210115150)"
"2021","Comprehensive Planning","Social Security","Office Of Housing & Community Development","Neighborhood Planning","The General Fund","5864.61","2021001620620220105150)"
"2021","Comprehensive Planning","Retirement","Office Of Housing & Community Development","Neighborhood Planning","The General Fund","14427.71","2021001620620220205150)"
"2021","Comprehensive Planning","Health Insurance","Office Of Housing & Community Development","Neighborhood Planning","The General Fund","6943.79","2021001620620220305150)"
"2021","Comprehensive Planning","Retirees Health Insurance Contributions","Office Of Housing & Community Development","Neighborhood Planning","The General Fund","0","2021001620620220315150)"
"2021","Comprehensive Planning","Life Insurance","Office Of Housing & Community Development","Neighborhood Planning","The General Fund","157.3","2021001620620220405150)"
"2021","Comprehensive Planning","Workers' Compensation","Office Of Housing & Community Development","Neighborhood Planning","The General Fund","1533.23","2021001620620220605150)"
"2021","Comprehensive Planning","Meal Allowance","Office Of Housing & Community Development","Neighborhood Planning","The General Fund","0","2021001620620221505150)"
"2021","Comprehensive Planning","Materials And Supplies","Office Of Housing & Community Development","Neighborhood Planning","The General Fund","0","2021001620620230105150)"
"2021","Comprehensive Planning","Office Supplies","Office Of Housing & Community Development","Neighborhood Planning","The General Fund","0","2021001620620230205150)"
"2021","Comprehensive Planning","Telephone","Office Of Housing & Community Development","Neighborhood Planning","The General Fund","0","2021001620620231105150)"
"2021","Comprehensive Planning","Postage","Office Of Housing & Community Development","Neighborhood Planning","The General Fund","0","2021001620620231205150)"
"2021","Comprehensive Planning","Travel & Training","Office Of Housing & Community Development","Neighborhood Planning","The General Fund","0","2021001620620232105150)"
"2021","Comprehensive Planning","Books & Films","Office Of Housing & Community Development","Neighborhood Planning","The General Fund","0","2021001620620232405150)"
"2021","Comprehensive Planning","Dues, Memberships, Publication","Office Of Housing & Community Development","Neighborhood Planning","The General Fund","0","2021001620620232505150)"
"2021","Protective Inspections","Permanent Full Time","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620310115240)"
"2021","Protective Inspections","Permanent Part Time","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620310125240)"
"2021","Protective Inspections","Temporary Part Time","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620310145240)"
"2021","Protective Inspections","Overtime-One And One-Half Rate","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620310305240)"
"2021","Protective Inspections","Special Assignment","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620311305240)"
"2021","Protective Inspections","Longevity","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620311505240)"
"2021","Protective Inspections","Social Security","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620320105240)"
"2021","Protective Inspections","Retirement","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620320205240)"
"2021","Protective Inspections","Health Insurance","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620320305240)"
"2021","Protective Inspections","Retirees Health Insurance Contributions","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620320315240)"
"2021","Protective Inspections","Life Insurance","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620320405240)"
"2021","Protective Inspections","Workers' Compensation","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620320605240)"
"2021","Protective Inspections","Non-Capital Equipment","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620330095240)"
"2021","Protective Inspections","Materials And Supplies","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620330105240)"
"2021","Protective Inspections","Office Supplies","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620330205240)"
"2021","Protective Inspections","Printing And Binding","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620330305240)"
"2021","Protective Inspections","Uniform Purchase Price","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620330405240)"
"2021","Protective Inspections","Telephone","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620331105240)"
"2021","Protective Inspections","Postage","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620331205240)"
"2021","Protective Inspections","Advertising","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620331305240)"
"2021","Protective Inspections","Gasoline, Oil, Grease","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620331505240)"
"2021","Protective Inspections","Travel & Training","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620332105240)"
"2021","Protective Inspections","Employee Tuition","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620332205240)"
"2021","Protective Inspections","Safety Awards","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620332305240)"
"2021","Protective Inspections","Books & Films","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620332405240)"
"2021","Protective Inspections","Dues, Memberships, Publication","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620332505240)"
"2021","Protective Inspections","Recording Fees-Civil Citation","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620332815240)"
"2021","Protective Inspections","Rental-Equipment","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620334205240)"
"2021","Protective Inspections","Insurance Premiums","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620335105240)"
"2021","Protective Inspections","Professional Services","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620341105240)"
"2021","Protective Inspections","Other Contractual Services","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620341205240)"
"2021","Protective Inspections","Temp Services (Manpower/temp Help)","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620341255240)"
"2021","Protective Inspections","Fleet Service Cost-Variable","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620342105240)"
"2021","Protective Inspections","Fleet Service Cost-Fixed","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620342115240)"
"2021","Protective Inspections","Maintenance Office/other Equip","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620342205240)"
"2021","Protective Inspections","Machinery And Equipment","Office Of Housing & Community Development","Code Enforcement","The General Fund","0","2021001620620360405240)"
"2021","Protective Inspections","Advertising","Office Of Housing & Community Development","Demolitions/lot Clearings","The General Fund","0","2021001620620431305240)"
"2021","Protective Inspections","Professional Services","Office Of Housing & Community Development","Demolitions/lot Clearings","The General Fund","0","2021001620620441105240)"
"2021","Protective Inspections","Other Contractual Services","Office Of Housing & Community Development","Demolitions/lot Clearings","The General Fund","0","2021001620620441205240)"
"2021","Protective Inspections","Advertising","Office Of Housing & Community Development","Board And Seals","The General Fund","0","2021001620620531305240)"
"2021","Protective Inspections","Other Contractual Services","Office Of Housing & Community Development","Board And Seals","The General Fund","0","2021001620620541205240)"
"2021","Protective Inspections","Professional Services","Office Of Housing & Community Development","Special Magistrate","The General Fund","0","2021001620620641105240)"
"2021","Housing & Urban Development","Other Grants And Aids","Office Of Housing & Community Development","Historical Structure Gap Financing","The General Fund","0","2021001620620789005540)"
"2021","Protective Inspections","Professional Services","Office Of Housing & Community Development","Nuisance Abatement Foreclosure Pilot Program","The General Fund","0","2021001620620841105240)"
"2021","Protective Inspections","Professional Services","Office Of Housing & Community Development","Overgrown Property Nuisance Abatement Program","The General Fund","0","2021001620620941105240)"
