"business_type","id","name","start_date","physical_address","physical_city","physical_state","mailing_address","mailing_city","mailing_state","mailing_zip_code","business_phone","email","owner","latitude","longitude","location"
"APARTMENT OR CONDO RENTALS","39914","RETREAT AT MAGNOLIA PARKE, THE","2011-04-21T00:00:00.000","4170 NW 50TH TER","GAINESVILLE","FL","6815 POPLAR AVE, STE 500","GERMANTOWN","TN","38138","352-384-2787","PROPTAX@MAAC.COM","PARTNERSHIP  MID AMERICA APARTMENTS LP","29.692163","-82.396096","POINT (-82.396096 29.692163)"
"APARTMENT OR CONDO RENTALS","36386","SHERWOOD APARTMENTS","2009-06-01T00:00:00.000","3557 SW 19TH AVE","GAINESVILLE","FL","6651 NW 23RD AVE","GAINESVILLE","FL","32606","352-376-1649","ANTON@ICBE.COM","ANTON  VAN SOESTBERGEN","29.635228","-82.376271","POINT (-82.376271 29.635228)"
"APARTMENT OR CONDO RENTALS","17391","MILLHOPPER PINES APTS.","1995-09-13T00:00:00.000","1925 NW 43RD ST","GAINESVILLE","FL","4229 NW 43RD ST","GAINESVILLE","FL","32606","352-372-0950","MARJORIE@PINEWOODPROP.COM","PINEWOOD  PROPERTIES OF G'VILLE LLC","29.671156","-82.388982","POINT (-82.388982 29.671156)"
"APARTMENT OR CONDO RENTALS","35618","ENCLAVE APARTMENTS, THE","2008-08-01T00:00:00.000","3000 SW 35TH PL","GAINESVILLE","FL","220 N MAIN ST","GAINESVILLE","FL","32601","352-375-2152","THEENCLAVE@COLLIERCOMPANIES.COM","CORPORATION  GAINESVILLE PLACE, LLC","29.620625","-82.367579","POINT (-82.367579 29.620625)"
"APARTMENT OR CONDO RENTALS","24232","FREDERICK GARDENS APARTMENTS","1995-07-01T00:00:00.000","1405 SW 10TH TER","GAINESVILLE","FL","220 N MAIN ST","GAINESVILLE","FL","32601","352-375-2152","FREDERICKGARDENS@COLLIERCOMPANIES.COM","PARTNERSHIP  FREDERICK GARDENS LIMITED","29.637926","-82.335385","POINT (-82.335385 29.637926)"
"APARTMENT OR CONDO RENTALS","32689","HIDDEN VILLAGE APARTMENTS LLC","2005-08-26T00:00:00.000","2725 SW 27TH AVE","GAINESVILLE","FL","220 N MAIN ST","GAINESVILLE","FL","32601","352-375-2152","HIDDENVILLAGE@COLLIERCOMPANIES.COM","HIDDEN  VILLAGE APARTMENTS LLC","29.625521","-82.363958","POINT (-82.363958 29.625521)"
"APARTMENT OR CONDO RENTALS","24903","KINETIC PROPERTIES, INC","1998-09-01T00:00:00.000","103 SW 12TH ST","GAINESVILLE","FL","P.O. BOX 15105","GAINESVILLE","FL","32604","352-337-9600","TEAM@KINETICBUILDERS.COM","KINETIC PROPERTIES, INC","29.650963","-82.337131","POINT (-82.337131 29.650963)"
"APARTMENT OR CONDO RENTALS","44058","TERRAPIN F LLC","2019-08-09T00:00:00.000","219 NW 19TH ST","GAINESVILLE","FL","2811 NW 58TH BLVD","GAINESVILLE","FL","32606","352-376-1111","ACCOUNTING@CIRCAPROPERTIES.COM","TERRAPIN F, LLC","29.653741","-82.347816","POINT (-82.347816 29.653741)"
"APARTMENT OR CONDO RENTALS","24305","VICTORIA APARTMENTS OF GAINESVILLE","1995-01-01T00:00:00.000","108 SE 7TH ST","GAINESVILLE","FL","503 SW 23RD PL","GAINESVILLE","FL","32601","352-317-8282","JRBARROW@GMAIL.COM","BARROW FAMILY REVOCABLE TRUST","29.65061","-82.31783","POINT (-82.31783 29.65061)"
"APARTMENT OR CONDO RENTALS","36388","SAUL SILBER PROPERTIES, LLC","2009-06-01T00:00:00.000","1415 SW 42ND ST","GAINESVILLE","FL","3434 SW 24TH AVE, SUITE A","GAINESVILLE","FL","32607","352-338-1000","CHULANET@AOL.COM","SAUL SILBER PROPERTIES  LLC","29.639091","-82.387206","POINT (-82.387206 29.639091)"
"APARTMENT OR CONDO RENTALS","38669","KBR INVESTMENTS LLC","2008-09-01T00:00:00.000","1690 NE 16TH AVE","GAINESVILLE","FL","10301 BURKHALTER RD","STATESBORO","GA","30461","352-275-1580","KBRKRAUS@GMAIL.COM","KBR INVESTMENTS LLC","29.666502","-82.303421","POINT (-82.303421 29.666502)"
"APARTMENT OR CONDO RENTALS","33865","COBBLESTONE APARTMENTS","2002-01-01T00:00:00.000","2801 NW 23RD BLVD","GAINESVILLE","FL","220 N MAIN ST","GAINESVILLE","FL","32601","352-375-2152","COBBLESTONE@COLLIERCOMPANIES.COM","CORPORATION  OAK RIDGE APTS. OF GAINESVILLE, LP","29.678497","-82.349462","POINT (-82.349462 29.678497)"
"APARTMENT OR CONDO RENTALS","43753","LM GAINESVILLE LLC","2017-08-01T00:00:00.000","1360 W UNIVERSITY AVE","GAINESVILLE","FL","PO BOX 34631","CHARLOTTE","NC","28234","706-543-1910","landmarkproperties@avidbill.com","LM GAINESVILLE LLC","29.652065","-82.339528","POINT (-82.339528 29.652065)"
"APARTMENT OR CONDO RENTALS","14322","GARDEN CREEK APTS.","1995-09-18T00:00:00.000","3202 NW 14TH ST","GAINESVILLE","FL","555 NW 23RD ST","GAINESVILLE","FL","32607","352-374-9928","JAYNEELMORE7@GMAIL.COM","JAYNE  ELMORE","29.682133","-82.340671","POINT (-82.340671 29.682133)"
"APARTMENT OR CONDO RENTALS","28250","LAURELS APARTMENTS, THE","2002-10-01T00:00:00.000","4455 SW 34TH ST","GAINESVILLE","FL","220 N MAIN ST","GAINESVILLE","FL","32601","352-375-2152","THELAURELS@COLLIERCOMPANIES.COM","THE LAURELS APTS. OF G'VILLE, LTD","29.610772","-82.371562","POINT (-82.371562 29.610772)"
"APARTMENT OR CONDO RENTALS","11099","BEL AIR APARTMENTS","1982-01-01T00:00:00.000","636 NW 26TH AVE","GAINESVILLE","FL","220 N MAIN ST","GAINESVILLE","FL","32601","352-375-2152","VW.BILLING@COLLIERCOMPANIES.COM","BEL  AIR OF GAINESVILLE LC","29.676602","-82.332631","POINT (-82.332631 29.676602)"
"APARTMENT OR CONDO RENTALS","42943","T & B RENTALS LLC","2012-07-01T00:00:00.000","914 SW 8TH AVE","GAINESVILLE","FL","7714 SR 100","KEYSTONE HEIGHTS","FL","32656","352-235-9172","SLLVN42@BELLSOUTH.NET","T & B RENTALS LLC","29.644891","-82.334029","POINT (-82.334029 29.644891)"
"APARTMENT OR CONDO RENTALS","41242","FOX'S ALLIGATOR LLC","2014-06-01T00:00:00.000","1014 SW 1ST AVE","GAINESVILLE","FL","13400 PROGRESS BLVD","ALACHUA","FL","32615","352-505-6966","CORPORATE@CMCAPT.COM","FOX'S ALLIGATOR LLC","29.651159","-82.335151","POINT (-82.335151 29.651159)"
"APARTMENT OR CONDO RENTALS","25488","PALMETTO WALK","1999-09-01T00:00:00.000","2124 NW 55TH BLVD","GAINESVILLE","FL","5200 NW 43RD ST , #102-339","GAINESVILLE","FL","32606","352-316-6488","LWROBROBINSON352@GMAIL.COM","LESTER  ROBINSON","29.705034","-82.352581","POINT (-82.352581 29.705034)"
"APARTMENT OR CONDO RENTALS","44410","THP CABANA BEACH GAINESVILLE LLC","2019-09-27T00:00:00.000","1601 SW 51ST TER","GAINESVILLE","FL","1601 SW 51ST TER","GAINESVILLE","FL","32607","352-335-2000","JOSIE.COLACCI@TPCO.COM","THP CABANA  BEACH GAINESVILLE LLC","29.63797","-82.39732","POINT (-82.39732 29.63797)"
"APARTMENT OR CONDO RENTALS","32713","ARBOR EAST APARTMENTS","2005-07-13T00:00:00.000","2335 SW 35TH PL","GAINESVILLE","FL","13400 PROGRESS BLVD","ALACHUA","FL","32615","352-505-6966","CORPORATE@CMCAPT.COM","ARBOR VILLAS EAST, LLC","29.620095","-82.358","POINT (-82.358 29.620095)"
"APARTMENT OR CONDO RENTALS","28253","NOBA, LLC","2002-10-01T00:00:00.000","3833 SW 26TH TER","GAINESVILLE","FL","P.O. BOX 24943","FT. LAUDERDALE","FL","33307","352-332-5070","RHONDAHASTINGS@BELLSOUTH.NET","NOBA  LLC","29.615338","-82.360478","POINT (-82.360478 29.615338)"
"APARTMENT OR CONDO RENTALS","32571","GREENWICH GREEN APARTMENTS LLC","2005-02-01T00:00:00.000","3515 SW 39TH BLVD","GAINESVILLE","FL","220 N MAIN ST","GAINESVILLE","FL","32601","352-375-2152","GREENWICHGREEN@COLLIERCOMPANIES.COM","GREENWICH  GREEN APARTMENTS LLC","29.617568","-82.374869","POINT (-82.374869 29.617568)"
"APARTMENT OR CONDO RENTALS","28387","HUNTERS RUN LTD.","2002-10-01T00:00:00.000","2600 SW WILLISTON RD","GAINESVILLE","FL","2600 SW WILLISTON RD, FRONT OFFICE","GAINESVILLE","FL","32608","352-336-6300","HUNTERSRUN@ROYALAMERICAN.COM","HUNTERS RUN LTD.","29.611465","-82.360356","POINT (-82.360356 29.611465)"
"APARTMENT OR CONDO RENTALS","24269","NEW HORIZONS PROPERTIES II, INC. /","1987-02-01T00:00:00.000","635 SW 11TH LN","GAINESVILLE","FL","4300 SW 13TH ST.","GAINESVILLE","FL","32608","352-374-5600","kandis_patrick@mbhci.org","NEW HORIZONS  PROPERTIES II, INC","29.640711","-82.3317","POINT (-82.3317 29.640711)"
"APARTMENT OR CONDO RENTALS","22074","ROYAL GAINESVILLE LTD PTRSHP","1996-08-16T00:00:00.000","710 SW DEPOT AVE, STE. 129","GAINESVILLE","FL","12700 HILL COUNTRY BLVD, STE T-200","AUSTIN","TX","78738","352-338-0202","WBERNDT@AMERICANCAMPUS.COM","PARTNERSHIP  ROYAL GAINESVILLE LTD","29.643277","-82.332739","POINT (-82.332739 29.643277)"
"APARTMENT OR CONDO RENTALS","44826","CENTER COURT APARTMENTS","2020-10-30T00:00:00.000","1210 NW 11TH AVE","GAINESVILLE","FL","2747 SW 119TH TER","GAINESVILLE","FL","32608","954-701-1425","KNISLEYKM@GMAIL.COM","MBJ  INVESTMENTS INC","29.662188","-82.337623","POINT (-82.337623 29.662188)"
"APARTMENT OR CONDO RENTALS","45038","PMF GAINESVILLE 77, LLC","2021-12-03T00:00:00.000","316 SW 62ND BLVD","GAINESVILLE","FL","2693 W FAIRBANKS BLVD","ORLANDO","FL","32789","352-331-0101","TEILAND@ALIGNCOMMUNITIES.COM","PMF GAINESVILLE 77, LLC","29.650181","-82.407955","POINT (-82.407955 29.650181)"
"APARTMENT OR CONDO RENTALS","33317","COLLIER ASPEN RIDGE LLC","2006-01-09T00:00:00.000","3813 SW 34TH ST","GAINESVILLE","FL","220 N MAIN ST","GAINESVILLE","FL","32601","352-375-2152","ASPENRIDGE@COLLIERCOMPANIES.COM","COLLIER ASPEN RIDGE LLC","29.618008","-82.37237","POINT (-82.37237 29.618008)"
"APARTMENT OR CONDO RENTALS","43685","ARP 3230 SW ARCHER ROAD LLC","2018-08-09T00:00:00.000","3230 SW ARCHER RD","GAINESVILLE","FL","3113 W TAMBAY AVE","TAMPA","FL","33611","352-378-5766","MIKE@PMGLIVING.COM","ARP 3230  SW ARCHER ROAD LLC","29.628191","-82.370664","POINT (-82.370664 29.628191)"
"APARTMENT OR CONDO RENTALS","13849","FLINT HILL APTS","1995-09-22T00:00:00.000","300 NW 20TH AVE","GAINESVILLE","FL","909 NW 6TH ST","GAINESVILLE","FL","32601","352-378-1387","RABELL@ATLANTIC.NET","IVO  RABELL","29.671085","-82.327693","POINT (-82.327693 29.671085)"
"APARTMENT OR CONDO RENTALS","44127","ORANGE & BLUE APARTMENT INVESTORS LLC","2018-06-14T00:00:00.000","1114 SW 7TH AVE","GAINESVILLE","FL","3461 SW 2ND AVE","GAINESVILLE","FL","32607","352-327-3644","GAINESVILLE@L3CAMPUS.COM","ORANGE AND BLUE  APARTMENT INVESTORS LLC","29.645735","-82.336506","POINT (-82.336506 29.645735)"
"APARTMENT OR CONDO RENTALS","36409","TURTLE OAKS APTS","2009-06-01T00:00:00.000","1505 SW 42ND ST","GAINESVILLE","FL","2406 SW 98TH DR","GAINESVILLE","FL","32608","352-215-6642","BAOZHENYANG@HOTMAIL.COM","WU, JIAXIANG  & YANG ,BAOZHEN","29.638491","-82.387209","POINT (-82.387209 29.638491)"
"APARTMENT OR CONDO RENTALS","40630","CYPRESS GLEN APARTMENTS LLC","2013-06-01T00:00:00.000","2130 NW 31ST AVE","GAINESVILLE","FL","100 STATE STREET, FLOOR 11","BOSTON","MA","02109","352-872-5551","WHINDS@100STATESTREET.COM","CYPRESS GLEN APARTMENTS LLC","29.68124","-82.352276","POINT (-82.352276 29.68124)"
"APARTMENT OR CONDO RENTALS","44948","ATLANTIC MULTI FAMILY - TIGER BAY, LLC","2021-02-18T00:00:00.000","2415 SE 4TH LN","GAINESVILLE","FL","4447 COX ROAD","GLEN ALLEN","VA","23060","352-240-6215","INFO@ARTCRAFTMANAGEMENT.COM","ATLANTIC MULTI FAMILY-  TIGER BAY, LLC","29.647374","-82.292357","POINT (-82.292357 29.647374)"
"APARTMENT OR CONDO RENTALS","44337","CYPRESS VILLAS II LLC","2018-05-07T00:00:00.000","2304 SW 35TH PL","GAINESVILLE","FL","2693 W FAIRBANKS AVE, STE 200","WINTER PARK","FL","32789","407-743-4134","ACCOUNTING@ALIGNCOMMUNITIES.COM","CYPRESS VILLAS II LLC","29.620253","-82.356132","POINT (-82.356132 29.620253)"
"APARTMENT OR CONDO RENTALS","12376","COLLEGE STUDIOS","1992-02-01T00:00:00.000","1225 SW 1ST AVE","GAINESVILLE","FL","220 N MAIN ST","GAINESVILLE","FL","32601","352-375-2152","COLLEGEMANOR@COLLIERCOMPANIES.COM","NATHAN  COLLIER","29.651154","-82.337763","POINT (-82.337763 29.651154)"
"APARTMENT OR CONDO RENTALS","41673","QUAD EQUITIES 3RD PLACE, LLC","2015-06-10T00:00:00.000","1740 NW 3RD PL","GAINESVILLE","FL","1320 NW 3RD AVE, STE 206","GAINESVILLE","FL","32603","352-337-9255","ERIC@ALLIGATORREALTY.COM","QUAD EQUITIES 3RD PLACE, LLC","29.654582","-82.346086","POINT (-82.346086 29.654582)"
"APARTMENT OR CONDO RENTALS","28903","SCHRODER, VINCENT N., TRUSTEE","2002-11-15T00:00:00.000","505 NE 9TH AVE","GAINESVILLE","FL","909 NW 6TH ST","GAINESVILLE","FL","32601","352-378-1387","RENTALS@GORE-RABELL.COM","SCHRODER  VINCENT & BEVERLY","29.660076","-82.319863","POINT (-82.319863 29.660076)"
"APARTMENT OR CONDO RENTALS","28342","WOODLAND TERRACE OF GAINESVILLE, INC.","2002-10-01T00:00:00.000","4100 SW 31ST DR","GAINESVILLE","FL",", P.O. BOX 1496","OCALA","FL","34478","352-622-3222","DALE@DESIMONERENTALS.COM","WOODLAND  TERRACE OF GAINESVILLE INC","29.616826","-82.368998","POINT (-82.368998 29.616826)"
"APARTMENT OR CONDO RENTALS","32568","ACC OP UC GAINESVILLE, LLC","2005-02-01T00:00:00.000","2900 SW 23RD TER","GAINESVILLE","FL","12700 HILL COUNTRY BLVD, STE T-200","AUSTIN","TX","78738","352-380-9899","JLEACH@AMERICANCAMPUS.COM","ACC OP UC GAINESVILLE, LLC","29.626165","-82.356613","POINT (-82.356613 29.626165)"
"APARTMENT OR CONDO RENTALS","36368","N B G","2009-06-01T00:00:00.000","3944 SW 17TH LN","GAINESVILLE","FL","P O BOX 358627","GAINESVILLE","FL","32635","352-332-7700","BOUGHANNAMH@NBG-PROPERTIES.COM","NBG PROPERTIES, INC.","29.636792","-82.383305","POINT (-82.383305 29.636792)"
"APARTMENT OR CONDO RENTALS","41014","WHISPERING PINES","2013-12-15T00:00:00.000","3443 SW 24TH ST","GAINESVILLE","FL","4421 NW 39TH AVE, BLDG 2, STE 1","GAINESVILLE","FL","32606","352-373-7578","MAGGIE@RENTGAINESVILLE.COM","ROCHEFORT-CARRIER  PROPERTIES, INC","29.620434","-82.358049","POINT (-82.358049 29.620434)"
"APARTMENT OR CONDO RENTALS","43262","TUCKER, ROBERT R","2016-12-16T00:00:00.000","304 SW 3RD ST","GAINESVILLE","FL","3606 NW 63RD PL","GAINESVILLE","FL","32653","352-275-1259","RRTUCKER55@GMAIL.COM","ROBERT  TUCKER","29.648785","-82.327986","POINT (-82.327986 29.648785)"
"APARTMENT OR CONDO RENTALS","18484","PINE GROVE APARTMENTS","1996-01-03T00:00:00.000","1901 NE 2ND ST","GAINESVILLE","FL","1901 NE 2ND ST, STE 100","GAINESVILLE","FL","32609","352-373-1213","ZALENE.HARRIS@VOA-FLA.ORG","VOLUNTEERS OF AMERICA","29.670317","-82.321163","POINT (-82.321163 29.670317)"
"APARTMENT OR CONDO RENTALS","44472","RIDGEMAR COMMONS","2012-05-14T00:00:00.000","3611 SW 34TH ST","GAINESVILLE","FL","380 W. UNION ST, SUITE 300","WEST SPRINGFIELD","MA","01089","413-439-6493","EMILY_WOODFORD@ASPENSQUARE.COM","GAINESVILLE DAKOTA CANYON, LLC","29.620357","-82.371005","POINT (-82.371005 29.620357)"
"APARTMENT OR CONDO RENTALS","12381","COLLEGE VIEW","1995-10-04T00:00:00.000","1105 NW 3RD AVE","GAINESVILLE","FL","220 N MAIN ST","GAINESVILLE","FL","32601","352-375-2152","COLLEGEMANOR@COLLIERCOMPANIES.COM","NATHAN  COLLIER","29.65388","-82.33662","POINT (-82.33662 29.65388)"
"APARTMENT OR CONDO RENTALS","44045","SILVER CREEK APARTMENTS, LLC","2019-03-06T00:00:00.000","3009 SW ARCHER RD","GAINESVILLE","FL","3256 W LAKE MARY BLVD, STE 1110","LAKE MARY","FL","32746","352-377-0555","silvercreekmgr@atriummanagement.com","SILVER  CREEK APARTMENTS, LLC","29.629438","-82.367511","POINT (-82.367511 29.629438)"
"APARTMENT OR CONDO RENTALS","43665","ARP SW 16TH STREET LLC","2019-08-09T00:00:00.000","2001 SW 16TH ST","GAINESVILLE","FL","3113 W TAMBAY AVE","TAMPA","FL","33611","352-373-4500","MIKE@PMGLIVING.COM","ARP SW 16TH STREET LLC","29.633913","-82.343407","POINT (-82.343407 29.633913)"
"APARTMENT OR CONDO RENTALS","44592","MCCOY COURT APARTMENTS","2019-12-31T00:00:00.000","520 NE 21ST LN","GAINESVILLE","FL","3434 SW 24TH AVE, STE A","GAINESVILLE","FL","32607","352-338-1000","CHULANET@AOL.COM","SAUL  SILBER PROPERTIES LLC","29.672555","-82.319529","POINT (-82.319529 29.672555)"
"APARTMENT OR CONDO RENTALS","34942","OLD ARCHER COURT","2006-10-01T00:00:00.000","3001 SW ARCHER RD","GAINESVILLE","FL","590 WEST KENNEDY BLVD, 2ND FLOOR","LAKEWOOD","NJ","08701","352-260-0843","ELON7106@ELONMGMT.COM","EMPIRIAN PROPERTY  MANAGEMENT, INC","29.629464","-82.367452","POINT (-82.367452 29.629464)"
"APARTMENT OR CONDO RENTALS","45297","CAMELOT APARTMENTS","2022-05-16T00:00:00.000","3425 SW 2ND AVE","GAINESVILLE","FL","3256 W LAKE MARY BLVD , STE 1110","LAKE MARY","FL","32746","407-585-2721","LICENSES@ATRIUMMANAGEMENT.COM","G3 3425-2ND LLC","29.650357","-82.373125","POINT (-82.373125 29.650357)"
"APARTMENT OR CONDO RENTALS","21214","VILLA RAVINE, LTD","1995-09-15T00:00:00.000","1500 NW 16TH AVE","GAINESVILLE","FL","2601 NW 23RD BLVD, STE 10","GAINESVILLE","FL","32605","352-377-9710","ACCOUNTING@AUSLANDERREALTYMGMT.COM","MURRAY  NEIDORF","29.666747","-82.341387","POINT (-82.341387 29.666747)"
"APARTMENT OR CONDO RENTALS","19481","SAUL SILBER PROPERTIES/NE 11 ST","1996-01-01T00:00:00.000","400 NE 11TH ST","GAINESVILLE","FL","3434 SW 24TH AVENUE, SUITE A","GAINESVILLE","FL","32607","352-338-1000","CHULANET@AOL.COM","SAUL  SILBER","29.654815","-82.311747","POINT (-82.311747 29.654815)"
"APARTMENT OR CONDO RENTALS","32570","GAZEBO GARDENS","1997-08-06T00:00:00.000","102 NW 9TH TER","GAINESVILLE","FL","3730 SE 14TH TER","GAINESVILLE","FL","32641","352-374-6659","M_WETHERINGTON@YAHOO.COM","MARILYN  WETHERINGTON","29.652626","-82.334289","POINT (-82.334289 29.652626)"
"APARTMENT OR CONDO RENTALS","34987","UNIVERSITY HOUSE GAINESVILLE LLC","2007-10-05T00:00:00.000","725 NW 13TH ST","GAINESVILLE","FL","725 NW 13TH ST, OFFICE","GAINESVILLE","FL","32601","352-338-7467","mhanson@thesciongroup.com","UNIVERSITY HOUSE  GAINESVILLE LLC","29.658422","-82.339167","POINT (-82.339167 29.658422)"
"APARTMENT OR CONDO RENTALS","44554","1109 OAK HILL LLC","2020-08-10T00:00:00.000","1109 NW 41ST AVE","GAINESVILLE","FL","2632 NW 43RD ST, SUITE 1110","GAINESVILLE","FL","32606","352-519-5754","MRENTSIT@GMAIL.COM","1109 OAK HILL LLC","29.690381","-82.33635","POINT (-82.33635 29.690381)"
"APARTMENT OR CONDO RENTALS","27388","LEWIS PLACE AT IRONWOOD APARTMENTS","2001-10-01T00:00:00.000","4121 NE 15TH ST","GAINESVILLE","FL","4121 NE 15TH ST","GAINESVILLE","FL","32609","352-373-7870","LEWISPLACE@GOTPI.ORG","NONPROFIT HOUSING  PRESERVATION V, LLC","29.692188","-82.305776","POINT (-82.305776 29.692188)"
"APARTMENT OR CONDO RENTALS","41683","SOLARIA NORTH  APARTMENTS","2015-08-01T00:00:00.000","1023 SW 6TH AVE","GAINESVILLE","FL","321 SW 13TH ST","GAINESVILLE","FL","32601","352-376-6223","CLARSEN@TRIMARKPROPERTIES.COM","MIDTOWN  PROPERTIES OF GAINESVILLE, LLC","29.646708","-82.33575","POINT (-82.33575 29.646708)"
"APARTMENT OR CONDO RENTALS","39165","DECO '39 APARTMENTS","2011-08-01T00:00:00.000","320 SW 10TH ST","GAINESVILLE","FL","321 SW 13TH ST","GAINESVILLE","FL","32601","352-376-6223","CLARSEN@TRIMARKPROPERTIES.COM","HERITAGE INVESTMENT GROUP OF GAINESVILLE LLC","29.648732","-82.335046","POINT (-82.335046 29.648732)"
"APARTMENT OR CONDO RENTALS","40435","GREYSTONE APARTMENTS","2013-08-01T00:00:00.000","909 SW 6TH AVE","GAINESVILLE","FL","321 SW 13TH ST","GAINESVILLE","FL","32601","352-376-6223","CLARSEN@TRIMARKPROPERTIES.COM","PARK CENTRAL HOLDINGS OF GAINESVILLE, LLC","29.646713","-82.333948","POINT (-82.333948 29.646713)"
"APARTMENT OR CONDO RENTALS","35709","BARTRAM, LLC, THE","2008-06-24T00:00:00.000","2337 SW ARCHER RD","GAINESVILLE","FL","600 BRICKELL AVENUE, #2515","MIAMI","FL","33131","305-384-7199","BURBAN@ELMSPRINGINC.COM","BARTRAM  PFISTER HOLDINGS, LLC","29.634138","-82.357311","POINT (-82.357311 29.634138)"
"APARTMENT OR CONDO RENTALS","22214","PARADIGM PROPERTIES INC/VLG W","1996-09-18T00:00:00.000","800 NW 18TH AVE","GAINESVILLE","FL","220 N MAIN ST","GAINESVILLE","FL","32601","352-375-2152","VW.BILLINGS@COLLIERCOMPANIES.COM","PARADIGM PROPERTIES INC","29.668414","-82.333334","POINT (-82.333334 29.668414)"
"APARTMENT OR CONDO RENTALS","42903","ROSEWOOD APARTMENTS","2016-01-01T00:00:00.000","203 NW 15TH ST","GAINESVILLE","FL","2215 NW 38TH DR","GAINESVILLE","FL","32605","352-222-8293","JOHNNYTUNG@LIVE.COM","ANPIN, LLC","29.653443","-82.3418","POINT (-82.3418 29.653443)"
"APARTMENT OR CONDO RENTALS","27183","LUX 13 APARTMENTS","2001-08-04T00:00:00.000","1015 NW 21ST AVE","GAINESVILLE","FL","220 N MAIN ST","GAINESVILLE","FL","32601","352-374-3866","LUX13@COLLIERCOMPANIES.COM","COLLIER VENTURE ONE, INC.","29.672211","-82.335199","POINT (-82.335199 29.672211)"
