"acronym","agency","appeal_subtype","appeal_type","date_closed","date_filed","exam_no","expiration","extension","status","title"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-06-13T00:00:00.000","2018-11-08T00:00:00.000","8049",,,"Closed","Associate Park Service Worker"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-06-07T00:00:00.000","2019-04-04T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYCHA","Housing Authority","Termination","Section 76","2019-08-01T00:00:00.000","2019-04-24T09:40:26.000",,,,"Closed",
"NYPD","Police Department","Character","Section 50","2019-02-20T00:00:00.000","2018-10-01T00:00:00.000","6302","2020-10-19T00:00:00.000",,"Closed","School Safety Agent"
"DOP","Department of Probation","Education and Experience","Section 50","2019-12-13T00:00:00.000","2019-09-30T14:43:12.000","8065",,,"Closed","Probation Officer"
"DOC","Department of Correction","Character","Section 50","2019-12-11T00:00:00.000","2019-06-17T00:00:00.000","7322","2021-05-17T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-04-01T00:00:00.000","2018-06-08T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-04-01T00:00:00.000","2018-06-08T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-04-01T00:00:00.000","2018-06-08T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DOC","Department of Correction","Psych","Section 50","2019-10-29T00:00:00.000","2018-11-27T10:49:23.000","6315","2020-06-15T00:00:00.000",,"Closed","Correction Officer"
"DOC","Department of Correction","Medical","Section 50","2019-03-21T00:00:00.000","2019-01-16T00:00:00.000","8330",,,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-13T00:00:00.000","2019-05-13T00:00:00.000","7042","2023-03-23T00:00:00.000",,"Closed","Customer Information Representative"
"DSNY","Department of Sanitation","Medical","Section 50","2019-02-14T00:00:00.000","2018-11-13T00:00:00.000","5001","2020-03-16T00:00:00.000",,"Closed","Sanitation Worker"
"NYCTA","Transit Authority","Education and Experience","Duplicate Filing","2019-03-25T00:00:00.000","2019-03-22T17:05:48.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-24T00:00:00.000","2019-10-16T16:12:02.000","8053",,,"Closed","Computer Specialist (Operations)"
"DOT","Department of Transportation","Unauthorized Substance","Section 50","2019-12-06T00:00:00.000","2019-11-08T00:00:00.000","7032","2022-12-19T00:00:00.000",,"Closed","Steam Fitter"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-07-29T00:00:00.000","2019-03-27T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYPD","Police Department","Character","Section 50","2019-07-11T00:00:00.000","2019-03-01T11:10:18.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-29T00:00:00.000","2019-03-14T16:19:40.000","7019",,,"Closed","Procurement Analyst"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-07-29T00:00:00.000","2019-05-13T16:31:15.000","7019","2022-08-29T00:00:00.000",,"Closed","Procurement Analyst"
"DOC","Department of Correction","Psych","Section 50","2019-07-10T00:00:00.000","2019-01-04T00:00:00.000","8308","2022-01-31T00:00:00.000",,"Closed","Correction Officer"
"NYPD","Police Department","Psych","Section 50","2019-10-02T00:00:00.000","2019-04-30T02:35:39.000","5329","2021-07-07T00:00:00.000",,"Closed","Police Officer"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-08-16T00:00:00.000","2019-07-08T00:00:00.000","8608",,,"Closed","Power Distribution Maintainer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-06-19T00:00:00.000","2018-11-15T00:00:00.000","8049",,,"Closed","Associate Park Service Worker"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-07-23T00:00:00.000","2019-05-23T00:00:00.000","9014",,,"Closed","Emergency Medical Specialist - EMT"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-02-05T00:00:00.000","2018-10-01T00:00:00.000","5031","2020-01-20T00:00:00.000",,"Closed","Fire Protection Inspector"
"NYPD","Police Department","Character","Section 50","2019-01-22T00:00:00.000","2018-12-06T00:00:00.000","3309","2019-06-23T00:00:00.000",,"Closed","Police Officer"
"DOC","Department of Correction","Character","Section 50","2019-06-28T00:00:00.000","2019-02-15T00:00:00.000","6308","2020-03-02T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-30T00:00:00.000","2019-05-24T13:00:48.000","8053",,,"Closed","COMPUTER SPECIALIST OPERATIONS"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-04-11T00:00:00.000","2019-02-25T00:00:00.000",,,,"Closed",
"DOC","Department of Correction","Character","Section 50","2019-04-15T00:00:00.000","2018-12-17T00:00:00.000","3302","2019-05-29T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-10-28T00:00:00.000","2019-07-11T17:00:24.000","9000","2023-07-03T00:00:00.000",,"Closed","Crime Analyst"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-11T00:00:00.000","2019-06-21T21:11:27.000","9043",,,"Closed","Public Health Nurse"
"DSNY","Department of Sanitation","Medical","Section 50","2019-05-01T00:00:00.000","2018-11-09T00:00:00.000","5001","2020-03-16T00:00:00.000",,"Closed","Sanitation Worker"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-12T00:00:00.000","2019-05-30T00:00:00.000","8007",,,"Closed","Auto Mechanic (Diesel)"
"HRA","Human Resources Administration","Education and Experience","Section 50","2019-07-26T00:00:00.000","2018-11-28T00:00:00.000","7011","2021-09-20T00:00:00.000",,"Closed","Administrative Community Relations Specialist"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-04-02T00:00:00.000","2019-01-25T00:00:00.000","7041",,,"Closed","Administrative Procurement Analyst"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-05-03T00:00:00.000","2019-03-18T13:10:09.000",,,,"Closed",
"NYPD","Police Department","Medical","Section 50","2019-02-26T00:00:00.000","2018-11-10T11:36:19.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-06-05T00:00:00.000","2018-07-19T00:00:00.000","7023","2022-03-07T00:00:00.000",,"Closed","Fire Protection Inspector"
"NYPD","Police Department","Character","Section 50","2019-01-23T00:00:00.000","2019-01-06T21:28:00.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-08-30T00:00:00.000","2019-05-21T11:30:19.000","7503","2021-08-30T00:00:00.000",,"Closed","Promotional Police Officer"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-07-22T00:00:00.000","2019-06-04T00:00:00.000","8614",,,"Closed","Bus Maintainer-Group B"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-06-10T00:00:00.000","2019-03-29T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-11-12T00:00:00.000","2019-10-18T00:00:00.000","9305","2023-05-02T00:00:00.000",,"Closed","Correction Officer"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-03-25T00:00:00.000","2018-10-04T00:00:00.000","7615",,,"Closed","Car Inspector"
"NYPD","Police Department","Psych","Section 50","2019-04-04T00:00:00.000","2019-02-25T16:41:50.000","3336",,,"Closed","Traffic Enforcement Agent"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-09-06T00:00:00.000","2019-07-11T00:00:00.000","8072",,,"Closed","Heating Plant Technician (Housing Authority)"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-03-21T00:00:00.000","2018-12-03T00:00:00.000","8609",,,"Closed","Structure Maintainer Group B"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-01-24T00:00:00.000","2018-05-30T00:00:00.000","7013",,,"Closed","Elevator Mechanic"
"NYPD","Police Department","Psych","Section 50","2019-12-03T00:00:00.000","2019-04-25T21:55:23.000","4329","2020-11-25T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Character","Section 50","2019-04-05T00:00:00.000","2018-11-30T16:28:31.000","6525","2020-12-07T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-01-31T00:00:00.000","2018-09-21T00:00:00.000","3314","2019-12-09T00:00:00.000",,"Closed","Police Officer"
"HRA","Human Resources Administration","Suspension","Section 76","2019-04-10T00:00:00.000","2019-01-23T00:00:00.000",,,,"Closed",
"NYPD","Police Department","Character","Section 50","2019-08-15T00:00:00.000","2019-04-05T00:00:00.000","5317","2021-06-29T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-23T00:00:00.000","2019-04-15T00:00:00.000","8006","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic"
"NYPD","Police Department","Psych","Section 50","2019-12-11T00:00:00.000","2019-07-09T00:00:00.000","5321","2021-07-03T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Eligibility","Section 50","2019-02-26T00:00:00.000","2018-07-16T00:00:00.000","8288","2019-04-25T00:00:00.000",,"Closed","Transit Railcar Technology Specialist"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-04-11T00:00:00.000","2018-06-08T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"FDNY","Fire Department",,"Section 50","2019-10-04T00:00:00.000","2019-08-05T00:00:00.000","9075","2023-03-27T00:00:00.000",,"Closed","Emergency Medical Specialist - Trainee"
"NYPD","Police Department","Character","Section 50","2019-04-12T00:00:00.000","2018-11-29T00:00:00.000","4313","2020-06-23T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Character","Section 50","2019-04-11T00:00:00.000","2018-11-20T14:04:30.000","5321","2021-07-03T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Character","Section 50","2019-11-26T00:00:00.000","2019-08-26T12:53:22.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Character","Section 50","2019-01-22T00:00:00.000","2018-12-31T00:00:00.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-13T00:00:00.000","2019-10-15T12:07:47.000","9075",,,"Closed","Emergency medical specialist trainee"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-06-25T00:00:00.000","2019-02-28T00:00:00.000","8065","2022-10-24T00:00:00.000",,"Closed","Probation Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-09-16T00:00:00.000","2019-03-15T10:50:05.000","8059","2023-03-20T00:00:00.000",,"Closed","Administrative Transportation Coordinator"
"DCAS","Department of Citywide Administrative Services",,"Other","2019-03-06T00:00:00.000","2019-02-28T16:13:05.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-10-24T00:00:00.000","2019-05-17T00:00:00.000","8007","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic (Diesel)"
"DCAS","Department of Citywide Administrative Services",,"Duplicate Filing","2019-03-01T00:00:00.000","2019-02-28T17:56:55.000",,,,"Closed",
"DOC","Department of Correction","Medical","Section 50","2019-03-06T00:00:00.000","2018-11-13T00:00:00.000","8319","2022-06-27T00:00:00.000",,"Closed","Correction Officer"
"NYPD","Police Department","Character","Section 50","2019-03-06T00:00:00.000","2018-11-20T00:00:00.000","4312","2020-06-22T00:00:00.000",,"Closed","Police Officer"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-07-31T00:00:00.000","2019-03-14T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYPD","Police Department","Psych","Section 50","2019-01-24T00:00:00.000","2018-05-29T00:00:00.000","6323","2021-04-05T00:00:00.000",,"Closed","School Safety Agent"
"NYPD","Police Department","Psych","Section 50","2019-06-10T00:00:00.000","2018-11-13T00:00:00.000","6323","2021-04-05T00:00:00.000",,"Closed","School Safety Agent"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-05-02T00:00:00.000","2019-03-19T00:00:00.000","8522","2022-10-10T00:00:00.000",,"Closed","Construction Laborer (PROM)"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-04-22T00:00:00.000","2019-03-11T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-04-22T00:00:00.000","2019-03-11T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYPD","Police Department","Character","Section 50","2019-02-11T00:00:00.000","2018-10-19T00:00:00.000","3318","2019-12-17T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Veterans Credits","Section 50","2019-06-24T00:00:00.000","2018-06-15T00:00:00.000","7532","2022-05-16T00:00:00.000",,"Closed","Lieutenant (Police)"
"DOC","Department of Correction","Character","Section 50","2019-07-01T00:00:00.000","2018-11-14T00:00:00.000","8308","2022-01-31T00:00:00.000",,"Closed","Correction Officer"
"NYPD","Police Department","Psych","Section 50","2019-08-15T00:00:00.000","2019-04-15T21:47:34.000","4328","2020-11-23T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-12-18T00:00:00.000","2019-07-09T00:00:00.000","5317","2021-06-29T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-11-15T00:00:00.000","2019-05-10T14:13:22.000","7314","2022-03-08T00:00:00.000",,"Closed","School Safety Agent"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-09-23T00:00:00.000","2019-06-10T00:00:00.000","8059","2023-03-20T00:00:00.000",,"Closed","Administrative Transportation Coordinator"
"DOC","Department of Correction","Psych","Section 50","2019-09-06T00:00:00.000","2019-05-22T00:00:00.000","7331","2021-09-21T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-01T00:00:00.000","2018-06-08T14:43:18.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-02-26T00:00:00.000","2018-07-03T00:00:00.000","8004","2022-08-22T00:00:00.000",,"Closed","Maintenance Worker"
"DCAS","Department of Citywide Administrative Services",,"Other","2019-02-27T00:00:00.000","2019-02-26T17:07:46.000",,,,"Closed",
"DCAS","Department of Citywide Administrative Services",,"Jurisdictional Issue","2019-08-23T00:00:00.000","2019-08-07T14:10:33.000",,,,"Closed",
"NYPD","Police Department","Psych","Section 50","2019-12-20T00:00:00.000","2019-08-14T16:45:03.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-11-04T00:00:00.000","2018-10-01T00:00:00.000","4324","2020-09-14T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-15T00:00:00.000","2019-01-22T00:00:00.000","8026","2023-01-30T00:00:00.000",,"Closed","Business Promotion Coordinator"
"DOC","Department of Correction","Character","Section 50","2019-03-20T00:00:00.000","2018-11-19T00:00:00.000","6315","2020-06-15T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-09-10T00:00:00.000","2018-07-17T11:18:05.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DCAS","Department of Citywide Administrative Services","Character","Section 50","2019-09-06T00:00:00.000","2019-04-24T20:18:30.000","5612",,,"Closed","Transit Electrical Helper"
"FDNY","Fire Department","Character","Section 50","2019-12-09T00:00:00.000","2019-07-01T00:00:00.000","7031","2021-03-30T00:00:00.000",,"Closed","Emergency Medical Specialist - EMT"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-11T00:00:00.000","2018-11-01T00:00:00.000","8049",,,"Closed","Associate Park Service Worker"
"NYPD","Police Department","Psych","Section 50","2019-03-06T00:00:00.000","2019-02-04T20:54:53.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-10-31T00:00:00.000","2019-09-05T11:50:19.000",,,,"Closed",
"NYPD","Police Department","Psych","Section 50","2019-03-18T00:00:00.000","2019-03-15T15:35:05.000","3311","2019-06-29T00:00:00.000",,"Closed","Police officer"
"DSNY","Department of Sanitation","Medical","Section 50","2019-01-16T00:00:00.000","2018-11-13T00:00:00.000","5001","2020-03-16T00:00:00.000",,"Closed","Sanitation Worker"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-26T00:00:00.000","2019-04-15T00:00:00.000","8006","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic"
"NYPD","Police Department",,"Waiting for DQ","2019-09-24T00:00:00.000","2019-08-06T07:47:06.000",,,,"Closed",
"NYPD","Police Department","Psych","Section 50","2019-03-14T00:00:00.000","2018-11-29T12:57:30.000","5329","2021-07-07T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-06-07T00:00:00.000","2018-07-12T00:00:00.000","4336","2020-03-09T00:00:00.000",,"Closed","Police Communications Technician"
"NYPD","Police Department","Psych","Section 50","2019-11-06T00:00:00.000","2019-06-13T00:00:00.000","5310","2021-03-06T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-02-01T00:00:00.000","2018-06-08T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"DSNY","Department of Sanitation","Medical","Section 50","2019-05-15T00:00:00.000","2018-11-27T00:00:00.000","5001","2020-03-16T00:00:00.000",,"Closed","Sanitation Worker"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-03-14T00:00:00.000","2018-06-20T00:00:00.000","8025","2022-07-05T00:00:00.000",,"Closed","Bridge Operator"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-02-25T00:00:00.000","2018-06-25T00:00:00.000","8004","2022-08-22T00:00:00.000",,"Closed","Maintenance Worker"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-06-26T00:00:00.000","2019-05-22T00:00:00.000","8070",,,"Closed","Recreation Supervisor"
"NYPD","Police Department","Education and Experience","Section 50","2019-04-16T00:00:00.000","2019-01-28T20:45:16.000","8331","2022-10-17T00:00:00.000",,"Closed","Police Communications Technician"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-04-08T00:00:00.000","2018-06-08T16:43:54.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"NYPD","Police Department","Psych","Section 50","2019-05-31T00:00:00.000","2019-04-11T23:29:11.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-05-22T00:00:00.000","2019-03-25T00:00:00.000","6067",,,"Closed","City Planner"
"NYPD","Police Department","Psych","Section 50","2019-01-04T00:00:00.000","2018-09-05T20:34:13.000","4329","2020-11-25T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-01-16T00:00:00.000","2018-05-15T00:00:00.000","7005","2022-05-16T00:00:00.000",,"Closed","Computer Specialist (Software)"
"NYCTA","Transit Authority","Score","Section 50","2019-03-29T00:00:00.000","2019-03-20T00:00:00.000","6600","2022-12-12T00:00:00.000",,"Closed","Station Agent"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-12-12T00:00:00.000","2019-05-09T00:00:00.000","8007","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic (Diesel)"
"NYPD","Police Department","Psych","Section 50","2019-10-07T00:00:00.000","2019-10-05T08:28:18.000","3319","2019-12-21T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services",,"Other","2019-08-07T00:00:00.000","2019-08-06T20:40:37.000",,,,"Closed",
"NYPD","Police Department","1-in-3","Jurisdictional Issue","2019-08-28T00:00:00.000","2019-08-28T13:09:00.000",,,,"Closed",
"NYPD","Police Department","Character","Section 50","2019-04-18T00:00:00.000","2019-01-25T00:00:00.000","7304","2021-07-20T00:00:00.000",,"Closed","School Safety Agent"
"DCAS","Department of Citywide Administrative Services","Score","Section 50","2019-10-30T00:00:00.000","2019-03-14T11:24:50.000","8040",,,"Closed","Research Assistant"
"NYCTA","Transit Authority","Score","Section 50","2019-07-08T00:00:00.000","2019-04-10T00:00:00.000","8606",,,"Closed","Transit Electrical Helper"
"DCAS","Department of Citywide Administrative Services","Timeliness","Section 50","2019-07-19T00:00:00.000","2019-05-21T00:00:00.000","8026",,,"Closed","Business Promotion Coordinator"
"DOC","Department of Correction",,"Waiting for Appeal Request","2019-02-12T00:00:00.000","2018-12-31T00:00:00.000",,,,"Closed",
"DOC","Department of Correction","Psych","Section 50","2019-07-25T00:00:00.000","2018-11-05T00:00:00.000","6332","2020-09-22T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-05-10T00:00:00.000","2019-03-07T00:00:00.000","8065","2022-10-24T00:00:00.000",,"Closed","Probation Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-07T00:00:00.000","2019-05-31T00:00:00.000","8007","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic (Diesel)"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-08-07T00:00:00.000","2019-05-31T00:00:00.000","8007","2023-03-27T00:00:00.000",,"Closed","Auto Mechanic (Diesel)"
"DOC","Department of Correction",,"Section 76","2019-08-01T00:00:00.000","2019-04-02T00:00:00.000",,,,"Closed",
"NYPD","Police Department","Medical","Section 50","2019-05-30T00:00:00.000","2019-01-25T19:18:41.000","7323","2021-12-13T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Psych","Section 50","2019-07-02T00:00:00.000","2019-06-28T00:27:24.000","3318","2019-12-17T00:00:00.000",,"Closed","Police Officer"
"DCAS","Department of Citywide Administrative Services","Education and Experience","Section 50","2019-07-22T00:00:00.000","2019-06-26T00:00:00.000","8017",,,"Closed","Housing Manager"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-07-29T00:00:00.000","2019-03-22T00:00:00.000","7604","2022-09-19T00:00:00.000",,"Closed","Train Operator"
"NYPD","Police Department","Psych","Section 50","2019-03-08T00:00:00.000","2018-11-29T15:25:56.000","5305","2021-03-02T00:00:00.000",,"Closed","Police Officer"
"NYCTA","Transit Authority","Education and Experience","Section 50","2019-04-12T00:00:00.000","2019-01-18T00:00:00.000","8604",,,"Closed","Structure Maintainer Group E"
"DOC","Department of Correction","Character","Section 50","2019-07-24T00:00:00.000","2019-04-09T00:00:00.000","6315","2020-06-15T00:00:00.000",,"Closed","Correction Officer"
"DCAS","Department of Citywide Administrative Services",,"Waiting for DQ","2019-06-27T00:00:00.000","2019-05-29T23:50:43.000",,,,"Closed",
"NYPD","Police Department","Psych","Section 50","2019-11-15T00:00:00.000","2019-07-08T11:53:25.000","7326","2023-03-06T00:00:00.000",,"Closed","Police Officer"
"NYPD","Police Department","Character","Section 50","2019-02-12T00:00:00.000","2018-10-26T00:00:00.000","4332","2020-12-21T00:00:00.000",,"Closed","Police Officer"
