"event_name","event_description","event_url","local_start_time","local_end_time","capacity","status","category_name","subcategory_name","format_name","address_1","address_2","city","region","postal_code","country","venue_name","ticket_name","ticket_description","ticket_on_sale_status","ticket_quantity_total","ticket_quantity_sold","ticket_sales_start","ticket_sales_end","organizer_name","organizer_description","organizer_url"
"Building Your Own Business Website, Queens, 9/15/20","Building Your Own Business Website","https://www.eventbrite.com/e/building-your-own-business-website-queens-91520-tickets-111847410616","2020-09-15T15:00:00.000","2020-09-15T17:30:00.000","100","live","Business & Professional","Sales & Marketing","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","20","2019-08-19T08:30:00.000Z","2020-09-14T21:29:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Webinar* Marketing & Sales in a Changing Landscape workshop","Marketing & Sales in a Changing Landscape","https://www.eventbrite.com/e/webinar-marketing-sales-in-a-changing-landscape-workshop-tickets-117260554475","2020-09-23T13:30:00.000","2020-09-23T15:00:00.000","100","live","Business & Professional","Sales & Marketing","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","30","2020-08-17T10:30:00.000Z","2020-09-24T19:30:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | Business Finances 1: Getting Started, BROOKLYN, 9/10/2020","WEBINAR | Business Finances 1: Getting Started, BROOKLYN, 9/10/2020","https://www.eventbrite.com/e/webinar-business-finances-1-getting-started-brooklyn-9102020-tickets-111440589804","2020-09-10T14:00:00.000","2020-09-10T16:30:00.000","200","live","Business & Professional","Finance","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","59","2020-06-02T01:00:00.000Z","2020-09-10T17:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Eventbrite-Dynamics, DRAFT","Test Summary","https://www.eventbrite.com/e/eventbrite-dynamics-draft-tickets-83227332191","2020-12-31T19:01:00.000","2020-12-31T22:01:00.000","200","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop","11th Floor",,"Manhattan","NY","10006","US","1 Liberty Plaza","I do not own a business with active sales",,"UNAVAILABLE","100","9","2019-11-21T05:00:00.000Z","2020-03-14T23:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | GOdigital!, BROOKLYN 9/15/2020","WEBINAR | GOdigital!, BROOKLYN 9/15/2020","https://www.eventbrite.com/e/webinar-godigital-brooklyn-9152020-tickets-112026105096","2020-09-15T11:00:00.000","2020-09-15T13:00:00.000","200","live","Business & Professional","Sales & Marketing","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","25","2020-06-01T04:00:00.000Z","2020-09-15T14:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | Llegue A Los Clientes En Línea Con Google, BROOKLYN, 9/22/2020","WEBINAR | Llegue A Los Clientes En Línea Con Google, BROOKLYN, 9/22/2020","https://www.eventbrite.com/e/webinar-llegue-a-los-clientes-en-linea-con-google-brooklyn-9222020-tickets-111450764236","2020-09-22T11:00:00.000","2020-09-22T12:00:00.000","200","live","Business & Professional",,"Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","2","2020-06-01T04:00:00.000Z","2020-09-21T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | Marketing de Medios Sociales, BROOKLYN, 10/27/2020","WEBINAR | Marketing de Medios Sociales, BROOKLYN, 10/272020","https://www.eventbrite.com/e/webinar-marketing-de-medios-sociales-brooklyn-10272020-tickets-115300974318","2020-10-27T14:30:00.000","2020-10-27T16:00:00.000","200","live","Business & Professional","Sales & Marketing","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","1","2020-04-01T04:00:00.000Z","2020-10-26T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | Food Retail: Better Results From Inventory, BROOKLYN 9/24/2020","◀︎WEBINAR | Food Retail: Getting Better Results From Your Inventory, BROOKLYN 9/24/2020","https://www.eventbrite.com/e/webinar-food-retail-better-results-from-inventory-brooklyn-9242020-tickets-111462922602","2020-09-24T11:00:00.000","2020-09-24T14:00:00.000","200","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","15","2020-06-01T04:00:00.000Z","2020-09-23T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Commercial Lease issues, Queens, 10/9/20","Signing A Commercial Lease","https://www.eventbrite.com/e/commercial-lease-issues-queens-10920-tickets-120240942897","2020-10-09T12:00:00.000","2020-10-19T13:30:00.000","100","live","Business & Professional","Startups & Small Business",,,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","0","2019-09-06T05:30:00.000Z","2020-10-09T18:29:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Email Marketing, Webinar, Bronx 09/16/2020,","Email Marketing","https://www.eventbrite.com/e/email-marketing-webinar-bronx-09162020-tickets-112171431772","2020-09-16T12:00:00.000","2020-09-16T14:30:00.000","200","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","8","2020-06-01T22:00:00.000Z","2020-09-16T16:30:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Commercial Lease issues, Queens, 12/4/20","Signing A Commercial Lease","https://www.eventbrite.com/e/commercial-lease-issues-queens-12420-tickets-120241079305","2020-12-04T12:00:00.000","2020-12-04T13:30:00.000","100","live","Business & Professional","Startups & Small Business",,,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","0","2019-11-01T05:30:00.000Z","2020-12-04T19:29:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | Small Business-Legal Framework, BROOKLYN 10/14/2020","WEBINAR | Small Business-Legal Framework, BROOKLYN 10/14/2020","https://www.eventbrite.com/e/webinar-small-business-legal-framework-brooklyn-10142020-tickets-112027936574","2020-10-14T15:00:00.000","2020-10-14T17:00:00.000","200","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","8","2020-06-01T04:00:00.000Z","2020-10-13T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Guidelines for Reopening ​ Phases 1-4 Businesses in NYC , 9/25/20","Our webinar covers state requirements, recommendations, and resources available to help Phases 1-4 businesses to to reopen in NYC.","https://www.eventbrite.com/e/guidelines-for-reopening-phases-1-4-businesses-in-nyc-92520-tickets-114983482692","2020-09-25T10:00:00.000","2020-09-25T11:00:00.000","250","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","2","2020-07-01T04:00:00.000Z","2020-09-24T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Social Media Marketing, Queens, 10/20/20","Social Media","https://www.eventbrite.com/e/social-media-marketing-queens-102020-tickets-120235229809","2020-10-20T17:30:00.000","2020-10-20T20:00:00.000","100","live","Business & Professional","Sales & Marketing","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","0","2019-09-23T11:00:00.000Z","2020-10-19T23:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"First Step to Starting a Business_Virtual_DreamCenterHarlem, 9/3/2020","First Steps to Creating a Business","https://www.eventbrite.com/e/first-step-to-starting-a-business-virtual-dreamcenterharlem-932020-tickets-117784874731","2020-09-03T18:30:00.000","2020-09-30T20:30:00.000","80","started","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"SOLD_OUT","40","40","2020-08-22T04:00:00.000Z","2020-09-03T23:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"◀︎WEBINAR | Developing a Marketing Strategy, BROOKLYN 10/7/2020","WEBINAR | Developing a Marketing Strategy, BROOKLYN 10/7/2020","https://www.eventbrite.com/e/webinar-developing-a-marketing-strategy-brooklyn-1072020-tickets-115261460130","2020-10-07T11:00:00.000","2020-10-07T13:00:00.000","200","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","100","3","2020-05-01T04:00:00.000Z","2020-10-06T22:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Get Your Business Funded at 0% with Kiva Crowdfunding,LM, 9/9/20","Digital Marketing 101+ 6 Pandemic tips","https://www.eventbrite.com/e/get-your-business-funded-at-0-with-kiva-crowdfundinglm-9920-tickets-110623955228","2020-09-09T15:00:00.000","2020-09-09T17:00:00.000","100","live",,,,,,,,,,,"I do not own a business with active sales",,"UNAVAILABLE","50","14","2020-06-08T04:59:00.000Z","2020-09-08T19:00:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"SEMINARIO WEB*El Primer Paso Para Comenzar Un Negocio","Primer paso para empezar un negocio","https://www.eventbrite.com/e/seminario-webel-primer-paso-para-comenzar-un-negocio-tickets-117273190269","2020-09-24T17:30:00.000","2020-09-24T19:30:00.000","100","live","Business & Professional","Startups & Small Business","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","60","0","2020-08-17T12:30:00.000Z","2020-09-24T18:35:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
"Business Finances 2:  Planning for Profitability, Queens, 10/14/20","Business Finances 2","https://www.eventbrite.com/e/business-finances-2-planning-for-profitability-queens-101420-tickets-120234924897","2020-10-14T17:30:00.000","2020-10-14T20:00:00.000","100","live","Business & Professional","Finance","Class, Training, or Workshop",,,,,,,,"I do not own a business with active sales",,"AVAILABLE","50","0","2019-08-19T06:00:00.000Z","2020-10-13T15:30:00.000Z","NYC Department of Small Business Services","The NYC Department of Small Business Services helps unlock economic potential and create economic security for all New Yorkers by connecting New Yorkers to good jobs, creating stronger businesses, and building thriving neighborhoods across the five boroughs.
You can register for all of our free events, courses, and WE NYC mentor sessions on Eventbrite. For questions about individual courses or to register over the phone, please contact our staff at one of our NYC Business Solutions Centers.
For more information on all of our services, call 311 or visit nyc.gov/sbs.","https://www.eventbrite.com/o/nyc-department-of-small-business-services-5423713077"
