"borough","borough_citywide_office_b","district","school","school_name","school_category","program","language","language_translated","general_special_education","special_education_model"
"Manhattan","Manhattan","4","04M057","James Weldon Johnson","K-8","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","4","04M072","The Lexington Academy","K-8","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","4","04M096","P.S. 096 Joseph Lanzetta","K-8","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","4","04M112","P.S. 112 Jose Celso Barbosa","Early Childhood","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","4","04M112","P.S. 112 Jose Celso Barbosa","Early Childhood","Dual Language","Spanish","Español","Special Education","ICT"
"Manhattan","Manhattan","4","04M155","P.S. 155 William Paca","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","4","04M182","The Bilingual Bicultural School","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","4","04M182","The Bilingual Bicultural School","Elementary","Dual Language","Spanish","Español","Special Education","ICT"
"Manhattan","Manhattan","4","04M206","P.S. 206 Jose Celso Barbosa","K-8","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","4","04M206","P.S. 206 Jose Celso Barbosa","K-8","Dual Language","Spanish","Español","Special Education","ICT"
"Manhattan","Manhattan","4","04M372","Esperanza Preparatory Academy","Secondary School","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","4","04M372","Esperanza Preparatory Academy","Secondary School","Dual Language","Spanish","Español","Special Education","ICT"
"Manhattan","Manhattan","4","04M435","Manhattan Center for Science and Mathematics","High school","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","5","05M129","P.S. 129 John H. Finley","K-8","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","5","05M161","P.S. 161 Pedro Albizu Campos","K-8","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","5","05M161","P.S. 161 Pedro Albizu Campos","K-8","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Manhattan","Manhattan","6","06M004","P.S. 004 Duke Ellington","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M004","P.S. 004 Duke Ellington","Elementary","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Manhattan","Manhattan","6","06M005","P.S. 005 Ellen Lurie","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M005","P.S. 005 Ellen Lurie","Elementary","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Manhattan","Manhattan","6","06M008","P.S. 008 Luis Belliard","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M018","P.S. 018 Park Terrace","K-8","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M028","P.S. 028 Wright Brothers","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M028","P.S. 028 Wright Brothers","Elementary","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Manhattan","Manhattan","6","06M028","P.S. 028 Wright Brothers","Elementary","Transitional Bilingual Education","Spanish","Español","Special Education","ICT"
"Manhattan","Manhattan","6","06M048","P.S. 048 P.O. Michael J. Buczek","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M052","Harold O. Levy School","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M052","Harold O. Levy School","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Manhattan","Manhattan","6","06M098","P.S. 098 Shorac Kappock","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M103","Dos Puentes Elementary School","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M103","Dos Puentes Elementary School","Elementary","Dual Language","Spanish","Español","Special Education","ICT"
"Manhattan","Manhattan","6","06M115","P.S. 115 Alexander Humboldt","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M128","P.S. 128 Audubon","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M128","P.S. 128 Audubon","Elementary","Transitional Bilingual Education","Spanish","Español","Special Education","12:1"
"Manhattan","Manhattan","6","06M128","P.S. 128 Audubon","Elementary","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Manhattan","Manhattan","6","06M132","P.S. 132 Juan Pablo Duarte","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M143","J.H.S. 143 Eleanor Roosevelt","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M143","J.H.S. 143 Eleanor Roosevelt","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Manhattan","Manhattan","6","06M152","P.S. 152 Dyckman Valley","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M153","P.S. 153 Adam Clayton Powell","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M178","Professor Juan Bosch Public School","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M189","P.S. 189","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M189","P.S. 189","Elementary","Transitional Bilingual Education","Spanish","Español","Special Education","12:1"
"Manhattan","Manhattan","6","06M189","P.S. 189","Elementary","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Manhattan","Manhattan","6","06M209","Hamilton Grange Middle School","Junior High-Intermediate-Middle","Dual Language","Spanish","Español","Special Education","ICT"
"Manhattan","Manhattan","6","06M210","P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership","K-8","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M210","P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership","K-8","Dual Language","Spanish","Español","Special Education","ICT"
"Manhattan","Manhattan","6","06M311","Amistad Dual Language School","K-8","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M311","Amistad Dual Language School","K-8","Dual Language","Spanish","Español","Special Education","12:1:1"
"Manhattan","Manhattan","6","06M311","Amistad Dual Language School","K-8","Dual Language","Spanish","Español","Special Education","ICT"
"Manhattan","Manhattan","6","06M319","M.S. 319 - Maria Teresa","Junior High-Intermediate-Middle","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M319","M.S. 319 - Maria Teresa","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M319","M.S. 319 - Maria Teresa","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Manhattan","Manhattan","6","06M322","Middle School 322","Junior High-Intermediate-Middle","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M322","Middle School 322","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M324","M.S. 324 - Patria Mirabal","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M324","M.S. 324 - Patria Mirabal","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Manhattan","Manhattan","6","06M328","Community Math & Science Prep","Junior High-Intermediate-Middle","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M328","Community Math & Science Prep","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Manhattan","ACCESS","6","06M348","Washington Heights Expeditionary Learning School","K-12 all grades","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","ACCESS","6","06M348","Washington Heights Expeditionary Learning School","K-12 all grades","Dual Language","Spanish","Español","Special Education","ICT"
"Manhattan","Manhattan","6","06M349","Harbor Heights","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M462","The College Academy","High school","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M463","High School for Media and Communications","High school","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M467","High School for Law and Public Service","High school","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M467","High School for Law and Public Service","High school","Transitional Bilingual Education","Spanish","Español","Special Education","ICT"
"Manhattan","Manhattan","6","06M468","High School for Health Careers and Sciences","High school","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M468","High School for Health Careers and Sciences","High school","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M513","Castle Bridge School","Elementary","Dual Language","Spanish","Español","Special Education","ICT"
"Manhattan","Manhattan","6","06M528","I.S. 528 Bea Fuller Rodgers School","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M540","A. Philip Randolph Campus High School","High school","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M552","Gregorio Luperon High School for Science and Mathematics","High school","Dual Language","Spanish","Español","General Education","Not Applicable"
"Manhattan","Manhattan","6","06M552","Gregorio Luperon High School for Science and Mathematics","High school","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","7","07X005","P.S. 5 Port Morris","K-8","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","7","07X005","P.S. 5 Port Morris","K-8","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","7","07X018","P.S. 018 John Peter Zenger","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","7","07X025","P.S. 025 Bilingual School","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","7","07X025","P.S. 025 Bilingual School","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","7","07X025","P.S. 025 Bilingual School","Elementary","Transitional Bilingual Education","Spanish","Español","Special Education","12:1"
"Bronx","Bronx","7","07X025","P.S. 025 Bilingual School","Elementary","Transitional Bilingual Education","Spanish","Español","Special Education","ICT"
"Bronx","Bronx","7","07X029","P.S./M.S. 029 Melrose School","K-8","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","7","07X030","P.S. 030 Wilton","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","7","07X049","P.S. 049 Willis Avenue","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","7","07X161","P.S. 161 Juan Ponce De Leon School","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","7","07X223","The Laboratory School of Finance and Technology: X223","Secondary School","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","7","07X277","P.S. 277","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","7","07X298","Academy of Public Relations","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","Special Education","12:1"
"Bronx","Bronx","7","07X298","Academy of Public Relations","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","Special Education","ICT"
"Bronx","Bronx","7","07X584","I.S. 584","Junior High-Intermediate-Middle","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","7","07X600","Alfred E. Smith Career and Technical Education High School","High school","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","8","08X048","P.S. 048 Joseph R. Drake","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","8","08X333","The Longwood Academy of Discovery","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","8","08X333","The Longwood Academy of Discovery","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","8","08X432","Bronx Bridges High School","High school","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","8","08X448","Soundview Academy for Culture and Scholarship","Junior High-Intermediate-Middle","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X011","P.S. 011 Highbridge","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X028","P.S. 028 Mount Hope","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X053","P.S. 053 Basheer Quisim","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X058","P.S. 058","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X070","P.S. 070 Max Schoenfeld","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X070","P.S. 070 Max Schoenfeld","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X073","P.S. 073 Bronx","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X109","P.S. 109 Sedgwick","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X114","P.S. X114 - Luis Llorens Torres Schools","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X114","P.S. X114 - Luis Llorens Torres Schools","Elementary","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Bronx","Bronx","9","09X117","I.S. 117 Joseph H. Wade","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X117","I.S. 117 Joseph H. Wade","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Bronx","Bronx","9","09X126","P.S. 126 Dr Marjorie H Dunbar","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X126","P.S. 126 Dr Marjorie H Dunbar","Elementary","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Bronx","Bronx","9","09X163","P.S. 163 Arthur A. Schomburg","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X170","P.S. 170","Early Childhood","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X199","P.S. 199X - The Shakespeare School","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X218","P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School","K-8","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X218","P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School","K-8","Dual Language","Spanish","Español","Special Education","ICT"
"Bronx","Bronx","9","09X219","I.S. 219 New Venture School","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X219","I.S. 219 New Venture School","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Bronx","Bronx","9","09X232","I.S. 232","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X232","I.S. 232","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Bronx","Bronx","9","09X274","The New American Academy at Roberto Clemente State Park","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X294","The Walton Avenue School","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X311","Lucero Elementary School","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X311","Lucero Elementary School","Elementary","Dual Language","Spanish","Español","Special Education","ICT"
"Bronx","Bronx","9","09X313","I.S. 313 School of Leadership Development","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X339","I.S. 339","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X365","Academy for Language and Technology","High school","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X443","The Family School","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","9","09X454","Science and Technology Academy: A Mott Hall School","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X008","P.S. 008 Isaac Varian","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X009","P.S. 9 Ryer Avenue Elementary School","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X032","P.S. 032 Belmont","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X033","P.S. 033 Timothy Dwight","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X045","Thomas C. Giordano Middle School 45","Junior High-Intermediate-Middle","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X046","P.S. 046 Edgar Allan Poe","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X046","P.S. 046 Edgar Allan Poe","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X046","P.S. 046 Edgar Allan Poe","Elementary","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Bronx","Bronx","10","10X054","P.S./I.S. 54","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X077","Bedford Park Elementary School","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X080","J.H.S. 080 The Mosholu Parkway","Junior High-Intermediate-Middle","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X080","J.H.S. 080 The Mosholu Parkway","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X085","P.S. 085 Great Expectations","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X086","P.S. 086 Kingsbridge Heights","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X086","P.S. 086 Kingsbridge Heights","Elementary","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Bronx","Bronx","10","10X091","P.S. 091 Bronx","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X094","P.S. 094 Kings College School","Elementary","Transitional Bilingual Education","Spanish","Español","Special Education","ICT"
"Bronx","Bronx","10","10X095","P.S. 095 Sheila Mencher","K-8","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X095","P.S. 095 Sheila Mencher","K-8","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Bronx","Bronx","10","10X095","P.S. 095 Sheila Mencher","K-8","Transitional Bilingual Education","Spanish","Español","Special Education","ICT"
"Bronx","Bronx","10","10X118","J.H.S. 118 William W. Niles","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Bronx","Bronx","10","10X118","J.H.S. 118 William W. Niles","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","Special Education","ICT"
"Bronx","Bronx","10","10X205","P.S. 205 Fiorello LaGuardia","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X206","I.S. 206 Ann Mersereau","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X206","I.S. 206 Ann Mersereau","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Bronx","Bronx","10","10X207","P.S. 207","Elementary","Dual Language","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X226","P.S. 226","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X244","The New School for Leadership and Journalism","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X244","The New School for Leadership and Journalism","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","Special Education","12:1:1"
"Bronx","Bronx","10","10X246","P.S. 246 Poe Center","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X254","I.S. 254","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X279","P.S. 279 Captain Manuel Rivera, Jr.","K-8","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X291","P.S. 291","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X331","The Bronx School of Young Leaders","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X340","P.S. 340","Elementary","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X342","International School for Liberal Arts","Secondary School","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X342","International School for Liberal Arts","Secondary School","Transitional Bilingual Education","Spanish","Español","Special Education","ICT"
"Bronx","ACCESS","10","10X351","Bronx Collaborative High School","High school","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X353","World View High School","High school","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X363","Academy For Personal Leadership And Excellence","Junior High-Intermediate-Middle","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
"Bronx","Bronx","10","10X368","In-Tech Academy (M.S. / High School 368)","Secondary School","Transitional Bilingual Education","Spanish","Español","General Education","Not Applicable"
