"providertype","dfta_id","programname","sponsorname","programaddress","programcity","programstate","programzipcode","borough","programphone","dfta_funded","monhouropen","monhourclose","tuehouropen","tuehourclose","wedhouropen","wedhourclose","thuhouropen","thuhourclose","frihouropen","frihourclose","sathouropen","sathourclose","sunhouropen","sunhourclose","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","geocoded_column"
"SOCIAL ADULT DAY CARE SERVICES","S55701","SARANG CARE INC.","Sarang Care Inc.","45-25 162ND ST.  1FL.","FLUSHING","NY","11358","Queens","718-445-2207","N","07:00","03:00","07:00","03:00","07:00","03:00","07:00","03:00","07:00","03:00","00:00","00:00","00:00","00:00","40.755552","-73.804631","407","20","1191","4123254","4054410027","East Flushing","
,  
(40.755552, -73.804631)"
"SOCIAL ADULT DAY CARE SERVICES","S161601","NEXUS SOCIAL ADULT DAY CARE","Nexus Social Adult Day Care","147-05 ELM AVE  1ST FLOOR","FLUSHING","NY","11355","Queens","718-886-0741","N","00:00","00:00","09:00","05:00","00:00","00:00","09:00","05:00","00:00","00:00","09:00","05:00","00:00","00:00","40.756229","-73.815251","407","20","1189","4531842","4054050038","East Flushing","
,  
(40.756229, -73.815251)"
"SOCIAL ADULT DAY CARE SERVICES","S59601","FORTUNE SOCIAL DAYCARE CENTER INC","Fortune Social Daycare Center Inc","2402 86TH ST","BROOKLYN","NY","11214","Brooklyn","718-536-2628","N","08:00","05:00","08:00","05:00","08:00","05:00","08:00","05:00","08:00","05:00","00:00","00:00","00:00","00:00","40.599158","-73.989255","311","47","300","3185543","3068640037","Bensonhurst East","
,  
(40.599158, -73.989255)"
"SOCIAL ADULT DAY CARE SERVICES","S60201","HAPPYHOUSE ADULT DAY CARE CENTER INC","Happyhouse Adult Day Care Center Inc","9 BAY 34TH STREET  1FL","BROOKLYN","NY","11214","Brooklyn","917-688-5922","N","08:00","02:30","08:00","02:30","08:00","02:30","08:00","02:30","08:00","02:30","08:00","02:30","08:00","02:30","40.59976","-73.991239","311","47","300","3185456","3068620038","Bensonhurst East","
,  
(40.59976, -73.991239)"
"SOCIAL ADULT DAY CARE SERVICES","S61001","ONE STOP SENIOR DAY CARE, INC.","One Stop Senior Day Care, Inc.","108-10 72ND AVE  FL2","FOREST HILLS","NY","11375","Queens","718-702-4234","N","09:00","03:00","09:00","03:00","09:00","03:00","09:00","03:00","09:00","03:00","00:00","00:00","00:00","00:00","40.719566","-73.842467","406","29","737","4078034","4032580037","Forest Hills","
,  
(40.719566, -73.842467)"
"SOCIAL ADULT DAY CARE SERVICES","S53501","FRIENDLY CONNECTIONS","Friendly Connections","6087 MYRTLE AVENUE","RIDGEWOOD","NY","11385","Queens","718-305-4888","N","07:30","03:00","07:30","03:00","07:30","03:00","07:30","03:00","07:30","03:00","00:00","00:00","00:00","00:00","40.700759","-73.895141","405","30","583","4085342","4035380050","Ridgewood","
,  
(40.700759, -73.895141)"
"SOCIAL ADULT DAY CARE SERVICES","S53901","FIRST HEALTH ADULT DAYCARE CENTER LLC","First Health Adult Daycare Center Llc","2533 OCEAN AVE","BROOKLYN","NY","11229","Brooklyn","718-648-9888","N","08:30","02:00","08:30","02:00","08:30","02:00","08:30","02:00","08:30","02:00","08:30","02:00","00:00","00:00","40.599972","-73.951505","315","48","578","3198328","3073250053","Madison","
,  
(40.599972, -73.951505)"
"SOCIAL ADULT DAY CARE SERVICES","S54101","FRESH MEADOWS ADULT DAY CARE LLC","Fresh Meadows Adult Day Care Llc","181-08 UNION TPKE","FRESH MEADOWS","NY","11366","Queens","718-591-8889","N","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","08:00","02:00","09:00","02:00","40.727389","-73.786684","408","24","1277","4155495","4072290037","Jamaica Estates-Holliswood","
,  
(40.727389, -73.786684)"
"SOCIAL ADULT DAY CARE SERVICES","S54601","CHIFU CENTER INC","Chifu Center Inc","37-49 81ST STREET  SUITE 1A","JACKSON HEIGHTS","NY","11372",,"347-924-9888","N","08:30","06:30","08:30","06:30","08:30","06:30","08:30","06:30","08:30","06:30","00:00","00:00","00:00","00:00","40.749304","-73.885165","403","21","283",,,"Jackson Heights","
,  
(40.749304, -73.885165)"
"SOCIAL ADULT DAY CARE SERVICES","S47301","EVERGREEN ADULT DAYCARE IN NY, INC.","Evergreen Adult Daycare In Ny, Inc.","142-25 37 AVENUE","FLUSHING","NY","11354","Queens","917-703-1116","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","40.762606","-73.82681","407","20","865","4531289","4050107504","Flushing","
,  
(40.762606, -73.82681)"
"SOCIAL ADULT DAY CARE SERVICES","S57501","QUEENS SOCIAL ADULT DAY CARE, INC","Queens Social Adult Day Care, Inc","1217 LIBERTY AVENUE","BROOKLYN","NY","11208","Brooklyn","718-444-9090","N","09:00","09:00","09:00","09:00","09:00","09:00","09:00","09:00","09:00","09:00","09:00","09:00","09:00","09:00","40.679002","-73.864728","305","37","1188","3094134","3041840062","Cypress Hills-City Line","
,  
(40.679002, -73.864728)"
"SOCIAL ADULT DAY CARE SERVICES","S4101","VIMINI LLC","Vimini Llc","2028 SEAGIRT BLVD  SUITE 100","FAR ROCKAWAY","NY","11691","Queens","718-757-1640","N","08:30","06:00","08:30","06:00","08:30","06:00","08:30","06:00","08:30","06:00","08:30","06:00","00:00","00:00","40.595193","-73.755398","414","31","99801","4440249","4157800020","Far Rockaway-Bayswater","
,  
(40.595193, -73.755398)"
"SOCIAL ADULT DAY CARE SERVICES","S22701","BROOKLYN UNITED METHODIST CHURCH HOME SOCIAL DAY PROGRAM","Brooklyn United Methodist Church Home Social Day Program","1485 DUMONT AVE","BROOKLYN","NY","11208","Brooklyn","718-827-4500","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.670965","-73.862535","305","42","1208","3096183","3042890001","East New York","
,  
(40.670965, -73.862535)"
"SOCIAL ADULT DAY CARE SERVICES","S14301","JAMAICA SERVICE PROGRAM FOR OLDER ADULTS, INC. - FRIENDSHIP","Jamaica Service Program For Older Adults, Inc. - Friendship","92-33 170TH ST","JAMAICA","NY","11433","Queens","718-657-6540","N","08:00","04:30","08:00","04:30","08:00","04:30","08:00","04:30","08:00","04:30","09:00","03:00","00:00","00:00","40.706193","-73.789136","412","27","444","4457492","4102120033","Jamaica","
,  
(40.706193, -73.789136)"
"SOCIAL ADULT DAY CARE SERVICES","S101","HAMILTON-MADISON HOUSE, INC.","Hamilton-madison House, Inc.","253 SOUTH ST  2ND FLOOR","NEW YORK","NY","10002","Manhattan","212-720-4588","Y","09:00","03:00","09:00","03:00","00:00","00:00","09:00","03:00","09:00","03:00","00:00","00:00","00:00","00:00","40.710004","-73.990521","103","1","6","1085945","1002480015","Lower East Side","
,  
(40.710004, -73.990521)"
"SOCIAL ADULT DAY CARE SERVICES","S31201","GOODWILL SOCIAL ADULT DAY CARE","Goodwill Social Adult Day Care","334 86TH ST","BROOKLYN","NY","11209","Brooklyn","713-737-3717","N","12:00","05:30","00:00","00:00","12:00","05:30","12:00","05:30","00:00","00:00","00:00","00:00","00:00","00:00","40.623186","-74.02996","310","43","60","3153475","3060440021","Bay Ridge","
,  
(40.623186, -74.02996)"
"SOCIAL ADULT DAY CARE SERVICES","S9401","D&H ADULT DAY CARE CENTER INC","D&h Adult Day Care Center Inc","5805 7TH AVE  FIRST FLOOR","BROOKLYN","NY","11220","Brooklyn","718-439-3829","N","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","00:00","00:00","40.63786","-74.010669","307","38","104","3016180","3008587501","Sunset Park East","
,  
(40.63786, -74.010669)"
"SOCIAL ADULT DAY CARE SERVICES","S42801","KINGS BAY YM-YWHA","Kings Bay Ym-ywha","3495 NOSTRAND AVENUE","BROOKLYN","NY","11229","Brooklyn","718-648-7703","N","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","01:00","00:00","00:00","40.598817","-73.94157","315","46","570","3200300","3073630036","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","
,  
(40.598817, -73.94157)"
"SOCIAL ADULT DAY CARE SERVICES","S13901","HARMONY SOCIAL DAYCARE CENTER INC.","Harmony Social Daycare Center Inc.","819 59TH ST","BROOKLYN","NY","11220","Brooklyn","718-483-8208","N","08:00","05:00","08:00","05:00","08:00","05:00","08:00","05:00","08:00","05:00","08:00","05:00","08:00","05:00","40.635711","-74.008334","312","38","104","3140558","3057000071","Sunset Park East","
,  
(40.635711, -74.008334)"
"SOCIAL ADULT DAY CARE SERVICES","S9001","YOUNG FOREVER SOCIAL ADULT DAY CARE, INC.","Young Forever Social Adult Day Care, Inc.","143 AVE O  C1","BROOKLYN","NY","11204","Brooklyn","718-232-0572","N","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","40.610704","-73.979586","311","44","432","3392237","3065797502","Bensonhurst East","
,  
(40.610704, -73.979586)"
"SOCIAL ADULT DAY CARE SERVICES","S52401","APNA ADULT DAYCARE OF BRIGHTON LLC","Apna Adult Daycare Of Brighton Llc","3140 CONEY ISLAND AVENUE  2","BROOKLYN","NY","11235","Brooklyn","718-513-4447","N","10:00","06:00","10:00","06:00","10:00","06:00","10:00","06:00","10:00","06:00","10:00","06:00","10:00","06:00","40.579524","-73.959767","313","48","362","3000000","3086780064","Brighton Beach","
,  
(40.579524, -73.959767)"
"SOCIAL ADULT DAY CARE SERVICES","S59101","WE CARE ADULT DAYCARE CENTER","We Care Adult Daycare Center","97 MOORE STREET  1ST FLOOR","BROOKLYN","NY","11206","Brooklyn","347-799-1798","N","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","40.703844","-73.941789","301","34","491","3393918","3030977501","East Williamsburg","
,  
(40.703844, -73.941789)"
"SOCIAL ADULT DAY CARE SERVICES","S30101","BIG FAMILY SOCIAL ADULT DAYCARE INC.","Big Family Social Adult Daycare Inc.","6821 8TH AVE","BROOKLYN","NY","11220","Brooklyn","347-517-4090","N","08:30","03:30","08:30","03:30","08:30","03:30","08:30","03:30","08:30","03:30","09:00","03:30","09:00","03:30","40.630745","-74.014483","310","43","12801","3142982","3057700002","Dyker Heights","
,  
(40.630745, -74.014483)"
"SOCIAL ADULT DAY CARE SERVICES","S51801","AN KANG ADULT DAY CARE LLC.","An Kang Adult Day Care Llc.","835 61ST STREET  103","BROOKLYN","NY","11220","Brooklyn","929-480-8285","N","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","02:00","08:00","02:00","40.634396","-74.009288","312","38","118","3141175","3057140057","Sunset Park East","
,  
(40.634396, -74.009288)"
"SOCIAL ADULT DAY CARE SERVICES","S56001","EVERGREEN SENIOR DAYCARE CENTER INC","Evergreen Senior Daycare Center Inc","5815 6TH AVE","BROOKLYN","NY","11220","Brooklyn","917-288-9878","N","07:00","05:00","07:00","05:00","07:00","05:00","07:00","05:00","07:00","05:00","07:00","02:00","07:00","02:00","40.63915","-74.012914","307","38","102","3016110","3008570003","Sunset Park East","
,  
(40.63915, -74.012914)"
"SOCIAL ADULT DAY CARE SERVICES","S27901","CAIPA SOCIAL DAYCARE CENTER LLC","Caipa Social Daycare Center Llc","1933 86TH ST","BROOKLYN","NY","11214","Brooklyn","929-333-9688","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","40.605365","-73.999503","311","47","284","3165818","3063450052","Bensonhurst West","
,  
(40.605365, -73.999503)"
"SOCIAL ADULT DAY CARE SERVICES","S14601","BETTER LIVING ADULT CENTER INC.","Better Living Adult Center Inc.","1656 WEST 10TH ST","BROOKLYN","NY","11223","Brooklyn","718-837-8988","N","08:00","03:30","08:00","03:30","08:00","03:30","08:00","03:30","08:00","03:30","08:00","02:00","08:00","02:00","40.606472","-73.983261","311","44","428","3175348","3066210028","Bensonhurst East","
,  
(40.606472, -73.983261)"
"SOCIAL ADULT DAY CARE SERVICES","S26901","DAY DAY UP ADULT DAY CARE CENTER INC","Day Day Up Adult Day Care Center Inc","142-30 38TH AVE  2ND FLOOR","FLUSHING","NY","11354","Queens","718-321-0364","N","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","08:00","03:00","00:00","00:00","40.761818","-73.826332","407","20","865","4540143","4050207503","Flushing","
,  
(40.761818, -73.826332)"
"SOCIAL ADULT DAY CARE SERVICES","S46101","BOULEVARD ADULT DAY CARE OF FLUSHING","Boulevard Adult Day Care Of Flushing","636 LOUISIANA AVENUE","BROOKLYN","NY","11239","Brooklyn","718-557-0999","N","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","09:00","05:00","40.647303","-73.885531","318","42","105804","3000000","3082350140","Starrett City","
,  
(40.647303, -73.885531)"
"SOCIAL ADULT DAY CARE SERVICES","S31601","SILVER AGE OF SHEEPSHEAD BAY INC.","Silver Age Of Sheepshead Bay Inc.","2752 OCEAN AVE","BROOKLYN","NY","11229","Brooklyn","347-409-3657","N","00:00","00:00","09:00","05:00","09:00","05:00","00:00","00:00","09:00","05:00","00:00","00:00","00:00","00:00","40.594155","-73.950429","315","48","592","3392744","3074047503","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","
,  
(40.594155, -73.950429)"
"SOCIAL ADULT DAY CARE SERVICES","S39401","HAPPY ISLAND SENIOR CENTER LLC","Happy Island Senior Center Llc","1671 HYLAN BLVD","STATEN ISLAND","NY","10305","Staten Island","718-524-4211","N","08:30","05:30","08:30","05:30","08:30","05:30","08:30","05:30","08:30","05:30","08:30","01:30","08:30","01:30","40.588017","-74.090799","502","50","9602","5148163","5033400090","Old Town-Dongan Hills-South Beach","
,  
(40.588017, -74.090799)"
"SOCIAL ADULT DAY CARE SERVICES","S12701","MY HOME DAY CARE CENTER INC.","My Home Day Care Center Inc.","1471 DEKALB AVE  2ND FLOOR","BROOKLYN","NY","11237","Brooklyn","718-452-3469","N","09:00","03:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","03:00","11:00","05:00","00:00","00:00","40.701345","-73.92216","304","37","429","3073582","3032360001","Bushwick North","
,  
(40.701345, -73.92216)"
"SOCIAL ADULT DAY CARE SERVICES","S28301","HIMALAYAN ADULT DAY CARE LLC","Himalayan Adult Day Care Llc","4101 75TH ST","ELMHURST","NY","11373","Queens","929-328-8328","N","09:00","04:00","09:00","04:00","09:00","04:00","00:00","00:00","00:00","00:00","00:00","00:00","00:00","00:00","40.744999","-73.890117","404","25","267","4442797","4014950028","Elmhurst","
,  
(40.744999, -73.890117)"
"SOCIAL ADULT DAY CARE SERVICES","S30901","KINGSBRIDGE SOCIAL ADULT DAY CARE","Kingsbridge Social Adult Day Care","170 W 233RD ST  1ST FLOOR","BRONX","NY","10463","Bronx","347-728-1547","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","00:00","00:00","00:00","00:00","40.880298","-73.902738","208","11","283","2016171","2032670110","Spuyten Duyvil-Kingsbridge","
,  
(40.880298, -73.902738)"
"SOCIAL ADULT DAY CARE SERVICES","S55301","ALMA CACHE SADC","Alma Cache Sadc","1930 PATTERSON AVE  1ST","BRONX","NY","10473","Bronx","347-597-7680","N","09:00","02:00","09:00","02:00","09:00","02:00","09:00","02:00","09:00","02:00","00:00","00:00","00:00","00:00","40.813629","-73.855669","209","18","4","2020527","2034750045","Soundview-Castle Hill-Clason Point-Harding Park","
,  
(40.813629, -73.855669)"
"SOCIAL ADULT DAY CARE SERVICES","S2801","BEST ADULT DAYCARE CENTER LLC","Best Adult Daycare Center Llc","2 ALLEN ST  2ND FLOOR","NEW YORK","NY","10002","Manhattan","212-226-4988","N","08:30","02:00","08:30","02:00","08:30","02:00","08:30","02:00","08:30","02:00","08:30","01:30","00:00","00:00","40.714406","-73.992793","103","1","16","1088837","1002947502","Chinatown","
,  
(40.714406, -73.992793)"
"SOCIAL ADULT DAY CARE SERVICES","S21601","BRIGHT LIGHT ADULT DAYCARE, INC.","Bright Light Adult Daycare, Inc.","455 SUTTER AVE  GROUND FLOOR","BROOKLYN","NY","11212","Brooklyn","718-484-7093","N","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","04:00","08:00","01:00","00:00","00:00","40.668324","-73.90233","316","42","908","3394366","3037470001","Brownsville","
,  
(40.668324, -73.90233)"
"SOCIAL ADULT DAY CARE SERVICES","S3601","HAPPY LIFE SOCIAL ADULT DAYCARE, INC.","Happy Life Social Adult Daycare, Inc.","1659 78TH ST  SUITE 1-B","BROOKLYN","NY","11214","Brooklyn","718-996-8126","N","08:30","06:30","08:30","06:30","08:30","06:30","08:30","06:30","08:30","06:30","08:30","02:00","00:00","00:00","40.613764","-74.001221","311","43","182","3329038","3062470034","Bensonhurst West","
,  
(40.613764, -74.001221)"
"SOCIAL ADULT DAY CARE SERVICES","S23301","GRACIOUS CARE AGENCY LLC","Gracious Care Agency Llc","190-11 LINDEN BLVD  1ST FLOOR","QUEENS","NY","11412","Queens","347-548-5341","N","10:00","04:00","10:00","04:00","10:00","04:00","00:00","00:00","00:00","00:00","00:00","00:00","00:00","00:00","40.692055","-73.760917","412","27","528","4238241","4110600056","St. Albans","
,  
(40.692055, -73.760917)"
"SOCIAL ADULT DAY CARE SERVICES","S24301","STATEN ISLAND SENIOR LIFE STYLE CENTER INC","Staten Island Senior Life Style Center Inc","98 PORT RICHMOND AVE","STATEN ISLAND","NY","10302","Staten Island","718-273-6200","N","07:30","02:30","07:30","02:00","07:30","02:00","07:30","02:30","00:00","00:00","07:30","02:00","07:30","02:00","40.638536","-74.132966","501","49","207","5025283","5010730107","Port Richmond","
,  
(40.638536, -74.132966)"
"SOCIAL ADULT DAY CARE SERVICES","S44601","ALL ADVANTAGE SENIOR CARE INC","All Advantage Senior Care Inc","116-42 FARMERS BOULEVARD","JAMAICA","NY","11412","Queens","718-316-6404","N","10:00","03:00","10:00","03:00","00:00","00:00","10:00","03:00","10:00","03:00","00:00","00:00","00:00","00:00","40.692568","-73.76244","412","27","398","4221077","4103830058","St. Albans","
,  
(40.692568, -73.76244)"
"SOCIAL ADULT DAY CARE SERVICES","S7301","FU LE ELDERLY CENTER INC.","Fu Le Elderly Center Inc.","90 ELDRIDGE ST  1ST FLOOR","NEW YORK","NY","10002","Manhattan","212-431-9888","N","07:30","02:30","07:30","02:30","07:30","02:30","07:30","02:30","07:30","02:30","07:30","02:30","00:00","00:00","40.717286","-73.992399","103","1","16","1003977","1003070014","Chinatown","
,  
(40.717286, -73.992399)"
"SOCIAL ADULT DAY CARE SERVICES","S15301","JOY SENIOR SOCIAL DAY CENTER, INC","Joy Senior Social Day Center, Inc","82-20 BRITTON AVE  1ST FLOOR","ELMHURST","NY","11373","Queens","718-205-3688","N","07:30","02:30","07:30","02:30","07:30","02:30","07:30","02:30","07:30","02:30","08:00","01:30","08:00","01:30","40.74298","-73.882473","404","25","271","4037480","4015177502","Elmhurst","
,  
(40.74298, -73.882473)"
"SOCIAL ADULT DAY CARE SERVICES","S23801","LIGHT AND LOVE HOME INC","Light And Love Home Inc","812 54TH ST  4TH FLOOR","BROOKLYN","NY","11220","Brooklyn","718-686-7798","N","09:00","03:00","09:00","03:00","09:00","03:00","09:00","03:00","09:00","03:00","00:00","00:00","00:00","00:00","40.638557","-74.005531","312","38","106","3139119","3056720011","Sunset Park East","
,  
(40.638557, -74.005531)"
"SOCIAL ADULT DAY CARE SERVICES","S7501","KNESSET SOCIAL ADULT DAY CARE INC","Knesset Social Adult Day Care Inc","128-130 BRIGHTON BEACH AVE  SUITE 400A 4TH FLOOR","BROOKLYN","NY","11235","Brooklyn","718-975-3322","N","09:00","05:30","09:00","05:30","09:00","05:30","09:00","05:30","09:00","05:30","00:00","00:00","00:00","00:00","40.576348","-73.967318","313","48","36001","3245027","3086800027","Brighton Beach","
,  
(40.576348, -73.967318)"
"SOCIAL ADULT DAY CARE SERVICES","S33001","DESHI SENIOR CENTER, LLC","Deshi Senior Center, Llc","8310 ROCKAWAY BLVD","OZONE PARK","NY","11416","Queens","718-296-0077","N","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","09:00","05:00","00:00","00:00","40.683768","-73.85688","409","32","36","4187297","4090180071","Woodhaven","
,  
(40.683768, -73.85688)"
"SOCIAL ADULT DAY CARE SERVICES","S10701","ELMHURST ADULT DAYCARE CENTER CORP.","Elmhurst Adult Daycare Center Corp.","82-19 QUEENS BLVD","ELMHURST","NY","11373","Queens","718-803-2388","N","08:30","02:00","08:30","02:00","08:30","02:00","08:30","02:00","08:30","02:00","08:30","02:00","08:30","02:00","40.737401","-73.880664","404","25","473","4038630","4015420009","Elmhurst","
,  
(40.737401, -73.880664)"
"SOCIAL ADULT DAY CARE SERVICES","S13301","JEWISH COMMUNITY CENTER OF STATEN ISLAND, INCORPORATED","Jewish Community Center Of Staten Island, Incorporated","1297 ARTHUR KILL RD","STATEN ISLAND","NY","10312","Staten Island","718-475-5287","Y","10:00","03:00","00:00","00:00","10:00","03:00","10:00","03:00","00:00","00:00","00:00","00:00","00:00","00:00","40.565262","-74.183882","503","51","228","5077603","5059000105","New Springville-Bloomfield-Travis","
,  
(40.565262, -74.183882)"
"SOCIAL ADULT DAY CARE SERVICES","S22201","SOPHIA 600 MEDI GROUP INC","Sophia 600 Medi Group Inc","6910 5TH AVE  2ND FLOOR","BROOKLYN","NY","11209","Brooklyn","718-833-5555","N","08:30","05:00","08:30","05:00","08:30","05:00","08:30","05:00","08:30","05:00","00:00","00:00","00:00","00:00","40.633308","-74.021091","310","43","130","3145758","3058730046","Bay Ridge","
,  
(40.633308, -74.021091)"
"SOCIAL ADULT DAY CARE SERVICES","S4301","UNICARE ADULT DAYCARE, INC.","Unicare Adult Daycare, Inc.","176-60 UNION TURNPIKE  SUITE 115","FRESH MEADOWS","NY","11366","Queens","347-770-0466","N","09:30","03:30","09:30","03:30","09:30","03:30","09:30","03:30","09:30","03:30","00:00","00:00","00:00","00:00","40.725856","-73.791441","408","24","1277","4155422","4072270005","Jamaica Estates-Holliswood","
,  
(40.725856, -73.791441)"
"SOCIAL ADULT DAY CARE SERVICES","S17301","R&G DAY CARE LLC","R&g Day Care Llc","1815 85TH ST  201-202","BROOKLYN","NY","11214","Brooklyn","718-232-4312","N","08:30","05:00","08:30","05:00","08:30","05:00","08:30","05:00","08:30","05:00","08:30","05:00","00:00","00:00","40.607399","-74.001235","311","47","278","3398583","3063320071","Bensonhurst West","
,  
(40.607399, -74.001235)"
