Proj Nbr,Camp Id,Year,Campus,Corps,Team,Nbr of Corps Members,Start Date,End Date,Report Date,Sponsor,Project Description,Issue Area Code,Disaster Type,Stabbr,Cd,Project Abstract,Zip,Location
234,1,2022,"Pacific Region - Sacramento, CA",Traditional,Gold 3,8,01/19/2022,04/01/2022,02/11/2022,Kootenai Health,This team will support non-clinical needs in the hospital in response to COVID-19.,DIS,,,,"Northern Idaho has seen extraordinary population growth over the past few years. This has greatly impacted Kootenai Health hospital system, which provides a range of medical services to patients in North Idaho, eastern Washington, Montana, and the inland Northwest at several locations. Across the system, there are over 700 open positions, with anticipation for even more. Current staff are tired from the impact of the pandemic – there is pent-up demand for procedures due to delays and deferrals as this area experienced a record high COVID-19 surge. Additionally, further attrition may occur with the required COVID vaccination. There is current government staffing support to add capacity, but this has mostly been clinical support and only 4 non-clinical staff to support, which is due to end in December.

The main Kootenai Health campus is located in Coeur d’Alene, Idaho and is a 330-bed community-owned hospital. A full team is being requested to provide non-clinical support at the hospital, which is desperately needed.",95652,"Coeur D Alene, ID
(47.673517, -116.784122)"
206,1,2022,"Pacific Region - Sacramento, CA",Traditional,Gold 8,10,01/13/2022,04/01/2022,02/11/2022,Stockton Food Bank,Supporting VITA work with Community Partnership for Families of San Joaquin and Food distribution and collection with Emergency food Bank of Stockton,URD,,CA,18,"The Emergency Food Bank of Stockton serves those in our community facing food insecurity and instability,
with an average of 350 individuals picking up food daily. With the rise of COVID-19, the previous volunteer pool,
mostly consisting of at-risk groups, were unable to support the EFB's operational needs, resulting in the
stationing of the National Guard at our site. The National Guard will be removed from our site by the end of December, 2021. To perform our operations with new COVID-19 friendly processes. The AmeriCorps NCCC
will take part in our daily operations involving food distribution as well as the construction of pre-made food bags meant to be distributed on days with a lacking volunteer force. We currently have the storage space for at least 3,000 of these packages in our dry goods warehouse.

Community Partnership Families of San Joaquin (CPFSJ) requests the placement of an AmeriCorps NCCC team at its Family Resource Centers in Stockton and Lodi, California to provide free tax assistance program outreach and filing to qualified low-income individuals and families in San Joaquin County through the agency’s Volunteer Income Tax Assistance (VITA) program. AmeriCorps members placed at respective Family Resource Center sites will be trained by CPFSJ, in partnership with the IRS, to provide VITA-related tasks including, but not limited to tax screening, inputting, quality review, and program outreach.",95652,"Stockton, CA
(37.957541, -121.292451)"
212,1,2022,"Pacific Region - Sacramento, CA",Traditional,Red 2,9,01/19/2022,04/01/2022,02/11/2022,United Way of Fresno and Madera Counties,"volunteer income tax assistance, fuels mitigation, fire recovery, etc",URD,,CA,20,"The project will be split into two primary categories. The main component of the project will consist of the team's work in support low-income residents through the VITA program, assisting low income individuals complete their tax returns. We will most definitely be seeking the team's engagement with the public and processing tax returns which result in measurable financial data and extensive touch points with vulnerable residents We anticipate sixty to seventy percent of the NCCC team's time on task will be spent on these VITA-TAX activities.

The second category will be work with the Madera-Yosemite Resource Conservation District and the Coarsegold Resource Conservation District.",95652,"Fresno, CA
(36.731654, -119.785856)"
205,1,2022,"Pacific Region - Sacramento, CA",Traditional,Red 3,8,01/19/2022,04/01/2022,02/11/2022,Bureau of Land Management - California,"For Round 2, the BLM team will be working with several different BLM field offices to help BLM reach their mission – these will be Redding, Central Coast, San Joaquin River Gorge, and Bakersfield.",ENV,,CA,5,"The Bureau of Land Management (BLM) might best be described as a small agency with a big mission: To sustain the health, productivity, and diversity of the public lands for the use and enjoyment of present and future generations.

The BLM has about 10,000 employees, most of whom are in the 12 western states. The 245 million surface acres managed by the BLM were once called ""the land nobody wanted"" because 19th-century Western settlers -- the homesteaders -- had passed it by. That is no longer true.

The California State Office is located in Sacramento and employs about 900 people in the 15 field office locations throughout the state. BLM California manages about 15.2 million acres of public lands, nearly 15% of the state's land area. The Bureau also administers over 47 million acres of subsurface mineral estate underlying federal surface land, 2.5 million acres underlying privately owned land, 592,000 acres of Native American tribal land where BLM has trust responsibility for mineral operations. BLM California also manages 1.6 million acres in northeastern Nevada for cattle grazing, wild horses, recreation and wildlife habitat.

The lands managed by BLM are located within 50 miles of most major urban areas and encompass many ecosystems. Mountain ranges, chaparral lands, sand dunes, sagebrush plains, high desert, rushing mountain rivers, statuesque redwood trees, riparian oak forests, wetlands and the rugged Pacific coastline offer exceptional recreational endeavors, renewable energy sources, oil and natural gas, cattle grazing and wildlife habitat for more than 800 species of plants and animals.

A ""multiple-use"" agency, BLM actively involves local groups through partnerships to create mutually beneficial projects and programs for the use, enhancement and protection of natural resources. Partnerships greatly enhance the planning and management efforts of the Bureau and improve service for the state's millions of public land users.

For Round 2, the BLM team will be working with several different BLM field offices to help BLM reach their mission – these will be Redding, Central Coast, San Joaquin River Gorge, and Bakersfield.",95652,"Sacramento, CA
(38.582087, -121.50012)"
221,1,2022,"Pacific Region - Sacramento, CA",Traditional,Red 5,10,01/19/2022,04/01/2022,02/11/2022,Green Path,Tax Preparation and spreading awareness about the Earned Income Tax Credit and the Child Tax Credit.,URD,,,,"The mission of Greenpath, Inc. (GP), is “to help individuals and families achieve financial security and pursue economic opportunities. We believe that financial security and economic opportunity are cornerstones to improve the quality of life.” NCCC has partnered with a coalition headed by GP, called Tax Help Montana (THM), to help operate multiple free tax-preparation sites near Great Falls, MT. Members will contribute to the goals of the project by performing activities such as becoming certified tax preparers, staffing tax sites and working with low-income patrons, disseminating information about savings and asset building, and helping market and promote the service. THM is focusing particularly on the Child Tax Credit/Advanced Child Tax Credit (ACTC) access and reconciliation. Over 40% of eligible Montana families have not received any ACTC payments and 25% are still not accessing the Earned Income Tax Credit (EITC) which has repeatedly been proven to be the number one anti-poverty tool in America today. During the time NCCC members are involved, the project is expected to benefit more than 1,000 low-income families, bringing in more money in refunds than they can generate on their own, helping them find ways to save a portion of their refund and saving them the cost of hiring a paid professional to help. These accomplishments bring a measure of financial security to an underserved target group, helping strengthen the economic underpinnings of the communities where individuals are served. Many parts of Montana experience poverty, tax preparation is expensive, and many tax benefits exist for senior citizens and low-income families. These elements make free tax-preparation a needed service that helps people thrive. This is in keeping with the anti-poverty work done by GP, and by extension, the Tax Help Montana program. The project led by Habitat for Humanity will have the team working on various crucial tasks. Team members will assist with both the home build program and the ReStore. This project is expected to benefit several hundred people in need during the team’s stay.",95652,"Great Falls, MT
(47.506453, -111.306019)"
202,1,2022,"Pacific Region - Sacramento, CA",Traditional,Red 8,10,01/13/2022,02/17/2022,02/11/2022,Yolo Food Bank,Distributing food,URD,,CA,1,"The Yolo Food Bank strives to provide food to those in need, historically serving nearly 20,000 individuals each month. The pandemic has increased the demand for the food bank’s services by at least 60%, providing approximately 800,000 pounds of food countywide per month, providing nutrition to over 6,000 senior citizens and other vulnerable residents. Additionally, the food bank has experienced a drastic decline in volunteer support during this higher need for their services. 


AmeriCorps NCCC has partnered with the Yolo Food Bank to provide support to residents in the area during the pandemic. With the food bank, the NCCC members will help with donations management and food distribution during the increased need for food security. Overall the NCCC teams work will impact residents in Yolo County to make them safer from COVID-19 as well as provide them needed food during this pandemic.",95652,"Woodland, CA
(38.677493, -121.774715)"
808,2,2022,"Southwest Region - Denver, CO",Traditional,Earth 6,10,01/28/2022,05/01/2022,02/11/2022,The Restoration Team,AmeriCorps NCCC has partnered with The Restoration Team to assist families whose homes were damaged in the Hurricane Harvey floods of 2017.,DIS,RECOVERY,TX,18,"The Restoration Team’s mission is to respond to Houston in times of need through planning, relief and restoration.",80014,"Houston, TX
(29.760803, -95.369506)"
219,2,2022,"Southwest Region - Denver, CO",Traditional,Fire 3,11,01/14/2022,05/01/2022,02/11/2022,Mile High United Way,AmeriCorps NCCC members will oversee and implement the operation of free tax preparation sites that serve the low- and moderate-income households.,URD,,,,"Mile High United Way’s mission is to unite people, ideas, and resources to advance the common good. The AmeriCorps NCCC team will help Mile High United Way’s Tax Help Colorado program meet its goal to prepare 2022 tax returns for 6,510 low-income taxpayers, totaling between 25-30% of all VITA returns done in the state. Their participation will enable Tax Help Colorado to be successful in its first year as a program managed by Mile High United Way. The project is expected to benefit lower-wage workers who are eligible for tax credits such as the Earned Income Tax Credit (EITC) and the Child Tax Credit (CTC).",80014,"Denver, CO
(39.738453, -104.984853)"
204,2,2022,"Southwest Region - Denver, CO",Traditional,Sun 4,10,01/28/2022,03/14/2022,02/11/2022,Loveland Habitat for Humanity,"Members will frame, sheath, side, install windows, insulate, sheetrock, pain and complete trim work. The team will also be asked to spend a day or two each week working in the Habitat ReStore",URD,,CO,4,"Habitat for Humanity’s mission is “Seeking to put God’s love into action, Habitat for Humanity brings people together to build homes, communities and hope.” NCCC members will perform construction activities such as framing, installing windows, insulating, hanging drywall, siding and painting. Their work will enable Habitat to maintain its construction schedule throughout the winter months, when numbers of local volunteers typically decline due to winter weather and colder temperatures. Both Loveland and Flatirons Habitat will need extra volunteers to catch up from the lack of volunteers over the past year due to COVID-19. Thanks to the team’s efforts, families will be able to move more quickly out of substandard conditions into safe, decent, and affordable housing.",80014,"Loveland, CO
(40.394386, -105.070584)"
202,2,2022,"Southwest Region - Denver, CO",Traditional,Sun 6,8,01/28/2022,05/01/2022,02/11/2022,Habitat for Humanity of Metro Denver,"Members will help to  complete 11 homes on the Aria Homes New Construction Site. NCCC team will also help Habitat keep the ReStores organized, safe, and clean, which will help increase sales in the stores.",URD,,CO,1,"Seeking to put God's love into action, Habitat for Humanity of Metro Denver brings people together to build homes, communities and hope. AmeriCorps NCCC has partnered with Habitat Metro Denver to position affordable homeownership as stabilizing for families and communities, to maximize the impact of our programs in varied market conditions, and to sustain the financial impact of the ReStores. AmeriCorps members of the NCCC program will contribute to the goals of constructing 11 homes by performing activities such as framing, trim, painting, insulation, landscaping; and support 2 ReStores by handling donations from our trucks, organize the stores, receiving donations on our docks, and assisting customers in the stores. The project is expected to benefit 11 first-time homeowners who will have a new stabilized affordable place to live for them and their families. The long-term impact extends beyond housing to improved health, financial stability, and educational outcomes.",80014,"Denver, CO
(39.738453, -104.984853)"
216,2,2022,"Southwest Region - Denver, CO",Traditional,Water 2,12,01/14/2022,05/01/2022,02/11/2022,Denver Asset Building Coalition (DABC),"AmeriCorps NCCC members will support DABC to serve the community at its pre-COVID-19 levels. Each AmeriCorps team member preparing 5 tax returns per workday results in 3,000 to 3,600 additional tax returns prepared, equaling $12M in refunds",URD,,CO,1,"The mission of the Denver Asset Building Coalition (""DABC"") is to provide free tax preparation, financial education, and other services to help low-income and underserved people become economically stable. The values and vision of DABC are rooted in collaboration and in building lasting solutions that break the cycle of poverty in our community.  AmeriCorps NCCC has partnered with DABC to provide free tax preparation services to low-income families in the 2022 tax season.  AmeriCorps Members of the NCCC program will contribute to the goals of the project by performing activities such as helping inform the public about DABC's free tax preparation services, assisting members of the community with their tax-related questions, and preparing tax returns.  DABC expects that the AmeriCorps NCCC team will help prepare over 3,000 tax returns between January 24 and April 15, 2022, resulting in over $6 million in tax refunds in the local community.  Their efforts will also result in taxpayers saving over $1 million in tax preparation fees.  This is a local economic impact of over $7 million.  The project is expected to benefit individual taxpayers with annual income up to $35,000, and families with annual income up to $57,000.  The collaboration between AmeriCorps NCCC and DABC will help thousands of families apply for and obtain the Child Tax Credit and Earned Income Credit if they are eligible for these credits.",80014,"Denver, CO
(39.738453, -104.984853)"
303,7,2021,"Southern Region - Vicksburg, MS",Traditional,Bayou 1,7,01/14/2022,02/27/2022,02/11/2022,Sea Island Habitat for Humanity,"Construct homes, including completing roofs.",URD,,SC,1,"Habitat for Humanity's mission is to bring people together to build homes, communities, and hope. An NCCC team is being requested to help construct a couple of homes for Senior Citizens, and help complete the roofs of two of the homes. The affiliate's goal is to help further both affordable housing and housing solutions in the Low Country of South Carolina.",39180,"Wadmalaw Island, SC
(32.666346, -80.170456)"
329,7,2021,"Southern Region - Vicksburg, MS",Traditional,Bayou 2,9,01/27/2022,02/27/2022,02/11/2022,Dauphin Island Sea Lab,"Repair building damage from Hurricane Sally, and assist with local conservation efforts.",INF,,AL,1,"Dauphin Island Sea Lab serves as the center for coastal marine science and education for K-PhD students and offers public education highlighting the life of Mobile Bay. Dauphin Island Sea Lab is requesting an NCCC team to make several building repairs to assist with recovery efforts from the damages of Hurricane Sally along with other infrastructure and building maintenance tasks. Additionally, the team will assist volunteer Master Gardeners with local conservation efforts.",39180,"Dauphin Island, AL
(30.255312, -88.112488)"
8314,7,2021,"Southern Region - Vicksburg, MS",Traditional,Bayou 3,7,01/17/2022,02/27/2022,02/11/2022,Baptist Health Louisville,"Support Patient, Visitor and Staff Screenings; Hospitality Department with meal delivery and the drive through COVID-19 Vaccine Clinic.",DIS,RESPONSE,KY,3,"Baptist Health Louisville is a 519 bed hospital currently ranked #4 in the state. Baptist Health’s Mission is coordinate care and improving health in our communities. Currently due to the Covid 19 pandemic, the ability to fulfill our mission is in jeopardy, in large part due to staff fatigue, overall wellness of our staff and ongoing shortages of available staff. We feel that in utilizing AmeriCorps NCCC resources we can not only fill some of the current labor shortages but also improve staff morale through partnering with an organization that has a long history of serving others and strengthening communities. A team would support several departments by assisting with Patient, Visitor, and Staff Screenings, Supporting the Hospitality Department with meal building and delivery (the hospital serves 1,300 meals per day), and supporting the drive through Covid Vaccine Clinic. Other tasks could include providing way finding, transporting equipment and supplies, and working in the flu vaccine clinic as well. Members may support building maintenance as needed.",39180,"Louisville, KY
(38.256078, -85.751569)"
8316,7,2021,"Southern Region - Vicksburg, MS",Traditional,Bayou 7,11,01/23/2022,02/27/2022,02/11/2022,City of Bowling Green,NCCC Team will be assisting after 2021 December Tornadoes in KY. Will work in the city's Donation Center at the old Greenwood Mall.,DIS,RESPONSE,KY,2,"In December of 2021, a severe storm system produced an outbreak of over 70 tornadoes with many of the most severe hitting KY. Three tornadoes (2-EF3 and 1-EF2) with windspeeds up to 140mph, hit Warren County where Bowling Grenn is located. Another EF0 hit shortly after on Jan 1st. An NCCC Team is requested to assist with a variety of tasks at a distribution warehouse, this includes unloading donations, helping clients through their appointment and helping the center prep for their move to a new location in March.",39180,"Bowling Green, KY
(37.002405, -86.443486)"
8301,7,2021,"Southern Region - Vicksburg, MS",Traditional,Delta 1,8,01/14/2022,02/27/2022,02/11/2022,USDA Forest Service - Chickasawhay Ranger District,"An NCCC team will assist with conducting prescribed burns, and support other departments, such as recreation and timber.",DIS,FIREMANAGEMENT,MS,4,"USFS Requests an NCCC Forest Team to work on both the Chick and DeSoto National Forests during this time of large perscribed burns. Teams can expect to also assist other departments such as archeology, recreation, and possibly timber, they will also work one day per week at the local state park where they will be housed while on the DeSoto District.",39180,"Wiggins, MS
(30.857814, -89.134142)"
8303,7,2021,"Southern Region - Vicksburg, MS",Traditional,Delta 2,8,01/12/2022,02/27/2022,02/11/2022,"USDA Forest Service - National Forests in Alabama, Conecuh National Forest",Construct fire lines and assist with prescribed burns; support other departments related to wildfire suppression.,DIS,FIREMANAGEMENT,AL,2,USFS Requests an NCCC Forests Team to support their burning season this spring. During this time of year they annually burn anywhere from 15k-20k acres. Teams may also support other departments with proejcts related to fuel reduction and wildfire suppression.,39180,"Andalusia, AL
(31.308061, -86.482735)"
8300,7,2021,"Southern Region - Vicksburg, MS",Traditional,Delta 3,8,01/20/2022,02/27/2022,02/11/2022,USDA Forest Service - Cherokee National Forest,"An NCCC Forest Team is rquested to help with a variety of projects, including fuel reduction and potential support for wildfires.",DIS,FIREMANAGEMENT,TN,3,USFS Requests an NCCC Forest Team to help with a variety of projects including fuel reduction and potential support for wildfires in the area. Teams will help provide manpower for a type 6 engine and hand crews during the burning season.,39180,"Benton, TN
(35.176538, -84.650307)"
8309,7,2021,"Southern Region - Vicksburg, MS",Traditional,Delta 4,7,01/12/2022,02/27/2022,02/11/2022,"Fuller Center Disaster Rebuilders, Inc.","Assist with recovery efforts from Hurricane Ida, including mucking, gutting, debris removal, tarping and rebuilding.",DIS,RECOVERY,LA,1,"Fuller Center Disaster Rebuilders' (FCDR) mission is to assist communities impacted by disasters by building/rebuilding homes for uninsured, financially disadvantaged families. FCDR is requesting a team to assist with recovery efforts from Hurricane Ida which caused flooding up to 5 feet of water but mostly tree damage to homes. Hammond, LA will be the focal point for deploying NCCC teams to the surrounding devastated parishes. Project tasks will consist of mucking, chainsaw work, debris removal, tarping, and rebuilding.",39180,"Hammond, LA
(30.503682, -90.458285)"
