"outcome_or_indicator","group_by_variable","percentage","confidence_interval","title","description","year","first_or_second_half","year_and_months"
"Counseled by a mental health professional","Large MSA","10.3","9.7, 11.0","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.","2019","1","2019, Jan-Jun"
"Counseled by a mental health professional","Small MSA","9.8","8.9, 10.8","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.","2019","1","2019, Jan-Jun"
"Counseled by a mental health professional","Not in MSA","7.1","6.1, 8.3","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.","2019","1","2019, Jan-Jun"
"Dental exam or cleaning","Total","65.1","63.9, 66.3","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last had a dental examination or cleaning.","2019","1","2019, Jan-Jun"
"Dental exam or cleaning","Male","61.6","60.0, 63.1","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last had a dental examination or cleaning.","2019","1","2019, Jan-Jun"
"Dental exam or cleaning","Female","68.4","66.9, 69.9","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last had a dental examination or cleaning.","2019","1","2019, Jan-Jun"
"Dental exam or cleaning","18-34","64.8","63.0, 66.5","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last had a dental examination or cleaning.","2019","1","2019, Jan-Jun"
"Dental exam or cleaning","35-49","65.4","63.5, 67.4","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last had a dental examination or cleaning.","2019","1","2019, Jan-Jun"
"Dental exam or cleaning","50-64","66.4","64.5, 68.3","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last had a dental examination or cleaning.","2019","1","2019, Jan-Jun"
"Dental exam or cleaning","65 and over","63.7","61.9, 65.5","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last had a dental examination or cleaning.","2019","1","2019, Jan-Jun"
"Dental exam or cleaning","Hispanic","58.2","55.2, 61.2","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last had a dental examination or cleaning.","2019","1","2019, Jan-Jun"
"Dental exam or cleaning","White, non-Hispanic","68.2","66.8, 69.5","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last had a dental examination or cleaning.","2019","1","2019, Jan-Jun"
"Dental exam or cleaning","Black, non-Hispanic","57.8","55.0, 60.4","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last had a dental examination or cleaning.","2019","1","2019, Jan-Jun"
"Dental exam or cleaning","Other, non-Hispanic","66.2","62.5, 69.7","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last had a dental examination or cleaning.","2019","1","2019, Jan-Jun"
"Dental exam or cleaning","High school diploma or lower","52.4","50.7, 54.2","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last had a dental examination or cleaning.","2019","1","2019, Jan-Jun"
"Dental exam or cleaning","Some college","65.1","63.3, 66.8","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last had a dental examination or cleaning.","2019","1","2019, Jan-Jun"
"Dental exam or cleaning","College degree or higher","79.2","77.9, 80.5","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last had a dental examination or cleaning.","2019","1","2019, Jan-Jun"
"Dental exam or cleaning","Large MSA","67.6","66.0, 69.2","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last had a dental examination or cleaning.","2019","1","2019, Jan-Jun"
"Dental exam or cleaning","Small MSA","64.9","62.7, 67.0","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last had a dental examination or cleaning.","2019","1","2019, Jan-Jun"
"Dental exam or cleaning","Not in MSA","56.4","53.8, 59.1","Percentage of dental exam or cleaning in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked about how long it had been since they last had a dental examination or cleaning.","2019","1","2019, Jan-Jun"
"Blood pressure check","Total","88.1","87.4, 88.7","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.","2019","1","2019, Jan-Jun"
"Blood pressure check","Male","83.7","82.5, 84.8","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.","2019","1","2019, Jan-Jun"
"Blood pressure check","Female","92.1","91.4, 92.9","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.","2019","1","2019, Jan-Jun"
"Blood pressure check","18-34","81.6","80.3, 83.0","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.","2019","1","2019, Jan-Jun"
"Blood pressure check","35-49","85.1","83.7, 86.5","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.","2019","1","2019, Jan-Jun"
"Blood pressure check","50-64","91.1","90.0, 92.1","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.","2019","1","2019, Jan-Jun"
"Blood pressure check","65 and over","96.8","96.3, 97.3","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.","2019","1","2019, Jan-Jun"
"Blood pressure check","Hispanic","82","79.6, 84.2","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.","2019","1","2019, Jan-Jun"
"Blood pressure check","White, non-Hispanic","89.7","89.0, 90.4","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.","2019","1","2019, Jan-Jun"
"Blood pressure check","Black, non-Hispanic","89.6","87.5, 91.5","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.","2019","1","2019, Jan-Jun"
"Blood pressure check","Other, non-Hispanic","85.7","83.0, 88.1","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.","2019","1","2019, Jan-Jun"
"Blood pressure check","High school diploma or lower","86.8","85.6, 88.0","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.","2019","1","2019, Jan-Jun"
"Blood pressure check","Some college","88.9","87.3, 90.4","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.","2019","1","2019, Jan-Jun"
"Blood pressure check","College degree or higher","90.9","89.9, 91.8","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.","2019","1","2019, Jan-Jun"
"Blood pressure check","Large MSA","87.8","86.7, 88.7","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.","2019","1","2019, Jan-Jun"
"Blood pressure check","Small MSA","88.2","86.8, 89.5","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.","2019","1","2019, Jan-Jun"
"Blood pressure check","Not in MSA","88.9","86.6, 91.0","Percentage of blood pressure check in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked when was the last time they had their blood pressure checked by a doctor, nurse, or other health professional.","2019","1","2019, Jan-Jun"
"Receipt of influenza vaccination","Total","47.2","46.4, 48.0","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.","2019","1","2019, Jan-Jun"
"Hospital emergency department visit","18-34","17.9","16.4, 19.5","Percentage of hospital emergency department visit in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked how many times they had gone to a hospital emergency room about their health in the past 12 months.","2021","2","2021, Jul-Dec"
"Receipt of influenza vaccination","Male","42.7","41.5, 43.9","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.","2019","1","2019, Jan-Jun"
"Receipt of influenza vaccination","Female","51.5","50.4, 52.6","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.","2019","1","2019, Jan-Jun"
"Receipt of influenza vaccination","18-34","36","34.2, 37.8","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.","2019","1","2019, Jan-Jun"
"Receipt of influenza vaccination","35-49","38.2","36.6, 39.8","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.","2019","1","2019, Jan-Jun"
"Receipt of influenza vaccination","50-64","50.1","48.6, 51.6","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.","2019","1","2019, Jan-Jun"
"Receipt of influenza vaccination","65 and over","70.1","68.5, 71.6","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.","2019","1","2019, Jan-Jun"
"Receipt of influenza vaccination","Hispanic","38.4","36.4, 40.5","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.","2019","1","2019, Jan-Jun"
"Receipt of influenza vaccination","White, non-Hispanic","49.7","48.7, 50.7","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.","2019","1","2019, Jan-Jun"
"Receipt of influenza vaccination","Black, non-Hispanic","43.1","40.5, 45.8","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.","2019","1","2019, Jan-Jun"
"Receipt of influenza vaccination","Other, non-Hispanic","51.8","48.6, 55.0","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.","2019","1","2019, Jan-Jun"
"Receipt of influenza vaccination","High school diploma or lower","44.7","43.2, 46.3","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.","2019","1","2019, Jan-Jun"
"Receipt of influenza vaccination","Some college","46.6","44.9, 48.2","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.","2019","1","2019, Jan-Jun"
"Receipt of influenza vaccination","College degree or higher","55.9","54.6, 57.3","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.","2019","1","2019, Jan-Jun"
"Receipt of influenza vaccination","Large MSA","47.5","46.5, 48.6","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.","2019","1","2019, Jan-Jun"
"Receipt of influenza vaccination","Small MSA","46.7","45.1, 48.4","Percentage of receipt of influenza vaccination in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they had a flu vaccination in the past 12 months. Prevalence of influenza vaccination during the past 12 months is different from season-specific coverage.","2019","1","2019, Jan-Jun"
