"data_as_of","start_date","end_date","group","year","month","state","condition_group","condition","icd10_codes","age_group","covid_19_deaths","number_of_mentions","flag"
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Respiratory failure","J96","35-44","10560","10739",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Respiratory failure","J96","45-54","27423","27884",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Respiratory failure","J96","55-64","63380","64930",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Respiratory failure","J96","65-74","101704","105045",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Respiratory failure","J96","75-84","108942","112833",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Respiratory failure","J96","85+","88122","90562",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Respiratory failure","J96","Not stated","7","7",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Respiratory failure","J96","All Ages","405005","416979",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Respiratory arrest","R09.2","0-24","69","69",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Respiratory arrest","R09.2","25-34","217","217",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Respiratory arrest","R09.2","35-44","518","518",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Respiratory arrest","R09.2","45-54","1227","1227",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Respiratory arrest","R09.2","55-64","2853","2853",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Respiratory arrest","R09.2","65-74","4565","4565",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Respiratory arrest","R09.2","75-84","5603","5603",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Respiratory arrest","R09.2","85+","6269","6269",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Respiratory arrest","R09.2","Not stated","0","0",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Respiratory arrest","R09.2","All Ages","21321","21321",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","0-24","305","337",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","25-34","733","788",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","35-44","1764","1894",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","45-54","4048","4366",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","55-64","8798","9515",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","65-74","13099","13958",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","75-84","13781","14525",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","85+","11315","11691",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","Not stated","0","0",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages","53843","57074",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Hypertensive diseases","I10-I15","0-24","92","92",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Hypertensive diseases","I10-I15","25-34","828","839",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Hypertensive diseases","I10-I15","35-44","3428","3452",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Hypertensive diseases","I10-I15","45-54","10084","10159",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Hypertensive diseases","I10-I15","55-64","25674","25882",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Hypertensive diseases","I10-I15","65-74","43656","43990",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Hypertensive diseases","I10-I15","75-84","51969","52511",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Hypertensive diseases","I10-I15","85+","56839","57931",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Hypertensive diseases","I10-I15","Not stated","6","6",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages","192576","194862",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Ischemic heart disease","I20-I25","0-24","30","32",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Ischemic heart disease","I20-I25","25-34","256","270",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Ischemic heart disease","I20-I25","35-44","987","1070",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Ischemic heart disease","I20-I25","45-54","3754","4030",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Ischemic heart disease","I20-I25","55-64","12215","13237",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Ischemic heart disease","I20-I25","65-74","25247","27200",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Ischemic heart disease","I20-I25","75-84","34694","37109",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Ischemic heart disease","I20-I25","85+","35765","37996",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Ischemic heart disease","I20-I25","Not stated","6","8",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages","112954","120952",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrest","I46","0-24","445","445",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrest","I46","25-34","1548","1552",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrest","I46","35-44","3902","3903",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrest","I46","45-54","9620","9623",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrest","I46","55-64","20398","20405",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrest","I46","65-74","29815","29821",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrest","I46","75-84","30545","30554",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrest","I46","85+","27588","27599",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrest","I46","Not stated","1","1",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrest","I46","All Ages","123862","123903",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","0-24","88","92",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","25-34","270","280",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","35-44","717","738",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","45-54","2303","2368",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","55-64","7290","7496",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","65-74","16051","16474",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","75-84","24971","25566",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","85+","29710","30324",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","Not stated","0","0",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages","81400","83338",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Heart failure","I50","0-24","71","71",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Heart failure","I50","25-34","294","294",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Heart failure","I50","35-44","809","809",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Heart failure","I50","45-54","2400","2404",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Heart failure","I50","55-64","7109","7112",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Heart failure","I50","65-74","15329","15345",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Heart failure","I50","75-84","24169","24190",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Heart failure","I50","85+","32509","32534",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Heart failure","I50","Not stated","1","1",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Heart failure","I50","All Ages","82691","82760",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cerebrovascular diseases","I60-I69","0-24","100","106",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cerebrovascular diseases","I60-I69","25-34","264","283",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cerebrovascular diseases","I60-I69","35-44","784","822",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cerebrovascular diseases","I60-I69","45-54","2251","2356",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cerebrovascular diseases","I60-I69","55-64","6251","6487",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cerebrovascular diseases","I60-I69","65-74","11783","12118",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cerebrovascular diseases","I60-I69","75-84","15025","15469",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cerebrovascular diseases","I60-I69","85+","16407","16884",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cerebrovascular diseases","I60-I69","Not stated","2","2",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Cerebrovascular diseases","I60-I69","All Ages","52867","54527",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","0-24","412","473",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","25-34","1075","1227",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","35-44","2465","2808",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","45-54","5660","6336",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","55-64","12181","13482",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","65-74","18213","20047",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","75-84","19797","21716",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","85+","19265","21118",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","Not stated","1","1",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","All Ages","79069","87208",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Sepsis","Sepsis","A40-A41","0-24","376","379",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Sepsis","Sepsis","A40-A41","25-34","1311","1312",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Sepsis","Sepsis","A40-A41","35-44","3675","3680",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Sepsis","Sepsis","A40-A41","45-54","9419","9421",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Sepsis","Sepsis","A40-A41","55-64","20818","20828",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Sepsis","Sepsis","A40-A41","65-74","29905","29916",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Sepsis","Sepsis","A40-A41","75-84","25872","25878",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Sepsis","Sepsis","A40-A41","85+","15932","15935",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Sepsis","Sepsis","A40-A41","Not stated","2","2",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Sepsis","Sepsis","A40-A41","All Ages","107310","107351",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","0-24","152","175",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","25-34","249","295",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","35-44","765","914",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","45-54","2448","2976",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","55-64","8430","9977",
"2022-09-04T00:00:00.000","2020-01-01T00:00:00.000","2022-09-03T00:00:00.000","By Total",,,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","65-74","16391","19075",
