"state","year","sex","age","race","deaths","popul","rate","se","slcl","sucl","ageadjrate","sea","alcl","aucl","strankn","usrate","usageadjrate","unit"
"Arizona","2007","Both Sexes","All Ages","All Races-All Origins","943","6167681","15.2894","0.49789","14.3135","16.2652","15.7117","0.51523","14.7018","16.7215","13.1–17.5","11.9543","11.8775","per 100,000 population"
"Arizona","2008","Both Sexes","All Ages","All Races-All Origins","828","6280362","13.184","0.45817","12.2859","14.082","13.5455","0.4746","12.6153","14.4757","13.1–17.5","11.9864","11.8947","per 100,000 population"
"Arizona","2009","Both Sexes","All Ages","All Races-All Origins","1002","6343154","15.7966","0.49903","14.8185","16.7747","16.1338","0.51482","15.1248","17.1429","13.1–17.5","12.0624","11.9388","per 100,000 population"
"Arizona","2010","Both Sexes","All Ages","All Races-All Origins","1098","6392017","17.1777","0.5184","16.1616","18.1937","17.4977","0.53406","16.4509","18.5445","17.5–57.8","12.4144","12.2966","per 100,000 population"
"Arizona","2011","Both Sexes","All Ages","All Races-All Origins","1071","6482505","16.5214","0.50484","15.5319","17.5109","16.8532","0.52213","15.8298","17.8766","13.1–17.5","13.2674","13.1852","per 100,000 population"
"Arizona","2012","Both Sexes","All Ages","All Races-All Origins","1134","6553255","17.3044","0.51387","16.2972","18.3116","17.6797","0.53302","16.635","18.7244","17.5–57.8","13.2208","13.1422","per 100,000 population"
"Arizona","2013","Both Sexes","All Ages","All Races-All Origins","1222","6626624","18.4408","0.52753","17.4068","19.4747","18.7376","0.54515","17.6691","19.8061","17.5–57.8","13.9127","13.8005","per 100,000 population"
"Arizona","2014","Both Sexes","All Ages","All Races-All Origins","1211","6731484","17.9901","0.51697","16.9768","19.0033","18.1685","0.53234","17.1251","19.2119","17.5–57.8","14.7574","14.6831","per 100,000 population"
"Arizona","2015","Both Sexes","All Ages","All Races-All Origins","1274","6828065","18.6583","0.52274","17.6337","19.6829","19.0161","0.54358","17.9506","20.0815","17.5–57.8","16.304","16.2923","per 100,000 population"
"Arizona","2016","Both Sexes","All Ages","All Races-All Origins","1382","6931071","19.9392","0.53636","18.8879","20.9905","20.2697","0.55679","19.1784","21.361","17.5–57.8","19.6925","19.7851","per 100,000 population"
"Arizona","2017","Both Sexes","All Ages","All Races-All Origins","1532","7016270","21.835","0.55786","20.7416","22.9284","22.2319","0.58082","21.0934","23.3703","17.5–57.8","21.5637","21.7048","per 100,000 population"
"Arizona","2018","Both Sexes","All Ages","All Races-All Origins","1670","7171646","23.2861","0.56982","22.1693","24.403","23.8119","0.59546","22.6448","24.979","17.5–57.8","20.591","20.7112","per 100,000 population"
"Arkansas","1999","Both Sexes","All Ages","All Races-All Origins","113","2651860","4.2612","0.40086","3.4755","5.0468","4.4161","0.41624","3.6003","5.232","1.8–7.5","6.0382","6.057","per 100,000 population"
"Arkansas","2000","Both Sexes","All Ages","All Races-All Origins","140","2673400","5.2368","0.44259","4.3693","6.1043","5.3887","0.45632","4.4943","6.283","1.8–7.5","6.1882","6.1749","per 100,000 population"
"Arkansas","2001","Both Sexes","All Ages","All Races-All Origins","126","2691571","4.6813","0.41704","3.8639","5.4987","4.846","0.43266","3.998","5.694","1.8–7.5","6.8057","6.7922","per 100,000 population"
"Arkansas","2002","Both Sexes","All Ages","All Races-All Origins","176","2705927","6.5042","0.49028","5.5433","7.4652","6.8274","0.51618","5.8157","7.8391","1.8–7.5","8.1766","8.1957","per 100,000 population"
"Arkansas","2003","Both Sexes","All Ages","All Races-All Origins","184","2724816","6.7527","0.49782","5.777","7.7285","7.0314","0.52036","6.0115","8.0513","1.8–7.5","8.8881","8.8765","per 100,000 population"
"Arkansas","2004","Both Sexes","All Ages","All Races-All Origins","230","2749686","8.3646","0.55154","7.2836","9.4456","8.6534","0.5737","7.5289","9.7779","7.5–10.6","9.366","9.3831","per 100,000 population"
"Arkansas","2005","Both Sexes","All Ages","All Races-All Origins","269","2781097","9.6724","0.58974","8.5166","10.8283","10.0735","0.618","8.8623","11.2848","7.5–10.6","10.0884","10.0699","per 100,000 population"
"Arkansas","2006","Both Sexes","All Ages","All Races-All Origins","285","2821761","10.1001","0.59828","8.9275","11.2727","10.4539","0.62379","9.2313","11.6765","7.5–10.6","11.5373","11.4883","per 100,000 population"
"Arkansas","2007","Both Sexes","All Ages","All Races-All Origins","301","2848650","10.5664","0.60904","9.3727","11.7601","10.8886","0.63324","9.6475","12.1298","10.7–13","11.9543","11.8775","per 100,000 population"
"Arkansas","2008","Both Sexes","All Ages","All Races-All Origins","360","2874554","12.5237","0.66006","11.23","13.8174","13.0512","0.695","11.689","14.4134","13.1–17.5","11.9864","11.8947","per 100,000 population"
"Arkansas","2009","Both Sexes","All Ages","All Races-All Origins","351","2896843","12.1166","0.64674","10.849","13.3842","12.5975","0.68036","11.264","13.931","10.7–13","12.0624","11.9388","per 100,000 population"
"Arkansas","2010","Both Sexes","All Ages","All Races-All Origins","350","2915918","12.0031","0.64159","10.7456","13.2606","12.5146","0.67812","11.1855","13.8437","10.7–13","12.4144","12.2966","per 100,000 population"
"Arkansas","2011","Both Sexes","All Ages","All Races-All Origins","355","2937979","12.0831","0.64131","10.8262","13.3401","12.6401","0.6806","11.3061","13.9741","10.7–13","13.2674","13.1852","per 100,000 population"
"Arkansas","2012","Both Sexes","All Ages","All Races-All Origins","373","2949131","12.6478","0.65488","11.3642","13.9314","13.0962","0.68931","11.7451","14.4472","13.1–17.5","13.2208","13.1422","per 100,000 population"
"Arkansas","2013","Both Sexes","All Ages","All Races-All Origins","319","2959373","10.7793","0.60353","9.5964","11.9622","11.0713","0.63098","9.8345","12.308","10.7–13","13.9127","13.8005","per 100,000 population"
"Arkansas","2014","Both Sexes","All Ages","All Races-All Origins","356","2966369","12.0012","0.63606","10.7545","13.2479","12.55","0.67718","11.2228","13.8773","10.7–13","14.7574","14.6831","per 100,000 population"
"Arkansas","2015","Both Sexes","All Ages","All Races-All Origins","392","2978204","13.1623","0.6648","11.8593","14.4653","13.8454","0.71326","12.4474","15.2434","13.1–17.5","16.304","16.2923","per 100,000 population"
"Arkansas","2016","Both Sexes","All Ages","All Races-All Origins","401","2988248","13.4192","0.67012","12.1058","14.7327","13.9917","0.71383","12.5926","15.3908","13.1–17.5","19.6925","19.7851","per 100,000 population"
"Arkansas","2017","Both Sexes","All Ages","All Races-All Origins","446","3004279","14.8455","0.70295","13.4677","16.2233","15.488","0.74939","14.0192","16.9568","13.1–17.5","21.5637","21.7048","per 100,000 population"
"Arkansas","2018","Both Sexes","All Ages","All Races-All Origins","444","3013825","14.7321","0.69915","13.3618","16.1025","15.7368","0.76133","14.2446","17.229","13.1–17.5","20.591","20.7112","per 100,000 population"
"California","1999","Both Sexes","All Ages","All Races-All Origins","2662","33499204","7.9465","0.15402","7.6446","8.2483","8.0599","0.15698","7.7522","8.3676","7.5–10.6","6.0382","6.057","per 100,000 population"
"California","2000","Both Sexes","All Ages","All Races-All Origins","1941","33871648","5.7305","0.13007","5.4755","5.9854","5.8355","0.13303","5.5748","6.0963","1.8–7.5","6.1882","6.1749","per 100,000 population"
"California","2001","Both Sexes","All Ages","All Races-All Origins","1226","34479458","3.5557","0.10155","3.3567","3.7548","3.6186","0.1038","3.4151","3.822","1.8–7.5","6.8057","6.7922","per 100,000 population"
"California","2002","Both Sexes","All Ages","All Races-All Origins","2975","34871843","8.5312","0.15641","8.2247","8.8378","8.6703","0.15929","8.3581","8.9825","7.5–10.6","8.1766","8.1957","per 100,000 population"
"California","2003","Both Sexes","All Ages","All Races-All Origins","3108","35253159","8.8162","0.15814","8.5063","9.1262","8.9283","0.1605","8.6137","9.2428","7.5–10.6","8.8881","8.8765","per 100,000 population"
"California","2004","Both Sexes","All Ages","All Races-All Origins","3125","35574576","8.7844","0.15714","8.4764","9.0924","8.8191","0.1581","8.5092","9.129","7.5–10.6","9.366","9.3831","per 100,000 population"
"California","2005","Both Sexes","All Ages","All Races-All Origins","3214","35827943","8.9707","0.15823","8.6605","9.2808","8.9735","0.1587","8.6625","9.2846","7.5–10.6","10.0884","10.0699","per 100,000 population"
"California","2006","Both Sexes","All Ages","All Races-All Origins","3494","36021202","9.6998","0.1641","9.3782","10.0215","9.6031","0.16297","9.2837","9.9226","7.5–10.6","11.5373","11.4883","per 100,000 population"
"California","2007","Both Sexes","All Ages","All Races-All Origins","3854","36250311","10.6316","0.17126","10.296","10.9673","10.4807","0.16952","10.1484","10.8129","7.5–10.6","11.9543","11.8775","per 100,000 population"
"California","2008","Both Sexes","All Ages","All Races-All Origins","3863","36604337","10.5534","0.1698","10.2206","10.8862","10.3705","0.16779","10.0417","10.6994","7.5–10.6","11.9864","11.8947","per 100,000 population"
"California","2009","Both Sexes","All Ages","All Races-All Origins","4056","36961229","10.9737","0.17231","10.6359","11.3114","10.7369","0.16975","10.4042","11.0696","10.7–13","12.0624","11.9388","per 100,000 population"
"California","2010","Both Sexes","All Ages","All Races-All Origins","4057","37253956","10.8901","0.17097","10.555","11.2252","10.5598","0.16715","10.2322","10.8874","7.5–10.6","12.4144","12.2966","per 100,000 population"
"California","2011","Both Sexes","All Ages","All Races-All Origins","4180","37691912","11.0899","0.17153","10.7537","11.4261","10.7344","0.16762","10.4059","11.0629","10.7–13","13.2674","13.1852","per 100,000 population"
"California","2012","Both Sexes","All Ages","All Races-All Origins","4040","38041430","10.62","0.16708","10.2925","10.9475","10.2923","0.16365","9.9716","10.6131","7.5–10.6","13.2208","13.1422","per 100,000 population"
"California","2013","Both Sexes","All Ages","All Races-All Origins","4452","38332521","11.6142","0.17406","11.273","11.9553","11.1379","0.16888","10.8069","11.4689","10.7–13","13.9127","13.8005","per 100,000 population"
"California","2014","Both Sexes","All Ages","All Races-All Origins","4521","38802500","11.6513","0.17328","11.3117","11.9909","11.102","0.16735","10.774","11.43","10.7–13","14.7574","14.6831","per 100,000 population"
"California","2015","Both Sexes","All Ages","All Races-All Origins","4659","39144818","11.902","0.17437","11.5602","12.2437","11.3219","0.16837","10.9919","11.6519","10.7–13","16.304","16.2923","per 100,000 population"
"California","2016","Both Sexes","All Ages","All Races-All Origins","4654","39250017","11.8573","0.17381","11.5167","12.198","11.2218","0.16727","10.8939","11.5496","10.7–13","19.6925","19.7851","per 100,000 population"
"California","2017","Both Sexes","All Ages","All Races-All Origins","4868","39536653","12.3126","0.17647","11.9667","12.6585","11.6511","0.16981","11.3183","11.9839","10.7–13","21.5637","21.7048","per 100,000 population"
"California","2018","Both Sexes","All Ages","All Races-All Origins","5348","39557045","13.5197","0.18487","13.1574","13.8821","12.8303","0.17864","12.4802","13.1804","10.7–13","20.591","20.7112","per 100,000 population"
"Colorado","1999","Both Sexes","All Ages","All Races-All Origins","349","4226018","8.2584","0.44206","7.3919","9.1248","7.9895","0.42999","7.1467","8.8323","7.5–10.6","6.0382","6.057","per 100,000 population"
"Colorado","2000","Both Sexes","All Ages","All Races-All Origins","352","4301261","8.1836","0.43619","7.3287","9.0386","7.8839","0.42216","7.0565","8.7113","7.5–10.6","6.1882","6.1749","per 100,000 population"
"Colorado","2001","Both Sexes","All Ages","All Races-All Origins","411","4425687","9.2867","0.45808","8.3889","10.1845","8.9896","0.44551","8.1164","9.8628","7.5–10.6","6.8057","6.7922","per 100,000 population"
"Colorado","2002","Both Sexes","All Ages","All Races-All Origins","448","4490406","9.9768","0.47136","9.053","10.9007","9.7169","0.4611","8.8131","10.6206","7.5–10.6","8.1766","8.1957","per 100,000 population"
"Colorado","2003","Both Sexes","All Ages","All Races-All Origins","502","4528732","11.0848","0.49474","10.1151","12.0545","10.7497","0.4817","9.8056","11.6939","10.7–13","8.8881","8.8765","per 100,000 population"
"Colorado","2004","Both Sexes","All Ages","All Races-All Origins","518","4575013","11.3224","0.49748","10.3473","12.2974","10.9393","0.48273","9.9931","11.8854","10.7–13","9.366","9.3831","per 100,000 population"
"Colorado","2005","Both Sexes","All Ages","All Races-All Origins","608","4631888","13.1264","0.53235","12.083","14.1698","12.6913","0.51765","11.6767","13.7059","10.7–13","10.0884","10.0699","per 100,000 population"
"Colorado","2006","Both Sexes","All Ages","All Races-All Origins","627","4720423","13.2827","0.53046","12.243","14.3224","12.8239","0.51493","11.8147","13.8332","10.7–13","11.5373","11.4883","per 100,000 population"
"Colorado","2007","Both Sexes","All Ages","All Races-All Origins","734","4803868","15.2794","0.56397","14.174","16.3847","14.7299","0.54751","13.6568","15.8031","13.1–17.5","11.9543","11.8775","per 100,000 population"
"Colorado","2008","Both Sexes","All Ages","All Races-All Origins","749","4889730","15.3178","0.5597","14.2208","16.4148","14.7725","0.54432","13.7056","15.8394","13.1–17.5","11.9864","11.8947","per 100,000 population"
"Colorado","2009","Both Sexes","All Ages","All Races-All Origins","769","4972195","15.466","0.55772","14.3729","16.5591","14.9699","0.54514","13.9014","16.0383","13.1–17.5","12.0624","11.9388","per 100,000 population"
"Colorado","2010","Both Sexes","All Ages","All Races-All Origins","654","5029196","13.0041","0.5085","12.0074","14.0007","12.6675","0.50053","11.6864","13.6485","10.7–13","12.4144","12.2966","per 100,000 population"
"Colorado","2011","Both Sexes","All Ages","All Races-All Origins","843","5116796","16.4752","0.56743","15.363","17.5873","16.1231","0.56192","15.0217","17.2245","13.1–17.5","13.2674","13.1852","per 100,000 population"
"Colorado","2012","Both Sexes","All Ages","All Races-All Origins","807","5187582","15.5564","0.54761","14.4831","16.6297","15.0082","0.53507","13.9594","16.0569","13.1–17.5","13.2208","13.1422","per 100,000 population"
"Colorado","2013","Both Sexes","All Ages","All Races-All Origins","846","5268367","16.0581","0.55209","14.976","17.1402","15.5429","0.54172","14.4811","16.6047","13.1–17.5","13.9127","13.8005","per 100,000 population"
"Colorado","2014","Both Sexes","All Ages","All Races-All Origins","899","5355866","16.7853","0.55982","15.6881","17.8826","16.2953","0.55157","15.2142","17.3763","13.1–17.5","14.7574","14.6831","per 100,000 population"
"Colorado","2015","Both Sexes","All Ages","All Races-All Origins","869","5456574","15.9257","0.54024","14.8669","16.9846","15.368","0.52958","14.3301","16.406","13.1–17.5","16.304","16.2923","per 100,000 population"
"Colorado","2016","Both Sexes","All Ages","All Races-All Origins","942","5540545","17.0019","0.55395","15.9162","18.0877","16.5808","0.54941","15.5039","17.6576","13.1–17.5","19.6925","19.7851","per 100,000 population"
"Colorado","2017","Both Sexes","All Ages","All Races-All Origins","1015","5607154","18.1019","0.56819","16.9882","19.2155","17.5652","0.56079","16.4661","18.6643","17.5–57.8","21.5637","21.7048","per 100,000 population"
"Colorado","2018","Both Sexes","All Ages","All Races-All Origins","995","5695564","17.4697","0.55383","16.3842","18.5552","16.7926","0.54187","15.7305","17.8546","13.1–17.5","20.591","20.7112","per 100,000 population"
"Connecticut","1999","Both Sexes","All Ages","All Races-All Origins","310","3386401","9.1543","0.51993","8.1352","10.1733","8.9845","0.5114","7.9821","9.9868","7.5–10.6","6.0382","6.057","per 100,000 population"
"Connecticut","2000","Both Sexes","All Ages","All Races-All Origins","320","3405565","9.3964","0.52527","8.3668","10.4259","9.2232","0.51645","8.211","10.2354","7.5–10.6","6.1882","6.1749","per 100,000 population"
"Connecticut","2001","Both Sexes","All Ages","All Races-All Origins","307","3432835","8.943","0.51041","7.9426","9.9434","8.7869","0.50263","7.8018","9.7721","7.5–10.6","6.8057","6.7922","per 100,000 population"
"Connecticut","2002","Both Sexes","All Ages","All Races-All Origins","354","3458749","10.2349","0.54398","9.1687","11.3011","10.2713","0.54742","9.1984","11.3443","7.5–10.6","8.1766","8.1957","per 100,000 population"
"Connecticut","2003","Both Sexes","All Ages","All Races-All Origins","307","3484336","8.8109","0.50286","7.8253","9.7965","8.759","0.50169","7.7756","9.7423","7.5–10.6","8.8881","8.8765","per 100,000 population"
"Connecticut","2004","Both Sexes","All Ages","All Races-All Origins","333","3496094","9.5249","0.52196","8.5019","10.548","9.6133","0.52917","8.5761","10.6505","7.5–10.6","9.366","9.3831","per 100,000 population"
"Connecticut","2005","Both Sexes","All Ages","All Races-All Origins","295","3506956","8.4119","0.48976","7.4519","9.3718","8.4563","0.49552","7.4851","9.4276","7.5–10.6","10.0884","10.0699","per 100,000 population"
"Connecticut","2006","Both Sexes","All Ages","All Races-All Origins","407","3517460","11.5708","0.57355","10.4467","12.695","11.5107","0.5756","10.3825","12.6389","10.7–13","11.5373","11.4883","per 100,000 population"
"Connecticut","2007","Both Sexes","All Ages","All Races-All Origins","433","3527270","12.2758","0.58994","11.1195","13.4321","12.2348","0.59408","11.0704","13.3992","10.7–13","11.9543","11.8775","per 100,000 population"
"Connecticut","2008","Both Sexes","All Ages","All Races-All Origins","386","3545579","10.8868","0.55412","9.8007","11.9729","10.7434","0.55393","9.6577","11.8291","10.7–13","11.9864","11.8947","per 100,000 population"
"Connecticut","2009","Both Sexes","All Ages","All Races-All Origins","393","3561807","11.0337","0.55658","9.9428","12.1246","10.9834","0.56237","9.8812","12.0857","10.7–13","12.0624","11.9388","per 100,000 population"
"Connecticut","2010","Both Sexes","All Ages","All Races-All Origins","363","3574097","10.1564","0.53307","9.1116","11.2012","10.0601","0.53701","9.0076","11.1126","7.5–10.6","12.4144","12.2966","per 100,000 population"
"Connecticut","2011","Both Sexes","All Ages","All Races-All Origins","402","3580709","11.2268","0.55994","10.1293","12.3243","11.2375","0.57097","10.1184","12.3566","10.7–13","13.2674","13.1852","per 100,000 population"
"Connecticut","2012","Both Sexes","All Ages","All Races-All Origins","439","3590347","12.2272","0.58357","11.0834","13.371","12.0508","0.58792","10.8985","13.2031","10.7–13","13.2208","13.1422","per 100,000 population"
"Connecticut","2013","Both Sexes","All Ages","All Races-All Origins","582","3596080","16.1843","0.67086","14.8694","17.4992","15.9945","0.67869","14.6643","17.3247","13.1–17.5","13.9127","13.8005","per 100,000 population"
