"jurisdiction","week_ending_date","state_abbreviation","year","week","age_group","number_of_deaths","time_period","type","suppress","note"
"Alabama","2016-06-25T00:00:00.000","AL","2016","25","25-44 years","84","2015-2019","Predicted (weighted)",,
"Alabama","2016-07-02T00:00:00.000","AL","2016","26","25-44 years","56","2015-2019","Predicted (weighted)",,
"Alabama","2016-07-09T00:00:00.000","AL","2016","27","25-44 years","63","2015-2019","Predicted (weighted)",,
"Alabama","2016-07-16T00:00:00.000","AL","2016","28","25-44 years","48","2015-2019","Predicted (weighted)",,
"Alabama","2016-07-23T00:00:00.000","AL","2016","29","25-44 years","58","2015-2019","Predicted (weighted)",,
"Alabama","2016-07-30T00:00:00.000","AL","2016","30","25-44 years","48","2015-2019","Predicted (weighted)",,
"Alabama","2016-08-06T00:00:00.000","AL","2016","31","25-44 years","49","2015-2019","Predicted (weighted)",,
"Alabama","2016-08-13T00:00:00.000","AL","2016","32","25-44 years","58","2015-2019","Predicted (weighted)",,
"Alabama","2016-08-20T00:00:00.000","AL","2016","33","25-44 years","59","2015-2019","Predicted (weighted)",,
"Alabama","2016-08-27T00:00:00.000","AL","2016","34","25-44 years","53","2015-2019","Predicted (weighted)",,
"Alabama","2016-09-03T00:00:00.000","AL","2016","35","25-44 years","64","2015-2019","Predicted (weighted)",,
"Alabama","2016-09-10T00:00:00.000","AL","2016","36","25-44 years","50","2015-2019","Predicted (weighted)",,
"Alabama","2016-09-17T00:00:00.000","AL","2016","37","25-44 years","50","2015-2019","Predicted (weighted)",,
"Alabama","2016-09-24T00:00:00.000","AL","2016","38","25-44 years","69","2015-2019","Predicted (weighted)",,
"Alabama","2016-10-01T00:00:00.000","AL","2016","39","25-44 years","65","2015-2019","Predicted (weighted)",,
"Alabama","2016-10-08T00:00:00.000","AL","2016","40","25-44 years","58","2015-2019","Predicted (weighted)",,
"Alabama","2016-10-15T00:00:00.000","AL","2016","41","25-44 years","58","2015-2019","Predicted (weighted)",,
"Alabama","2016-10-22T00:00:00.000","AL","2016","42","25-44 years","51","2015-2019","Predicted (weighted)",,
"Alabama","2016-10-29T00:00:00.000","AL","2016","43","25-44 years","55","2015-2019","Predicted (weighted)",,
"Alabama","2016-11-05T00:00:00.000","AL","2016","44","25-44 years","62","2015-2019","Predicted (weighted)",,
"Alabama","2016-11-12T00:00:00.000","AL","2016","45","25-44 years","56","2015-2019","Predicted (weighted)",,
"Alabama","2016-11-19T00:00:00.000","AL","2016","46","25-44 years","53","2015-2019","Predicted (weighted)",,
"Alabama","2016-11-26T00:00:00.000","AL","2016","47","25-44 years","60","2015-2019","Predicted (weighted)",,
"Alabama","2016-12-03T00:00:00.000","AL","2016","48","25-44 years","61","2015-2019","Predicted (weighted)",,
"Alabama","2016-12-10T00:00:00.000","AL","2016","49","25-44 years","57","2015-2019","Predicted (weighted)",,
"Alabama","2016-12-17T00:00:00.000","AL","2016","50","25-44 years","52","2015-2019","Predicted (weighted)",,
"Alabama","2016-12-24T00:00:00.000","AL","2016","51","25-44 years","70","2015-2019","Predicted (weighted)",,
"Alabama","2016-12-31T00:00:00.000","AL","2016","52","25-44 years","52","2015-2019","Predicted (weighted)",,
"Alabama","2017-01-07T00:00:00.000","AL","2017","1","25-44 years","55","2015-2019","Predicted (weighted)",,
"Alabama","2017-01-14T00:00:00.000","AL","2017","2","25-44 years","45","2015-2019","Predicted (weighted)",,
"Alabama","2017-01-21T00:00:00.000","AL","2017","3","25-44 years","59","2015-2019","Predicted (weighted)",,
"Alabama","2017-01-28T00:00:00.000","AL","2017","4","25-44 years","54","2015-2019","Predicted (weighted)",,
"Alabama","2017-02-04T00:00:00.000","AL","2017","5","25-44 years","66","2015-2019","Predicted (weighted)",,
"Alabama","2017-02-11T00:00:00.000","AL","2017","6","25-44 years","49","2015-2019","Predicted (weighted)",,
"Alabama","2017-02-18T00:00:00.000","AL","2017","7","25-44 years","53","2015-2019","Predicted (weighted)",,
"Alabama","2017-02-25T00:00:00.000","AL","2017","8","25-44 years","57","2015-2019","Predicted (weighted)",,
"Alabama","2017-03-04T00:00:00.000","AL","2017","9","25-44 years","63","2015-2019","Predicted (weighted)",,
"Alabama","2017-03-11T00:00:00.000","AL","2017","10","25-44 years","63","2015-2019","Predicted (weighted)",,
"Alabama","2017-03-18T00:00:00.000","AL","2017","11","25-44 years","50","2015-2019","Predicted (weighted)",,
"Alabama","2017-03-25T00:00:00.000","AL","2017","12","25-44 years","52","2015-2019","Predicted (weighted)",,
"Alabama","2017-04-01T00:00:00.000","AL","2017","13","25-44 years","51","2015-2019","Predicted (weighted)",,
"Alabama","2017-04-08T00:00:00.000","AL","2017","14","25-44 years","55","2015-2019","Predicted (weighted)",,
"Alabama","2017-04-15T00:00:00.000","AL","2017","15","25-44 years","62","2015-2019","Predicted (weighted)",,
"Alabama","2017-04-22T00:00:00.000","AL","2017","16","25-44 years","53","2015-2019","Predicted (weighted)",,
"Alabama","2017-04-29T00:00:00.000","AL","2017","17","25-44 years","45","2015-2019","Predicted (weighted)",,
"Alabama","2017-05-06T00:00:00.000","AL","2017","18","25-44 years","44","2015-2019","Predicted (weighted)",,
"Alabama","2017-05-13T00:00:00.000","AL","2017","19","25-44 years","65","2015-2019","Predicted (weighted)",,
"Alabama","2017-05-20T00:00:00.000","AL","2017","20","25-44 years","67","2015-2019","Predicted (weighted)",,
"Alabama","2017-05-27T00:00:00.000","AL","2017","21","25-44 years","57","2015-2019","Predicted (weighted)",,
"Alabama","2017-06-03T00:00:00.000","AL","2017","22","25-44 years","47","2015-2019","Predicted (weighted)",,
"Alabama","2017-06-10T00:00:00.000","AL","2017","23","25-44 years","60","2015-2019","Predicted (weighted)",,
"Alabama","2017-06-17T00:00:00.000","AL","2017","24","25-44 years","43","2015-2019","Predicted (weighted)",,
"Alabama","2017-06-24T00:00:00.000","AL","2017","25","25-44 years","66","2015-2019","Predicted (weighted)",,
"Alabama","2017-07-01T00:00:00.000","AL","2017","26","25-44 years","66","2015-2019","Predicted (weighted)",,
"Alabama","2017-07-08T00:00:00.000","AL","2017","27","25-44 years","66","2015-2019","Predicted (weighted)",,
"Alabama","2017-07-15T00:00:00.000","AL","2017","28","25-44 years","59","2015-2019","Predicted (weighted)",,
"Alabama","2017-07-22T00:00:00.000","AL","2017","29","25-44 years","54","2015-2019","Predicted (weighted)",,
"Alabama","2017-07-29T00:00:00.000","AL","2017","30","25-44 years","69","2015-2019","Predicted (weighted)",,
"Alabama","2017-08-05T00:00:00.000","AL","2017","31","25-44 years","65","2015-2019","Predicted (weighted)",,
"Alabama","2017-08-12T00:00:00.000","AL","2017","32","25-44 years","60","2015-2019","Predicted (weighted)",,
"Alabama","2017-08-19T00:00:00.000","AL","2017","33","25-44 years","48","2015-2019","Predicted (weighted)",,
"Alabama","2017-08-26T00:00:00.000","AL","2017","34","25-44 years","49","2015-2019","Predicted (weighted)",,
"Alabama","2017-09-02T00:00:00.000","AL","2017","35","25-44 years","61","2015-2019","Predicted (weighted)",,
"Alabama","2017-09-09T00:00:00.000","AL","2017","36","25-44 years","51","2015-2019","Predicted (weighted)",,
"Alabama","2017-09-16T00:00:00.000","AL","2017","37","25-44 years","57","2015-2019","Predicted (weighted)",,
"Alabama","2017-09-23T00:00:00.000","AL","2017","38","25-44 years","60","2015-2019","Predicted (weighted)",,
"Alabama","2017-09-30T00:00:00.000","AL","2017","39","25-44 years","62","2015-2019","Predicted (weighted)",,
"Alabama","2017-10-07T00:00:00.000","AL","2017","40","25-44 years","57","2015-2019","Predicted (weighted)",,
"Alabama","2017-10-14T00:00:00.000","AL","2017","41","25-44 years","49","2015-2019","Predicted (weighted)",,
"Alabama","2017-10-21T00:00:00.000","AL","2017","42","25-44 years","44","2015-2019","Predicted (weighted)",,
"Alabama","2017-10-28T00:00:00.000","AL","2017","43","25-44 years","63","2015-2019","Predicted (weighted)",,
"Alabama","2017-11-04T00:00:00.000","AL","2017","44","25-44 years","50","2015-2019","Predicted (weighted)",,
"Alabama","2017-11-11T00:00:00.000","AL","2017","45","25-44 years","52","2015-2019","Predicted (weighted)",,
"Alabama","2017-11-18T00:00:00.000","AL","2017","46","25-44 years","53","2015-2019","Predicted (weighted)",,
"Alabama","2017-11-25T00:00:00.000","AL","2017","47","25-44 years","50","2015-2019","Predicted (weighted)",,
"Alabama","2017-12-02T00:00:00.000","AL","2017","48","25-44 years","56","2015-2019","Predicted (weighted)",,
"Alabama","2017-12-09T00:00:00.000","AL","2017","49","25-44 years","49","2015-2019","Predicted (weighted)",,
"Alabama","2017-12-16T00:00:00.000","AL","2017","50","25-44 years","41","2015-2019","Predicted (weighted)",,
"Alabama","2017-12-23T00:00:00.000","AL","2017","51","25-44 years","58","2015-2019","Predicted (weighted)",,
"Alabama","2017-12-30T00:00:00.000","AL","2017","52","25-44 years","55","2015-2019","Predicted (weighted)",,
"Alabama","2018-01-06T00:00:00.000","AL","2018","1","25-44 years","61","2015-2019","Predicted (weighted)",,
"Alabama","2018-01-13T00:00:00.000","AL","2018","2","25-44 years","72","2015-2019","Predicted (weighted)",,
"Alabama","2018-01-20T00:00:00.000","AL","2018","3","25-44 years","56","2015-2019","Predicted (weighted)",,
"Alabama","2018-01-27T00:00:00.000","AL","2018","4","25-44 years","53","2015-2019","Predicted (weighted)",,
"Alabama","2018-02-03T00:00:00.000","AL","2018","5","25-44 years","69","2015-2019","Predicted (weighted)",,
"Alabama","2018-02-10T00:00:00.000","AL","2018","6","25-44 years","61","2015-2019","Predicted (weighted)",,
"Alabama","2018-02-17T00:00:00.000","AL","2018","7","25-44 years","47","2015-2019","Predicted (weighted)",,
"Alabama","2018-02-24T00:00:00.000","AL","2018","8","25-44 years","48","2015-2019","Predicted (weighted)",,
"Alabama","2018-03-03T00:00:00.000","AL","2018","9","25-44 years","55","2015-2019","Predicted (weighted)",,
"Alabama","2018-03-10T00:00:00.000","AL","2018","10","25-44 years","61","2015-2019","Predicted (weighted)",,
"Alabama","2018-03-17T00:00:00.000","AL","2018","11","25-44 years","58","2015-2019","Predicted (weighted)",,
"Alabama","2018-03-24T00:00:00.000","AL","2018","12","25-44 years","52","2015-2019","Predicted (weighted)",,
"Alabama","2018-03-31T00:00:00.000","AL","2018","13","25-44 years","57","2015-2019","Predicted (weighted)",,
"Alabama","2018-04-07T00:00:00.000","AL","2018","14","25-44 years","53","2015-2019","Predicted (weighted)",,
"Alabama","2018-04-14T00:00:00.000","AL","2018","15","25-44 years","49","2015-2019","Predicted (weighted)",,
"Alabama","2018-04-21T00:00:00.000","AL","2018","16","25-44 years","58","2015-2019","Predicted (weighted)",,
"Alabama","2018-04-28T00:00:00.000","AL","2018","17","25-44 years","50","2015-2019","Predicted (weighted)",,
"Alabama","2018-05-05T00:00:00.000","AL","2018","18","25-44 years","73","2015-2019","Predicted (weighted)",,
"Alabama","2018-05-12T00:00:00.000","AL","2018","19","25-44 years","50","2015-2019","Predicted (weighted)",,
"Alabama","2018-05-19T00:00:00.000","AL","2018","20","25-44 years","47","2015-2019","Predicted (weighted)",,
"Alabama","2018-05-26T00:00:00.000","AL","2018","21","25-44 years","75","2015-2019","Predicted (weighted)",,
"Alabama","2018-06-02T00:00:00.000","AL","2018","22","25-44 years","63","2015-2019","Predicted (weighted)",,
"Alabama","2018-06-09T00:00:00.000","AL","2018","23","25-44 years","55","2015-2019","Predicted (weighted)",,
"Alabama","2018-06-16T00:00:00.000","AL","2018","24","25-44 years","62","2015-2019","Predicted (weighted)",,
"Alabama","2018-06-23T00:00:00.000","AL","2018","25","25-44 years","57","2015-2019","Predicted (weighted)",,
"Alabama","2018-06-30T00:00:00.000","AL","2018","26","25-44 years","51","2015-2019","Predicted (weighted)",,
"Alabama","2018-07-07T00:00:00.000","AL","2018","27","25-44 years","69","2015-2019","Predicted (weighted)",,
"Alabama","2018-07-14T00:00:00.000","AL","2018","28","25-44 years","60","2015-2019","Predicted (weighted)",,
"Alabama","2018-07-21T00:00:00.000","AL","2018","29","25-44 years","51","2015-2019","Predicted (weighted)",,
"Alabama","2018-07-28T00:00:00.000","AL","2018","30","25-44 years","50","2015-2019","Predicted (weighted)",,
"Alabama","2018-08-04T00:00:00.000","AL","2018","31","25-44 years","66","2015-2019","Predicted (weighted)",,
"Alabama","2018-08-11T00:00:00.000","AL","2018","32","25-44 years","56","2015-2019","Predicted (weighted)",,
"Alabama","2018-08-18T00:00:00.000","AL","2018","33","25-44 years","37","2015-2019","Predicted (weighted)",,
"Alabama","2018-08-25T00:00:00.000","AL","2018","34","25-44 years","47","2015-2019","Predicted (weighted)",,
"Alabama","2018-09-01T00:00:00.000","AL","2018","35","25-44 years","53","2015-2019","Predicted (weighted)",,
"Alabama","2018-09-08T00:00:00.000","AL","2018","36","25-44 years","54","2015-2019","Predicted (weighted)",,
"Alabama","2018-09-15T00:00:00.000","AL","2018","37","25-44 years","49","2015-2019","Predicted (weighted)",,
"Alabama","2018-09-22T00:00:00.000","AL","2018","38","25-44 years","56","2015-2019","Predicted (weighted)",,
"Alabama","2018-09-29T00:00:00.000","AL","2018","39","25-44 years","40","2015-2019","Predicted (weighted)",,
"Alabama","2018-10-06T00:00:00.000","AL","2018","40","25-44 years","54","2015-2019","Predicted (weighted)",,
"Alabama","2018-10-13T00:00:00.000","AL","2018","41","25-44 years","44","2015-2019","Predicted (weighted)",,
"Alabama","2018-10-20T00:00:00.000","AL","2018","42","25-44 years","38","2015-2019","Predicted (weighted)",,
"Alabama","2018-10-27T00:00:00.000","AL","2018","43","25-44 years","52","2015-2019","Predicted (weighted)",,
"Alabama","2018-11-03T00:00:00.000","AL","2018","44","25-44 years","44","2015-2019","Predicted (weighted)",,
"Alabama","2018-11-10T00:00:00.000","AL","2018","45","25-44 years","51","2015-2019","Predicted (weighted)",,
"Alabama","2018-11-17T00:00:00.000","AL","2018","46","25-44 years","50","2015-2019","Predicted (weighted)",,
"Alabama","2018-11-24T00:00:00.000","AL","2018","47","25-44 years","65","2015-2019","Predicted (weighted)",,
"Alabama","2018-12-01T00:00:00.000","AL","2018","48","25-44 years","48","2015-2019","Predicted (weighted)",,
"Alabama","2018-12-08T00:00:00.000","AL","2018","49","25-44 years","67","2015-2019","Predicted (weighted)",,
"Alabama","2018-12-15T00:00:00.000","AL","2018","50","25-44 years","52","2015-2019","Predicted (weighted)",,
"Alabama","2018-12-22T00:00:00.000","AL","2018","51","25-44 years","58","2015-2019","Predicted (weighted)",,
"Alabama","2018-12-29T00:00:00.000","AL","2018","52","25-44 years","63","2015-2019","Predicted (weighted)",,
"Alabama","2019-01-05T00:00:00.000","AL","2019","1","25-44 years","51","2015-2019","Predicted (weighted)",,
"Alabama","2019-01-12T00:00:00.000","AL","2019","2","25-44 years","57","2015-2019","Predicted (weighted)",,
"Alabama","2019-01-19T00:00:00.000","AL","2019","3","25-44 years","46","2015-2019","Predicted (weighted)",,
"Alabama","2019-01-26T00:00:00.000","AL","2019","4","25-44 years","52","2015-2019","Predicted (weighted)",,
"Alabama","2019-02-02T00:00:00.000","AL","2019","5","25-44 years","51","2015-2019","Predicted (weighted)",,
"Alabama","2019-02-09T00:00:00.000","AL","2019","6","25-44 years","60","2015-2019","Predicted (weighted)",,
"Alabama","2019-02-16T00:00:00.000","AL","2019","7","25-44 years","68","2015-2019","Predicted (weighted)",,
"Alabama","2019-02-23T00:00:00.000","AL","2019","8","25-44 years","44","2015-2019","Predicted (weighted)",,
"Alabama","2019-03-02T00:00:00.000","AL","2019","9","25-44 years","61","2015-2019","Predicted (weighted)",,
"Alabama","2019-03-09T00:00:00.000","AL","2019","10","25-44 years","48","2015-2019","Predicted (weighted)",,
"Alabama","2019-03-16T00:00:00.000","AL","2019","11","25-44 years","63","2015-2019","Predicted (weighted)",,
"Alabama","2019-03-23T00:00:00.000","AL","2019","12","25-44 years","51","2015-2019","Predicted (weighted)",,
"Alabama","2019-03-30T00:00:00.000","AL","2019","13","25-44 years","58","2015-2019","Predicted (weighted)",,
"Alabama","2019-04-06T00:00:00.000","AL","2019","14","25-44 years","51","2015-2019","Predicted (weighted)",,
"Alabama","2019-04-13T00:00:00.000","AL","2019","15","25-44 years","67","2015-2019","Predicted (weighted)",,
"Alabama","2019-04-20T00:00:00.000","AL","2019","16","25-44 years","43","2015-2019","Predicted (weighted)",,
"Alabama","2019-04-27T00:00:00.000","AL","2019","17","25-44 years","48","2015-2019","Predicted (weighted)",,
"Alabama","2019-05-04T00:00:00.000","AL","2019","18","25-44 years","72","2015-2019","Predicted (weighted)",,
"Alabama","2019-05-11T00:00:00.000","AL","2019","19","25-44 years","62","2015-2019","Predicted (weighted)",,
"Alabama","2019-05-18T00:00:00.000","AL","2019","20","25-44 years","53","2015-2019","Predicted (weighted)",,
"Alabama","2019-05-25T00:00:00.000","AL","2019","21","25-44 years","46","2015-2019","Predicted (weighted)",,
"Alabama","2019-06-01T00:00:00.000","AL","2019","22","25-44 years","68","2015-2019","Predicted (weighted)",,
"Alabama","2019-06-08T00:00:00.000","AL","2019","23","25-44 years","61","2015-2019","Predicted (weighted)",,
"Alabama","2019-06-15T00:00:00.000","AL","2019","24","25-44 years","51","2015-2019","Predicted (weighted)",,
"Alabama","2019-06-22T00:00:00.000","AL","2019","25","25-44 years","58","2015-2019","Predicted (weighted)",,
"Alabama","2019-06-29T00:00:00.000","AL","2019","26","25-44 years","42","2015-2019","Predicted (weighted)",,
"Alabama","2019-07-06T00:00:00.000","AL","2019","27","25-44 years","61","2015-2019","Predicted (weighted)",,
"Alabama","2019-07-13T00:00:00.000","AL","2019","28","25-44 years","62","2015-2019","Predicted (weighted)",,
"Alabama","2019-07-20T00:00:00.000","AL","2019","29","25-44 years","58","2015-2019","Predicted (weighted)",,
"Alabama","2019-07-27T00:00:00.000","AL","2019","30","25-44 years","52","2015-2019","Predicted (weighted)",,
"Alabama","2019-08-03T00:00:00.000","AL","2019","31","25-44 years","44","2015-2019","Predicted (weighted)",,
"Alabama","2019-08-10T00:00:00.000","AL","2019","32","25-44 years","58","2015-2019","Predicted (weighted)",,
"Alabama","2019-08-17T00:00:00.000","AL","2019","33","25-44 years","44","2015-2019","Predicted (weighted)",,
"Alabama","2019-08-24T00:00:00.000","AL","2019","34","25-44 years","50","2015-2019","Predicted (weighted)",,
"Alabama","2019-08-31T00:00:00.000","AL","2019","35","25-44 years","61","2015-2019","Predicted (weighted)",,
"Alabama","2019-09-07T00:00:00.000","AL","2019","36","25-44 years","59","2015-2019","Predicted (weighted)",,
"Alabama","2019-09-14T00:00:00.000","AL","2019","37","25-44 years","46","2015-2019","Predicted (weighted)",,
"Alabama","2019-09-21T00:00:00.000","AL","2019","38","25-44 years","53","2015-2019","Predicted (weighted)",,
"Alabama","2019-09-28T00:00:00.000","AL","2019","39","25-44 years","61","2015-2019","Predicted (weighted)",,
"Alabama","2019-10-05T00:00:00.000","AL","2019","40","25-44 years","61","2015-2019","Predicted (weighted)",,
"Alabama","2019-10-12T00:00:00.000","AL","2019","41","25-44 years","55","2015-2019","Predicted (weighted)",,
"Alabama","2019-10-19T00:00:00.000","AL","2019","42","25-44 years","54","2015-2019","Predicted (weighted)",,
"Alabama","2019-10-26T00:00:00.000","AL","2019","43","25-44 years","62","2015-2019","Predicted (weighted)",,
"Alabama","2019-11-02T00:00:00.000","AL","2019","44","25-44 years","58","2015-2019","Predicted (weighted)",,
