"data_as_of","start_week","end_week","group","year","month","hhs_region","state","place_of_death","age_group","covid_19_deaths","total_deaths","pneumonia","pneumonia_and_covid","influenza_deaths","pneumonia_influenza_or_covid","footnote"
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, inpatient","65-74 years","185048","694946","187113","117063","1818","256719",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, inpatient","75-84 years","181910","711574","193614","114605","1828","262580",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, inpatient","85 years and over","124588","542956","143120","76516","1435","192512",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, outpatient or emergency room","All Ages","36857","527610","27697","11860","566","53217",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, outpatient or emergency room","0-17 years","313","17006","466","58","71","786",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, outpatient or emergency room","18-29 years","671","27026","384","144","21","932",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, outpatient or emergency room","30-39 years","1536","33198","866","392","32","2040",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, outpatient or emergency room","40-49 years","3025","42716","1630","856","48","3845",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, outpatient or emergency room","50-64 years","9106","123379","5475","2627","136","12076",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, outpatient or emergency room","65-74 years","8234","111943","6146","2708","104","11768",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, outpatient or emergency room","75-84 years","7912","100018","6768","2867","91","11893",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, outpatient or emergency room","85 years and over","6060","72324","5962","2208","63","9877",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, dead on arrival","All Ages","1019","24142","597","255","20","1381",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, dead on arrival","0-17 years","16","793","18","4","2","32",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, dead on arrival","18-29 years","16","1881","15","3","1","29",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, dead on arrival","30-39 years","54","2169","24","9","1","70",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, dead on arrival","40-49 years","93","2386","44","21","2","118",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, dead on arrival","50-64 years","288","6146","150","70","4","372",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, dead on arrival","65-74 years","218","4576","123","57","2","286",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, dead on arrival","75-84 years","197","3638","131","57","6","277",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Healthcare setting, dead on arrival","85 years and over","137","2553","92","34","2","197",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Decedent's home","All Ages","97485","2983609","68790","26084","2137","141399",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Decedent's home","0-17 years","165","13446","291","34","32","453",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Decedent's home","18-29 years","983","46997","670","222","31","1452",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Decedent's home","30-39 years","2707","81126","1337","566","76","3540",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Decedent's home","40-49 years","5591","125133","2575","1141","154","7112",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Decedent's home","50-64 years","19130","535399","10046","3981","600","25525",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Decedent's home","65-74 years","18323","635593","12386","4490","461","26459",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Decedent's home","75-84 years","22508","728909","17752","6790","397","33685",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Decedent's home","85 years and over","28078","817006","23733","8860","386","43173",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Hospice facility","All Ages","33737","539828","40807","15701","592","59395",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Hospice facility","0-17 years","3","332","11","1","1","14",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Hospice facility","18-29 years","28","1195","57","10","0","75",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Hospice facility","30-39 years","106","4158","164","37","3","236",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Hospice facility","40-49 years","304","11080","429","118","4","619",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Hospice facility","50-64 years","2631","74172","3897","1158","66","5433",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Hospice facility","65-74 years","5546","114936","7455","2521","108","10579",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Hospice facility","75-84 years","10658","154266","12588","5101","185","18318",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Hospice facility","85 years and over","14461","179689","16206","6755","225","24121",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Nursing home/long term care facility","All Ages","150464","1375171","76455","33683","944","194116",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Nursing home/long term care facility","0-17 years","2","89","9","1","0","10",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Nursing home/long term care facility","18-29 years","35","601","43","11","0","67",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Nursing home/long term care facility","30-39 years","96","2078","127","27","1","197",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Nursing home/long term care facility","40-49 years","378","6617","324","92","2","612",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Nursing home/long term care facility","50-64 years","5430","73815","3760","1345","47","7889",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Nursing home/long term care facility","65-74 years","16664","178200","9236","3741","97","22250",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Nursing home/long term care facility","75-84 years","40379","366965","20251","9196","232","51656",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Nursing home/long term care facility","85 years and over","87480","746806","42705","19270","565","111435",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Other","All Ages","22117","622287","15544","6737","213","31111",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Other","0-17 years","30","8566","51","11","5","75",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Other","18-29 years","250","56245","208","51","10","417",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Other","30-39 years","553","59015","432","139","10","856",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Other","40-49 years","941","53032","653","262","13","1344",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Other","50-64 years","2835","104888","2074","921","40","4019",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Other","65-74 years","2979","74738","2366","1081","41","4296",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Other","75-84 years","4908","96311","3542","1591","40","6895",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Other","85 years and over","9621","169492","6218","2681","54","13209",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Place of death unknown","All Ages","120","1362","92","50","1","163",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Place of death unknown","0-17 years","0","33","1","0","0","1",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Place of death unknown","18-29 years","0","79","2","0","0","2",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Place of death unknown","30-39 years","2","117","1","1","0","2",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Place of death unknown","40-49 years","1","107","2","1","0","2",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Place of death unknown","50-64 years","14","281","9","4","0","19",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Place of death unknown","65-74 years","25","213","17","10","1","33",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Place of death unknown","75-84 years","36","254","29","17","0","48",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"0","United States","Place of death unknown","85 years and over","42","278","31","17","0","56",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Total - All Places of Death","All Ages","19880","167974","14242","6907","205","27393",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Total - All Places of Death","0-17 years","15","1885","31",,,"46","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Total - All Places of Death","18-29 years","131","3241","97","51",,"182","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Total - All Places of Death","30-39 years","391","4844","267","140",,"525","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Total - All Places of Death","40-49 years","1018","8130","622","350",,"1298","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Total - All Places of Death","50-64 years","4344","31965","2891","1537","69","5758",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Total - All Places of Death","65-74 years","5102","37803","3724","1829","45","7039",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Total - All Places of Death","75-84 years","5127","41963","3869","1848","41","7183",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Total - All Places of Death","85 years and over","3752","38143","2741","1149","24","5362",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, inpatient","All Ages","15170","55342","11938","6113","154","21125",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, inpatient","0-17 years","10","901","11",,,"21","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, inpatient","18-29 years","95","639","75","42",,"130","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, inpatient","30-39 years","297","1337","227","125",,"404","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, inpatient","40-49 years","838","2878","543","316",,"1071","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, inpatient","50-64 years","3653","12658","2547","1425","50","4816",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, inpatient","65-74 years","4224","14791","3261","1673","36","5845",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, inpatient","75-84 years","3927","13721","3277","1646","37","5589",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, inpatient","85 years and over","2126","8417","1997","885","14","3249",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, outpatient or emergency room","All Ages","728","12573","356","118","13","979",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, outpatient or emergency room","0-17 years",,"471",,"0",,"12","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, outpatient or emergency room","18-29 years","16","535",,,,"18","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, outpatient or emergency room","30-39 years","29","767","13",,"0","41","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, outpatient or emergency room","40-49 years","68","1150","23","12",,"81","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, outpatient or emergency room","50-64 years","197","3151","85","32",,"255","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, outpatient or emergency room","65-74 years","180","2852","82","25",,"240","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, outpatient or emergency room","75-84 years","130","2283","69","25","0","174",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, outpatient or emergency room","85 years and over","106","1364","73","22",,"158","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, dead on arrival","All Ages","12","252",,,"0","16","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, dead on arrival","0-17 years",,"16",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, dead on arrival","18-29 years","0","19","0","0","0","0",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, dead on arrival","30-39 years","0","24","0","0","0","0",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, dead on arrival","40-49 years",,"27","0","0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, dead on arrival","50-64 years",,"58","0","0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, dead on arrival","65-74 years",,"50","0","0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, dead on arrival","75-84 years",,"34","0","0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Healthcare setting, dead on arrival","85 years and over",,"24",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Decedent's home","All Ages","1762","66006","781","300","23","2265",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Decedent's home","0-17 years",,"259",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Decedent's home","18-29 years","15","740","11",,,"22","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Decedent's home","30-39 years","55","1395","20","13",,"64","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Decedent's home","40-49 years","94","2686","33","17","0","110",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Decedent's home","50-64 years","339","12042","129","45","12","435",
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Decedent's home","65-74 years","369","14741","168","67",,"473","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Decedent's home","75-84 years","459","17660","208","79",,"589","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Decedent's home","85 years and over","429","16483","205","73",,"563","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Hospice facility","All Ages","237","6225","413","109",,"546","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Hospice facility","0-17 years","0","10",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Hospice facility","18-29 years","0","12",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Hospice facility","30-39 years",,"64",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Hospice facility","40-49 years",,"148",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Hospice facility","50-64 years","33","973","58","13",,"79","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Hospice facility","65-74 years","45","1380","92","23",,"115","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Hospice facility","75-84 years","73","1876","130","35",,"169","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2022-08-24T00:00:00.000","2020-01-01T00:00:00.000","2022-08-20T00:00:00.000","By Total",,,"4","Alabama","Hospice facility","85 years and over","84","1762","126","38",,"174","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
