"indicator","panel","panel_num","unit","unit_num","stub_name","stub_name_num","stub_label","stub_label_num","year","year_num","age","age_num","estimate","se","flag"
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex","2","Female","2.2","1999-2002","2","20 years and over","1","35.7","1.2",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex","2","Female","2.2","2001-2004","3","20 years and over","1","36.1","1.2",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex","2","Female","2.2","2003-2006","4","20 years and over","1","36.5","1.2",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex","2","Female","2.2","2005-2008","5","20 years and over","1","35.2","1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex","2","Female","2.2","2007-2010","6","20 years and over","1","33.7","0.9",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex","2","Female","2.2","2009-2012","7","20 years and over","1","32.8","1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex","2","Female","2.2","2011-2014","8","20 years and over","1","31.7","1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex","2","Female","2.2","2013-2016","9","20 years and over","1","31","1.2",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex","2","Female","2.2","2015-2018","10","20 years and over","1","29.4","1.2","."
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: White only","3.11","1988-1994","1","20 years and over","1","43.1","1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: White only","3.11","1999-2002","2","20 years and over","1","34.6","1.1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: White only","3.11","2001-2004","3","20 years and over","1","33.9","0.9",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: White only","3.11","2003-2006","4","20 years and over","1","33.2","1.1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: White only","3.11","2005-2008","5","20 years and over","1","32.1","1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: White only","3.11","2007-2010","6","20 years and over","1","31.4","1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: White only","3.11","2009-2012","7","20 years and over","1","31.2","1.2",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: White only","3.11","2011-2014","8","20 years and over","1","30","1.1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: White only","3.11","2013-2016","9","20 years and over","1","28.8","0.9",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: White only","3.11","2015-2018","10","20 years and over","1","27.8","1.2","."
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: White only","3.111","1988-1994","1","20 years and over","1","37.3","1.1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: White only","3.111","1999-2002","2","20 years and over","1","29.6","1.2",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: White only","3.111","2001-2004","3","20 years and over","1","28","1.1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: White only","3.111","2003-2006","4","20 years and over","1","26.8","1.2",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: White only","3.111","2005-2008","5","20 years and over","1","26","1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: White only","3.111","2007-2010","6","20 years and over","1","25.5","1.4",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: White only","3.111","2009-2012","7","20 years and over","1","26.2","1.5",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: White only","3.111","2011-2014","8","20 years and over","1","25.6","1.2",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: White only","3.111","2013-2016","9","20 years and over","1","23.6","1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: White only","3.111","2015-2018","10","20 years and over","1","23.4","1.4","."
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: White only","3.112","1988-1994","1","20 years and over","1","48.7","1.3",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: White only","3.112","1999-2002","2","20 years and over","1","39.5","1.6",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: White only","3.112","2001-2004","3","20 years and over","1","39.8","1.5",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: White only","3.112","2003-2006","4","20 years and over","1","39.6","1.7",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: White only","3.112","2005-2008","5","20 years and over","1","37.8","1.6",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: White only","3.112","2007-2010","6","20 years and over","1","36.9","1.3",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: White only","3.112","2009-2012","7","20 years and over","1","36","1.4",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: White only","3.112","2011-2014","8","20 years and over","1","34.3","1.4",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: White only","3.112","2013-2016","9","20 years and over","1","33.8","1.4",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: White only","3.112","2015-2018","10","20 years and over","1","31.9","1.7","."
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Black or African American only","3.12","1988-1994","1","20 years and over","1","33.9","0.9",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Black or African American only","3.12","1999-2002","2","20 years and over","1","27.6","1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Black or African American only","3.12","2001-2004","3","20 years and over","1","24.2","1.1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Black or African American only","3.12","2003-2006","4","20 years and over","1","22.7","1.1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Black or African American only","3.12","2005-2008","5","20 years and over","1","23.3","1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Black or African American only","3.12","2007-2010","6","20 years and over","1","22.7","0.8",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Black or African American only","3.12","2009-2012","7","20 years and over","1","21.7","0.9",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Black or African American only","3.12","2011-2014","8","20 years and over","1","22","1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Black or African American only","3.12","2013-2016","9","20 years and over","1","22.5","1.1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Black or African American only","3.12","2015-2018","10","20 years and over","1","22.4","1.1","."
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Black or African American only","3.121","1988-1994","1","20 years and over","1","40.1","1.2",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Black or African American only","3.121","1999-2002","2","20 years and over","1","34.7","1.8",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Black or African American only","3.121","2001-2004","3","20 years and over","1","30.8","2",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Black or African American only","3.121","2003-2006","4","20 years and over","1","27","2",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Black or African American only","3.121","2005-2008","5","20 years and over","1","26.7","1.6",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Black or African American only","3.121","2007-2010","6","20 years and over","1","28.5","1.1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Black or African American only","3.121","2009-2012","7","20 years and over","1","28","1.1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Black or African American only","3.121","2011-2014","8","20 years and over","1","29","1.3",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Black or African American only","3.121","2013-2016","9","20 years and over","1","28.4","1.6",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Black or African American only","3.121","2015-2018","10","20 years and over","1","26.4","1.7","."
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: Black or African American only","3.122","1988-1994","1","20 years and over","1","29.2","1.2",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: Black or African American only","3.122","1999-2002","2","20 years and over","1","21.6","1.4",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: Black or African American only","3.122","2001-2004","3","20 years and over","1","18.9","1.5",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: Black or African American only","3.122","2003-2006","4","20 years and over","1","19.2","1.5",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: Black or African American only","3.122","2005-2008","5","20 years and over","1","20.4","1.3",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: Black or African American only","3.122","2007-2010","6","20 years and over","1","17.9","1.1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: Black or African American only","3.122","2009-2012","7","20 years and over","1","16.4","1.1",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: Black or African American only","3.122","2011-2014","8","20 years and over","1","16","1.2",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: Black or African American only","3.122","2013-2016","9","20 years and over","1","17.6","1.2",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: Black or African American only","3.122","2015-2018","10","20 years and over","1","19.2","1.2","."
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Asian only","3.13","1988-1994","1","20 years and over","1",,,"---"
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Asian only","3.13","1999-2002","2","20 years and over","1",,,"---"
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Asian only","3.13","2001-2004","3","20 years and over","1",,,"---"
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Asian only","3.13","2003-2006","4","20 years and over","1",,,"---"
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Asian only","3.13","2005-2008","5","20 years and over","1",,,"---"
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Asian only","3.13","2007-2010","6","20 years and over","1",,,"---"
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Asian only","3.13","2009-2012","7","20 years and over","1",,,"---"
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Asian only","3.13","2011-2014","8","20 years and over","1","55.7","1.3",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Asian only","3.13","2013-2016","9","20 years and over","1","53.8","1.2",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Race and Hispanic origin","3","Not Hispanic or Latino: Asian only","3.13","2015-2018","10","20 years and over","1","48.1","1.3","."
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Asian only","3.131","1988-1994","1","20 years and over","1",,,"---"
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Asian only","3.131","1999-2002","2","20 years and over","1",,,"---"
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Asian only","3.131","2001-2004","3","20 years and over","1",,,"---"
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Asian only","3.131","2003-2006","4","20 years and over","1",,,"---"
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Asian only","3.131","2005-2008","5","20 years and over","1",,,"---"
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Asian only","3.131","2007-2010","6","20 years and over","1",,,"---"
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Asian only","3.131","2009-2012","7","20 years and over","1",,,"---"
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Asian only","3.131","2011-2014","8","20 years and over","1","50.2","2.2",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Asian only","3.131","2013-2016","9","20 years and over","1","47.4","1.9",
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Male: Not Hispanic or Latino: Asian only","3.131","2015-2018","10","20 years and over","1","41.9","1.7","."
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: Asian only","3.132","1988-1994","1","20 years and over","1",,,"---"
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: Asian only","3.132","1999-2002","2","20 years and over","1",,,"---"
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: Asian only","3.132","2001-2004","3","20 years and over","1",,,"---"
"Normal weight, overweight, and obesity among adults aged 20 and over","Normal weight (BMI from 18.5 to 24.9)","1","Percent of population, age-adjusted","1","Sex and race and Hispanic origin","4","Female: Not Hispanic or Latino: Asian only","3.132","2003-2006","4","20 years and over","1",,,"---"
