"name","description","url","vendor","alt_names_keywords","subjects","new","trial","popular"
"IndexCat","A multi-part printed bibliography or list of items in the Library of the Surgeon-General's Office. It is an important resource for researchers in the history of medicine, history of science, and for clinical research.","http://indexcat.nlm.nih.gov/","NLM-NIH",,"History of Medicine","No","No","No"
"Industrial and Applied Microbiology Abstracts (Microbiology A)","(1982 - Present) Significant findings and practical applications in agricultural, food and beverage, chemical, and pharmaceutical industries are assembled in this database.","https://search.proquest.com/microbiologya/advanced?accountid=26724","ProQuest",,"Environmental Science, Occupational Health and Mining","No","No","No"
"Integrated Risk Information System (IRIS)","This database is being retired. For more information please see <a href=""https://www.nlm.nih.gov/toxnet/index.html"">https://www.nlm.nih.gov/toxnet/index.html</a>","https://www.epa.gov/iris","TOXNET",,"Chemicals and Toxicology, Environmental Science","No","No","No"
"Journal of Visualized Experiments (JoVE)","JoVE is the first scientific video journal dedicated to help scientists advance their research by increasing productivity, efficiency, and reproducibility. Access is by ""Section"" The CDC Stephen B. Thacker library subscribes to all 13 sections.","http://www.jove.com/","JOVE",,"Full-Text Journals","No","No","No"
"JSTOR","An archive of important scholarly journals. JSTOR spans many disciplines and includes some open access content. CDC collection focuses on Biological Sciences, Math and Statistics.","http://www.jstor.org","JSTOR",,"Full-Text Journals","No","No","No"
"Library & Information Science Source","Includes full text for more than 460 publications and indexing for hundreds of journals, books, research reports and proceedings. Coverage includes reference, information retrieval, taxonomy,  information management, bibliometrics and more.","http://search.ebscohost.com/login.aspx?authtype=ip,uid&custid=s8895761&profile=ehost&defaultdb=lls&groupid=main","EBSCOhost",,"Bibliometrics","No","No","No"
"LILACS","(1982 - Present) Health care database produced by the Pan American Health Organization","http://lilacs.bvsalud.org/en/","Virtual Health Library",,"Area Studies, Technical Reports, Systematic Reviews","No","No","No"
"Linscott's Directory of Immunological and Biological Reagents","Find antibody suppliers for thousands of specific antibodies. Plus locate sources for ELISA assay kits, cytokines, enzymes, recombinant proteins, siRNAs, tissues, organs, custom antibody services and more.","https://www.linscottsdirectory.com/","Linscotts Directory",,"Directories","No","No","No"
"MEDLINEplus","NIH's Web site for the general public. It provides information about diseases, conditions, and wellness issues in easily understood language.","http://www.nlm.nih.gov/medlineplus","NLM-NIH",,"General Health Sciences,  Public Health Law, Health Administration","No","No","No"
"National Ag Safety Database (NASD)","(1994 - Present) NASD, is a collection of publications about agricultural safety and health. The publications are contributed by safety specialists in many different states and agencies.","http://www.nasdonline.org/","NASD",,"Environmental Science, Occupational Health and Mining, Agriculture","No","No","No"
"NTIS from (EBSCOhost)","EBSCOhost interface to the NTIS database allows for more sophisticated search strategies and other enhanced features. Include the ability to save and share records, exportation of citations to bibliographic utilities such as EndNote and Get It At CDC.","http://search.ebscohost.com/login.aspx?authtype=ip,uid&custid=s8895761&profile=ehost&defaultdb=nts&groupid=main","EBSCOhost",,"Environmental Science, Occupational Health and Mining","No","No","No"
"National Technical Information Service (NTRL)","NTIS is the largest central resource for government-funded scientific, technical, engineering, and business related information available today. Also referred to the National Technical Reports Library.","https://ntrl.ntis.gov/NTRL/","NTIS",,"Technical Reports","No","No","No"
"NCJRS","(1972 - Present) The NCJRS Abstracts Database contains summaries of the more than 220,000 criminal justice, juvenile justice, and substance abuse resources housed in the NCJRS Library collection.","https://www.ncjrs.gov/app/abstractdb/abstractdbsearch.aspx","NCJRS Abstracts Database",,"Social and Behavioral Sciences, Public Health Law, Health Administration","No","No","No"
"NIOSH/OMSHR Mining","(1996 - Present) A searchable database of NIOSH/OMSHR Mining web site content (including web pages and downloadable publications.","http://wwwn.cdc.gov/niosh-mining/","NIOSH",,"Environmental Science, Occupational Health and Mining","No","No","No"
"NIOSHTIC-2","(1930 - Present) A searchable bibliographic database of occupational safety and health publications supported in whole or in part by NIOSH","http://www2a.cdc.gov/nioshtic-2/default.asp","NIOSH",,"Environmental Science, Occupational Health and Mining","No","No","No"
"NTL Digital Repository","Resources in the NTL Digital Collection are primarily technical, research and policy documents provided by federal, state, local, tribal and other government agencies.","https://rosap.ntl.bts.gov/","NTL",,"Public Health Law, Health Administration","No","No","No"
"OncoLink","OncoLink was founded by Penn cancer specialists with a mission to help cancer patients, families, health care professionals and the general public get accurate cancer-related information.","http://www.oncolink.org/","OncoLink",,"General Health Sciences","No","No","No"
"One Petro","Online library of technical conferences and journal literature for the oil and gas exploration and production industry.","https://www.onepetro.org/","One Petro",,"Environmental Science, Occupational Health and Mining, Technical Reports","No","No","No"
"OneMine.org","This database is a global mining and minerals library and is citation only without membership.","http://www.onemine.org/","Society of Mining Engineers",,"Environmental Science, Occupational Health and Mining","No","No","No"
"Open Access Theses and Dissertations","Aims to be the best possible resource for finding open access graduate theses and dissertations published around the world. Metadata (information about the theses) comes from over 600 colleges, universities, and research institutions.","http://www.oatd.org/","OATD",,"Gray Literature","No","No","No"
"OSH References Collection Search(CCOHS)","(Current) Entity of Canada's National Occupational Health & Safety resource database. Collection of bibliographic databases provides access to international sources of OSH-related information. If prompted, Username: CDCAtlanta , Password: BA92989GA. Access is limited to 5 concurrent users with these credentials.","http://ccinfoweb.ccohs.ca/bibliographic/search.html","CCOHS",,"Environmental Science, Occupational Health and Mining","No","No","No"
"OVID","All CDC Library Ovid database subscriptions, including CAB Abstracts, Embase, Medline and PsycInfo.","http://ovidsp.ovid.com/autologin.html","Ovid",,"General Health Sciences, Environmental Science, Occupational Health and Mining, Social and Behavioral Sciences, Public Health Law, Health Administration, E-Books","No","No","No"
"Ovid Clinical Edge","A clinical search tool. Filter results by review articles, clinical trials, diagnosis, treatments. US physicians can earn AMA credits by researching a clinical topic.  Includes are quarterly updated Evidence-Based Guidelines and clearinghouse documents. Formerly called OvidMD.","https://cdcmd.ovidds.com/","Ovid",,"General Health Sciences, E-Books, Clinical Tools, Continuing Education","No","No","No"
"Oxford Bibliographies","Over 150 annotated bibliographies in Public Health topics.","http://www.oxfordbibliographies.com/","Oxford Bibliographies",,"Bibliographies, History of  Medicine","No","No","No"
"Patent Search - International","(1863 - Present) Access more than 70 million patent documents worldwide containing information about inventions and technical developments from 1836 to today","http://www.epo.org/searching/free.html","European Patent Office",,"Business and Economics","No","No","No"
"Patent Search - US","(1790 - Present) The PATFT database includes full text U.S. patents (including utility, design, reissue, plant patents and SIR documents) from 1790 to the present.","http://patft.uspto.gov/","USPTO",,"Business and Economics, Technical Reports","No","No","No"
"PTSDpubs (PILOTS)","(1871 - Present) A bibliographic database, covering the Published International Literature On Traumatic Stress, sponsored by the U.S. Department of Veterans Affairs.","http://search.proquest.com/pilots?accountid=26724","National Center for PTSD",,"Social and Behavioral Sciences","No","No","No"
"PMC (PubMed Central)","PMC is a free full-text archive of biomedical and life sciences journal literature from the U.S. National Library of Medicine.  Please note that PubMed has changed their login procedure. To login, select “more login options” from https://account.ncbi.nlm.nih.gov/ and search to find Health and Human Services (HHS) or use a 3rd party login option described on the FAQ page - https://ncbiinsights.ncbi.nlm.nih.gov/ncbi-login-retirement-faqs/. Also see <a href=""https://intranet.cdc.gov/library/databases/a-z/NCBI_login.html"">https://intranet.cdc.gov/library/databases/a-z/NCBI_login.html</a>.","http://www.ncbi.nlm.nih.gov/pmc/","NLM-NIH",,"General Health Sciences,  Public Health Law, Health Administration","No","No","No"
"POISINDEX  (Micromedex)","Access DrugDex and PoisIndex in Micromedex by clicking on Tox & Drug Product Lookup.  You can then search in the text box for drug products by name, code, product ID, or active substance.","http://www.micromedexsolutions.com/micromedex2/librarian/","IBM Watson Health information",,"Chemicals and Toxicology","No","No","No"
"Pollution Abstracts","Combines information on scientific research and government policies and provides fast access to the environmental information necessary to resolve day-to-day problems, ensure ongoing compliance  and handle emergency situations more effectively.","https://search.proquest.com/pollution/advanced?accountid=26724","ProQuest",,"Environmental Science, Occupational Health and Mining","No","No","No"
"Population Index","(1986 - 2000) Database to the world's population literature; published books, journal articles, working papers, and other materials on population topics.","http://popindex.princeton.edu/search/index.html","Princeton University",,"Technical Reports, Gray Literature, Bibliographies","No","No","No"
"PsycARTICLES (OVID)","A leading full text source for academic, research and practice literature in psychology and is a key resource for infomation in behavioral science.","http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=main&D=paovft","Ovid",,"Social and Behavioral Sciences","No","No","No"
"Psychiatry Online","Access to DSM-5 Library, Journals, Textbooks, American Psychiatric Association Practice Guidelines, Self-assessment tools, and Clinical and research news.","http://psychiatryonline.org/index.aspx","Psychiatry Online",,"Social and Behavioral Sciences, Public Health Law, Health Administration","No","No","No"
"Red Book (Micromedex)","Search for prescription or over the counter medications, nutraceuticals, bulk chemicals, medical devices or supplies by product name or manufacturer. Search for a specific active ingredient in the product or by a specific code (such as NDC, UPC, or HRI).","http://www.micromedexsolutions.com/micromedex2/librarian/ND_T/evidencexpert/ND_PR/evidencexpert/CS/335E6D/ND_AppProduct/evidencexpert/DUPLICATIONSHIELDSYNC/3CB8B3/ND_PG/evidencexpert/ND_B/evidencexpert/ND_P/evidencexpert/PFActionId/redbook.FindRedBook","IBM Watson Health information",,"Chemicals and Toxicology","No","No","No"
"REHADAT","Information system supporting the vocational integration of disabled persons that has been commissioned by the Bundesministerium fur Arbeit und Soziales (Federal Ministry of Labour and Social Affairs).","https://www.rehadat.de/en","REHADAT",,"Occupational Health and Mining","No","No","No"
"RePORTER","(1972 - Present) ""Provides access to reports, data, and analyses of NIH research activities, including information on NIH expenditures and the results of NIH supported research""","http://projectreporter.nih.gov/reporter.cfm","NLM-NIH",,"Business and Economics","No","No","No"
"REPRORISK - REPROTOX - REPROTEXT","(Current) Please enter your email address and register to use the full functionality.","http://www.rightanswerknowledge.com","RightAnswer",,"Chemicals and Toxicology","No","No","No"
"Risk Abstracts","(1990 - Present) Risk Abstracts encompasses risk arising from industrial, technological, environmental, and other sources, with an emphasis on assessment and management of risk.","https://search.proquest.com/riskabstracts/advanced?accountid=26724","ProQuest",,"Environmental Science, Occupational Health and Mining","No","No","No"
"RTECS Search","RTECS (Registry of Toxic Effects of Chemical Substances) is a database of critical toxicity data on more than 165,000 chemical substances in the Registry of Toxic Effects of Chemicals. If prompted, Username: CDCAtlanta , Password: BA92989GA. Access is limited to 5 concurrent users with these credentials.","http://ccinfoweb.ccohs.ca/rtecs/search.html","CCOHS",,"Chemicals and Toxicology","No","No","No"
"SafetyLit","Journal articles relevant to injury prevention and safety promotion. Includes summaries of reports about injury occurrence and risk factors.","http://www.safetylit.org/basicsearch","SafetyLit",,"Environmental Science, Occupational Health and Mining","No","No","No"
"Sage Research Methods","Covers more than 800 books, reference works and journal articles on writing research questions, conducting literature reviews, choosing research methods, collecting and analyzing data, and writing up findings in science, technology and medicine.","http://methods.sagepub.com/","Sage",,"Social and Behavioral Sciences","No","No","No"
"Science Inventory","(Current) The Science Inventory is a searchable database of EPA science activities and scientific and technical products conducted by EPA and through EPA-funded assistance agreements","http://cfpub.epa.gov/si/","EPA",,"Environmental Science, Occupational Health and Mining","No","No","No"
"Science.gov","(2001 - Present) U.S. government science information, including research and development results.","http://www.science.gov/","Science.gov",,"General Health Sciences","No","No","No"
"SciTech Connect","(1949 - Present). Contains all the full-text documents and citations previously found in Information Bridge and Energy Citations Database. SciTech encompasses sixty-five years of energy-related citations created and/or collected by OSTI.","http://www.osti.gov/scitech/","Department of Energy",,"Environmental Science, Occupational Health and Mining, Technical Reports, Bibliographies","No","No","No"
"Sociological Abstracts","(1952 - Present).  Covers sociology and related disciplines. Provide abstracts for journal articles, books, book chapters, dissertations, conference papers and working papers in the social and behavioral sciences. Includes Full-text where available.","https://search.proquest.com/socabs?accountid=26724","ProQuest",,"Social and Behavioral Sciences","No","No","No"
"Sustainability Science Abstracts","(1995 - Present) This database explores all aspects of sustainable development, human population and demography topics, as well as societal issues involving natural resource management.","https://search.proquest.com/ssamodule/advanced?accountid=26724","ProQuest",,"Environmental Science, Occupational Health and Mining, Social and Behavioral Sciences","No","No","No"
"Toxicology Abstracts","(1981 - Present) Comprehensive resource for toxicology professionals. The database covers issues from social poisons and substance abuse to natural toxins, from legislation and recommended standards to environmental issues.","https://search.proquest.com/toxicologyabstracts/advanced?accountid=26724","ProQuest",,"Environmental Science, Occupational Health and Mining, Chemicals and Toxicology","No","No","No"
"TOXLINE","TOXLINE has been incorporated into the new PubMed. For more information see <a href=""https://www.nlm.nih.gov/toxnet/index.html"">https://www.nlm.nih.gov/toxnet/index.html</a>","https://pubmed.ncbi.nlm.nih.gov/?term=tox+%5Bsubset%5D+AND+","TOXNET",,"Chemicals and Toxicology","No","No","No"
"Toxics Release Inventory (TRI)","TRI is being retired.  For more information see <a href=""https://www.nlm.nih.gov/toxnet/index.html"">https://www.nlm.nih.gov/toxnet/index.html</a>.","https://www.epa.gov/toxics-release-inventory-tri-program","TOXNET",,"Environmental Science, Occupational Health and Mining, Chemicals and Toxicology","No","No","No"
"TOXLINE (ProQuest)","(1999 - Present) Produced by NLM, this database provides bibliographic citations and abstracts from the core journal literature in all areas of toxicology, including chemicals and pharmaceuticals, pesticides, environmental pollutants and more.","https://search.proquest.com/toxline?accountid=26724","ProQuest",,"Chemicals and Toxicology","No","No","No"
"TOXMAP","TOXMAP  is being retired. For more information see <a href=""https://www.nlm.nih.gov/toxnet/index.html"">https://www.nlm.nih.gov/toxnet/index.html</a>","https://www.epa.gov/geospatial","TOXNET",,"Chemicals and Toxicology","No","No","No"
"TOXNET","This is no longer maintained by NIH. It has been integrated into other resources. Please visit their web page for more information.","https://www.nlm.nih.gov/toxnet/index.html","TOXNET",,"Chemicals and Toxicology","No","No","No"
"TRID Online","(1960 -  Present) Published transportation research including technical reports, books, conference proceedings and journal articles. Formerly known as TRIS.","http://trid.trb.org/","TRB",,"Environmental Science, Occupational Health and Mining, Technical Reports","No","No","No"
"US Newsstream","Current U.S. news content and archives back to the 1980s. Features top newspapers, wires, broadcast transcripts, blogs, and news sites in full-text. Publications include The New York Times, Wall Street Journal and other  leading US newspapers.","https://search.proquest.com/usnews?accountid=26724","ProQuest",,"News","No","No","No"
"Water Resources Abstracts","(1967 - Present). Summaries of the world's technical and scientific literature on water-related topics covering the characteristics, conservation, control, pollution, treatment, use and management of water resources.","https://search.proquest.com/waterresources/advanced?accountid=26724","ProQuest",,"Environmental Science, Occupational Health and Mining, Technical Reports","No","No","No"
"AGRICOLA (ProQuest)","Bibliographic database consisting of literature citations for journal articles, monographs, proceedings, theses, patents, translations, audiovisual materials, computer software, and technical reports pertaining to all aspects of agriculture.","https://search.proquest.com/agricola/advanced?accountid=26724","ProQuest",,"Agriculture","No","No","No"
"Africa-Wide Information","A multidisciplinary index to research and publications by Africans and about Africa. Produced by NISC South Africa.","https://search.ebscohost.com/login.aspx?authtype=ip,uid&custid=s8895761&profile=ehost&defaultdb=awn&groupid=main","EBSCOhost",,"Area Studies","No","No","No"
"DynaMed Plus","A clinical reference database used primarily as a point-of-care tool.","https://search.ebscohost.com/login.aspx?authtype=ip,uid&custid=s8895761&profile=dmp&groupid=main","EBSCOhost",,"Clinical Tools","No","No","No"
"CEA Registry","Comprehensive database of 5,655 cost-utility analyses on a variety of diseases and treatments. Users must first register with the activation code 7656897.","https://cevr.tuftsmedicalcenter.org/databases/cea-registry","Tufts University",,"Cost Effectiveness","No","No","No"
"Covidence","A systematic reviews tool for CDC researchers. The system is used for  title/abstract screening, full-text screening, data abstraction, and quality assessment.  After first login, click the ""start a new review"" button. Choose Stephen B Thacker CDC Library account with unlimited reviews to begin.  <a href=""https://app.covidence.org/organizations/3K405/signup"">Request an Invitation</a> to get started.","https://www.covidence.org","Covidence",,"Systematic Reviews","No","No","No"
"Homeland Security Digital Library (HSDL)","Collection of homeland security, disaster, policy, strategy, and organizational management documents.  Special collections include climate change, earthquakes, hurricanes, terrorism and violence, mass evacuations, pandemics and epidemics and more.","https://www.hsdl.org/","Center for Homeland Defense and Security",,"Disaster Policy","No","No","No"
