"indicator","unit","unit_num","stub_name","stub_name_num","stub_label","stub_label_num","year","year_num","age","age_num","estimate","flag"
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Falls","2.11","2009-2010","4","All ages","5","9393",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Falls","2.11","2010-2011","5","All ages","5","9932",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Falls","2.11","2011-2012","6","All ages","5","9225",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Falls","2.11","2012-2013","7","All ages","5","8760",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Falls","2.11","2013-2014","8","All ages","5","9693",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Falls","2.11","2014-2015","9","All ages","5","10060",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Falls","2.11","2017-2018","10","All ages","5","10096",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Struck by or against objects or persons","2.12","2005-2006","1","All ages","5","2935",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Struck by or against objects or persons","2.12","2007-2008","2","All ages","5","2746",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Struck by or against objects or persons","2.12","2008-2009","3","All ages","5","2916",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Struck by or against objects or persons","2.12","2009-2010","4","All ages","5","3055",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Struck by or against objects or persons","2.12","2010-2011","5","All ages","5","3166",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Struck by or against objects or persons","2.12","2011-2012","6","All ages","5","3106",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Struck by or against objects or persons","2.12","2012-2013","7","All ages","5","3149",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Struck by or against objects or persons","2.12","2013-2014","8","All ages","5","3154",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Struck by or against objects or persons","2.12","2014-2015","9","All ages","5","2982",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Struck by or against objects or persons","2.12","2017-2018","10","All ages","5","3397",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Motor vehicle traffic","2.13","2005-2006","1","All ages","5","3714",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Motor vehicle traffic","2.13","2007-2008","2","All ages","5","3387",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Motor vehicle traffic","2.13","2008-2009","3","All ages","5","3508",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Motor vehicle traffic","2.13","2009-2010","4","All ages","5","3622",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Motor vehicle traffic","2.13","2010-2011","5","All ages","5","3557",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Motor vehicle traffic","2.13","2011-2012","6","All ages","5","3199",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Motor vehicle traffic","2.13","2012-2013","7","All ages","5","3207",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Motor vehicle traffic","2.13","2013-2014","8","All ages","5","3636",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Motor vehicle traffic","2.13","2014-2015","9","All ages","5","4042",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Motor vehicle traffic","2.13","2017-2018","10","All ages","5","3151",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Cut or pierce","2.14","2005-2006","1","All ages","5","2145",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Cut or pierce","2.14","2007-2008","2","All ages","5","1944",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Cut or pierce","2.14","2008-2009","3","All ages","5","2008",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Cut or pierce","2.14","2009-2010","4","All ages","5","1829",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Cut or pierce","2.14","2010-2011","5","All ages","5","1922",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Cut or pierce","2.14","2011-2012","6","All ages","5","1941",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Cut or pierce","2.14","2012-2013","7","All ages","5","1699",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Cut or pierce","2.14","2013-2014","8","All ages","5","1801",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Cut or pierce","2.14","2014-2015","9","All ages","5","2091",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Unintentional injuries: Cut or pierce","2.14","2017-2018","10","All ages","5","1555",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Intentional injuries: All mechanisms","2.2","2005-2006","1","All ages","5","1977",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Intentional injuries: All mechanisms","2.2","2007-2008","2","All ages","5","1888",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Intentional injuries: All mechanisms","2.2","2008-2009","3","All ages","5","2313",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Intentional injuries: All mechanisms","2.2","2009-2010","4","All ages","5","2418",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Intentional injuries: All mechanisms","2.2","2010-2011","5","All ages","5","2446",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Intentional injuries: All mechanisms","2.2","2011-2012","6","All ages","5","2119",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Intentional injuries: All mechanisms","2.2","2012-2013","7","All ages","5","1692",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Intentional injuries: All mechanisms","2.2","2013-2014","8","All ages","5","1927",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Intentional injuries: All mechanisms","2.2","2014-2015","9","All ages","5","2104",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Intent and mechanism of injury","2","Intentional injuries: All mechanisms","2.2","2017-2018","10","All ages","5","2213",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Male","3.1","2005-2006","1","All ages","5","16966",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Male","3.1","2007-2008","2","All ages","5","15332",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Male","3.1","2008-2009","3","All ages","5","16640",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Male","3.1","2009-2010","4","All ages","5","17124",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Male","3.1","2010-2011","5","All ages","5","17483",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Male","3.1","2011-2012","6","All ages","5","16474",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Male","3.1","2012-2013","7","All ages","5","15184",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Male","3.1","2013-2014","8","All ages","5","16550",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Male","3.1","2014-2015","9","All ages","5","17471",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Male","3.1","2017-2018","10","All ages","5","16762",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Female","3.2","2005-2006","1","All ages","5","14740",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Female","3.2","2007-2008","2","All ages","5","13367",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Female","3.2","2008-2009","3","All ages","5","14688",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Female","3.2","2009-2010","4","All ages","5","15080",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Female","3.2","2010-2011","5","All ages","5","15524",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Female","3.2","2011-2012","6","All ages","5","15072",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Female","3.2","2012-2013","7","All ages","5","15218",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Female","3.2","2013-2014","8","All ages","5","16046",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Female","3.2","2014-2015","9","All ages","5","16178",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex","3","Female","3.2","2017-2018","10","All ages","5","16263",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: All mechanisms","4.11","2005-2006","1","All ages","5","13736",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: All mechanisms","4.11","2007-2008","2","All ages","5","12611",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: All mechanisms","4.11","2008-2009","3","All ages","5","13590",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: All mechanisms","4.11","2009-2010","4","All ages","5","14083",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: All mechanisms","4.11","2010-2011","5","All ages","5","14451",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: All mechanisms","4.11","2011-2012","6","All ages","5","13503",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: All mechanisms","4.11","2012-2013","7","All ages","5","12447",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: All mechanisms","4.11","2013-2014","8","All ages","5","13950",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: All mechanisms","4.11","2014-2015","9","All ages","5","15119",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: All mechanisms","4.11","2017-2018","10","All ages","5","13960",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Falls","4.111","2005-2006","1","All ages","5","3685",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Falls","4.111","2007-2008","2","All ages","5","3581",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Falls","4.111","2008-2009","3","All ages","5","3944",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Falls","4.111","2009-2010","4","All ages","5","4285",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Falls","4.111","2010-2011","5","All ages","5","4689",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Falls","4.111","2011-2012","6","All ages","5","4205",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Falls","4.111","2012-2013","7","All ages","5","3649",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Falls","4.111","2013-2014","8","All ages","5","4032",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Falls","4.111","2014-2015","9","All ages","5","4389",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Falls","4.111","2017-2018","10","All ages","5","4474",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Cut or pierce","4.114","2010-2011","5","All ages","5","1236",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Struck by or against objects or persons","4.112","2005-2006","1","All ages","5","1833",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Struck by or against objects or persons","4.112","2007-2008","2","All ages","5","1771",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Struck by or against objects or persons","4.112","2008-2009","3","All ages","5","1863",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Struck by or against objects or persons","4.112","2009-2010","4","All ages","5","1931",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Struck by or against objects or persons","4.112","2010-2011","5","All ages","5","2008",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Struck by or against objects or persons","4.112","2011-2012","6","All ages","5","1903",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Struck by or against objects or persons","4.112","2012-2013","7","All ages","5","1781",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Struck by or against objects or persons","4.112","2013-2014","8","All ages","5","1857",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Struck by or against objects or persons","4.112","2014-2015","9","All ages","5","1813",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Struck by or against objects or persons","4.112","2017-2018","10","All ages","5","1949",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Motor vehicle traffic","4.113","2005-2006","1","All ages","5","1733",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Motor vehicle traffic","4.113","2007-2008","2","All ages","5","1693",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Motor vehicle traffic","4.113","2008-2009","3","All ages","5","1734",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Motor vehicle traffic","4.113","2009-2010","4","All ages","5","1762",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Motor vehicle traffic","4.113","2010-2011","5","All ages","5","1710",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Motor vehicle traffic","4.113","2011-2012","6","All ages","5","1515",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Motor vehicle traffic","4.113","2012-2013","7","All ages","5","1519",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Motor vehicle traffic","4.113","2013-2014","8","All ages","5","1842",
"Initial injury-related visits to hospital emergency departments","Initial injury-related visits in thousands, crude","2","Sex, intent, and mechanism of injury","4","Male: Unintentional injuries: Motor vehicle traffic","4.113","2014-2015","9","All ages","5","1996",
