"first_name","last_name","title","jurisdiction_name","state","zip_code"
"Arthur","Crawford","Probate Judge","Hale County","Alabama","36744"
"Lovenia","Lumkin","Mayor","Orrville","Alabama","36767"
"McKinzie","Riley","Mayor","Wrightsville","Arkansas","72183"
"Paul","South","Mayor","Jackson","Alabama","36545"
"Bryce","Ward","Mayor","North Pole","Alaska","99705"
"Robert","Akin","Judge","Drew County","Arkansas","71655"
"Charlie","Sankey Jr.","Commissioner","Crenshaw County/ District","Alabama","36049"
"Loretta","Wallace","Councilmember","Cherokee","Alabama","35616"
"Michael","Tubbs","Mayor","Stockton","California","95202"
"Tim","Choate","Commissioner","Etowah County","Alabama","35901"
"Brandon","Shoupe","Commissioner","Houston County","Alabama","36302"
"Reuben","Holober","Mayor","Millbrae","California","94030"
"Allen","Noles","Councilmember","Muscle Shoals","Alabama","35662"
"Jim","Cunnningham","Mayor","Newark","Arkansas","72562"
"Terry","Powell","Councilmember ","Andalusia","Alabama","36420"
"Benton","Beasley","Commissioner","Henry County","Alabama","36310"
"Cecilia","Hupp","Mayor","Brea","California","92821"
"Lynn","Landers","Councilmember","Phil Campbell","Alabama","35581"
"Reginald","Murray","Commissioner","Tuscaloosa County","Alabama","35405"
"Gary","Randolph","Councilmember","Guin","Alabama","35563"
"Richard","Elías","Supervisor","Pima County","Arizona","85701"
"Edward","Huffman","Commissioner","Macon County","Alabama","36083"
"Robert","Williams","Councilmember","Arley","Alabama","35541"
"Jamie","Eckl","Councilmember","St. Florian","Alabama","35634"
"Steve","Holt","Mayor","Florence","Alabama","35630"
"David","Morris","Mayor","Searcy","Arkansas","72143"
"Wilma","Chan","Supervisor","Alameda County","California","94612"
"Jason","Miller","Commissioner","Franklin County","Alabama","35653"
"Mike","Gower","Councilmember","Leighton","Alabama","35646"
"Terry","Oliver","Mayor","Prescott","Arkansas","71857"
"Rickey","Box","Mayor","Nectar","Alabama","35049"
"Olga","Changsak","Tribal Administrator","Russian Mission","Alaska","99657"
"LLoyd ""Stan""","Hutto","Commissioner","Grove Hill","Alabama","36451"
"Calvin","Martin","Commissioner","Marengo County","Alabama","36783"
"Mike","Kennedy","Councilmember","Red Bay","Alabama","35582"
"Mark","Platt","Commissioner","Washington County","Alabama","36539"
"Frankie","Petree","City Clerk","Hodges","Alabama","35571"
"Jonathan","Hatton","Superintendent","Lauderdale County","Alabama","35630"
"Danny","Odom","Councilmember","Webb","Alabama","36376"
"James","Calhoun","Mayor","Arkadelphia","Arkansas","71923"
"Margaret","Ross","Councilmember","Brundidge","Alabama","36010"
"Travis","Garrett","Councilmember","Slocomb","Alabama","36375"
"Bart","Wilks","Councilmember","Geneva","Alabama","36340"
"Jim","Hill","Mayor","Arroyo Grande","California","93420"
"David","Cummings","Commissioner","Winston County","Alabama","35553"
"Ezell","Smith","Mayor","Camp Hill","Alabama","36850"
"Carolyn","McGee","Mayor","Dardanelle","Arkansas","72834"
"Chris","Wallace","Commissioner ","Franklin County","Alabama","35653"
"Louis","Bracamonte","Mayor","Winkelman","Arizona","85192"
"Richard","Kite","Councilmember","Rancho Mirage","California","92270"
"Ray","Alexander","Mayor","Moulton","Alabama","35650"
"Ed","Sims","Councilmember ","Greenville","Alabama","36037"
"Randall","Parker","Councilmember ","Luverne/ District","Alabama","36049"
"Darrell","Steinberg","Mayor","Sacramento","California","95814"
"Brett","Burleson","Police Chief","Winfield City","Alabama","35594"
"Bill","Ham","Mayor","Auburn","Alabama","36830"
"Chris","West","Commissioner","Crenshaw County","Alabama","36049"
"Devin","Guthrie","Councilmember","Arley","Alabama","35541"
"Ian T.","Sanford","Mayor","Sheffield","Alabama","35660"
"Kyrsten","Sinema","U.S. Representative","9th Congressional District","Arizona","85018"
"David","Kehoe","Supervisor","Shasta County","California","96001"
"Joseph","Oglesby","Mayor","Monroeville","Alabama","36460"
"Roger","Knight","Commissioner","Marion County","Alabama","35570"
"Danny","Pettus","Commission Chair","Lauderdale County","Alabama","35631"
"Robert","Mitchell","Mayor","Tehama","California","96090"
"Royce","Benefield","Councilmember","Haleyville","Alabama","35565"
"Chris","Hall","Councilmember","Muscle Shoals","Alabama","35662"
"Terry","Holden","Police Chief","Rogersville","Alabama","35652"
"Gladys","Canty","Councilmember","Leighton","Alabama","35646"
"Hobby","Walker","Councilmember","Double Springs","Alabama","35553"
"Byran","Williams","Mayor","High Springs","Florida","32643"
"Wendel","Nolen","Councilmember","Hartford","Alabama","36344"
"Jarod P.","Massey","Councilmember","Red Bay","Alabama","35582"
"Edna","DeVries","Mayor","Palmer","Alaska","99645"
"Jim","Wood","Mayor","Oceanside","California","92054"
"Marsha","Pigg","Mayor","Addison","Alabama","35540"
"Ronnie","Hammond","Councilmember ","Elba","Alabama","36323"
"Sheila","Rich","Councilmember","Harpersville","Alabama","35078"
"Kelly","Jeffreys","City Clerk","Killen","Alabama","35645"
"Eric","Garcetti","Mayor","Los Angeles","California","90012"
"Tony","Logan","Police Chief","Tuscumbia","Alabama","35674"
"Jerry","Gann","Councilmember","Guin","Alabama","35563"
"Randy","Roland","Mayor","Cowarts","Alabama","36321"
"Joe","Headley","Commissioner Vice Chair","Chilton County","Alabama","35045"
"Sam","Liccardo","Mayor","San Jose","California","95112"
"Marcus","Paramore","Councilmember ","Troy District 3","Alabama","36081"
"Cindy","Gaylor","Councilmember","Kinsey","Alabama","36303"
"Jeff ","Sheehy","Supervisor","San Francisco County","California","94102"
"Lee ","Brand","Mayor","Fresno","California","93721"
"Cynthia","Seelhammer","Manager","Coconino County","Arizona","86001"
"Rose","Evans-Gordon","Municipal Court Judge","Houston","Alabama","36302"
"Jill","Techel","Mayor","Napa","California","94558"
"Bryan","Reynolds","Councilmember ","Greenville","Alabama","36037"
"Stephanie","Bumpus","City Clerk","Anderson","Alabama","35610"
"Ken","Hamilton","Mayor","Cottonwood","Alabama","36320"
"Chris","Canning","Mayor","Calistoga","California","94515"
"Darol","Bendall","Commissioner","Colbert County","Alabama","35674"
"Terry","Haraway","Councilmember","Anderson","Alabama","35610"
"Blake","Edwards","Councilmember","Florence City","Alabama","35631"
"Bryan","Hammond","Police Chief","Killen","Alabama","35645"
"Annie","Shelton","Mayor","Beatrice","Alabama","36460"
"Joe","Falkner","Councilmember","Headland","Alabama","36345"
"Robert","Hunter","Councilmember","Columbia","Alabama","36319"
"Jeff","Laduron","Mayor","Thomaston","Alabama","36783"
"Wayne","Lee","Councilmember","Millbrae","California","94030"
"Melinda","Malone","City Clerk","Cherokee","Alabama","35616"
"David","Landis","Mayor","Ketchikan Gateway Borough","Alaska","99901"
"Deborah","Webster","City Clerk","Gu-Win","Alabama","35563"
"Harold","Wales","Councilmember","Athens","Alabama","35611"
"Merrell","Potter","Police Chief","Phil Campbell","Alabama","35581"
"John","Roland","Mayor","Perryville","Arkansas","72126"
"Acquanetta","Warren","Mayor","Fontana","California","92335"
"Terri","Carter","Mayor","Repton","Alabama","36475"
"Corey","Morrow","Commissioner","Monroe County","Alabama","36460"
"Terry","May","Councilmember","Twin","Alabama","35563"
"Patrick","Campbell","Councilmember","Lexington","Alabama","35648"
"Brian","Richards","Town Manager","Snowflake","Arizona","85937"
"Ryan","Hollingsworth","Superintendent","Marion County","Alabama","35570"
"Deborah","Biggers","District Judge","Macon County","Alabama","36083"
"Noel","Deese","Councilmember","Cowarts","Alabama","36321"
"Gregg","Norris","Commission Chair","Monroe County","Alabama","36460"
"Tom","Tait","Mayor","Anaheim","California","92805"
"Cory","Franks","Mayor","Oakman","Alabama","35579"
"Tennyson","Smith","Commission Chair","Greene County","Alabama","35462"
"Rufus","Lee","Councilmember","Geneva","Alabama","36340"
"Janice","Hill","Mayor","Haines Borough","Alaska","99827"
"Tommy ","Barnes","Commissioner","Colbert County","Alabama","35674"
"Tommy","Ryan","Councilmember ","Greenville","Alabama","36037"
"Tony","Davis","Councilmember","Slocomb","Alabama","36375"
"Toby","Seay","Commissioner","Geneva County","Alabama","36340"
"Katy ","Tang","Supervisor","San Francisco County","California","94102"
"Larry Joe","Raburn","Councilmember","Twin","Alabama","35563"
"Dane","Weindort","Mayor","Hamburg","Arkansas","71646"
"Randy","Powell","Councilmember","Addison","Alabama","35540"
"Richard","Belue","Councilmember","Anderson","Alabama","35610"
"Michelle","Stephens","Commissioner","Crenshaw County","Alabama","36049"
"Kim","King","Councilmember","Columbiana","Alabama","35051"
"Rick","Singleton","Sheriff","Lauderdale County","Alabama","35630"
"Joe","Collins","Mayor","Rehobeth","Alabama","36301"
"Rex","Bohn","Supervisor","Humboldt County","California","95501"
"Johnny","Windham","Commissioner","Geneva County","Alabama","36340"
"Ken","Sunseri","Mayor","Haleyville","Alabama","35565"
"Rick","Gibbs","Mayor","Murrieta","California","92562"
"Lisa","Jones","Councilmember","Rehobeth","Alabama","36301"
"Belinda","Michael","Councilmember","Lexington","Alabama","35648"
"Terry","Cosby","Mayor","Cherokee","Alabama","35616"
"Brandon","Womack","Councilmember","Addison","Alabama","35540"
"Earl","Johnson","Mayor","Andalusia","Alabama","36420"
"Leon","McCleskey","Mayor","Wickes","Arkansas","71973"
"Ronnie","Wicks","Councilmember","Sheffield","Alabama","35660"
"Jana","Gosa","Councilmember","Gu-Win","Alabama","35563"
"Mark","Bennett","Mayor","Almyra","Arkansas","72003"
"Hollie","Cost","Mayor","Montevallo","Alabama","35115"
"Shelia","Kennedy","Mayor","Akron","Alabama","35441"
"Leslie","Whiting","Councilmember","Columbiana","Alabama","35051"
"Vivan ","Covington","Mayor","University Park","Illinois","60484"
"Ahsha ","Safai","Supervisor","San Francisco County","California","94102"
"Ricky","Pollard","Councilmember","Brilliant","Alabama","35548"
"Estelle","Fennell","Supervisor","Humboldt County","California","95501"
"Gary","Gibson","Councilmember","Ashford","Alabama","36312"
"Charles","German","Mayor","Camp Verde","Arizona","86322"
"Gary","Fuller","Mayor","Opelika","Alabama","36801"
"Richard","Shepherd","Commission President","Shelby County","Alabama","35051"
"David","Cole","Fire Chief","Tuscumbia","Alabama","35674"
"Lowell","McKay","Councilmember","Leighton","Alabama","35646"
"Willie Rose","McClinton","Councilmember","Glen Allen","Alabama","35559"
"Arthur","Griffin","Councilmember","Brundidge","Alabama","36010"
"Chris","Gillum","Councilmember","Bear Creek","Alabama","35543"
"Serge","Dedina","Mayor","Imperial Beach","California","91932"
"Charles","Lawson","Commissioner","Wilcox County","Alabama","36726"
"Michael","Davis","Commissioner","Marion County","Alabama","35570"
"Walter","Porter, Sr.","Mayor","Epes","Alabama","35460"
"Robert","Craft","Mayor","Gulf Shores","Alabama","36547"
"Billy","Ghee","Commissioner","Monroe County","Alabama","36460"
"Michelle","Rupe-Eubanks","Councilmember","Florence City","Alabama","35631"
"Frances","Person-Crews","Commissioner","Barbour County","Alabama","36016"
"Carl","Storey","Mayor","Cuba","Alabama","36907"
"Meredith","Green","Fire Chief","Brilliant","Alabama","35548"
"Richard ","Valle","Supervisor","Alameda County","California","94612"
"Jerry","Boen","Mayor","Lamar","Arkansas","72846"
"Pete","Parrish","Mayor","Natural Bridge","Alabama","35577"
"Thelma","McDaniel","Councilmember","Monroeville","Alabama","36460"
"Harold B.","Malone","Councilmember","Littleville","Alabama","35654"
"Sandra Lee ","Fewer","Supervisor","San Francisco County","California","94102"
"Stevan","Parsons","Mayor","Sylvan Springs","Alabama","35118"
"Charles","Glover","Councilmember","Killen","Alabama","35645"
"Jason","Vinson","Councilmember","Red Bay","Alabama","35582"
"John ","Moton","Commissioner","Wilcox County","Alabama","36726"
"Rhonda","Freeman","Councilmember","Columbia","Alabama","36319"
"Charles","Baccus","Mayor","Twin","Alabama","35563"
"Chris","Connolly","District Attorney","Lauderdale County","Alabama","35630"
"Mark","Mitchell","Mayor","Tempe","Arizona","85280"
"Barbara","Tidwell","City Clerk","Natural Bridge","Alabama","35577"
"Penny","Freeman","Councilmember","Sheffield","Alabama","35660"
"Jay","Calhoun","Commissioner","Henry County","Alabama","36310"
"Mark","Farrell","Supervisor","San Francisco County","California","94102"
"Scott","Howard","Mayor","Littleville","Alabama","35654"
"David","Stokes","Commission Chair","Escambia County","Alabama","36426"
"Shannon","Welch","Commissioner","Chilton County","Alabama","35045"
"Janna","Jackson","Police Chief","Red Bay","Alabama","35582"
"Sandy","Stimpson","Mayor","Mobile","Alabama","36633"
"Keith ","Carson","Supervisor","Alameda County","California","94612"
"Brad","Holmes","Commissioner","Lauderdale County","Alabama","35630"
"Balasia","Tinker","Tribal Administrator ","Kasigluk","Alaska","99609"
"Jo Ann","Lindsey","Councilmember","Hartford","Alabama","36344"
"John","Bauters","Vice Mayor","Emeryville","California","94608"
"Elizabeth ""Liz""","Gibbons","Mayor","Campbell","California","95008"
"Robin","Boyd","Mayor","Winslow","Arizona","86047"
"Scott","McBrayer","Mayor","Homewood","Alabama","35209"
"Scott","Matas","Mayor","Desert Hot Springs","California","92240"
"Virginia","Bass","Supervisor","Humboldt County","California","95501"
"Frankie","Lindsey","Mayor","Geneva","Alabama","36340"
"Carole ","Groom","Supervisor","San Mateo County","California","94063"
"Jane ","Parker","Supervisor","Monterey County","California","93901"
"Tom","Vickers","Mayor","Malvern","Alabama","36375"
"David","Fuller","Mayor","Oak Hill","Alabama","36766"
"Jay","Jones","Sheriff","Lee County","Alabama","36801"
"Allen","Caton","Commissioner Chair","Chilton County","Alabama","35045"
"Steve","Martin","Mayor","Paso Robles","California","93446"
"Bill","Wells","Mayor","El Cajon","California","92020"
"Bobby","Burks","Councilmember","Hartford","Alabama","36344"
"Larry","Payne","Commission President","Etowah County","Alabama","35901"
"Lee","McCarty","Mayor","Wilsonville","Alabama","35186"
"Mike","Long","Councilmember","Addison","Alabama","35540"
"Edward","Manuel","Mayor","Pennington","Alabama","36916"
"Steve","Bell","Mayor","Phil Campbell","Alabama","35581"
"Charles","Barthlemess","Councilmember","Rehobeth","Alabama","36301"
"Mary","Salas","Mayor","Chula Vista","California","91910"
"Rebecca","Parish Beasley","Mayor","Clayton","Alabama","36016"
"Dave","Cortese","Supervisor","Santa Clara County","California","95110"
"Ed","Paladino","Mayor","Plumerville","Arkansas","71772"
"Dan","England","Commissioner","Marengo County","Alabama","36732"
"Jim","Matherly","Mayor","Fairbanks","Alaska","99701"
"Robbie","Hayes","Commissioner","Shelby County","Alabama","35051"
"J. Scott","Boman","Mayor","Sulligent","Alabama","35586"
"Autry","Works","Mayor","Walnut Grove","Alabama","35952"
"Roger","Fincher","Councilmember","Arley","Alabama","35541"
"Joseph","Green","Commissioner","Wilcox County","Alabama","36726"
"Jamie","Brothers","Mayor","Susan Moore","Alabama","35952"
"Jim","Ruane","Mayor","San Bruno","California","94066"
"Lisa","Culpepper","Mayor","Banks","Alabama","36005"
"Harry","Hardin","Councilmember","Twin","Alabama","35563"
"Charles","Gary","Commissioner","Dale County","Alabama","36360"
"Connie","Parrish","Councilmember","Killen","Alabama","35645"
"Tony","Wilkie","Mayor","Centre","Alabama","35960"
"George","Mason","Councilmember","Rogersville","Alabama","35652"
"Alma","Harrod","Mayor","Hermitage","Arkansas","71647"
"Jimmy","Hayes","Councilmember","Winfield City","Alabama","35594"
"Beverly","Johnson","Councilmember","Harpersville","Alabama","35078"
"Kendrick","Spurling","Councilmember","Headland","Alabama","36345"
"Edwin ""Eddie""","Pugh","Councilmember","Tuscaloosa","Alabama","35405"
"Bud","Strickland","Fire Chief","Red Bay","Alabama","35582"
"Jim Ed ","Gibson ","Judge","Pope County","Arkansas","72801"
"Connie","Morrison","Mayor","Bear Creek","Alabama","35543"
"Larry","Means","Mayor","Attalla","Alabama","35954"
"Mark","Ridley-Thomas","Supervisor","Los Angeles County","California","90037"
"Daniel","Valenzuela","Councilmember","Phoenix","Arizona","85003"
"Ashton","Knowles","Councilmember","Hackleburg","Alabama","35564"
"Michael","Glass","Mayor","Blountsville","Alabama","35031"
"Charlie","Reece","Mayor","Green Forest","Arkansas","72638"
"Ricky","Williams","City Clerk","Muscle Shoals","Alabama","35662"
"Joey","Phillips","Fire Chief","Anderson","Alabama","35610"
"Tommie","Martin","Board of Supervisors Chair","Gila County","Arizona","85541"
"Addie","Buze","Councilmember","Columbia","Alabama","36319"
"Timothy","Price","Councilmember","Newville","Alabama","36353"
"Christopher","Sticklin","Councilmember","Waterloo","Alabama","35677"
"Greg","Meeks","Councilmember ","Troy District 2","Alabama","36081"
"Bryan","Hatton","Commissioner","Geneva County","Alabama","36340"
"Gail","Bircheat","Councilmember","Glen Allen","Alabama","35559"
"Brenda","Weldon","Mayor","Malvern","Arkansas","72104"
"Ray","Long","Commission Chair","Morgan County","Alabama","35601"
"Herb","Winsett","Councilmember","Hamilton","Alabama","35570"
"Carl","Marsh","Councilmember","Malvern","Alabama","36375"
"John","Shoals","Mayor","Grover Beach","California","93433"
" Charlie","Lane","Councilmember","Columbia","Alabama","36319"
"Allen","Lang","Mayor","Frisco City","Alabama","36445"
"Chris","Little","Councilmember","Lynn","Alabama","35575"
"Renea","Chandler","Councilmember","Vina","Alabama","35593"
"Leisa","Albright","City Clerk","Saint Florian","Alabama","35634"
"Kerry","Underwood","Mayor","Tuscumbia","Alabama","35674"
"Jay","Tibshraeny","Mayor","Chandler","Arizona","85244"
"Marcia","Manasco","City Clerk","Lynn","Alabama","35575"
"Randy","Vest","Commissioner","Morgan County","Alabama","35640"
"Sheldon","Day","Mayor","Thomasville","Alabama","36784"
"Dexter","McLendon","Mayor","Greenville","Alabama","36037"
"Robert","Aldridge","Councilmember","Glen Allen","Alabama","35559"
"Joyce","Williams","Mayor","Yellow Bluff","Alabama","36769"
"Frank ","Jager","Mayor","Eureka","California","95501"
"Jack","Tibbs, Jr.","Mayor","Eufaula","Alabama","36027"
"John","Boozman","U.S. Senator ","Arkansas","Arkansas","72756"
"Richard","Herston","Mayor","Rogersville","Alabama","35652"
"Scott","Moore","Councilmember ","Daleville","Alabama","36322"
"Don","Raper","Councilmember","Waterloo","Alabama","35677"
"Jackie ","Battles","Commissioner","Houston County","Alabama","36302"
"Scott ","Haggerty","Supervisor","Alameda County","California","94612"
"Martin","Harvier","Vice President","Salt River Pima-Maricopa Indian Community","Arizona","85256"
"Colby","Tucker","Councilmember","Rogersville","Alabama","35652"
"Jo Ann ","Armstead","City Clerk","Tuscumbia","Alabama","35674"
"John","Marchand","Mayor","Livermore","California","94550"
"Ed","Honea","Mayor","Marana","Arizona","85653"
"Linda","Kavanagh","Mayor","Fountain Hills","Arizona","85268"
"Peter","Wolff III","Mayor","Evergreen","Alabama","36401"
"Rick","Davis","Judge","Garland County","Arkansas","71901"
"Glenn","Sylvester","Mayor","Daly City","California","94015"
"Janette","Carney","Mayor","Toxey","Alabama","36921"
"Burt ","Bundy","Supervisor","Tehama County","California","96080"
"David","Grissom","Mayor","Russellville","Alabama","35653"
"Emily","Snellgrove","Councilmember","Malvern","Alabama","36375"
"Tim","McCullins","Fire Chief","Muscle Shoals","Alabama","35662"
"Lioneld","Jordan","Mayor","Fayetteville","Arkansas","72701"
"Robert M.","Leyde","City Clerk","Florence City","Alabama","35631"
"Shane","Whitten","Police Chief","Bear Creek","Alabama","35543"
"Bobby","Clemmons","Councilmember","Rehobeth","Alabama","36301"
"Charlene","Fancher","Mayor","Red Bay","Alabama","35582"
"Donald","Pennington","Councilmember","Littleville","Alabama","35654"
"Alan","Stovall","Fire Chief","Winfield City","Alabama","35594"
"Mary Ann","Rippey","Councilmember","Killen","Alabama","35645"
"Mike","Vest","Commissioner","Shelby County","Alabama","35051"
"Gary","Scales","Councilmember","Sheffield","Alabama","35660"
"Andre","McChaee","Councilmember","Leighton","Alabama","35646"
"Clyde","Roberson","Mayor","Monterey","California","93940"
"Jerome","Antone","Mayor","Georgiana","Alabama","36033"
"William","Garner","Commissioner","Lauderdale County","Alabama","35631"
"John A.","McGee","Councilmember","Killen","Alabama","35645"
"Carey","Davis","Mayor","San Bernardino","California","92418"
"Bill","Thomas","Councilmember","Webb","Alabama","36376"
"Pat","Branson","Mayor","Kodiak","Alaska","99615"
"Jim","Staff","Mayor","Atmore","Alabama","36504"
"Kevin","Dorsey","City Commissioner","Dothan","Alabama","36302"
"Bud","Ruffin","Commissioner","Choctaw County","Alabama","36904"
"Quida","Mayfield","Councilmember","Columbiana","Alabama","35051"
"Bryan","Martin","Mayor","Warren","Arkansas","71671"
"Lanny","Lancaster","Mayor","Columbia ","Alabama","36319"
"George William","Hawkins","Councilmember","Double Springs","Alabama","35553"
"Terry John","Calhoun","Mayor","Rainbow City","Alabama","35906"
"John Ralph","Saunders","Commissioner","Henry County","Alabama","36310"
"Kate","Gallego","Councilmember","Phoenix","Arizona","85003"
"Terry","Nolan","Mayor","Dewey-Humbolt","Arizona","86329"
"Tiffani","Fuqua","Councilmember","Cherokee","Alabama","35616"
"Chris","Vierra","Mayor","Ceres","California","95307"
"Jerry","Willis","Mayor","Wetumpka","Alabama","36092"
"Harold","Couch","Mayor","Chatom","Alabama","36524"
"Frank","Garrett","Councilmember ","Ozark","Alabama","36360"
"Della ","Hunt ","Tribal Bookkeeper","Kotlik","Alaska","99620"
"Tony","Lester","Mayor","Moundville","Alabama","35474"
"Freddy","McCoy","Councilmember","Geneva","Alabama","36340"
"Ralph","Wells","Councilmember ","Andalusia","Alabama","36420"
"Jesse","Arreguin","Mayor","Berkeley","California","94704"
"Jesse","Swords","Commissioner","Marshall County","Alabama","35976"
"Joe","Mansell","Fire Chief","Russellville City","Alabama","35653"
"Gena","Robbins","Mayor","York","Alabama","36925"
"Brad","Bolton","Councilmember","Red Bay","Alabama","35582"
"John","Landers","Mayor","Leighton","Alabama","35646"
"Diana","Young","Councilmember","Littleville","Alabama","35654"
"Sonya","McKinstry","Councilmember","Tuscaloosa","Alabama","35405"
"Adam","Veal","Councilmember","Double Springs","Alabama","35553"
"Linda B.","Holcomb","City Clerk","Red Bay","Alabama","35582"
"Debra","Hood","City Clerk","Haleyville","Alabama","35565"
"John","Mckelvey","Commissioner","Tallapoosa County","Alabama","36853"
"Bob","Grassilli","Mayor ","San Carlos","California","94403"
"Destin","Berryman","City Clerk","Leighton","Alabama","35646"
"Thomas","Schoaf","Mayor","Litchfield Park","Arizona","85340"
"Pat","West","Fire Chief","Double Springs","Alabama","35553"
"Margurite","Eckl","Councilmember","St. Florian","Alabama","35634"
"Mary","Nedrow","Mayor","Springerville","Arizona","85938"
"Daniel C.","Brown","Councilmember","Phil Campbell","Alabama","35581"
"Sam","Kang","Mayor","Duarte","California","91010"
"Miles","Robinson","Commissioner","Macon County","Alabama","36083"
"Eddie","Barton","Councilmember","Phil Campbell","Alabama","35581"
"David","O'Mary","Mayor","Jasper","Alabama","35501"
"Joe","McKissick","Commissioner","Monroe County","Alabama","36460"
"Bill ","Breason","Councilmember","Rehobeth","Alabama","36301"
"Jason","Reeves","Mayor","Troy","Alabama","36081"
"Jaque","Prescott","Councilmember","Thomasville","Alabama","36784"
"Tom","O'Malley","Mayor","Atascadero","California","93422"
"Kim","Miller","Police Chief","Double Springs","Alabama","35553"
"Kenneth","Cochran","Councilmember","Hamilton","Alabama","35570"
"Trent","Putman","Fire Chief","Killen","Alabama","35645"
"Jonathan","Newton","Councilmember","Rogersville","Alabama","35652"
"Byron","Pittman","Mayor","Chickasaw","Alabama","36611"
"Bruce","Wade","Mayor","Lake View","Alabama","35111"
"Rob","Schroder","Mayor","Martinez","California","94553"
