"first_name","last_name","title","jurisdiction","state","zip_code","location_1"
"Tracy","Honea","Mayor","Albertville","Alabama","35950","
,  35950
(34.257633, -86.243481)"
"Jim","Nabors","Mayor","Alexander City","Alabama","35010","
,  35010
(32.917002, -85.931427)"
"Sandra","Holland","Mayor","Allgood","Alabama","35121","
,  35121
(33.942178, -86.450505)"
"Hazel","Griffin","Councilmember ","Andalusia","Alabama","36420","
,  36420
(31.23265, -86.540335)"
"Kenneth","Mount","Councilmember ","Andalusia","Alabama","36420","
,  36420
(31.23265, -86.540335)"
"Terry","Powell","Councilmember ","Andalusia","Alabama","36420","
,  36420
(31.23265, -86.540335)"
"Will","Seconiers","Councilmember ","Andalusia","Alabama","36420","
,  36420
(31.23265, -86.540335)"
"Ralph","Wells","Councilmember ","Andalusia","Alabama","36420","
,  36420
(31.23265, -86.540335)"
"Earl","Johnson","Mayor","Andalusia","Alabama","36420","
,  36420
(31.23265, -86.540335)"
"Stephanie","Bumpus","City Clerk","Anderson","Alabama","35610","
,  35610
(34.950834, -87.246626)"
"Richard","Belue","Councilmember","Anderson","Alabama","35610","
,  35610
(34.950834, -87.246626)"
"Terry","Haraway","Councilmember","Anderson","Alabama","35610","
,  35610
(34.950834, -87.246626)"
"Kip","Williams","Councilmember","Anderson","Alabama","35610","
,  35610
(34.950834, -87.246626)"
"John Edward","Williams","Councilmember","Anderson","Alabama","35610","
,  35610
(34.950834, -87.246626)"
"Joey","Phillips","Fire Chief","Anderson","Alabama","35610","
,  35610
(34.950834, -87.246626)"
"Jimmy","Glass","Mayor","Anderson","Alabama","35610","
,  35610
(34.950834, -87.246626)"
"Butch","Collins","Police Chief","Anderson","Alabama","35610","
,  35610
(34.950834, -87.246626)"
"Bob","Joslin","Mayor","Arab","Alabama","35016","
,  35016
(34.327324, -86.496487)"
"Marie","Black","Mayor","Ariton","Alabama","36311","
,  36311
(31.592794, -85.696393)"
"Tammi","Farley","Clerk","Arley","Alabama","35541","
,  35541
(34.067472, -87.180002)"
"Roger","Fincher","Councilmember","Arley","Alabama","35541","
,  35541
(34.067472, -87.180002)"
"Gerald","Goodwin","Councilmember","Arley","Alabama","35541","
,  35541
(34.067472, -87.180002)"
"Devin","Guthrie","Councilmember","Arley","Alabama","35541","
,  35541
(34.067472, -87.180002)"
"Bobby ","Smith","Councilmember","Arley","Alabama","35541","
,  35541
(34.067472, -87.180002)"
"Robert","Williams","Councilmember","Arley","Alabama","35541","
,  35541
(34.067472, -87.180002)"
"Wade","Leathers","County Attorney","Arley","Alabama","35541","
,  35541
(34.067472, -87.180002)"
"James","Rickett","Fire Chief","Arley","Alabama","35541","
,  35541
(34.067472, -87.180002)"
"Christopher","Tyree","Mayor","Arley","Alabama","35541","
,  35541
(34.067472, -87.180002)"
"Aaron","Brown","Police Chief","Arley","Alabama","35541","
,  35541
(34.067472, -87.180002)"
"Carole","Barfield","Councilmember","Ashford","Alabama","36312","
,  36312
(31.17081, -85.240981)"
"Guy ","Bruner","Councilmember","Ashford","Alabama","36312","
,  36312
(31.17081, -85.240981)"
"Gary","Gibson","Councilmember","Ashford","Alabama","36312","
,  36312
(31.17081, -85.240981)"
"Denise","Herndon","Councilmember","Ashford","Alabama","36312","
,  36312
(31.17081, -85.240981)"
"John","McCoy","Councilmember","Ashford","Alabama","36312","
,  36312
(31.17081, -85.240981)"
"Ronnie","Whitehead","Councilmember","Ashford","Alabama","36312","
,  36312
(31.17081, -85.240981)"
"John","Whitehurst","Councilmember","Ashford","Alabama","36312","
,  36312
(31.17081, -85.240981)"
"Jonathan","Grecu","Mayor","Ashford","Alabama","36312","
,  36312
(31.17081, -85.240981)"
"Wayne","Harper","Councilmember","Athens","Alabama","35611","
,  35611
(34.78041, -87.055833)"
"Harold","Wales","Councilmember","Athens","Alabama","35611","
,  35611
(34.78041, -87.055833)"
"Ronnie","Marks","Mayor","Athens","Alabama","35611","
,  35611
(34.78041, -87.055833)"
"Jim","Staff","Mayor","Atmore","Alabama","36504","
,  36504
(31.032389, -87.493362)"
"Larry","Means","Mayor","Attalla","Alabama","35954","
,  35954
(34.067377, -86.072583)"
"Bill","Ham","Mayor","Auburn","Alabama","36830","
,  36830
(32.573994, -85.475678)"
"Aaron","Grubbs","Mayor","Bakerhill","Alabama","36027","
,  36027
(31.893139, -85.193832)"
"Kay","Andress","Councilmember ","Banks","Alabama","36005","
,  36005
(31.866272, -85.743647)"
"Jeff","Hollis","Councilmember ","Banks","Alabama","36005","
,  36005
(31.866272, -85.743647)"
"Donnie","Smith","Councilmember ","Banks","Alabama","36005","
,  36005
(31.866272, -85.743647)"
"Lynn","Wilson","Councilmember ","Banks","Alabama","36005","
,  36005
(31.866272, -85.743647)"
"Lisa","Culpepper","Mayor","Banks","Alabama","36005","
,  36005
(31.866272, -85.743647)"
"Earl","Gilmore","Commission Chair","Barbour County","Alabama","36016","
,  36016
(31.854592, -85.433608)"
"Henry","Franklin","Commissioner","Barbour County","Alabama","36016","
,  36016
(31.854592, -85.433608)"
"Trip","Horne","Commissioner","Barbour County","Alabama","36016","
,  36016
(31.854592, -85.433608)"
"Pat","Ivey","Commissioner","Barbour County","Alabama","36016","
,  36016
(31.854592, -85.433608)"
"Frances","Person-Crews","Commissioner","Barbour County","Alabama","36016","
,  36016
(31.854592, -85.433608)"
"Frank","Straughn","Commissioner","Barbour County","Alabama","36016","
,  36016
(31.854592, -85.433608)"
"Fred","Cooper","Commission Vice Chair","Barbour County","Alabama","36016","
,  36016
(31.854592, -85.433608)"
"Ava","McCurlry","City Clerk","Bear Creek","Alabama","35543","
,  35543
(34.23005, -87.736796)"
"Chris","Gillum","Councilmember","Bear Creek","Alabama","35543","
,  35543
(34.23005, -87.736796)"
"Daniel","Green","Councilmember","Bear Creek","Alabama","35543","
,  35543
(34.23005, -87.736796)"
"Chris","Hyde","Councilmember","Bear Creek","Alabama","35543","
,  35543
(34.23005, -87.736796)"
"James","Loden","Councilmember","Bear Creek","Alabama","35543","
,  35543
(34.23005, -87.736796)"
"Rob","Taylor","Fire Chief","Bear Creek","Alabama","35543","
,  35543
(34.23005, -87.736796)"
"Ted","Marbutt","Manager","Bear Creek","Alabama","35543","
,  35543
(34.23005, -87.736796)"
"Connie","Morrison","Mayor","Bear Creek","Alabama","35543","
,  35543
(34.23005, -87.736796)"
"Shane","Whitten","Police Chief","Bear Creek","Alabama","35543","
,  35543
(34.23005, -87.736796)"
"Annie","Shelton","Mayor","Beatrice","Alabama","36460","
,  36460
(31.500397, -87.30985)"
"Kenneth","Gulley","Mayor","Bessemer","Alabama","35020","
,  35020
(33.405847, -86.952715)"
"Darrell","O'Quinn","Councilor","Birmingham","Alabama","35203",
"Edward","Hatcher","Councilmember","Black","Alabama","36314","
,  36314
(31.01856, -85.776467)"
"Stephanie","Hitchcock","Councilmember","Black","Alabama","36314","
,  36314
(31.01856, -85.776467)"
"Holly","Miller","Councilmember","Black","Alabama","36314","
,  36314
(31.01856, -85.776467)"
"Tracey","Stewart","Councilmember","Black","Alabama","36314","
,  36314
(31.01856, -85.776467)"
"Mary","Whitaker","Councilmember","Black","Alabama","36314","
,  36314
(31.01856, -85.776467)"
"Maxine","DeBord","Mayor","Black","Alabama","36314","
,  36314
(31.01856, -85.776467)"
"Michael","Glass","Mayor","Blountsville","Alabama","35031","
,  35031
(34.105255, -86.551061)"
"David","Dyar","Mayor","Boaz","Alabama","35957","
,  35957
(34.196964, -86.18286)"
"Louis","Harper","Mayor","Boligee","Alabama","35443","
,  35443
(32.762147, -88.026666)"
"Bernie","Sullivan","Mayor","Brantely","Alabama","36009","
,  36009
(31.570796, -86.297451)"
"Yancey E.","Lovelace","Mayor","Brewton","Alabama","36426","
,  36426
(31.135963, -87.073962)"
"Kayla","Grunnels","City Clerk","Brilliant","Alabama","35548","
,  35548
(34.051016, -87.753478)"
"Charles","Berryhill","Councilmember","Brilliant","Alabama","35548","
,  35548
(34.051016, -87.753478)"
"Lori","Colley","Councilmember","Brilliant","Alabama","35548","
,  35548
(34.051016, -87.753478)"
"Chip","Pollard","Councilmember","Brilliant","Alabama","35548","
,  35548
(34.051016, -87.753478)"
"Ricky","Pollard","Councilmember","Brilliant","Alabama","35548","
,  35548
(34.051016, -87.753478)"
"Heath","Sanderson","Councilmember","Brilliant","Alabama","35548","
,  35548
(34.051016, -87.753478)"
"Meredith","Green","Fire Chief","Brilliant","Alabama","35548","
,  35548
(34.051016, -87.753478)"
"Perry","Franks","Mayor","Brilliant","Alabama","35548","
,  35548
(34.051016, -87.753478)"
"David","Oliver","Police Chief","Brilliant","Alabama","35548","
,  35548
(34.051016, -87.753478)"
"Alton","Hyche","Mayor","Brookwood","Alabama","35444","
,  35444
(33.310692, -87.294886)"
"Betty","Baxter","Councilmember","Brundidge","Alabama","36010","
,  36010
(31.673085, -85.811563)"
"Arthur","Griffin","Councilmember","Brundidge","Alabama","36010","
,  36010
(31.673085, -85.811563)"
"Margaret","Ross","Councilmember","Brundidge","Alabama","36010","
,  36010
(31.673085, -85.811563)"
"Frank","Hickman","Commissioner","Butler County","Alabama","36037","
,  36037
(31.792239, -86.608639)"
"Jesse","McWilliams","Commissioner","Butler County","Alabama","36037","
,  36037
(31.792239, -86.608639)"
"Joey","Peavy","Commissioner","Butler County","Alabama","36037","
,  36037
(31.792239, -86.608639)"
"Darrell","Sanders","Commissioner","Butler County","Alabama","36037","
,  36037
(31.792239, -86.608639)"
"Allin","Whittle","Commissioner Acting Chair","Butler County","Alabama","36037","
,  36037
(31.792239, -86.608639)"
"Jon","Graham","Mayor","Calera","Alabama","35040","
,  35040
(33.112993, -86.741563)"
"Terry ""Max""","Baggett, Jr.","Mayor","Camden","Alabama","36726","
,  36726
(31.995162, -87.281964)"
"Ezell","Smith","Mayor","Camp Hill","Alabama","36850","
,  36850
(32.799464, -85.645129)"
"Mark ","Chambers","Mayor","Carbon Hill","Alabama","35549","
,  35549
(33.863924, -87.528337)"
"Glen","Chandler","Councilmember","Centre","Alabama","35960","
,  35960
(34.135343, -85.592379)"
"Marc","Johnson","Councilmember","Centre","Alabama","35960","
,  35960
(34.135343, -85.592379)"
"Frankie","Kelley","Councilmember","Centre","Alabama","35960","
,  35960
(34.135343, -85.592379)"
"Harry","Moon","Councilmember","Centre","Alabama","35960","
,  35960
(34.135343, -85.592379)"
"Phillip","Roberts","Councilmember","Centre","Alabama","35960","
,  35960
(34.135343, -85.592379)"
"Bess","Yarbrough","Councilmember","Centre","Alabama","35960","
,  35960
(34.135343, -85.592379)"
"Tony","Wilkie","Mayor","Centre","Alabama","35960","
,  35960
(34.135343, -85.592379)"
"Harold","Couch","Mayor","Chatom","Alabama","36524","
,  36524
(31.788616, -88.056122)"
"Tony","Piclesimer","Mayor","Chelsea","Alabama","35043","
,  35043
(33.320932, -86.655461)"
"Melinda","Malone","City Clerk","Cherokee","Alabama","35616","
,  35616
(34.741396, -88.008384)"
"Rene","Fann","Councilmember","Cherokee","Alabama","35616","
,  35616
(34.741396, -88.008384)"
"Tiffani","Fuqua","Councilmember","Cherokee","Alabama","35616","
,  35616
(34.741396, -88.008384)"
"Sandi","Hendrix","Councilmember","Cherokee","Alabama","35616","
,  35616
(34.741396, -88.008384)"
"Paul","Norman","Councilmember","Cherokee","Alabama","35616","
,  35616
(34.741396, -88.008384)"
"Loretta","Wallace","Councilmember","Cherokee","Alabama","35616","
,  35616
(34.741396, -88.008384)"
"Darrin","Hogeland","Fire Chief","Cherokee","Alabama","35616","
,  35616
(34.741396, -88.008384)"
"Terry","Cosby","Mayor","Cherokee","Alabama","35616","
,  35616
(34.741396, -88.008384)"
"Jason","Williamson","Police Chief","Cherokee","Alabama","35616","
,  35616
(34.741396, -88.008384)"
"Byron","Pittman","Mayor","Chickasaw","Alabama","36611","
,  36611
(30.767572, -88.082959)"
"Bobby","Agee","Commissioner","Chilton County","Alabama","35045","
,  35045
(32.823888, -86.654483)"
"Jimmie","Hardee","Commissioner","Chilton County","Alabama","35045","
,  35045
(32.823888, -86.654483)"
"Lamar ""Heedy""","Hayes","Commissioner","Chilton County","Alabama","35045","
,  35045
(32.823888, -86.654483)"
"Greg","Moore","Commissioner","Chilton County","Alabama","35045","
,  35045
(32.823888, -86.654483)"
"Joseph","Parnell","Commissioner","Chilton County","Alabama","35045","
,  35045
(32.823888, -86.654483)"
"Shannon","Welch","Commissioner","Chilton County","Alabama","35045","
,  35045
(32.823888, -86.654483)"
"Allen","Caton","Commissioner Chair","Chilton County","Alabama","35045","
,  35045
(32.823888, -86.654483)"
"Joe","Headley","Commissioner Vice Chair","Chilton County","Alabama","35045","
,  35045
(32.823888, -86.654483)"
"Tony","Cherry","Commissioner","Choctaw County","Alabama","36904","
,  36904
(32.105594, -88.227555)"
"Bud","Ruffin","Commissioner","Choctaw County","Alabama","36904","
,  36904
(32.105594, -88.227555)"
"Michael ","Armistead","Probate Judge","Choctaw County","Alabama","36904","
,  36904
(32.105594, -88.227555)"
"Tyrone","Moye","Commissioner","Clarke County","Alabama","36451","
,  36451
(31.690048, -87.790704)"
"Jackie Ray ","Rush","Commissioner","Clarke County","Alabama","36784","
,  36784
(31.924942, -87.801001)"
"Bill","Taylor","Commissioner","Clarke County","Alabama","36451","
,  36451
(31.690048, -87.790704)"
"Rebecca","Parish Beasley","Mayor","Clayton","Alabama","36016","
,  36016
(31.854592, -85.433608)"
"Jerry","Jones","Mayor","Cleveland","Alabama","35049","
,  35049
(33.960517, -86.598295)"
"Gary","Averett","Mayor","Coaling","Alabama","35449","
,  35449
(33.158525, -87.340429)"
"John","Rodgers Morgan III","Administrator","Coffee County","Alabama","36351","
,  36351
(31.394222, -85.927767)"
"Al","Britt","Commissioner","Coffee County","Alabama","36351","
,  36351
(31.394222, -85.927767)"
"Josh","Carnley","Commissioner","Coffee County","Alabama","36351","
,  36351
(31.394222, -85.927767)"
"Tom","Crimsley","Commissioner","Coffee County","Alabama","36351","
,  36351
(31.394222, -85.927767)"
"Kim","Ellis","Commissioner","Coffee County","Alabama","36351","
,  36351
(31.394222, -85.927767)"
"Jimmy","Jones","Commissioner","Coffee County","Alabama","36351","
,  36351
(31.394222, -85.927767)"
"Donis","Lee","Commissioner","Coffee County","Alabama","36351","
,  36351
(31.394222, -85.927767)"
"Dean","Smith","Commissioner","Coffee County","Alabama","36351","
,  36351
(31.394222, -85.927767)"
"Robert","Cox","Mayor","Coffeeville","Alabama","36524","
,  36524
(31.788616, -88.056122)"
"Thomas","Burgess","Board of Education Member","Colbert County","Alabama","35674","
,  35674
(34.679997, -87.72587)"
"Sandra","James","Board of Education Member","Colbert County","Alabama","35674","
,  35674
(34.679997, -87.72587)"
"Ricky","Saint","Board of Education Member","Colbert County","Alabama","35674","
,  35674
(34.679997, -87.72587)"
"Frank","Williamson","Colbert Sheriff","Colbert County","Alabama","35674","
,  35674
(34.679997, -87.72587)"
"Tommy ","Barnes","Commissioner","Colbert County","Alabama","35674","
,  35674
(34.679997, -87.72587)"
"Darol","Bendall","Commissioner","Colbert County","Alabama","35674","
,  35674
(34.679997, -87.72587)"
"David","Black","Commissioner","Colbert County","Alabama","35674","
,  35674
(34.679997, -87.72587)"
"Jimmy","Gardiner","Commissioner","Colbert County","Alabama","35674","
,  35674
(34.679997, -87.72587)"
"Charles","Hovater","Commissioner","Colbert County","Alabama","35674","
,  35674
(34.679997, -87.72587)"
"Emmitt","Jimmar","Commissioner","Colbert County","Alabama","35674","
,  35674
(34.679997, -87.72587)"
"William","Smith","Commissioner, District 4","Colbert County","Alabama","35674","
,  35674
(34.679997, -87.72587)"
"Gail","Satchel","Superintendent","Colbert County","Alabama","35674","
,  35674
(34.679997, -87.72587)"
"Addie","Buze","Councilmember","Columbia","Alabama","36319","
,  36319
(31.31954, -85.160282)"
"Joseph","Haddock","Councilmember","Columbia","Alabama","36319","
,  36319
(31.31954, -85.160282)"
"Robert","Hunter","Councilmember","Columbia","Alabama","36319","
,  36319
(31.31954, -85.160282)"
"Jessie","Ingram","Councilmember","Columbia","Alabama","36319","
,  36319
(31.31954, -85.160282)"
"Charlie","Lane","Councilmember","Columbia","Alabama","36319","
,  36319
(31.31954, -85.160282)"
"Rhonda","Freeman","Mayor","Columbia","Alabama","36319","
,  36319
(31.31954, -85.160282)"
"Lanny","Lancaster","Mayor","Columbia ","Alabama","36319","
,  36319
(31.31954, -85.160282)"
"Kim","King","Councilmember","Columbiana","Alabama","35051","
,  35051
(33.200355, -86.61418)"
"Quida","Mayfield","Councilmember","Columbiana","Alabama","35051","
,  35051
(33.200355, -86.61418)"
"Barbara","Moore","Councilmember","Columbiana","Alabama","35051","
,  35051
(33.200355, -86.61418)"
"Ricky","Ruchton","Councilmember","Columbiana","Alabama","35051","
,  35051
(33.200355, -86.61418)"
"Leslie","Whiting","Councilmember","Columbiana","Alabama","35051","
,  35051
(33.200355, -86.61418)"
"Dr. Stancil","Handley","Mayor","Columbiana","Alabama","35051","
,  35051
(33.200355, -86.61418)"
"Todd","Adams","Commission Chair","Coosa County","Alabama","35136","
,  35136
(32.857263, -86.266514)"
"Unzell","Kelley","Commissioner","Coosa County","Alabama","35136","
,  35136
(32.857263, -86.266514)"
"Drew","Gilbert","Mayor","Cordova","Alabama","35550","
,  35550
(33.753279, -87.169053)"
"Anne ","Adams","Councilmember","Cottonwood","Alabama","36320","
,  36320
(31.053232, -85.321475)"
"Ann","Adams","Councilmember","Cottonwood","Alabama","36320","
,  36320
(31.053232, -85.321475)"
"Michael","Capehart","Councilmember","Cottonwood","Alabama","36320","
,  36320
(31.053232, -85.321475)"
"James","Coachman","Councilmember","Cottonwood","Alabama","36320","
,  36320
(31.053232, -85.321475)"
"Kenneth","Hart","Councilmember","Cottonwood","Alabama","36320","
,  36320
(31.053232, -85.321475)"
"Linda","Smith","Councilmember","Cottonwood","Alabama","36320","
,  36320
(31.053232, -85.321475)"
"Ken","Hamilton","Mayor","Cottonwood","Alabama","36320","
,  36320
(31.053232, -85.321475)"
"Noel","Deese","Councilmember","Cowarts","Alabama","36321","
,  36321
(31.200741, -85.303605)"
"Ed","Marshall","Councilmember","Cowarts","Alabama","36321","
,  36321
(31.200741, -85.303605)"
"Wallace","Odom","Councilmember","Cowarts","Alabama","36321","
,  36321
(31.200741, -85.303605)"
"Jerry","Rogers","Councilmember","Cowarts","Alabama","36321","
,  36321
(31.200741, -85.303605)"
"Doris","Whitehurst","Councilmember","Cowarts","Alabama","36321","
,  36321
(31.200741, -85.303605)"
"Randy","Roland","Mayor","Cowarts","Alabama","36321","
,  36321
(31.200741, -85.303605)"
"David","Smyth","Administrator","Crenshaw County","Alabama","36049","
,  36049
(31.759562, -86.280994)"
"Ricky","McElwain","Commissioner","Crenshaw County","Alabama","36049","
,  36049
(31.759562, -86.280994)"
"Merill","Sport","Commissioner","Crenshaw County","Alabama","36049","
,  36049
(31.759562, -86.280994)"
"Michelle","Stephens","Commissioner","Crenshaw County","Alabama","36049","
,  36049
(31.759562, -86.280994)"
"Chris","West","Commissioner","Crenshaw County","Alabama","36049","
,  36049
(31.759562, -86.280994)"
"Charlie","Sankey Jr.","Commissioner","Crenshaw County/ District","Alabama","36049","
,  36049
(31.759562, -86.280994)"
"Carl","Storey","Mayor","Cuba","Alabama","36907","
,  36907
(32.414152, -88.350328)"
"Wayne","Smith","Mayor","Dadeville","Alabama","36853","
,  36853
(32.800272, -85.779431)"
"Mark","Blankenship","Commission Chair","Dale County","Alabama","36360","
,  36360
(31.452225, -85.639424)"
"Chris","Carroll","Commissioner","Dale County","Alabama","36360","
,  36360
(31.452225, -85.639424)"
"Charles","Gary","Commissioner","Dale County","Alabama","36360","
,  36360
(31.452225, -85.639424)"
"Steve","McKinnon","Commissioner","Dale County","Alabama","36360","
,  36360
(31.452225, -85.639424)"
"James","Strickland","Commissioner","Dale County","Alabama","36360","
,  36360
(31.452225, -85.639424)"
"Katheryne","Horace","Councilmember ","Daleville","Alabama","36322","
,  36322
(31.273871, -85.729087)"
"Scott","Moore","Councilmember ","Daleville","Alabama","36322","
,  36322
(31.273871, -85.729087)"
"Alan","Souders","Councilmember ","Daleville","Alabama","36322","
,  36322
(31.273871, -85.729087)"
"Marvin","Wise","Councilmember ","Daleville","Alabama","36322","
,  36322
(31.273871, -85.729087)"
"Kimbrough","Ballard","Probate Judge","Dallas County","Alabama","36701","
,  36701
(32.420892, -87.02656)"
"Jeff","Collier","Mayor","Dauphin Island","Alabama","36528","
,  36528
(30.252109, -88.116546)"
"Joe","Clarke","Mayor","Daviston","Alabama","36256","
,  36256
(33.039523, -85.704162)"
"Tim","Melson","State Senator","District 1","Alabama","35611","
,  35611
(34.78041, -87.055833)"
"Marcel","Black","State Representative","District 3","Alabama","35662","
,  35662
(34.74491, -87.667715)"
"Vivian","Figures","State Senator","District 33","Alabama","36617","
,  36617
(30.716146, -88.09558)"
"Adline ","Clarke","State Representative ","District 97","Alabama","36602","
,  36602
(30.690285, -88.039983)"
"Randy","Stephens","Mayor","Dora","Alabama","35118","
,  35118
(33.540614, -87.045297)"
"David","Crutchfield","Commissioner","Dothan","Alabama","36302","
,  36302
(31.219712, -85.392954)"
"Kevin","Dorsey","Commissioner","Dothan","Alabama","36302","
,  36302
(31.219712, -85.392954)"
"John","Ferguson","Commissioner","Dothan","Alabama","36302","
,  36302
(31.219712, -85.392954)"
"Jamasky","Fleming","Commissioner","Dothan","Alabama","36302","
,  36302
(31.219712, -85.392954)"
"Beth","Kenward","Commissioner","Dothan","Alabama","36302","
,  36302
(31.219712, -85.392954)"
"Albert","Kirkland","Commissioner","Dothan","Alabama","36302","
,  36302
(31.219712, -85.392954)"
"Amos","Newsome","Commissioner","Dothan","Alabama","36302","
,  36302
(31.219712, -85.392954)"
"Mark ","Saliba","Mayor","Dothan","Alabama","36302","
,  36302
(31.219712, -85.392954)"
"Mike","Schmitz","Mayor","Dothan","Alabama","36303","
,  36303
(31.257217, -85.406721)"
"Kim","Ownby","City Clerk","Double Springs","Alabama","35553","
,  35553
(34.14205, -87.390262)"
"Tim","Cockrell","Councilmember","Double Springs","Alabama","35553","
,  35553
(34.14205, -87.390262)"
"George William","Hawkins","Councilmember","Double Springs","Alabama","35553","
,  35553
(34.14205, -87.390262)"
"Bart","Seymour","Councilmember","Double Springs","Alabama","35553","
,  35553
(34.14205, -87.390262)"
"Adam","Veal","Councilmember","Double Springs","Alabama","35553","
,  35553
(34.14205, -87.390262)"
"Hobby","Walker","Councilmember","Double Springs","Alabama","35553","
,  35553
(34.14205, -87.390262)"
"Pat","West","Fire Chief","Double Springs","Alabama","35553","
,  35553
(34.14205, -87.390262)"
"Elmo","Robinson","Mayor","Double Springs","Alabama","35553","
,  35553
(34.14205, -87.390262)"
"Kim","Miller","Police Chief","Double Springs","Alabama","35553","
,  35553
(34.14205, -87.390262)"
"Corey","Hill","Mayor","Douglas","Alabama","35964","
,  35964
(34.179585, -86.316498)"
"Gary","Davenport","Mayor","Eclectic","Alabama","36024","
,  36024
(32.674028, -86.025953)"
"Jane","Brunson","Councilmember ","Elba","Alabama","36323","
,  36323
(31.420976, -86.078752)"
"Ronnie","Hammond","Councilmember ","Elba","Alabama","36323","
,  36323
(31.420976, -86.078752)"
"Ronald","Jones","Councilmember ","Elba","Alabama","36323","
,  36323
(31.420976, -86.078752)"
"Harold","Spicer","Councilmember ","Elba","Alabama","36323","
,  36323
(31.420976, -86.078752)"
"Mickey","Murdock","Mayor","Elba","Alabama","36323","
,  36323
(31.420976, -86.078752)"
"Margaret","White","Mayor","Elmore","Alabama","36024",
"Roy","Willingham","Mayor","Emelle","Alabama","35459","
,  35459
(32.797737, -88.300048)"
"Walter","Porter, Sr.","Mayor","Epes","Alabama","35460","
,  35460
(32.724375, -88.180352)"
"David","Stokes","Commission Chair","Escambia County","Alabama","36426","
,  36426
(31.135963, -87.073962)"
"Tim","Choate","Commissioner","Etowah County","Alabama","35901","
,  35901
(34.028613, -85.959153)"
"Johnny","Grant","Commissioner","Etowah County","Alabama","35901","
,  35901
(34.028613, -85.959153)"
"Jeff","Overstreet","Commissioner","Etowah County","Alabama","35901","
,  35901
(34.028613, -85.959153)"
"Carolyn","Parker","Commissioner","Etowah County","Alabama","35901","
,  35901
(34.028613, -85.959153)"
"Joey","Statum","Commissioner","Etowah County","Alabama","35901","
,  35901
(34.028613, -85.959153)"
"Larry","Payne","Commission President","Etowah County","Alabama","35901","
,  35901
(34.028613, -85.959153)"
"Jack","Tibbs, Jr.","Mayor","Eufaula","Alabama","36027","
,  36027
(31.893139, -85.193832)"
"Peter","Wolff III","Mayor","Evergreen","Alabama","36401","
,  36401
(31.473944, -86.908979)"
"George","Kelly","Mayor","Faunsdale","Alabama","36738","
,  36738
(32.423629, -87.612816)"
"Dewey","Bondurant, Jr.","Mayor","Flomaton","Alabama","36441","
,  36441
(31.034449, -87.251605)"
"Dick","Jordan","Councilmember","Florence","Alabama","35630","
,  35630
(34.821322, -87.661839)"
"Steve","Holt","Mayor","Florence","Alabama","35630","
,  35630
(34.821322, -87.661839)"
"Robert M.","Leyde","City Clerk","Florence City","Alabama","35631","
,  35631
(34.80175, -87.675137)"
"Andrew","Betterton","Councilmember","Florence City","Alabama","35631","
,  35631
(34.80175, -87.675137)"
"David","Bradley Jr.","Councilmember","Florence City","Alabama","35631","
,  35631
(34.80175, -87.675137)"
"Blake","Edwards","Councilmember","Florence City","Alabama","35631","
,  35631
(34.80175, -87.675137)"
"Michelle","Rupe-Eubanks","Councilmember","Florence City","Alabama","35631","
,  35631
(34.80175, -87.675137)"
"Kaytrina","Simmons","Councilmember","Florence City","Alabama","35631","
,  35631
(34.80175, -87.675137)"
"Jeffrey","Perkins","Fire Chief","Florence City","Alabama","35631","
,  35631
(34.80175, -87.675137)"
