"date","beneficiary","foreclosures_previous_year","mailing_address","city","state","zip","contact","title"
"2021-08-03T00:00:00.000","Habitat for Humanity Port/Metro East dba Habitat for Humanity Portland Region","1","693 Chemeketa Street NE","Salem","OR","97301","Steve Messinetti","President/Chief Executive Officer"
"2021-06-28T00:00:00.000","Hannah L. Hill","1","PO Box 359","Coos Bay","OR","97420","Hannah L. Hill","Individual"
"2021-06-30T00:00:00.000","HAPO Community Credit Union","1","39 SE Court Avenue","Pendleton","OR","97801","Cris Torres","Asset Recovery Director"
"2021-06-09T00:00:00.000","Heritage Grove Federal Credit Union","1","693 Chemeketa St. NE","Salem","OR","97301","Matthew Forney","Vice President"
"2021-06-17T00:00:00.000","HomeStreet Bank","24","33405 8th Avenue South, #100","Federal Way","WA","98003","Ted Ahi","AVP-Default Manager"
"2021-06-24T00:00:00.000","Horizon Credit Union","0","PO Box 15128","Spokane Valley","WA","99215","Mark Newmann","Chief Operating Officer"
"2021-06-21T00:00:00.000","InRoads Credit Union","0","1720 ST. Helens Street","St. Helens","OR","97051","Teresa Fine","Asset Recovery Supervisor"
"2021-06-28T00:00:00.000","IQ Credit Union`","1","PO Box 1739","Vancouver","WA","98668","John Hapke","Vice President"
"2021-08-20T00:00:00.000","Jay W. Graves, Trustee Jay W. Graves Revocable Trust","1","1 SW Columbia Street, Ste 900","Portland","OR","97204","Jay Graves","Individual"
"2021-07-02T00:00:00.000","Juanita Lucile Gillaspey, Trustee of the James Family Trust","0","215 Laurel Street","Medford","OR","97501","Juanita Lucile Gillaspey","Trustee"
"2021-06-23T00:00:00.000","KeyBank N.A.","20","4224 Ridge Road","Amherst","NY","14226","Katie Dewine","Bank Officer"
"2021-09-02T00:00:00.000","Kim C. Pex, aka Kimberly C. Pex","0","17955 SW Lower Boones Ferry Rd, Ste A","Lake Oswego","OR","97035","Kim C. Pex","Individual"
"2021-06-23T00:00:00.000","Kinecta Federal Credit Union","0","2100 Park Place","El Segundo","CA","90245","Hilda Rocha","Director"
"2021-06-04T00:00:00.000","Klamath Public Employees Credit Union","0",,,,,"Alesia Claybaugh","Executive Vice President"
"2021-08-03T00:00:00.000","Land Home Financial Services, Inc.","0","1 Corporate Drive, Suite 360","Lake Zurich","IL","60047","David Ornelas","Senior Vice President"
"2021-06-29T00:00:00.000","Laneco Federal Credit Union","0","74A Centennial Loop","Eugene","OR","97401","Loreen A. Ervin","Manager"
"2021-06-15T00:00:00.000","Larry and Jeanette Epping Family Foundation AG","0","P O Box 470","Salem","OR","97308","Gary J. Epping","President"
"2021-06-28T00:00:00.000","Lawrence & Patricia Bourne, Bourn Living Trust","0","2355 State Street","Salem","OR","97301","Lawrence Bourn & Patricia Bourn","Trustee"
"2021-06-30T00:00:00.000","Lennar Mortgage, LLC","8",,,"FL",,"Blair Birt","Vice President"
"2021-06-21T00:00:00.000","Lower Columbia Longshormens's Federal Credit Union","0","629 14th Avenue","Longview","WA","98632","Julie A. Brewer","Chief Lending Officer"
"2021-06-24T00:00:00.000","Luther Burbank Savings","0","520 Third Street, 4th flr","Santa Rosa","CA","95401","Kristen Wilbur","Loan Service Manager"
"2021-06-18T00:00:00.000","Marion and Polk Schools Credit Union abn Maps Credit Union","4","PO Box 12398","Salem","OR","97309","Angela Kropf","Director of Loan Servicing"
"2021-06-21T00:00:00.000","Mid Oregon Federal Credit Union","0","PO Box 6749","Bend","OR","97708","Jim Simonsen","Collection Manager"
"2021-08-25T00:00:00.000","Mortgage Research Center LLC dba Veterans United Home Loans","8","1400 Veterans United Dr","Columbia","MO","65203","Rena Tratchel","Servicing Default Coordinator"
"2021-09-16T00:00:00.000","Mortgage Solutions of Colorado, LLC dba Mortgage Solutions Financial","1","4375 Jutland Drive","San Diego","CA","92117","Thomas Clark","Vice President"
"2021-06-21T00:00:00.000","M & T Bank","13","475 Crosspoint Parkway","Getzville","NY","14068","Christopher M. Zeis","Administrative Vice President"
"2021-06-29T00:00:00.000","MUFG Union Bank N.A.","1","9865 Towne Centre Drive","San Diego","CA","92121","Heidi Brodersen","Default Loan Servicing Director"
"2021-07-08T00:00:00.000","MyCUmortgage, LLC","1",,,"OH",,"Raymond D. Stacy","Individual"
"2021-06-07T00:00:00.000","Navy Federal Credit Union","1",,,"VA",,"Shannon Glannini","Manager"
"2021-08-30T00:00:00.000","NexBank","0","2515 McKinney Avenue, Ste 1100","Dallas","TX","75201","Bill Mansfield","Senior Vice President"
"2021-06-04T00:00:00.000","Northwest Adventist Federal Credit Union","0","10333 SE Main Street","Portland","OR","97216","Pamela L. Lowes","Assistant Manager"
"2021-06-23T00:00:00.000","Northwest Community Credit Union","9","180 East 11th Avenue","Eugene","OR","97401","Paula Franz","Director of Member Solution"
"2021-06-09T00:00:00.000","Northwest Farm Credit Services, FLCA","0","PO Box 2247","Salem","OR","97308","Pete Swan","Vice President"
"2021-06-09T00:00:00.000","Northwest Farm Credit Services, PCA","4","693 Chemeketa St. NE","Salem","OR","97301","Pete Swan","VP-Customer Solutions"
"2021-06-08T00:00:00.000","NW Preferred Federal Credit Union","0","PO Box 231269","Portland","OR","97281","Mara Boston","Collections Officer"
"2021-07-01T00:00:00.000","Old Second National Bank","0",,,"IL",,"David M. Kozuh","Senior Vice President"
"2021-06-21T00:00:00.000","Old West Federal Credit Union","0","650 West Main Street","John Day","OR","97845","KC Dickens","Collections Manager"
"2021-06-04T00:00:00.000","OnPoint Community Credit Union","22","PO Box 3750","Portland","OR","97208","Veronica Ervin","Senior Vice President"
"2021-06-09T00:00:00.000","Oregon Community Credit Union","1","PO Box 77002","Springfield","OR","97475","Matthew Wilson","VP Risk and Administration"
"2021-06-18T00:00:00.000","Oregonians Credit Union","0","6915 SE Lake Road","Milwaukie","OR","97267","Tom Duda","Consumer Loan Manager"
"2021-06-18T00:00:00.000","Oregon Pacific Banking Company","2","PO Box 22000","Florence","OR","97439","Brook Burkhart","Vice President"
"2021-06-08T00:00:00.000","Oregon State Credit Union","2","PO Box 306","Corvallis","OR","97339","Wendy Martin","Director of Centralized Services"
"2021-06-30T00:00:00.000","Origin Bank","0","9805 Katy Freeway, #200","Houston","TX","77406","Dan Shimmin","Senior Vice President"
"2021-06-18T00:00:00.000","OR Resolutions LLC","0","PO Box 2747","Salem","OR","97301","Eric Gerhart","Executive Vice President"
"2021-06-21T00:00:00.000","Pacific Cascade Federal Credit Union","0","PO Box 10886","Eugene","OR","97440","Jatinder Hoonjan","President CEO"
"2021-06-08T00:00:00.000","Pacific Crest Federal Credit Union","1","PO Box 1179","Klamath Falls","OR","97601","Luke Daniels","Director of Consumer Lending"
"2021-07-02T00:00:00.000","Pacific Northwest Federal Credit Union","4","12005 NE Erin Way","Portland","OR","97220","Diane Calvin","Senior Vice President"
"2021-06-21T00:00:00.000","Pac One Fund LP","0","4710 Village Plaza Loop","Eugene","OR","97401","Mariska Crain","Authorized Signer"
"2021-06-21T00:00:00.000","Pacwest Funding, Inc.","1","4710 Village Plaza Loop","Eugene","OR","97401","Mariska Crain","Director of Lending"
"2021-12-01T00:00:00.000","Patricia A. Curry, trustee of the Curry Family Trust","0","724 S. Central Ave, Ste 106","Medford","OR","97501","Patricia A. Curry","Trustee"
"2021-06-29T00:00:00.000","Peninsula Community Federal Credit Union","0","PO Box 2150","Shelton","WA","98584","Chris Kirkley","Vice President"
"2021-07-22T00:00:00.000","People's Bank of Commerce","0","1528 Broole Road","Medford","OR","97504","Julia Beattie","President CCO"
"2021-06-04T00:00:00.000","People's Community Federal Credit Union","0","1665 NW 169th Place, Suite 206","Beaverton","OR","97008","Ed Seidenberg","President"
"2021-06-10T00:00:00.000","PHH Mortgage Corporation","20","1661 Worthington Road","West Palm Beach","FL","33409","Brian Ader","Supervisor"
"2021-06-09T00:00:00.000","Pioneer Trust Bank, NA","0","PO Box 2247","Salem","OR","97308","John L. Willburn","President"
"2021-06-21T00:00:00.000","Plaza Home Mortgage","13",,,"CA",,"Barbara Davidson","Vice President"
"2021-07-06T00:00:00.000","PNC Bank","23","3232 Newmark Drive","Miamisburg","OH","45342","Christian S. Martin","Senior Vice President"
"2021-06-18T00:00:00.000","Portland Local 8 FC4","0",,,"OR",,"Michelle Humbert","COO"
"2021-06-29T00:00:00.000","Potlatch No. 1 Financial Credit Union","0",,,"ID",,"Mike Moser","VP of Mortgage Lending"
"2021-07-13T00:00:00.000","Providence Federal Credit Union","0","6400 SE Lake Road, Suite 125","Milwaukie","OR","97222","Bryan Jordan","AVP of Lending"
"2021-06-11T00:00:00.000","Provident Funding Associates, L.P.","4","1235 N. Dutton Ave, Suite E","Santa Rosa","CA","95402","Joseph Tami","Assistant Vice President"
"2021-06-30T00:00:00.000","Qualstar Credit Union","1","PO Box 96730","Bellevue","WA","98009","Kari Olson","Member Solutions Manager"
"2021-06-22T00:00:00.000","Real Time Resolutions, Inc.","0","1349 Empire Central #150","Dallas","TX","75247","David Rosas","Director of Loss Mitigation"
"2021-07-01T00:00:00.000","Red Canoe Credit Union","1","PO Box 3020","Longview","WA","98632","Dawn R Estill","Bankruptcy Specialist"
"2021-06-04T00:00:00.000","Regions Bank","0","5214 Lincoln Road","Hattiesburg","MS","39402","Karen Griffis","Senior Vice President"
"2021-07-09T00:00:00.000","Reverse Mortgage Solutions, Inc.","18","14405 Walters Road, Suite 200","Houston","TX","77014","Sandy Alexander","Assistant Vice President"
"2021-08-16T00:00:00.000","Rick Main","0","17355 SW Lower Boones Ferry Rd, Ste A","Lake Oswego","OR","97035","Rick Main","Individual"
"2021-07-26T00:00:00.000","Rivermark Community Credit Union","0","1865 NW 169th Place, Suite 208","Beaverton","OR","97008","James Clark","Financial Solutions Manager"
"2021-06-07T00:00:00.000","Riverview Community Bank","0","900 Washington Street, Suite 900","Vancouver","WA","98660","Dan Cox","Executive Vice President"
"2021-10-06T00:00:00.000","Robert D. Hughes and Hilary W. Hughes, Trustees","0","14 N. Central Ave, suite 104","Medford","OR","97501","Joseph E. Kellerman","Legal Representative"
"2021-06-21T00:00:00.000","Robert L. Landhuis and Barbara A. Landhuis","0","PO Box 1048","Salem","OR","97308","Debbie Jensen","Vice President"
"2021-06-15T00:00:00.000","RRA CP Oportunity Trust 1","2",,,"TX",,"David Rosas","Servicing Officer"
"2021-07-16T00:00:00.000","Samuel Purtle","0","102 W Hist. Col. River Hwy","Troutdale","OR","97060","Samuel Purtle","Individual"
"2021-07-29T00:00:00.000","Seattle Bank","0","14405 Walters Road, Suite 200","Houston","TX","77014","Kathy Hruza","Vice President"
"2021-06-18T00:00:00.000","SELCO Community Credit Union","0","PO Box 7487","Springfield","OR","97475","Lynne M Meeken","Associate Counsel"
"2021-06-25T00:00:00.000","Sierra Pacific Mortgage Company, Inc","19","1180 Iron Point Road, Suite 200","Folsom","CA","95630","Brian turner","Vice President"
"2021-09-22T00:00:00.000","Silverado Funding, LLC","0","9600 SW Oak Street, Suite 320","Portland","OR","97223","David C. Scott","Manager"
"2021-07-15T00:00:00.000","Sirva Mortgae, Inc.","0","6200 Oak Tree Blvd, Ste 300","Independence","OH","44131","Paul Kiemme","President"
"2021-06-23T00:00:00.000","Solarity Credit Union","0",,,"WA",,"Sarah Welch","Vice President"
"2021-06-30T00:00:00.000","SPC Holdings, LLC","1",,,,,,"Managing Member"
"2021-06-04T00:00:00.000","Spokane Teachers Credit Union","0","1620 N Signal Drive","Liberty Lake","WA","99019","Denise Cajigas","Loss Mitigation Manager"
"2021-06-11T00:00:00.000","Stanley Harris, Trustee of the Harris Family Trust","0",,,"OR",,"Stanley Harris","Trustee"
"2021-08-02T00:00:00.000","Steven J. Shaw","0","250 NW Franklin, Suite 101","Bend","OR","97703","Steven J. Shaw","Individual"
"2021-07-28T00:00:00.000","The Money Source, Inc.","11",,,"AZ",,"Ashley Reza","Vice President"
"2021-09-27T00:00:00.000","The Morgan and Collier Smith Debt Fund LLC","0","PO Box 1868","Lake Oswego","OR","97035","Morgan Smith","Managing Director"
"2021-06-21T00:00:00.000","The Oregon Fund, LP","0","4710 Village Plaza Loop","Eugene","OR","97401","Mariska Crain","Director of Lending"
"2021-06-30T00:00:00.000","Thrivent Federal Credit Union","0","600 Portland Ave. S-MS 55415","Minneapolis","MN","55415","Amanda Steffes",
"2021-12-13T00:00:00.000","Tidal Investments, LLC","0","17355 SW Lower Boones Ferry Rd, Ste A","Lake Oswego","OR","97035","John P. Lucas","Manager"
"2021-07-09T00:00:00.000","Tracey L. Williams","0","PO Box 939","Tillamook","OR","97141","Tracey L. Williams","Individual"
"2021-09-29T00:00:00.000","TruHome Solutions, LLC","1",,,"MO",,"Andrew Duncan","Senior Vice President"
"2021-06-23T00:00:00.000","Truist Bank sbm SunTrust Bank","8","1001 Semmes Avenue, 4th Floor","Richmond","VA","23224","LaShanda Tisdale","Assistant Vice President"
"2021-06-25T00:00:00.000","Twinstar Credit Union","0","PO Box 718","Olympia","WA","98507","Sharhonda Townsend","Account Solutions"
"2021-06-21T00:00:00.000","United Trades FCU","0","PO Box 2293","Tualatin","OR","97062","Maria Escamilla","MS Team Leader"
"2021-08-09T00:00:00.000","Vanderbilt Mortgage and Finance, Inc.","1","500 Alcoa Trail","Maryville","TN","37804","Devin Walker","Legal Department Manager"
"2021-06-29T00:00:00.000","Village Capital & Investment LLC","9","2863 St. Rose Parkway","Henderson","NV","89052","Jennifer Ziting","Individual"
"2021-06-22T00:00:00.000","Washington Federal NA","7","425 Pike Street, 4th Floor","Seattle","WA","98101","Ronald R. Miller","Vice President"
"2021-06-29T00:00:00.000","Washington State Employees Credit Union","1","Po Box WSECU","Olympia","WA","98507","Paul Kirkbride","Chief Operating Officer"
"2021-06-30T00:00:00.000","Washington Trust Bank","0","PO Box 2127","Spokane","WA","99210","Shelby Phillips","Corporate Counsel"
"2021-06-04T00:00:00.000","Wauna Credit Union","3",,,"OR",,"Randal W. Buholts","Loss Mitigation Manager"
"2021-06-21T00:00:00.000","Willamette Valley Bank","0","101 High Street NE","Salem","OR","97301","Eric Gerhart","Senior Vice President"
"2021-08-03T00:00:00.000","Wilmington Savings Fund Society","7","4375 Jutland Drive","San Diego","CA","92117","Watson Dixon","Document Execution Specialist"
"2021-12-10T00:00:00.000","Wilmington Savings Fund Society","8","909 Lake Carolyn Parkway, Suite 1550","Irving","TX","75039","Keith Hale","VP Timeline Management"
"2021-06-28T00:00:00.000","Yakima Federal Savings and Loan","0","118 E. Yakima Avenue","Yakima","WA","98901","Ryan L. Siefken","Senior Vice President"
"2021-06-28T00:00:00.000","Zions Bancorporation, National Association","1",,,"UT",,"Lawrence R. Dingivan","Senior Vice President"
