"fiscal_year","agency_title","classification","annual_salary","full_part_time","service_type","agency"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","97716.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","HR CONSULTANT 1","95472.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","97716.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","97716.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","97716.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER C","95472.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","97716.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER H","170856.00","FULL TIME","EXECUTIVE SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL DELIVERY DRIVER","34920.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","36396.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","39516.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","39516.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OFFICE SPECIALIST 1","39516.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FISCAL ANALYST 3","91008.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","97716.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","TRAINING & DEVELOPMENT SPECIALIST 2","95558.40","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 5","91212.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 4","86640.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","AUTO/HEAVY EQUIPMENT REPAIR SUPERVISOR","95472.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 4","95472.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","HR CONSULTANT 1","95472.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","89088.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER C","95472.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER C","95472.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER C","95472.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 4","95472.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER C","95472.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 4","95472.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTANT 4","91008.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","TRAINING & DEVELOPMENT SPECIALIST 2","87180.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 4","95472.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 4","95472.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","64536.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER F","147660.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","SUPPLY SPECIALIST 2","62496.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROCUREMENT & CONTRACT SPECIALIST 1","56988.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 5","63216.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAIL EQUIPMENT OPERATOR 1","36396.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROGRAM ANALYST 2","91539.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","37800.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTANT 3","65520.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","39516.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 5","91212.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","94164.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 5","91212.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PUBLIC AFFAIRS SPECIALIST 2","95868.00","FULL TIME","UNREPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 5","91212.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 5","91212.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","STATE PROCUREMENT ANALYST","95952.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 4","81732.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 5","91212.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FISCAL ANALYST 3","91008.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 3","86640.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 1","75543.60","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 3","91008.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","MAINTENANCE & OPERATIONS SUPERVISOR","91008.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 2","86640.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 4","91008.00","FULL TIME","REPRESENTABLE EXEMPT","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 8","89667.60","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 3","82596.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 8","89316.00","FULL TIME","UNREPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROCUREMENT & CONTRACT SPECIALIST 3","72108.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","85056.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","89088.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 8","87528.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FACILITY ENERGY TECHNICIAN 4","87368.40","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CONSTRUCTION INSPECTOR","87368.40","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ELECTRONIC SECURITY TECHNICIAN 2","87368.40","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 2","87368.40","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 3","87305.40","FULL TIME","UNREPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTANT 3","87180.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROCUREMENT & CONTRACT SPECIALIST 2","83208.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTANT 3","87180.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 2","87180.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROCUREMENT & CONTRACT SPECIALIST 2","83208.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTANT 3","87180.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","STATE PROCUREMENT ANALYST","83208.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTANT 2","72108.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTANT 3","87180.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROCUREMENT & CONTRACT SPECIALIST 2","87180.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTANT 3","87180.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CONSTRUCTION PROJECT MANAGER 1","87180.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 3","91539.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 7","89928.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 2","59688.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","SENIOR INFORMATION TECHNOLOGY PORTFOLIO MANAGER","155124.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 2","62496.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER G","155124.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER G","170856.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER G","179460.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER I","188388.00","FULL TIME","EXECUTIVE SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","31656.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","34920.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 1","65508.00","FULL TIME","UNREPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTANT 3","65520.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","GROUNDS MAINTENANCE WORKER 1","36396.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","37800.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTANT 3","65520.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER I","188388.00","FULL TIME","EXECUTIVE SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTING TECHNICIAN 3","38808.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","39516.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER F","155124.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 1","65620.80","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","39516.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","37800.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","CUSTODIAN","39516.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","RESEARCH ANALYST 3","83208.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ELECTRONIC SECURITY TECHNICIAN 2","83208.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ELECTRICIAN 2","83208.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INTERNAL AUDITOR 3","78696.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 3","78696.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 4","85818.60","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROCUREMENT AND CONTRACT ASSISTANT","59688.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FISCAL ANALYST 3","78696.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER C","82596.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OFFICE MANAGER 3","82596.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 7","82020.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ADMINISTRATIVE SPECIALIST 2","47160.00","FULL TIME","UNREPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 4","81732.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 4","85818.60","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","81216.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FACILITY ENERGY TECHNICIAN 3","79455.60","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FACILITY ENERGY TECHNICIAN 3","79455.60","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FACILITY ENERGY TECHNICIAN 3","79455.60","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FACILITY ENERGY TECHNICIAN 3","79455.60","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTING TECHNICIAN 3","54228.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROCUREMENT & CONTRACT SPECIALIST 3","79284.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROCUREMENT & CONTRACT SPECIALIST 3","79284.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 2","75672.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FACILITY OPERATIONS SPECIALIST 1","79284.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 2","75672.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ACCOUNTANT 4","78696.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER A","78696.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER A","78696.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER A","78696.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 3","78696.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","74076.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 5","75948.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FISCAL ANALYST 1","75713.40","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINTING PRODUCTION COORDINATOR","72147.60","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","STATE PROCUREMENT ANALYST","75672.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OFFICE SPECIALIST 2","51937.20","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ELECTRONIC PUBLISHING DESIGN SPECIALIST 3","75672.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","TRAINING & DEVELOPMENT SPECIALIST 2","72108.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 3","75672.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PLUMBER","75672.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","FACILITY OPERATIONS SPECIALIST 1","75672.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","ELECTRONIC PUBLISHING DESIGN SPECIALIST 3","75672.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","TRAINING & DEVELOPMENT SPECIALIST 2","72108.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","75264.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","75264.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","75264.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","75264.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","75264.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","75264.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","75264.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","75264.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","75264.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","75264.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","75264.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","HUMAN RESOURCE ANALYST 1","74964.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","HUMAN RESOURCE ANALYST 1","74964.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 3","74964.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER A","74964.00","FULL TIME","MANAGEMENT SERVICE","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 5","69264.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","INFORMATION SYSTEMS SPECIALIST 3","65616.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINTING PRODUCTION COORDINATOR","68712.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","RESEARCH ANALYST 2","72108.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROGRAM ANALYST 1","72108.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROGRAM ANALYST 1","72108.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROGRAM ANALYST 1","72108.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","OPERATIONS & POLICY ANALYST 1","72108.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PROGRAM ANALYST 1","72108.00","FULL TIME","REPRESENTED","10700"
"2021","ADMINISTRATIVE SRVCS, DEPT OF","PRINT SERVICES TECHNICIAN","42096.00","FULL TIME","REPRESENTED","10700"
