"registry_number","business_name","entity_type","registry_date","associated_name_type","address_","address_continued","city","state","zip_code"
"198964497","SMOKE FIRE N' ICE BBQ LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-07T10:40:35.000","PRINCIPAL PLACE OF BUSINESS","18220 NW CORNELL RD APT D",,"BEAVERTON","OR","97006"
"198963994","FJG PROPERTIES, LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-07T10:56:03.000","PRINCIPAL PLACE OF BUSINESS","15102 SW SAPPHIRE DR",,"BEAVERTON","OR","97007"
"198833692","NORTH WEST DESIGN BUILDERS LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-07T11:24:26.000","PRINCIPAL PLACE OF BUSINESS","9495 SW 125TH AVE","APT 63","BEAVERTON","OR","97008"
"198977390","REINA M CLEANING SERVICES LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-07T12:54:18.000","PRINCIPAL PLACE OF BUSINESS","12065 SW PIONEER LN APT 334",,"BEAVERTON","OR","97008"
"198977994","AC PUBLISHING","ASSUMED BUSINESS NAME","2022-07-07T12:56:54.000","PRINCIPAL PLACE OF BUSINESS","12825 SW 22ND ST",,"BEAVERTON","OR","97008"
"198970593","SG MARKETING LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-07T13:02:02.000","PRINCIPAL PLACE OF BUSINESS","16220 SW GAGE LN",,"BEAVERTON","OR","97006"
"198992290","BK MARINE","ASSUMED BUSINESS NAME","2022-07-07T14:56:54.000","PRINCIPAL PLACE OF BUSINESS","8265 SW CONNEMARA TER",,"BEAVERTON","OR","97008"
"199006298","DIRECT PROMO","ASSUMED BUSINESS NAME","2022-07-07T16:39:46.000","PRINCIPAL PLACE OF BUSINESS","18653 SW FAGAN COURT",,"BEAVERTON","OR","97003"
"198722895","DR. YU INTEGRATIVE CHIROPRACTIC, P.C.","DOMESTIC PROFESSIONAL CORPORATION","2022-07-08T00:00:00.000","PRINCIPAL PLACE OF BUSINESS","1500 NW BETHANY BLVD STE 330",,"BEAVERTON","OR","97006"
"199052896","PROFESSIONAL MILLIONIARE CLEANING LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-08T00:00:00.000","PRINCIPAL PLACE OF BUSINESS","18300 HERITAGE PARK WAY APT 105",,"BEAVERTON","OR","97006"
"199053092","PROFESSIONAL RICHNESS CLEANING LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-08T00:00:00.000","PRINCIPAL PLACE OF BUSINESS","1874 KILEY WAY #35",,"BEAVERTON","OR","97006"
"199021297","CANYON TATTOO LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-08T08:27:34.000","PRINCIPAL PLACE OF BUSINESS","12970 SW CANYON RD",,"BEAVERTON","OR","97005"
"199023590","LUSH BABE LASHES","ASSUMED BUSINESS NAME","2022-07-08T08:33:32.000","PRINCIPAL PLACE OF BUSINESS","4635 SW MUELLER DR APT E108",,"BEAVERTON","OR","97078"
"199042392","CONNELLY CONSULTING INC","DOMESTIC BUSINESS CORPORATION","2022-07-08T11:39:27.000","PRINCIPAL PLACE OF BUSINESS","1305 SW 175TH AVE",,"BEAVERTON","OR","97003"
"199041998","NEW RED ROSE INC","DOMESTIC BUSINESS CORPORATION","2022-07-08T12:15:08.000","PRINCIPAL PLACE OF BUSINESS","12525 SW 2ND ST",,"BEAVERTON","OR","97005"
"199058398","ADAPT INTERIOR DESIGN","ASSUMED BUSINESS NAME","2022-07-08T15:35:02.000","PRINCIPAL PLACE OF BUSINESS","11525 SW DIANE PLACE",,"BEAVERTON","OR","97005"
"199057697","RIVGO ENTERPRISE INC","DOMESTIC BUSINESS CORPORATION","2022-07-08T15:39:29.000","PRINCIPAL PLACE OF BUSINESS","460 SW HERITAGE PKWY",,"BEAVERTON","OR","97006"
"199071797","BALM WEST","ASSUMED BUSINESS NAME","2022-07-09T00:00:00.000","PRINCIPAL PLACE OF BUSINESS","15000 SW BARROWS RD BUILDING A, STE 102",,"BEAVERTON","OR","97007"
"199133191","HANDYMAN V... TO THE RESCUE LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-11T00:00:00.000","PRINCIPAL PLACE OF BUSINESS","11940 SW BLAKENEY",,"BEAVERTON","OR","97008"
"199110397","JADED CLEANER","ASSUMED BUSINESS NAME","2022-07-11T00:00:00.000","PRINCIPAL PLACE OF BUSINESS","13700 SW HAZEL ST",,"BEAVERTON","OR","97005"
"198712490","ERSAN PROPERTIES LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-11T09:21:05.000","PRINCIPAL PLACE OF BUSINESS","2850 SW CEDAR HILL",,"BEAVERTON","OR","97005"
"199076697","HOUSE MEN PROPERTY MAINTENANCE & CLEAN UP LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-11T09:25:38.000","PRINCIPAL PLACE OF BUSINESS","20590 SW TILE FLAT RD",,"BEAVERTON","OR","97007"
"199077596","BEST OF YOU WITH JJ, LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-11T09:37:09.000","PRINCIPAL PLACE OF BUSINESS","15272 SW TEAL BLVD APT B",,"BEAVERTON","OR","97007"
"199079493","CHARACTERIZE LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-11T09:50:39.000","PRINCIPAL PLACE OF BUSINESS","14790 SW HART RD",,"BEAVERTON","OR","97007"
"199075996","ARCIA INVESTMENT GROUP LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-11T09:52:53.000","PRINCIPAL PLACE OF BUSINESS","17965 NW EVERGREEN PKWY UNIT 100",,"BEAVERTON","OR","97006"
"199081390","ECHALE SALSA TAQUERIA 2","ASSUMED BUSINESS NAME","2022-07-11T09:54:28.000","PRINCIPAL PLACE OF BUSINESS","20200 SW PECAN ST",,"BEAVERTON","OR","97006"
"199095796","GREENTREE PRESSURE WASHING","ASSUMED BUSINESS NAME","2022-07-11T10:53:49.000","PRINCIPAL PLACE OF BUSINESS","14060 SW TEAL BLVD UNIT D",,"BEAVERTON","OR","97008"
"199075699","LCPROPM LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-11T10:59:05.000","PRINCIPAL PLACE OF BUSINESS","19260 SW VISTA ST",,"BEAVERTON","OR","97003"
"199099194","CHESH SLAVINDE","ASSUMED BUSINESS NAME","2022-07-11T11:11:24.000","PRINCIPAL PLACE OF BUSINESS","7245 SW 174TH AVE",,"BEAVERTON","OR","97007"
"199109696","PINBALL WIZARD LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-11T13:45:32.000","PRINCIPAL PLACE OF BUSINESS","4589 SW WATSON AVE",,"BEAVERTON","OR","97005"
"199114597","CREATIVELY SORTED","ASSUMED BUSINESS NAME","2022-07-11T14:29:38.000","PRINCIPAL PLACE OF BUSINESS","14040 SW BURLWOOD LANE",,"BEAVERTON","OR","97005"
"199124992","BOY WONDER LOGISTICS, LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-11T15:40:35.000","PRINCIPAL PLACE OF BUSINESS","4550 SW MURRAY BLVD #89",,"BEAVERTON","OR","97005"
"199127896","MEDWELL HEALTH LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-11T15:49:12.000","PRINCIPAL PLACE OF BUSINESS","9900 SW TROTTER PL",,"BEAVERTON","OR","97008"
"199130395","KHONGTHAI LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-12T09:11:03.000","PRINCIPAL PLACE OF BUSINESS","20400 SW KEYLOCK LN",,"BEAVERTON","OR","97003"
"199143398","DEALBUSTERS LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-12T13:10:23.000","PRINCIPAL PLACE OF BUSINESS","19385 SW MADELINE ST",,"BEAVERTON","OR","97078"
"199096596","WOOSIE ENTERPRISES LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-12T13:29:19.000","PRINCIPAL PLACE OF BUSINESS","4200 SW 107TH AVE","APT 2504","BEAVERTON","OR","97005"
"199153496","HAYTHEM'S NEIGHBORHOOD DETAILING GARAGE LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-12T14:42:18.000","PRINCIPAL PLACE OF BUSINESS","20651 SOUTHWEST NANTUCKET LANE",,"BEAVERTON","OR","97006"
"199166092","I&E AUTO DETAILING","ASSUMED BUSINESS NAME","2022-07-13T09:46:34.000","PRINCIPAL PLACE OF BUSINESS","6200 SW HALL BLVD APT 201",,"BEAVERTON","OR","97008"
"199170391","ROSIE'S SHOCKWAVE LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-13T09:53:49.000","PRINCIPAL PLACE OF BUSINESS","9442 SW JASPER DR",,"BEAVERTON","OR","97007"
"199173494","MUMMA DESIGNS LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-13T10:00:19.000","PRINCIPAL PLACE OF BUSINESS","16155 SW PUFFIN CT",,"BEAVERTON","OR","97007"
"199177396","KUTTY X DESIGN LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-13T10:36:32.000","PRINCIPAL PLACE OF BUSINESS","7497 SW APPLEGATE DR",,"BEAVERTON","OR","97007"
"199185498","DONUT KING INC","DOMESTIC BUSINESS CORPORATION","2022-07-13T11:20:36.000","PRINCIPAL PLACE OF BUSINESS","12872 SW CANYON RD",,"BEAVERTON","OR","97005"
"199187692","LA MARIPOSA CONSTRUCTION LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-13T11:29:00.000","PRINCIPAL PLACE OF BUSINESS","2077 NW 147TH TER",,"BEAVERTON","OR","97006"
"199191090","BGE HOLDINGS LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-13T11:43:27.000","PRINCIPAL PLACE OF BUSINESS","17484 SW ROSE PETAL LN",,"BEAVERTON","OR","97003"
"199191397","HANSEN CREATIVE GROUP LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-13T11:43:46.000","PRINCIPAL PLACE OF BUSINESS","16895 NW FIRESTONE CT",,"BEAVERTON","OR","97006"
"199190696","VENTURAS CLEANING SOLUTIONS LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-13T11:44:05.000","PRINCIPAL PLACE OF BUSINESS","14972 SW TRACY ANN CT APT 101",,"BEAVERTON","OR","97007"
"199191595","BGE BUYERS LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-13T11:50:21.000","PRINCIPAL PLACE OF BUSINESS","17484 SW ROSE PETAL LN",,"BEAVERTON","OR","97003"
"199200594","PDX PAINTING GENERAL CONTRACTOR LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-13T12:23:49.000","PRINCIPAL PLACE OF BUSINESS","11490 SW DENNEY RD APT 3",,"BEAVERTON","OR","97008"
"199239790","ROSE CITY REMODEL & DESIGN LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-14T09:23:31.000","PRINCIPAL PLACE OF BUSINESS","4550 SW MURRAY BLVD","APT 113","BEAVERTON","OR","97005"
"199240194","PRINCE OF PEACE RESIDENTIAL CARE HOME LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-14T09:24:31.000","PRINCIPAL PLACE OF BUSINESS","4780 SW 166TH AVE",,"BEAVERTON","OR","97078"
"199245193","KIRK CLEANING SERVICE LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-14T10:36:06.000","PRINCIPAL PLACE OF BUSINESS","5470 SW MAIN AVE",,"BEAVERTON","OR","97005"
"199259897","SHARKY'S MOBILE DETAILING LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-14T12:41:18.000","PRINCIPAL PLACE OF BUSINESS","4635 SW MUELLER DR APT E101",,"BEAVERTON","OR","97078"
"199259798","BEAUTIFY ME LASHBROWS AND TATTOO","ASSUMED BUSINESS NAME","2022-07-14T12:47:21.000","PRINCIPAL PLACE OF BUSINESS","1235 NW 185TH AVE",,"BEAVERTON","OR","97006"
"199263998","HIGH SIERRA WOODWORKS LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-14T14:37:10.000","PRINCIPAL PLACE OF BUSINESS","13132 SW TEUFEL HILL AVE",,"BEAVERTON","OR","97007"
"199265290","K. BYE DESIGN LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-14T14:43:33.000","PRINCIPAL PLACE OF BUSINESS","15458 SW MALLARD DR",,"BEAVERTON","OR","97007"
"199269896","QUEENISH - PDX LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-14T14:56:29.000","PRINCIPAL PLACE OF BUSINESS","14120 SW BARLOW ROAD",,"BEAVERTON","OR","97008"
"195276093","HALF-WATT ELECTRIC, LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-14T16:22:52.000","PRINCIPAL PLACE OF BUSINESS","20779 SW RAVENSWOOD ST",,"BEAVERTON","OR","97078"
"199272791","CITY EXPRESS LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-14T16:56:27.000","PRINCIPAL PLACE OF BUSINESS","11940 SW BEAVERCREST CT",,"BEAVERTON","OR","97008"
"199296790","COEL, INC.","FOREIGN BUSINESS CORPORATION","2022-07-15T00:00:00.000","PRINCIPAL PLACE OF BUSINESS","17218 SW GOLDCREST LN",,"BEAVERTON","OR","97007"
"199294696","SPLIT LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-15T10:41:47.000","PRINCIPAL PLACE OF BUSINESS","268 SW 204TH TER",,"BEAVERTON","OR","97006"
"199298598","SHOEBOT INC","DOMESTIC BUSINESS CORPORATION","2022-07-15T11:18:23.000","PRINCIPAL PLACE OF BUSINESS","9880 SW BEAVERTON HILLSDALE HWY STE 100",,"BEAVERTON","OR","97005"
"199303794","NGUYEN-LE 16, LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-15T13:47:28.000","PRINCIPAL PLACE OF BUSINESS","16476 SW TIMBERLAND DR",,"BEAVERTON","OR","97007"
"199304990","ANGELS QUALITY PAINTING AND DRYWALL LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-15T13:54:11.000","PRINCIPAL PLACE OF BUSINESS","635 SW PHILADELPHIA WAY",,"BEAVERTON","OR","97006"
"199303091","CHINOLAS MARISCOS","ASSUMED BUSINESS NAME","2022-07-15T13:56:30.000","PRINCIPAL PLACE OF BUSINESS","12145 SW WHY WORRY LN APT 3",,"BEAVERTON","OR","97008"
"199208191","VITELLO CONSULTATION CORPORATION","DOMESTIC BUSINESS CORPORATION","2022-07-15T15:09:23.000","PRINCIPAL PLACE OF BUSINESS","13175 SW HANSON RD",,"BEAVERTON","OR","97008"
"199311292","FOX & FERN INTERIORS LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-15T15:10:32.000","PRINCIPAL PLACE OF BUSINESS","741 NW ADWICK DR",,"BEAVERTON","OR","97006"
"199312092","MCMADARANG LLC,","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-15T15:15:30.000","PRINCIPAL PLACE OF BUSINESS","4545 SW WATSON AVE",,"BEAVERTON","OR","97005"
"199316390","REVERIE PSYCHOTHERAPY LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-18T09:18:11.000","PRINCIPAL PLACE OF BUSINESS","1500 NW BETHANY BLVD","STE 200","BEAVERTON","OR","97006"
"199318495","MEERU CARE HOME LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-18T09:21:18.000","PRINCIPAL PLACE OF BUSINESS","2755 SW 196TH CT",,"BEAVERTON","OR","97003"
"199339293","L & LJ ROOFING LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-18T11:10:18.000","PRINCIPAL PLACE OF BUSINESS","13835 SW HAZEL STREET",,"BEAVERTON","OR","97005"
"199343493","BUCKING RABBIT CO.","ASSUMED BUSINESS NAME","2022-07-18T11:17:40.000","PRINCIPAL PLACE OF BUSINESS","APT B5","18633 SW MUIRFIELD ST","BEAVERTON","OR","97003"
"199351793","BENCHED SINNER LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-18T12:21:10.000","PRINCIPAL PLACE OF BUSINESS","11785 SW SETTLER WAY",,"BEAVERTON","OR","97008"
"199362691","RESIN REMEMBRANCE LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-18T15:20:40.000","PRINCIPAL PLACE OF BUSINESS","4950 SW GREENSBORO WAY APT 230",,"BEAVERTON","OR","97078"
"199380594","ADRIANA'S CLEANING SERVICE LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-18T15:50:24.000","PRINCIPAL PLACE OF BUSINESS","12625 SW COLONY LN APT 18",,"BEAVERTON","OR","97005"
"199388191","BETTER DAYS LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-19T10:57:38.000","PRINCIPAL PLACE OF BUSINESS","20757 SW SKIVER ST",,"BEAVERTON","OR","97078"
"199395691","VETERINARY EDUCATION TECHNOLOGIES LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-19T14:21:27.000","PRINCIPAL PLACE OF BUSINESS","15121 SW MILLIKAN WAY APT 314",,"BEAVERTON","OR","97003"
"199403990","THOMPSON GETAWAYS LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-19T14:47:30.000","PRINCIPAL PLACE OF BUSINESS","15900 SOUTHWEST BRECCIA DRIVE",,"BEAVERTON","OR","97007"
"199405094","WESTSIDE STARTUP FUND 8 LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-19T15:27:10.000","PRINCIPAL PLACE OF BUSINESS","3800 SW CEDAR HILLS BLVD STE 260",,"BEAVERTON","OR","97005"
"199413197","R.J.B. CONSTRUCTION, LLC","DOMESTIC LIMITED LIABILITY COMPANY","2022-07-20T08:26:33.000","PRINCIPAL PLACE OF BUSINESS","11700 SW ALLEN BLVD APT 35",,"BEAVERTON","OR","97005"
"199416695","DMW TACTICAL","ASSUMED BUSINESS NAME","2022-07-20T08:56:15.000","PRINCIPAL PLACE OF BUSINESS","15676 SW TALUS WAY",,"BEAVERTON","OR","97007"
