"title","year","link","chapter","agency"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042511","160","Secretary of State - Corporation Division"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042478","160","Secretary of State - Corporation Division"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051406","160","Secretary of State - Corporation Division"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042512","161","Appraiser Certification and Licensure Board"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042479","161","Appraiser Certification and Licensure Board"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051407","161","Appraiser Certification and Licensure Board"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042513","162","Secretary of State - Audits Division"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042480","162","Secretary of State - Audits Division"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051408","162","Secretary of State - Audits Division"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042514","165","Secretary of State - Elections Division"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042481","165","Secretary of State - Elections Division"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051409","165","Secretary of State - Elections Division"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042516","166","Secretary of State - Archives Division"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042482","166","Secretary of State - Archives Division"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051410","166","Secretary of State - Archives Division"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042517","167","Secretary of State - Business Services Division"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042483","167","Secretary of State - Business Services Division"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051411","167","Secretary of State - Business Services Division"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042518","170","Oregon State Treasury"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042484","170","Oregon State Treasury"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051412","170","Oregon State Treasury"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042519","171","Oregon Investment Council"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042485","171","Oregon Investment Council"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051413","171","Oregon Investment Council"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042520","172","Oregon Facilities Authority"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042486","172","Oregon Facilities Authority"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051414","172","Oregon Facilities Authority"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042521","173","Oregon 529 Savings Board"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042487","173","Oregon 529 Savings Board"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051415","173","Oregon 529 Savings Board"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042522","177","Oregon State Lottery"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042488","177","Oregon State Lottery"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051416","177","Oregon State Lottery"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042523","198","Judicial Department"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042489","198","Judicial Department"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051417","198","Judicial Department"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042524","199","Oregon Government Ethics Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042491","199","Oregon Government Ethics Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051418","199","Oregon Government Ethics Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042525","213","Oregon Criminal Justice Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042492","213","Oregon Criminal Justice Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051419","213","Oregon Criminal Justice Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042526","230","Department of State Police - Oregon State Athletic Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042493","230","Department of State Police - Oregon State Athletic Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051420","230","Department of State Police - Oregon State Athletic Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042527","250","Oregon State Marine Board"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042494","250","Oregon State Marine Board"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051421","250","Oregon State Marine Board"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042528","255","Board of Parole and Post-Prison Supervision"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042495","255","Board of Parole and Post-Prison Supervision"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051422","255","Board of Parole and Post-Prison Supervision"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042529","257","Department of State Police"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042496","257","Department of State Police"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051423","257","Department of State Police"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042531","259","Department of Public Safety Standards and Training"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042318","259","Department of Public Safety Standards and Training"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051424","259","Department of Public Safety Standards and Training"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042532","274","Department of Veterans' Affairs"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042319","274","Department of Veterans' Affairs"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051425","274","Department of Veterans' Affairs"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042533","291","Department of Corrections"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042320","291","Department of Corrections"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051426","291","Department of Corrections"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042534","309","Oregon Health Authority - Health Systems Division: Behavioral Health Services"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042321","309","Oregon Health Authority - Health Systems Division: Behavioral Health Services"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051427","309","Oregon Health Authority - Health Systems Division: Behavioral Health Services"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042535","325","Oregon Patient Safety Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042322","325","Oregon Patient Safety Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051428","325","Oregon Patient Safety Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042536","330","Department of Energy"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042323","330","Department of Energy"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051429","330","Department of Energy"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042537","331","Oregon Health Authority - Health Licensing Office"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042324","331","Oregon Health Authority - Health Licensing Office"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051430","331","Oregon Health Authority - Health Licensing Office"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042538","332","Oregon Health Authority - Health Licensing Office, Board of Direct Entry Midwifery"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051432","332","Oregon Health Authority - Health Licensing Office, Board of Direct Entry Midwifery"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042539","333","Oregon Health Authority - Public Health Division"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042326","333","Oregon Health Authority - Public Health Division"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051439","333","Oregon Health Authority - Public Health Division"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042540","334","Board of Massage Therapists"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042327","334","Board of Massage Therapists"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051440","334","Board of Massage Therapists"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042541","335","Board of Examiners for Speech-Language Pathology and Audiology"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042328","335","Board of Examiners for Speech-Language Pathology and Audiology"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051441","335","Board of Examiners for Speech-Language Pathology and Audiology"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042543","337","Board of Medical Imaging"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042329","337","Board of Medical Imaging"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051442","337","Board of Medical Imaging"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042544","338","Oregon Health Authority - Health Licensing Office, Environmental Health Registration Board"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042330","338","Oregon Health Authority - Health Licensing Office, Environmental Health Registration Board"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051443","338","Oregon Health Authority - Health Licensing Office, Environmental Health Registration Board"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042545","339","Occupational Therapy Licensing Board"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042331","339","Occupational Therapy Licensing Board"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051444","339","Occupational Therapy Licensing Board"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042546","340","Department of Environmental Quality"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042332","340","Department of Environmental Quality"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051447","340","Department of Environmental Quality"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042547","345","Department of Energy - Energy Facility Siting Council"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042333","345","Department of Energy - Energy Facility Siting Council"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051448","345","Department of Energy - Energy Facility Siting Council"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042548","350","Columbia River Gorge Commission"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042334","350","Columbia River Gorge Commission"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051449","350","Columbia River Gorge Commission"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042549","407","Department of Human Services"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042335","407","Department of Human Services"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051450","407","Department of Human Services"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042550","409","Oregon Health Authority - Health Policy and Analytics"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042336","409","Oregon Health Authority - Health Policy and Analytics"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051451","409","Oregon Health Authority - Health Policy and Analytics"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042551","410","Oregon Health Authority - Health Systems Division: Medical Assistance Programs"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042338","410","Oregon Health Authority - Health Systems Division: Medical Assistance Programs"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051452","410","Oregon Health Authority - Health Systems Division: Medical Assistance Programs"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042552","411","Department of Human Services - Aging and People with Disabilities and Developmental Disabilities"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042339","411","Department of Human Services - Aging and People with Disabilities and Developmental Disabilities"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051453","411","Department of Human Services - Aging and People with Disabilities and Developmental Disabilities"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042553","413","Department of Human Services - Child Welfare Programs"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042340","413","Department of Human Services - Child Welfare Programs"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051454","413","Department of Human Services - Child Welfare Programs"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042554","414","Oregon Department of Education - Early Learning Division"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042341","414","Oregon Department of Education - Early Learning Division"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051455","414","Oregon Department of Education - Early Learning Division"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042555","415","Oregon Health Authority - Health Systems Division: Addiction Services"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042342","415","Oregon Health Authority - Health Systems Division: Addiction Services"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051456","415","Oregon Health Authority - Health Systems Division: Addiction Services"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042556","416","Oregon Youth Authority"
"ADMINISTRATIVE RULE CHAPTER","2017","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042343","416","Oregon Youth Authority"
"ADMINISTRATIVE RULE CHAPTER","2015","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8051457","416","Oregon Youth Authority"
"ADMINISTRATIVE RULE CHAPTER","2016","http://records.sos.state.or.us/ORSOSWebdrawer/Recordhtml/8042557","417","Department of Human Services - Advisory Council on Child Abuse Assessment"
