"fiscal_year","agency_issuing_tax_expenditure","date_of_certification","applicant_name","business_address","city","zip","biomass_material_type","units","certified_amount_of_material","certification_units","certification_decision","tax_credit_certification","tax_credit_rate","appl_no","appid"
"2021","Oregon Department of Agriculture","2021-09-21T00:00:00.000","Tillamook BioGas, LLC","807 E Main ST, Suite 2-210","DURHAM","27701","Manure","Tons","25928.51","WT","Approved","90750","3.5","BMTC-07-21-2","BMTC-07"
"2021","Oregon Department of Agriculture","2021-09-21T00:00:00.000","Oak Lea Digester LLC","11314 Mill Creek Rd SE","AUMSVILLE","97325","Manure","Tons","3364.80","WT","Approved","11777","3.5","BMTC-06-21-2","BMTC-06"
"2021","Oregon Department of Agriculture","2021-09-28T00:00:00.000","WOF PNW Threemile Project, LLC","75906 Threemile Rd","BOARDMAN","97818","Manure","Tons","187439.00","WT","Approved","656037","3.5","BMTC-05-21-2","BMTC-05"
"2021","Oregon Department of Agriculture","2021-06-24T00:00:00.000","WOF PNW Threemile Project, LLC","75906 Threemile Rd","BOARDMAN","97818","Manure","Tons","180336.10","WT","Approved","631176","3.5","BMTC-05-21-1","BMTC-05"
"2021","Oregon Department of Agriculture","2021-06-21T00:00:00.000","Farm Power Tillamook, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","18235.70","WT","Approved","63825","3.5","BMTC-04-21-1","BMTC-04"
"2020","Oregon Department of Agriculture","2021-04-07T00:00:00.000","Tillamook BioGas, LLC","807 E Main ST, Suite 2-210","DURHAM","27701","Manure","Tons","29561.07","WT","Approved","103464","3.5","BMTC-07-20-4","BMTC-07"
"2020","Oregon Department of Agriculture","2020-08-27T00:00:00.000","Farm Power Tillamook, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","22532.79","WT","Approved","78865","3.5","BMTC-04-20-2","BMTC-04"
"2020","Oregon Department of Agriculture","2020-08-25T00:00:00.000","WOF PNW Threemile Project, LLC","75906 Threemile Rd","BOARDMAN","97818","Manure","Tons","183339.50","WT","Approved","662688","3.5","BMTC-05-20-2","BMTC-05"
"2020","Oregon Department of Agriculture","2021-03-12T00:00:00.000","Oak Lea Digester LLC","11314 Mill Creek Rd SE","AUMSVILLE","97325","Manure","Tons","3442.20","WT","Approved","12048","3.5","BMTC-06-20-4","BMTC-06"
"2020","Oregon Department of Agriculture","2020-06-19T00:00:00.000","Farm Power Misty Meadow, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","23985.30","WT","Approved","83949","3.5","BMTC-03-20-1","BMTC-03"
"2020","Oregon Department of Agriculture","2020-06-19T00:00:00.000","Farm Power Tillamook, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","22618.44","WT","Approved","79165","3.5","BMTC-04-20-1","BMTC-04"
"2020","Oregon Department of Agriculture","2020-05-15T00:00:00.000","WOF PNW Threemile Project, LLC","75906 Threemile Rd","BOARDMAN","97818","Manure","Tons","187247.46","WT","Approved","655366","3.5","BMTC-05-20-1","BMTC-05"
"2020","Oregon Department of Agriculture","2020-07-10T00:00:00.000","Oak Lea Digester LLC","11314 Mill Creek Rd SE","AUMSVILLE","97325","Manure","Tons","3369.11","WT","Approved","11792","3.5","BMTC-06-20-1","BMTC-06"
"2020","Oregon Department of Agriculture","2020-08-27T00:00:00.000","Farm Power Misty Meadow, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","23828.90","WT","Approved","83401","3.5","BMTC-03-20-2","BMTC-03"
"2019","Oregon Department of Agriculture","2020-03-05T00:00:00.000","Farm Power Misty Meadow, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","23764.40","WT","Approved","83175","3.5","BMTC-03-19-4","BMTC-03"
"2019","Oregon Department of Agriculture","2019-06-19T00:00:00.000","Farm Power Misty Meadow, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","22017","WT","Approved","77060","3.5","BMTC-03-19-1","BMTC-03"
"2019","Oregon Department of Agriculture","2019-06-19T00:00:00.000","Farm Power Tillamook, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","17714.01","WT","Approved","61999","3.5","BMTC-04-19-1","BMTC-04"
"2019","Oregon Department of Agriculture","2019-05-10T00:00:00.000","WOF PNW Threemile Project, LLC","75906 Threemile Rd","BOARDMAN","97818","Manure","Tons","168208.66","WT","Approved","588730","3.5","BMTC-05-19-1","BMTC-05"
"2019","Oregon Department of Agriculture","2019-07-30T00:00:00.000","Oak Lea Digester LLC","11314 Mill Creek Rd SE","AUMSVILLE","97325","Manure","tons","3436.64","WT","Approved","12028","3.5","BMTC-06-19-1","BMTC-06"
"2019","Oregon Department of Agriculture","2019-09-13T00:00:00.000","Farm Power Misty Meadow, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","23145.60","WT","Approved","81010","3.5","BMTC-03-19-2","BMTC-03"
"2019","Oregon Department of Agriculture","2019-09-13T00:00:00.000","Farm Power Tillamook, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","18227.80","WT","Approved","63797","3.5","BMTC-04-19-2","BMTC-04"
"2019","Oregon Department of Agriculture","2019-08-15T00:00:00.000","WOF PNW Threemile Project, LLC","75906 Threemile Rd","BOARDMAN","97818","Manure","Tons","170448.37","WT","Approved","606549","3.5","BMTC-05-19-2","BMTC-05"
"2019","Oregon Department of Agriculture","2019-10-16T00:00:00.000","Oak Lea Digester LLC","11314 Mill Creek Rd SE","AUMSVILLE","97325","Manure","tons","3439.50","WT","Approved","12038","3.5","BMTC-06-19-2","BMTC-06"
"2019","Oregon Department of Agriculture","2019-11-19T00:00:00.000","Farm Power Misty Meadow, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","23691.80","WT","Approved","82921","3.5","BMTC-03-19-3","BMTC-03"
"2019","Oregon Department of Agriculture","2019-11-19T00:00:00.000","Farm Power Tillamook, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","18985.46","WT","Approved","66449","3.5","BMTC-04-19-3","BMTC-04"
"2019","Oregon Department of Agriculture","2019-11-01T00:00:00.000","WOF PNW Threemile Project, LLC","75906 Threemile Rd","BOARDMAN","97818","Manure","Tons","180494.19","WT","Approved","631730","3.5","BMTC-05-19-3","BMTC-05"
"2019","Oregon Department of Agriculture","2019-12-12T00:00:00.000","Oak Lea Digester LLC","11314 Mill Creek Rd SE","AUMSVILLE","97325","Manure","tons","3430.31","WT","Approved","12006","3.5","BMTC-06-19-3","BMTC-06"
"2019","Oregon Department of Agriculture","2020-03-05T00:00:00.000","Farm Power Tillamook, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","19088.36","WT","Approved","66809","3.5","BMTC-04-19-4","BMTC-04"
"2019","Oregon Department of Agriculture","2020-02-03T00:00:00.000","WOF PNW Threemile Project, LLC","75906 Threemile Rd","BOARDMAN","97818","Manure","Tons","184367","WT","Approved","645284","3.5","BMTC-05-19-4","BMTC-05"
"2019","Oregon Department of Agriculture","2020-02-10T00:00:00.000","Oak Lea Digester LLC","11314 Mill Creek Rd SE","AUMSVILLE","97325","Manure","Tons","3386.52","WT","Approved","11853","3.5","BMTC-06-19-4","BMTC-06"
"2018","Oregon Department of Agriculture","2018-06-26T00:00:00.000","TMF Biofuels, LLC","75906 Threemile Rd","BOARDMAN","97818","Manure","Tons","122489","WT","Approved","428712.55","3.5","BMTC-01-18-1","BMTC-01"
"2018","Oregon Department of Agriculture","2019-03-19T00:00:00.000","Oak Lea Digester LLC","11314 Mill Creek Rd SE","AUMSVILLE","97325","Manure","tons","3547.30","WT","Approved","12416","3.5","BMTC-06-18-4","BMTC-06"
"2018","Oregon Department of Agriculture","2019-02-26T00:00:00.000","WOF PNW Threemile Project, LLC","75906 Threemile Rd","BOARDMAN","97818","Manure","Tons","149399.30","WT","Approved","522898","3.5","BMTC-05-18-4","BMTC-05"
"2018","Oregon Department of Agriculture","2019-03-20T00:00:00.000","Farm Power Tillamook, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","17856.65","WT","Approved","62498","3.5","BMTC-04-18-4","BMTC-04"
"2018","Oregon Department of Agriculture","2019-03-20T00:00:00.000","Farm Power Misty Meadow, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","23208.80","WT","Approved","81231","3.5","BMTC-03-18-4","BMTC-03"
"2018","Oregon Department of Agriculture","2019-01-23T00:00:00.000","Oak Lea Digester LLC","11314 Mill Creek Rd SE","AUMSVILLE","97325","Manure","tons","3577.70","WT","Approved","12522","3.5","BMTC-06-18-3","BMTC-06"
"2018","Oregon Department of Agriculture","2018-11-20T00:00:00.000","WOF PNW Threemile Project, LLC","75906 Threemile Rd","BOARDMAN","97818","Manure","Tons","128577.90","WT","Approved","450023","3.5","BMTC-05-18-3","BMTC-05"
"2018","Oregon Department of Agriculture","2019-01-23T00:00:00.000","Farm Power Tillamook, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","17619.20","WT","Approved","61667","3.5","BMTC-04-18-3","BMTC-04"
"2018","Oregon Department of Agriculture","2019-01-23T00:00:00.000","Farm Power Misty Meadow, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","23265.30","WT","Approved","81428","3.5","BMTC-03-18-3","BMTC-03"
"2018","Oregon Department of Agriculture","2018-09-20T00:00:00.000","Oak Lea Digester LLC","11314 Mill Creek Rd SE","AUMSVILLE","97325","Manure","tons","3553.72","WT","Approved","12437.95","3.5","BMTC-06-18-2","BMTC-06"
"2018","Oregon Department of Agriculture","2018-09-11T00:00:00.000","WOF PNW Threemile Project, LLC","75906 Threemile Rd","BOARDMAN","97818","Manure","Tons","125269.70","WT","Approved","438443.95","3.5","BMTC-05-18-2","BMTC-05"
"2018","Oregon Department of Agriculture","2018-09-11T00:00:00.000","Farm Power Tillamook, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","17142.30","WT","Approved","59998.05","3.5","BMTC-04-18-2","BMTC-04"
"2018","Oregon Department of Agriculture","2018-09-11T00:00:00.000","Farm Power Misty Meadow, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","22893.60","WT","Approved","80127.60","3.5","BMTC-03-18-2","BMTC-03"
"2018","Oregon Department of Agriculture","2018-06-26T00:00:00.000","Farm Power Tillamook, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","17150.70","WT","Approved","60027.45","3.5","BMTC-04-18-1","BMTC-04"
"2018","Oregon Department of Agriculture","2018-06-26T00:00:00.000","Farm Power Misty Meadow, LLC","1934 South Wall St","MOUNT VERNON","98273","Manure","Tons","22250.27","WT","Approved","77876.05","3.5","BMTC-03-18-1","BMTC-03"
"2018","Oregon Department of Agriculture","2018-06-26T00:00:00.000","RES-AG Oak Lea, LLC","1615 New Hampshire Ave NW","WASHINGTON","20009","Manure","Tons","3277.40","WT","Approved","11470.90","3.5","BMTC-02-18-1","BMTC-02"
