"lt_cd","filenumber","filing_date","lapse_date","secured_party","addr1","addr2","city","state","postalcode","country","image_link"
"UCC","86350-1","1993-01-13T00:00:00.000","2026-01-15T00:00:00.000","US NATIONAL BANK OF OREGON","COMMERCIAL LOAN SERVICING PL-7","555 SW OAK","PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A86350-1"
"UCC","170154","1993-03-24T00:00:00.000","2023-03-24T00:00:00.000","US BANK NATIONAL ASSOCIATION","OCLS PL-7","555 SW OAK","PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A170154"
"UCC","173093","1993-04-19T00:00:00.000","2023-04-19T00:00:00.000","US BANK NA","OCLS PL7","555 SW OAK","PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A173093"
"UCC","3427-5","1993-05-19T00:00:00.000","2023-07-05T00:00:00.000","US BANK NATIONAL ASSOCIATION CLS PL-7","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A3427-5"
"UCC","177186","1993-05-20T00:00:00.000","2023-05-20T00:00:00.000","US BANK NA","PO BOX 21467",,"SEATTLE","WA","98111-3467","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A177186"
"UCC","182745","1993-07-08T00:00:00.000","2023-07-08T00:00:00.000","US BANK NA  COMMERCIAL LOAN SRVCG PL7","555 SW OAK STREET",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A182745"
"UCC","184465","1993-07-21T00:00:00.000","2023-07-21T00:00:00.000","US BANK NATIONAL ASSOCIATION OCLS PL 7","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A184465"
"UCC","191923","1993-09-23T00:00:00.000","2023-09-23T00:00:00.000","US BANK NA OCLS PL 7","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A191923"
"UCC","195598","1993-10-21T00:00:00.000","2023-10-21T00:00:00.000","US BANK NA CLS PL7","555 SW OAK ST",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A195598"
"UCC","196833","1993-11-03T00:00:00.000","2023-11-03T00:00:00.000","US BANK NATIONAL ASSOCIATION  OCLS PL-7","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A196833"
"UCC","197393","1993-11-08T00:00:00.000","2023-11-08T00:00:00.000","US BANK NATIONAL ASSOCIATION OCLS PL 7","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A197393"
"UCC","204197","1994-01-06T00:00:00.000","2024-01-06T00:00:00.000","US BANK NATIONAL ASSOCIATION","555 SW OAK      0631",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A204197"
"UCC","204201","1994-01-06T00:00:00.000","2024-01-06T00:00:00.000","US BANK NATIONAL ASSOCIATION","555 SW OAK  0631",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A204201"
"UCC","212844","1994-03-18T00:00:00.000","2024-03-18T00:00:00.000","US BANK NA  PL 7 CLSC","555 SW OAK STREET",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A212844"
"UCC","214334","1994-03-28T00:00:00.000","2024-03-28T00:00:00.000","US BANK NATIONAL ASSOCIATION PL-7 CLS","555 SW OAK ST",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A214334"
"UCC","216121","1994-04-12T00:00:00.000","2024-04-12T00:00:00.000","US BANK NATIONAL ASSOCIATION CLS PL 7","555 SW OAK STREET",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A216121"
"UCC","217672","1994-04-25T00:00:00.000","2024-04-25T00:00:00.000","US BANK NATIONAL ASSOCIATION","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A217672"
"UCC","37654-2","1994-05-26T00:00:00.000","2024-08-22T00:00:00.000","US BANK NATIONAL ASSOCIATION CLS WT PL7","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A37654-2"
"UCC","228183","1994-07-15T00:00:00.000","2024-07-15T00:00:00.000","US BANK NA","PO BOX 5308",,"PORTLAND","OR","97228","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A228183"
"UCC","43471-5","1994-07-25T00:00:00.000","2024-11-27T00:00:00.000","US BANK NATIONAL BANK OF OREGON","555 SW OAK STREET CLS PL-7",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A43471-5"
"EFS","314838-6","1994-07-25T00:00:00.000","2024-11-27T00:00:00.000","US BANK NATIONAL ASSOCIATION","555 SW OAK CLS PL 7",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A314838-6"
"UCC","229800","1994-07-26T00:00:00.000","2024-07-26T00:00:00.000","US BANK NA OCLS PL 7 WEST","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A229800"
"UCC","232657","1994-08-15T00:00:00.000","2024-08-15T00:00:00.000","US BANK NA  CLSW PL7","555 SW OAK STREET",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A232657"
"UCC","232893","1994-08-15T00:00:00.000","2024-08-15T00:00:00.000","US BANK NA  PL7 CLSC","PO BOX 5308",,"PORTLAND","OR","97228-5308","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A232893"
"UCC","233537","1994-08-19T00:00:00.000","2024-08-19T00:00:00.000","US BANK NA PL7","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A233537"
"UCC","235538","1994-09-06T00:00:00.000","2024-09-06T00:00:00.000","US BANK NA PL7 OCLS","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A235538"
"UCC","236676","1994-09-14T00:00:00.000","2024-09-14T00:00:00.000","US NATIONAL BANK OF OREGON PL7 CLSC","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A236676"
"UCC","243467","1994-11-10T00:00:00.000","2024-11-10T00:00:00.000","US BANK NA PL7","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A243467"
"UCC","9980-4","1994-11-17T00:00:00.000","2025-11-29T00:00:00.000","US NATIONAL BANK OF OREGON OCLSC PL 7","555 SW OAK ST",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A9980-4"
"UCC","247624","1994-12-21T00:00:00.000","2024-12-21T00:00:00.000","US BANK NATIONAL ASSOCIATION PL 7 OCLS","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A247624"
"UCC","248495","1994-12-29T00:00:00.000","2024-12-29T00:00:00.000","US BANK NATIONAL ASSOCIATION PL-7 CLS","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A248495"
"UCC","249134","1995-01-04T00:00:00.000","2025-01-04T00:00:00.000","US BANK NA","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A249134"
"UCC","9088-4","1995-04-05T00:00:00.000","2025-07-25T00:00:00.000","US BANK NA PL 7 CLS","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A9088-4"
"UCC","66261-2","1995-04-06T00:00:00.000","2025-06-28T00:00:00.000","US BANK NA PL7 CLS","555 SW OAK ST",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A66261-2"
"UCC","262064","1995-04-12T00:00:00.000","2025-04-12T00:00:00.000","US NATIONAL BANK OF OREGON PL 7 OCLS","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A262064"
"UCC","65310-2","1995-04-21T00:00:00.000","2025-06-21T00:00:00.000","US NATIONAL BANK OR CLS PL-7","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A65310-2"
"UCC","264899","1995-05-04T00:00:00.000","2025-05-04T00:00:00.000","US BANK NATIONAL ASSOCIATION PL7 OCLS","PO BOX 5308",,"PORTLAND","OR","97228-5308","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A264899"
"UCC","236676-1","1995-06-06T00:00:00.000","2024-09-14T00:00:00.000","US BANK NA","555 SW OAK ST",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A236676-1"
"UCC","269721","1995-06-06T00:00:00.000","2025-06-06T00:00:00.000","US BANK NA","PO BOX 5427",,"PORTLAND","OR","97228-5427","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A269721"
"UCC","9980-7","1995-06-23T00:00:00.000","2025-11-29T00:00:00.000","US BANK NA PL0285 COMML LOAN SERVICING","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A9980-7"
"UCC","272051","1995-06-27T00:00:00.000","2025-06-27T00:00:00.000","US BANK NA PL 7 OCLS","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A272051"
"UCC","77555-2","1995-07-06T00:00:00.000","2025-10-16T00:00:00.000","US BANK NA PL0285 CLS","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A77555-2"
"UCC","273643","1995-07-12T00:00:00.000","2025-07-12T00:00:00.000","US BANK NA PL7 CLS","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A273643"
"UCC","279602","1995-08-18T00:00:00.000","2025-08-18T00:00:00.000","US BANK OF IDAHO NA LOAN SERVICING CTR","PO BOX 3588",,"SPOKANE","WA","99220","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A279602"
"UCC","279604","1995-08-18T00:00:00.000","2025-08-18T00:00:00.000","US BANK OF IDAHO NA LOAN SERVICING CTR","PO BOX 3588",,"SPOKANE","WA","99220","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A279604"
"UCC","279603","1995-08-18T00:00:00.000","2025-08-18T00:00:00.000","US BANK OF IDAHO NA LOAN SERVICING CTR","PO BOX 3588",,"SPOKANE","WA","99220","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A279603"
"UCC","281182","1995-08-30T00:00:00.000","2025-08-30T00:00:00.000","US BANK NA","PO BOX 5427",,"PORTLAND","OR","97228","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A281182"
"UCC","281181","1995-08-30T00:00:00.000","2025-08-30T00:00:00.000","US BANK NA","PO BOX 5427",,"PORTLAND","OR","97228-5427","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A281181"
"EFS","320725","1995-09-18T00:00:00.000","2025-09-18T00:00:00.000","US BANK NA CLSC PL0285","555 SW OAK ST","PO BOX 5308","PORTLAND","OR","97228-5308","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A320725"
"UCC","11131-4","1995-11-13T00:00:00.000","2026-04-18T00:00:00.000","US BANK NA CLS PL7","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A11131-4"
"UCC","11141-4","1995-11-13T00:00:00.000","2026-04-21T00:00:00.000","US BANK NA","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A11141-4"
"UCC","290515","1995-11-14T00:00:00.000","2025-11-14T00:00:00.000","US BANK NA PL0285 CLS","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A290515"
"UCC","296118","1996-01-08T00:00:00.000","2026-01-08T00:00:00.000","US BANK NATIONAL ASSOCIATION PL-7  CLS","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A296118"
"UCC","296168","1996-01-09T00:00:00.000","2026-01-09T00:00:00.000","US BANK NA CLS W PL7","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A296168"
"UCC","296335","1996-01-10T00:00:00.000","2026-01-10T00:00:00.000","US BANK NA BOND TRUSTEE","1420 FIFTH AVE 7TH FL",,"UNITED STATES OF AMERICA","WA","98101","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A296335"
"UCC","300005","1996-02-20T00:00:00.000","2026-02-20T00:00:00.000","US BANK NA PL7 OCLS","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A300005"
"UCC","300310","1996-02-26T00:00:00.000","2026-02-26T00:00:00.000","US BANK NATIONAL ASSOCIATION","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A300310"
"UCC","302420","1996-03-14T00:00:00.000","2026-03-14T00:00:00.000","US BANK NA PL 0285 CLSC W","555 SW OAK",,"PORTLAND","OR","97204","USA","http://records.sos.state.or.us/ORSOSWebDrawer/Record?q=recTitle%3A302420"
