Title,Service Era(s),Description,Reference,Location,Address,Directions,City,County,Photo,Validated?
Vietnam War Memorial, Vietnam War,"A small granite memorial dedicated to those Oregonians who served in the Vietnam War. Inscription reads, ""IN HONOR AND APPRECIATION OF OREGONIANS, ACKNOWLEDING THEIR SACRIFICE IN SERVICE AND SUPPORT OF THE VIETNAM WAR.""",View Online (http://www.waymarking.com/waymarks/WMA95E_Vietnam_War_Memorial_West_Lawn_Memorial_Park_Eugene_OR_USA),West Lawn Memorial Park,"225 S Danebo Ave
Eugene, OR 97402
(44.052617, -123.176933)",Google Maps (https://goo.gl/maps/4uhMN5rDUDM2),Eugene,Lane,https://data.oregon.gov/views/2ku2-p2h8/files/a1020856-03b3-4073-831a-46c6e2b65c04,Yes
Desert Storm Memorial,Desert Storm,"American Veterans and Desert Storm Memorial was developed and donated by Mark S. Hemstreet, owner of Shilo Inns, and dedicated on May 15, 1994. The central flagpole is located on a six sided base with panels for each of the Armed Services describing their involvement and listing their casualties. A plaque reads, ""Dedicated to the brave men and women of the United States of America Armed Forces, in respect for all those who have served, and continue to serve, to defend freedom and democracy, and in memory of all those who gave their lives in all American wars and conflicts.""",View Online (http://www.waymarking.com/waymarks/WMHCHM_Desert_Storm_Memorial_Lincoln_City_Oregon),Chinook Winds Casino,"1777 NW 44th St
Lincoln City, OR 97367
(44.937498, -123.952517)",Google Maps (https://goo.gl/maps/sm4Bn9XxWi12),Lincoln City,Lincoln,https://data.oregon.gov/views/2ku2-p2h8/files/e76bb423-4037-4a95-b67f-f697d31fdfca,Yes
Veterans Memorials,All,"Many memorials located adjacent to the Antelope Creek Bridge dedicated to veterans of WWII, Korea, Vietnam, Afghanistan-Iraq and Panama, Grenada & Somalia.",View Online (http://www.waymarking.com/waymarks/WM153N_Eagle_Point_Memorial_Dedicated_to_All_Veterans),Antelope Creek Bridge,"W Main St
Eagle Point, OR 97524
(42.4723, -122.80055)",Google Maps (https://goo.gl/maps/ZyGZnkahYvS2),Eagle Point,Jackson,https://data.oregon.gov/views/2ku2-p2h8/files/79932a13-d860-4ea0-ae0f-4ae925b4a7cb,Yes
Veterans Memorials,All,"A number of monuments dedicated to veterans of WWI, WWII, Korea, Vietnam, and the wars in the Middle East.",View Online (http://www.waymarking.com/waymarks/WMJYPY_Veterans_Memorial_Park_Medford_Oregon),Veterans Memorial Park,"1501 Maple Grove Dr.
Medford, OR 97501
(42.31195, -122.85915)",Google Maps (https://goo.gl/maps/YP2oGT3ddHp),Medford,Jackson,https://data.oregon.gov/views/2ku2-p2h8/files/5dfff0da-6c61-4369-87b2-ab1721e9595d,Yes
Sgt. Maximo Yabes Pedestal,All,"A bust and pedestal, in memory of Sgt. Maximo Yabes, has a plaque that is inscribed with his Medal of Honor Citation.",View Online (http://www.waymarking.com/waymarks/WM72BD_Maximo_Yabes_Medal_of_Honor_Recipient_Oregon),Greenwaters Park,"48362 OR-58
Oakridge, OR 97463
(43.7389, -122.458833)",Google Maps (https://goo.gl/maps/w4XbA68G1ME2),Oakridge,Lane,https://data.oregon.gov/views/2ku2-p2h8/files/1020333b-2f8c-42a6-be16-dfa806c25aa7,Yes
Memorial Flagpole,All,"A plaque at the base of the flagpole reads, ""In recognition of the Josephine County Casualties Of War."" Dedicated June 14, 1994 by the Grants Pass Emblem Club No. 444 and Grants Pass Elks Lodge No. 1584.",View Online (http://www.waymarking.com/waymarks/WMN6V0_Memorial_Flagpole_Riverside_Park_Grants_Pass_OR),Riverside Park,"304 E Park St
Grants Pass, OR 97527
(42.4284, -123.326533)",Google Maps (https://goo.gl/maps/qVvUDEnqawu),Grants Pass,Josephine,https://data.oregon.gov/views/2ku2-p2h8/files/d7308b48-5c88-409d-9b9f-19f480ed7e00,Yes
Assembly Area Seating,All,"A plaque reads, ""THE PERMANENT SEATING IS PRESENTED AND DEDICATED TO THE MEMORY OF THE UNITED STATES VETERANS OF ALL WARS BY THE AMERICAN LEGION DEPARTMENT OF OREGON FIFTY YEARS FOR GOD AND COUNTRY 1919-1969."" Dedicated August 28, 1970. ",View Online (http://www.waymarking.com/waymarks/WMK9H9_Willamette_National_Cemetery_Assembly_Area_Seating_Portland_Oregon),Willamette National Cemetery,"11800 SE Mt Scott Blvd
Portland, OR 97086
(45.462317, -122.5399)",Google Maps (https://goo.gl/maps/jsuaPpvw3D72),Portland,Multnomah,https://data.oregon.gov/views/2ku2-p2h8/files/f58efbfc-a046-4f7f-9524-73d6ae599a2c,Yes
Afghanistan-Iraq War Memorial,Iraq/Afghanistan,"A flagpole with a plaque that reads, ""In Honor of our former Student, Gary Van Leuven, who lost His Life in Iraq defending our country."" Dedicated in 2004 by the Ferguson faculty, staff and students.",View Online (http://www.waymarking.com/waymarks/WMMH9T_Afghanistan_Iraq_War_Memorial_Ferguson_Elementary_School_Klamath_Falls_OR),Ferguson Elementary School,"2901 Homedale Rd
Klamath Falls, OR 97603
(42.200083, -121.721267)",Google Maps (https://goo.gl/maps/DB1PrbUbiTk),Klamath Falls,Klamath,https://data.oregon.gov/views/2ku2-p2h8/files/21b10c69-8cbb-4a17-97c0-98b3d35041ac,Yes
United States Air Service Memorial,All,"A black obelisk reads, ""United States Air Service Memorial. Dedicated To Those Who Served In Defense Of Our Country."" On the face is a large propeller.",View Online (http://www.waymarking.com/waymarks/WM4ERT_US_Air_Service_Memorial_Memorial_Park_Beaverton_OR),Beaverton Memorial Park,"SW 7th St and SW Watson Ave
Beaverton, OR 97005
(45.4818, -122.807)",Google Maps (https://goo.gl/maps/Z79zYvLa4A42),Beaverton,Washington,https://data.oregon.gov/views/2ku2-p2h8/files/0be341f2-8796-432b-bdeb-2c107b40a681,Yes
Carillon Bell Memorial,All,"A plaque reads, ""AMVETS DEDICATED THIS CARILLON AS A LIVING MEMORIAL TO AMERICA'S VETERANS WHO SERVED THEIR COUNTRY HONORABLY FOR THE CAUSE OF FREEDOM."" Dedicated June 6, 1986. ",View Online (http://www.waymarking.com/waymarks/WM2EAQ_Eagle_Point_National_Cemetery_Carillon_Eagle_Point_Oregon),Eagle Point National Cemetery,"2763 Riley Road
Eagle Point, OR 97524
(42.463867, -122.7863)",Google Maps (https://goo.gl/maps/vvbdTfruhg72),Eagle Point,Jackson,https://data.oregon.gov/views/2ku2-p2h8/files/55de9dca-9963-471b-94e8-d36825006b7f,Yes
Vetarans Memorial,All,"A monument surrounded by flags, dedicated on July 4, 1999, by the Coquille Rotary Club, ""Honoring All Veterans.""",View Online (http://www.waymarking.com/waymarks/WM2VFV_Sturdivant_Park_Veterans_Memorial__Coquille_OR),Sturdivant Park,"Riverside Dr and Coquille-Bandon Hwy
Coquille, OR 97423
(43.175383, -124.1985)",Google Maps (https://goo.gl/maps/yE6PhwZQ83z),Coquille,Coos,https://data.oregon.gov/views/2ku2-p2h8/files/1c627604-201a-4b49-acca-78fe4948d943,Yes
Civil War Memorial Fountain,Civil War,"Drinking fountain with a plaque that reads, ""MEMORIAL TO OUR FATHERS Julia Dent Grant Tent No. 10 Daughters of Union Veterans of the 1861 - CIVIL WAR - 1865 GRANTS PASS ORE. JUNE 14, 1931""",View Online (http://www.waymarking.com/waymarks/WMN6VW_Civil_War_Memorial_Fountain_Riverside_Park),Riverside Park,"304 E Park St
Grants Pass, OR 97527
(42.42895, -123.3293)",Google Maps (https://goo.gl/maps/294qGdJ1Z2r),Grants Pass,Josephine,https://data.oregon.gov/views/2ku2-p2h8/files/323be466-d395-4b8b-9fd3-42f6a92c8ff4,Yes
Peavy Hall War Memorial,Multiple,"Located inside an open courtyard of Peavy Hall, home of the College of Forestry, is a multi-war memorial comprised of an obelisk-shaped stone monument with three plaques listing names of College of Forestry students who lost their lives in World War I and World War II.",View Online (http://www.waymarking.com/waymarks/WMQ0Y7_Peavy_Hall_War_Memorial_Corvallis_OR),Oregon State University - College of Forestry,"3100 SW Jefferson Way
Corvallis, OR 97333
(44.5641, -123.2855)",Google Maps (https://goo.gl/maps/DUDzuFJNBAn),Corvallis,Benton,https://data.oregon.gov/views/2ku2-p2h8/files/eef4d0ce-dbbd-4c4a-b0e8-879ea2e7720d,Yes
Pearl Harbor Survivors Memorial,WWII,"Granite marker reads, ""REMEMBER PEARL HARBOR - KEEP AMERICA ALERT; IN MEMORY OF THE CASUALTIES AND SURVIVORS OF THE ATTACK ON PEARL HARBOR, OAHU, HAWAII, DECEMBER 7, 1941."" ",View Online (http://www.waymarking.com/waymarks/WMK9YB_Willamette_National_Cemetery_Pearl_Harbor_Survivors_Memorial_Portland_Oregon),Willamette National Cemetery,"11800 SE Mt Scott Blvd
Portland, OR 97086
(45.462183, -122.54065)",Google Maps (https://goo.gl/maps/Edo4dY8R3qA2),Portland,Multnomah,https://data.oregon.gov/views/2ku2-p2h8/files/35c7baa1-b03e-42fe-a9bb-cde2eb8fbce4,Yes
Capt. John F. Hampshire Jr. Memorial,WWII,"Monument inscribed, ""CAPTAIN 75TH AAF FIGHTER SQ. FLYING TIGERS NUMBER TWO ACE CHINA BURMA THEATER WORLD WAR II."" ",View Online (http://www.waymarking.com/waymarks/WMH985_Capt_John_F_Hampshire_Jr_Flying_Tiger),Hillcrest Memorial Park Cemetery,"945 NE Hillcrest Dr
Grants Pass, OR 97526
(42.457917, -123.3149)",Google Maps (https://goo.gl/maps/hgh1csmGxbG2),Grants Pass,Josephine,https://data.oregon.gov/views/2ku2-p2h8/files/cdebe18e-b3db-4cf7-b3b3-d72efb0d8f94,Yes
OSU Memorial Union ,WWI,"OSU Memorial Union, dedicated in 1929, serves as a living memorial for faculty, staff, and students who gave their lives in WWI. An adjacent modern memorial commemorates all OSU students, faculty and staff who have served their country.",View Online (http://www.waymarking.com/waymarks/WMQ22B_Memorial_Union_Building_Oregon_State_University_Corvallis_OR),Oregon State University,"201 SW Waldo Pl
Corvallis, OR 97331
(44.565383, -123.276017)",Google Maps (https://goo.gl/maps/m5EddzBP64Q2),Corvallis,Benton,https://data.oregon.gov/views/2ku2-p2h8/files/694beaed-eecf-48c5-a22b-320a0a0042e2,Yes
Veterans Memorial,Multiple,"Etched granite memorial is inscribed, ""SO THEY GAVE SO THEY SHALL BE REMEMBERED"" and lists the names of those killed in WWI, WWII, Korea, and Vietnam. Dedicated by VFW Lee Ray Post and Aux #2978. Memorial is surrounded by United States, State of Oregon, and POW/MIA flags. A wall is made of donated bricks and an inscription honoring military dogs. ",View Online (http://www.waymarking.com/waymarks/WM6FQ0_Veterans_Memorial__Myrtle_Point_OR),,"Spruce and 3rd Streets
Myrtle Point, OR 97458
(43.108973, -123.984531)",Google Maps (https://goo.gl/maps/CtKus4kNXtH2),Myrtle Point,Coos,https://data.oregon.gov/views/2ku2-p2h8/files/db6c452d-85a5-4a20-a466-f66d80370bcc,Yes
Veterans Memorial,Multiple,"Stonework wall with bronze plaque listing names of veterans killed in WWI, WWII, Korea and Vietnam. Flagpole in center of wall.",View Online (https://goo.gl/maps/boY2FthPTWw),Central Park,"E Central Ave
Sutherlin, OR 97479
(43.390767, -123.308804)",Google Maps (https://goo.gl/maps/38oBULXdSvy),Sutherlin,Douglas,https://data.oregon.gov/views/2ku2-p2h8/files/8d1aff73-3809-4c9c-827e-e09c77648406,Yes
VFW Memorial Park,All,"A plaque at the base of a flagpole reads, ""Veterans of Foreign Wars Medal of Honor Post No. 3440 Memorial Park In Honor Of J. W. Ice""",View Online (http://www.waymarking.com/waymarks/WM2VHB_VFW_Memorial_Park__Bandon_OR),VFW Post #3440,"55382 Bates Rd
Bandon, OR 97411
(43.120083, -124.391033)",Google Maps (https://goo.gl/maps/NDGqAj5jcor),Bandon,Coos,https://data.oregon.gov/views/2ku2-p2h8/files/8328119f-726e-4e0a-b9df-bf298d49ec35,Yes
Central Oregon Vietnam War Memorial,All," Memorial dedicated to all veterans has a curved block wall that extends 27 feet with a raised flowerbed, located  in the center, the base of the 50-foot flagpole. Flag Pole mounted on a masonry pedestal has an inscribed brass plaque: “In memory of all war heroes"" dedicated on Nov. 11, 1962. A plaque at the base of the flag is an additional memorial to “All Central Oregon Korean War Veterans” dedicated in 1988. Upright granite memorial stone with engraved individual service insignia for the five branches of service. ",View Online (http://www.waymarking.com/waymarks/WM40WM_Vietnam_War_Memorial_Deschutes_Memorial_Garden_Bend_Oregon_USA),Deschutes Memorial Garden,"63875 N Highway 97
Bend, OR 97701
(44.118667, -121.290067)",Google Maps (https://goo.gl/maps/Y8vkZsxHToM2),Bend,Deschutes,https://data.oregon.gov/views/2ku2-p2h8/files/74795a1d-322d-4f85-b35f-5ff5fe0acb62,Yes
Acacia Veterans Memorial,All,"A brick memorial with a replica Civil War cannon and a plaque reading, ""ALL GAVE SOME - SOME GAVE ALL"" DEDICATED TO THE MEMORY OF VETERANS WHO HAVE FAITHFULLY SERVED THEIR COUNTRY."" Dedicated May 27, 1996 by Jerry Harlan as a senior project for Mazama High School. ",View Online (http://www.waymarking.com/waymarks/WMEDXX_Acacia_Veterans_Memorial_Klamath_Falls_OR),Eternal Hills Memorial Gardens,"4711 OR-39
Klamath Falls, OR 97603
(42.184033, -121.69625)",Google Maps (https://goo.gl/maps/E247dxiXb7x),Klamath Falls,Klamath,https://data.oregon.gov/views/2ku2-p2h8/files/060daa6e-aeb3-4818-b7c3-4f17cbd1c575,Yes
Veterans Flag Pole Memorial,All,"Plaque at the base of a flagpole reads, ""THIS MEMORIAL ERECTED BY THE PEOPLE OF ASHLAND IN HONOR OF THE MEN AND WOMEN OF THIS COMMUNITY WHO HAVE SERVED IN THE WARS OF OUR NATION AND IN LOVING MEMORY OF THOSE WHO GAVE THEIR LIVES DEFENDING AMERICA'S ETERNAL FREEDOMS ASHLAND POST NO. 14, AMERICAN LEGION NOV. 11, 1949""",View Online (http://www.waymarking.com/waymarks/WMF6EY_Veterans_Flag_Pole_Memorial_Ashland_OR),Downtown Plaza,"N Main St
Ashland, OR 97520
(42.197317, -122.715283)",Google Maps (https://goo.gl/maps/1fAU56QwmQR2),Ashland,Jackson,https://data.oregon.gov/views/2ku2-p2h8/files/1f32296a-2fb2-4ecd-8165-4195c6ba1be8,Yes
Flame of Freedom Memorial,All,"Red granite memorial tablet on a granite slab with an electric ""Flame Of Freedom"" dedicated to veterans of all wars. Dedicated on March 15, 1969. ",View Online (http://www.waymarking.com/waymarks/WMCZDC_Flame_of_Freedom_Newport_OR),Lincoln County Courthouse,"225 W Olive St
Newport, OR 97365
(44.636412, -124.054694)",Google Maps (https://goo.gl/maps/GcjDxCoDJvH2),Newport,Lincoln,https://data.oregon.gov/views/2ku2-p2h8/files/3018c91b-9937-4b87-8954-2551ff1a1568,Yes
Mt. Cavalry Memorial Flag,All,"Flag pole with a marble headstone inscribed, ""A PATRIOT'S BLOOD IS THE SEED OF FREEDOM'S TREE TO THOSE WHO SERVED."" Underneath the inscription are the insignias of all the armed services. Dedicated by the VFW.",View Online (http://www.waymarking.com/waymarks/WMFKRX_Mt_Calvary_Memorial_Flag_Klamath_Falls_OR),Mt. Cavalry Catholic Cemetery,"330 Pine Grove Rd
Klamath Falls, OR 97603
(42.189683, -121.661717)",Google Maps (https://goo.gl/maps/AszTH43zJA32),Klamath Falls,Klamath,https://data.oregon.gov/views/2ku2-p2h8/files/f2aadbff-b421-4045-9b6e-2daf705e4892,Yes
Library Veterans Memorial,All,"The Veterans Memorial flag pole is located near the northeast corner of the Bend Public Library. At the base of the flag pole is a plaque which reads “Honoring All Veterans Who Served Our Nation.” Dedicated November 10, 2005 by Veterans of Foreign Wars Post 1643.",View Online (http://www.waymarking.com/waymarks/WM3GT0_Library_Veterans_Memorial_Bend_Oregon),Downtown Bend Library,"601 NW Wall St
Bend, OR 97701
(44.0573, -121.316298)",Google Maps (https://goo.gl/maps/TYMJtgMSQMQ2),Bend,Deschutes,https://data.oregon.gov/views/2ku2-p2h8/files/e69a51ef-7320-4878-b851-3376cbe4f143,Yes
Medal of Honor Roll,All,"Obelisk monument made from stone cut from a step that once led to the Oregon Capitol building but was no longer needed as a result of the Capitol expansion project in 1975. The monument is a replica of the Oregon State monument found in the Medal of Honor Grove Freedom Foundation at Valley Forge, Pennsylvania.",View Online (http://www.waymarking.com/waymarks/WMH35B_Oregon_Medal_of_Honor_Roll_Salem_Oregon),ODVA Veterans’ Building,"700 Summer Street NE
Salem, OR 97301
(44.945483, -123.02665)",Google Maps (https://goo.gl/maps/bs3UxU6jSEx),Salem,Marion,https://data.oregon.gov/views/2ku2-p2h8/files/13825982-69ed-471f-8cbf-1f39d1a3be94,Yes
Memorial Quadrangle,All,"Located at what's known as the 'Memorial Quad' is a plaque monumented in the NW corner that reads: ""THE WALKS OF THIS QUADRANGLE ARE THE GIFT OF CHAPLAIN WILLIAM S. GILBERT AS A MEMORIAL TO THE MEN OF THE UNIVERSITY WHO SERVED THEIR COUNTRY IN TIME OF WAR.""",View Online (http://www.waymarking.com/waymarks/WMN3TV_Memorial_Quadrangle_University_of_Oregon_Eugene_OR),University of Oregon Memorial Quad,"E 13th Ave
Eugene, OR 97401
(44.045283, -123.077833)",Google Maps (https://goo.gl/maps/54RMA84WuZ12),Eugene,Lane,https://data.oregon.gov/views/2ku2-p2h8/files/863b7049-d6b3-46a1-9fca-f9e3ba1ff62d,Yes
Flag Display,All,"Three flags - the U.S. flag, POW-MIA flag and State flag - fly 24/7 to honor all veterans.",View Online (https://goo.gl/maps/f8pQv2AAwi62),I-5 Exit 136,"I-5
Sutherlin, OR 97479
(43.386732, -123.336939)",Google Maps (https://goo.gl/maps/W9FAKTrCDeE2),Sutherlin,Douglas,https://data.oregon.gov/views/2ku2-p2h8/files/093b3806-7ef3-4514-ad49-47c67012e021,Yes
Nehalem Bay Veterans Memorial,All,"Nehalem Bay Veterans Memorial for Veterans of all Wars dedicated May 21, 1989 by Neil Walker American Legion Post No. 126, Oregon Sunset VFW Post No. 7558, and Nehalem Bay VFW Post No. 10644.",View Online (http://www.waymarking.com/waymarks/WM13M9_Nehalem_Bay_Veterans_Memorial),American Legion Cemetery,"10755 Necarney City Rd
Nehalem, OR 97131
(45.713917, -123.919783)",Google Maps (https://goo.gl/maps/fF8NUpv44PQ2),Nehalem,Tillamook,https://data.oregon.gov/views/2ku2-p2h8/files/02dbc4d4-76ab-45b3-aa52-8eeba4090cde,Yes
Veterans Memorial Building Monument, Vietnam War,"A black granite monument beneath flagpole reads: “We remember our friends, casualties of the Vietnam War,” and lists 10 names. Dedicated: May 2005.",View Online (https://goo.gl/maps/yAx6Rsm7RNz),Veterans Memorial Association,"1626 Willamette Street
Eugene, OR 97401
(44.041928, -123.09291)",Google Maps (https://goo.gl/maps/GsVJkoVQFvm),Eugene,Lane,https://data.oregon.gov/views/2ku2-p2h8/files/6754e47f-47dd-43d7-bdd4-071e5f48ea9d,Yes
Civil War Memorial,Civil War,"Stone memorial reads, ""Memorial to the Grand Army of the Republic Lest We Forget Erected 1939  Union Veterans of the Civil War 1861 – 1866.""",View Online (http://www.waymarking.com/waymarks/WM1MME_Civil_War_Memorial_Lone_Fir_Cemetery_Portland_Oregon),Lone Fir Cemetery,"SE 26th Ave and Stark Street
Portland, OR 97214
(45.518083, -122.642333)",Google Maps (https://goo.gl/maps/otRv6DELPEz),Portland,Multnomah,https://data.oregon.gov/views/2ku2-p2h8/files/0f3e0453-3705-4966-b4e6-36094761f3f8,Yes
Veterans Memorial Park,All,"Park contains a sculpture entitled, ""The Universal Infantryman,"" a Blue Star Memorial By-Way marker, and a memorial plaque dedicating three trees in memory of three WWII soldiers who were killed.",View Online (http://www.waymarking.com/waymarks/WMJPFB_Veterans_Memorial_Park_Jacksonville_Oregon),Veterans Memorial Park,"200 West Main St
(42.314317, -122.96915)",Google Maps (https://goo.gl/maps/FAKTfJKGFBQ2),Jacksonville,Jackson,https://data.oregon.gov/views/2ku2-p2h8/files/d406ebee-3980-4d22-9f0c-e3064cb31535,Yes
Sam McKinney Memorial,WWI,"Flag pole is dedicated to Sam McKinney, World War I veteran.",View Online (http://www.waymarking.com/waymarks/WM2VHC_Sam_McKinney_WWI_Veteran_Bandon_OR),VFW Post #3440,"55382 Bates Rd
Bandon, OR 97411
(43.120083, -124.391033)",Google Maps (https://goo.gl/maps/bW41FennjT42),Bandon,Coos,https://data.oregon.gov/views/2ku2-p2h8/files/5da40084-3fe3-4ba2-ad64-c2e99134a0ad,Yes
Linn County War Memorial,All,"Linn County War Memorial features stone walls with metal plaques listing Linn County service members who died while on active duty from WWI through the current era, a POW/MIA memorial, flagpoles for each branch of service, and military equipment display. Dedicated November 10, 2007.",View Online (https://goo.gl/maps/s428VWBqhpk),Timber Linn Memorial Park,"900 Price SE Rd
Albany, OR 97322
(44.635014, -123.056841)",Google Maps (https://goo.gl/maps/VEA79piUxun),Albany,Linn,https://data.oregon.gov/views/2ku2-p2h8/files/d6841fc3-66b2-4720-b087-d5ea8921addd,Yes
Roll of Honor World War,WWI,"Upright granite stone with brass plaque inscribed, “Dedicated by citizens of Malheur County to those who offered their lives to the Great War of Nations; 1914-1918.""",View Online (http://www.waymarking.com/waymarks/WM2TDQ_Roll_of_Honor_Malheur_County_Courthouse_Vale_OR),Malheur County Courthouse,"251 B Street West
Vale, OR 97918
(43.98105, -117.241967)",Google Maps (https://goo.gl/maps/NfiVzLFe8Dn),Vale,Malheur,https://data.oregon.gov/views/2ku2-p2h8/files/2c1c72b4-7458-4104-b8aa-b1e3c97559dc,Yes
Purple Heart Memorial,All,"Memorial is inscribed with a depiction of a Purple Heart and the words, “Dedicated to all men and women wounded in all our wars.” Dedicated: Dec. 17, 2003 by the Department of Oregon Military Order of the Purple Heart.",View Online (http://www.waymarking.com/waymarks/WM296D_Order_of_the_Purple_Heart_McMinnville_OR),Evergreen Aviation and Space Museum,"500 Capt. Michael King Smith Way
McMinnville, OR 97128
(45.203983, -123.14465)",Google Maps (https://goo.gl/maps/5yjqCNKALXx),McMinnville,Yamhill,https://data.oregon.gov/views/2ku2-p2h8/files/1eba11f8-9fda-4f05-824d-1986ace47ebd,Yes
Veterans Memorial,All,"A six-foot by six-foot upright concrete memorial honors veterans and first responders. Inscription reads: ""The willingness with which our young people are willing to serve in any war, no matter how justified, shall be directly proportional as to how they perceive the veterans of earlier wars were treated and appreciated by their nation.” A brass plaque mounted below the memorial is dedicated to the men and women of the armed forces and all first responders. Directly next to the memorial (above) is a brass structure mounted on a piece of rough lava rock at the base of the lighted flagpole. The raised lettered plaque reads “Presented to Deschutes County in memory of departed comrades, Ponderosa Pine Post 1643, Veterans of Foreign Wars of the USA.”",View Online (http://www.waymarking.com/waymarks/WM1GEH_Deschutes_Court_House_Veterans_Memorial_Bend_Oregon),Deschutes County Courthouse,"1100 NW Bond St
Bend, OR 97707
(44.061, -121.311)",Google Maps (https://goo.gl/maps/ZUEHvFrohQD2),Bend,Deschutes,https://data.oregon.gov/views/2ku2-p2h8/files/4ff4653f-85a2-44db-845e-0fd02b3eee38,Yes
Sauvie Island Memorial,All,"Flag pole with a plaque that reads, ""In Memory Of Those Who Served That Justice, Freedom, And Democracy Might Survive To Be The Victorious Ideals Of The Peoples Of The World."" Dedicated May 26, 1961 by Sauvie Island Post 154 And Auxiliary, The American Legion.",View Online (http://www.waymarking.com/waymarks/WM7APG_Suavie_Island_Memorial),Sauvie Island Welcome Center,"NW Gillihan Rd and NW Sauvie Island Rd
Portland, OR 07231
(45.637222, -122.807917)",Google Maps (https://goo.gl/maps/SHozPdwDEkz),Portland,Multnomah,https://data.oregon.gov/views/2ku2-p2h8/files/260aa76a-1665-414b-9656-d511c58d8b09,Yes
Vietnam Era Veterans Memorial, Vietnam War,"The entire memorial features an elevated “Huey” medivac helicopter, a three-figure statue, a pool, bridge, stream and landscaped grounds.  The statue
depicts PFC Gary W. Martini, USMC, Oregon Medal of Honor recipient who was killed in action in Vietnam, with a Vietnamese child by his side. The second figure is U.S. Army Spec-4 Warren E. Newton, a Canby soldier listed as Missing in Action in Vietnam.",View Online (http://www.waymarking.com/waymarks/WMG9X7_Vietnam_Era_Veterans_Memorial_Canby_OR),,"SW 4th Ave and Pacific Hwy E
Canby, OR 97013
(45.257167, -122.701867)",Google Maps (https://goo.gl/maps/ryxSDsapP252),Canby,Clackamas,https://data.oregon.gov/views/2ku2-p2h8/files/137ec894-fdf6-4d14-8c40-0cb5318152f9,Yes
Multi-War Memorial,Multiple,"A plaque reads, ""TO THE AMERICAN VETERANS OF THE KOREAN, VIETNAM, AND PERSIAN GULF WARS. ALL WHO SHALL HEREAFTER LIVE IN FREEDOM WILL BE REMINDED THAT TO THESE MEN, WOMEN AND THEIR COMRADES WE OWE A DEBT TO BE PAID WITH GRATEFUL REMEMBRANCE OF THEIR SACRIFICE AND THE HIGH RESOLVE THAT THE CAUSE FOR WHICH THEY SERVED, SHALL LIVE ETERNALLY.""",View Online (http://www.waymarking.com/waymarks/WMN6TH_Korean_Vietnam_Persian_Gulf_War_Memorial_Riverside_Park_Grants_Pass_OR),Riverside Park,"304 E Park St
Grants Pass, OR 97527
(42.428567, -123.3265)",Google Maps (https://goo.gl/maps/gWAMsmDXXZt),Grants Pass,Josephine,https://data.oregon.gov/views/2ku2-p2h8/files/3b514d04-d20a-4648-9e14-09b2da6aa4a3,Yes
Medal of Honor Recipients Memorial,All,"A five foot tall granite memorial reads, ""THE MEDAL OF HONOR | COURAGE PATRIOTISM DUTY"" and lists the names of Oregon Medal of Honor Recipients and Medal of Honor Recipients with an Oregon Connection.",View Online (http://www.waymarking.com/waymarks/WM4EQH_Medal_of_Honor_Recipients_Memorial_Park_Beaverton_OR),Beaverton Memorial Park,"SW 7th St and SW Watson Ave
Beaverton, OR 97005
(45.48155, -122.8064)",Google Maps (https://goo.gl/maps/kShWktCnLdB2),Beaverton,Washington,https://data.oregon.gov/views/2ku2-p2h8/files/43a31c07-5c9f-41e1-bedd-b8cf4ee4d888,Yes
John N. Holcomb Memorial, Vietnam War,"A granite memorial on a concrete platform with a flagpole dedicated to John N. Holcomb (Medal of Honor Recipient), who was KIA in Vietnam. Dedicated: Nov. 11, 1984.",View Online (http://www.waymarking.com/waymarks/WM98XG_Vietnam_War_Memorial_Post_Office_Flagpole_Richland_OR_USA),U.S. Post Office,"203 Main St
Richland, OR 97870
(44.76925, -117.1689)",Google Maps (https://goo.gl/maps/RQVWHVJeVkT2),Richland,Baker,https://data.oregon.gov/views/2ku2-p2h8/files/affb023b-5f39-40f7-a864-735259e876a5,Yes
Soldiers' Memorial,WWI,"A plaque outside the gates reads, ""THESE GATES AND ENCLOSURES ARE DEDICATED TO THE MEMORY OF THE FORTY-SEVEN UNIVERSITY OF OREGON MEN WHO DIED IN THE SERVICE OF THEIR COUNTRY IN 1917-1918 'THEY____GAVE THE LAST FULL MEASURE OF DEVOTION' ERECTED 1937 BY SOLDIERS' MEMORIAL FUND THE CLASSES OF 1918, 1919, 1930, 1935 THE A.S.U.O.  W.P.A. PROJECT""",View Online (http://www.waymarking.com/waymarks/WMCWD_Soldiers_Memorial_at_Howe_Field_University_of_Oregon),University of Oregon,"University Street
Eugene, OR 97403
(44.04135, -123.074533)",Google Maps (https://goo.gl/maps/wCayTd6ta832),Eugene,Lane,https://data.oregon.gov/views/2ku2-p2h8/files/716a0e53-66d1-4a32-9d91-420e7be1941f,Yes
POW/MIA Memorial,All,Small circular POW/MIA plaque.,View Online (http://www.waymarking.com/waymarks/WMKDG_Ogden_POW_MIA_Memorial_Oregon),Peter Skene Ogden Memorial Wayside,"12597 US-97
Terrebonne, OR 97760
(44.392117, -121.1931)",Google Maps (https://goo.gl/maps/cnR1KuNx5wr),Terrebonne,Deschutes,https://data.oregon.gov/views/2ku2-p2h8/files/416635f7-da8c-4a0d-b008-d46903c24133,Yes
