"date","beneficiary","foreclosures_previous_year","mailing_address","city","state","zip","contact","title"
"2020-03-10T00:00:00.000","Gary K. Holman","5","3370 10th Street","Baker City","OR","97814","Gary K. Holman","Individual"
"2020-04-20T00:00:00.000","Gina M. Myers","1","PO Box 128","Medford","OR","97501","Gina M. Myers","Trustee"
"2020-02-14T00:00:00.000","Gordon C. Gallic","0","800 Willamette Street","Eugene","OR","97401","Gordon C. Gallic","Individual"
"2020-01-13T00:00:00.000","Group Health CU dba Salal Credit Union","0","PO Box 75029","Seattle","WA","98175","Kevin Knowles","Credit Administrator"
"2020-01-10T00:00:00.000","Guild Mortgage Company","85","4375 Jutland Drive","San Diego","CA","92117","Carla Ulufanua","Vice President"
"2020-02-18T00:00:00.000","Guss Investment Group LLC","0","16787 Beach Blvd","Hauntington Beach","CA","92647","Robert Saurman","Manager"
"2020-01-09T00:00:00.000","Habitat for Humanity of the Mid-Willamette Valley","1","693 Chemeketa Street NE","Salem","OR","97301","Jerry Ambris","Executive Director"
"2020-01-13T00:00:00.000","Habitat for Humanity Portland/Metro East","1","693 Chemeketa Street NE","Salem","OR","97301","Brendon Connelly","Chief Operating Officer"
"2020-01-27T00:00:00.000","HAPO Community Credit Union","1","39 SE Court Avenue","Pendleton","OR","97801","Aracell Serrano","Adjuster"
"2020-01-16T00:00:00.000","Heritage Grove Federal Credit Union","1","693 Chemeketa Street NE","Salem","OR","97301","Matthew Forney","Vice President"
"2020-03-04T00:00:00.000","HMC Assets, LLC","4","1425 Greenway Drive","Irving","TX","75038","James Helfrich","Authorized signor"
"2020-01-20T00:00:00.000","Homecoming Party LLC","0","4375 Jutland Drive","San Diego","CA","92117","Melissa M. Bolling","Loan Servicer"
"2020-01-10T00:00:00.000","HomeStreet Bank","11","33405 8th Ave South","Federal Way","WA","98003","Ted Ahl","Assistant Vice President"
"2020-01-06T00:00:00.000","Icon Credit Union","0",,,,,"Rod Robbins","Chief Lending Officer"
"2020-01-23T00:00:00.000","IQ Credit Union","0","PO Box 1739","Vancouver","WA","98668","John Hapke","Vice President"
"2020-02-27T00:00:00.000","James R. Wilson","0","1000 SW Broadway","Portland","OR","97205","James R. Wilson","Individual"
"2020-01-15T00:00:00.000","Jim Remley","0","PO Box 965","Roseburg","OR","97470","Jim Remley","Individual"
"2020-02-03T00:00:00.000","Johann Jantos","0","2 Centerpointe Drive","Lake Oswego","OR","97035","Ileana Jantos","Personal Representative"
"2020-02-08T00:00:00.000","John Matthew Morehouse","0","1203 Willamette Street","Eugene","OR","97401","John Matthew Morehouse","Individual"
"2020-05-20T00:00:00.000","John O. Warren","0","800 Willamette Street","Eugene","OR","97401","John O. Warren","Individual"
"2020-01-22T00:00:00.000","Julie Donnelly","0","693 Chemeketa Street NE","Salem","OR","97301","Julie Donnelly","Individual"
"2020-01-27T00:00:00.000","KeyBank, NA","20","4224 Ridge Lea Road","Amherst","NY","14226","Irena Karovski","Banking Officer"
"2020-01-08T00:00:00.000","Klamath Public Employees Credit Union","0",,,,,"Alesia Claybaugh","Executive Vice President"
"2020-01-31T00:00:00.000","Kondaur Capital Corporation","2","5677 Oberlin Drive, Suite 210","San Diego","CA","92121","Lorenzo Marin","Senior Vice President"
"2020-01-30T00:00:00.000","Lakeview Loan Servicing, LLC","145","4425 Ponce De Leon Blvd","Coral Gables","FL","33146","Julio Aldecocea","Senior Vice President"
"2020-02-05T00:00:00.000","Land Home Financial Services, Inc.","2",,,"CA",,"Tejinder K. Simbh",
"2020-01-22T00:00:00.000","LeaderOne Financial Corporation","0","7500 College Blvd, Suite 1150","Overland Park","KS","66210","Michael Stoddart","President CEO"
"2020-01-08T00:00:00.000","LeTourneau I, LLC","0","142 West 8th Avenue","Eugene","OR","97401","Brian D. Cox","Atty and Successor Trustee"
"2020-01-27T00:00:00.000","LinnCo Federal Credit Union","20","940 Willamette Street","Eugene","OR","97401",,"Collections Manager"
"2020-02-27T00:00:00.000","LoanDepot.com LLC","6","4375 Jutland Drive","San Diego","CA","92117","Steven Roark","Director of Operations"
"2020-01-24T00:00:00.000","Lower Columbia Longshoremen's Federal Credit Union","0","629 14th Avenue","Longview","WA","98632","Julie A. Brewer","Chief Lending Officer"
"2002-02-27T00:00:00.000","Luther Burbank Savings","0","520 Third Street","Santa Rosa","CA","95401","Kristen Wilbur","Loan Servicer"
"2020-01-31T00:00:00.000","Malheur Federal Credit Union","2","PO Box 430","Vale","OR","97916","Dean Guyer","Chief Lending Officer"
"2020-03-23T00:00:00.000","Marcella Hall, Trustee, McGuire Charitable Trust","0","PO Box 630","Coos Bay","OR","97420","Patrick M. Terry","Attorney and Agent"
"2020-01-05T00:00:00.000","Marion and Polk Schools Credit Union","4","PO Box 12398","Salem","OR","97309","Angela Kropf","Director of Loan Services"
"2020-02-10T00:00:00.000","Mark Vander Woude","0","940 Willamette Street","Eugene","OR","97401","Patrick Stevens","Attorney and Agent"
"2020-01-31T00:00:00.000","Marlojean Hartmann","0","111 SE 6th Street","Grants Pass","OR","97526","Marlojean Hartmann","Individual"
"2020-05-20T00:00:00.000","Marvin L. Berkman","0","800 Willamette Street","Eugene","OR","97401","Marvin Berkman","Trustee"
"2020-01-16T00:00:00.000","Matrix Financial Services Corporation","8","601 Carlson Parkway","Minnetonka","MN","55305","Jesse Steinberg","Assistant Vice President"
"2020-02-17T00:00:00.000","MGC Mortgage, Inc.","0","4375 Jutland Drive","San Diego","CA","92117","Michelle Conner","Individual"
"2020-01-16T00:00:00.000","Michigan Mutual, Inc.","0",,,,,"Mark M. Walker","Board Chairman"
"2020-02-27T00:00:00.000","Mid America Mortgage, Inc.","5","4375 Jutland Drive","San Diego","CA","92117","Jeffrey E. Bode","President"
"2020-01-08T00:00:00.000","MidFirst Bank","41","108 1st Avenue South","Seattle","WA","98104","Thad Burr","Senior Vice President"
"2020-01-28T00:00:00.000","Mid Oregon Federal Credit Union","1","940 Willamette Street","Eugene","OR","97440","Robert Dennis","Enterprise Risk Manager"
"2020-02-13T00:00:00.000","Mortgage Research Center LLC dba Veterans United Home Loans","8","1400 Veterans United Drive","Columbia","MO","65203","Rena Tratchel","Servicing Default Coordinator"
"2020-01-09T00:00:00.000","M & T Bank","0","475 Crosspoint Parkway","Getzville","NY","14068","Christopher M. Zeis","Administrative Vice President"
"2020-01-27T00:00:00.000","MUFG Union Bank N.A.","1","9865 Towne Centre Drive","San Diego","OR","92121","Heidi Brodersen","Default Loan Servicing Director"
"2020-01-06T00:00:00.000","My CU Mortgage","6","4375 Jutland Drive","San Diego","CA","92117","David Schlegel","Director of Default Servicer"
"2020-01-15T00:00:00.000","National Loan Acquisitions Company","0","89 SW 3rd Avenue","Ontario","OR","97914","Shelley Halleman","Executive Vice President"
"2020-01-27T00:00:00.000","National Mortgage Co.","0","15862 SW 72nd Avenue","Portland","OR","97224","Mark Temme","Executive Vice President"
"2020-01-14T00:00:00.000","Navy Federal Credit Union","1",,,"VA",,"Shannon Glannini","Manager"
"2020-02-27T00:00:00.000","New Rez LLC dba Shellpoint Mortgage","7","4375 Jutland Drive","San Diego","CA","92117","LaShonda Polk","Foreclosure Specialist"
"2020-01-28T00:00:00.000","Northpointe Bank","0","5677 Oberlin Drive, Suite 210","San Diego","CA","92121","Mike Geip","Senior Vice President"
"2020-01-09T00:00:00.000","Northwest Adventist FCU","0",,,,,"Pamela L. Lowes","Assistant Manager"
"2020-01-23T00:00:00.000","Northwest Bank","0","121 SW Morrison Street","Portland","OR","97204","Nathan Vore","Senior Vice President"
"2020-01-28T00:00:00.000","Northwest Community Credit Union","9","180 East 11th Avenue","Eugene","OR","97401","Paula Franz","Director of Member Solution"
"2020-01-16T00:00:00.000","Northwest Farm Credit Services, FLCA","0","693 Chemeketa Street NE","Salem","OR","97301","Pete Swan","Vice President"
"2020-01-16T00:00:00.000","Northwest Farm Credit Services, PCA","4","693 Chemeketa Street NE","Salem","OR","97301","Pete Swan","Vice President"
"2020-01-13T00:00:00.000","Old West Federal Credit Union","0","39 SE Court Avenue","Pendleton","OR","97801","KC Dickens","Collections Manager"
"2020-01-22T00:00:00.000","OnPoint Community Credit Union","22","PO Box 3750","Portland","OR","97208","Veronica Ervin","Senior Vice President"
"2020-01-28T00:00:00.000","Oregon Community Credit Union","1","940 Willamette Street","Eugene","OR","97440","Gregory Schumacher","Enterprise Risk Manager"
"2020-01-28T00:00:00.000","Oregon State Credit Union","2","940 Willamette Street","Eugene","OR","97440","Wendy Martin","Director of Centralized Services"
"2020-01-23T00:00:00.000","OR Resolutions LLC","0","101 High Street NE","Salem","OR","97301","Eric Gerhart","Senior Vice President"
"2020-01-28T00:00:00.000","Pacific Cascade Federal Credit Union","0","940 Willamette Street","Eugene","OR","97440","Jatinder Hoonjan","Enterprise Risk Manager"
"2020-01-08T00:00:00.000","Pacific Crest Federal Credit Union","1","PO Box 1179","Klamath Falls","OR","97601","Luke Daniels","Director of Consumer Lending"
"2020-01-10T00:00:00.000","Pacific Northwest Credit Union","4","12005 NE Erin Way","Portland","OR","97220","Diane Calvin","Chief Lending Officer"
"2020-01-10T00:00:00.000","Pacific West Bank","0","2040 8th Avenue","West Linn","OR","97068","Benjamin J. Mansheim","SVP Chief Operating Officer"
"2020-03-27T00:00:00.000","Patsy Yarbro, Reva Vrieswyk personal representative","0","3370 10th Street, Suite H","Baker City","OR","97814","Reva Vrieswyk","Personal Representative"
"2020-01-28T00:00:00.000","PennyMac Loan Services, LLC","135",,,,,"Manuel Mata, Jr.","Vice President"
"2020-01-09T00:00:00.000","People's Community Federal Credit Union","0","1665 NW 169th Place, Suite 206","Beaverton","OR","97008","Ed Seidenberg","President"
"2020-01-30T00:00:00.000","PHH Mortgage Corporation","20","1661 Worthington Road","West Palm Beach","FL","33409","Clara Jastrezmski","Manager"
"2020-02-21T00:00:00.000","Pingura Loan Servicing","8","1819 Wazee street","Denver","CO","80202","Jennifer J. Jackson","Vice President"
"2020-01-29T00:00:00.000","Planet Home Lending LLC","13",,,"CT",,"Thomas O'Connell","Senior Vice President"
"2020-02-27T00:00:00.000","PNC Bank","23","4375 Jutland Drive","San Diego","CA","92117","Christian S. Martin","Senior Vice President"
"2020-01-30T00:00:00.000","Provident Funding Associates, L.P.","4","1235 North Dutton Avenue","Santa Rosa","CA","95401","Joseph Taml","Assistant Vice President"
"2020-01-03T00:00:00.000","Qualstar Credit Union","0","PO Box 96730","Bellevue","WA","98009","Karl Olson","Member Solutions Manager"
"2020-01-09T00:00:00.000","Quicken Loand Inc.","30","1001 Woodward Ave","Detroit","MI","48226","Stephanie P. Orrico","Loss Mitigation Officer"
"2020-02-21T00:00:00.000","Rain City Capital, LLC","2","12131 113th Ave","Kirkland","WA","98034","Sandra K. Guzman","Director of Loan Adminstration"
"2020-01-16T00:00:00.000","Ramsey, LLC","0","15685 SW 116th Avenue","Tigard","OR","97224","David Riggins","Manager"
"2020-06-22T00:00:00.000","Randy J. Rice","0","5300 Meadows Rd, Suite 200","Lake Oswego","OR","97035","Randy J. Rice","Individual"
"2020-01-07T00:00:00.000","Regions Bank","0","5214 Lincoln Road","Hattiesburg","MS","39402","Karen Griffis","Senior Vice President"
"2020-01-30T00:00:00.000","Reverse Mortgage Solutions, Inc.","12","14405 Walters Road","Houston","TX","77014","Jammel Turki","Assistant Vice President"
"2020-01-22T00:00:00.000","Richard S. Vaupel and Sherrae M. Vaupel","0","180 East 11th Avenue","Eugene","OR","97401","Richard S. Vaupel","Individual"
"2020-01-14T00:00:00.000","Riverview Community Bank","0","900 Washington Street, Suite 900","Vancouver","WA","98660","Kevin Lycklama","President"
"2020-01-07T00:00:00.000","Robert L. Landhuis and Barbara A. Landhuis Revocable Living Trust","0","PO Box 1048","Salem","OR","97308","Debbie Jensen","Vice President"
"2020-01-30T00:00:00.000","Robin Duey","3","111 SE 6th Street","Grants Pass","OR","97526","Robin Duey","Individual"
"2020-01-15T00:00:00.000","Santander Bank N.A.","2","4375 Jutland Drive","San Diego","CA","92117","Tewana Sheriff","Banking Officer"
"2020-01-06T00:00:00.000","Seattle Bank","0","4375 Jutland Drive","San Diego","CA","92117","Kathy Hruza","Vice President"
"2020-01-10T00:00:00.000","SELCO  Community Credit Union","0","PO Box 7487","Springfield","OR","97475","Eric Kiley","Associate General Councel"
"2020-01-24T00:00:00.000","Selene Finance LP","12","8201 Cypress Plaza Drive","Jacksonville","FL","32256","Lynn McNamee","Individual"
"2020-01-23T00:00:00.000","Sierra Pacific Mortgage Company, Inc","0","1180 Iron Point Road, Suite 200","Folsom","CA","95630","Paul Hubbard","Chief Financial Officer"
"2020-02-04T00:00:00.000","SN Servicing company","50","5677 Oberlin Drive, Suite 210","San Diego","CA","92121","Angela Solorzano","Servicing Agent"
"2020-01-30T00:00:00.000","State Department of Federal Credit Union","0","250 Church Street SE","Salem","OR","97301","Shalonda Johnson","Manager"
"2020-01-07T00:00:00.000","STCU","0","1620 N Signal Drive","Liberty Lake","WA","99019","Denise Cajigas","Loss Mitigation Manager"
"2020-03-16T00:00:00.000","Stephen P. Kramer","0","1530 SW Taylor Stret","Portland","OR","97205","Stephen P. Kramer","Individual"
"2020-01-17T00:00:00.000","Sunset Science Park Federal Credit Union","0",,,,,"Rhonda Baggarley","President"
"2020-01-09T00:00:00.000","SunWest Mortgage Company, Inc.","7","100 W. Cypress Creek Rd, Suite 700","Ft. Lauderdale","FL","33309","Christine Romirez","Foreclosure Supervisor"
"2020-01-20T00:00:00.000","SunWest Mortgage Company, Inc.","7","100 W. Cypress Creek Rd, Suite 700","Ft. Lauderdale","FL","33309","Christine Romirez","Foreclosure Supervisor"
"2020-07-27T00:00:00.000","Suzanne E. Fredrickson","0","PO Box 428","Heppner","OR","97836","Suzanne E. Fredrickson","Individual"
"2020-04-29T00:00:00.000","Suzanne San Clemente","0","PO Box 1205","Roseburg","OR","97470","Suzanne San Clemente","Personal Representative"
"2020-01-30T00:00:00.000","The Money Source Inc","9","1499 SE Tech Center Place","Vancouver","WA","98683","Ashley Reza","Default Support Manager"
"2020-01-30T00:00:00.000","TIAA, FSB","2","1499 SE Tech Center Place","Vancouver","WA","98683","Diana C. D'Addona","Assistant Vice President"
"2020-01-30T00:00:00.000","TruHome Solutions, LLC","3","1499 SE Tech Center Place","Vancouver","WA","98683","Doug Battin","Senior Vice President"
"2020-01-13T00:00:00.000","Truist Bank, SunTrust Bank","4","1001 Semmes Avenue, 4th Floor","Richmond","VA","23224","Marshall Swann","Assistant Vice President"
"2020-01-30T00:00:00.000","Umpqua Bank","55","PO Box 230727","Portland","OR","97281","Jay P Mortensen","Senior Vice President"
"2020-02-27T00:00:00.000","USAA FEDERAL SAVINGS BANK","1","4375 Jutland Drive","San Diego","CA","92117","Ricardo Garcia","Manager"
"2020-05-19T00:00:00.000","U.S.  Bank Trust","1","440 S. LaSalle Street, Suite 1110","Chicago","IL","60605","Jorge Newbery","Administrator"
"2020-01-24T00:00:00.000","Vanderbilt Mortgage and Finance Inc.","1","121 SW Morrison Street","Portland","OR","97204","Devin Walker","Legal Department Manager"
"2020-03-02T00:00:00.000","Vickie Mathews Washburn","1","PO Box 985","Roseburg","OR","97470","Vickie Mathews Washburn","Individual"
"2020-02-04T00:00:00.000","Village Capital & Investment LLC","5","2863 St. Rose Parkway","Henderson","NV","89052","Martin Bonanno","Vice President"
"2020-01-23T00:00:00.000","Washington Federal","7","425 Pike Street, 4th Floor","Seattle","WA","98101","Ronald R. Miller","Vice President"
"2020-01-30T00:00:00.000","Washington State Employees Credit Union","1","PO Box WSECU","Olympia","WA","98507","Paul Kirkbride","Chief Credit Officer"
"2020-01-08T00:00:00.000","Wauna Credit Union","3","693 Chemeketa Street NE","Salem","OR","97301","Randal W. Buholts","Loss Mitigation Director"
"2020-01-05T00:00:00.000","Westerra Credit Union","0","3700 E. Almeda Avenue","Denver","CO","80209","Grace Greco","Director"
"2020-01-22T00:00:00.000","Willamette Valley Bank","0","101 High Street NE","Salem","OR","97301","Eric Gerhart","Senior Vice President"
"2020-01-24T00:00:00.000","Xceed Financial Federal Credit Union","0","888 N. Nash Street","El Segundo","CA","90245","Hilda Rocha","Director Loan Servicing"
"2020-03-02T00:00:00.000","Yakima Federal Savings and Loan","0","118 E. Yakima Avenue","Yakima","WA","98901","Ryan L. Siefken","Senior Vice President"
"2020-02-25T00:00:00.000","Yakima Federal Savings and Loan Association","0","118 E Yakima Avenue","Yakima","WA","98901","Ryan Siefkan","Senior Vice President"
