"agency","meeting_title","short_description","start_date_time","end_date_time","meeting_location","city","state","details","public_comment_accepted","contact_name","phone_number","contact_email","web_link","map_link","calendar_link","ada_contact","ada_contact_phone","ada_contact_email","webinar","call_in_phone_number","call_in_access_code","agenda"
"Environmental Quality Dept.","Public Hearing: Red Rock Biofuels, LLC’s proposed air quality permit","DEQ invites the public to attend a public hearing and to comment on the Red Rock Biofuels proposed air quality permit, known officially as Standard Air Contaminant Discharge Permit.","2015-05-14T18:00:00.000","2015-05-14T21:00:00.000","Lakeview Senior Center, 11 North G Street "," Lakeview","OR","Send written comments by mail, fax or email to:
Nancy Swofford, Permit Coordinator 475 NE Bellevue Dr., Suite 110 Bend, OR  97701 
Fax:  541-388-8283 
Email: Swofford.Nancy@deq.state.or.us  

Comments due: 5 p.m., Tuesday, May 19, 2015. ","yes","Nancy Swofford",,"Swofford.Nancy@deq.state.or.us",,,,,,,,,,
"Environmental Quality Dept.","Water Quality Trading Policy Forum ","DEQ invites stakeholders and interested members of the public to participate in three policy forums on water quality trading in Oregon","2015-05-14T09:00:00.000","2015-05-14T12:00:00.000","811 SW 6th Ave, DEQ Headquarters, 10th Floor, Room EQC-A"," Portland","OR","At the forums, participants can learn about and provide feedback on DEQ’s efforts to develop new rules and revise existing guidance to strengthen and clarify Oregon’s water quality trading program. ",,"Courtney Brown","503-229-6839","brown.courtney@deq.state.or.us",,,,,,,,,,
"Environmental Quality Dept.","DEQ Dry Cleaner Program Advisory Committee meeting","The purposes of the Dry Cleaner Program are to protect public health and the environment by ensuring the cleanup of contamination resulting from dry cleaning facilities and by preventing future releases of dry cleaning solvent to the environment, and to exempt dry cleaning owners and dry cleaning operators from cleanup liability.","2015-04-15T13:30:00.000","2015-04-15T15:30:00.000","2020 SW Fourth Ave"," Portland","OR","The purposes of the Dry Cleaner Program are to protect public health and the environment by ensuring the cleanup of contamination resulting from dry cleaning facilities and by preventing future releases of dry cleaning solvent to the environment, and to exempt dry cleaning owners and dry cleaning operators from cleanup liability.
",,"Joe Westersund","(503) 229-6240","westersund.joe@deq.state.or.us",,,,,,,,,,
"Environmental Quality Dept.","E-Cycles Manufacturer Registration Fees Rulemaking Advisory Committee Meeting","DEQ has initiated a rulemaking process to change the registration fees that electronics manufacturers pay for OregonÛªs E-Cycles program. DEQ has formed an Advisory Committee to help evaluate options for revising the registration fees and develop a proposed fee structure that will cover DEQÛªs costs for administering Oregon E-Cycles. DEQ plans to propose a fee structure to the Environmental Quality Commission for adoption by rule in early 2012.","2012-01-26T09:00:00.000","2012-01-26T12:00:00.000","DEQ Headquarters, 811 SW 6th Ave., 10th floor"," Portland","OR",,,"Loretta Pickerell",,"pickerell.loretta@deq.state.or.us","http://www.deq.state.or.us/lq/ecycle/rulemaking.htm",,,,,,,,,
"Environmental Quality Dept.","Environmental Quality Commission, Regular Meeting","Please Note: meeting location has changed from Salem to Portland.","2015-04-15T13:15:00.000","2015-04-15T16:30:00.000","DEQ Headquarters, 811 SW 6th Ave., 10th Floor","portland","OR",,,"Stephanie Caldera",,"Caldera.Stephanie@deq.state.or.us",,,,,,,,,,
"Environmental Quality Dept.","Public Hearing: Modification of City of Molalla’s Recycled Water Plan","DEQ invites the public to submit written comment on select changes to conditions of the City of Molalla’s Recycled Water Plan (version dated April 29, 2014). ","2015-04-30T18:00:00.000","2015-04-30T20:00:00.000","Molalla Adult Community Center, 315 Kennel Ave"," Molalla","OR","Send written comments by mail, fax or email to:
Tiffany Yelton Bram 
WQ Source Control Manager 2020 SW 4th Ave, Suite 150 Portland, OR 97201 
Fax:  (503) 229-6957 
Email: NWRWQPermit@deq.state.or.us
Written comments due: 5 p.m., Friday, May 8, 2015",,"Tiffany Yelton Bram ",,"NWRWQPermit@deq.state.or.us",,,,,,,,,,
"Environmental Quality Dept.","Water Quality Trading Policy Forum 3",,"2015-03-05T10:00:00.000","2015-03-05T16:30:00.000","Salem-Keizer Willow Lake Treatment Plant 5915 Windsor Island Road, North"," Salem","OR","To participate in a water quality trading policy forum, you may attend in-person at DEQ Headquarters or via web conference.  
 
Note: If attending via web conference, you must log in to both to the conference call and web conference (the meeting numbers are the same). When first logging in to the Web Conference Service, it gives participants the option to login via Windows or via the web-based option. Choose the web-based option. 
 
Call-in meeting number: 888-363-4734
Participant code: 2045600
 
Web conference information:
https://www.connectmeeting.att.com
Meeting Number: 8883634734
Participant code: 2045600

If you are having difficulty connecting to the web conference on the day of the forum, please call Trina Brown (policy forum technical support) at 503-703-2697. ",,"Courtney Brown","503-229-6839","brown.courtney@deq.state.or.us",,,,,,,,,,
"Environmental Quality Dept.","Public Hearing: Knutson Towboat","DEQ invites the public to comment on the Knutson Towboat CompanyÛªs proposed wastewater treatment permit, known officially as a National Pollutant Discharge Elimination System (NPDES) permit.","2012-02-23T17:30:00.000",,"North Bend Public Library, 1800 Sherman Ave."," North Bend","OR",,"yes","April Graybill","503-378-6967","Graybill.April@deq.state.or.us","http://www.deq.state.or.us/news/publicnotices/uploaded/120124_3830_knutsonTowboat_pn.pdf",,,,,,,,,
"Environmental Quality Dept.","Draft Proposed ESCO Corporation Title V Air Quality Permit Renewal","DEQ proposes to renew the air permit for ESCO Corporation. ESCO signed a Good Neighbor Agreement with groups representing the nearby neighborhood and committed to make 17 improvements to its emission control systems. The draft permit includes 16 conditions based on the Good Neighbor Agreement (1 item was left out with agreement of the neighborhood representatives). ","2012-01-24T18:30:00.000",,"Legacy Good Samaritan Hospital Auditorium"," Portland","OR",,"Yes","George Davis",,"davis.george@deq.state.or.us","http://www.deq.state.or.us/aq/northwest/escoAbout.htm",,,,,,,,,
"Environmental Quality Dept.","Public Hearing: Troutdale Energy Center water quality permit","DEQ will hold a public hearing on proposed the Troutdale Energy Center water quality draft permit","2015-05-14T18:30:00.000","2015-05-14T20:30:00.000","Sam Cox Building (Great Room) in Glenn Otto Park, 1106 E. Columbia River Hwy."," Troutdale","OR","Subject to public review and comment, DEQ intends to issue the NPDES permit, which allows the Troutdale Energy Center to discharge wastewater to the Sandy River.  Part of the review process is an opportunity for public comment on the proposed permit and the associated permit evaluation report.  ","yes","Rob Burkhart","503-229-5566","burkhart.robert@deq.state.or.us",,,,,,,,,,
"Environmental Quality Dept.","Public Hearing: SB 705 Asbestos Survey Permanent Rulemaking, Portland ","DEQ will hold multiple simultaneous public hearings. The primary hearing will be at DEQ headquarters in Portland. DEQ offices in Salem, Medford, Coos Bay, Bend and Pendleton will be connected by phone to the Portland headquarters hearing. Interested parties may attend a hearing at any of the locations. ","2016-01-19T18:00:00.000","2016-01-19T20:00:00.000","DEQ Headquarters, 811 SW 6th Ave. 10th floor, room EQC A"," Portland","OR",,"yes","Meyer Goldstein",,"goldstein.meyer@deq.state.or.us",,,,,,,,,,
"Environmental Quality Dept.","Information Meeting about Red Rock Biofuels, LLC for a Standard Air Quality Permit:  March 12, 2015 in Lakeview ","DEQ invites the public to an information meeting on Red Rock Biofuels’ application for an air quality permit, known officially as a Standard Air Contaminant Discharge Permit. ","2015-03-12T18:00:00.000","2015-03-12T21:00:00.000","Lake County Building Memorial Hall, 513 Center Street "," Lakeview","OR","Red Rock Biofuels proposes to construct a new biofuels facility and associated infrastructure to produce jet fuel, diesel fuel and naphtha from a woody biomass feedstock consisting primarily of mill and forest residues. ",,"Nancy Swofford","541-633-2021","swofford.nancy@deq.state.or.us",,,,,,,,,,
"Environmental Quality Dept.","Oregon Environmental Quality Commission meeting","The Oregon Environmental Quality Commission will hold its regular meeting in Astoria on Wednesday and Thursday, Aug. 12-13.  ","2015-08-12T08:30:00.000","2015-08-12T17:00:00.000","Hampton Inn Suites, 201 39th St.","Astoria","OR","The commission is a five-member citizen panel appointed by the governor to serve as the policy and rulemaking board for DEQ. The commission holds regular meetings throughout the state to adopt rules, establish policies, issue orders and decide appeals of penalties or other department actions. ",,"Stephanie Caldera","503-229-5301","caldera.stephanie@deq.state.or.us",,,,,,,,,,"http://www.oregon.gov/deq/EQC/Pages/EQCAgendas2015/0815agenda.aspx (http://www.oregon.gov/deq/EQC/Pages/EQCAgendas2015/0815agenda.aspx%20)"
"Environmental Quality Dept.","Public Hearing: DEQ requests comments on Jordan Cove Energy Project’s proposed air quality permit","The Department of Environmental Quality invites the public to submit written comments on the conditions of Jordan Cove Energy Project L.P.’s proposed air quality permit, known officially as an Air Contaminant Discharge Permit. ","2015-02-18T18:00:00.000","2015-02-18T21:00:00.000","Marshfield High School Auditorium, 10th & Ingersoll St."," Coos Bay","OR","This proposal is for a new source consisting of a 420 Megawatt power plant, natural gas cleaning systems, four liquefaction trains, liquefied natural gas (LNG) storage tanks, and LNG ship load out facilities.  Jordan Cove Energy Project is proposing to emit significant amounts of Fine Particulate Matter, Carbon Monoxide, Sulfur Dioxide, Nitrogen Oxides, Volatile Organic Compounds, and Greenhouse Gases. ","yes","Patricia Hamman, Permit coordinator","503-378-5305 or 800-349-7677 toll free","Hamman.Patricia@deq.state.or.us",,,,,,,,,,
"Environmental Quality Dept.","Air Toxics Science Advisory Committee meeting",,"2015-06-17T09:00:00.000","2015-06-17T12:00:00.000","10th Floor Room EQC-A, 811 SW 6th Ave."," Portland","OR","
The purpose of Air Toxics Science Advisory Committee is to provide DEQ and the Lane Regional Air Protection Agency, with advice on the state air toxics program that is scientifically and technically sound, independent, balanced, useful and timely. The committee's responsibilities are outlined in Oregon Administrative Rule. 
",,"Sue MacMillan","(503) 229-6458","macmillan.susan@deq.state.or.us",,,,,,,,,,
"Environmental Quality Dept.","The Air Toxics Science Advisory Committee",,"2015-01-21T09:00:00.000","2015-01-21T12:00:00.000","811 SW Sixth Avenue, 10th Floor Room EQC-A"," Portland","OR","The purpose of Air Toxics Science Advisory Committee is to provide DEQ and the Lane Regional Air Protection Agency, with advice on the state air toxics program that is scientifically and technically sound, independent, balanced, useful and timely. The committee's responsibilities are outlined in Oregon Administrative Rule. ",,"Sue MacMillan","(503) 229-6458","macmillan.susan@deq.state.or.us",,,,,,,,,,"http://www.deq.state.or.us/aq/toxics/docs/012115agenda.pdf (http://www.deq.state.or.us/aq/toxics/docs/012115agenda.pdf)"
"Environmental Quality Dept.","Construction Stormwater General Permit Informational meeting and public hearing, Eugene","DEQ will host an informational meeting on Friday, Nov. 13, 2015 to explain the proposed changes to the permits and answer questions. A public hearing will follow the informational meeting at DEQ headquarters in Portland, allowing interested parties to provide oral comments on the draft Construction Stormwater General Permits 1200-C and 1200-CN.","2015-11-13T09:30:00.000","2015-11-13T12:30:00.000","165 East 7th Ave., Suite 100","Eugene","OR",,"yes","Erich Brandstetter","(503) 229-5047","Brandstetter.Erich@deq.state.or.us",,,,,,,,,,
"Environmental Quality Dept.","Hazardous Waste Phase II 2016 Rulemaking Advisory",,"2016-02-03T09:00:00.000","2016-02-03T16:00:00.000","DEQ Headquarters - 811 SW 6th Avenue"," Portland","OR",,,"Jeannette Acomb","503-229-6303","acomb.jeannette@deq.state.or.us",,,,,,,,,,
"Environmental Quality Dept.","Public hearing on water quality permit for the City of Hood River ","DEQ will give a presentation on the draft National Pollutant Discharge Elimination System permit, which allows the city to discharge treated wastewater to the Columbia River. The wastewater discharge would be similar to other permitted municipal discharges occurring along the Columbia River.   ","2015-07-07T18:00:00.000","2015-07-07T20:00:00.000","Hood River City Hall, 211 2nd Street."," Hood River","OR","DEQ will hold a public information meeting and public hearing on the proposed water quality permit for the city of Hood River from 6 to 8 p.m. on Tuesday, July 7 at Hood River City Hall, 211 2nd Street.  
DEQ will give a presentation on the draft National Pollutant Discharge Elimination System permit, which allows the city to discharge treated wastewater to the Columbia River. The wastewater discharge would be similar to other permitted municipal discharges occurring along the Columbia River.   
The short presentation will be followed by the public hearing, where people can provide comments on the draft permit. People can also provide written comments by 5 p.m. on Friday, July 10, as described in the public notice. Written comments are treated the same as oral comments provided in person at the public hearing.  ","yes","Greg Svelund","541-633-2008","svelund.greg@deq.state.or.us",,,,,,,,,,
"Environmental Quality Dept.","Clean Water State Revolving Fund Advisory Committee Conference Call","Conference Call - Phone, 1-877 848-7030, Access code: 898168","2015-01-29T13:00:00.000","2015-01-29T15:00:00.000","Conference Call"," Portland","OR","The Clean Water State Revolving Fund loan program provides low-cost loans for the planning, design and construction of various water pollution control activities. Any public agency in Oregon is eligible for a CWSRF loan. Eligible public agencies include tribal nations, cities, counties, sanitary districts, soil and water conservation districts, irrigation districts and various special districts and certain intergovernmental entities. This rulemaking will align Oregon’s CWSRF program with new federal Clean Water Act Amendments.
",,"Katie Foreman","503-229-5622","foreman.katie@deq.state.or.us",,,,,,,,"1-877 848-7030","898168",
"Environmental Quality Dept.","Water Quality Standards for Copper Rulemaking Advisory Committee Meeting",,"2016-02-25T09:00:00.000","2016-02-25T16:00:00.000","DEQ Headquarters, 811 SW 6th Ave.","Portland","OR",,,"Andrea Matzke","503.229.5384","matzke.andrea@deq.state.or.us",,,,,,,,,,
"Environmental Quality Dept.","2016 Bacteria Standards Rulemaking","DEQ and OHA will hold joint meetings to provide information to interested parties and to answer questions","2015-10-29T16:00:00.000","2015-10-29T18:00:00.000","DEQ Headquarters, 811 SW Sixth Ave.,EQC-A (10th floor"," Portland","OR",,,"Aron Borok","593-229-5050","borok.aron@deq.state.or.us",,,,,,,,,,
"Environmental Quality Dept.","Bend Public Hearing. Clean Water State Revolving Fund: Implementing the Federal Clean Water Act Amendments ","DEQ invites public input on proposed permanent rule amendments to chapter 340 of the Oregon Administrative Rules.","2015-08-19T11:00:00.000","2015-08-19T12:00:00.000","475 NE Bellevue Drive, Suite 110"," Bend","OR","DEQ invites you to attend one of the public hearings listed below. The presiding officer will provide a brief overview of the proposal before inviting your spoken or written comment.
","yes","Katie Foreman","503-229-5622","foreman.katie@deq.state.or.us",,,,,,,,,,
