"registry_date","entity_type","associated_name_type","business_name","address_","address_continued","city","state","zip_code"
"2022-07-22T10:57:32.000","ASSUMED BUSINESS NAME","PRINCIPAL PLACE OF BUSINESS","NR AUTO DETAILING","887 OAKDALE AVE APT 257",,"SPRINGFIELD","OR","97477"
"2022-07-22T13:48:48.000","FOREIGN LIMITED LIABILITY COMPANY","PRINCIPAL PLACE OF BUSINESS","HEIRLOOM OAKS, LLC","34885 MCKENZIE VIEW DR",,"SPRINGFIELD","OR","97478"
"2022-07-22T13:55:40.000","DOMESTIC LIMITED LIABILITY COMPANY","PRINCIPAL PLACE OF BUSINESS","BLOSSOMS OF GRACE FLOWERS, LLC","375 S 35TH ST",,"SPRINGFIELD","OR","97478"
"2022-07-22T13:59:09.000","DOMESTIC LIMITED LIABILITY COMPANY","PRINCIPAL PLACE OF BUSINESS","LA LUNA DESIGN LLC","981 ISLAND ST",,"SPRINGFIELD","OR","97477"
"2022-07-22T14:31:04.000","DOMESTIC LIMITED LIABILITY COMPANY","PRINCIPAL PLACE OF BUSINESS","THE RECYCLERS, LLC","1490 30TH STREET",,"SPRINGFIELD","OR","97478"
"2022-07-25T09:26:11.000","ASSUMED BUSINESS NAME","PRINCIPAL PLACE OF BUSINESS","MCKENZIE BIN BUILDERS","7182 E ST",,"SPRINGFIELD","OR","97478"
"2022-07-25T11:03:09.000","DOMESTIC LIMITED LIABILITY COMPANY","PRINCIPAL PLACE OF BUSINESS","J&D TREE SERVICES LLC","520 S 51ST PLACE",,"SPRINGFIELD","OR","97478"
"2022-07-25T14:09:35.000","DOMESTIC LIMITED LIABILITY COMPANY","PRINCIPAL PLACE OF BUSINESS","L&N PROPERTIES LLC","2360 BEVERLY ST",,"SPRINGFIELD","OR","97477"
"2022-07-25T14:57:39.000","ASSUMED BUSINESS NAME","PRINCIPAL PLACE OF BUSINESS","MAIDENHAIR","348 G ST",,"SPRINGFIELD","OR","97477"
"2022-07-26T11:30:04.000","DOMESTIC LIMITED LIABILITY COMPANY","PRINCIPAL PLACE OF BUSINESS","SMOL SUPES LLC","5793 MICA ST",,"SPRINGFIELD","OR","97478"
"2022-07-27T08:17:13.000","DOMESTIC LIMITED LIABILITY COMPANY","PRINCIPAL PLACE OF BUSINESS","DSW CONSTRUCTION/EXCAVATION LLC","6710 DOGWOOD ST",,"SPRINGFIELD","OR","97478"
"2022-07-27T15:34:10.000","DOMESTIC LIMITED LIABILITY COMPANY","PRINCIPAL PLACE OF BUSINESS","THE COTTAGE COLLECTIVE, LLC","91355 DONNA RD",,"SPRINGFIELD","OR","97478"
"2022-07-27T15:47:55.000","ASSUMED BUSINESS NAME","PRINCIPAL PLACE OF BUSINESS","LILY B CONSULTANTS","1928 5TH ST APT 17",,"SPRINGFIELD","OR","97477"
"2022-07-28T00:00:00.000","DOMESTIC PROFESSIONAL CORPORATION","PRINCIPAL PLACE OF BUSINESS","LEE HANSON DMD, PC","1847 PIONEER PKWY E",,"SPRINGFIELD","OR","97477"
"2022-07-28T09:39:56.000","ASSUMED BUSINESS NAME","PRINCIPAL PLACE OF BUSINESS","TAKE IT FROM ME","4819 HOLLY ST",,"SPRINGFIELD","OR","97478"
"2022-07-29T11:28:58.000","ASSUMED BUSINESS NAME","PRINCIPAL PLACE OF BUSINESS","SPOIL THE BUNNIES","404 67TH ST",,"SPRINGFIELD","OR","97478"
"2022-07-29T11:30:29.000","DOMESTIC BUSINESS CORPORATION","PRINCIPAL PLACE OF BUSINESS","D THREE INC.","4885 ASTER STREET #153",,"SPRINGFIELD","OR","97478"
"2022-07-29T11:31:55.000","DOMESTIC LIMITED LIABILITY COMPANY","PRINCIPAL PLACE OF BUSINESS","SELLER SOLUTIONS LLC","3555 GATEWAY ST STE 200",,"SPRINGFIELD","OR","97477"
"2022-07-29T14:37:06.000","DOMESTIC LIMITED LIABILITY COMPANY","PRINCIPAL PLACE OF BUSINESS","ASSURANCE MEDICAL LLC","3024 WAYSIDE LOOP",,"SPRINGFIELD","OR","97477"
