"fiscal_year","department","acct_name","amount","vendor_name","state","gl_acct"
"2021","177-OREGON STATE LOTTERY","Print Media","747670.57","POLLINATE, INC.","OR","85040"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","12600.00","WILLOW WOOD CONSULTING, LLC","ID","16010"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","78764.43","STRUCTURED COMMUNICATION SYSTEMS","OR","16010"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","1446520.55","SHI INTERNATIONAL CORP","NJ","16010"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","4945.50","PROGRESS SOFTWARE CORPORATION","MA","16010"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","7995.67","PATRIOT TECHNOLOGIES, INC","MD","16010"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","0.00","OFFICE OF THE GOVERNOR","OR","16010"
"2021","177-OREGON STATE LOTTERY","Contract Payments","2130000.00","DELOITTE","OR","77020"
"2021","177-OREGON STATE LOTTERY","Janitorial Services","611.71","LIVING OPPORTUNITIES, INC.","OR","80040"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","1200.00","KRP DATA SYSTEMS","OR","16010"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","14040.39","INFORMATION AND COMPUTING SERVICES INC","FL","16010"
"2021","177-OREGON STATE LOTTERY","Inventory - Scratch its","1465817.21","IGT GLOBAL SOLUTIONS CORPORATION","OR","15010"
"2021","177-OREGON STATE LOTTERY","Contract Payments","10918.64","CDW LLC","VA","77020"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","2500.00","FUZE NETWORKS INC","CA","16010"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","2500.00","FILESANYWHERE.COM","TX","16010"
"2021","177-OREGON STATE LOTTERY","Repairs & Maintenance","56.00","FLEETPRIDE INC","TX","81020"
"2021","177-OREGON STATE LOTTERY","In-State Travel","3829.24","RODRIGUEZ, SCOTT","OR","71010"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","1800.00","CHROME DATA","MI","16010"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","498889.32","CARAHSOFT TECHNOLOGY CORPORATION","VA","16010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","412.50","PESNELL, KENNETH","OR","71010"
"2021","177-OREGON STATE LOTTERY","Repairs & Maintenance","50.28","SKYLINE FORD","OR","81020"
"2021","177-OREGON STATE LOTTERY","POP/Brochures","25221.70","LYNX GROUP INC","OR","84110"
"2021","177-OREGON STATE LOTTERY","Penalty Income","369534.53","SBTECH, MALTA LIMITED","MT","44010"
"2021","177-OREGON STATE LOTTERY","Sales Adjustments","-1256.00","IGT GLOBAL SOLUTIONS CORPORATION","OR","41030"
"2021","177-OREGON STATE LOTTERY","In-State Travel","4762.00","KUMM, KEVIN","OR","71010"
"2021","177-OREGON STATE LOTTERY","Outdoor Production/Maintenance","1100.00","GRAPHIC PRINT SOLUTIONS","OR","84065"
"2021","177-OREGON STATE LOTTERY","Outdoor Media","387410.00","PACIFIC OUTDOOR ADVERTISING","OR","84070"
"2021","177-OREGON STATE LOTTERY","In-State Travel","247.50","HUNTER, DANIEL","OR","71010"
"2021","177-OREGON STATE LOTTERY","Shipping","10285.52","UNITED PARCEL SERVICE","NV","72010"
"2021","177-OREGON STATE LOTTERY","Other Services and Supplies","1352.30","OREGON SCREEN IMPRESSIONS, INC","OR","83030"
"2021","177-OREGON STATE LOTTERY","Other Services and Supplies","853.69","MARC NELSON OIL PRODUCTS INC","OR","83030"
"2021","177-OREGON STATE LOTTERY","Sign & Display Installation","92427.36","CARRICK INC","OR","88055"
"2021","177-OREGON STATE LOTTERY","In-State Travel","825.00","ESQUIVEL, JOSE","OR","71010"
"2021","177-OREGON STATE LOTTERY","Other Services and Supplies","4520.00","DALKE CONSTRUCTION CO, INC.","OR","83030"
"2021","177-OREGON STATE LOTTERY","In-State Travel","550.00","DELLENBACH, CRAIG","OR","71010"
"2021","177-OREGON STATE LOTTERY","Installation","4030202.05","CENTURYLINK","CO","73030"
"2021","177-OREGON STATE LOTTERY","In-State Mileage Allowance","180.14","PAETZ, JOANNA","OR","71020"
"2021","177-OREGON STATE LOTTERY","In-State Mileage Allowance","8.32","STRAUCH, BRENDA","OR","71020"
"2021","177-OREGON STATE LOTTERY","In-State Mileage Allowance","855.60","TAYLOR, WILLIAM","OR","71020"
"2021","177-OREGON STATE LOTTERY","In-State Travel","247.50","ALONZO, MICHAEL","OR","71010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","1557.50","ANDERSON, ERIC","OR","71010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","220.00","AYLOR, KRISTIN","ID","71010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","339.00","BIBLER, GERALD","OR","71010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","1164.00","BOGATAY, JONATHAN","OR","71010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","650.59","BORJA, ART","OR","71010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","1047.50","BOSSHARDT, CHRIS","OR","71010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","1796.50","BRANDT, ROBERT","OR","71010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","632.50","CAMACHO, ANTHONY","OR","71010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","1401.50","CONNER, KENNETH","OR","71010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","910.00","CROWE, JOHN PAUL","OR","71010"
"2021","177-OREGON STATE LOTTERY","Attorney General Charges","272033.80","DEPT OF JUSTICE","OR","77010"
"2021","177-OREGON STATE LOTTERY","Sponsorships","24250.00","OREGON DEPARTMENT OF EDUCATION","OR","85060"
"2021","177-OREGON STATE LOTTERY","Software Purchases","18000.00","SALARY.COM LLC","MA","76070"
"2021","177-OREGON STATE LOTTERY","Building and Structure","8594.35","TECPRO SOLUTIONS","AK","19060"
"2021","177-OREGON STATE LOTTERY","Sign & Advertising Display Parts","1672.50","ZEPHYR ENGINEERING","OR","88070"
"2021","177-OREGON STATE LOTTERY","Contract Payments","187456.00","MICROSOFT CORPORATION","WA","77020"
"2021","177-OREGON STATE LOTTERY","Sign & Advertising Display","1950.00","PRO-LITE, INC.","CA","88065"
"2021","177-OREGON STATE LOTTERY","Miscellaneous Income","-177.55","TECPRO SOLUTIONS","AK","45010"
"2021","177-OREGON STATE LOTTERY","Shipping","51809.01","US POSTMASTER","OR","72010"
"2021","177-OREGON STATE LOTTERY","Shipping","49.50","ULINE, INC.","MN","72010"
"2021","177-OREGON STATE LOTTERY","Shipping","7045.90","OPNW - OFFICE PRODUCTS NATIONWIDE","OR","72010"
"2021","177-OREGON STATE LOTTERY","Miscellaneous Expenses","319.00","DEPT OF TRANSPORTATION","OR","83065"
"2021","177-OREGON STATE LOTTERY","Misc Small Parts & Tools","502.93","VSR INDUSTRIES, INC.","NV","83050"
"2021","177-OREGON STATE LOTTERY","Security Services","10814.00","LEXISNEXIS RISK DATA MANAGEMENT INC","GA","83025"
"2021","177-OREGON STATE LOTTERY","Security Services","2880.00","HUSER INTEGRATED TECHNOLOGIES LLC","OR","83025"
"2021","177-OREGON STATE LOTTERY","Security Services","10350.22","EQUIFAX","GA","83025"
"2021","177-OREGON STATE LOTTERY","Minor Spare Parts","50667.20","WELLS-GARDNER TECHNOLOGIES,  INC.","NV","87010"
"2021","177-OREGON STATE LOTTERY","Safety","300.00","MOBILETECH FITNESS REPAIR, INC","OR","83055"
"2021","177-OREGON STATE LOTTERY","Contract Payments","2475.00","IRON MOUNTAIN INTELLECTUAL PROPERTY MGMT","CA","77020"
"2021","177-OREGON STATE LOTTERY","Building Improvements and Grounds","548.00","BENTLEY MILLS, INC.","CA","19065"
"2021","177-OREGON STATE LOTTERY","Minor Spare Parts","315.38","RELIABLE PAPER INC","GA","87010"
"2021","177-OREGON STATE LOTTERY","Repairs & Maintenance","46.20","SPARKLE CAR WASH LLC","OR","81020"
"2021","177-OREGON STATE LOTTERY","Repairs & Maintenance","1148.26","SEASIDE CAR & BOAT WASH","OR","81020"
"2021","177-OREGON STATE LOTTERY","Repairs & Maintenance","679.50","QUENCH & DRENCH II","OR","81020"
"2021","177-OREGON STATE LOTTERY","Minor Spare Parts","173.85","OPNW - OFFICE PRODUCTS NATIONWIDE","OR","87010"
"2021","177-OREGON STATE LOTTERY","Minor Spare Parts","11402.04","NORTH COAST","OR","87010"
"2021","177-OREGON STATE LOTTERY","Repairs & Maintenance","436.63","MOE'S SUPER LUBE","OR","81020"
"2021","177-OREGON STATE LOTTERY","Repairs & Maintenance","45.00","MARSHALL SUNSHINE INC.","OR","81020"
"2021","177-OREGON STATE LOTTERY","Repairs & Maintenance","27357.81","LES SCHWAB TIRE CENTER","OR","81020"
"2021","177-OREGON STATE LOTTERY","Minor Spare Parts","37897.00","GLOBAL GAMING INVESTMENT (HK) INC","NV","87010"
"2021","177-OREGON STATE LOTTERY","Repairs & Maintenance","8018.56","DUTCHBOY TRUCK REPAIR LLC","OR","81020"
"2021","177-OREGON STATE LOTTERY","Contract Payments","495.00","INCIDENT MANAGEMENT GROUP, INC.","FL","77020"
"2021","177-OREGON STATE LOTTERY","Repairs & Maintenance","84.00","B & W CAR WASH","OR","81020"
"2021","177-OREGON STATE LOTTERY","Minor Spare Parts","5406.76","COLUMBIA CORRUGATED BOX COMPANY INC","OR","87010"
"2021","177-OREGON STATE LOTTERY","Rent","66889.90","PACIFIC REALTY ASSOCIATES LP","OR","79010"
"2021","177-OREGON STATE LOTTERY","Building Improvements and Grounds","4418.30","DALKE CONSTRUCTION CO, INC.","OR","19065"
"2021","177-OREGON STATE LOTTERY","Rent","40909.97","COBALT PROPERTY MANAGEMENT LLC","OR","79010"
"2021","177-OREGON STATE LOTTERY","Minor Spare Parts","1832.97","ARAMARK UNIFORM SERVICES INC","OR","87010"
"2021","177-OREGON STATE LOTTERY","Minor Spare Parts","976.32","APPLIED PLASTICS MACHINING","OR","87010"
"2021","177-OREGON STATE LOTTERY","Recruiting","150.00","FIELDPRINT INC","PA","78015"
"2021","177-OREGON STATE LOTTERY","Promotions","872.98","SMARTSHEET, INC.","WA","88030"
"2021","177-OREGON STATE LOTTERY","Professional Development","27838.03","PROSCI, INC.","CO","78030"
"2021","177-OREGON STATE LOTTERY","Merchandise / Display","3085.56","ROSE CITY LABEL","OR","88050"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","27000.00","ZOOM VIDEO COMMUNICATIONS INC","CA","16010"
"2021","177-OREGON STATE LOTTERY","Contract Payments","4429702.13","GAMING LABORATORIES INT'L LLC","NJ","77020"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","4294.00","US POSTMASTER","OR","16010"
"2021","177-OREGON STATE LOTTERY","Machinery and Equipment","6124690.00","ARISTOCRAT TECHNOLOGIES INC","NV","19025"
"2021","177-OREGON STATE LOTTERY","Legal Fees","8902.40","DEPT OF JUSTICE","OR","77050"
"2021","177-OREGON STATE LOTTERY","Legal Fees","174.90","DEPT OF EMPLOYMENT","OR","77050"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","0.00","SBTECH, MALTA LIMITED","MT","16010"
"2021","177-OREGON STATE LOTTERY","Janitorial Supplies","2680.00","ULINE, INC.","MN","80050"
"2021","177-OREGON STATE LOTTERY","Building Maintenance - General","101686.00","DALKE CONSTRUCTION CO, INC.","OR","80010"
"2021","177-OREGON STATE LOTTERY","Janitorial Supplies","4082.99","OPNW - OFFICE PRODUCTS NATIONWIDE","OR","80050"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","2442.00","OZCORP 3 LLC DBA  KEYLOCK STORAGE","OR","16010"
"2021","177-OREGON STATE LOTTERY","Machinery and Equipment","3222.45","ZEPHYR ENGINEERING","OR","19025"
"2021","177-OREGON STATE LOTTERY","Meetings","32.46","DAVENPORT, CAROLYN","OR","83015"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","11479.19","NINTEX USA, INC","WA","16010"
"2021","177-OREGON STATE LOTTERY","Janitorial Services","390.00","OREGON JANITORIAL SERVICE","OR","80040"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","4460.00","MICROWEST SOFTWARE SYSTEMS INC","CA","16010"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","27216.54","LINKEDIN","CA","16010"
"2021","177-OREGON STATE LOTTERY","Merchandise / Display","20477.29","TECHGRAPHIC SOLUTIONS INC","IL","88050"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","2172.73","IRON BOW TECHNOLOGIES, LLC","VA","16010"
"2021","177-OREGON STATE LOTTERY","Inventory - Scratch its","363770.94","POLLARD BANKNOTE LMTD PARTNERSHIP","MB","15010"
"2021","177-OREGON STATE LOTTERY","Inventory - Scratch its","1750.00","LOGOSARX, LLC","TX","15010"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","91299.50","HUDSON ALLEY SOFTWARE, INC.","NY","16010"
"2021","177-OREGON STATE LOTTERY","Minor Spare Parts","19751.76","BANKSUPPLIES INC","MI","87010"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","25300.00","GETTY IMAGES, SEATTLE","WA","16010"
"2021","177-OREGON STATE LOTTERY","Building Maintenance - General","1220.13","HOME DEPOT","OR","80010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","946.50","WILLIAMS, MATTHEW","OR","71010"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","5500.00","FOSTER AND FREEMAN USA INC","VA","16010"
"2021","177-OREGON STATE LOTTERY","Minor Spare Parts","128.70","CXTEC","NY","87010"
"2021","177-OREGON STATE LOTTERY","Contract Payments","39466.03","CARAHSOFT TECHNOLOGY CORPORATION","VA","77020"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","1620.00","DEPT OF JUSTICE-DCS","OR","16010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","800.50","SAN JUAN, CHRISTOPHER","OR","71010"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","21840.00","CUSTOMER EXPRESSIONS CORPORATION","ON","16010"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","18600.00","COSCHEDULE, LLC.","ND","16010"
"2021","177-OREGON STATE LOTTERY","Contract Payments","215400.00","BULLETPROOF SOLUTIONS, INC","VA","77020"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","3000.00","CHERWELL SOFTWARE","CO","16010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","1998.00","PUHL, JUSTIN","OR","71010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","82.50","PITTZ, KEVIN","OR","71010"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","81440.00","AIRSHIP","OR","16010"
"2021","177-OREGON STATE LOTTERY","Contract Payments","126205.00","BERRYDUNN","ME","77020"
"2021","177-OREGON STATE LOTTERY","Prepaid Expenses","2760.00","A-1 MINI STORAGE","OR","16010"
"2021","177-OREGON STATE LOTTERY","Building Maintenance - General","768.20","JOHNSON CONTROLS FIRE PROTECTION LP","MA","80010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","1768.00","MILLER, STEVEN","OR","71010"
"2021","177-OREGON STATE LOTTERY","POP/Brochures","1335.03","LITHTEX INC","OR","84110"
"2021","177-OREGON STATE LOTTERY","Computer Software - Traditional","5012.50","SPECTRA SYSTEMS CORPORATION","RI","19040"
"2021","177-OREGON STATE LOTTERY","Minor Spare Parts","655.46","SUZOHAPP GAMING SOLUTIONS INC","NV","87010"
"2021","177-OREGON STATE LOTTERY","Penalty Income","2404104.20","CENTURYLINK","CO","44010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","302.50","LAND, SAMUAL","OR","71010"
"2021","177-OREGON STATE LOTTERY","Out-of-State Travel","0.00","US BANK NATIONAL ASSOCIATION ND","ND","71030"
"2021","177-OREGON STATE LOTTERY","Outdoor Production/Maintenance","9550.00","PACIFIC OUTDOOR ADVERTISING","OR","84065"
"2021","177-OREGON STATE LOTTERY","Misc Small Parts & Tools","901.08","INDUSTRIAL FINISHES & SYSTEMS INC","OR","83050"
"2021","177-OREGON STATE LOTTERY","Outdoor Media","4050.00","POLLINATE, INC.","OR","85050"
"2021","177-OREGON STATE LOTTERY","In-State Travel","191.75","KILGORE, JERRY","OR","71010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","2253.25","KENNEDY, TIM","OR","71010"
"2021","177-OREGON STATE LOTTERY","Outdoor Media","259255.74","LAMAR COMPANIES, THE","LA","84070"
"2021","177-OREGON STATE LOTTERY","Miscellaneous Income","-1.30","INDUSTRIAL FINISHES & SYSTEMS INC","OR","45010"
"2021","177-OREGON STATE LOTTERY","Other Services and Supplies","129.95","TORS, BRADY","OR","83030"
"2021","177-OREGON STATE LOTTERY","Building Maintenance - General","161.00","NORTHSTAR CHEMICAL INC","OR","80010"
"2021","177-OREGON STATE LOTTERY","In-State Travel","348.00","GUIDRY, JORDAN","OR","71010"
"2021","177-OREGON STATE LOTTERY","Other Services and Supplies","139.99","MAYFIELD, STEFFENY","WA","83030"
"2021","177-OREGON STATE LOTTERY","Network Communication","6390.43","AT&T MOBILITY","IL","74060"
"2021","177-OREGON STATE LOTTERY","Network Communication","852.50","BENDBROADBAND","OR","74060"
"2021","177-OREGON STATE LOTTERY","Other Services and Supplies","175.00","GUIDRY, JORDAN","OR","83030"
"2021","177-OREGON STATE LOTTERY","In-State Travel","1130.50","FINLAYSON, DANIEL","OR","71010"
"2021","177-OREGON STATE LOTTERY","Other Services and Supplies","110.00","FLADWOOD, GARY","OR","83030"
