"county","project_name","address","city","management","contact_phone","total_units","single_room_occupancy","studio","_1_bedroom","_2_bedrooms","_3_bedrooms","_4_bedrooms"
"Clackamas","Carriage Court","701 NW 5th Dr","Canby","Northwest Real Estate Capital Corp.","503-266-2332","30",,,"30",,,
"Clackamas","Casa Verde","718 Township Rd","Canby","Cascade Management Inc.","503-266-3615","26",,,,"10","12","4"
"Clackamas","Cascade House","1555 S Ivy St","Canby","Cascade Management Inc.","503-266-6320","50",,,"46","4",,
"Clackamas","Greenbriar Apts","250 S Locust St","Canby","Cascade Management Inc.","503-266-5638","86",,,,"65","21",
"Clackamas","Mountain View Apts","1549 N Manzanita St","Canby","Cascade Management Inc.","503-682-7788","12",,,,"12",,
"Clackamas","The Meadows","1546 S Fir St","Canby","Cascade Management Inc.","503-266-6430","50",,,"42","8",,
"Clackamas","300 Main","300 SE Main St","Estacada","Foundation Properties","503-630-2357","26",,"7","19",,,
"Clackamas","Estacada Village Apts","855 NE Hill Wy","Estacada","Viridian Management","503-630-3935","48",,,"32","13","3",
"Clackamas","Whispering Pines Senior Village","525 NW 6th Ave","Estacada","Volunteers of America","503-630-6460","62",,,"62",,,
"Clackamas","River Glen","1055 Risley Ave","Gladstone","Guardian Real Estate Services","503-656-7863","44",,,"30","10","4",
"Clackamas","Acadia Gardens","8370 SE Causey Ave","Happy Valley","Guardian Real Estate Services","503-272-6785","41",,"15","20","6",,
"Clackamas","Chez Ami","8358 SE Causey Ave","Happy Valley","Central City Concern","503-525-8483","40",,"40",,,,
"Clackamas","Easton Ridge","9009 SE Causey Ave","Happy Valley","Quantum Residential","503-654-1234","164",,,"120","44",,
"Clackamas","Terrace at Mt. Scott","10125 SE Bob Schumacher Rd","Happy Valley","Guardian Real Estate Services","503-272-6792","52",,,,"29","23",
"Clackamas","Town Center Courtyards","11475 SE 85th","Happy Valley","Central City Concern","503-525-8483","60",,,"20","32","8",
"Clackamas","Hollyfield Village","4077 Sunset Dr","Lake Oswego","Income Property Management","503-635-2606","30",,,"28","2",,
"Clackamas","Oakridge Park","4255 Oakridge Rd","Lake Oswego","Income Property Management","503-636-1050","45",,,"44","1",,
"Clackamas","Avalon House","15023 SE Laurie Ave","Milwaukie","The Inn","503-344-4075","7","7",,,,,
"Clackamas","Cascade Meadows Senior Apts","10005 SE Bell Ave","Milwaukie","Norris & Stevens","503-775-5604","61",,,"61",,,
"Clackamas","Charbern Apts","12514 SE Linwood Ave","Milwaukie","PHC Northwest","503-261-1266","53",,"6","38","8","1",
"Clackamas","Fox Pointe Apts","4616 SE Roethe Rd","Milwaukie","Pacificap Management","503-654-3114","96",,,"2","76","18",
"Clackamas","Hillside Manor","2889 SE Hillside Ct","Milwaukie","Housing Authority of Clackamas County","503.655.8267","100",,,"68","32",,
"Clackamas","Hillside Park","10230 SE D St","Milwaukie","Housing Authority of Clackamas County","503-794-8089","100",,,"65","35",,
"Clackamas","Ikoi So Terrace","1550 SE Oak Grove Blvd","Milwaukie","Guardian Real Estate Services","503-659-7019","35",,,"35",,,
"Clackamas","Jennings Lodge","4545 SE Ina Ave","Milwaukie","ColumbiaCare Services Inc.","541-858-8170","5",,,,,,
"Clackamas","Lake Crest Apts","8106 SE Lake Rd","Milwaukie","GSL Properties","503-654-0477","229",,"30","59","120","20",
"Clackamas","Madrona House","4772 SE Logus Rd","Milwaukie","The Inn","503-496-1160","4","4",,,,,
"Clackamas","North Main Apts","10554 SE Main St","Milwaukie","Income Property Management","503-513-6246","64",,"47","17",,,
"Clackamas","Seneca Terrace","11824 SE Fuller Rd","Milwaukie","Cascade Management Inc.","503-594-2128","32",,,,"32",,
"Clackamas","Willamalane","4707 SE Boardman Ave","Milwaukie","Northwest Real Estate Capital Corp.","503-659-0638","52",,,"16","24","12",
"Clackamas","Willard Street Duplex","2328 SE Willard St","Milwaukie","Northwest Housing Alternatives","503-654-1007","2",,,,"2",,
"Clackamas","Arbor Terrace","127 N Cole St","Molalla","HA of Clackamas County","503-665-8267","25",,,,"11","10","4"
"Clackamas","Northwest Housing 8","401 Berkley St","Molalla","Cascade Management Inc.","503-829-7206","8",,,,"8",,
"Clackamas","The Greens at Ridings Terrace","511 Ridings Ave","Molalla","Viridian Management","503-829-7031","34",,,,"19","15",
"Clackamas","Molalla Gardens","180 Fenton St","Molalla","Cascade Management Inc.","503-829-7206","30",,,"10","12","8",
"Clackamas","Plaza Los Robles","415 Toliver Rd","Molalla","Cascade Management Inc.","503-829-9482","24",,,,"8","12","4"
"Clackamas","Toliver Terrace Apts","615 W Heintz St","Molalla","Grand Management Services, Inc.","503-829-7360","32",,,"24","8",,
"Clackamas","Fisher Ridge","129 Morton Rd","Oregon City","Cascade Management Inc.","503-655-3130","19",,"16","3",,,
"Clackamas","Forest Edge Apts","14155 Beavercreek Rd","Oregon City","Princeton Property Management","503-861-6031","120",,,"80","40",,
"Clackamas","Jackson Place","601 Jackson St","Oregon City","Housing Authority of Clackamas County","503-655-8267","7",,,"7",,,
"Clackamas","Kings Berry Heights","14290 Marjorie Ln","Oregon City","ILP Corp.","503-656-5258","260",,,"180","60","20",
"Clackamas","Meadowlark Apts","13630 Garden Meadow Dr","Oregon City","Cascade Management Inc.","503-518-1704","15",,,"14","1",,
"Clackamas","Oregon City Terrace","600 May St","Oregon City","Cascade Management Inc.","503-655-2747","48",,,"10","26","12",
"Clackamas","Oregon City View Manor","200 Longview Hwy","Oregon City","HA of Clackamas County","503-794-8089","100",,,"40","35","15","10"
"Clackamas","Our Apts","1308 Otter Ln","Oregon City","Cascade Management Inc.","503-518-1704","4",,,,"4",,
"Clackamas","Rosewood Terrace","235 Pearl St","Oregon City","Northwest Real Estate Capital Corp.","503-650-0971","38",,,"36","2",,
"Clackamas","Leland","18980 Leland Rd","Oregon City","Cascadia Behavioral Healthcare","503-232-6971","10",,,,"10",,
"Clackamas","Country Garden Apts","17170 Beers St","Sandy","Robert G. Montgomery","503-665-0502","10",,,"10",,,
"Clackamas","Cedar Park Gardens","39451 McCormick","Sandy","Cascade Management Inc.","503-668-6534","20",,,"19","1",,
"Clackamas","Holiday Gardens","39665 Evans St","Sandy","Viridian Management","503-668-4642","28",,,"24","4",,
"Clackamas","Firwood Village Apts","39501 Evans St","Sandy","Viridian Management","503-630-3935","24",,,"2","16","6",
"Clackamas","Hummingbird Apts","970 SE 33rd St","Sandy","Robert G. Montgomery","503-666-2844","6",,,"6",,,
"Clackamas","Sandy Vista","40747 SE Hwy 26","Sandy","Cascade Management Inc.","503-668-3003","54",,,"10","16","24","4"
"Clackamas","Autumn Park","10922 SW Wilsonville Rd","Wilsonville","Cascade Management Inc.","503-682-4044","144",,,"40","80","24",
"Clackamas","Carriage Estates","10305 SW Wilsonville Rd","Wilsonville","Cascade Management Inc.","503-200-4682",,,,,,,
"Clackamas","The Charleston","11609 SW Toulouse St","Wilsonville","Cascade Management Inc.","503-682-7178","52",,,"51","1",,
"Clackamas","Creekside","7825 SW Wilsonville Rd","Wilsonville","Income Property Management","503-855-4426","44",,,"44",,,
"Clackamas","Montebello Apts","29796 SW Montebello Dr","Wilsonville","Viridian Management","503-682-1919","50",,,"16","34",,
"Clackamas","Rain Garden","29197 SW Orleans Ave","Wilsonville","Cascade Management Inc.","503-682-8486","29",,"29",,,,
"Clackamas","Renaissance Court","11520 SW Zurich St","Wilsonville","Cascade Management Inc.","503-582-1111","21",,,"20","1",,
"Clackamas","Wiedeman Park Apts","299400 SW Brown Rd","Wilsonville","Cascade Management Inc.","503-582-9550","58",,,"34","24",,
"Clackamas","Wilsonville Heights","30125 SW Brown Rd","Wilsonville","Viridian Management","503-682-1919","24",,,"24",,,
"Clatsop","Astoria Gateway I","2775 Steam Whistle Wy","Astoria","Cascade Management Inc.","503-325-2882","41",,,"38","3",,
"Clatsop","Astoria Gateway II","2850 Marine Dr","Astoria","Cascade Management Inc.","503-325-4184","33",,,,,,
"Clatsop","Edgewater at Mill Pond","300 29th St","Astoria","Cascade Management Inc.","503-325-4155","30",,,"12","18",,
"Clatsop","Hilltop Apts","1100 Niagara Ave","Astoria","Clatsop Community Action","503-325-1400","22",,,,"14","8",
"Clatsop","Meriwether Village","101 Madison Ave","Astoria","Income Property Management","503-325-3072","32",,,"30","2",,
"Clatsop","Owens-Adair Building","1508 Exchange St","Astoria","NW Oregon Housing Authority","503-325-4785","46",,,"46",,,
"Clatsop","Elk Creek Terrace Apts","357 Elk Creek Rd","Cannon Beach","Evolve Property Management","503-436-9562","36",,,"4","24","8",
"Clatsop","Shorewood Apts","1121 S Spruce St","Cannon Beach","Cascade Management Inc.","503-436-9709","34",,,"8","18","8",
"Clatsop","Parkview Apts","421 NW Ridge Rd","Hammond","Princeton Property Management","503-861-6031","36",,,,"22","14",
"Clatsop","Creekside Village","1953 Spruce Dr","Seaside","CBM Property Management","503-738-6880","40",,,"6","28","6",
"Clatsop","Hudson's Pointe Apts","1021 S Downing","Seaside","Princeton Property Management","503-738-9482","31",,"2","28","1",,
"Clatsop","Hyak Apts","1861 S Edgewood St","Seaside","NW Oregon Housing Authority","503-861-0119","9",,,"9",,,
"Clatsop","Salmonberry Knoll","1250 S Wahanna Rd","Seaside","Cascade Management Inc.","503-717-1120","36",,,"4","24","8",
"Clatsop","Sandhill Apts","150 N Wahanna Rd","Seaside","Evolve Property Management","503-738-5475","32",,,"12","20",,
"Clatsop","Alder Court Apts","235 SW Alder St","Warrenton","NW Oregon Housing Authority","503-994-5035","40",,,"32","8",,
"Clatsop","Tilikum Apts","1521 Willow Rd","Warrenton","NW Oregon Housing Authority","503-861-0119","8",,,"8",,,
"Clatsop","Wapiti Apts","1621 Honeysuckle Lp","Warrenton","NW Oregon Housing Authority","503-861-0119","8",,,"8",,,
"Columbia","Solhavn Apts","500 SW Bel Air Dr","Clatskanie","Guardian Real Estate Services","503-728-3159","57",,,"24","33",,
"Columbia","Columbia Park Apts","47 W 7th St","Rainier","Cascade Management Inc.","503-556-1059","28",,,"18","10",,
"Columbia","310 Columbia Blvd","310 Columbia Blvd","St Helens","Community Action Team","503-397-3511","8",,,"8",,,
"Columbia","Columbia Hills Retirement Center","36050 Pittsburgh Rd","St Helens","Cascade Management Inc.","503-397-6131","33",,"20","13",,,
"Columbia","Cowlitz St Housing","1660 Cowlitz St","St Helens","Columbia Community MH","503-397-5211","6",,,,,,
"Columbia","Crest Apts","244 N 14th St","St Helens","Viridian Management","503-397-4938",,,,,,,
"Columbia","Forest Park Apts","2545 Columbia Blvd","St Helens","Evolve Property Management","503-397-4142","80",,"18","20","22","20",
"Columbia","Gable Park","2544 Gable Rd","St Helens","Evolve Property Management","503-397-3990","32",,,,"21","11",
"Columbia","Norcrest Apts","184 Bradley","St Helens","Viridian Management","503-397-4938","24",,"1","6","17",,
"Columbia","Northfolk Apts","544 N 10th","St Helens","Viridian Management","503-397-4938","24",,,"1","19","4",
"Columbia","Woodland Trail Apts","345 N 16th","St Helens","Viridian Management","503-397-4938","49",,,"12","31","6",
"Columbia","Sycamore View Apts","33445 Sycamore St","Scappoose","Cascade Management Inc.","503-543-4017","22",,,,"10","10","2"
"Columbia","Victorian/Olive Court Apts","33878 E Columbia Blvd","Scappoose","Evolve Property Management","503-987-1842","17",,,,,,
"Columbia","Blue Heron","600 California Ave","Vernonia","Evolve Property Management","503-429-6052","26",,,"4","11","11",
"Columbia","Corey Hill","1772 Bridge St","Vernonia","Community Action Team","503-366-6555","39",,,"39",,,
"Coos","Harvard Street Apts","1412 Harvard St","Bandon","Princeton Properties","503-794-9004","66",,,"18","40","8",
"Coos","Pacific Pines","859 Chicago Ave SE","Bandon","Cascade Management Inc.","541-347-7303","31",,,"27","4",,
"Coos","Pine Village","525 9th St SW","Bandon","Grand Management Services, Inc.","541-347-4221","30",,"10","20",,,
"Coos","Seacrest Apts","225 9th St SE","Bandon","Northwest Real Estate Capital Corp.","541-347-9553","20",,,"16","4",,
"Coos","Bay Apts","1123 Anderson Ave","Coos Bay","ColumbiaCare Services Inc.","541-858-8170","15",,,,,,
"Coos","Baybridge Apts","183 Norman Ave","Coos Bay","Cascade Management Inc.","541-888-3551","22",,,"21","1",,
"Coos","Coddington Place","1681 Newmark Ave","Coos Bay","Umpqua Community Property Management","541-673-4909","10",,,"4","6",,
"Coos","Lake Empire Apts","1660 Newmark Ave","Coos Bay","Northwest Real Estate Capital Corp.","541-888-8253","28",,,,"18","10",
"Coos","Lakeview Village","1725 Newmark Ave","Coos Bay","Bay Area First Step","541-888-3111","16",,"8",,"8",,
"Coos","Park West","1055 Anderson Ave","Coos Bay","Oregon Coast Community Action Agency","541-269-5706","22",,,"22",,,
"Coos","Tioga Room & Apts","275 N Broadway St","Coos Bay","Umpqua Bldg Co","541-269-1270","52",,"18","33","1",,
"Coos","Woodland Apts","245 S Schoneman Ave","Coos Bay","Coos Curry Housing Authority","541-888-8734","72",,,"16","32","16","8"
"Coos","Hillside Terrace","1201 Shelley Rd","Coquille","Umpqua Community Property Management","541-396-5922","20",,,"7","10","3",
"Coos","Fircrest Apts","1140 19th St","Myrtle Point","Grand Management Services, Inc.","541-572-3611","30",,,"10","16","4",
"Coos","Myrtlewood Apts","648 5th St","Myrtle Point","Umpqua Community Property Management","541-396-5922","20",,,"12","8",,
"Coos","Cedar Grove Apts","2090 Inland Dr","North Bend","Lovelace Properties","541-756-1822","42",,,"14","24","4",
"Coos","Hotel North Bend Apts","768 Virginia Ave","North Bend","Umpqua Community Property Management","541-756-1008","33",,"24","8","1",,
"Coos","Village View Apts","2181 Hamilton Dr","North Bend","ColumbiaCare Services Inc.","541-858-8170","18",,,"12","6",,
"Coos","Powers Housing","270 2nd Ave","Powers","Coos Curry Housing Authority","541-439-2446","26",,,"24","2",,
"Crook","Desert Gardens","705 NW 10th St","Prineville","Grand Management Services, Inc.","541-269-5561","36",,,"36",,,
"Crook","Grasshopper Village","850 NW 10th St","Prineville","Cascade Management Inc.","541-382-9046","22",,,,"11","11",
"Crook","Iron Horse Lodge","435 NE Wayfinder Dr","Prineville","Cascade Management Inc.","541-447-1590","26",,,,,,
"Crook","Ochoco Manor","601 NW Deer St","Prineville","Northwest Real Estate Capital Corp.","541-447-5811","28",,"12","16",,,
"Crook","Ochoco School Apts","440 NW Madras Hwy","Prineville","Housing Works","541-923-1018","29",,,,,,
"Crook","Prairie House","115 NW Deer St","Prineville","Housing Works","541-923-1018","7",,,"7",,,
"Crook","Ridgeview Commons","449 NE Ridgeview Ct","Prineville","Princeton Property Management","541-416-1515","40",,,"6","16","16","2"
"Crook","Riverside Apts","611 S Main St","Prineville","Epic Property Management","541-416-2117","40",,,"40",,,
"Curry","Azalea Reach Apts","650 Old Country Rd","Brookings","Cascade Management Inc.","541-412-1448","40",,,"8","12","12","8"
"Curry","Heron Ridge","521 Fir St","Brookings","Cascade Management Inc.","541-412-8200","36",,,"8","12","16",
"Curry","Hillside Apts","420 Hillside Ave","Brookings","Good Samaritan Society","541-469-3111","13",,,"13",,,
"Curry","Jerstad Manor","96 Park Ave","Brookings","Brookings Good Samaritan Housing, Inc.","605-362-3327","24",,,"24",,,
"Curry","Maple Leaf Apts","410 Maple St","Brookings","ColumbiaCare Services Inc.","541-858-8170","5",,,"3","2",,
"Curry","Ocean Winds","6577 Lucky Ln","Brookings","Lovelace Properties","541-412-1002","40",,,"12","18","10",
"Curry","Pacific View Gardens","1223 Moore St","Brookings","Grand Management Services, Inc.","541-269-5561","36",,,"32","4",,
"Curry","Pelican's Perch","1216 Moore St","Brookings","Lovelace Properties","541-412-8478","24",,,"22","2",,
"Curry","Gold Beach Apts","29800 Mary St","Gold Beach","Grand Management Services, Inc.","541-269-5561","34",,,"12","22",,
"Curry","Gold Beach Bungalows","29413 Russell St","Gold Beach","ColumbiaCare Services Inc.","541-858-8170","2",,"2",,,,
"Curry","Gold Beach Duplex","29721 Hillcrest St","Gold Beach","Umpqua Community Property Management","541-378-4233","2",,,,,,
"Curry","Gold Beach Senior Apts","29801 Hillcrest St","Gold Beach","Grand Management Services, Inc.","541-269-5561","9",,,"8","1",,
"Curry","Hillcrest Apts","29841 Hillcrest St","Gold Beach","ColumbiaCare Services Inc.","541-858-8170","2",,,"1","1",,
"Curry","Shoreview Gardens","94286 11th St","Gold Beach","Grand Management Services, Inc.","541-269-5561","34",,,"32","2",,
"Curry","Cedar Point Cottages","504 Cedar Point Pl","Port Orford","Umpqua Community Property Management","541-673-4909","10",,,,"10",,
"Curry","Gold Coast Apts","513 Madrona Ave","Port Orford","Umpqua Community Property Management","541-673-4909","8",,,"8",,,
"Curry","Lakeside Gardens","1534 Arizona St","Port Orford","Grand Management Services, Inc.","541-269-5561","12",,,,"10","2",
"Curry","Port Orford Apts","1250 Arizona St","Port Orford","Grand Management Services, Inc.","541-269-5561","14",,,"4","10",,
"Deschutes","Ariel Glen Apts","1700 SE Tempest Dr","Bend","Epic Property Management","541-383-2556","70",,,,"35","35",
"Deschutes","Ariel South Apts","1707 SE Tempest Dr","Bend","Epic Property Management","541-383-2556","97",,,,"97",,
"Deschutes","Cedarwest Apts","825 Watt Way","Bend","Avenue 5 Residential","541-716-6468","121",,,"81","40",,
"Deschutes","Crest Butte Apts","1695 NE Purcell Blvd","Bend","Viridian Management","541-389-9107","52",,,"16","36",,
"Deschutes","Daggett Townhouses","2027 Daggett Lane","Bend","Epic Property Management","541-312-0046","24",,,,"10","14",
"Deschutes","Discovery Park Lodge","2868 NW Crossing Dr","Bend","Cascade Management Inc.","541-312-9940","53",,,"42","11",,
"Deschutes","Eastlake Village","675 NE Bellevue Dr","Bend","Housing Works","541-383-0555","56",,,,"28","28",
"Deschutes","Emma's Place","335 NE Quimby Ave","Bend","Housing Works","541-923-1018","11",,,"11",,,
"Deschutes","Fifth Street Commons","465 NE Olney Ave","Bend","Cascade Management Inc.","541-312-9940","15",,,,"12","3",
"Deschutes","Greenwood Manor","2248 NE 4th St","Bend","Guardian Real Estate Services","541-389-2712","40",,"20","16","4",,
"Deschutes","Healy Heights","1900 NE Bear Creek Rd","Bend","Princeton Property Management","541-383-1874","70",,,"4","32","30","4"
"Deschutes","Moonlight Townhouses","2182 Moonlight Dr","Bend","Epic Property Management","541-312-0046","29",,,,"16","13",
"Deschutes","Mountain Laurel Lodge","990 SW Yates Dr","Bend","Cascade Management Inc.","541-389-7800","54",,,"42","12",,
"Deschutes","Pilot Butte Village","1975 NE Sams Lp","Bend","Cascadia Property Management","541-815-5333","40",,,,,,
"Deschutes","Putnam Lofts","750 NW Lava Rd","Bend","Epic Property Management","541-312-0046","10",,,"9","1",,
"Deschutes","Putnam Pointe","750 NW Lava Rd","Bend","Epic Property Management","541-312-0046","33",,,"27","6",,
"Deschutes","Quimby Street Apts","455 NE Quimby St","Bend","Cascade Management Inc.","541-382-9046","52",,,"52",,,
"Deschutes","Summit Park","2017 NE Full Moon Dr","Bend","Epic Property Management","541-382-2705","88",,,"28","44","16",
"Deschutes","Vintage at Bend","611 NE Bellevue Dr","Bend","FPI Management","541-617-3985","106",,,"47","59",,
"Deschutes","Hawks View Estates","51570 Little Deschutes Ln","La Pine","Housing Works","541-923-1018","42",,,,,,
"Deschutes","Little Deschutes Lodge","51725 Little Deschutes Ln","La Pine","Cascade Management Inc.","541-536-5400","52",,,"44","8",,
"Deschutes","Aspen Villas","933 NW Canal Blvd","Redmond","Epic Property Management","541-548-6326","40",,,,"24","16",
"Deschutes","Barbara's Place","1881 SW Timber Ave","Redmond","Housing Works","541-923-1018","6",,,"6",,,
"Deschutes","The Bluffs","340 SW Rimrock Wy","Redmond","Cascade Management Inc.","541-548-8735","96",,"18","43","27","8",
"Deschutes","Brentwood Manor","1121 SW Kalama Ave","Redmond","Taylor Real Estate","503-581-1813","8",,,,,,
"Deschutes","Cook Crossing","SW Veterans Way","Redmond","Epic Property Management","541-548-6326","48",,,,,,
"Deschutes","Fairhaven Vista","933 SW Canal Blvd","Redmond","Epic Property Management","541-548-6326","19",,,,"11","8",
"Deschutes","Green Pastures Senior Coop","2633 SW Obsidian Ave","Redmond","Commonwealth Management","503-718-0634","51",,,"51",,,
"Deschutes","High Desert Commons","2195 SW Canal Blvd","Redmond","Lovelace Properties","541-504-7786","28",,,,"17","11",
"Deschutes","Quartz Ave Apts","1620 SW Quartz Ave","Redmond","Epic Property Management","541-788-3742","5",,,"4","1",,
"Deschutes","Redmond Triangle Apts","787 NW Canal Blvd","Redmond","Viridian Management","541-923-2142","24",,,"20","4",,
"Deschutes","Reindeer Meadows","1601 SW Reindeer Ave","Redmond","Epic Property Management","541-548-2660","50",,,"40","10",,
"Deschutes","Ridgemont Apts","2210 SW 19th St","Redmond","Viridian Management","541-548-7282","46",,,"18","28",,
"Deschutes","Stafford Square II","724 NW 4th St","Redmond","Cascade Management Inc.","541-382-9046","12",,,,"8","4",
"Deschutes","Stoneybrook","933 NW Canal Blvd","Redmond","Housing Works","541-548-6326","40",,,,"20","20",
"Deschutes","Wintergreen Apts","2050 SW Timber Ave","Redmond","Viridian Management","541-548-7816","24",,,"8","13","3",
"Deschutes","Pondersa Heights","N Brooks Camp Rd","Sisters","Housing Works","541-548-6326","48",,,,,,
"Deschutes","Tamarack Village","555 N Larch St","Sisters","Epic Property Management","541-549-0143","33",,,,"16","17",
"Douglas","Boyd Street","321 Boyd St","Canyonville","United Community Action Network (UCAN)","541-492-3510","1",,,,,"1",
"Douglas","Holiday Gardens","745 S Main St","Canyonville","Holiday Property Management","541-839-6397","28",,,"28",,,
"Douglas","Stagecoach Apts","601 Stagecoach Rd","Canyonville","Umpqua Community Property Management","541-839-4682","40",,,"6","18","16",
"Douglas","Cedar Hill Project","835 S Cedar","Drain","United Community Action Network (UCAN)","541-492-3510","2",,,"2",,,
"Douglas","Gateway Village Apts","203 Date St","Drain","Housing Authority of Douglas County","541-836-2928","14",,,"4","8","2",
"Douglas","Hillside Village","156 Montgomery Ave","Glendale","Cascade Management Inc.","541-832-2635","24",,,"1","21","2",
"Douglas","Mill Creek Apts","182 Molly St","Glendale","Cascade Management Inc.","541-832-2444","17",,,"1","16",,
"Douglas","Clearwater Manor","730 NE Johnson St","Myrtle Creek","Cambridge Real Estate Services","541.863.3637","24",,,,"22","2",
"Douglas","Meadowlark Court","721 SE Meadowlark Ave","Myrtle Creek","Viridian Management","541-863-4972","42",,,"12","30",,
"Douglas","Myrtle Terrace","1135 Simpson St","Myrtle Creek","Umpqua Community Property Management","541-863-0457","20",,,,"12","8",
"Douglas","Forest Hills Manor","2655 Frontage Rd","Reedsport","Northwest Real Estate Capital Corp.","541-271-4441","20",,,"6","11","3",
"Douglas","Forest Village Apts","2799 Frontage Rd","Reedsport","Housing Authority of Douglas County","541-271-1385","24",,,,"18","6",
"Douglas","Rainbow Villa","765 Juniper Ave","Reedsport","Housing Authority of Douglas County","541-673-6548","14",,,,"8","6",
"Douglas","Ridgeway Village","3117 Ridgeway Dr","Reedsport","Northwest Real Estate Capital Corp.","541-271-4441","8",,,"8",,,
"Douglas","Riverside Manor","1575 Hawthorne Ave","Reedsport","Northwest Real Estate Capital Corp.","541-271-4441","24",,,"24",,,
"Douglas","Woodland Apts","2401 Longwood Dr","Reedsport","Simpson Property Group","541-271-2361","36",,,"16","20",,
"Douglas","Glenhaven Apts","758 N 4th Ave","Riddle","Housing Authority of Douglas County","541-874-2461","24",,,"8","16",,
"Douglas","Ann Ave House","1655 W Ann Ave","Roseburg","Umpqua Community Property Management","541-673-4909","10",,,,,,"10"
"Douglas","Brookside Court","1623 NE Vine St","Roseburg","Umpqua Community Property Management","541-673-4340","50",,"24","25","1",,
"Douglas","Camas Ridge Apts","2975 W Toby Ct","Roseburg","United Community Action Network (UCAN)","541-492-3510","10",,,"10",,,
"Douglas","Chawick Apts","543 Chadwick","Roseburg","Umpqua Community Property Management","541-378-4233","8",,,"6","2",,
"Douglas","Crestview Terrace","1010 NE Crescent St","Roseburg","United Community Action Network (UCAN)","541-492-3510","11",,"11",,,,
"Douglas","Eagle Landing","990 NW Veterans Wy","Roseburg","Umpqua Community Property Management","541-673-4909","54",,,"54",,,
"Douglas","Esperanza Circle","2901 NE Dorwin Ave","Roseburg","United Community Action Network (UCAN)","541-492-3510","6",,"6",,,,
"Douglas","Grand Hotel Apts","730 SE Cass Ave","Roseburg","Umpqua Community Property Management","541-229-0980","37",,"28","8","1",,
"Douglas","Grandview Homes","1010 NE Crescent St","Roseburg","United Community Action Network (UCAN)","541-956-4050","24",,,,"12","8","4"
"Douglas","Historic Schaeffer House","928 SE Pine St","Roseburg","United Community Action Network (UCAN)","541-492-3510","2",,,,,"2",
"Douglas","Kohlhagen","911 Lane Ave","Roseburg","Umpqua Community Property Management","541-378-4233","53",,"42","11",,,
"Douglas","Neu Place","524 W Homewood Ln","Roseburg","Umpqua Community Property Management","541-673-4909","12",,,,"10","2",
