"agency","meeting_title","short_description","start_date_time","end_date_time","meeting_location","city","state","details","public_comment_accepted","contact_name","phone_number","contact_email","web_link","map_link","calendar_link","ada_contact","ada_contact_phone","ada_contact_email","webinar","call_in_phone_number","call_in_access_code","agenda"
"Raspberry and Blackberry Commission, Oregon","Promotion Committee","ORBC Meeting","2016-02-04T09:00:00.000","2016-02-04T10:00:00.000","Conference Call"," Corvallis","OR","Promotion Committee Conference Call 
Date:Thursday, February 04, 2016
Time: 9-10am
Dial-in Number:1-605-475-6333 
Participant Access Code: 986888
",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Regular & Committee Meetings","ORBC Meeting","2013-10-31T09:00:00.000",,"Langdon Farms Golf Club"," Aurora","OR","9.00 Promotion Committee
9.30 Legislative/Labor/Education Committee
9.50 Communications and Product Safety Committee
10.10 Research Committee
10.30	Budget Committee
11.00 Regular Meeting",,"philipgutt",,"philip@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Regular Commission Meeting","ORBC Meeting","2013-01-24T09:00:00.000",,"Langdon Farms Golf Club"," Aurora","OR",,,"philipgutt",,"philip@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Planning Meeting - Promotion","ORBC Meeting","2015-09-09T10:00:00.000","2015-09-09T16:00:00.000","17835 Tickle Creek Rd. Boring, OR 97009","Boring","OR","Schedeen Farms
17835 Tickle Creek Rd. Boring, OR 97009",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Promotion Committee Meeting","ORBC Meeting","2015-03-10T14:00:00.000","2015-03-10T14:00:00.000","Columbia Empire Farms 31461 NE Bell Road, Sherwood, OR 97140"," Sherwood","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Annual Mtg","ORBC Meeting","2017-12-13T09:00:00.000","2017-12-13T14:00:00.000","Wellspring Conference Center - 1475 Mt. Hood Ave, Woodburn, OR"," Woodburn","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Annual Growers Mtg","ORBC Meeting","2018-12-12T08:30:00.000","2018-12-12T14:00:00.000","Wellspring Conference Center - 1475 Mt. Hood Ave, Woodburn, OR"," Woodburn","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Budget Hearing & Regular Meeting","ORBC Meeting","2016-04-28T10:00:00.000","2016-04-28T14:00:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd."," Tualatin","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","Promotion Committee","ORBC Meeting","2016-10-26T10:00:00.000","2016-10-26T12:00:00.000","282 NW Macleay Blvd. Portland OR 97210"," Portland","OR","Please RSVP",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Regular Mtg and Committee Mtg","ORBC Meeting","2017-10-25T12:00:00.000","2017-10-25T15:00:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR "," Tualatin","OR","Regular Mtg noon
Research Committee Mtg 2:30 pm",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Meeting & Committees","ORBC Meeting","2017-04-04T11:00:00.000","2017-04-04T15:00:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR"," Tualatin","OR","10:15 Budget
11:00 Regular meeting",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Regular Mtg, and Committee Mtg","ORBC Meeting","2019-02-20T10:30:00.000","2019-02-20T14:30:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR"," Tualatin","OR","Budget 9:30 am",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Promotion Mtg","ORBC Meeting","2018-10-18T10:00:00.000","2018-10-18T13:00:00.000","Elephants Deli - 5221 SW Corbett Ave, Portland, OR 97239"," Portland","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Committee Meeting","ORBC Meeting","2017-01-25T11:00:00.000","2017-01-25T13:00:00.000","Elmer's Restaurant Hillsboro"," Hillsboro","OR","Research Committee
Elmer's Restaurant - 390 SW Adams Ave, Hillsboro, OR 97123",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Meeting & Committees","ORBC Meeting","2017-02-13T11:00:00.000","2017-02-13T15:00:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR"," Tualatin","OR","Committee Meetings
Legislative 10:00 am
Budget 10:20 am",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC committee mtg","ORBC Meeting","2017-10-12T11:00:00.000","2017-10-12T12:30:00.000","Langdon Farms Golf Club/Grill Restaurant, 24377 NE Airport Road, Aurora, OR"," Aurora","OR","National Blackberry R & P Feasibility Committee Meeting",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","National Blackberry R & P Feasibility Committee","ORBC Meeting","2016-11-16T10:00:00.000","2016-11-16T12:00:00.000","Elephants on Corbett - 5221 SW Corbett Ave, Portland, OR 97239"," Portland","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Promotion Mtg","ORBC Meeting","2018-11-14T10:00:00.000","2018-11-14T12:00:00.000","282 NW Macleay Blvd. Portland, Oregon 97210"," Portland","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Meeting & Committees","ORBC Meeting","2016-11-02T10:00:00.000","2016-11-02T02:00:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR"," Tualatin","OR","9:15 am Legislative/Labor/Education Committee
9:30 am Research",,"Philip Gutt ",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Regular Mtg and Committee Mtg","ORBC Meeting","2018-04-04T15:30:00.000","2018-04-04T18:30:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR"," Tualatin","OR","Research 2:00 pm
Budget 2:45 pm
Regular 3:30 pm",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Meeting","ORBC Meeting","2017-01-18T10:00:00.000","2017-01-18T15:00:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR"," Tualatin","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Regular Meeting","ORBC Meeting","2016-09-15T10:00:00.000","2016-09-15T14:00:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd."," Tualatin","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Committees & Regular Meeting","ORBC Meeting","2016-03-24T12:00:00.000","2016-03-24T16:00:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd."," Tualatin","OR","9.30 Promotion
10.30 Legislative/Labor/Education Committee
10.45 Communications and Product Safety Committee
11.00 Research Committee
11.30 Budget Committee
12.00 Regular Meeting
",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC conference call","ORBC Meeting","2017-06-22T15:00:00.000","2017-06-22T15:30:00.000","Conference Call"," Corvallis","OR","Please contact our office for dialing instructions
541-758-4043",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Committee Mtg","ORBC Meeting","2019-01-29T10:00:00.000","2019-01-29T11:30:00.000","Willamette Valley Fruit Co - 2994 82nd Ave NE  Salem, OR"," Salem","OR","Research Committee",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Budget Hearing and Regular Meeting","ORBC Meeting","2017-05-08T18:00:00.000","2017-05-08T21:00:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR"," Tualatin","OR","Budget Committee at 5:30 pm",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Committee Mtg","ORBC Meeting","2017-11-30T10:00:00.000","2017-11-30T12:00:00.000","282 NW Macleay Blvd. Portland, Oregon 97210"," Portland","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Promotion Committee Mtg","ORBC Meeting","2018-02-08T10:00:00.000","2018-02-08T12:30:00.000","282 NW Macleay Blvd. Portland, Oregon 97210"," Portland","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Conference Call - Emergency Meeting","ORBC Meeting","2017-02-16T15:00:00.000","2017-02-16T16:00:00.000","Conference Call"," Corvallis","OR","The meeting is regarding the Willamette Week article on February  14, 2017 that references a bill to make Marionberry pie the state pie. The commission will discuss developing a response to this communication.

Please contact the commission office for the dial-in information.",,"Philip Gutt","541-758-4043","berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Regular Mtg","ORBC Meeting","2018-01-18T12:00:00.000","2018-01-18T15:00:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR"," Tualatin","OR","Budget 11:30 am",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Regular Mtg,","ORBC Meeting","2018-09-12T15:30:00.000","2018-09-12T19:30:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR"," Tualatin","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Regular Meeting","ORBC Meeting","2017-09-20T18:00:00.000","2017-09-20T21:00:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR"," Tualatin","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Promotion Committee Meeting","ORBC Meeting","2017-03-15T10:00:00.000","2017-03-15T12:00:00.000","Elephants on Corbett - 5221 SW Corbett Ave, Portland, OR 97239"," Portland","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Committee Meeting","ORBC Meeting","2016-12-13T10:00:00.000","2016-12-13T12:00:00.000","282 NW Macleay Blvd. Portland OR 97210"," Portland","OR","Please RSVP",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Regular Mtg, Budget Hearing","ORBC Meeting","2018-05-09T15:30:00.000","2018-05-09T18:00:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR"," Tualatin","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Regular Mtg and Committee Mtg","ORBC Meeting","2018-02-16T12:00:00.000","2018-02-16T15:00:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR"," Tualatin","OR","Research 10:30 am - 11:15 am
Budget 11:15 am - 12:00 pm
Regular 12:00 pm - 3:00 pm
",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Committee Meeting","ORBC Meeting","2019-10-15T10:00:00.000","2019-10-10T12:00:00.000","282 NW Macleay Blvd. Portland, Oregon 97210"," Portland","OR",,,"Philip Gutt",,"pnwa@comcast.net",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Regular Mtg, and Budget Hearing","ORBC Meeting","2019-05-14T09:30:00.000","2019-05-14T12:30:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR"," Tualatin","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Regular Mtg","ORBC Meeting","2019-09-25T10:30:00.000","2019-09-25T14:30:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR"," Tualatin","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Promotion Mtg","ORBC Meeting","2019-04-23T10:00:00.000","2019-04-23T12:00:00.000","282 NW Macleay Blvd. Portland, Oregon 97210"," Portland","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Annual Meeting","ORBC Meeting","2019-12-10T08:30:00.000","2019-12-10T14:00:00.000","Wellspring Conference Center - 1475 Mt. Hood Ave"," Woodburn","OR",,,"Philip Gutt",,"pnwa@comcast.net",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Regular Mtg, and Committee Mtg","ORBC Meeting","2019-04-03T10:30:00.000","2019-04-03T14:30:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR"," Tualatin","OR","Research 9.30
Budget 10.00
Regular 10.30",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Regular Mtg, and Committee Mtg","ORBC Meeting","2018-10-30T11:00:00.000","2018-10-30T15:00:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR"," Tualatin","OR","Research Committee 10:30 am
Regular Meeting 11:00 am",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Regular Meeting & Committees","ORBC Meeting","2019-10-29T11:00:00.000","2019-10-29T15:00:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR"," Tualatin","OR","10:00 Research Committee
10:30 Change Of Administrator Committee
11:00 Regular Meeting",,"Philip Gutt",,"pnwa@comcast.net",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","Promotion Committee","ORBC Meeting","2016-01-13T10:00:00.000","2016-01-13T14:00:00.000","Oregon Wheat Commission 1200 NW Naito Pkwy # 520, Portland, OR","Portland","OR",,,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Budget Committee Meeting","ORBC Meeting","2012-01-24T09:00:00.000","2012-01-24T10:00:00.000","Langdon Farms Golf Club"," Aurora","OR",,,"Philip GÌ_tt",,"philip@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Committee Meeting","ORBC Meeting","2019-09-17T15:00:00.000","2019-09-17T16:00:00.000","Conference Call"," Corvallis","OR","Change of Administrator Committee Meeting
Location: Conference Call*
Date: September 17
Time:  3:00 pm
*please contact our office for dial-in instructions
",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Regular Meeting & Committees","ORBC Meeting","2019-11-13T10:30:00.000","2019-11-13T14:00:00.000","McMenamins Old Church & Pub, 30340 S.W. Boones Ferry Rd., Wilsonville"," Wilsonville","OR","10:00 Promotion Committee
10:30 Regular Meeting",,"Philip Gutt",,"berries@oregon-berries.com",,,,,,,,,,
"Raspberry and Blackberry Commission, Oregon","ORBC Committee Meeting","ORBC Meeting","2020-03-18T10:00:00.000","2020-03-18T12:00:00.000","Conference Call"," Corvallis","OR","Please contact the commission office for dialing instructions.","","Philip Gutt","","berries@oregon-berries.com",,"","","","","",,"","",""
"Raspberry and Blackberry Commission, Oregon","ORBC Committee Meeting","ORBC Meeting","2020-04-03T14:00:00.000","2020-04-03T16:00:00.000","Zoom conference call"," Corvallis","OR","Topic: ORBC Change of Admin Committee Meeting
Contact Administrative Office for call in details
","","Philip Gutt","","eatoregonberries@gmail.com",,"","","","","",,"","",""
"Raspberry and Blackberry Commission, Oregon","ORBC Regular Meeting, Budget Hearing & Committee","ORBC Meeting","2020-04-29T10:30:00.000","2020-04-29T15:00:00.000","Zoom conference call"," Corvallis","OR","10:00 am Budget Committee
10:30 am Regular Meeting

Contact the Administrative Office for dialing instructions","","Philip Gutt","","eatoregonberries@gmail.com",,"","","","","",,"","",""
"Raspberry and Blackberry Commission, Oregon","ORBC Committee Meeting","ORBC Meeting","2020-04-09T10:00:00.000","2020-04-09T12:00:00.000","Zoom conference call"," Corvallis","OR","Promotion Committee Conference Call
Please contact the ORBC office for dialing instructions","","Philip Gutt","","eatoregonberries@gmail.com",,"","","","","",,"","",""
"Raspberry and Blackberry Commission, Oregon","ORBC Regular Meeting & Committee","ORBC Meeting","2020-02-18T10:30:00.000","2020-02-18T15:00:00.000","Hayden’s Lakefront Grill 8187 SW Tualatin-Sherwood Rd, Tualatin, OR"," Tualatin","OR","9:15 am Research Committee
9:45 am Budget Committee","","Philip Gutt","","berries@oregon-berries.com",," ()"," ()","","","",,"",""," ()"
