"Agency, Board, Commission, Branch",Meeting Title,Short Description,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,2010 House Districts,2010 Senate Districts,Counties
Transportation Department,Region 1 Area Commission on Transportation,"The Region 1 Area Commission on Transportation, also known as R1ACT, is an advisory body established to provide a forum for stakeholders to collaborate on transportation issues affecting Oregon Department of Transportation Region 1.",04/04/2022 07:30:00 PM,Zoom,Portland,OR,"The Region 1 Area Commission on Transportation (ACT) will hold a virtual meeting from 5:30 to 7:30 p.m. on Monday, April 4, 2022.
At 5:15 p.m., we will test video and audio connections.
At 5:30 p.m., the meeting will begin.
Agenda topics include:
•	Legislative Short-Session Update.
•	Hood River Bridge Update. 
•	OTC Allocation of Federal Infrastructure Funds. ",Yes,Chris Ford,,Chris.Ford@odot.oregon.gov,,,,,503-731-8423,Roxane.GLYNN@odot.state.or.us,true,https://us02web.zoom.us/j/86270305445,253 215 8782  ,862 7030 5445,https://www.oregon.gov/odot/Get-Involved/ACT/04042022-R1ACT-agenda.pdf,,,,
Transportation Department,Safe Routes to School Advisory Committee (SRAC),,10/20/2020 03:00:00 PM,"Chemeketa Center for Business and Industry, 626 high St NE",Salem,OR,"The Safe Routes to School Advisory Committee (SRAC) consists of
approximately 15 volunteers who have been appointed by the ODOT
Director. The committee meets at least quarterly and is charged with
recommending projects for funding in ODOT’s Safe Routes to School
Infrastructure and Non-Infrastructure Grant Programs to the Oregon
Transportation Commission and ODOT.",Yes,LeeAnne Fergason,503-986-5805,Leeanne.Fergason@odot.state.or.us,,https://goo.gl/maps/M8aFjE2rB2oJXD9v6,,LeeAnne Fergason,503-986-5805,Leeanne.Fergason@odot.state.or.us,true,,,,,,,,
Transportation Department,Oregon Transportation Safety Committee Meeting,"ORS 802.300: (1) The Transportation Safety Committee is created within the Department of Transportation to advise the department and the Oregon Transportation Commission concerning the functions described under ORS 802.310 and to perform any other functions related to transportation safety that the commission delegates. The committee established under this section shall consist of five members appointed by the Governor on the recommendation of the commission. The term of office of each member is four years. Before the expiration of the term of a member, the Governor shall appoint a successor. A member is eligible for reappointment. In case of a vacancy for any cause, the Governor shall appoint a person to fill the office for the unexpired term.",09/09/2020 12:00:00 AM,Virtual Meeting Only., Salem,OR,"Monthly Meeting. The meeting will include general approval of the previous meeting minutes and consent calendar, member reports, a COVID-19 update, the 2021 Highway Safety Plan, a presentation on photo red light camera programs, introduction of Cooper Brown (Assistant Director of Delivery and Operations), transportation safety program updates, and approval for the proclamation/declaration of October Distracted Driving Awareness Month.",,Alycen Ozawa,503-986-3883,alycen.ozawa@odot.state.or.us,,,,,,,true,,503-934-3605,719564,,,,,
Transportation Department,Oregon Transportation Safety Committee Meeting,"ORS 802.300: (1) The Transportation Safety Committee is created within the Department of Transportation to advise the department and the Oregon Transportation Commission concerning the functions described under ORS 802.310 and to perform any other functions related to transportation safety that the commission delegates. The committee established under this section shall consist of five members appointed by the Governor on the recommendation of the commission. The term of office of each member is four years. Before the expiration of the term of a member, the Governor shall appoint a successor. A member is eligible for reappointment. In case of a vacancy for any cause, the Governor shall appoint a person to fill the office for the unexpired term.",07/08/2020 12:15:00 PM,Virtual Meeting Only., Salem,OR,"Monthly Meeting. Agenda items include reports from the members, the Transportation Safety Division Administrator and program managers. Additional items for discussion include a COVID-19 update, 2021 Transportation Safety Action Plan update, program updates, and a Team Oregon recommendation.",,Alycen Ozawa,503-986-3883,alycen.ozawa@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,CANCELLED: Oregon Transportation Commission,,06/18/2020 04:00:00 PM,TBD, Astoria,OR,,Yes,Michelle Bryant,503-986-3450,OTCAdmin@odot.state.or.us,,,,,503-986-3450 or 711,OTCAdmin@odot.state.or.us,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx,,,,
Transportation Department,Oregon Transportation Commission ,,05/27/2020 12:30:00 PM,355 Capitol Street Ne, Salem,OR,,,Michelle Bowlin,503-986-3284,OTCAdmin@odot.state.or.us,,,,,,,true,,,,https://www.oregon.gov/odot/Get-Involved/Pages/May27.aspx,,,,
Transportation Department,Oregon Transportation Commission,,05/14/2020 04:00:00 PM,TBD, Salem,OR,This may be a phone meeting; more information will be available on the website: https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx,Yes,Michelle Bryant,503-986-3450,OTCAdmin@odot.state.or.us,,,,,503-986-3450 or 711,OTCAdmin@odot.state.or.us,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx,,,,
Transportation Department,Oregon Transportation Safety Committee Meeting,"ORS 802.300: (1) The Transportation Safety Committee is created within the Department of Transportation to advise the department and the Oregon Transportation Commission concerning the functions described under ORS 802.310 and to perform any other functions related to transportation safety that the commission delegates. The committee established under this section shall consist of five members appointed by the Governor on the recommendation of the commission. The term of office of each member is four years. Before the expiration of the term of a member, the Governor shall appoint a successor. A member is eligible for reappointment. In case of a vacancy for any cause, the Governor shall appoint a person to fill the office for the unexpired term.",05/13/2020 12:30:00 PM,Virtual Meeting Only.,Salem,OR,Monthly Meeting. Agenda items include reports from the members and the Transportation Safety Division Administrator. Additional items for discussion include the 2021 Highway Safety Performance Plan and updates on implementation of action items from the Transportation Safety Action Plan.,,Alycen Ozawa,503-986-3883,alycen.ozawa@odot.state.or.us,,,,,,,,,503-934-3605,719564,,,,,
Transportation Department,Oregon Transportation Commission,,04/16/2020 04:00:00 PM,"Transportation Building, 355 Capitol St. NE", Salem,OR,,Yes,Michelle Bryant,503-986-3450,OTCAdmin@odot.state.or.us,,,,,503-986-3450 or 711,OTCAdmin@odot.state.or.us,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx,,,,
Transportation Department,Oregon Transportation Safety Committee Meeting,"ORS 802.300: (1) The Transportation Safety Committee is created within the Department of Transportation to advise the department and the Oregon Transportation Commission concerning the functions described under ORS 802.310 and to perform any other functions related to transportation safety that the commission delegates. The committee established under this section shall consist of five members appointed by the Governor on the recommendation of the commission. The term of office of each member is four years. Before the expiration of the term of a member, the Governor shall appoint a successor. A member is eligible for reappointment. In case of a vacancy for any cause, the Governor shall appoint a person to fill the office for the unexpired term.",04/08/2020 11:15:00 AM,Vitrual meeting only., Salem,OR,"Monthly Meeting. Agenda items include reports from the members and the Transportation Safety Division Administrator. Additional items for discussion include the 2021 Highway Safety Performance Plan, May Proclamations, and DEAC reappointments and appointment.
",,Alycen Ozawa,503-986-3883,alycen.ozawa@odot.state.or.us,,,,,,,true,,503-934-3605,719564,,,,,
Transportation Department,CANCELLED: Oregon Transportation Commission,,03/20/2020 04:00:00 PM,TBD, Corvallis,OR,Two-days: workshop with regular meeting business.,Yes,Michelle Bryant,503-986-3450,OTCAdmin@odot.state.or.us,,,,,503-986-3459 or 711,OTCAdmin@odot.state.or.us,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx,,,,
Transportation Department,CANCELLED: Oregon Transportation Safety Committee Meeting,"ORS 802.300: (1) The Transportation Safety Committee is created within the Department of Transportation to advise the department and the Oregon Transportation Commission concerning the functions described under ORS 802.310 and to perform any other functions related to transportation safety that the commission delegates. The committee established under this section shall consist of five members appointed by the Governor on the recommendation of the commission. The term of office of each member is four years. Before the expiration of the term of a member, the Governor shall appoint a successor. A member is eligible for reappointment. In case of a vacancy for any cause, the Governor shall appoint a person to fill the office for the unexpired term.",03/18/2020 02:30:00 PM,4190 Aumsville Hwy SE - Atiyeh Boardroom, Salem,OR,"Monthly Meeting. Agenda items include reports from the members, the Transportation Safety Division Administrator and several liaisons. Additional items for discussion include the Legislative Session, Proclamation requests, and review of program funding allocations.",,Alycen Ozawa,503-986-3883,alycen.ozawa@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Safe Routes to School Advisory Committee (SRAC),,03/17/2020 03:00:00 PM,"Chemeketa Center for Business and Industry, 626 high St NE",Salem,OR,"The Safe Routes to School Advisory Committee (SRAC) consists of
approximately 15 volunteers who have been appointed by the ODOT
Director. The committee meets at least quarterly and is charged with
recommending projects for funding in ODOT’s Safe Routes to School
Infrastructure and Non-Infrastructure Grant Programs to the Oregon
Transportation Commission and ODOT.",Yes,LeeAnne Fergason,503-986-5805,Leeanne.Fergason@odot.state.or.us,,https://goo.gl/maps/M8aFjE2rB2oJXD9v6,,LeeAnne Fergason,503-986-5805,Leeanne.Fergason@odot.state.or.us,true,,,,,,,,
Transportation Department,CANCELLED: Oregon Transportation Commission,,02/20/2020 04:00:00 PM,"Transportation Building, 355 Capitol St NE", Salem,OR,This meeting was canceled; https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx,Yes,Michelle Bryant,503-986-3450,OTCAdmin@odot.state.or.us,,,,,503-986-3450 or 711,OTCAdmin@odot.state.or.us,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx,,,,
Transportation Department,Speed Zone Review Panel Hearing,,02/19/2020 04:00:00 PM,"Gail L. Achterman Commission Room, ODOT, 355 Capitol St.", Salem,OR,"The Speed Zone Review Panel is meeting to discuss speed zoning on NE 102nd Avenue in the city of Portland and to hear ODOT’s request for speed reduction on the Central Oregon Highway (US20), just east of Bend.  The Panel will also continue its oversight role in the updating and revision of Oregon Administrative Rules for setting designated speed limits.  The public comment period has ended and the panel will be discussing the comments received and making a recommendation to forward to the OTC.",Yes,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,,,,,,
Transportation Department,Speed Zone Review Panel Hearing,,02/19/2020 04:00:00 PM,"Gail L. Achterman Commission Room, ODOT, 355 Capitol St.", Salem,OR,"The Speed Zone Review Panel is meeting to discuss speed zoning on NE 102nd Avenue in the city of Portland and to hear ODOT’s request for speed reduction on the Central Oregon Highway (US20), just east of Bend.  The Panel will also continue its oversight role in the updating and revision of Oregon Administrative Rules for setting designated speed limits.  The public comment period has ended and the panel will be discussing the comments received and making a recommendation to forward to the OTC.",Yes,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Safe Routes to School Advisory Committee (SRAC),,02/11/2020 03:00:00 PM,"Chemeketa Center for Business and Industry, 626 high St NE",Salem,OR,"The Safe Routes to School Advisory Committee (SRAC) consists of
approximately 15 volunteers who have been appointed by the ODOT
Director. The committee meets at least quarterly and is charged with
recommending projects for funding in ODOT’s Safe Routes to School
Infrastructure and Non-Infrastructure Grant Programs to the Oregon
Transportation Commission and ODOT.",Yes,LeeAnne Fergason,503-986-5805,Leeanne.Fergason@odot.state.or.us,,https://goo.gl/maps/M8aFjE2rB2oJXD9v6,,LeeAnne Fergason,503-986-5805,Leeanne.Fergason@odot.state.or.us,true,,,,,,,,
Transportation Department,Oregon Transportation Commission,,01/23/2020 04:00:00 PM,"Transportation Building, 355 Capitol St. NE", Salem,OR,,Yes,Michelle Bryant,503-986-3450,OTCAdmin@odot.state.or.us,,,,,503-986-3450 or 711,OTCAdmin@odot.state.or.us,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx,,,,
Transportation Department,Oregon Transportation Commission,,01/23/2020 05:00:00 PM,"Crowne Plaza, Lake Oswego", Lake Oswego,OR,"Crowne Plaza Portland-Lake Oswego
14811 Kruse Oaks Drive, Ballroom
Lake Oswego, Oregon 97035",Yes,Jacque Carlisle,503-986-3450,OTCAdmin@odot.state.or.us,,,,Jacque Carlisle,503-986-3450 or 711,OTCAdmin@odot.state.or.us,,,,,https://www.oregon.gov/ODOT/Get-Involved/Pages/OTC_Main.aspx,,,,
Transportation Department,Safe Routes to School Committee (SRAC),,01/21/2020 04:30:00 PM,"Chemeketa Center for Business and Industry, 626 high St NE",Salem,OR,"The Safe Routes to School Advisory Committee (SRAC) consists of
approximately 15 volunteers who have been appointed by the ODOT
Director. The committee meets at least quarterly and is charged with
recommending projects for funding in ODOT’s Safe Routes to School
Infrastructure and Non-Infrastructure Grant Programs to the Oregon
Transportation Commission and ODOT.",Yes,LeeAnne Fergason,503-986-5805,Leeanne.Fergason@odot.state.or.us,,https://goo.gl/maps/M8aFjE2rB2oJXD9v6,,LeeAnne Fergason,503-986-5805,Leeanne.Fergason@odot.state.or.us,true,,,,,,,,
Transportation Department,Region 1 Area Commission on Transportation,Advisory board established to provide a forum for stakeholders to collaborate on transportation issues affecting ODOT Region 1. The Region 1 ACT advises the Oregon Transportation Commission.,12/02/2019 05:30:00 PM,123 NW Flanders,Portland,OR,Meeting is held in conference room A/B at the Oregon Department of Transportation Region 1 Headquarters.,Yes,Kimberly Dinwiddie,503-731-8248,Kimberly.Dinwiddie@odot.state.or.us,,,,Kimberly Dinwiddie,503-731-8248,Kimberly.Dinwiddie@odot.state.or.us,,,,,,,,,
Transportation Department,DMV Service Transformation Program Oversight Task Force to meet November 21,"The DMV Service Transformation Program Oversight Task Force brings together expertise on Oregon Information Technology (IT) projects, legislative processes and private sector IT technical experiences. The Task Force, initiated in November 2015, has been meeting periodically to partner with ODOT and DMV leadership to review complex topics, ask tough questions and provide thoughtful counsel to STP leadership through the life of the program.",11/21/2019 11:30:00 AM,"Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103), 355 Capitol Street NE", Salem,OR,"Approve meeting minutes, receive quality assurance update report, receive STP drivers rollout update, discuss competing priorities, receive organizational change leadership assessment, wrap-up and identify future topics. ",No,Katherine Gile,,Katherine.S.Gile@odot.state.or.us,,,,Katherine Gile,,Katherine.S.Gile@odot.state.or.us,,,,,,,,,
Transportation Department,Safe Routes to School Advisory Committee (SRAC),Review and Recommend final projects list,10/21/2019 03:00:00 PM,"CCBI, 626 High St NE", Salem,OR,The Safe Routes to School Advisory Committee (SRAC) consists of approximately 15 volunteers who have been appointed by the ODOT Director.  The committee meets at least quarterly and is charged with recommending projects for funding in ODOT’s Safe Routes to School Infrastructure and Non-Infrastructure Grant Programs to the Oregon Transportation Commission and ODOT.,Yes,LeeAnne Fergason,503-986-5805,LeeAnne.Fergason@odot.state.or.us,,https://goo.gl/maps/M8aFjE2rB2oJXD9v6,,LeeAnne Fergason,503-986-5805,LeeAnne.Fergason@odot.state.or.us,true,https://meet.lync.com/odot.state.or.us/leeanne.fergason/PMK4MVMD?sl=1,1-888-251-2909,868544,https://www.oregon.gov/ODOT/Programs/TDD%20Documents/10.21.19-SRAC-agenda.pdf,,,,
Transportation Department,Region 1 Area Commission on Transportation,Advisory board established to provide a forum for stakeholders to collaborate on transportation issues affecting ODOT Region 1. The Region 1 ACT advises the Oregon Transportation Commission.,10/07/2019 07:30:00 PM,123 NW Flanders, Portland,OR,Oregon Department of Transportation Region 1 Headquarters,Yes,Kimberly Dinwiddie,503-731-8248,Kimberly.Dinwiddie@odot.state.or.us,,,,Kimberly Dinwiddie,503-731-8248,Kimberly.Dinwiddie@odot.state.or.us,,,,,,,,,
Transportation Department,DMV Service Transformation Program Oversight Task Force to meet September 19,The DMV Service Transformation Program Oversight Task Force will meet on September 19 in Salem,09/19/2019 11:30:00 AM,"Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103), 355 Capitol Street NE", Salem,OR,"The DMV Service Transformation Program Oversight Task Force brings together expertise on Oregon Information Technology (IT) projects, legislative processes and private sector IT technical experiences. The Task Force, initiated in November 2015, has been meeting periodically to partner with ODOT and DMV leadership to review complex topics, ask tough questions and provide thoughtful counsel to STP leadership through the life of the program.",,Lauren Mulligan,503-947-4072,Lauren.e.mulligan@odot.state.or.us,,,,Lauren Mulligan,503-947-4072,lauren.e.mulligan@odot.state.or.us,,,,,,,,,
Transportation Department,Speed Zone Review Panel,Discuss proposed OAR changes for setting designated speeds,08/14/2019 04:00:00 PM,"ODF&W Commission Room, 4034 Fairview Industrial Drive SE", Salem,OR,"Review Draft Administrative Rules, review and comment on draft rules, address suggestions, next steps.",Yes,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,,,,,,
Transportation Department,Region 1 Area Commission on Transportation,Advisory board established to provide a forum for stakeholders to collaborate on transportation issues affecting ODOT Region 1. The Region 1 ACT advises the Oregon Transportation Commission.,08/05/2019 07:30:00 PM,220 NE 2nd Avenue, Canby,OR,Canby Public Library - Willamette Room,Yes,Kimberly Dinwiddie,503-731-8248,Kimberly.Dinwiddie@odot.state.or.us,,,,Kimberly Dinwiddie,503-731-8248,Kimberly.Dinwiddie@odot.state.or.us,,,,,,,,,
Transportation Department,Pedestrian & Bicycle Rules Advisory Committee (PB-RAC),Statute and Rule changes to ORS 367.082,07/30/2019 04:00:00 PM,"ODOT Transportation Building, 355 Capitol St NE, Room 103 -Gail L Achterman Commission Room",Salem,OR,,"Yes, agenda time reserved for Public Comment",Jessica Horning,503-986-3555,Jessica.Horning@odot.state.or.us,,,,Jessica Horning,503-986-3555,Jessica.Horning@odot.state.or.us,true,https://meet.lync.com/odot.state.or.us/jessica.horning/7M8NWF35,1-888-251-2909 ,868544  and  #,https://www.oregon.gov/ODOT/Programs/TDD%20Documents/CO-BP-RAC-07-2019-Agenda.pdf,,,,
Transportation Department,Safe Routes to School Advisory Committee (SRAC),Review and recommendation of proposed projects.,07/09/2019 04:00:00 PM,"CCBI, 626 high St NE", Salem,OR,The Safe Routes to School Advisory Committee (SRAC) consists of approximately 15 volunteers who have been appointed by the ODOT Director.The committee meets at least quarterly and is charged with recommending projects for funding in ODOT’s Safe Routes to School Infrastructure and Non-Infrastructure Grant Programs to the Oregon Transportation Commission and ODOT.,Yes,LeeAnne Fergason,503-986-5805,LeeAnne.Fergason@odot.state.or.us,,https://goo.gl/maps/M8aFjE2rB2oJXD9v6,,LeeAnne Fergason,503-986-5805,LeeAnne.Fergason@odot.state.or.us,,,,,,,,,
Transportation Department,Safe Routes to School Advisory Committee (SRAC),Review applications and recommend projects to the Oregon Transportation Commission for grant funding.,05/29/2019 03:00:00 PM,"Chemeketa Center for Business and Industry, 626 high St NE",Salem,OR,This meeting will focus on listening to public comment; Review proposed project guidelines for the Rapid Response Grant Program; Project Identification Grant Program Application and Scoring review; and Non-Infrastructure Application and Scoring review.,"Yes, agenda time reserved for Public Comment",LeeAnne Fergason,503-986-5805,Leeanne.Fergason@odot.state.or.us,,https://goo.gl/maps/NSvMVjc2TMaxYbY7A,,LeeAnne Fergason,503-986-5805,Leeanne.Fergason@odot.state.or.us,true,https://meet.lync.com/odot.state.or.us/leeanne.fergason/PMK4MVMD?sl=1,1-888-251-2909,868544  and  #,https://www.oregon.gov/ODOT/Programs/TDD%20Documents/05.29.19-SRAC-Agenda.pdf,,,,
Transportation Department,Oregon Transportation Commission,Oregon Transportation Commission,05/16/2019 04:00:00 PM,"Transportation Building, 355 Capitol St NE", Salem,OR,,Yes,Jacque Carlisle,,otcadmin@odot.state.or.us,,,,Jacque Carlisle,,otcadmin@odot.state.or.us,,,,,,,,,
Transportation Department,Pedestrian & Bicycle Rules Advisory Committee (PB-RAC),Statute and Rule changes to ORS 367.082,04/22/2019 12:00:00 PM,"ODOT Transportation Building, 355 Capitol St NE, Room 103 -Gail L Achterman Commission Room", Salem,OR,"Oregon Legislature passed Keep Oregon Moving (House Bill 2017), which includes changes to the existing Connect Oregon Grant Fund (ORS 367.082) program that necessitates aligning the implementing rules with the new statutes. The legislation bifurcated the program into two new parts, with a separate allocation of 7% for bicycle and pedestrian transportation projects. Beyond the structural changes to the Connect Oregon program, HB 2017 charged the Department with streamlining the application process. 

The Connect Oregon Rules Advisory Committee is charged with updating Connect Oregon Administrative Rule Chapter 731 Division 35 to align with the legislative intent of the transportation funding package (HB 2017), under ORS 367.080 to 089. The Pedestrian and Bicycle Rules Advisory Committee will set up the administrative process for the 7 percent of Connect Oregon funds allocated for pedestrian and bicycle projects. The Committee with also advise on ways to streamline the application process. 

The Committee consists of representatives from the Oregon Bicycle and Pedestrian Advisory Committee, Oregon Public Transit Advisory Committee, Area Commissions on Transportation, state and local parks departments, state and local governments, and trails advocacy groups. A series of four to five meetings will include an overview of changes to Oregon Law made by the 2017 Legislature, discussing the committee's goals, local public engagement along with participation from local governments and public interest groups in the rule making process. ","Yes, agenda time reserved for Public Comment",Jessica Horning,503-986-3555,Jessica.Horning@odot.state.or.us,,https://goo.gl/maps/bkboxj7XJrt,,Jessica Horning,503-986-3555,Jessica.Horning@odot.state.or.us,true,https://meet.lync.com/odot.state.or.us/jessica.horning/CFKKYVJC,1-888-251-2909 ,868544,,,,,
