"fiscal_year","classification","salary","full_part_time","service_type","agency","agency_1"
"2021","OFFICIALS AND ADMINISTRATORS","144564","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","154980","FULL-TIME","EXECUTIVE SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","135396","FULL-TIME","EXECUTIVE SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","154980","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","111852","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","72348","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","61104","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","65988","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","61104","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","SERVICE/MAINTENANCE","55896","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","87252","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","87252","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","86472","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","87252","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","66372","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","66372","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","66372","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","64536","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","129768","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","135396","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","137628","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","90468","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","100728","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","62292","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","95928","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","107304","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","154980","FULL-TIME","EXECUTIVE SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","78180","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","114000","FULL-TIME","EXECUTIVE SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","154980","FULL-TIME","EXECUTIVE SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","135396","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","95928","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","95220","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","85632","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","111576","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","72348","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","57720","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","91932","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","53196","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","70380","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","70692","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","SKILLED CRAFT WORKER","71112","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","SERVICE/MAINTENANCE","61716","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","87252","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","66372","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","72372","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","74724","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","87252","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","87252","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","78432","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","87252","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","86316","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","81552","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","87252","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","66372","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","72348","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","66372","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","66372","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","66372","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","102576","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","102576","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","136944","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","93912","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","131064","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","81756","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","121488","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","66372","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","75804","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","94980","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","75804","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","108480","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","144756","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","81552","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","84180","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","103548","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","131220","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","118272","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","154980","FULL-TIME","EXECUTIVE SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","100896","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","176676","FULL-TIME","EXECUTIVE SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","107472","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","81756","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","176676","FULL-TIME","EXECUTIVE SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","76224","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","111084","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","144756","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","91932","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","95928","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","118272","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","176676","FULL-TIME","EXECUTIVE SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","132840","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","98076","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","108492","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","110856","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","105876","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","62832","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","64596","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","70884","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","56292","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","70380","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","44964","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","107808","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","154980","FULL-TIME","EXECUTIVE SERVICE","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","64596","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","91368","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","61680","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","72348","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","57420","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","50868","FULL-TIME LD","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","SKILLED CRAFT WORKER","87252","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","66588","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","SERVICE/MAINTENANCE","55896","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","SERVICE/MAINTENANCE","61716","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","61944","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","87252","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","105756","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","75168","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","83736","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","87252","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","87252","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","87252","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","102576","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","87252","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","87252","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","77280","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","71112","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","87252","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","72708","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","71112","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","79164","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","66372","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","66372","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","70380","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","62076","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","54024","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","66372","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","57192","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","59676","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","66372","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","57192","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","54024","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","87252","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","57192","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","44616","FULL-TIME LD","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","84840","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","SERVICE/MAINTENANCE","71112","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","131064","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","111864","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","95448","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","TECHNICIANS","75804","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","64860","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","110256","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","144756","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","116796","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","124452","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","107472","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","102576","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","84840","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","87252","FULL-TIME","UNREPRESENTED","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","37502","PART-TIME TEMP","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","120720","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","166332","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","69252","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","56220","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","102576","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","91932","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","PROFESSIONALS","97440","FULL-TIME LD","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","166332","FULL-TIME","EXECUTIVE SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","87252","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","132888","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","137628","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","89172","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","64836","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","85608","FULL-TIME","EXECUTIVE SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","118272","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","95928","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","81348","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","94188","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","144756","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","122196","FULL-TIME","EXECUTIVE SERVICE","LOTTERY, OREGON STATE","17700"
"2021","ADMINISTRATIVE SUPPORT","87300","FULL-TIME","EXECUTIVE SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","176676","FULL-TIME","EXECUTIVE SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","154980","FULL-TIME","EXECUTIVE SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","111084","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","115008","FULL-TIME","EXECUTIVE SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","154980","FULL-TIME","EXECUTIVE SERVICE","LOTTERY, OREGON STATE","17700"
"2021","OFFICIALS AND ADMINISTRATORS","116376","FULL-TIME","MANAGEMENT SERVICE","LOTTERY, OREGON STATE","17700"
