"fiscal_year","contract_id","award_title","contract_classification","contractor_name","street1","city","state_province","postal_code","effective_date","supplemental_effective_date","expiration_date","supplemental_expiration_date","contract_nte_amount","supplemental_contract_amount"
"2021","3464","Subscription","Services","NewRetirement",,,,,"2020-10-20T00:00:00.000",,"2021-10-20T00:00:00.000",,"576.00",
"2021","3503","Harvard Business Review Subscription Renewal","Goods","Harvard Business Publishing","60 Harvard Way","Boston","MA","2163","2020-11-25T00:00:00.000",,"2021-12-01T00:00:00.000",,"180.00",
"2021","3547","IT - Peripheral Equipment","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-12-15T00:00:00.000",,"2021-01-19T00:00:00.000",,"10.22",
"2021","3585","Diversifying Strategies Consultant","Services","Albourne America LLC","655 Montgomery Street, Suite 1910","San Francisco","CA","94111","2021-01-20T00:00:00.000",,"2024-01-19T00:00:00.000",,"1317399.00",
"2021","3621","Office Supplies","Goods","Amazon.com, Inc.","410 Terry Ave N","Seattle","WA","98109","2021-02-04T00:00:00.000",,"2021-03-15T00:00:00.000",,"74.95",
"2021","3660","IT Software Renewal","Goods and Services","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2021-05-07T00:00:00.000",,"2022-05-06T00:00:00.000",,"55409.32",
"2021","3713","IT Software Maintenance Renewal","Services","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2021-05-31T00:00:00.000",,"2022-05-31T00:00:00.000",,"12744.90",
"2021","3748","IT Hardware and Software","Goods","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2021-04-19T00:00:00.000",,"2022-04-19T00:00:00.000",,"4423.00",
"2021","3809","Membership Pass Dues","Services","Aurora Training Advantage","520 West Lake Mary Boulevard","Sanford","Florida","32773","2021-05-06T00:00:00.000",,"2022-05-05T00:00:00.000",,"599.00",
"2021","3870","Conference Registration","Services","National Association of Public Pension Attorneys","2410 Hyde Park Road Suite B","Jefferson City","MO","65109","2021-06-22T00:00:00.000",,"2021-06-24T00:00:00.000",,"499.00",
"2021","3309","Zach Anner Video","Goods and Services","So Many Hats LLC",,,,,"2020-08-14T00:00:00.000",,"2021-07-30T00:00:00.000",,"20000.00",
"2021","3314","Office Services","Goods and Services","Commercial Business Furniture","1070 Commercial St NE","Salem","OR","97301","2020-08-17T00:00:00.000",,"2020-10-31T00:00:00.000",,"1252.95",
"2021","3233","Membership Renewal Dues","Services","CFA Institute","915 East High Street","Charlottesville","VA","22902","2020-07-01T00:00:00.000",,"2021-06-30T00:00:00.000",,"350.00",
"2021","1298","Network Monitoring Services","Services","Center for Internet Security, Inc.","31 Tech Valley Drive","East Greenbush","NY","12061","2018-06-11T00:00:00.000","2021-03-16T00:00:00.000","2025-06-30T00:00:00.000","2025-06-30T00:00:00.000","140000.00","90000.00"
"2021","1308","Energy Consultant re: New Building","Services","WSP USA Building Inc","999 3rd Ave, Ste 320","Seattle","WA","98104",,"2020-08-24T00:00:00.000","2022-06-30T00:00:00.000","2022-06-30T00:00:00.000","378450.00","9850.00"
"2021","1868","QA/QC Consultant EFT-BSR Project","Services","Hittner and Associates, Inc.","6052 Lopez Court N","Keizer","OR","97303","2018-10-25T00:00:00.000","2021-02-10T00:00:00.000","2021-12-31T00:00:00.000","2021-12-31T00:00:00.000","412000.00","0.00"
"2021","3270","IT License","Services","Bitly","139 5th Avenue","New York","New York","10010","2020-07-23T00:00:00.000",,"2021-07-22T00:00:00.000",,"348.00",
"2021","3313","Office Supplies/Furniture","Goods","Grainger","100 Grainger Parkway","Lake Forest","IL","60045","2020-08-17T00:00:00.000",,"2020-09-30T00:00:00.000",,"143.33",
"2021","3875","IT Software License Renewal","Goods","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2021-06-25T00:00:00.000",,"2024-06-24T00:00:00.000",,"53332.80",
"2021","3816","Training Registration","Services","WesPay","100 Bush Street","San Francisco","CA","94104","2021-05-12T00:00:00.000",,"2021-12-31T00:00:00.000",,"1344.00",
"2021","3753","IT - Peripheral Equipment","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2021-04-19T00:00:00.000",,"2021-05-03T00:00:00.000",,"6367.80",
"2021","3718","Domain Purchase","Services","GoDaddy.com","14455 N. Hayden Rd, Ste 219","Scottsdale","AZ","85260","2021-03-25T00:00:00.000",,"2031-03-24T00:00:00.000",,"234.60",
"2021","3676","IT Software License Renewal","Goods","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2021-04-10T00:00:00.000",,"2022-04-09T00:00:00.000",,"6583.50",
"2021","3635","Training Registration","Services","Aurora Training Advantage","520 West Lake Mary Boulevard","Sanford","Florida","32773","2021-03-16T00:00:00.000",,"2021-03-16T00:00:00.000",,"219.00",
"2021","3601","Subscription","Goods","Thomson Reuters","3 Times Square","New York","NY","10036","2021-01-27T00:00:00.000",,"2021-02-28T00:00:00.000",,"159.00",
"2021","3563","Conference Registration","Services","DATAVERSITY","13020 Dickens Street","Studio City","CA","91604","2021-04-18T00:00:00.000",,"2021-04-23T00:00:00.000",,"1199.00",
"2021","3527","Training Registration","Services","WesPay","100 Bush Street","San Francisco","CA","94104","2021-03-03T00:00:00.000",,"2021-03-03T00:00:00.000",,"249.00",
"2021","3488","Training Registration","Services","Visual Studio Live",,,,,"2020-12-15T00:00:00.000",,"2020-12-16T00:00:00.000",,"1150.00",
"2021","3449","Oregon Live Electronic Subscription One Year Subscription","Goods and Services","The Oregonian","1500 SW 1st Avenue","Portland","OR","97201","2020-12-07T00:00:00.000",,"2021-12-07T00:00:00.000",,"100.00",
"2021","3338","IT Software Maintenance Renewal","Services","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2020-11-08T00:00:00.000",,"2021-11-08T00:00:00.000",,"616.10",
"2021","3353","Conference Registration","Services","P2F2","P.O. Box 33","Hilliard","OH","43026","2020-10-16T00:00:00.000",,"2020-10-30T00:00:00.000",,"500.00",
"2021","3370","Business Cards","Goods","Oregon Corrections Enterprises","3691 State St","Salem","OR","97301","2020-09-14T00:00:00.000",,"2020-10-09T00:00:00.000",,"45.00",
"2021","3389","Office Furniture","Goods","Harris WorkSystems","11530 Southwest Tiedeman Avenue","Tigard","Oregon","97223","2020-09-22T00:00:00.000",,"2020-11-30T00:00:00.000",,"680.73",
"2021","3412","Publication Subscription","Goods","Portland Business Journal","851 SW Sixth Ave., Suite 500","Portland","OR","97204","2020-10-09T00:00:00.000",,"2021-10-08T00:00:00.000",,"140.00",
"2021","3427","IT - Asset Management Hardware","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-10-19T00:00:00.000",,"2020-11-02T00:00:00.000",,"1026.47",
"2021","3444","Oregon Arts Commission - Proposal fee","Services","Michael Boonstra","2720 Washington Street","Eugene","OR","97405","2020-11-01T00:00:00.000",,"2021-02-28T00:00:00.000",,"1000.00",
"2021","3463","ISACA Renewal Dues","Services","ISACA (Information Systems Audit and Control Association Inc)","1700 East Golf Rd Ste 400","Schaumburg","Illinois","60173","2020-10-28T00:00:00.000",,"2021-12-31T00:00:00.000",,"210.00",
"2021","3484","Printer Lease","Lease","Pacific Office Automation","14747 NW Greenbrier Pkwy., Suite A","Beaverton","OR","97066","2020-11-20T00:00:00.000",,"2022-03-30T00:00:00.000",,"1978.00",
"2021","3502","Subscription Renewal","Services","Dow Jones & Company, Inc.","1211 Avenue of the Americas","New York","NY","10036","2020-12-01T00:00:00.000",,"2021-11-30T00:00:00.000",,"15253.92",
"2021","3525","IT Software & Maintenance","Goods and Services","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2020-12-04T00:00:00.000",,"2021-11-30T00:00:00.000",,"33437.49",
"2021","3546","Membership Dues","Services","International Centre for Pension Management","411 Richmond Street East, Suite 200","Toronto","Ontario","M5A 3S5 CANADA","2021-01-01T00:00:00.000",,"2021-12-31T00:00:00.000",,"21935.00",
"2021","3568","Office Services","Services","DAS Publishing & Distribution","550 Airport Rd SE","Salem","Oregon","97301","2021-01-05T00:00:00.000",,"2021-02-28T00:00:00.000",,"500.00",
"2021","3584","Training Registration","Services","ILPA Institute","1800 M Street NW","Washington","District of Columbia","20036","2021-02-24T00:00:00.000",,"2021-02-25T00:00:00.000",,"1199.00",
"2021","3604","Corporate Counsel Women of Color","Services","Corporate Counsel Women of Color",,,,,"2021-01-28T00:00:00.000",,"2021-02-28T00:00:00.000",,"350.00",
"2021","3620","Office Services","Services","Fast Signs","2290 Commercial Street SE # 101","Salem","OR","97302","2021-02-03T00:00:00.000",,"2021-04-30T00:00:00.000",,"1014.34",
"2021","3642","L&I Parking Space Lease","Services","Oregon Department of Administrative Services","155 Cottage St NE","Salem","OR","97301","2021-02-11T00:00:00.000",,"2026-02-11T00:00:00.000",,"18000.00",
"2021","3659","2021 Sponsorship","Services","The High Desert Museum","59800 S. Highway 97","Bend","OR","97702","2021-03-01T00:00:00.000",,"2021-03-31T00:00:00.000",,"5000.00",
"2021","3686","USPS Stamp Purchase","Goods","United States Postal Service","3624 Commercial Street Southeast","Salem","Oregon","97302","2021-03-08T00:00:00.000",,"2021-03-19T00:00:00.000",,"56.85",
"2021","3711","Office Services","Services","Shred Northwest, LLC","2003 NW Birdsdale Ave","Gresham","OR","97030","2021-05-01T00:00:00.000",,"2023-04-30T00:00:00.000",,"2160.00",
"2021","3729","IT Professional Services","Services","Fortira","4365 US 1 South Sutie 105","Princeton","NJ","8540","2021-04-21T00:00:00.000",,"2026-04-20T00:00:00.000",,"150000.00",
"2021","3747","IT Software Support & Maintenance","Services","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2021-06-30T00:00:00.000",,"2022-06-30T00:00:00.000",,"10491.62",
"2021","3772","Membership Dues","Services","CAIA - Chartered Alternative Investment Analyst Association","100 University Dr","Amherst","MA","1002","2021-06-01T00:00:00.000",,"2022-05-31T00:00:00.000",,"350.00",
"2021","3808","Domain Purchase","Services","GoDaddy.com","14455 N. Hayden Rd, Ste 219","Scottsdale","AZ","85260","2021-05-19T00:00:00.000",,"2031-05-18T00:00:00.000",,"234.60",
"2021","3838","IAAP Membership","Services","International Association of Administrative Professionals (IAAP)","10502 North Ambassador Drive","Kansas City","Missouri","64153","2021-05-28T00:00:00.000",,"2022-05-27T00:00:00.000",,"150.00",
"2021","3869","Sierra Springs May 25 2021 Water Invoice","Services","Sierra Springs","4050 Fairview Industrial Dr SE","Salem","OR","97302","2021-06-08T00:00:00.000",,"2021-06-11T00:00:00.000",,"9.99",
"2021","3897","IT - Peripheral Equipment","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2021-06-16T00:00:00.000",,"2021-06-30T00:00:00.000",,"81.60",
"2021","3307","IT Phone Accessories","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-08-10T00:00:00.000",,"2020-08-24T00:00:00.000",,"180.76",
"2021","3285","Professional Services","Goods and Services","Fast Signs","2290 Commercial Street SE # 101","Salem","OR","97302","2020-07-27T00:00:00.000",,"2020-09-30T00:00:00.000",,"1292.00",
"2021","3265","Training Registration","Services","Government Finance Officers Association","203 N LaSalle Street","Chicago","IL","60601","2020-07-16T00:00:00.000",,"2020-12-04T00:00:00.000",,"125.00",
"2021","3245","Membership Dues Renewal","Services","CFA Institute","915 East High Street","Charlottesville","VA","22902","2020-07-01T00:00:00.000",,"2021-06-30T00:00:00.000",,"275.00",
"2021","3261","Training Registration Renewal","Services","StormWind, LLC","14646 N. Kierland Blvd.","Scottsdale","Arizona","85254","2020-07-30T00:00:00.000",,"2021-07-31T00:00:00.000",,"25870.00",
"2021","2909","Exhibitor Fees","Services","Oregon Coast Aquarium",,,,,"2021-03-26T00:00:00.000",,"2021-03-31T00:00:00.000",,"800.00",
"2021","1286","Services Contract","Services","TEKsystems Global Services, LLC","7437 Race Road","Hanover","MD","21076","2018-04-06T00:00:00.000","2020-10-01T00:00:00.000","2021-12-31T00:00:00.000","2021-06-30T00:00:00.000","1175000.00","250000.00"
"2021","1767","OHCSD GO Bond Counsel","Services","Orrick, Herrington & Sutcliffe LLP","1120 NW Couch Street, Suite 200","Portland","OR","97209","2020-07-01T00:00:00.000","2019-07-01T00:00:00.000","2025-06-30T00:00:00.000","2020-06-30T00:00:00.000","995000.00","0.00"
"2021","1242","On-call support and service maintenance AV equipment","Services","One Diversified LLC","10035 SW Arctic Drive","Beaverton","OR","97005","2018-12-15T00:00:00.000","2021-02-01T00:00:00.000","2022-01-31T00:00:00.000","2022-01-31T00:00:00.000","10000.00","3000.00"
"2021","2942","Sponsorship","Services","The Arc","1825 K Street NW, Suite 1200","Washington","DC","20006","2021-04-30T00:00:00.000",,"2021-05-31T00:00:00.000",,"550.00",
"2021","3316","Office Supplies","Goods","Amazon.com, Inc.","410 Terry Ave N","Seattle","WA","98109","2020-08-18T00:00:00.000",,"2020-09-03T00:00:00.000",,"20.88",
"2021","3246","Membership Dues Renewal","Services","CFA Institute","915 East High Street","Charlottesville","VA","22902","2020-07-01T00:00:00.000",,"2021-06-30T00:00:00.000",,"350.00",
"2021","3257","Webinar Registration","Services","WesPay","100 Bush Street","San Francisco","CA","94104","2020-07-14T00:00:00.000",,"2020-10-29T00:00:00.000",,"161.10",
"2021","3281","Software Maintenance","Services","Cobblestone Systems Corp","428 S White Horse Pike","Lindenwold","NJ","8021","2020-08-03T00:00:00.000",,"2023-08-02T00:00:00.000",,"136885.09",
"2021","3310","IT Software Add-On","Services","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2020-08-10T00:00:00.000",,"2020-09-28T00:00:00.000",,"12.44",
"2021","3899","IT - Peripheral Equipment","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2021-06-16T00:00:00.000",,"2021-06-30T00:00:00.000",,"43.78",
"2021","3880","Business Cards","Goods","Oregon Corrections Enterprises","3691 State St","Salem","OR","97301","2021-06-11T00:00:00.000",,"2021-07-16T00:00:00.000",,"90.00",
"2021","3840","Office Furniture","Goods","Harris WorkSystems","11530 Southwest Tiedeman Avenue","Tigard","Oregon","97223","2021-05-27T00:00:00.000",,"2021-07-31T00:00:00.000",,"1250.70",
"2021","3818","IT Phone Accessories","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2021-05-12T00:00:00.000",,"2021-05-19T00:00:00.000",,"34.60",
"2021","3785","Training Licenses","Goods","Media Partners Corporation","11400 SE 8th Street","Bellevue","WA","98004","2021-06-01T00:00:00.000",,"2022-05-31T00:00:00.000",,"1028.50",
"2021","3757","2021 CAIA Membership Renewal","Services","CAIA - Chartered Alternative Investment Analyst Association","100 University Dr","Amherst","MA","1002","2021-04-28T00:00:00.000",,"2022-05-02T00:00:00.000",,"350.00",
"2021","3734","Training Registration","Services","Willamette University","900 State Street","Salem","Oregon","97301","2021-06-08T00:00:00.000",,"2021-06-22T00:00:00.000",,"390.00",
"2021","3719","Annual AAP Re-certification","Goods and Services","NACHA","2550 Wasser Terrace, Suite 400","Herndon","VA","20171","2021-03-31T00:00:00.000",,"2021-12-31T00:00:00.000",,"100.00",
"2021","3698","Subscription Dues","Services","Pension & Investments","685 3rd Ave","New York","NY","10017","2021-03-17T00:00:00.000",,"2022-03-16T00:00:00.000",,"4295.00",
"2021","3677","Training Registration","Services","International Centre for Pension Management","411 Richmond Street East, Suite 200","Toronto","Ontario","M5A 3S5 CANADA","2021-06-01T00:00:00.000",,"2021-06-22T00:00:00.000",,"6000.00",
"2021","3653","Subscription Renewal","Services","Pageant Media LTD","Jerome Mansion","New York","New York","10010","2021-05-31T00:00:00.000",,"2022-05-30T00:00:00.000",,"6000.00",
"2021","3637","Conference Registration","Services","Barran Liebman LLP","601 SW 2nd Ave #2300","Portland","OR","97204","2021-04-13T00:00:00.000",,"2021-04-13T00:00:00.000",,"50.00",
"2021","3616","Support Maintenance","Services","ADT Commercial","9350 SW Nimbus Ave","Beaverton","OR","97008","2021-02-03T00:00:00.000",,"2022-02-27T00:00:00.000",,"318.22",
"2021","3605","South Asian Bar Association of North America","Services","South Asian Bar Association of North America",,,,,"2021-01-28T00:00:00.000",,"2021-02-28T00:00:00.000",,"349.00",
"2021","3581","Training Registration","Services","ILPA Institute","1800 M Street NW","Washington","District of Columbia","20036","2021-02-24T00:00:00.000",,"2021-02-25T00:00:00.000",,"1199.00",
"2021","3570","2021 WesPay Membership Dues","Goods and Services","WesPay","100 Bush Street","San Francisco","CA","94104","2021-01-01T00:00:00.000",,"2021-12-31T00:00:00.000",,"595.00",
"2021","3552","Software License Renewal","Services","SHI International Corp","290 Davidson Ave","Somerset","NJ","8873","2021-01-04T00:00:00.000",,"2022-01-03T00:00:00.000",,"12800.00",
"2021","3529","Training Registration","Services","Government Finance Officers Association","203 N LaSalle Street","Chicago","IL","60601","2020-12-07T00:00:00.000",,"2020-12-07T00:00:00.000",,"35.00",
"2021","3507","Poster Print Job","Goods","DAS Publishing & Distribution","550 Airport Rd SE","Salem","Oregon","97301","2020-11-17T00:00:00.000",,"2020-12-17T00:00:00.000",,"13.00",
"2021","3489","Board Management Portal","Services","NASDAQ Corporate Solutions, LLC","One Liberty Plaza, 165 Broadway, FL50","New York","NY","10006","2020-12-01T00:00:00.000",,"2023-11-30T00:00:00.000",,"116165.60",
"2021","3474","IT Computer Bundle","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-11-03T00:00:00.000",,"2020-11-17T00:00:00.000",,"1700.03",
"2021","3455","Training Registration","Services","Fred Pryor Seminars",,,,,"2021-01-25T00:00:00.000",,"2022-01-25T00:00:00.000",,"199.00",
"2021","3329","Membership Dues","Services","Government Finance Officers Association","203 N LaSalle Street","Chicago","IL","60601","2020-09-18T00:00:00.000",,"2021-09-30T00:00:00.000",,"190.00",
"2021","3337","Postage Stamp Purchase","Goods","United States Postal Service","3624 Commercial Street Southeast","Salem","Oregon","97302","2020-08-26T00:00:00.000",,"2020-08-28T00:00:00.000",,"56.80",
"2021","3345","Services","Goods","Capital Trophy, Inc.","2391 12th Street Southeast","Salem","Oregon","97302","2020-09-01T00:00:00.000",,"2020-09-30T00:00:00.000",,"84.72",
"2021","3352","Conference Registration","Services","P2F2","P.O. Box 33","Hilliard","OH","43026","2020-10-16T00:00:00.000",,"2020-10-30T00:00:00.000",,"500.00",
"2021","3361","Membership Dues","Services","Pension Fund Data Exchange, LTD","PO Box 912829","Denver","CO","80291","2021-01-01T00:00:00.000",,"2021-12-31T00:00:00.000",,"1250.00",
"2021","3369","Conference Registration","Services","National Association of State Treasurers","1201 Pennsylvania Ave NW, Suite 800","Washington","DC","20004","2020-10-08T00:00:00.000",,"2020-10-22T00:00:00.000",,"300.00",
"2021","3380","Training Registration","Services","Oregon Department of Administrative Services","155 Cottage St NE","Salem","OR","97301","2020-08-18T00:00:00.000",,"2020-08-31T00:00:00.000",,"0.00",
"2021","3388","Mail Services","Services","United States Postal Service","3624 Commercial Street Southeast","Salem","Oregon","97302","2020-10-01T00:00:00.000",,"2021-09-30T00:00:00.000",,"1310.00",
"2021","3399","IT Phone Accessories","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-09-30T00:00:00.000",,"2020-12-04T00:00:00.000",,"176.29",
"2021","3411","IT Hardware & Licenses","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-10-14T00:00:00.000",,"2023-02-24T00:00:00.000",,"2423.84",
"2021","3419","Master Conference Registration","Services","Oregon Department of Administrative Services","155 Cottage St NE","Salem","OR","97301","2020-10-27T00:00:00.000",,"2020-10-29T00:00:00.000",,"0.00",
"2021","3426","IT Computer Bundle","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-10-19T00:00:00.000",,"2020-11-02T00:00:00.000",,"1728.56",
"2021","3435","Training Registration","Services","Oregon Department of Administrative Services","155 Cottage St NE","Salem","OR","97301","2020-10-29T00:00:00.000",,"2020-10-29T00:00:00.000",,"0.00",
"2021","3443","Oregon Arts Commission - Proposal fee","Services","Daniel Duford","3144 NE 7th Ave","Portland","OR","97212","2020-11-01T00:00:00.000",,"2021-02-28T00:00:00.000",,"1000.00",
"2021","3454","Training Registration","Services","Fred Pryor Seminars",,,,,"2021-01-25T00:00:00.000",,"2022-01-25T00:00:00.000",,"199.00",
"2021","3462","Conference Registration","Services","Society for Human Resource Management","1800 Duke Street","Alexandria","VA","22314-3499","2021-03-03T00:00:00.000",,"2021-06-30T00:00:00.000",,"200.00",
"2021","3476","IT Peripheral Equipment","Goods","CDW Government LLC","230 N Milwaukee Ave","Vernon Hills","IL","60061","2020-11-09T00:00:00.000",,"2020-11-23T00:00:00.000",,"43.78",
"2021","3483","Office Supplies","Goods","Cooke Stationery Co","370 State Street","Salem","OR","97301","2020-11-10T00:00:00.000",,"2020-12-15T00:00:00.000",,"28.75",
"2021","3491","Office Services","Goods and Services","Johansen Electric Inc.","16869 SW 65th Ave #311","Lake Oswego","OR","97035","2020-11-16T00:00:00.000",,"2021-01-31T00:00:00.000",,"2005.00",
"2021","3501","Subscription Renewal","Services","Financial Times Ltd","Bracken House","London",,"EC4M 9BT","2020-12-01T00:00:00.000",,"2021-11-30T00:00:00.000",,"8586.00",
"2021","3511","Subscription/Training Dues","Services","Pluralsight","42 Future Way","Draper","UT","84020","2020-11-24T00:00:00.000",,"2021-11-23T00:00:00.000",,"179.00",
"2021","3520","Office Supplies","Goods","Amazon.com, Inc.","410 Terry Ave N","Seattle","WA","98109","2020-12-03T00:00:00.000",,"2020-12-11T00:00:00.000",,"45.28",
