"agency","meeting_title","short_description","start_date_time","end_date_time","meeting_location","city","state","details","public_comment_accepted","contact_name","phone_number","contact_email","web_link","map_link","calendar_link","ada_contact","ada_contact_phone","ada_contact_email","webinar","call_in_phone_number","call_in_access_code","agenda"
"Oregon Educators Benefit Board","Executive Session OEBB Board Meeting","Executive Session Board Meeting","2012-04-19T13:00:00.000","2012-04-12T17:00:00.000","1225 Ferry Street SE"," Salem","OR","The OEBB Board will convene in executive session* to receive a staff and consultant advisory on the status of rate renewal negotiations.

 
* * * * * * * * * * * * *
 
*Executive Session: No admittance unless stated below. Thank you.
 

The executive session is being held pursuant to ORS 192.660(2)(f) which allows a governing body to hold an executive session to consider information or records that are exempt by law from public inspection.
 
Representatives of the news media, OEBB staff and individuals specifically invited to participate are allowed to attend this executive session. Representatives of the news media are specifically directed not to report on any of the deliberations during executive session, except to state the general subject of the session as previously announced. No decision may be made in executive session. ",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,,,,,,,
"Oregon Educators Benefit Board","Administrative Review Committee","ARC Meeting","2012-06-11T14:00:00.000","2012-06-11T15:00:00.000","PEBB/OEBB Boardroom, Department of Administrative Services ÛÒ General Services Building, 1225 Ferry Street SE"," Salem","OR","The Administrative Review Committee will review and consider a third-level appeal.",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"http://www.oregon.gov/OHA/OEBB/docs/Agendas/2012/ARC061112.pdf"
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgrou","SEOW Meeting","2012-06-14T09:00:00.000","2012-06-14T11:00:00.000","PEBB/OEBB Boardroom, General Services Building, 1225 Ferry Street SE"," Salem","OR","The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to discuss current carrier contract requirements and other potential issues for the 2012-2013 plan year.",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","OEBB Board Retreat","OEBB Board Retreat","2012-07-11T10:00:00.000","2012-07-11T15:00:00.000","Mt. Mazama Conference Room, Department of Administrative Services ÛÒ General Services Building, 1225 Ferry Street SE"," Salem","OR","Board Retreat --  The Board will participate in a facilitated discussion to review roles and responsibilities and discuss future direction.",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,,,,,,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2012-07-12T08:30:00.000","2012-07-12T11:30:00.000","PEBB/OEBB Boardroom, Department of Administrative Services ÛÒ General Services Building, 1225 Ferry Street SE"," Salem","OR","The OEBB Board will convene in a public meeting to reaffirm officers and workgroup and committee members, and to receive a staff update on various special projects, plan selection and open enrollment preparations.",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,,,,,,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup (SEOW)","SEOW Meeting","2012-07-12T12:15:00.000","2012-07-12T15:30:00.000","PEBB/OEBB Boardroom, Department of Administrative Services ÛÒ General Services Building, 1225 Ferry Street SE"," Salem","OR","The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting. Topics to be announced.",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,,,,,,,
"Oregon Educators Benefit Board","Business and Operations Workgroup","BOW Meeting","2012-08-09T11:00:00.000","2012-08-09T12:00:00.000","Department of Administrative Services ÛÒ East Location, Neahkahnie Conference Room, 1225 Ferry St SE"," Salem","OR",,,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"http://www.oregon.gov/oha/OEBB/docs/Agendas/2012/BOWAgenda080912.pdf"
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup","SEOW Meeting","2012-09-27T08:30:00.000","2012-09-27T12:00:00.000","PEBB/OEBB Boardroom, Department of Administrative Services ÛÒ General Services Building, 1225 Ferry Street SE"," Salem","OR","The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to review and discuss the annual data report for the 2010-11 plan year and receive additional information on a member benefit request.",,"Rose Mann",,"rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2012-09-27T13:00:00.000","2012-09-27T15:15:00.000","PEBB/OEBB Boardroom, Department of Administrative Services ÛÒ General Services Building, 1225 Ferry Street SE"," Salem","OR","The OEBB Board will convene in a public meeting to receive updates on various programs and projects, review and consider various administrative rule amendments proposed to be filed as permanent rules, or proposed to be moved into the permanent rulemaking process, and receive a staff update on various topics.","yes","Rose Mann","503-378-4606","rose.mann@state.or.us",,,,,,,"true",,,"http://www.oregon.gov/oha/OEBB/docs/Agendas/2012/BoardAgenda092712.pdf"
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup","SEOW Meeting","2012-10-11T08:30:00.000","2012-10-11T11:30:00.000","1225 Ferry St SE"," Salem","OR","The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting.  Topics to be announced. ",,"Rose Mann",,"rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup","SEOW Meeting","2012-11-08T08:30:00.000","2012-11-08T11:30:00.000","1225 Ferry St SE"," Salem","OR","Thursday, November 8, 2012, 8:30 to 11:30 a.m. -- PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to review and discuss further research and recommendations from the 2010-2011 Annual Data Report.",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2012-11-08T12:30:00.000","2012-11-08T16:00:00.000","1225 Ferry St. SE"," Salem","OR","Thursday, November 8, 2012 --12:30 to 4:00 p.m.. -- PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will convene in a public meeting to receive enrollment updates from staff and carriers and presentations on wellness and prevention.","yes","Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Business & Operations Workgroup Meeting","BOW Meeting","2012-11-28T13:00:00.000","2012-11-28T15:00:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Business and Operations Workgroup (BOW) will conduct a public meeting.  Topics include an update on the budget and dependent eligibility verification audit outcome and discussion of composite disability rates.",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup","SEOW Meeting","2012-12-13T08:30:00.000","2012-12-13T12:00:00.000","1225 Ferry St SE"," Salem","OR","The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to review and discuss further research and recommendations from the 2010-2011 Annual Data Report.",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2012-12-13T13:00:00.000","2012-12-05T16:15:00.000","1225 Ferry St SE"," Salem","OR","The OEBB Board will convene in a public meeting to receive updates from staff; review and consider rule amendments to Divisions 10, 15 and 40; review and consider availability of composite-rated, mandatory long-term disability plans; receive results from the 2011 Behavioral Risk Factor Surveillance System (BRFSS) survey of school employees; review and consider promotional ideas to increase physical activity by OEBB members; and receive an update on federal healthcare reform.","yes","Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup","SEOW Meeting","2013-01-17T09:00:00.000","2013-01-17T12:00:00.000","1225 Ferry St SE"," Salem","OR","Thursday, January 17, 2013 – 9:00 a.m. to noon -- PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting.  Agenda topics to be announced.","yes","Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2013-01-17T13:00:00.000","2013-01-17T16:30:00.000","1225 Ferry St SE"," Salem","OR","Thursday, January 17, 2013 -- 1:00 to 4:35 p.m.. -- PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will convene in a public meeting.  Agenda topics to be announced.","yes","Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Business and Operations Workgroup","BOW Meeting","2013-01-23T13:00:00.000","2013-01-23T14:00:00.000","1225 Ferry St SE"," Salem","OR","Wednesday, January 23, 2013, 1:00 to 2:00 p.m. -- PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Business and Operations Workgroup (BOW) will conduct a public meeting.  Topics include a discussion on trends and potential impacts of opt-outs and waives and review of proposed Division 30 administrative rules.",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup","SEOW Meeting","2013-02-14T09:00:00.000","2013-02-07T12:00:00.000","1225 Ferry St SE"," Salem","OR","The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to review and discuss further research from the 2010-11 Annual Data Report, benefit design recommendations for the 2013-14 plan year and wellness program concepts.",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2013-02-14T13:00:00.000","2013-02-14T16:00:00.000","1225 Ferry St SE"," Salem","OR","Beginning at 12:15 p.m., the OEBB Board will view a series of videos on substance abuse. The public is invited to join the Board, but the formal OEBB meeting will not convene until 1:00 p.m. The agenda topics include various staff and program updates, consideration of proposed amendments to a Division 30 administrative rule and updates from the Business and Operations Workgroup (BOW) and Strategies on Evidence and Outcomes Workgroup (SEOW).","yes","Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Business and Operations Workgroup","BOW Meeting","2013-02-28T13:00:00.000","2013-02-28T14:00:00.000","1225 Ferry St SE"," Salem","OR","The Business and Operations Workgroup (BOW) will conduct a public meeting. Topics include a continuing discussion on trends and potential impacts of opt-outs and waives and review of proposed Division 40 administrative rules.",,"Rose Mann",,"rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Healthy Futures Committee","Healthy Futures Meeting","2013-03-11T09:30:00.000","2013-03-11T11:00:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Healthy Futures Committee will conduct a public meeting to discuss Healthy Futures, a wellness program for OEBB members.",,"Rose Mann",,"rose.mann@state.or.us",,,,,,,"true",,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup","SEOW Meeting","2013-03-14T09:00:00.000","2013-03-14T11:30:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to review and discuss the annual report for the 2011-12 Plan Year and receive updates on various topics. ",,"Rose Mann",,"rose.mann@state.or.us",,,,,,,"true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting - Executive Session","OEBB Board EXEC SESSION","2013-03-14T11:30:00.000","2013-03-14T12:15:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will convene in executive session* to consult with legal advisors relating to the definition of medical and supplemental medical plans.

*Executive Session: No admittance unless stated below. Thank you.

The executive session is being held pursuant to ORS 192.660(2)(f) which allows a governing body to hold an executive session to consider information or records that are exempt by law from public inspection.

Representatives of the news media, OEBB staff and individuals specifically invited to participate are allowed to attend this executive session. Representatives of the news media are specifically directed not to report on any of the deliberations during executive session, except to state the general subject of the session as previously announced. No decision may be made in executive session.",,"Rose Mann",,"rose.mann@state.or.us",,,,,,,,,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2013-03-14T13:00:00.000",,"1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The OEBB Board will conduct a public meeting.  Topics to be announced.","yes","Rose Mann",,"rose.mann@state.or.us",,,,,,,"true",,,
"Oregon Educators Benefit Board","Healthy Futures Workgroup","Healthy Futures Meeting","2013-03-21T14:00:00.000","2013-03-21T16:00:00.000","1225 Ferry St SE"," Salem","OR","PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Healthy Futures Workgroup will conduct a public meeting to discuss Healthy Futures, a wellness program for OEBB members.",,"Rose Mann",,"rose.mann@state.or.us",,,,,,,"true",,,
"Oregon Educators Benefit Board","Business and Operations Workgroup","BOW Meeting","2013-04-02T13:00:00.000","2013-04-02T14:30:00.000","1225 Ferry St SE"," Salem","OR","Topics include reviewing proposed Division 65 administrative rules, discussion of proposed Division 40 rules, an update on revenue needs for 2013-14 and proposed administrative fee for 2013-14.",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup","SEOW Meeting","2013-04-11T08:30:00.000","2013-04-11T11:30:00.000","1225 Ferry St SE"," Salem","OR","The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting.  Topics to be announced.",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting - Executive Session","OEBB Board EXEC SESSION","2013-04-11T12:00:00.000","2013-04-11T12:45:00.000","1225 Ferry St SE"," Salem","OR","The OEBB Board will convene in executive session* to receive a staff and consultant advisory update on the status of the 2013-14 rate renewal negotiations.",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2013-04-11T13:00:00.000","2013-04-11T16:00:00.000","1225 Ferry St SE"," Salem","OR","The OEBB Board will conduct a public meeting.  Topics to be announced.","yes","Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup","SEOW Meeting","2013-04-22T08:00:00.000","2013-04-22T09:00:00.000","1225 Ferry St SE"," Salem","OR","The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting via a conference call to consider a pharmacy benefit design for inclusion in negotiations and potential benefit designs to be presented to the Board for final review and approval. ",,"Rose Mann",,"rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting - Executive Session","OEBB Board EXEC SESSION","2013-04-23T10:30:00.000","2013-04-23T11:30:00.000","1225 Ferry St SE"," Salem","OR","The OEBB Board will convene in executive session* to receive a staff and consultant advisory update on the status of the 2013-14 rate renewal negotiations.",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,
"Oregon Educators Benefit Board","Business and Operations Workgroup","BOW Meeting","2013-04-24T13:00:00.000","2013-04-23T15:00:00.000","1225 Ferry St SE"," Salem","OR","The Business and Operations Workgroup will conduct a public meeting to consider proposed amendments to Division 10 (Definitions) and Division 40 (Returning to Benefit-eligible Status)administrative rules.  ",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting - Executive Session","OEBB Board EXEC SESSION","2013-04-25T09:00:00.000","2013-04-23T09:45:00.000","1225 Ferry St SE"," Salem","OR","The OEBB Board will convene in executive session* to receive a staff and consultant advisory on the 2013-14 renewals and rates.",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2013-04-25T10:00:00.000","2013-04-25T12:00:00.000","1225 Ferry St SE"," Salem","OR","Time to be determined. The OEBB Board will conduct a public meeting. Topics to be announced.","yes","Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Healthy Futures Workgroup","Healthy Futures Meeting","2013-05-07T13:00:00.000","2013-05-07T13:30:00.000","1225 Ferry St SE"," Salem","OR","The Healthy Futures Workgroup will conduct a public meeting to review and discuss feedback received from stakeholders on the Healthy Futures Program.",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Business and Operations Workgroup","BOW Meeting","2013-05-08T14:00:00.000","2013-05-08T14:30:00.000","1225 Ferry St SE"," Salem","OR","The Business and Operations Workgroup will conduct a public meeting to review and discuss final amendments to the Division 30 rules (Plan Design Development and Selection) relating to use of composite rates for employer-paid disability options. ",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup","SEOW Meeting","2013-05-09T09:00:00.000","2013-05-09T11:30:00.000","1225 Ferry St SE"," Salem","OR","The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to review and discuss the 2011-12 Annual Data Report. ",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","OEBB Board Meeting","OEBB Board Meeting","2013-05-09T13:00:00.000","2013-05-09T15:00:00.000","1225 Ferry St SE"," Salem","OR","The OEBB Board will conduct a public meeting.  Topics to be announced.  ",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Strategies on Evidence and Outcomes Workgroup","SEOW Meeting","2013-06-21T09:30:00.000","2013-06-21T11:30:00.000","1225 Ferry St SE"," Salem","OR","The Strategies on Evidence and Outcomes Workgroup (SEOW) will conduct a public meeting to review and discuss revisions to the 2011-12 Annual Data Report.",,"Rose Mann","503-378-4606","rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
"Oregon Educators Benefit Board","Business and Operations Workgroup","BOW Meeting","2013-07-09T14:00:00.000","2013-07-09T14:30:00.000","1225 Ferry St SE"," Salem","OR","Telephone Conference originating from the PEBB/OEBB Boardroom, Department of Administrative Services – General Services Building, 1225 Ferry Street SE, Salem, OR 97301.  The Business and Operations Workgroup will conduct a public meeting to review and discuss final amendments to the Division 10 (Definitions) and Division 65 (OEBB Administration of Early Retiree Groups) rules; amendments to be filed as Temporary Rules and moved into the permanent rulemaking process under Division 30 (Plan Selection), Division 70 (HB2557), and Division 80 (Operations); and amendments to be moved into the permanent rulemaking process under Division 40 (Enrollments) and Division 50 (Continuation of Coverage). ",,"Rose Mann",,"rose.mann@state.or.us",,,,"Rose Mann","503-378-4606","rose.mann@state.or.us","true",,,
