"division","classification","position","title","_07_31_15","_08_31_15","_09_30_15","_10_31_15","_11_30_15","_12_31_15","_01_31_16","_02_29_16","_03_31_16","_04_30_16","_05_31_16","_06_30_16","_07_31_16","_08_31_16","_09_30_16","_10_31_16","_11_30_16","_12_31_16","_01_31_17","_02_28_17","_03_31_17","_04_30_17","_05_31_17","_06_30_17","total"
"Administration","Accountant 2","0345001","WORKERS' BENEFIT FUND ASSESSMENT","2.77","2.47","2.63","2.43","2.25","2.33","2.51","2.63","2.99","2.76","2.86","2.86","2.46","2.82","2.65","2.75","2.19","2.82","2.65","2.53","2.16","1.89","2.05",,"58.46"
"Administration","Accountant 2","0345001","Total","7308.15","7239.31","7376.53","7307.81","7277.10","7734.71","7747.45","7747.58","7747.93","7747.70","7747.80","7747.81","7747.40","7747.76","7747.59","7747.70","7747.13","8540.48","8554.28","8554.14","8553.79","8553.51","8553.68","0.00","180777.34"
"Administration","Accountant 3","0102001","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95",,,"0.95","20.90"
"Administration","Accountant 3","0102001","DENTAL INSURANCE","101.31","101.31","101.31","101.31","101.31","100.20","100.20","100.20","100.20","100.20","100.20","100.20","100.20","100.20","100.20","100.20","100.20","104.78","104.78","104.78","104.78",,,"117.35","2245.42"
"Administration","Accountant 3","0102001","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92",,,"1.92","42.24"
"Administration","Accountant 3","0102001","HEALTH INSURANCE","1339.21","1339.21","1339.21","1339.21","1339.21","1397.37","1397.37","1397.37","1397.37","1397.37","1397.37","1397.37","1397.37","1397.37","1397.37","1397.37","1397.37","1399.98","1399.98","1399.98","1399.98",,,"1750.33","30814.74"
"Administration","Accountant 3","0102001","OVERTIME PAYMENTS",,"52.23",,,,,"36.83","11.05",,,,,,,,,,,,,,,,,"100.11"
"Administration","Accountant 3","0102001","PERS PENSION OBLIGATION BOND PAYMENT",,,,,"225.94","255.36","257.57","256.02","255.36","259.95","267.42","267.42","267.42","267.42","267.42","267.42","267.42","274.80","274.80","274.80","274.80",,,"316.92","4798.26"
"Administration","Accountant 3","0102001","PERS RETIREMENT",,,,,"501.20","566.47","571.37","567.94","566.47","576.66","593.23","593.23","593.23","593.23","593.23","593.23","593.23","609.60","609.60","609.60","609.60",,,"1018.37","10959.49"
"Administration","Accountant 3","0102001","PUBLIC EMPLOYEES' BENEFIT BOARD FEES",,,,,,"3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25",,,,"52.00"
"Administration","Accountant 3","0102001","REGULAR EMPLOYEES SALARY","4162.00","4162.00","4162.00","4162.00","3765.62","4256.00","4256.00","4256.00","4256.00","4332.57","4457.00","4457.00","4457.00","4457.00","4457.00","4457.00","4457.00","4580.00","4580.00","4580.00","4580.00",,,"5282.00","96571.19"
"Administration","Accountant 3","0102001","SOCIAL SECURITY & MEDICARE","312.59","316.58","312.59","312.59","282.27","309.99","312.81","310.82","310.00","315.84","325.36","325.36","325.38","325.36","325.37","325.36","325.36","332.64","332.64","332.65","332.64",,,"393.44","7097.64"
"Administration","Accountant 3","0102001","WORKERS' BENEFIT FUND ASSESSMENT","2.99","2.87","2.86","2.99","2.40","2.86","2.60","2.69","2.98","2.77","2.84","3.01","1.87","2.72","2.00","2.59","2.75","2.16","1.98","2.40","2.79",,,"1.97","57.09"
"Administration","Accountant 3","0102001","Total","5920.97","5977.07","5920.84","5920.97","6220.82","6894.37","6940.87","6908.21","6894.50","6991.48","7149.54","7149.71","7148.59","7149.42","7148.71","7149.29","7149.45","7310.08","7309.90","7310.33","7310.71","0.00","0.00","8883.25","152759.08"
"Administration","Accountant 4","4103413","BASIC LIFE INSURANCE - $5.000","0.97","0.97","0.97","0.97","0.97","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","23.66"
"Administration","Accountant 4","4103413","DENTAL INSURANCE","83.57","83.57","83.57","83.57","83.57","84.34","84.34","84.34","84.34","84.34","84.34","84.34","84.34","84.34","84.34","84.34","84.34","66.18","66.18","66.18","66.18","66.18","66.18","66.18","1893.19"
"Administration","Accountant 4","4103413","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","46.08"
"Administration","Accountant 4","4103413","HEALTH INSURANCE","899.41","899.41","899.41","899.41","899.41","947.80","947.80","947.80","947.80","947.80","947.80","947.80","947.80","947.80","947.80","947.80","947.80","766.16","766.16","766.16","766.16","766.16","766.16","766.16","21233.77"
"Administration","Accountant 4","4103413","PERS PENSION OBLIGATION BOND PAYMENT","448.63","448.63","448.63","448.63","401.76","410.82","410.82","410.82","410.82","410.82","410.82","410.82","410.82","410.82","410.82","410.82","410.82","422.10","422.10","422.10","422.10","422.10","422.10","422.10","10080.82"
"Administration","Accountant 4","4103413","PERS RETIREMENT","1290.99","1290.99","1290.99","1290.99","1290.99","1320.10","1320.10","1320.10","1320.10","1320.10","1320.10","1320.10","1320.10","1320.10","1320.10","1320.10","1320.10","1356.35","1356.35","1356.35","1356.35","1356.35","1356.35","1356.35","31790.60"
"Administration","Accountant 4","4103413","REGULAR EMPLOYEES SALARY","6696.00","6696.00","6696.00","6696.00","6696.00","6847.00","6847.00","6847.00","6847.00","6847.00","6847.00","6847.00","6847.00","6847.00","6847.00","6847.00","6847.00","7035.00","7035.00","7035.00","7035.00","7035.00","7035.00","7035.00","164889.00"
"Administration","Accountant 4","4103413","SOCIAL SECURITY & MEDICARE","506.05","506.06","506.05","506.05","506.05","519.14","519.13","519.13","519.14","519.13","519.14","519.13","519.13","519.14","519.13","519.14","519.14","533.54","533.54","533.53","533.54","533.54","533.54","533.54","12494.65"
"Administration","Accountant 4","4103413","WORKERS' BENEFIT FUND ASSESSMENT","2.89","3.06","2.24","3.01","2.31","2.55","1.21","2.38","3.10","2.18","2.89","2.72","2.28","2.16","1.87","2.57","2.64","2.84","1.97","1.97","3.16","1.91","2.26","1.70","57.87"
"Administration","Accountant 4","4103413","Total","9930.43","9930.61","9929.78","9930.55","9882.98","10134.66","10133.31","10134.48","10135.21","10134.28","10135.00","10134.82","10134.38","10134.27","10133.97","10134.68","10134.75","10185.08","10184.21","10184.20","10185.40","10184.15","10184.50","10183.94","242509.64"
"Administration","Accounting Technician 2","4103405","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,,,,"0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","11.88"
"Administration","Accounting Technician 2","4103405","DENTAL INSURANCE",,,,,,,,,,,,,"74.28","74.28","74.28","74.28","74.28","61.08","61.08","61.08","61.08","61.08","61.08","61.08","798.96"
"Administration","Accounting Technician 2","4103405","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,,,,,,,,,,"1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","23.04"
"Administration","Accounting Technician 2","4103405","HEALTH INSURANCE",,,,,,,,,,,,,"947.80","947.80","947.80","947.80","947.80","766.16","766.16","766.16","766.16","766.16","766.16","766.16","10102.12"
"Administration","Accounting Technician 2","4103405","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,,,,,,,,,,,,"181.20","181.20","181.20","181.20","724.80"
"Administration","Accounting Technician 2","4103405","PERS RETIREMENT",,,,,,,,,,,,,,,,,,,,,"401.96","401.96","401.96","401.96","1607.84"
"Administration","Accounting Technician 2","4103405","REGULAR EMPLOYEES SALARY",,,,,,,,,,,,,"2659.10","2939.00","2939.00","2939.00","2939.00","2942.78","3020.00","3020.00","3020.00","3020.00","3020.00","3020.00","35477.88"
"Administration","Accounting Technician 2","4103405","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,"202.63","224.04","224.05","224.04","224.04","225.82","231.73","231.73","231.73","231.72","231.73","231.73","2714.99"
"Administration","Accounting Technician 2","4103405","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,"2.58","3.13","2.76","2.86","2.48","2.26","2.26","2.47","2.94","1.93","1.92","1.62","29.21"
"Administration","Accounting Technician 2","4103405","Total","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3889.30","4191.16","4190.80","4190.89","4190.51","4001.01","4084.14","4084.35","4667.98","4666.96","4666.96","4666.66","51490.72"
"Administration","Electronic Publishing Design Specialist 3","4213415","BASIC LIFE INSURANCE - $5.000",,"0.97","0.97","0.97","0.97","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","22.69"
"Administration","Electronic Publishing Design Specialist 3","4213415","DENTAL INSURANCE",,"99.76","99.76","99.76","99.76","115.57","115.57","115.57","115.57","115.57","115.57","115.57","115.57","115.57","115.57","115.57","115.57","132.36","132.36","132.36","132.36","132.36","132.36","132.36","2712.40"
"Administration","Electronic Publishing Design Specialist 3","4213415","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,"1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","1.92","44.16"
"Administration","Electronic Publishing Design Specialist 3","4213415","HEALTH INSURANCE",,"1232.18","1232.18","1232.18","1232.18","1298.46","1298.46","1298.46","1298.46","1298.46","1298.46","1298.46","1298.46","1298.46","1298.46","1298.46","1298.46","1532.32","1532.32","1532.32","1532.32","1532.32","1532.32","1532.32","31236.48"
"Administration","Electronic Publishing Design Specialist 3","4213415","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,"293.94","293.94","293.94","293.94","293.94","293.94","293.94","293.94","293.94","302.04","302.04","302.04","302.04","302.04","302.04","302.04","4759.74"
"Administration","Information Systems Specialist 7","49730142","WORKERS' BENEFIT FUND ASSESSMENT","2.96","2.58","2.55",,,,,,,,,,,,,,,,,,,,,,"8.09"
"Administration","Electronic Publishing Design Specialist 3","4213415","PERS RETIREMENT",,,,,,,,,"652.06","652.06","652.06","652.06","652.06","652.06","652.06","652.06","652.06","670.03","670.03","670.03","670.03","670.03","670.03","670.03","10558.75"
"Administration","Electronic Publishing Design Specialist 3","4213415","PUBLIC EMPLOYEES' BENEFIT BOARD FEES",,,,"3.25","3.25","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","130.00"
"Administration","Electronic Publishing Design Specialist 3","4213415","REGULAR EMPLOYEES SALARY",,"228.14","4791.00","4791.00","4791.00","4446.84","4899.00","4899.00","4899.00","4899.00","4899.00","4899.00","4899.00","4899.00","4899.00","4899.00","4899.00","5034.00","5034.00","5034.00","5034.00","5034.00","5034.00","5034.00","108174.98"
"Administration","Electronic Publishing Design Specialist 3","4213415","SOCIAL SECURITY & MEDICARE",,"13.94","362.99","353.82","353.82","325.85","360.44","360.44","361.13","361.13","361.13","361.13","361.13","361.13","361.14","361.13","361.13","370.74","370.74","370.74","370.73","370.74","370.75","375.40","7981.32"
"Administration","Electronic Publishing Design Specialist 3","4213415","WORKERS' BENEFIT FUND ASSESSMENT",,"0.14","2.86","2.99","2.31","2.59","2.45","2.72","3.08","2.72","2.62","2.72","2.67","2.31","2.82","2.86","2.30","2.26","2.65","2.52","3.11","1.92","2.11","1.80","56.53"
"Administration","Electronic Publishing Design Specialist 3","4213415","Total","0.00","1577.05","6491.68","6485.89","6485.21","6198.72","6685.33","6685.60","7632.65","7632.29","7632.19","7632.29","7632.24","7631.88","7632.40","7632.43","7631.87","8053.16","8053.55","8053.42","8054.00","8052.82","8053.02","8057.36","165677.05"
"Administration","Executive Assistant","00003001","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,,,,,"0.95","0.95","0.95","0.95","0.95",,,,,,,"4.75"
"Administration","Executive Assistant","00003001","HEALTH INSURANCE",,,,,,,,,,,,,,"386.05","386.05","386.05","386.05","386.05",,,,,,,"1930.25"
"Administration","Executive Assistant","00003001","REGULAR EMPLOYEES SALARY",,,,,,,,,,,,,,"1966.13","3731.48","4111.00","4111.00","4224.00","192.00",,,,,,"18335.61"
"Administration","Executive Assistant","00003001","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,,"165.78","298.24","327.26","327.27","335.91","14.69",,,,,,"1469.15"
"Administration","Executive Assistant","00003001","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,,"2.96","2.96","2.96","2.96","2.96",,,,,,,"14.80"
"Administration","Executive Assistant","00003001","Total","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2521.87","4419.68","4828.22","4828.23","4949.87","206.69","0.00","0.00","0.00","0.00","0.00","21754.56"
"Administration","Executive Assistant","0013003","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,,,,,,,,,,,,,,"0.48",,"0.48"
"Administration","Executive Assistant","0013003","DENTAL INSURANCE",,,,,,,,,,,,,,,,,,,,,,,"64.80",,"64.80"
"Administration","Executive Assistant","0013003","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,,,,,,,,,,,,,,,,,,,,"0.94",,"0.94"
"Administration","Executive Assistant","0013003","HEALTH INSURANCE",,,,,,,,,,,,,,,,,,,,,,,"750.26",,"750.26"
"Administration","Executive Assistant","0013003","PUBLIC EMPLOYEES' BENEFIT BOARD FEES",,,,,,,,,,,,,,,,,,,,,,,"1.52",,"1.52"
"Administration","Executive Assistant","0013003","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,,,,,,,,,,,"246.86",,"246.86"
"Administration","Executive Assistant","0013003","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,,,,,,,,,,,"1.03",,"1.03"
"Administration","Executive Assistant","0013003","Total","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1065.89","0.00","1065.89"
"Audits","State Auditor 2","1507001","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,,,,,,,,,,,"205.60","366.56","572.16"
"Administration","Executive Assistant","10080061","BASIC LIFE INSURANCE - $5.000","0.97","0.97","0.97","0.97","0.97","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99",,,,,,,"17.72"
"Administration","Executive Assistant","10080061","DENTAL INSURANCE","103.44","103.44","103.44","103.44","103.44","104.42","104.42","104.42","104.42","104.42","104.42","104.42","104.42","104.42","104.42","104.42","104.42","100.89",,,,,,,"1871.13"
"Administration","Executive Assistant","10080061","HEALTH INSURANCE","1205.18","1205.18","1205.18","1205.18","1205.18","1270.00","1270.00","1270.00","1270.00","1270.00","1270.00","1270.00","1270.00","1270.00","1270.00","1270.00","1270.00","1264.16",,,,,,,"22530.06"
"Administration","Executive Assistant","10080061","PERS PENSION OBLIGATION BOND PAYMENT","333.59","333.59","333.59","333.59","298.74","305.46","305.46","311.36","320.94","320.94","320.94","320.94","320.94","320.94","320.94","320.94","320.94","329.76",,,,,,,"5773.60"
"Administration","Executive Assistant","10080061","PERS RETIREMENT","662.70","662.70","662.70","662.70","662.70","677.61","677.61","690.70","711.95","711.95","711.95","711.95","711.95","711.95","711.95","711.95","711.95","731.52",,,,,,,"12498.49"
"Administration","Executive Assistant","10080061","REGULAR EMPLOYEES SALARY","4979.00","4979.00","4979.00","4979.00","4979.00","5091.00","5091.00","5189.28","5349.00","5349.00","5349.00","5349.00","5349.00","5349.00","5349.00","5349.00","5349.00","5496.00",,,,,,,"93903.28"
"Administration","Executive Assistant","10080061","SOCIAL SECURITY & MEDICARE","368.20","368.19","368.19","368.20","368.20","385.30","385.30","392.83","405.03","405.04","405.04","405.04","405.04","405.04","405.04","405.04","405.04","413.88",,,,,,,"7063.64"
"Administration","Executive Assistant","10080061","WORKERS' BENEFIT FUND ASSESSMENT","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96",,,,,,,"53.28"
"Administration","Executive Assistant","10080061","Total","7656.04","7656.03","7656.03","7656.04","7621.19","7837.74","7837.74","7962.54","8165.29","8165.30","8165.30","8165.30","8165.30","8165.30","8165.30","8165.30","8165.30","8340.16","0.00","0.00","0.00","0.00","0.00","0.00","143711.20"
"Administration","Executive Assistant","10080062","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,,,,,,,,,"0.99","0.99","0.99","0.99","0.99",,,"4.95"
"Administration","Executive Assistant","10080062","DENTAL INSURANCE",,,,,,,,,,,,,,,,,,"132.36","132.36","132.36","132.36","132.36",,,"661.80"
"Administration","Executive Assistant","10080062","HEALTH INSURANCE",,,,,,,,,,,,,,,,,,"1532.32","1532.32","1532.32","1532.32","1532.32",,,"7661.60"
"Administration","Executive Assistant","10080062","PUBLIC EMPLOYEES' BENEFIT BOARD FEES",,,,,,,,,,,,,,,,,,,"3.25","3.25","3.25","3.25",,,"13.00"
"Administration","Executive Assistant","10080062","REGULAR EMPLOYEES SALARY",,,,,,,,,,,,,,,,,,"636.36","7000.00","7000.00","7000.00","7000.00","3347.83",,"31984.19"
"Administration","Executive Assistant","10080062","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,,,,,,"47.15","516.38","515.61","515.61","515.61",,,"2110.36"
"Administration","Executive Assistant","10080062","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,,,,,,"0.27","2.96","2.96","2.96","2.09",,,"11.24"
"Administration","Executive Assistant","10080062","Total","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2349.45","9188.26","9187.49","9187.49","9186.62","3347.83","0.00","42447.14"
"Administration","Executive Assistant","10080063","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,,,,,,,,,,,,,,"0.95","0.95","1.90"
"Administration","Executive Assistant","10080063","DENTAL INSURANCE",,,,,,,,,,,,,,,,,,,,,,,"72.12","72.12","144.24"
"Administration","Executive Assistant","10080063","HEALTH INSURANCE",,,,,,,,,,,,,,,,,,,,,,,"864.98","864.98","1729.96"
"Administration","Executive Assistant","10080063","LONGEVITY-BONUS-INCENTIVE",,,,,,,,,,,,,,,,,,,,,,,"5000.00",,"5000.00"
"Administration","Executive Assistant","10080063","REGULAR EMPLOYEES SALARY",,,,,,,,,,,,,,,,,,,,,,,"2556.48","4523.00","7079.48"
"Administration","Executive Assistant","10080063","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,,,,,,,,,,,"574.29","342.23","916.52"
"Administration","Executive Assistant","10080063","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,,,,,,,,,,,"2.09","2.09","4.18"
"Administration","Executive Assistant","10080063","Total","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9070.91","5805.37","14876.28"
"Administration","Executive Assistant","4103405","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,,,,,,,,,,"0.99",,,,,,"0.99"
"Administration","Executive Assistant","4103405","DENTAL INSURANCE",,,,,,,,,,,,,,,,,,,"100.89",,,,,,"100.89"
"Administration","Executive Assistant","4103405","HEALTH INSURANCE",,,,,,,,,,,,,,,,,,,"1264.16",,,,,,"1264.16"
"Administration","Executive Assistant","4103405","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,,,,,,,"-1.58",,,,,,"-1.58"
"Administration","Executive Assistant","4103405","Total","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1364.46","0.00","0.00","0.00","0.00","0.00","1364.46"
"Administration","Executive Support Specialist 2","1008006","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,,,,,,,,,,,,,,,"0.95","0.95"
"Administration","Executive Support Specialist 2","1008006","DENTAL INSURANCE",,,,,,,,,,,,,,,,,,,,,,,,"82.05","82.05"
"Administration","Executive Support Specialist 2","1008006","HEALTH INSURANCE",,,,,,,,,,,,,,,,,,,,,,,,"1187.86","1187.86"
"Administration","Executive Support Specialist 2","1008006","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,,,,,,,,,,,,,,,"271.38","271.38"
"Administration","Executive Support Specialist 2","1008006","PERS RETIREMENT",,,,,,,,,,,,,,,,,,,,,,,,"602.01","602.01"
"Administration","Executive Support Specialist 2","1008006","REGULAR EMPLOYEES SALARY",,,,,,,,,,,,,,,,,,,,,,,,"4523.00","4523.00"
"Administration","Executive Support Specialist 2","1008006","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,,,,,,,,,,,,"341.63","341.63"
"Administration","Executive Support Specialist 2","1008006","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,,,,,,,,,,,,"2.09","2.09"
"Administration","Executive Support Specialist 2","1008006","Total","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7010.97","7010.97"
"Administration","Human Resource Analyst 2","4303405","BASIC LIFE INSURANCE - $5.000","0.97","0.97","0.97","0.97","0.97","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","23.66"
