"county","project_name","address","city","management","contact_phone","total_units","single_room_occupancy","studio","_1_bedroom","_2_bedrooms","_3_bedrooms","_4_bedrooms"
"Jackson","Cherry Creek","1020 N Berkeley Wy","Medford","Housing Authority of Jackson County","541-779-5785","50",,,"14","20","16",
"Jackson","The Concord","100 N Grape St","Medford","Housing Authority of Jackson County","541-779-5785","49",,,"20","29",,
"Jackson","Conifer Gardens","700 Royal Ave","Medford","Cascade Management Inc.","541-779-8262","52",,"16","36",,,
"Jackson","Coronado Apt.","1800 Crater Ave","Medford","ColumbiaCare Services Inc.","541-858-8170","1",,,,"1",,
"Jackson","Cottonwood Apts","717 N Ross Lane","Medford","ACCESS","541-779-6691","5",,,,,,
"Jackson","Crater Lake Retreat","2166 Crater Lake Ave","Medford","Housing Authority of Jackson County","541-779-5785","4",,,,"4",,
"Jackson","Delta Waters","3397 Delta Waters Rd","Medford","OnTrack","541-772-1777","18",,,"12","6",,
"Jackson","Elk Street Townhomes","81 Elk St","Medford","Housing Authority of Jackson County","541-779-5785","13",,,,"13",,
"Jackson","Finley Square","2300 Finley Ln","Medford","Housing Authority of Jackson County","541-779-5785","40",,,"20","20",,
"Jackson","Four Oaks","428 W 4th St","Medford","ACCESS","541-779-6691","7",,,"6","1",,
"Jackson","Franquette Street","515 Franquette St","Medford","OnTrack","541-772-1777","6","6",,,,,
"Jackson","Glen Ridge Terrace","690 Black Oak Dr","Medford","PRS","541-779-8393","46",,,,,,
"Jackson","Grand Apts","202 N Front St","Medford","Housing Authority of Jackson County","541-779-5785","26",,"3","23",,,
"Jackson","Grape Street House","404 S Grape St","Medford","OnTrack","541-772-1777","8","8",,,,,
"Jackson","Holly Court Apts","240 N Holly St","Medford","ACCESS","541-779-6691","8",,,"4","4",,
"Jackson","Holly Street Apts","325 S Holly St","Medford","Housing Authority of Jackson County","541-779-5785","6",,,,"3","3",
"Jackson","Larson Creek Retirement Center","1025 Ellendate Dr","Medford","Pacific Retirement Services","541-779-8393","40",,,"40",,,
"Jackson","Lilac Meadow","3001 Cummings Rd","Medford","Housing Authority of Jackson County","541-779-5785","82",,,"13","43","22","4"
"Jackson","Lions Cottage","205 N Holly St","Medford","ACCESS","541-779-6691","4",,,"2","2",,
"Jackson","Main Street Apts","1608 W Main St","Medford","Housing Authority of Jackson County","541-779-5785","8",,,,"8",,
"Jackson","Maple Terrace","13 Mace Rd","Medford","Housing Authority of Jackson County","541-779-5785","82",,,"22","48","12",
"Jackson","Mountain Vista","1947 W Stewart Ave","Medford","Viridian Management","541-426-3820","44",,,"8","29","7",
"Jackson","Mulberry Court","2120 Table Rock Rd","Medford","CPM Real Estate Services, Inc.","541-772-4562","30",,,,,,
"Jackson","Narregan Apts","1003 Narregan St","Medford","Housing Authority of Jackson County","541-779-5785","9",,,,,"9",
"Jackson","New Medford Apts","406 W Main St","Medford","Viridian Management","541-772-1303","74",,,"74",,,
"Jackson","Northwood Apts","777 Northwood St","Medford","Medford Better Housing","541-772-4180","36",,,"18","18",,
"Jackson","Orange Street","35 N Orange St","Medford","Jackson County","541-774-8201","5",,"5",,,,
"Jackson","Osprey Apts","250 Berrydale Ave","Medford","Housing Authority of Jackson County","541-779-5785","12",,,,"12",,
"Jackson","Quail Ridge Retirement Community","1055 Ellendate Dr","Medford","Pacific Retirement Services","541-857-7887","60",,,"60",,,
"Jackson","Rocky Rd/Carmel Circle","728 Rocky Road Dr","Medford","Housing Authority of Jackson County","541-779-5785","4",,,,"2","2",
"Jackson","Rogue River Estates","1395 Poplar Dr","Medford","Housing Authority of Jackson County","541-779-5785","94",,"12","81","1",,
"Jackson","Ross Knotts Retirement Center","2874 Creekside Cir","Medford","Pacific Retirement Services","541-857-7605",,,,,,,
"Jackson","Royal Apts","726 Royal Ave","Medford","Housing Authority of Jackson County","541-779-5785","86",,,"8","66","12",
"Jackson","Schuler Apts","38 N Oakdale Ave","Medford","CPM Real Estate Services, Inc.","541-773-6400","30","2",,"28",,,
"Jackson","Seroba Circle","161 Seroba Cir","Medford","Housing Authority of Jackson County","541-779-5785","12",,,,,,"12"
"Jackson","Sheraton Court","3047 Sheraton Ct","Medford","Housing Authority of Jackson County","541-779-5785","10",,,,,"8","2"
"Jackson","Southernaire","2578 Table Rock Rd","Medford","Housing Authority of Jackson County","541-779-5785","58",,,"3","38","17",
"Jackson","Spring Street Apts","750 Spring St","Medford","Cascade Management Inc.","541-779-7908","56",,,"50","6",,
"Jackson","Stevens Place","1105 Stevens St","Medford","Viridian Management","541-857-0616","49",,,"16","21","9","3"
"Jackson","Summit Street Apts","736 Summit Ave","Medford","Housing Authority of Jackson County","541-779-5785","6",,,,,"6",
"Jackson","Swing Lane","766 Swing Lane","Medford","ColumbiaCare Services Inc.","541-858-8170","8",,,,,,
"Jackson","Table Rock Apts","2158 Table Rock Rd","Medford","Housing Authority of Jackson County","541-779-5785","30",,"8","12","10",,
"Jackson","T'Morrow for the Elderly","1377 Morrow Rd","Medford","Medford Better Housing","541-772-4180","36",,,"36",,,
"Jackson","Valley Pines Apts","645 Royal Ave","Medford","Cascade Management Inc.","541-779-7316","120",,"42","42","30","6",
"Jackson","West Main Apts","1608 W Main St","Medford","Housing Authority of Jackson County","541-779-5785","8",,,,"8",,
"Jackson","Woodrow Pines","1090 Woodrow Ln","Medford","ACCESS","541-779-6691","10","4",,"6",,,
"Jackson","Victory Place","520 Front Street","Medford","ACCESS","541-779-6691","16",,"8","8",,,
"Jackson","Brookside Village Apts","933 N Rose St","Phoenix","Viridian Management","541-535-5916","40",,,"40",,,
"Jackson","Rose Court Apts","1178 N Rose St","Phoenix","Viridian Management","541-535-5916","36",,,"36",,,
"Jackson","Rogue Terrace","641 N River Rd","Rogue River","Cascade Management Inc.","541-582-4872","32",,,"32",,,
"Jackson","Sunnyslope Apts","621 N River Rd","Rogue River",,"541-582-0088","36",,,"36",,,
"Jackson","Valerie Hills Apts","701 N River Rd","Rogue River","Cascade Management Inc.","541-582-2757","42",,,"2","38","2",
"Jackson","Woodville Village","199 Rogue Ln","Rogue River","Cascade Management Inc.","541-582-4872","36",,,"36",,,
"Jackson","Quail Run","20 Erickson Ave","Shady Cove","Housing Authority of Jackson County","541-779-5785","24",,,"18","6",,
"Jackson","Shady Oaks Apts","55 Erickson Ave","Shady Cove","Ed Plume","541-878-2096","8",,,"8",,,
"Jackson","Anderson Vista","571 Talent Ave","Talent","Housing Authority of Jackson County","541-779-5785","36",,,,,,
"Jackson","Holiday Gardens Apts","220 Holiday Ln","Talent","Viridian Management","541-535-5866","56",,,"56",,,
"Jackson","Patio Village","233 Eva Wy","Talent","Housing Authority of Jackson County","541-779-5785","64",,,"18","46",,
"Jackson","Talent Duplexes","203 West St","Talent","Housing Authority of Jackson County","541-779-5785","6",,,,"4","2",
"Jackson","Agate Village","7770 Division Rd","White City","Cascade Management Inc.","541-476-1141","32",,,"6","26",,
"Jackson","Antelope Village Apts","7655 Garrison Ave","White City","Cascade Management Inc.","541-826-4409","22",,,"10","12",,
"Jackson","Freedom Square Apts","3442 Avenue E","White City","Housing Authority of Jackson County","541-779-5785","34",,,"16","14","4",
"Jackson","Patriot Station","8400 Division Rd","White City","Housing Authority of Jackson County","541-779-5785","53",,,"20","17","16",
