"division","classification","position","title","_07_31_17","_08_31_17","_09_30_17","_10_31_17","_11_30_17","_12_31_17","_01_31_18","_02_28_18","_03_31_18","_04_30_18","_05_31_18","_06_30_18","_07_31_18","_08_31_18","_09_31_18","_10_31_18","_11_30_18","_12_31_18","_01_31_19","feb2019","a3_31_2019","_4_30_2019","a05_31_19","_6_30_2019"
"Administration","Accountant 4","0013515","PERS PENSION OBLIGATION BOND PAYMENT","422.10","422.10","422.10","422.10","436.17","436.17","436.17","436.17","436.17","436.17","436.17","440.51","462.54","462.54","462.54","462.54","462.54","462.54","462.54","495.22","495.22","495.22","495.22","495.22"
"Administration","Accountant 4","0013515","PERS RETIREMENT","1677.14","1677.14","1677.14","1677.14","1677.14","1677.14","1677.14","1677.14","1677.14","1677.14","1677.14","1693.83","1778.53","1778.53","1778.53","1778.53","1778.53","1778.53","1778.53","1424.94","1424.94","1424.94","1424.94","1694.12"
"Administration","Accountant 4","0013515","REGULAR EMPLOYEES SALARY","7035.00","7035.00","7035.00","7035.00","7035.00","7035.00","7035.00","7035.00","7035.00","7035.00","7035.00","7105.00","7105.00","7105.00","7105.00","7105.00","7105.00","7105.00","7105.00","7607.00","7607.00","7607.00","7607.00","7607.00"
"Administration","Accountant 4","0013515","SOCIAL SECURITY & MEDICARE","533.54","533.53","533.54","533.54","533.54","533.64","533.63","533.64","533.65","533.64","533.63","539.00","566.17","566.16","566.18","566.17","566.17","566.12","566.13","606.45","606.44","606.45","606.45","606.45"
"Administration","Accountant 4","0013515","WORK OUT OF CLASS & LEADWORK",,,,,,,,,,,,,"355.25","355.25","355.25","355.25","355.25","355.25","355.25","380.35","380.35","380.35","380.35","380.35"
"Administration","Accountant 4","0013515","WORKERS' BENEFIT FUND ASSESSMENT","1.68","1.68","1.51","2.36","1.82","2.33","1.48","2.43","2.53","1.72","2.63","1.96","1.90","2.34","1.23","2.38","2.10","2.01","0.98","1.97","1.75","2.04","2.14","1.70"
"Administration","Accounting Technician 2","0003524","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,,,,,,,,,,,,"0.89","0.89","0.89","0.89"
"Administration","Accounting Technician 2","0003524","DENTAL INSURANCE",,,,,,,,,,,,,,,,,,,,,"109.94","109.94","109.94","109.94"
"Administration","Accounting Technician 2","0003524","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,,,,,,,,,,,,,,,,,,"2.14","2.14","2.14","2.14"
"Administration","Accounting Technician 2","0003524","HEALTH INSURANCE",,,,,,,,,,,,,,,,,,,,,"1368.12","1368.12","1368.12","1368.12"
"Administration","Accounting Technician 2","0003524","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,,,,,,,,,,,,"254.14","254.14","254.14","254.14"
"Administration","Accounting Technician 2","0003524","PERS RETIREMENT",,,,,,,,,,,,,,,,,,,,,"731.26","731.26","731.26","869.40"
"Administration","Accounting Technician 2","0003524","REGULAR EMPLOYEES SALARY",,,,,,,,,,,,,,,,,,,,,"4099.00","4099.00","4099.00","4099.00"
"Administration","Accounting Technician 2","0003524","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,,,,,,,,,"313.78","313.76","313.77","313.78"
"Administration","Accounting Technician 2","0003524","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,,,,,,,,,"1.61","2.02","1.43","1.43"
"Administration","Accounting Technician 2","0064950","BASIC LIFE INSURANCE - $5.000","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99",,,,"0.89","0.89","0.89","0.89"
"Administration","Accounting Technician 2","0064950","DENTAL INSURANCE","61.08","61.08","61.08","61.08","61.08","49.81","49.81","49.81","49.81","49.81","49.81","49.81","49.81","49.81","49.81","49.81","49.81",,,,"137.13","137.13","137.13","137.13"
"Administration","Accounting Technician 2","0064950","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14",,,,"2.14","2.14","2.14","2.14"
"Administration","Accounting Technician 2","0064950","HEALTH INSURANCE","766.16","766.16","766.16","766.16","766.16","648.96","648.96","648.96","648.96","648.96","648.96","648.96","648.96","648.96","648.96","648.96","648.96",,,,"1890.58","1890.58","1890.58","1890.58"
"Administration","Accounting Technician 2","0064950","PERS PENSION OBLIGATION BOND PAYMENT","188.26","189.00","189.00","189.00","195.30","195.30","195.30","195.30","195.30","195.30","195.30","197.28","205.26","206.52","206.52","206.52","159.58",,,,"221.09","221.09","221.09","221.09"
"Administration","Accounting Technician 2","0064950","PERS RETIREMENT","526.50","528.57","528.57","528.57","528.57","528.57","528.57","528.57","528.57","528.57","528.57","533.94","555.53","558.94","558.94","558.94","431.91",,,,"384.41","384.41","384.41","525.99"
"Administration","Accounting Technician 2","0064950","PUBLIC EMPLOYEES' BENEFIT BOARD FEES",,,,,,,,,,,,,,,,,,,,,"2.95","2.95","2.95","2.95"
"Administration","Accounting Technician 2","0064950","REGULAR EMPLOYEES SALARY","3137.62","3150.00","3150.00","3150.00","3150.00","3150.00","3150.00","3150.00","3150.00","3150.00","3150.00","3182.00","3310.68","3331.00","3331.00","3331.00","2573.95",,,,"3566.00","3566.00","3566.00","3566.00"
"Administration","Accounting Technician 2","0064950","SOCIAL SECURITY & MEDICARE","238.43","239.95","239.96","239.95","239.95","240.05","240.05","241.78","241.77","241.77","241.77","244.23","254.06","255.62","255.62","255.62","197.71",,,,"268.25","268.27","268.26","268.27"
"Administration","Accounting Technician 2","0064950","WORKERS' BENEFIT FUND ASSESSMENT","1.30","1.97","1.99","2.35","1.96","2.01","1.99","2.13","2.21","2.09","2.24","2.20","1.69","1.68","1.78","2.45","1.46",,,,"1.66","2.06","2.09","1.81"
"Administration","Accounting Technician 3","0064949","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,,,"0.99","0.99","0.99","0.99","0.99","0.99",,,,"0.89","0.89","0.89","0.89"
"Administration","Accounting Technician 3","0064949","DENTAL INSURANCE",,,,,,,,,,,,"134.45","134.45","134.45","134.45","134.45","134.45",,,,"101.58","101.58","101.58","101.58"
"Administration","Accounting Technician 3","0064949","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,,,,,,,,"2.14","2.14","2.14","2.14","2.14","2.14","2.14",,,"2.14","2.14","2.14","2.14","2.14"
"Administration","Accounting Technician 3","0064949","HEALTH INSURANCE",,,,,,,,,,,,"1819.15","1819.15","1819.15","1819.15","1819.15","1819.15",,,,"1400.42","1400.42","1400.42","1400.42"
"Administration","Accounting Technician 3","0064949","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,,"136.80","226.98","226.98","226.98","226.98","237.40","237.40",,,"195.86","279.81","279.81","279.81","279.81"
"Administration","Accounting Technician 3","0064949","PERS RETIREMENT",,,,,,,,,,,"370.25","614.32","614.32","614.32","614.32","642.51","642.51",,,"563.58","805.12","805.12","805.12","957.21"
"Administration","Accounting Technician 3","0064949","PUBLIC EMPLOYEES' BENEFIT BOARD FEES",,,,,,,,,,,,"3.25",,,,,,,,,,,,
"Administration","Accounting Technician 3","0064949","REGULAR EMPLOYEES SALARY",,,,,,,,,,,"2206.52","3661.00","3661.00","3661.00","3661.00","3829.00","3829.00",,,"3159.10","4513.00","4513.00","4513.00","4513.00"
"Administration","Accounting Technician 3","0064949","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,"168.79","274.74","280.19","280.19","280.20","293.05","293.04",,,"241.67","338.95","341.62","340.28","340.29"
"Administration","Accounting Technician 3","0064949","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,"1.46","1.76","1.84","1.90","1.84","2.10","1.83",,,"1.25","1.52","2.10","1.63","1.92"
"Administration","Electronic Publishing Design Specialist 3","0040849","BASIC LIFE INSURANCE - $5.000","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.89","0.89","0.89","0.89","0.89","0.89","0.89"
"Administration","Electronic Publishing Design Specialist 3","0040849","DENTAL INSURANCE","132.36","132.36","132.36","132.36","132.36","145.52","145.52","145.52","145.52","145.52","145.52","145.52","145.52","145.52","145.52","145.52","145.52","148.41","148.41","148.41","148.41","148.41","148.41","148.41"
"Administration","Electronic Publishing Design Specialist 3","0040849","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14"
"Administration","Electronic Publishing Design Specialist 3","0040849","HEALTH INSURANCE","1532.32","1532.32","1532.32","1532.32","1532.32","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1846.97","1846.97","1846.97","1846.97","1846.97","1846.97","1846.97"
"Administration","Electronic Publishing Design Specialist 3","0040849","PERS PENSION OBLIGATION BOND PAYMENT","302.04","302.04","302.04","302.04","312.11","312.11","312.11","312.11","312.11","312.11","327.71","330.97","330.97","330.97","330.97","330.97","330.97","330.97","330.97","354.34","354.34","354.34","354.34","354.34"
"Administration","Executive Support Specialist 2","1008006","SOCIAL SECURITY & MEDICARE",,"55.40","341.23","341.22","341.23","345.61","360.57","357.58","345.60","345.61","345.60",,,,,,,,,,,,,
"Administration","Electronic Publishing Design Specialist 3","0040849","PERS RETIREMENT","844.71","844.71","844.71","844.71","844.71","844.71","844.71","844.71","844.71","844.71","886.94","895.75","895.75","895.75","895.75","895.75","895.75","895.75","895.75","616.09","616.09","616.09","616.09","842.98"
"Administration","Electronic Publishing Design Specialist 3","0040849","PUBLIC EMPLOYEES' BENEFIT BOARD FEES","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","6.50","5.90","5.90","5.90","5.90","5.90","5.90","5.90"
"Administration","Electronic Publishing Design Specialist 3","0040849","REGULAR EMPLOYEES SALARY","5034.00","5034.00","5034.00","5034.00","5034.00","5034.00","5034.00","5034.00","5034.00","5034.00","5034.00","5084.00","5084.00","5084.00","5084.00","5084.00","5084.00","5084.00","5084.00","5443.00","5443.00","5443.00","5443.00","5443.00"
"Administration","Electronic Publishing Design Specialist 3","0040849","SOCIAL SECURITY & MEDICARE","375.41","375.40","375.42","375.40","375.41","375.62","375.62","375.62","375.62","375.62","394.88","398.89","398.89","398.90","398.88","398.90","398.89","398.43","398.43","427.26","427.27","427.26","427.27","427.26"
"Administration","Electronic Publishing Design Specialist 3","0040849","WORK OUT OF CLASS & LEADWORK",,,,,,,,,,,"251.70","254.20","254.20","254.20","254.20","254.20","254.20","254.20","254.20","272.15","272.15","272.15","272.15","272.15"
"Administration","Electronic Publishing Design Specialist 3","0040849","WORKERS' BENEFIT FUND ASSESSMENT","1.79","1.69","2.02","2.28","1.79","1.90","2.30","1.96","1.94","2.31","2.38","2.10","1.73","1.89","2.06","2.35","2.10","1.75","1.88","1.73","1.91","2.10","2.00","1.71"
"Administration","Executive Assistant","0026373","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","0.85","0.85","0.85","0.85","0.85","0.85"
"Administration","Executive Assistant","0026373","DENTAL INSURANCE","82.05","82.05","82.05","82.05","82.05","82.01","82.01","82.01","82.01","82.01","82.01","82.01","82.01","82.01","82.01","82.01","82.01","84.82","84.82","84.82","84.82","84.82","84.82","84.82"
"Administration","Executive Assistant","0026373","HEALTH INSURANCE","1187.86","1187.86","1187.86","1187.86","1187.86","1204.66","1204.66","1204.66","1204.66","1204.66","1204.66","1204.66","1204.66","1204.66","1204.66","1204.66","1204.66","1239.90","1239.90","1239.90","1239.90","1239.90","1239.90","1239.90"
"Administration","Executive Assistant","0026373","PERS PENSION OBLIGATION BOND PAYMENT","271.38","271.38","298.14","284.76","294.25","294.25","294.25","294.25","294.25","294.25","294.25","311.86","311.86","311.86","311.86","327.45","343.05","343.05","343.05","367.26","367.26","367.26","367.26","385.74"
"Administration","Executive Assistant","0026373","PERS RETIREMENT","758.96","758.96","833.80","796.38","796.38","796.38","796.38","796.38","796.38","796.38","796.38","844.03","844.03","844.03","844.03","886.23","928.44","928.44","928.44","638.55","638.55","638.55","638.55","670.69"
"Administration","Executive Assistant","0026373","REGULAR EMPLOYEES SALARY","4523.00","4523.00","4969.00","4746.00","4746.00","4746.00","4746.00","4746.00","4746.00","4746.00","4746.00","5030.00","5030.00","5030.00","5030.00","5030.00","5018.59","5018.59","5018.59","5385.00","5385.00","5385.00","5385.00","7233.53"
"Administration","Executive Assistant","0026373","SOCIAL SECURITY & MEDICARE","341.64","341.63","375.75","358.69","358.69","358.62","358.63","358.62","358.63","358.62","358.63","380.35","380.34","380.35","380.36","399.59","418.82","418.64","418.65","448.52","448.52","448.51","448.53","604.07"
"Administration","Executive Assistant","0026373","WORK OUT OF CLASS & LEADWORK",,,,,,,,,,,,,,,,"251.50","514.41","514.41","514.41","538.50","538.50","538.50","538.50","723.35"
"Administration","Executive Assistant","0026373","WORKERS' BENEFIT FUND ASSESSMENT","2.09","2.09","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.09","2.09","2.44","2.44","2.44","2.44","2.09","2.09","2.09","2.09","2.09","2.09"
"Administration","Executive Assistant","1008006","BASIC LIFE INSURANCE - $5.000","0.95","0.95",,,,,,,,,,,,,,,,,,,,,,
"Administration","Executive Assistant","1008006","DENTAL INSURANCE","72.12","72.12",,,,,,,,,,,,,,,,,,,,,,
"Administration","Executive Assistant","1008006","HEALTH INSURANCE","864.98","864.98",,,,,,,,,,,,,,,,,,,,,,
"Administration","Executive Assistant","1008006","REGULAR EMPLOYEES SALARY","4523.00","4523.00",,,,,,,,,,,,,,,,,,,,,,
"Administration","Executive Assistant","1008006","SOCIAL SECURITY & MEDICARE","342.24","342.23",,,,,,,,,,,,,,,,,,,,,,
"Administration","Executive Assistant","1008006","WORKERS' BENEFIT FUND ASSESSMENT","2.09","2.09",,,,,,,,,,,,,,,,,,,,,,
"Administration","Executive Support Specialist 2","0016001","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,,,"0.99",,,,,,,,,,,,
"Administration","Executive Support Specialist 2","0016001","DENTAL INSURANCE",,,,,,,,,,,,"100.54",,,,,,,,,,,,
"Administration","Executive Support Specialist 2","0016001","HEALTH INSURANCE",,,,,,,,,,,,"1297.94",,,,,,,,,,,,
"Administration","Executive Support Specialist 2","0016001","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,,,"283.22",,,,,,,,,,,,
"Administration","Executive Support Specialist 2","0016001","PERS RETIREMENT",,,,,,,,,,,,"766.51",,,,,,,,,,,,
"Administration","Executive Support Specialist 2","0016001","REGULAR EMPLOYEES SALARY",,,,,,,,,,,,"6827.25",,,,,,,,,,,,
"Administration","Executive Support Specialist 2","0016001","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,"521.89",,,,,,,,,,,,
"Administration","Executive Support Specialist 2","0016001","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,"2.44",,,,,,,,,,,,
"Administration","Executive Support Specialist 2","1008006","BASIC LIFE INSURANCE - $5.000",,"0.95","0.95","0.95","0.95","0.99","0.99","0.99","0.99","0.99","0.99",,,,,,,,,,,,,
"Administration","Executive Support Specialist 2","1008006","DENTAL INSURANCE",,"119.01","119.01","119.01","119.01","100.54","100.54","100.54","100.54","100.54","100.54",,,,,,,,,,,,,
"Administration","Executive Support Specialist 2","1008006","HEALTH INSURANCE",,"1399.98","1399.98","1399.98","1399.98","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94",,,,,,,,,,,,,
"Administration","Executive Support Specialist 2","1008006","HOLIDAY PAY",,,,,,,"195.70","156.56",,,,,,,,,,,,,,,,
"Administration","Executive Support Specialist 2","1008006","PERS PENSION OBLIGATION BOND PAYMENT",,"47.20","271.38","271.38","280.43","280.43","292.56","290.13","280.43","280.43","280.43",,,,,,,,,,,,,
"Administration","Executive Support Specialist 2","1008006","PERS RETIREMENT",,"132.00","758.96","758.96","758.96","758.96","791.80","785.23","758.96","758.96","758.96",,,,,,,,,,,,,
"Administration","Executive Support Specialist 2","1008006","REGULAR EMPLOYEES SALARY",,"786.61","4523.00","4523.00","4523.00","4523.00","4523.00","4523.00","4523.00","4523.00","4523.00",,,,,,,,,,,,,
"Administration","Supported Employment Worker","0057259","HEALTH INSURANCE",,,,,,,,,,,,,,,,,,,"772.30","386.15",,,,
"Administration","Executive Support Specialist 2","1008006","WORKERS' BENEFIT FUND ASSESSMENT",,"0.45","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.44","2.44",,,,,,,,,,,,,
"Administration","Fiscal Analyst 2","0037791","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,"0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.89","0.89","0.89","0.89","0.89","0.89","0.89"
"Administration","Fiscal Analyst 2","0037791","DENTAL INSURANCE",,,,,,,,,,"84.65","84.65","84.65","84.65","84.65","84.65","84.65","84.65","86.34","86.34","86.34","86.34","86.34","86.34","86.34"
"Administration","Fiscal Analyst 2","0037791","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,,,,,,"2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14"
"Administration","Fiscal Analyst 2","0037791","HEALTH INSURANCE",,,,,,,,,,"1097.23","1097.23","1097.23","1097.23","1097.23","1097.23","1097.23","1097.23","1156.73","1156.73","1156.73","1156.73","1156.73","1156.73","1156.73"
"Administration","Fiscal Analyst 2","0037791","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,,"703.86","300.76","300.76","300.76","300.76","328.21","315.21","315.21","315.21","337.47","337.47","337.47","337.47","337.47"
"Administration","Fiscal Analyst 2","0037791","PERS RETIREMENT",,,,,,,,,,,"1904.95","814.00","814.00","814.00","814.00","888.29","853.10","853.10","853.10","586.76","586.76","586.76","586.76","802.84"
"Administration","Fiscal Analyst 2","0037791","REGULAR EMPLOYEES SALARY",,,,,,,,,"1746.55","4803.00","4803.00","4851.00","4851.00","4851.00","4851.00","5293.70","5084.00","5084.00","5084.00","5443.00","5443.00","5443.00","5443.00","5443.00"
"Administration","Fiscal Analyst 2","0037791","SOCIAL SECURITY & MEDICARE",,,,,,,,,"133.61","362.63","362.62","366.30","364.39","364.38","364.39","398.25","382.21","383.98","383.98","409.54","409.53","409.53","409.54","409.53"
"Administration","Fiscal Analyst 2","0037791","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,"0.90","2.10","2.28","1.96","1.81","1.60","1.89","2.21","1.88","1.83","1.74","1.65","1.74","1.87","2.00","1.62"
"Administration","Human Resource Analyst 2","0021986","BASIC LIFE INSURANCE - $5.000","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99",,,,"0.99","0.99","0.89","0.89","0.89","0.89","0.89","0.89","0.89"
"Administration","Human Resource Analyst 2","0021986","DENTAL INSURANCE","61.15","61.15","61.15","61.15","61.15","49.81","49.81","49.81","49.81","49.81","49.81","49.81",,,,"107.79","107.79","137.13","137.13","137.13","137.13","137.13","137.13","137.13"
"Administration","Human Resource Analyst 2","0021986","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14",,,"2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14"
"Administration","Human Resource Analyst 2","0021986","HEALTH INSURANCE","766.16","766.16","766.16","766.16","766.16","648.96","648.96","648.96","648.96","648.96","648.96","648.96",,,,"1297.94","1280.79","1907.73","1890.58","1890.58","1890.58","1890.58","1890.58","1890.58"
"Administration","Human Resource Analyst 2","0021986","PERS PENSION OBLIGATION BOND PAYMENT","363.36","363.36","363.36","372.24","393.82","393.82","393.82","393.82","393.82","393.82","393.82","397.79","36.16",,,,,"311.86","311.86","333.87","333.87","333.87","333.87","350.67"
"Administration","Human Resource Analyst 2","0021986","PERS RETIREMENT","1016.20","1016.20","1016.20","1041.03","1065.87","1065.87","1065.87","1065.87","1065.87","1065.87","1065.87","1076.60","97.88",,,,,"844.03","844.03","580.50","580.50","580.50","580.50","834.26"
"Administration","Human Resource Analyst 2","0021986","REGULAR EMPLOYEES SALARY","6056.00","6056.00","6056.00","6204.00","6352.00","6352.00","6352.00","6352.00","6352.00","6352.00","6352.00","6416.00","2722.66",,,"5283.00","5283.00","5030.00","5030.00","5385.00","5385.00","5385.00","5385.00","5656.00"
"Administration","Human Resource Analyst 2","0021986","SOCIAL SECURITY & MEDICARE","463.98","463.98","463.98","475.30","486.63","486.73","486.72","486.73","486.72","486.73","486.72","491.62","208.29",,,"419.12","420.85","384.57","384.58","411.73","411.73","411.72","408.28","432.46"
"Administration","Human Resource Analyst 2","0021986","WORK OUT OF CLASS & LEADWORK",,,,,,,,,,,,,,,,"264.15","264.15",,,,,,,
