Hospital Name,Hospital Location,Catheter Days,Observed Infections,Predicted Infections,2016 SIR,SIR 95% CI,SIR Interpretation (2015 US Baseline),2020 HHS Targets,County,HPP Region,Location 1,SIR Icon,Benchmark Icon
Lake District Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,673,0,0.44,*,*,#s too small to calculate,ZERO Infections,LAKE,Region7,"700 SOUTH J STREET
LAKEVIEW 97630
(42.1815442, -120.3526116)",,https://data.oregon.gov/views/3xt9-86yc/files/e7002802-a519-45c9-8509-874288ae7dbb
Grande Ronde Hospital,Adult Medical/Surgical Wards,503,0,0.33,*,*,#s too small to calculate,ZERO Infections,UNION,Region9,"900 SUNSET DRIVE
LA GRANDE 97850
(45.3195774, -118.1084603)",,https://data.oregon.gov/views/3xt9-86yc/files/6d6f092e-fae4-4850-98f7-bb31abbe9889
Pioneer Memorial Hospital - Prineville,Adult Medical/Surgical ICUs,19,0,0.01,*,*,#s too small to calculate,ZERO Infections,CROOK,Region7,"1201 NORTHEAST ELM STREET
PRINEVILLE 97754
(44.3102605, -120.843538)",,https://data.oregon.gov/views/3xt9-86yc/files/cfcc770f-b011-4912-8804-9fd7b7d09a67
Samaritan Lebanon Community Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,1497,0,0.98,*,*,#s too small to calculate,ZERO Infections,LINN,Region2,"525 NORTH SANTIAM HIGHWAY
LEBANON 97355
(44.5510546, -122.9068699)",,https://data.oregon.gov/views/3xt9-86yc/files/2433c7ac-79ae-4520-b77a-d6ef131744a1
Providence Hood River Memorial Hospital,Adult Medical/Surgical ICUs,149,0,0.1,*,*,#s too small to calculate,ZERO Infections,HOOD RIVER,Region6,"810 12TH STREET
HOOD RIVER 97031
(45.7048557, -121.5243182)",,https://data.oregon.gov/views/3xt9-86yc/files/cc31bc5c-d710-4d73-a24c-66ffe1adf435
St. Anthony Hospital,Adult Medical/Surgical ICUs,402,0,0.26,*,*,#s too small to calculate,ZERO Infections,UMATILLA,Region9,"2801 st. anthony way
PENDLETON 97801
(45.648587, -118.812262)",,https://data.oregon.gov/views/3xt9-86yc/files/5f3c0da3-c4ad-45b0-8f0e-0fa59645c406
Providence Hood River Memorial Hospital,Adult Medical/Surgical Wards,343,0,0.22,*,*,#s too small to calculate,ZERO Infections,HOOD RIVER,Region6,"810 12TH STREET
HOOD RIVER 97031
(45.7048557, -121.5243182)",,https://data.oregon.gov/views/3xt9-86yc/files/9a1afd75-84be-4e3d-9988-e6591baeaa65
Samaritan Lebanon Community Hospital,Adult Medical/Surgical ICUs,712,0,0.47,*,*,#s too small to calculate,ZERO Infections,LINN,Region2,"525 NORTH SANTIAM HIGHWAY
LEBANON 97355
(44.5510546, -122.9068699)",,https://data.oregon.gov/views/3xt9-86yc/files/39b946cc-fc23-4c64-8d57-463e43d0a7a0
Providence Seaside Hospital,Adult Medical ICUs,141,0,0.34,*,*,#s too small to calculate,ZERO Infections,CLATSOP,Region1,"725 SOUTH WAHANNA ROAD
SEASIDE 97138
(45.9890003, -123.9120832)",,https://data.oregon.gov/views/3xt9-86yc/files/d26af627-0d53-483a-83e6-1fa25d567aba
Samaritan Lebanon Community Hospital,Adult Medical/Surgical Wards,785,0,0.51,*,*,#s too small to calculate,ZERO Infections,LINN,Region2,"525 NORTH SANTIAM HIGHWAY
LEBANON 97355
(44.5510546, -122.9068699)",,https://data.oregon.gov/views/3xt9-86yc/files/8e3fb7fb-cd1e-4bc1-9952-f9fb7c468a2f
St. Charles Medical Center - Madras,All Adult/Ped ICUs & M/S/MS Wards Combined*,117,0,0.08,*,*,#s too small to calculate,ZERO Infections,JEFFERSON,Region7,"470 NE A STREET
MADRAS 97741
(44.637408, -121.120344)",,https://data.oregon.gov/views/3xt9-86yc/files/cd40275f-0579-4841-8e58-c37b75aca3d3
Samaritan North Lincoln Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,503,0,0.33,*,*,#s too small to calculate,ZERO Infections,LINCOLN,Region2,"3043 NORTHEAST 28TH STREET
LINCOLN CITY 97367
(44.9855152, -123.9963271)",,https://data.oregon.gov/views/3xt9-86yc/files/a9156559-681e-4351-b27d-e34b33f2c669
West Valley Hospital,Adult Medical/Surgical Wards,22,0,0.01,*,*,#s too small to calculate,ZERO Infections,POLK,Region2,"525 SOUTHEAST WASHINGTON STREET
DALLAS 97338
(44.9189212, -123.3103345)",,https://data.oregon.gov/views/3xt9-86yc/files/3a95b082-cee1-4de9-a7e5-87b4c4810fcd
West Valley Hospital,All Adult/Ped ICUs & M/S/MS Wards Combined*,22,0,0.01,*,*,#s too small to calculate,ZERO Infections,POLK,Region2,"525 SOUTHEAST WASHINGTON STREET
DALLAS 97338
(44.9189212, -123.3103345)",,https://data.oregon.gov/views/3xt9-86yc/files/1eaee5b6-68db-4f79-849b-7a1d4c6a001b
