"division","classification","position","title","_07_31_13","_08_31_13","_09_30_13","_10_31_13","_11_30_13","_12_31_13","_01_31_14","_02_28_14","_03_31_14","_04_30_14","_05_31_14","_06_30_14","_07_31_14","_08_31_14","_09_30_14","_10_31_14","_11_30_14","_12_31_14","_01_31_15","_02_28_15","_03_31_15","_04_30_15","_05_31_15","_06_30_15","total"
"Administration","Accountant 2","0345001","DENTAL INSURANCE","101.73","101.73","101.73","101.73","101.73","100.41","100.41","100.41","100.41",,,"100.41","100.41","100.41","100.41","100.41","100.41","103.60","103.60","103.60","103.60","103.60","103.60","103.60","2237.95"
"Administration","Accountant 2","0345001","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65",,,"1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","36.30"
"Administration","Accountant 2","0345001","HEALTH INSURANCE","226.57","221.01","221.85","222.22","218.15","222.52","223.72","217.67","132.19",,,"1379.21","1379.21","1379.21","1379.21","1379.21","1379.21","1382.51","1382.51","1382.51","1382.51","1382.51","1382.51","1382.51","19858.73"
"Administration","Accountant 2","0345001","OVERTIME PAYMENTS",,,,,,,,,,,,,,,,,,,,,"190.15",,,,"190.15"
"Administration","Accountant 2","0345001","PERS PENSION OBLIGATION BOND PAYMENT","250.15","246.06","248.97","260.48","260.33","264.51","264.54","265.40","202.38",,,"273.36","273.36","273.36","278.85","278.85","278.85","291.48","292.05","292.05","304.79","292.05","292.05","292.05","5975.97"
"Administration","Accountant 2","0345001","PERS RETIREMENT","626.76","616.53","623.79","616.61","616.24","626.15","626.21","628.25","479.08",,,"647.09","647.09","647.09","660.09","660.09","660.09","689.98","691.34","691.34","721.50","691.34","691.34","840.42","14398.42"
"Administration","Accountant 2","0345001","REGULAR EMPLOYEES SALARY","3856.27","3795.06","3840.40","3794.86","3795.01","3854.29","3854.01","3870.51","2981.42",,,"4080.00","4080.00","4080.00","4162.00","4162.00","4162.00","4350.44","4359.00","4359.00","4359.00","4359.00","4359.00","4359.00","88872.27"
"Administration","Accountant 2","0345001","SOCIAL SECURITY & MEDICARE","296.56","291.64","295.13","291.67","291.49","296.28","296.30","297.30","225.34",,,"303.61","303.60","303.61","309.87","309.89","309.87","324.27","324.92","324.93","339.46","324.93","324.92","324.92","6710.51"
"Administration","Accountant 2","0345001","WORKERS' BENEFIT FUND ASSESSMENT","1.96","1.12","2.14","1.99","1.74","1.87","1.92","1.42","1.36",,,"2.72","2.85","2.49","2.79","2.81","2.25","2.46","2.63","2.51","2.87","2.58","2.55","2.84","49.87"
"Administration","Accountant 2","0345001","Total","5362.60","5275.75","5336.61","5292.16","5287.29","5368.63","5369.71","5383.56","4124.78","0.00","0.00","6789.00","6789.12","6788.77","6895.82","6895.86","6895.28","7147.34","7158.65","7158.54","7406.48","7158.61","7158.57","7307.94","138351.07"
"Administration","Accountant 3","0102001","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,,,,,,,,,,,,,"0.95","0.95","0.95","2.85"
"Administration","Accountant 3","0102001","DENTAL INSURANCE",,,,,,,,,,,,,,,,,,,,,,"101.31","101.31","101.31","303.93"
"Administration","Accountant 3","0102001","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,,,,,,,,,,,,,,,,,,,"1.65","1.65","1.65","4.95"
"Administration","Accountant 3","0102001","HEALTH INSURANCE",,,,,,,,,,,,,,,,,,,,,,"1339.21","1339.21","1339.21","4017.63"
"Administration","Accountant 3","0102001","REGULAR EMPLOYEES SALARY",,,,,,,,,,,,,,,,,,,,,,"1702.64","4162.00","4162.00","10026.64"
"Administration","Accountant 3","0102001","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,,,,,,,,,,"124.45","312.59","312.59","749.63"
"Administration","Accountant 3","0102001","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,,,,,,,,,,"1.22","2.72","2.99","6.93"
"Administration","Accountant 3","0102001","Total","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3271.43","5920.43","5920.70","15112.56"
"Administration","Accountant 4","4103413","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.97","0.97","0.97","0.97","0.97","0.97","0.97","22.94"
"Administration","Accountant 4","4103413","DENTAL INSURANCE","80.37","80.37","80.37","80.37","80.37","79.32","79.32","79.32","79.32","79.32","79.32","79.32","79.32","79.32","79.32","79.32","79.32","83.57","83.57","83.57","83.57","83.57","83.57","83.57","1938.68"
"Administration","Accountant 4","4103413","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","39.60"
"Administration","Accountant 4","4103413","HEALTH INSURANCE","891.82","891.82","891.82","891.82","891.82","887.43","887.43","887.43","887.43","887.43","887.43","887.43","887.43","887.43","887.43","887.43","887.43","899.41","899.41","899.41","899.41","899.41","899.41","899.41","21404.13"
"Administration","Accountant 4","4103413","PERS PENSION OBLIGATION BOND PAYMENT","390.18","390.18","390.18","412.99","412.99","419.15","419.15","434.68","439.86","439.86","439.86","439.86","439.86","439.86","448.63","448.63","448.63","448.63","448.63","448.63","448.63","448.63","448.63","448.63","10394.96"
"Administration","Accountant 4","4103413","PERS RETIREMENT","977.61","977.61","977.61","977.61","977.61","992.20","992.20","1028.96","1041.21","1041.21","1041.21","1041.21","1041.21","1041.21","1061.99","1061.99","1061.99","1061.99","1061.99","1061.99","1061.99","1061.99","1061.99","1290.99","24997.57"
"Administration","Accountant 4","4103413","REGULAR EMPLOYEES SALARY","6164.00","6164.00","6164.00","6164.00","6164.00","6256.00","6256.00","6487.75","6565.00","6565.00","6565.00","6565.00","6565.00","6565.00","6696.00","6696.00","6696.00","6696.00","6696.00","6696.00","6696.00","6696.00","6696.00","6696.00","156169.75"
"Administration","Accountant 4","4103413","SOCIAL SECURITY & MEDICARE","463.77","463.77","463.76","463.76","463.77","470.82","470.83","488.55","494.47","494.46","494.46","494.46","494.47","494.46","504.49","504.48","504.49","506.05","506.06","506.05","506.05","506.05","506.06","506.05","11771.64"
"Administration","Accountant 4","4103413","WORKERS' BENEFIT FUND ASSESSMENT","2.15","2.96","1.96","3.03","2.55","1.53","2.50","2.52","2.02","2.53","2.65","2.59","2.79","2.55","1.56","2.60","1.91","2.48","2.21","1.70","2.89","2.72","1.67","2.98","57.05"
"Administration","Accountant 4","4103413","Total","8972.50","8973.31","8972.30","8996.18","8995.71","9109.05","9110.03","9411.81","9511.91","9512.41","9512.53","9512.47","9512.68","9512.43","9682.02","9683.05","9682.37","9700.75","9700.49","9699.97","9701.16","9700.99","9699.95","9930.25","226796.32"
"Administration","Accounting Technician 2","4103404","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","22.80"
"Administration","Accounting Technician 2","4103404","DENTAL INSURANCE","102.75","102.75","102.75","102.75","102.75","106.45","106.45","106.45","106.45","106.45","106.45","106.45","106.45","106.45","106.45","106.45","106.45","110.72","110.72","110.72","110.72","110.72","110.72","110.72","2566.19"
"Administration","Accounting Technician 2","4103404","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","39.60"
"Administration","Accounting Technician 2","4103404","HEALTH INSURANCE","1322.46","1322.46","1322.46","1322.46","1322.46","1369.19","1369.19","1369.19","1369.19","1369.19","1369.19","1369.19","1369.19","1369.19","1369.19","1369.19","1369.19","1382.51","1382.51","1382.51","1382.51","1382.51","1382.51","1382.51","32720.15"
"Administration","Accounting Technician 2","4103404","OVERTIME PAYMENTS",,,,,,,,"364.26",,,,,,,,,,"132.36",,,"208.08",,,,"704.70"
"Administration","Accounting Technician 2","4103404","PERS PENSION OBLIGATION BOND PAYMENT","231.70","231.70","231.70","245.24","245.24","248.90","248.90","273.30","248.90","260.22","263.90","248.90","248.90","248.90","253.89","253.89","253.89","262.76","253.89","266.19","280.13","266.19","266.19","266.19","6099.61"
"Administration","Accounting Technician 2","4103404","PERS RETIREMENT","580.53","580.53","580.53","580.53","580.53","589.18","589.18","646.96","589.18","615.98","624.69","589.18","589.18","589.18","601.01","601.01","601.01","622.00","601.01","630.12","663.12","630.12","630.12","765.99","14670.87"
"Administration","Accounting Technician 2","4103404","REGULAR EMPLOYEES SALARY","3486.00","3486.00","3486.00","3486.00","3486.00","3538.00","3538.00","3538.00","3538.00","3538.00","3538.00","3538.00","3538.00","3538.00","3609.00","3609.00","3609.00","3609.00","3609.00","3973.00","3973.00","3973.00","3973.00","3973.00","87182.00"
"Administration","Accounting Technician 2","4103404","SOCIAL SECURITY & MEDICARE","271.97","271.99","271.97","271.98","271.97","273.28","273.26","301.14","273.28","286.20","290.40","273.27","273.27","273.27","278.98","278.97","278.98","291.71","281.58","295.63","311.54","295.62","295.62","295.63","6781.51"
"Administration","Accounting Technician 2","4103404","WORK OUT OF CLASS & LEADWORK","174.30","174.30","174.30","174.30","174.30","176.90","176.90","176.90","176.90","345.90","400.78","176.90","176.90","176.90","180.45","180.45","180.45","180.45","180.45",,,,,,"3758.73"
"Administration","Accounting Technician 2","4103404","WORKERS' BENEFIT FUND ASSESSMENT","2.28","2.68","2.72","3.11","2.58","1.77","2.86","2.77","2.55","2.97","2.67","2.69","2.50","2.69","2.18","2.42","2.35","2.63","2.65","2.26","3.09","2.80","1.29","2.79","61.30"
"Administration","Accounting Technician 2","4103404","Total","6174.59","6175.01","6175.03","6188.97","6188.43","6306.27","6307.34","6781.57","6307.05","6527.51","6598.68","6307.18","6306.99","6307.18","6403.75","6403.98","6403.92","6596.74","6424.41","6663.03","6934.79","6663.56","6662.05","6799.43","154607.46"
"Administration","Accounting Technician 2","4103405","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95",,,,,"19.00"
"Administration","Accounting Technician 2","4103405","DENTAL INSURANCE","86.25","86.25","86.25","86.25","86.25","89.35","89.35","89.35","89.35","89.35","89.35","89.35","89.35","89.35","89.35","89.35","89.35","80.83","80.83","80.83",,,,,"1745.94"
"Administration","Accounting Technician 2","4103405","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65",,,,,"33.00"
"Administration","Accounting Technician 2","4103405","HEALTH INSURANCE","1110.11","1110.11","1110.11","1110.11","1110.11","1149.34","1149.34","1149.34","1149.34","1149.34","1149.34","1149.34","1149.34","1149.34","1149.34","1149.34","1149.34","999.41","999.41","999.41",,,,,"22340.86"
"Administration","Accounting Technician 2","4103405","OVERTIME PAYMENTS",,,,,,,,"92.31",,,,,,,,,,"125.52","125.52","499.68",,,,,"843.03"
"Administration","Accounting Technician 2","4103405","PERS PENSION OBLIGATION BOND PAYMENT","215.09","220.66","220.66","233.56","233.56","237.05","237.05","243.23","237.05","237.05","237.05","237.05","237.05","237.05","241.80","241.80","241.80","250.21","250.21","624.01",,,,,"5112.99"
"Administration","Accounting Technician 2","4103405","PERS RETIREMENT","538.90","552.88","552.88","552.88","552.88","561.13","561.13","575.77","561.13","561.13","561.13","561.13","561.13","561.13","572.39","572.39","572.39","592.30","592.29","1477.15",,,,,"12194.14"
"Administration","Accounting Technician 2","4103405","REGULAR EMPLOYEES SALARY","3397.89","3486.00","3486.00","3486.00","3486.00","3538.00","3538.00","3538.00","3538.00","3538.00","3538.00","3538.00","3538.00","3538.00","3609.00","3609.00","3609.00","3609.00","3609.00","8814.00",,,,,"76042.89"
"Administration","Accounting Technician 2","4103405","SOCIAL SECURITY & MEDICARE","254.25","258.77","258.78","258.76","258.78","262.58","262.58","269.65","262.58","262.58","262.58","262.58","262.58","262.58","268.02","268.01","268.01","277.72","277.72","703.18","63.71",,,,"5786.00"
"Administration","Accounting Technician 2","4103405","TEMPORARY EMPLOYEES SALARY",,,,,,,,,,,,,,,,,,,,,"832.80",,,,"832.80"
"Administration","Information Systems Specialist 4","4973010","HEALTH INSURANCE","1385.71","1385.71","1385.71","0.00",,,,,,,,,,,,,,,,,,,,,"4157.13"
"Administration","Accounting Technician 2","4103405","WORKERS' BENEFIT FUND ASSESSMENT","2.78","2.62","2.06","2.67","1.89","2.77","2.14","2.35","2.77","2.49","2.20","2.24","2.26","2.65","2.75","2.60","2.11","2.05","2.18","2.70","0.68",,,,"48.96"
"Administration","Accounting Technician 2","4103405","Total","5607.87","5719.89","5719.34","5732.83","5732.07","5842.82","5842.19","5962.60","5842.82","5842.54","5842.25","5842.29","5842.31","5842.70","5935.25","5935.09","5934.60","5939.64","5939.76","13203.56","897.19","0.00","0.00","0.00","124999.61"
"Administration","Electronic Publishing Design Specialist 3","4213415","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95",,,,,,,,,,,,"12.35"
"Administration","Electronic Publishing Design Specialist 3","4213415","DENTAL INSURANCE","98.10","98.10","98.10","98.10","98.10","97.71","97.71","97.71","97.71","97.71","97.71","97.71","97.71",,,,,,,,,,,,"1272.18"
"Administration","Electronic Publishing Design Specialist 3","4213415","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65",,,,,,,,,,,"23.10"
"Administration","Electronic Publishing Design Specialist 3","4213415","HEALTH INSURANCE","1322.46","1322.46","1322.46","1322.46","1322.46","1369.19","1369.19","1369.19","1369.19","1369.19","1369.19","1369.19","1369.19",,,,,,,,,,,,"17565.82"
"Administration","Electronic Publishing Design Specialist 3","4213415","OVERTIME PAYMENTS",,,,,"716.63",,,,,,,,,,,,,,,,,,,,"716.63"
"Administration","Electronic Publishing Design Specialist 3","4213415","PERS PENSION OBLIGATION BOND PAYMENT","252.44","233.19","263.76","279.18","327.19","273.28","270.51","283.40","275.54","295.38","297.27","254.24","297.27","85.78",,,,,,,,,,,"3688.43"
"Administration","Electronic Publishing Design Specialist 3","4213415","PERS RETIREMENT","563.90","520.91","589.19","589.19","690.52","576.74","570.90","598.10","581.52","623.38","627.37","536.55","627.37","181.04",,,,,,,,,,,"7876.68"
"Administration","Electronic Publishing Design Specialist 3","4213415","REGULAR EMPLOYEES SALARY","3988.00","3683.92","4166.84","4166.84","4166.84","4078.79","4037.51","4229.84","4112.56","4408.61","4436.84","3794.56","4436.84","1723.36",,,,,,,,,,,"55431.35"
"Administration","Electronic Publishing Design Specialist 3","4213415","SOCIAL SECURITY & MEDICARE","301.84","278.60","315.52","315.53","370.34","308.60","305.45","320.16","311.18","333.85","336.00","286.86","336.00","131.84",,,,,,,,,,,"4251.77"
"Administration","Electronic Publishing Design Specialist 3","4213415","WORKERS' BENEFIT FUND ASSESSMENT","2.33","2.36","2.55","2.19","2.60","2.32","2.59","2.58","2.11","2.68","2.42","2.16","2.62","0.63",,,,,,,,,,,"32.14"
"Administration","Electronic Publishing Design Specialist 3","4213415","Total","6531.67","6142.14","6761.02","6776.09","7697.28","6709.23","6656.46","6903.58","6752.41","7133.40","7169.40","6343.87","7169.60","2124.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","90870.45"
"Administration","Executive Assistant","1008006","BASIC LIFE INSURANCE - $5.000",,,,"0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95",,,,"0.97","0.97","0.97","0.97","17.18"
"Administration","Executive Assistant","1008006","DENTAL INSURANCE",,,,"101.73","101.73","100.41","100.41","100.41","100.41","89.35","89.35","89.35","89.35","89.35","89.35","89.35","89.35",,,,"103.44","103.44","103.44","103.44","1733.66"
"Administration","Executive Assistant","1008006","HEALTH INSURANCE",,,,"1385.71","1385.71","1379.21","1379.21","1379.21","1379.21","1149.34","1149.34","1149.34","1149.34","1149.34","1149.34","1149.34","1149.34",,,,"1205.18","1205.18","1205.18","1205.18","22303.70"
"Administration","Executive Assistant","1008006","HOLIDAY PAY",,,,,,,,"66.42",,,,,,,,,,,,,,,,,"66.42"
"Administration","Information Systems Specialist 3","4213415","PERS PENSION OBLIGATION BOND PAYMENT","146.22","146.23","146.22","154.77","154.77","0.00",,,,,,,,,,,,,,,,,,,"748.21"
"Administration","Executive Assistant","1008006","PERS PENSION OBLIGATION BOND PAYMENT",,,"170.95","253.33","253.33","257.15","257.15","261.60","195.92","151.95","187.02","-338.97",,,"262.31","262.31","262.31",,,,"467.03","333.59","333.59","333.59","3904.16"
"Administration","Executive Assistant","1008006","PERS RETIREMENT",,,"381.88","534.63","534.63","542.69","542.69","552.09","413.48","320.68","394.69","-715.37",,,"553.58","553.58","553.58",,,,"985.65","704.03","704.03","662.70","8219.24"
"Administration","Executive Assistant","1008006","REGULAR EMPLOYEES SALARY",,,"2700.71","3781.00","3781.00","3838.00","3838.00","3838.00","3841.67","2267.91","2791.27","3198.33","3838.00","3838.00","3915.00","3915.00","3915.00",,,"1991.60","4979.00","4979.00","4979.00","4979.00","75204.49"
"Administration","Executive Assistant","1008006","SOCIAL SECURITY & MEDICARE",,,"203.16","278.28","278.29","282.67","282.68","287.75","283.95","168.31","202.23","234.53","283.45","283.45","289.35","289.34","289.35",,,"152.36","373.17","373.16","373.17","366.44","5575.09"
"Administration","Executive Assistant","1008006","WORKERS' BENEFIT FUND ASSESSMENT",,,"2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96",,,"1.09","2.96","2.96","2.96","2.96","57.33"
"Administration","Executive Assistant","1008006","Total","0.00","0.00","3459.66","6338.59","6338.60","6404.04","6404.05","6489.39","6218.55","4151.45","4817.81","3621.12","5364.05","5364.05","6262.84","6262.83","6262.84","0.00","0.00","2145.05","8117.40","7702.33","7702.34","7654.28","117081.27"
"Administration","Human Resource Analyst 2","4303405","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.97","0.97","0.97","0.97","0.97","0.97","0.97","22.94"
"Administration","Human Resource Analyst 2","4303405","DENTAL INSURANCE","74.24","74.24","74.24","74.24","74.24","73.28","73.28","73.28","73.28","73.28","73.28","73.28","73.28","73.28","73.28","73.28","73.28","77.21","77.21","77.21","77.21","77.21","77.21","77.21","1791.03"
"Administration","Human Resource Analyst 2","4303405","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","39.60"
"Administration","Human Resource Analyst 2","4303405","HEALTH INSURANCE","1011.58","1011.58","1011.58","1011.58","1011.58","887.43","887.43","887.43","887.43","887.43","887.43","887.43","887.43","887.43","887.43","887.43","887.43","899.41","899.41","899.41","899.41","899.41","899.41","899.41","22002.93"
"Administration","Human Resource Analyst 2","4303405","PERS PENSION OBLIGATION BOND PAYMENT","289.79","289.79","289.79","314.13","322.20","327.03","327.03","327.03","327.03","327.03","327.03","327.03","327.03","327.03","333.59","341.67","350.48","350.48","350.48","350.48","350.48","350.48","350.48","350.48","7928.07"
"Administration","Human Resource Analyst 2","4303405","PERS RETIREMENT","647.33","647.33","647.33","662.95","679.99","690.17","690.17","690.17","690.17","690.17","690.17","690.17","690.17","690.17","704.03","721.07","739.66","739.66","739.66","739.66","739.66","739.66","739.66","696.25","16795.43"
"Administration","Human Resource Analyst 2","4303405","REGULAR EMPLOYEES SALARY","4578.00","4578.00","4578.00","4688.48","4809.00","4881.00","4881.00","4881.00","4881.00","4881.00","4881.00","4881.00","4881.00","4881.00","4979.00","5099.52","5231.00","5231.00","5231.00","5231.00","5231.00","5231.00","5231.00","5231.00","119087.00"
"Administration","Human Resource Analyst 2","4303405","SOCIAL SECURITY & MEDICARE","347.18","347.18","347.18","355.63","364.85","370.86","370.87","370.86","370.86","370.86","370.87","370.86","370.86","370.87","378.35","387.59","397.64","399.19","399.20","399.20","399.20","399.19","399.20","399.19","9057.74"
"Administration","Human Resource Analyst 2","4303405","WORKERS' BENEFIT FUND ASSESSMENT","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","71.04"
"Administration","Human Resource Analyst 2","4303405","Total","6953.68","6953.68","6953.68","7112.57","7267.42","7235.33","7235.34","7235.33","7235.33","7235.33","7235.34","7235.33","7235.33","7235.34","7361.24","7516.12","7685.05","7702.53","7702.54","7702.54","7702.54","7702.53","7702.54","7659.12","176795.78"
"Administration","Human Resource Analyst 3","0003001","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","22.80"
"Administration","Human Resource Analyst 3","0003001","DENTAL INSURANCE","110.11","110.11","110.11","110.11","110.11","108.69","108.69","108.69","108.69","108.69","108.69","108.69","108.69","108.69","108.69","108.69","108.69","112.15","112.15","112.15","112.15","112.15","112.15","112.15","2639.88"
"Administration","Human Resource Analyst 3","0003001","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","39.60"
"Administration","Human Resource Analyst 3","0003001","HEALTH INSURANCE","931.69","931.69","931.69","931.69","931.69","929.00","929.00","929.00","929.00","929.00","929.00","929.00","929.00","1106.67","1106.67","1106.67","1106.67","1126.44","1126.44","1126.44","1126.44","1126.44","1126.44","1126.44","24402.21"
"Administration","Human Resource Analyst 3","0003001","PERS PENSION OBLIGATION BOND PAYMENT","296.01","296.01","310.47","328.62","328.62","333.57","333.57","333.57","333.57","333.57","333.57","333.57","341.99","350.40","357.43","357.43","357.43","357.43","357.43","357.43","357.43","357.43","357.43","357.43","8161.41"
"Administration","Human Resource Analyst 3","0003001","PERS RETIREMENT","741.66","741.66","777.90","777.90","777.90","789.62","789.62","789.62","789.62","789.62","789.62","789.62","809.54","829.45","846.11","846.11","846.11","846.11","846.11","846.11","846.11","846.11","846.11","1028.56","19626.90"
"Administration","Human Resource Analyst 3","0003001","PUBLIC EMPLOYEES' BENEFIT BOARD FEES","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","78.00"
"Administration","Human Resource Analyst 3","0003001","REGULAR EMPLOYEES SALARY","4453.60","4453.60","4671.20","4671.20","4671.20","4741.60","4741.60","4741.60","4741.60","4741.60","4741.60","4741.60","4861.20","4980.80","5080.80","5080.80","5080.80","5080.80","5080.80","5080.80","5080.80","5080.80","5080.80","5080.80","116762.00"
"Administration","Human Resource Analyst 3","0003001","SOCIAL SECURITY & MEDICARE","345.84","345.84","363.32","363.31","363.33","368.99","368.99","368.99","369.00","368.99","368.99","368.99","378.60","388.83","396.85","396.86","396.86","396.00","396.00","396.01","396.00","396.00","395.99","396.01","9094.59"
"Administration","Human Resource Analyst 3","0003001","WORK OUT OF CLASS & LEADWORK","222.68","222.68","233.56","233.56","233.56","237.08","237.08","237.08","237.08","237.08","237.08","237.08","243.06","249.04","254.04","254.04","254.04","254.04","254.04","254.04","254.04","254.04","254.04","254.04","5838.10"
"Administration","Human Resource Analyst 3","0003001","WORKERS' BENEFIT FUND ASSESSMENT","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","2.96","71.04"
