"meeting_title","start_date_time","end_date_time","meeting_location","city","state","contact_name","contact_email","web_link"
"Public Rulemaking Hearing","2019-10-11T09:00:00.000","2019-10-11T10:00:00.000","1500 SW 1st Ave., Suite #770","Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Public Rulemaking Hearing","2019-09-17T18:00:00.000","2019-09-17T19:00:00.000","1500 SW 1st Ave, Suite #770","Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2019-08-23T07:30:00.000","2019-08-23T15:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Special Board Teleconference Meeting","2019-08-12T12:00:00.000","2019-08-12T12:30:00.000","1500 SW 1st Ave., Suite #770","Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Rules Oversight Committee Meeting","2019-08-02T09:00:00.000","2019-08-02T11:00:00.000","1500 SW 1st Ave. Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Administrative Workgroup Meeting","2019-08-02T08:00:00.000","2019-08-02T08:45:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2019-06-21T07:30:00.000","2019-06-21T15:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Licensing, Standards and Competency Committee Meeting","2019-05-24T12:00:00.000","2019-05-24T15:00:00.000","1500 SW 1st Ave. Suite #770","Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2019-04-19T07:30:00.000","2019-04-19T15:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2019-02-15T07:30:00.000","2019-02-15T15:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2018-12-14T07:30:00.000","2018-12-14T16:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Anesthesia Committee Meeting","2018-11-28T18:30:00.000","2018-11-28T20:00:00.000","1500 SW 1st Ave., Suite #770","Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2018-10-19T07:30:00.000","2018-10-19T16:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Special Teleconference Board Meeting","2018-10-05T07:45:00.000","2018-10-05T08:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2018-08-24T07:30:00.000","2018-08-24T16:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Steohen Prisby","stephen.prisby@state.or.us",
"Administrative Workgroup Meeting","2018-08-02T12:00:00.000","2018-08-02T13:00:00.000","1500 SW 1st Ave., SUite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2018-06-22T07:30:00.000","2018-06-22T16:00:00.000","1500 SW 1st Ave. Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Public Rulemaking Hearing","2018-06-21T18:00:00.000","2018-06-21T19:00:00.000","1500 Sw 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Public Rulemaking Hearing","2018-06-08T10:00:00.000","2018-06-08T11:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Dental Implant Safety Workgroup Meeting","2018-05-17T18:30:00.000","2018-05-17T20:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Anesthesia Office Evaluation Workgroup Meeting","2018-05-10T18:30:00.000","2018-05-31T20:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2018-04-20T07:30:00.000","2018-04-20T16:00:00.000","1500 SW 1st Ave, Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Rules Oversight Committee Meeting","2018-03-06T18:30:00.000","2018-03-06T20:30:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Dental Hygiene Committee Meeting","2018-02-23T14:00:00.000","2018-02-23T15:00:00.000","1500 SW 1st Ave., Suite #770","Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2018-02-23T07:30:00.000","2018-02-23T16:00:00.000","1500 SW 1st Ave, Suite#770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Anesthesia Office Evaluation Workgroup Meeting","2018-02-08T18:30:00.000","2018-02-08T20:30:00.000","1500 SW 1st Ave. Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Dental Implant Safety Workgroup Meeting","2018-01-25T18:30:00.000","2018-01-25T20:30:00.000","1500SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Licensing, Standards and Competency Committee Meeting","2017-12-15T14:00:00.000","2017-12-15T15:30:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2017-12-15T07:30:00.000","2017-12-15T15:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2017-10-13T07:30:00.000","2017-10-13T15:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2017-08-18T07:30:00.000","2017-08-18T15:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Licensing, Standards & Competency Committee Meeting","2017-06-23T14:00:00.000","2017-06-23T16:00:00.000","1500 SW !st Ave. Suitte #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2017-06-23T07:30:00.000","2017-06-23T15:00:00.000","1500 SW 1st AVe., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2017-04-21T07:30:00.000","2017-04-21T15:00:00.000","1500 SW, 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2017-02-24T07:30:00.000","2017-02-24T15:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2016-12-16T07:30:00.000","2016-12-16T14:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2016-10-21T07:30:00.000","2016-10-21T15:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Public Rulemaking Hearing","2016-10-20T19:00:00.000","2016-10-20T20:00:00.000","1500 SW 1st Ave. Suite 600"," Portland","OR","stephen.prisby@state.or.us","stephen.prisby@satte.or.us",
"Regularly Scheduled Board Meeting","2016-08-19T07:30:00.000","2016-08-19T15:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Administrative Workgroup Meeting","2016-08-03T12:00:00.000","2016-08-03T13:00:00.000","1500 SW 1st Ave., Suite# 770"," Portland","OR","Stephen","stephen.prisby@state.or.us",
"Anesthesia Committee Meeting","2016-07-26T18:30:00.000","2016-07-26T21:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Rules Oversight Committee Meeting","2016-07-13T18:30:00.000","2016-07-13T19:30:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Special Teleconference Board Meeting","2016-07-13T18:00:00.000","2016-07-13T18:30:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2016-06-17T07:30:00.000","2016-06-17T14:00:00.000","1500 SW 1st Ave. Suite 770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Licensing, Standards and Competency Committee Meeting","2016-05-19T18:30:00.000","2016-05-19T20:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Enforcement and Discipline Committee Meeting","2016-05-17T18:00:00.000","2016-05-17T20:30:00.000","1500 SW. 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Special Teleconference Board Meeting","2016-05-04T13:00:00.000","2016-05-04T13:30:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"OBD - Strategic Planning Session","2016-04-23T09:00:00.000","2016-04-23T17:00:00.000","Marriott Hotel -1401 SW Naito Pkwy"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Pre-Strategic Planning Session Board Dinner","2016-04-22T17:00:00.000","2016-01-08T20:00:00.000","Nel Centro Restaurant - 1408 SW 6th Ave. "," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2016-04-22T07:30:00.000","2016-04-22T15:00:00.000","1500 SW 1st Ave. Suite 770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Strategic Planning Social ","2016-02-19T16:00:00.000","2016-02-19T19:00:00.000","14950 SW Barrows Road"," Beaverton","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board meeting","2016-02-19T07:30:00.000","2016-02-19T14:00:00.000","1500 SW 1st Ave. Suite 770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Dental Hygiene Committee Meeting","2016-01-21T18:00:00.000","2016-01-21T19:00:00.000","1500 SW 1st Ave. Suite 770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2015-12-18T07:30:00.000","2015-12-18T14:00:00.000","1500 SW 1st Ave., Suite 770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Administrative Workgroup Meeting","2015-11-30T18:00:00.000","2015-11-30T19:00:00.000","1500 SW 1st Ave., Suite 770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Special Teleconference Board Meeting","2015-11-12T18:00:00.000","2015-11-12T19:00:00.000","Teleconference Call"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2015-10-30T07:30:00.000","2015-10-30T14:00:00.000","1500 SW 1st Ave., Suite 770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Licensing, Standards and Competency Committee Meeting","2015-10-14T18:00:00.000","2015-10-14T13:59:00.000","Teleconference"," Portland","OR","Jessica Conway","Jessica.Conway@state.or.us",
"Regularly Scheduled Board Meeting","2015-08-28T07:30:00.000","2015-08-28T14:00:00.000","1500 SW 1st Ave., Suite 770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Public Rulemaking Hearing","2015-08-27T18:30:00.000","2015-08-27T21:00:00.000","In Or Medical Board Conference Room 1500 SW 1st Ave., Suite 620"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Anesthesia Committee meeting","2015-08-18T18:15:00.000","2015-08-18T20:30:00.000","1500 SW 1st Ave. Suite 770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Administrative Workgroup Meeting","2015-08-12T18:30:00.000","2015-08-12T19:30:00.000","1500 SW 1st Ave., Suite 770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2015-06-26T07:30:00.000","2015-06-26T17:00:00.000","1500 SW 1st Ave., Suite 770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Enforcement and Discipline Committee Meeting","2015-05-07T18:00:00.000","2015-05-07T20:00:00.000","1500 SW 1st Ave., Suite 770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting","2015-04-17T07:30:00.000","2015-04-17T14:00:00.000","1500 SW 1st Ave. Suite 770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Anesthesia Committee Meeting","2015-04-02T19:00:00.000","2015-04-02T21:00:00.000","1500 SW 1st Ave., Suite 770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Rules Oversight Committee Meeting","2015-03-26T18:00:00.000","2015-03-26T19:00:00.000","1500 SW 1st Ave., Suite 770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Special Teleconference Board Meeting","2015-03-11T13:15:00.000","2015-03-11T14:00:00.000","1500 SW 1st Ave., Suite #770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Board Meeting","2015-02-27T07:30:00.000","2015-02-27T14:00:00.000","1500 SW 1st Ave. 7th Floor Conference Room","Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Special Teleconference Board Meeting","2015-01-28T13:00:00.000","2015-01-28T14:00:00.000","Teleconference"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Communications Committee Meeting","2015-01-26T19:00:00.000","2015-01-26T20:00:00.000","1500 SW 1st AVe. Suite 770","Portland ","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Rules Oversight Committee Meeting","2015-01-22T19:30:00.000","2015-01-22T21:00:00.000","1500 SW 1st Ave. Suite 770"," Portland","OR","Stephen Prisby","stephen.prisby@state.or.us",
"Regularly Scheduled Board Meeting ","2014-12-19T07:30:00.000",,"1500 SW 1st. Ave., 7th Floor Conference Room"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Dental Hygiene Committee Meeting","2014-12-11T19:00:00.000",,"1500 SW 1st Ave., Ste. # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Special Board Meeting ","2014-11-12T13:00:00.000","2014-11-12T13:30:00.000","1500 SW 1st Ave., Ste # 770","Portland ","OR","Stephen Prisby","Stephen.Prisby@state.or.us",
"Special Board Meeting ","2014-11-12T13:00:00.000","2014-11-12T13:30:00.000","1500 SW 1st Ave., Ste # 770"," Portland","OR","Stephen Prisby","Stephen.Prisby@state.or.us",
"Anesthesia Committee Meeting","2014-11-10T12:38:00.000","2014-11-12T00:00:00.000","1500 SW 1st Ave., 7th floor conference room ","Portland ","OR","Stephen Prisby","Stephen.Prisby@state.or.us",
"Regularly Scheduled Board Meeting ","2014-10-17T07:30:00.000",,"1500 SW 1st. Ave., 7th Floor Conference Room"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Special Board Meeting","2014-10-13T18:30:00.000",,"1500 SW 1st Ave., Ste 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Dental Hygiene Committee Meeting","2014-09-11T19:00:00.000",,"1500 SW 1st Ave., Ste. # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Anesthesia Committee Meeting","2014-08-27T19:00:00.000",,"1500 SW 1st Ave., Ste # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Regularly Scheduled Board Meeting ","2014-08-22T07:30:00.000",,"1500 SW 1st. Ave., 7th Floor Conference Room"," Portland","OR","lrwarwick","lisa.warwick@state.or.us",
"Administrative Workgroup","2014-08-06T19:00:00.000",,"1500 SW 1st Ave., Ste # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Regularly Scheduled Board Meeting ","2014-06-27T07:30:00.000",,"1500 SW 1st. Ave., 7th Floor Conference Room"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Dental Hygiene Committee Meeting","2014-06-12T19:00:00.000",,"1500 SW 1st. Ave., Ste. # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Regularly Scheduled Board Meeting ","2014-04-25T07:30:00.000",,"1500 SW 1st. Ave., 7th Floor Conference Room"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Communication Committee","2014-03-10T19:00:00.000",,"1500 SW 1st Ave"," Portland","OR","Lisa Warwick ","lisa.warwick@state.or.us",
"Dental Hygiene Committee Meeting","2014-03-06T19:00:00.000",,"1500 SW 1st Ave., Ste. # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Regularly Scheduled Board Meeting ","2014-02-28T07:30:00.000",,"1500 SW 1st. Ave., 7th Floor Conference Room"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Regularly Scheduled Board Meeting","2013-12-20T07:30:00.000",,"1500 SW 1st. Ave., 7th Floor Conference Room"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Dental Hygiene Committee Meeting","2013-12-06T13:30:00.000",,"Board Offices"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Regularly Scheduled Board Meeting","2013-10-18T07:30:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Public Rule Hearing","2013-10-17T19:00:00.000",,"OHSU Center for Health and Healing, 749 SW Whitaker St. 3rd Floor, Room 1A"," Portland","OR","Stephen Prisby ","Stephen.Prisby@state.or.us","http://www.oregon.gov/dentistry/docs/Rules/Public_Rulemaking_Hearing_20131017.pdf"
"Dental Hygiene Committee Meeting","2013-10-10T19:00:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Regularly Scheduled Board Meeting","2013-08-16T07:30:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Regularly Scheduled Board Meeting","2013-06-21T07:30:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Regularly Scheduled Board Meeting","2013-04-19T07:30:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Regularly Scheduled Board Meeting","2013-02-15T07:30:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Dental Hygiene Committee Meeting","2013-02-01T13:30:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Rules Oversight Committee Meeting","2013-01-22T19:00:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Anesthesia Committee Meeting","2012-12-18T19:00:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"December 14, 2012 - Board Meeting","2012-12-14T07:30:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","Lisa.Warwick@state.or.us",
"Dental Hygiene Committee Meeting","2012-11-30T13:30:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Special Telephone Conference Meeting","2012-11-02T12:00:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"October 5, 2012 - Board Meeting","2012-10-05T07:30:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","Lisa.Warwick@state.or.us",
"Dental Hygiene Committee Meeting","2012-09-21T13:30:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"August 3, 2012 - Board Meeting","2012-08-03T07:30:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","Lisa.Warwick@state.or.us",
"Administrative Workgroup","2012-08-02T19:00:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Rules Oversight Committee Meeting","2012-07-25T19:00:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"Dental Hygiene Committee Meeting","2012-07-20T13:30:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","lisa.warwick@state.or.us",
"June 1, 2012 - Board Meeting","2012-06-01T07:30:00.000",,"1600 SW 4th Ave., Ste # 770"," Portland","OR","Lisa Warwick","Lisa.Warwick@state.or.us",
