"start_date_time","city","meeting_location","map_link","contact_name","phone_number","contact_email","agenda_download","agenda","link_to_meeting_minutes_summaries","agency"
"2019-09-11T09:30:00.000"," Seaside","Holiday Inn Express, 34 N. Holladay Dr.","https://goo.gl/maps/RfG2DPMXRqhAtR3P9 (https://goo.gl/maps/RfG2DPMXRqhAtR3P9)","Martha Garcia","","vaac@odva.state.or.us","September AC Report.pdf (https://data.oregon.gov/views/gs36-7t8m/files/26625287-041e-4a3f-9e5f-f0eaedf48bf7?download=true&filename=September%20AC%20Report.pdf)","https://issuu.com/odva/docs/september_ac_report (https://issuu.com/odva/docs/september_ac_report)","https://issuu.com/odva/docs/december_4_2019_ac_rpt (https://issuu.com/odva/docs/december_4_2019_ac_rpt)","Veterans Affairs Department"
"2019-06-05T09:30:00.000"," Enterprise","The Wilderness Inn, 301 W. North St.","https://goo.gl/maps/DqDms7QfKC72 (https://goo.gl/maps/DqDms7QfKC72)","Martha Garcia","","vaac@odva.state.or.us","June Report - June.pdf (https://data.oregon.gov/views/gs36-7t8m/files/364c94e2-1b5a-4735-9e36-4fff52f8f254?download=true&filename=June%20Report%20-%20June.pdf)","https://issuu.com/odva/docs/june_report_-_june (https://issuu.com/odva/docs/june_report_-_june)","https://issuu.com/odva/docs/september_ac_report (https://issuu.com/odva/docs/september_ac_report)","Veterans Affairs Department"
"2019-04-04T09:30:00.000","Brookings","Southwestern Oregon Community College, 96082 Lone Ranch Parkway","https://goo.gl/maps/yXUYugnsenx (https://goo.gl/maps/yXUYugnsenx)","Martha Garcia",,"vaac@odva.state.or.us","April AC Report.pdf (https://data.oregon.gov/views/gs36-7t8m/files/9f2ecb2a-b82f-4a5f-9b51-053ba4ebc8e3?download=true&filename=April%20AC%20Report.pdf)","https://issuu.com/odva/docs/april_ac_report (https://issuu.com/odva/docs/april_ac_report)","https://issuu.com/odva/docs/june_report_-_june (https://issuu.com/odva/docs/june_report_-_june)","Veterans Affairs Department"
"2018-12-05T09:30:00.000"," Salem","Dept. of Public Safety Standard and Training - Hall of Heroes, 4190 Aumsville Highway","https://goo.gl/maps/dVrW2AzYY8K2 (https://goo.gl/maps/dVrW2AzYY8K2)","Martha Garcia","503-373-2383","vaac@odva.state.or.us","Final Rpt Dec 2018.pdf (https://data.oregon.gov/views/gs36-7t8m/files/815f1dc9-6447-4b9c-9513-2e68a2bdf348?download=true&filename=Final%20Rpt%20Dec%202018.pdf)","https://issuu.com/odva/docs/final_rpt_dec_2018 (https://issuu.com/odva/docs/final_rpt_dec_2018)","https://issuu.com/odva/docs/april_ac_report (https://issuu.com/odva/docs/april_ac_report)","Veterans Affairs Department"
"2018-09-05T09:30:00.000"," Roseburg","Danny Lang Event Center Room 204, inside Southern Oregon Wine Institute (SOWI), 1140 Umpqua College Rd.","https://goo.gl/maps/JMYbjpUfTRs (https://goo.gl/maps/JMYbjpUfTRs)","Martha Garcia",,"vaac@odva.state.or.us","Sep 2018 Advisory Committee Report.pdf (https://data.oregon.gov/views/gs36-7t8m/files/b10cd88a-b40d-459b-9276-c828953e0664?download=true&filename=Sep%202018%20Advisory%20Committee%20Report.pdf)","https://issuu.com/odva/docs/sep_2018_advisory_committee_report (https://issuu.com/odva/docs/sep_2018_advisory_committee_report)","https://issuu.com/odva/docs/final_rpt_dec_2018 (https://issuu.com/odva/docs/final_rpt_dec_2018)","Veterans Affairs Department"
"2018-06-12T09:30:00.000"," Baker City","Sunridge Inn & Resort, 1 Sunridge Ln","https://goo.gl/maps/ZaaARFBuPfE2 (https://goo.gl/maps/ZaaARFBuPfE2)","Martha Garcia","503-373-2383","vaac@odva.state.or.us","June AC Report.pdf (https://data.oregon.gov/views/gs36-7t8m/files/4fb01c1e-dfce-4cdf-88dc-c50f22c75156?download=true&filename=June%20AC%20Report.pdf)","https://issuu.com/home/published/june_ac_report (https://issuu.com/home/published/june_ac_report)","https://issuu.com/odva/docs/sep_2018_advisory_committee_report?e=0 (https://issuu.com/odva/docs/sep_2018_advisory_committee_report?e=0)","Veterans Affairs Department"
"2018-03-07T09:30:00.000"," Corvallis","4 Spirits Distillery, 3405 SW Deschutes Street","https://goo.gl/maps/rprsCMFcta82 (https://goo.gl/maps/rprsCMFcta82)","Martha Garcia","503-373-2383","vaac@odva.state.or.us","March 2018 Advisory Committee Report1.pdf (https://data.oregon.gov/views/gs36-7t8m/files/a9dbb0cb-fc56-4661-9ec7-3e429cdd8194?download=true&filename=March%202018%20Advisory%20Committee%20Report1.pdf)","https://issuu.com/odva/docs/march_2018_advisory_committee_repor (https://issuu.com/odva/docs/march_2018_advisory_committee_repor)","https://issuu.com/odva/docs/june_ac_report (https://issuu.com/odva/docs/june_ac_report)","Veterans Affairs Department"
"2017-12-06T09:30:00.000"," Salem","VFW Post 661, 630 Hood St NE","https://goo.gl/maps/rgcLfs2gR3u (https://goo.gl/maps/rgcLfs2gR3u)","Martha Garcia","503-373-2383","vaac@odva.state.or.us","Dec2017 AC Report.pdf (https://data.oregon.gov/views/gs36-7t8m/files/b38eb220-1dcd-4906-9ea3-be885ba180ec?download=true&filename=Dec2017%20AC%20Report.pdf)","https://issuu.com/odva/docs/dec2017_ac_report (https://issuu.com/odva/docs/dec2017_ac_report)","https://issuu.com/odva/docs/march_2018_advisory_committee_repor (https://issuu.com/odva/docs/march_2018_advisory_committee_repor)","Veterans Affairs Department"
"2017-09-06T09:30:00.000"," Medford","Inn at the Commons, 200 N Riverside Ave","https://goo.gl/maps/EGLszvbNtZM2 (https://goo.gl/maps/EGLszvbNtZM2)","Martha Garcia","503-373-2383","vaac@odva.state.or.us","Sep AC Report.pdf (https://data.oregon.gov/views/gs36-7t8m/files/09df5275-e87a-4cda-a6bc-d236fa698800?download=true&filename=Sep%20AC%20Report.pdf)","https://issuu.com/odva/docs/sep_ac_report (https://issuu.com/odva/docs/sep_ac_report)","https://issuu.com/odva/docs/dec2017_ac_report (https://issuu.com/odva/docs/dec2017_ac_report)","Veterans Affairs Department"
"2017-06-07T09:30:00.000"," Redmond","VFW Post #4108, 1836 SW Veterans Way","https://goo.gl/maps/gEjd67rFCWq (https://goo.gl/maps/gEjd67rFCWq)","Martha Garcia","503-373-2383","vaac@odva.state.or.us","AC Report 20170301.pdf (https://data.oregon.gov/views/gs36-7t8m/files/78d4456a-02bd-42df-ac44-12dd6d6cc260?download=true&filename=AC%20Report%2020170301.pdf)","https://issuu.com/odva/docs/june17_ac_report (https://issuu.com/odva/docs/june17_ac_report)","https://issuu.com/odva/docs/sep_ac_report (https://issuu.com/odva/docs/sep_ac_report)","Veterans Affairs Department"
"2017-03-01T09:30:00.000","St. Helens","St. Helens Elks Lodge #1999, 350 Belton Road","https://goo.gl/maps/uaqHuBZQ4rD2 (https://goo.gl/maps/uaqHuBZQ4rD2)","Martha Garcia","503-373-2383","vaac@odva.state.or.us","AC Report 20170301.pdf (https://data.oregon.gov/views/gs36-7t8m/files/9d7f1744-3272-4690-9050-fc4496c0e172?download=true&filename=AC%20Report%2020170301.pdf)","https://issuu.com/odva/docs/ac_report_20170301 (https://issuu.com/odva/docs/ac_report_20170301)","https://issuu.com/odva/docs/june17_ac_report (https://issuu.com/odva/docs/june17_ac_report)","Veterans Affairs Department"
"2016-12-07T09:30:00.000"," Salem","Dept. of Public Safety Standards and Training, 4190 Aumsville Hwy","https://goo.gl/maps/pDuPQoPue8m (https://goo.gl/maps/pDuPQoPue8m)","Tracy Ann Gill","503-373-2383","vaac@odva.state.or.us","AC Report 20161207.pdf (https://data.oregon.gov/views/gs36-7t8m/files/5c0ce9de-7ffe-43c2-9c84-15c033bdee44?download=true&filename=AC%20Report%2020161207.pdf)","https://issuu.com/odva/docs/report_december_2016 (https://issuu.com/odva/docs/report_december_2016)","https://issuu.com/odva/docs/ac_report_20170301 (https://issuu.com/odva/docs/ac_report_20170301)","Veterans Affairs Department"
"2016-09-07T09:30:00.000"," The Dalles","Oregon Veterans' Home, 700 Veterans Dr.","https://goo.gl/maps/ofkZj78PMWp (https://goo.gl/maps/ofkZj78PMWp)","Tracy Ann Gill","503-373-2383","vaac@odva.state.or.us","Agenda 20160907 (1).pdf (https://data.oregon.gov/views/gs36-7t8m/files/8c41c799-7e10-4d7f-baaa-da24d3d2ba52?download=true&filename=Agenda%2020160907%20(1).pdf)","https://issuu.com/odva/docs/report_september_2016 (https://issuu.com/odva/docs/report_september_2016)","https://issuu.com/odva/docs/report_december_2016 (https://issuu.com/odva/docs/report_december_2016)","Veterans Affairs Department"
"2016-06-01T09:30:00.000"," Klamath Falls","Shilo Inn Hotel, 2500 Almond St.","https://goo.gl/maps/iFF5N1qKXUR2 (https://goo.gl/maps/iFF5N1qKXUR2)","Tracy Ann Gill","503-373-2383","vaac@odva.state.or.us","20160601 Agenda (1).pdf (https://data.oregon.gov/views/gs36-7t8m/files/038ac350-096f-48b5-83c7-0be28ce3776e?download=true&filename=20160601%20Agenda%20(1).pdf)","https://issuu.com/odva/docs/report_june_2016 (https://issuu.com/odva/docs/report_june_2016)","https://issuu.com/odva/docs/report_september_2016 (https://issuu.com/odva/docs/report_september_2016)","Veterans Affairs Department"
"2016-03-02T09:30:00.000"," Newport","Shilo Inn Hotel, 536 SW Elizabeth St.","https://goo.gl/maps/TUhqXvdGPa22 (https://goo.gl/maps/TUhqXvdGPa22)","Tracy Ann Gill","503-373-2383","vaac@odva.state.or.us","20160302 Agenda (1).pdf (https://data.oregon.gov/views/gs36-7t8m/files/09aff711-cb78-4272-9ece-19b933f7308e?download=true&filename=20160302%20Agenda%20(1).pdf)","https://issuu.com/odva/docs/report_march_2016 (https://issuu.com/odva/docs/report_march_2016)","https://issuu.com/odva/docs/report_june_2016 (https://issuu.com/odva/docs/report_june_2016)","Veterans Affairs Department"
"2015-12-02T09:30:00.000"," Hillsboro","Hillsboro Civic Center Complex, 150 E. Main St","https://goo.gl/maps/YgBjMkCNpZq (https://goo.gl/maps/YgBjMkCNpZq)","Tracy Ann Gill","503-373-2383","vaac@odva.state.or.us","Agenda December 2015 - web (1).pdf (https://data.oregon.gov/views/gs36-7t8m/files/dd59214a-df90-4967-82e2-1043d7c1b89f?download=true&filename=Agenda%20December%202015%20-%20web%20(1).pdf)","https://issuu.com/odva/docs/report_december_2015 (https://issuu.com/odva/docs/report_december_2015)","https://issuu.com/odva/docs/report_march_2016 (https://issuu.com/odva/docs/report_march_2016)","Veterans Affairs Department"
"2015-09-02T09:30:00.000"," Hermiston","Hermiston Conference Center, 415 S Hwy 395","https://goo.gl/maps/mNk6umrApKq (https://goo.gl/maps/mNk6umrApKq)","Tracy Ann Gill","503-373-2383","vaac@odva.state.or.us","Agenda September 2015.pdf (https://data.oregon.gov/views/gs36-7t8m/files/fd99f6ae-5eb3-4dd6-aa71-d719e52fe418?download=true&filename=Agenda%20September%202015.pdf)","https://issuu.com/odva/docs/report_september_2015 (https://issuu.com/odva/docs/report_september_2015)","https://issuu.com/odva/docs/report_december_2015 (https://issuu.com/odva/docs/report_december_2015)","Veterans Affairs Department"
"2015-06-03T09:30:00.000"," Salem","Department of Public Safety Standards and Training, 4190 Aumsville Highway","https://goo.gl/maps/KHMCUN1bknB2 (https://goo.gl/maps/KHMCUN1bknB2)","Tracy Ann Gill","503-373-2383","vaac@odva.state.or.us","Agenda June 2015.pdf (https://data.oregon.gov/views/gs36-7t8m/files/13837c55-58c6-4a18-aa6c-099a2dc82c69?download=true&filename=Agenda%20June%202015.pdf)","https://issuu.com/odva/docs/reports_june_2015 (https://issuu.com/odva/docs/reports_june_2015)","https://issuu.com/odva/docs/report_september_2015 (https://issuu.com/odva/docs/report_september_2015)","Veterans Affairs Department"
"2015-03-04T09:30:00.000"," Lebanon","Lebanon Veterans' Home, 600 North 5th Street","https://goo.gl/maps/YKoGXgCXEzF2 (https://goo.gl/maps/YKoGXgCXEzF2)","Tracy Ann Gill","503-373-2383","vaac@odva.state.or.us","MAR2015AC Report.pdf (https://data.oregon.gov/views/gs36-7t8m/files/ffe82c52-8bd1-4e74-a640-4c547d600d77?download=true&filename=MAR2015AC%20Report.pdf)","https://issuu.com/odva/docs/mar2015ac_report (https://issuu.com/odva/docs/mar2015ac_report)","https://issuu.com/odva/docs/reports_june_2015 (https://issuu.com/odva/docs/reports_june_2015)","Veterans Affairs Department"
