"title","credit","date","location","room_building","time","registration_link","description","map"
"Small Procurements","7","2022-09-06T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 4:30 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba801ab2133b3d5ea010bd3?type=9882927d138b100019b6a2df1a46018b)","This course explores the method and procedure for conducting a Small Procurement (up to $10,000) in accordance with Oregon Revised Statute and Oregon Administrative Rules. Topics covered include procurement authority, sourcing methods, and procurement thresholds.",
"OPIC Exam",,"2022-07-06T00:00:00.000",,"Workday Learning","8:30 AM - 11:30 AM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba80118816053d0ea0104d3?type=9882927d138b100019b6a2df1a46018b)","Students who wish to earn an Oregon Procurement Intermediate Certification must pass this exam with a score of 80 percent or better and earn 125 contact hours in coursework.  Please see Workday Learning for full course description.",
"OPAC Exam",,"2022-07-06T00:00:00.000",,"Workday Learning","8:30 AM - 11:30 AM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/958abb35518a011662740ac0ea018fcb?type=9882927d138b100019b6a2df1a46018b)","Students who wish to earn an Oregon Procurement Intermediate Certification must pass this exam with a score of 80 percent or better and earn 175 contact hours in coursework.  Please see Workday Learning for full course description.",
"OPBC Exam",,"2022-07-06T00:00:00.000",,"Workday Learning","8:30 AM - 11:30 AM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/958abb35518a01acfbffc6c1ea0192cb?type=9882927d138b100019b6a2df1a46018b)","Students who wish to earn an Oregon Procurement Basic Certification must pass this exam with a score of 80 percent or better and earn 75 contact hours in coursework.  Please see Workday Learning for full course description.",
"Fundamentals of Sustanable Procurement (Day 2 of 2)",,"2022-06-29T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This class will focus on procuring goods and services in a sustainable and green manner in accordance with the Oregon Sustainability Act of 2001. Topics related to sustainable procurement will be discussed.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 8 of 8)",,"2022-06-23T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:30 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Fundamentals of Sustanable Procurement (Day 1 of 2)","7","2022-06-22T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/958abb35518a0182486a2fd3ea01b7cb?type=9882927d138b100019b6a2df1a46018b)","This class will focus on procuring goods and services in a sustainable and green manner in accordance with the Oregon Sustainability Act of 2001. Topics related to sustainable procurement will be discussed.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 7 of 8)",,"2022-06-21T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:30 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 6 of 8)",,"2022-06-16T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:30 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Market Research in Public Procurement (Day 2 of 2)",,"2022-06-15T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 5 of 8)",,"2022-06-14T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:30 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 4 of 8)",,"2022-06-09T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:30 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Market Research in Public Procurement (Day 1 of 2)","10","2022-06-08T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/958abb35518a010bba5501beea018ccb?type=9882927d138b100019b6a2df1a46018b)","Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 3 of 8)",,"2022-06-07T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:30 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 2 of 8)",,"2022-06-02T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:30 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Writing a Statement of Work","7","2022-06-01T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 4:30 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/958abb35518a01896a05d2ccea01b4cb?type=9882927d138b100019b6a2df1a46018b)","This course will help you determine how to improve your statement of work. It will also provide writing tips, pointers on the use of terms such as shall-must-may-will, and steps in writing.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 1 of 8)","40","2022-05-31T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:30 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba80134cc2f07d4ea0107d3?type=9882927d138b100019b6a2df1a46018b)","This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 4 of 4)",,"2022-05-26T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see Workday Learning for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 3 of 4)",,"2022-05-24T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see Workday Learning for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 2 of 4)",,"2022-05-19T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see Workday Learning for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 1 of 4)","14","2022-05-17T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/958abb35518a0182486a2fd3ea01b7cb?type=9882927d138b100019b6a2df1a46018b)","Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see Workday Learning for full course description.",
"Demystifying Terms and Conditions","3.5","2022-05-12T00:00:00.000",,"Adobe Connect Webinar","8:30 am - 12:00 pm","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba8015418d2cddbea0115d3?type=9882927d138b100019b6a2df1a46018b)","Learn about standard terms and conditions typically used in contracts. The course provides an opportunity to ask questions you always wanted answered about both standard and special terms and conditions.  Please see Workday Learning for full course description.",
"Using Statewide Price Agreements","3.5","2022-05-11T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba801c0837289d7ea010ed3?type=9882927d138b100019b6a2df1a46018b)","This course will help procurement professionals under DAS Authority learn how to use statewide price agreements. This course will not go over how to search in OregonBuys.  Please see Workday Learning for full course description.",
"Small Procurements","7","2022-05-10T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 4:30 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba801ab2133b3d5ea010bd3?type=9882927d138b100019b6a2df1a46018b)","This course explores the method and procedure for conducting a Small Procurement (up to $10,000) in accordance with Oregon Revised Statute and Oregon Administrative Rules. Topics covered include procurement authority, sourcing methods, and procurement thresholds.",
"OPBC Exam",,"2022-03-09T00:00:00.000",,"Workday Learning","8:30 AM - 11:30 AM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/958abb35518a01acfbffc6c1ea0192cb?type=9882927d138b100019b6a2df1a46018b)","Students who wish to earn an Oregon Procurement Basic Certification must pass this exam with a score of 80 percent or better and earn 75 contact hours in coursework.  Please see Workday Learning for full course description.",
"OPAC Exam",,"2022-03-09T00:00:00.000",,"Workday Learning","8:30 AM - 11:30 AM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/958abb35518a011662740ac0ea018fcb?type=9882927d138b100019b6a2df1a46018b)","Students who wish to earn an Oregon Procurement Intermediate Certification must pass this exam with a score of 80 percent or better and earn 175 contact hours in coursework.  Please see Workday Learning for full course description.",
"OPIC Exam",,"2022-03-09T00:00:00.000",,"Workday Learning","8:30 AM - 11:30 AM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba80118816053d0ea0104d3?type=9882927d138b100019b6a2df1a46018b)","Students who wish to earn an Oregon Procurement Intermediate Certification must pass this exam with a score of 80 percent or better and earn 125 contact hours in coursework.  Please see Workday Learning for full course description.",
"Fundamentals of Sustanable Procurement (Day 2 of 2)",,"2022-03-02T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This class will focus on procuring goods and services in a sustainable and green manner in accordance with the Oregon Sustainability Act of 2001. Topics related to sustainable procurement will be discussed.  Please see Workday Learning for full course description.",
"Fundamentals of Sustanable Procurement (Day 1 of 2)","7","2022-02-28T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/958abb35518a0182486a2fd3ea01b7cb?type=9882927d138b100019b6a2df1a46018b)","This class will focus on procuring goods and services in a sustainable and green manner in accordance with the Oregon Sustainability Act of 2001. Topics related to sustainable procurement will be discussed.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 8 of 8)",,"2022-02-24T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:30 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 7 of 8)",,"2022-02-22T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:30 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 6 of 8)",,"2022-02-17T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:30 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 5 of 8)",,"2022-02-15T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:30 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 4 of 8)",,"2022-02-10T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:30 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Market Research in Public Procurement (Day 2 of 2)",,"2022-02-09T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 3 of 8)",,"2022-02-08T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:30 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 2 of 8)",,"2022-02-03T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:30 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Market Research in Public Procurement (Day 1 of 2)","10","2022-02-02T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/958abb35518a010bba5501beea018ccb?type=9882927d138b100019b6a2df1a46018b)","Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 1 of 8)","40","2022-02-01T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:30 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba80134cc2f07d4ea0107d3?type=9882927d138b100019b6a2df1a46018b)","This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 4 of 4)",,"2022-01-27T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see Workday Learning for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 3 of 4)",,"2022-01-25T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see Workday Learning for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 2 of 4)",,"2022-01-20T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see Workday Learning for full course description.",
"Fundamentals of Procurement ($10,000 to $150,000) WEBINAR (Day 1 of 4)","14","2022-01-18T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/958abb35518a0182486a2fd3ea01b7cb?type=9882927d138b100019b6a2df1a46018b)","Students will learn about available resources and tools to ultimately arrive at “best value” in public contracting.  Please see Workday Learning for full course description.",
"Using Statewide Price Agreements","3.5","2022-01-13T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba801c0837289d7ea010ed3?type=9882927d138b100019b6a2df1a46018b)","This course will help procurement professionals under DAS Authority learn how to use statewide price agreements. This course will not go over how to search in OregonBuys.  Please see Workday Learning for full course description.",
"Small Procurements","7","2022-01-11T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 4:30 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba801ab2133b3d5ea010bd3?type=9882927d138b100019b6a2df1a46018b)","This course explores the method and procedure for conducting a Small Procurement (up to $10,000) in accordance with Oregon Revised Statute and Oregon Administrative Rules. Topics covered include procurement authority, sourcing methods, and procurement thresholds.",
"Fundamentals of Sustanable Procurement (Day 2 of 2)",,"2021-12-16T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This class will focus on procuring goods and services in a sustainable and green manner in accordance with the Oregon Sustainability Act of 2001. Topics related to sustainable procurement will be discussed.  Please see Workday Learning for full course description.",
"OPIC Exam",,"2021-12-15T00:00:00.000",,"Workday Learning","8:30 AM - 11:30 AM",,"Students who wish to earn an Oregon Procurement Intermediate Certification must pass this exam with a score of 80 percent or better and earn 125 contact hours in coursework.  Please see Workday Learning for full course description.",
"OPAC Exam",,"2021-12-15T00:00:00.000",,"Workday Learning","8:30 AM - 11:30 AM",,"Students who wish to earn an Oregon Procurement Intermediate Certification must pass this exam with a score of 80 percent or better and earn 175 contact hours in coursework.  Please see Workday Learning for full course description.",
"OPBC Exam",,"2021-12-15T00:00:00.000",,"Workday Learning","8:30 AM - 11:30 AM",,"Students who wish to earn an Oregon Procurement Basic Certification must pass this exam with a score of 80 percent or better and earn 75 contact hours in coursework.  Please see Workday Learning for full course description.",
"Fundamentals of Sustanable Procurement (Day 1 of 2)","7","2021-12-14T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/958abb35518a0182486a2fd3ea01b7cb?type=9882927d138b100019b6a2df1a46018b)","This class will focus on procuring goods and services in a sustainable and green manner in accordance with the Oregon Sustainability Act of 2001. Topics related to sustainable procurement will be discussed.  Please see Workday Learning for full course description.",
"Demystifying Terms and Conditions","3.5","2021-12-07T00:00:00.000",,"Adobe Connect Webinar","1:30 PM - 4:30 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba8015418d2cddbea0115d3?type=9882927d138b100019b6a2df1a46018b)","Learn about standard terms and conditions typically used in contracts. The course provides an opportunity to ask questions you always wanted answered about both standard and special terms and conditions.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 8 of 8)",,"2021-11-18T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 7 of 8)",,"2021-11-16T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 6 of 8)",,"2021-11-10T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 5 of 8)",,"2021-11-08T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 4 of 8)",,"2021-11-04T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 3 of 8)",,"2021-11-02T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 2 of 8)",,"2021-10-28T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM",,"This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
"Principles of Public Procurement WEBINAR (Day 1 of 8)",,"2021-10-26T00:00:00.000",,"Adobe Connect Webinar","8:30 AM - 12:00 PM","Registration Link (https://wd5.myworkday.com/oregon/learning/course/12787c4efba80134cc2f07d4ea0107d3?type=9882927d138b100019b6a2df1a46018b)","This course is designed to provide instruction in conducting procurements that are between $10,000-$150,000 and greater and provide a foundational overview for anyone new to Oregon public procurement.  Please see Workday Learning for full course description.",
