Start Date & Time,End Date & Time,Meeting Title,"Agency, Board, Commission, Branch",Short Description,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
05/07/2020 11:00:00 AM,05/07/2020 03:00:00 PM,Housing Rulemaking Advisory Committe Meeting,Land Conservation & Development Department,Rulemaking regarding HB 2001 and HB 2003,Basement Hearing Room: 635 Capitol St., Salem,OR,,yes,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,
05/06/2020 09:00:00 AM,05/06/2020 04:00:00 PM,Oregon Ocean Policy Advisory Council,Land Conservation & Development Department,OPAC is Oregon's legislatively established stakeholder advisory committee. ,Department of Human Services Building, North Bend,OR,A meeting of the Ocean Policy Advisory Council.  ,Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,true,,,,,,,,http://oregonocean.info/,,,,
04/02/2020 11:00:00 AM,04/02/2020 03:00:00 PM,Housing Rulemaking Advisory Committee Meeting,Land Conservation & Development Department,Rulemaking regarding HB 2001 and HB 2003,Basement Hearing Room: 635 Capitol St., Salem,OR,,yes,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,
04/02/2020 09:00:00 AM,04/02/2020 04:00:00 PM,BOEM and Oregon Intergovernmental Task Force,Land Conservation & Development Department,Bureau of Ocean Energy Management and State of Oregon Intergovernmental Task Force on Marine Renewable Energy.,TBD,Salem,OR,,,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,,,,,,,,,,,,,
02/27/2020 11:00:00 AM,02/27/2020 03:00:00 PM,Housing Rulemaking Advisory Committee Meeting,Land Conservation & Development Department,Rulemaking regarding HB 2001 and HB 2003,Basement Hearing Room: 635 Capitol St., Salem,OR,,yes,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,
02/21/2020 02:00:00 PM,02/21/2020 03:00:00 PM,TSP Rocky Habitat Public Comment Event,Land Conservation & Development Department,A meeting to discuss amendments to the Rocky Habitat Management Strategy. ,Online,Salem,OR,"Oregon Coastal Management Program staff will be hosting an ONLINE public information WEBINAR to provide context and background information to the updates to Part Three of the Territorial Sea Plan - The Rocky Habitat Management Strategy.

The presentation will also include a demonstration and guided walk-thru of the new Rocky Habitat Web Mapping Tool.

Interested members of the public are welcome to submit comments on the draft strategy during the Q&A session following the presentation.",Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,true,https://zoom.us/j/628354286,888 683 5191 ,628 354 286,,,,,http://oregonocean.info/,,,,
02/19/2020 04:00:00 PM,02/19/2020 05:30:00 PM,TSP Rocky Habitat Public Comment Event,Land Conservation & Development Department,A meeting to discuss amendments to the Rocky Habitat Management Strategy. ,"Myrtlewood Room, Coos Bay Public Library", Coos Bay,OR,"Oregon Coastal Management Program staff will be hosting a public information meeting to provide context and background information to the updates to Part Three of the Territorial Sea Plan - The Rocky Habitat Management Strategy.

The presentation will also include a demonstration and guided walk-thru of the new Rocky Habitat Web Mapping Tool.

Interested members of the public are welcome to submit comments on the draft strategy during the Q&A session following the presentation.",Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,,,,,,,,,http://oregonocean.info/,,,,
02/18/2020 04:00:00 PM,02/18/2020 05:30:00 PM,TSP Rocky Habitat Public Comment Event,Land Conservation & Development Department,A meeting to discuss amendments to the Rocky Habitat Management Strategy. ,"Warren Room, Tolovana Inn, ", Cannon Beach,OR,"Oregon Coastal Management Program staff will be hosting a public information meeting to provide context and background information to the updates to Part Three of the Territorial Sea Plan - The Rocky Habitat Management Strategy.

The presentation will also include a demonstration and guided walk-thru of the new Rocky Habitat Web Mapping Tool.

Interested members of the public are welcome to submit comments on the draft strategy during the Q&A session following the presentation.",Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,,,,,,,,,http://oregonocean.info/,,,,
02/12/2020 03:30:00 PM,02/12/2020 05:00:00 PM,TSP Rocky Habitat Public Comment Event,Land Conservation & Development Department,A meeting to discuss amendments to the Rocky Habitat Management Strategy. ,Hatfield Marine Science Center, Newport,OR,"Oregon Coastal Management Program staff will be hosting a public information meeting to provide context and background information to the updates to Part Three of the Territorial Sea Plan - The Rocky Habitat Management Strategy.

The presentation will also include a demonstration and guided walk-thru of the new Rocky Habitat Web Mapping Tool.

Interested members of the public are welcome to submit comments on the draft strategy during the Q&A session following the presentation.",Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,,,,,,,,,http://oregonocean.info/,,,,
02/11/2020 03:30:00 PM,02/11/2020 05:00:00 PM,TSP Rocky Habitat Public Comment Event,Land Conservation & Development Department,Anmeeting to discuss amendments to the Rocky Habitat Management Strategy. ,Portland State Office Building -  800 NE Oregon St , Portland,OR,"Oregon Coastal Management Program staff will be hosting a public information meeting to provide context and background information to the updates to Part Three of the Territorial Sea Plan - The Rocky Habitat Management Strategy.

The presentation will also include a demonstration and guided walk-thru of the new Rocky Habitat Web Mapping Tool.

Interested members of the public are welcome to submit comments on the draft strategy during the Q&A session following the presentation.

All written comments can be submitted via email to: TSP.Comments@state.or.us 
 
 ",Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,,,,,,,,,http://oregonocean.info/,,,,
01/30/2020 06:00:00 PM,01/30/2020 08:00:00 PM,Community Conversation on Oregon’s Housing Initiative,Land Conservation & Development Department,Community conversation to discuss new Oregon housing initiatives,"Harmony Campus, 7738 SE Harmony Road", Milwaukie,OR,"Where: Clackamas Community College – Harmony Campus, 7738 SE Harmony Road, Milwaukie, OR, 97222 (Located near bus lines 29,30,31,79,152, and MAX Green Line (Clackamas Town Ctr. Station))",,Department of Land Conservation and Development,(503) 373-0050,dlcd.info@state.or.us,,,,,,,,,,,https://www.oregon.gov/lcd/NN/Press%20Releases/20191219_CommunityConversation_PDXEast.pdf,,,,https://www.oregon.gov/lcd/NN/Press%20Releases/20191219_CommunityConversation_PDXEast.pdf,,,,
01/29/2020 07:00:00 PM,01/29/2020 09:00:00 PM,Community Conversation on Oregon’s Housing Initiative,Land Conservation & Development Department,Community conversation to discuss new Oregon housing initiatives,"Willow Creek Center, 241 SW Edgeway Dr.",Hillsboro,OR,"Where: Portland Community College – Willow Creek Center, 241 SW Edgeway Dr., Hillsboro, OR, 97006 (Located along MAX Blue Line (Willow Creek/SW 185th Ave. TC Station))",,Department of Land Conservation and Development,(503) 373-0050,dlcd.info@state.or.us,,,,,,,,,,,https://www.oregon.gov/lcd/NN/Press%20Releases/20191219_CommunityConversation_PDXWest.pdf,,,,https://www.oregon.gov/lcd/NN/Press%20Releases/20191219_CommunityConversation_PDXWest.pdf,,,,
01/22/2020 11:00:00 AM,01/22/2020 03:00:00 PM,Housing Rulemaking Advisory Committee Meeting,Land Conservation & Development Department,Rulemaking regarding HB 2001 and 2003,Basement Hearing Room: 635 Capitol St., Salem,OR,,yes,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,
01/09/2020 01:00:00 PM,01/09/2020 03:00:00 PM,Middle Housing Model Code Technical Advisory Committee (MCTAC),Land Conservation & Development Department,,"Department of Energy, 550 Capitol St. NE", Salem,OR,,,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,,,,,,,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,
01/09/2020 01:00:00 PM,01/09/2020 03:00:00 PM,Middle Housing Model Code Technical Advisory Committee (MCTAC),Land Conservation & Development Department,,"Department of Energy, 550 Capitol St. NE", Salem,OR,,,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,,,,,,,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,
01/09/2020 01:00:00 PM,01/09/2020 03:00:00 PM,Middle Housing Model Code Technical Advisory Committee (MCTAC),Land Conservation & Development Department,,"Department of Energy, 550 Capitol St., NE", Salem,OR,,,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,,,,,,,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,
12/16/2019 11:00:00 AM,12/16/2019 02:00:00 PM,Housing Rulemaking Advisory Committee Meeting,Land Conservation & Development Department,Rulemaking regarding HB 2001 and HB 2003,Basement Hearing Room: 635 Capitol St., Salem,OR,,yes,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,
12/05/2019 09:00:00 AM,12/05/2019 12:00:00 PM,CANCELLED: Citizen Involvement Advisory Committee,Land Conservation & Development Department,Meeting has been cancelled,"Basement Hearing Room, 635 Capitol St. NE", Salem,OR,,,Sadie Carney,503-934-0036,sadie.carney@state.or.us,,,,Katie Lahey,503-934-0401,katie.lahey@state.or.us,,,,,,,,,https://www.oregon.gov/lcd/About/Pages/CIAC.aspx,,,,
11/21/2019 08:00:00 AM,11/22/2019 05:00:00 PM,Commission Meeting,Land Conservation & Development Department,Regular meeting of the Land Conservation and Development Commission,"Umpqua Discovery Center, 409 River Front Way",Reedsport,OR,,Yes,Esther Kooistra,503-934-0045,esther.kooistra@state.or.us,,,,Katie Lahey,503-934-0401,katie.lahey@state.or.us,,,,,,,,,https://www.oregon.gov/lcd/Commission/Pages/Meetings.aspx,,,,
11/14/2019 10:00:00 AM,11/14/2019 02:00:00 PM,Housing Rulemaking Advisory Committee Meeting,Land Conservation & Development Department,Rulemaking regarding HB 2001 and HB 2003,Basement Hearing Room: 635 Capitol St., Salem,OR,,yes,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,https://www.oregon.gov/lcd/LAR/Pages/Housing.aspx,,,,
11/06/2019 06:00:00 PM,11/06/2019 08:00:00 PM,Oregon's New Housing Initiatives: How Will They Affect Our Communties,Land Conservation & Development Department,,Council Chambers at Kent Taylor Civic Hall 200 NE 2nd Street, McMinnville,OR,"Join Department of Land Conservation and Development (DLDC) staff and local leaders to discuss new housing initiatives in Oregon. DLCD is holding roundtable discussions to collect guidance and hear concerns from affected communities as the state advances our shared work to encourage a variety of housing types to provide residents more diverse housing choices.
Why now? The Oregon Legislature passed two significant housing bills this past legislative session – House Bill 2001 and 2003. The legislature passed these bills to provide additional housing and to help ensure housing production in addition to zoning. 
Purpose: To provide community members and city staff information about two new housing bills and receive community guidance on issues that should be considered early in the process.

Contacts: 
Ethan Stuckmayer
DLCD Senior Housing Planner
ethan.stuckmayer@state.or.us
503-934-0619	

Angela Carnahan
DLCD Regional Representative
angela.carnahan@state.or.us
503-934-0056	

Heather Richards, PCED
McMinnville Planning Director
hrichards@micminnvilleoregon.org
503-474-5107
 
Information on these bills is included in “Latest News and Events” on DLCD’s website.

Written comments are welcome to housing@dlcd.state.or.us

For information on other housing related community events being held by DLCD through early 2020, see the Housing page on DLCD’s website. Sign up on DLCD’s website to receive further information on housing as this work progresses.",,Ethan Stuckmayer,503-934-0619,ethan.stuckmayer@state.or.us,,,,,,,,,,,,,,,https://www.oregon.gov/lcd/UP/Pages/Housing-Resources.aspx,,,,
11/05/2019 10:00:00 AM,11/05/2019 01:00:00 PM,TSP Rocky Habitat Working Group,Land Conservation & Development Department,An OPAC subcommittee meeting to discuss amendments to the Rocky Habitat Management Strategy. ,"Basement Hearing Room, Department of Land Conservation and Development, 635 Capitol St NE, Suite 150",Salem,OR,,Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,Andy Lanier,,Andy.lanier@state.or.us,true,https://zoom.us/j/977488603,,,https://www.oregonocean.info/index.php/opac-documents/workinggroups/tspwg-p3/2019-november-5/1970-draft-meeting-agenda-11-5-2019/file,,,,http://oregonocean.info/,,,,
10/29/2019 01:00:00 PM,10/29/2019 05:00:00 PM,Green Corridor Rulemaking Advisory Committee Meeting,Land Conservation & Development Department,,"Sand Hollow Conference Rm, Port of Morrow, 2 Marine Drive", Boardman,OR,,,Jon Jinings,541-318-7920,jon.jinings@state.or.us,,,,,,,,,,,https://www.oregon.gov/lcd/LAR/Pages/Green-Corridor.aspx,,,,https://www.oregon.gov/lcd/LAR/Pages/Green-Corridor.aspx,,,,
10/21/2019 08:30:00 AM,10/21/2019 03:30:00 PM,Oregon Ocean Policy Advisory Council,Land Conservation & Development Department,OPAC is Oregon's legislatively established stakeholder advisory committee. ,Best Western Agate Beach Hotel,Salem,OR,,Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,,,,,,,,,http://oregonocean.info/,,,,
10/18/2019 01:00:00 PM,10/18/2019 04:00:00 PM,TSP Rocky Habitat Working Group,Land Conservation & Development Department,An OPAC subcommittee meeting to discuss amendments to the Rocky Habitat Management Strategy. ,"Oregon Coast Aquarium, Gleason Room, 2820 SE Ferry Slip Rd", Newport,OR,,Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,Andy Lanier,,Andy.lanier@state.or.us,,https://www.oregonocean.info/index.php/opac-documents/workinggroups/tspwg-p3/2019-october-18/1967-draft-meeting-agenda-10-18-2019,,,https://www.oregonocean.info/index.php/opac-documents/workinggroups/tspwg-p3/2019-october-18/1967-draft-meeting-agenda-10-18-2019/file,,,,http://oregonocean.info/,,,,
09/27/2019 08:00:00 AM,09/27/2019 01:00:00 PM,BOEM and Oregon Intergovernmental Task Force,Land Conservation & Development Department,Bureau of Ocean Energy Management and State of Oregon Intergovernmental Task Force on Marine Renewable Energy.,Portland State Office Building -  800 NE Oregon St , Portland,OR,"BOEM and the State of Oregon are resuming planning for ocean renewable energy, and the BOEM Oregon Intergovernmental Renewable Energy Task Force is an important component in the process. In addition to providing an update on BOEM activities and an overview of the offshore renewable energy leasing process, BOEM and the State are engaging with the Task Force to begin offshore wind planning in southern Oregon where the wind resource is the strongest in the State. Members of the public are invited to attend.",Yes,Andy Lanier,5032062291,Andy.lanier@state.or.us,,,,,,,true,https://www.boem.gov/Task-Force-Meeting-7/,,,,,,,https://www.boem.gov/Oregon/,,,,
09/26/2019 09:00:00 AM,09/26/2019 05:00:00 PM,Citizen Involvement Advisory Committee,Land Conservation & Development Department,Joint meeting with the Land Conservation and Development Commission,TBD - Portland Metro Location, Portland,OR,,Yes,Sadie Carney,503-934-0036,sadie.carney@state.or.us,,,,Katie Lahey,503-934-0401,katie.lahey@state.or.us,,,,,,,,,https://www.oregon.gov/lcd/About/Pages/CIAC.aspx,,,,
09/26/2019 08:00:00 AM,09/27/2019 05:00:00 PM,Commission Meeting,Land Conservation & Development Department,Regular meeting of the Land Conservation and Development Commission,"Basement Hearing Room, 635 Capitol St. NE", Tigard,OR,,Yes,Esther Kooistra,503-934-0045,esther.kooistra@state.or.us,,,,Katie Lahey,503-934-0401,katie.lahey@state.or.us,,,,,,,,,https://www.oregon.gov/lcd/Commission/Pages/Meetings.aspx,,,,
09/12/2019 11:00:00 AM,09/12/2019 04:00:00 PM,TSP Rocky Habitat Working Group,Land Conservation & Development Department,An OPAC subcommittee meeting to discuss amendments to the Rocky Habitat Management Strategy. ,"Oregon Coast Aquarium, Gleason Room, 2820 SE Ferry Slip Rd", Newport,OR,,Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,,,,true,https://zoom.us/j/977488603,1 855 880 1246 , 977 488 603,https://www.oregonocean.info/index.php/opac-documents/workinggroups/tspwg-p3/2019-september-12/1947-rocky-habitat-working-group-draft-meeting-agenda-9-12-2019/file,,,,http://oregonocean.info/,,,,
09/04/2019 10:00:00 AM,09/04/2019 12:00:00 PM,Land Conservation and Development Commission Meeting,Land Conservation & Development Department,Special hearing: Petition for Enforcement - City of Eugene,"Basement Hearing Room, 635 Capitol St. NE", Salem,OR,"The commission will decide whether there is good cause to proceed to a contested-case hearing regarding a petition for enforcement alleging the City of Eugene has failed to regulate or prohibit short-term rental uses in its R-1 low density housing zoning district. The commission will make a decision, based on whether there is good cause to either proceed to a contested-case hearing or deny the petition pursuant to OAR 660-045-0090(5) and (6). Only the Department of Land Conservation and Development and parties to the proceeding may present testimony during the good-cause hearing. (OAR 660-045-0090(2)).","Limited testimony will be accepted, as described above",Esther Kooistra,503-934-0045,esther.kooistra@state.or.us,,,,,,,,,,,https://www.oregon.gov/lcd/Commission/Documents/2019-09_Agenda_SpecialMtg.pdf,,,,,2019-08_Agenda_SpecialMtg.pdf (https://data.oregon.gov/views/gs36-7t8m/files/67a45e98-92df-4598-84ce-b5c7739127d0?download=true&filename=2019-08_Agenda_SpecialMtg.pdf),,,
08/26/2019 10:00:00 AM,08/26/2019 04:00:00 PM,TSP Rocky Habitat Working Group,Land Conservation & Development Department,An OPAC subcommittee meeting to discuss amendments to the Rocky Habitat Management Strategy. ,Oregon Parks and Recreation Department - Seal Rock Office Conference Room & Remote, Newport,OR,https://www.oregonocean.info/index.php/opac-documents/workinggroups/tspwg-p3/2019-august-26/1943-draft-phase-2-process-updates-updated-7-26-19,Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,Andy Lanier,5039340072,Andy.Lanier@state.or.us,true,https://zoom.us/j/977488603,1 855 880 1246,977 488 603,https://www.oregonocean.info/index.php/opac-documents/workinggroups/tspwg-p3/2019-august-26/1942-draft-meeting-agenda-rocky-habitat-working-group-8-26-2019/file,,,,http://oregonocean.info/,,,,
07/25/2019 09:00:00 AM,07/25/2019 12:00:00 PM,TSP Rocky Habitat Working Group,Land Conservation & Development Department,An OPAC subcommittee meeting to discuss amendments to the Rocky Habitat Management Strategy. ,Guin Library Seminar Room Hatfield Marine Science Center, Newport,OR,,Yes,Andy Lanier,,Andy.lanier@state.or.us,,,,Andy Lanier,,Andy.lanier@state.or.us,true,https://zoom.us/j/977488603,,,https://www.oregonocean.info/index.php/opac-documents/workinggroups/tspwg-p3/2019-june-25/1938-draft-meeting-agenda-7-25-2019/file,,,,http://oregonocean.info/,,,,
07/25/2019 09:00:00 AM,07/26/2019 05:00:00 PM,Commission Meeting,Land Conservation & Development Department,Regular meeting of the Land Conservation and Development Commission,"Hotel Condon, 202 S. Main Street", Condon,OR,,Yes,Esther Kooistra,503-934-0045,esther.kooistra@state.or.us,,,,Katie Lahey,503-934-0401,katie.lahey@state.or.us,,,,,,,,,https://www.oregon.gov/lcd/Commission/Pages/Meetings.aspx,,,,
