"trdtype","usastate","depe","disagmot","mexstate","canprov","country","value","shipwt","freight_charges","df","contcode","month","year"
"1","IL","0211","6",,"XQ","1220","238571","0","2359","1","X","1","2022"
"1","IL","2604","6","DG",,"2010","1146178","0","0","1","0","1","2022"
"1","IL","3005","5",,"XO","1220","15265","0","142","2","X","1","2022"
"1","IN","2303","5","CO",,"2010","18457","0","0","2","0","1","2022"
"1","IN","2304","5","JA",,"2010","1588670","0","0","2","0","1","2022"
"1","KS","2304","5","AG",,"2010","35718","0","0","1","0","1","2022"
"1","KS","2304","5","TB",,"2010","119867","0","0","1","0","1","2022"
"1","KS","2401","5","CH",,"2010","125788","0","0","2","0","1","2022"
"1","KY","30XX","3",,"XC","1220","347435","3517","7511","1","X","1","2022"
"1","KY","3403","6",,"XA","1220","54243","0","573","2","X","1","2022"
"1","MA","20XX","3",,"XC","1220","929155","9820","8321","1","X","1","2022"
"1","MA","2301","5","TM",,"2010","286857","0","0","2","0","1","2022"
"1","AL","2303","6","MX",,"2010","3269153","0","0","1","0","1","2022"
"1","AL","2304","5","GT",,"2010","225821","0","0","2","0","1","2022"
"1","AL","2304","5","QT",,"2010","2007372","0","0","1","0","1","2022"
"1","AL","2304","6","GT",,"2010","442237","0","0","1","0","1","2022"
"1","AR","3801","6",,"XO","1220","2452171","0","33129","1","X","1","2022"
"1","AR","41XX","3","XX",,"2010","5568","8","0","1","0","1","2022"
"1","AZ","0708","5",,"XO","1220","1483827","0","33431","1","X","1","2022"
"1","AZ","07XX","3",,"XQ","1220","136511","244","1672","2","X","1","2022"
"1","AZ","3803","5",,"XO","1220","54799","0","541","2","X","1","2022"
"1","AZ","4101","3",,"XQ","1220","602496","1471","20140","2","X","1","2022"
"1","AZ","55XX","3","XX",,"2010","16141","22","0","1","0","1","2022"
"1","AZ","70XX","8",,"XQ","1220","129838","0","3893","1","X","1","2022"
"1","CA","2506","5","SI",,"2010","2437604","0","0","1","0","1","2022"
"1","CA","2506","8","SO",,"2010","18700","0","0","1","X","1","2022"
"1","CA","2507","5","MX",,"2010","47868","0","0","1","1","1","2022"
"1","CA","2507","5","TM",,"2010","24753","0","0","2","0","1","2022"
"1","CA","2604","5","BS",,"2010","13061","0","0","2","1","1","2022"
"1","CO","2304","6","QT",,"2010","115586","0","0","1","0","1","2022"
"1","CO","2401","5","MX",,"2010","1795529","0","0","1","0","1","2022"
"1","CO","2404","8","PU",,"2010","3068","0","0","2","X","1","2022"
"1","CO","2506","5","MX",,"2010","21378","0","0","1","0","1","2022"
"1","DE","2304","5","CM",,"2010","952116","0","0","1","0","1","2022"
"1","DE","2304","5","QT",,"2010","8798","0","0","1","0","1","2022"
"1","DE","2404","8","CH",,"2010","4748","0","0","2","X","1","2022"
"1","DE","3401","5",,"XO","1220","12414","0","810","1","X","1","2022"
"1","FL","2402","5","OT",,"2010","66870","0","0","1","0","1","2022"
"1","FL","2506","5","DF",,"2010","23935","0","0","1","0","1","2022"
"1","FL","2507","5","SI",,"2010","3255","0","0","1","0","1","2022"
"1","FL","2604","8","SO",,"2010","3512","0","0","1","X","1","2022"
"1","FL","3003","5",,"XA","1220","14632","0","79","1","X","1","2022"
"1","GA","2304","5","SI",,"2010","162400","0","0","1","0","1","2022"
"1","GA","2304","6","CM",,"2010","235984","0","0","1","0","1","2022"
"1","GA","2304","8","MX",,"2010","15045","0","0","1","X","1","2022"
"1","GA","2305","5","MX",,"2010","5614","0","0","1","0","1","2022"
"1","IA","2301","5","DF",,"2010","314169","0","0","1","0","1","2022"
"1","IA","2303","6","NL",,"2010","1889409","0","0","1","1","1","2022"
"1","IA","2304","5","GT",,"2010","19331","0","0","2","0","1","2022"
"1","IA","2304","5","QR",,"2010","169987","0","0","1","0","1","2022"
"1","ID","3613","5",,"XO","1220","233383","0","3754","1","X","1","2022"
"1","ID","3802","6",,"XO","1220","1315052","0","21197","1","X","1","2022"
"1","ID","70XX","8",,"XO","1220","10279","0","538","1","X","1","2022"
"1","IL","0211","5",,"XQ","1220","34733","0","577","1","X","1","2022"
"1","IL","0712","5",,"XC","1220","79449","0","6331","1","X","1","2022"
"1","IL","2604","6","BC",,"2010","50499","0","0","1","0","1","2022"
"1","IL","3001","6",,"XQ","1220","171512","0","14780","1","X","1","2022"
"1","IL","3004","6",,"XQ","1220","54358","0","3565","1","X","1","2022"
"1","IL","30XX","1",,"XA","1220","121546","13037","1202","2","X","1","2022"
"1","IN","2303","5","CO",,"2010","1371015","0","0","1","0","1","2022"
"1","IN","2304","5","CM",,"2010","2445144","0","0","1","0","1","2022"
"1","IN","2304","5","JA",,"2010","87881","0","0","1","1","1","2022"
"1","IN","2304","5","QR",,"2010","27175","0","0","1","0","1","2022"
"1","KS","2304","3","XX",,"2010","171264","648","0","1","0","1","2022"
"1","KS","2304","5","JA",,"2010","11718","0","0","2","0","1","2022"
"1","KS","2304","5","SL",,"2010","599478","0","0","1","0","1","2022"
"1","KS","2304","6","SL",,"2010","3113480","0","0","1","0","1","2022"
"1","KS","2401","5","CH",,"2010","833298","0","0","1","0","1","2022"
"1","KY","3001","5",,"XO","1220","12004","0","1552","1","X","1","2022"
"1","KY","30XX","3",,"XA","1220","67796","1753","1325","1","X","1","2022"
"1","KY","3401","5",,"XA","1220","454397","0","17937","1","X","1","2022"
"1","KY","3403","6",,"XA","1220","986289","0","24712","1","X","1","2022"
"1","MA","2006","3",,"XM","1220","48356","429","7","1","X","1","2022"
"1","MA","20XX","3",,"XA","1220","637212","1335","9286","2","X","1","2022"
"1","MA","20XX","3",,"XQ","1220","1829070","10846","16945","2","X","1","2022"
"1","MA","2301","5","TM",,"2010","35734","0","0","1","0","1","2022"
"1","AL","2301","5","ZA",,"2010","13756","0","0","2","0","1","2022"
"1","AL","2303","6","CO",,"2010","4909326","0","0","1","0","1","2022"
"1","AL","2304","5","CO",,"2010","1792513","0","0","1","0","1","2022"
"1","AL","2304","5","GT",,"2010","13951","0","0","1","1","1","2022"
"1","AL","2304","5","NL",,"2010","31059246","0","0","1","0","1","2022"
"1","AL","2304","5","PU",,"2010","91557","0","0","2","0","1","2022"
"1","AL","2304","5","TL",,"2010","4561","0","0","2","0","1","2022"
"1","AL","2304","6","DF",,"2010","2413010","0","0","1","0","1","2022"
"1","AL","2304","6","SL",,"2010","114114","0","0","1","0","1","2022"
"1","AR","3801","5",,"XQ","1220","117714","0","326","1","X","1","2022"
"1","AR","3802","6",,"XO","1220","4834311","0","182269","1","X","1","2022"
"1","AR","4115","3",,"XO","1220","7351","70","158","1","X","1","2022"
"1","AR","70XX","8",,"XQ","1220","11478","0","101","1","X","1","2022"
"1","AZ","0701","5",,"XO","1220","327409","0","6407","2","X","1","2022"
"1","AZ","0712","5",,"XO","1220","233085","0","18819","2","X","1","2022"
"1","AZ","07XX","3",,"XQ","1220","131615","124","1299","1","X","1","2022"
"1","AZ","11XX","3","XX",,"2010","227309","1658","0","1","0","1","2022"
"1","AZ","3803","5",,"XO","1220","127413","0","1712","1","X","1","2022"
"1","AZ","4101","3",,"XA","1220","30645","15","427","1","X","1","2022"
"1","AZ","4101","3",,"XQ","1220","596578","2192","10799","1","X","1","2022"
"1","AZ","4102","3",,"XQ","1220","49539","34","490","1","X","1","2022"
"1","AZ","55XX","3",,"XO","1220","202362","76","672","2","X","1","2022"
"1","AZ","70XX","8",,"XA","1220","28186","0","702","1","X","1","2022"
"1","AZ","70XX","8",,"XO","1220","63965","0","2942","2","X","1","2022"
"1","CA","0115","5",,"XA","1220","7186","0","78","1","X","1","2022"
"1","CA","2506","5","QT",,"2010","162995","0","0","2","0","1","2022"
"1","CA","2506","5","YU",,"2010","59160","0","0","1","0","1","2022"
"1","CA","2506","8","MX",,"2010","21550","0","0","1","X","1","2022"
"1","CA","2507","5","CO",,"2010","96893","0","0","1","0","1","2022"
"1","CA","2507","5","MX",,"2010","7908201","0","0","1","0","1","2022"
"1","CA","2507","5","QR",,"2010","120828","0","0","1","0","1","2022"
"1","CA","2507","5","TM",,"2010","263357","0","0","1","0","1","2022"
"1","CA","25XX","3",,"XO","1220","181652","1502","1581","2","X","1","2022"
"1","CA","2604","5","BC",,"2010","199871","0","0","2","0","1","2022"
"1","CO","2304","6","CM",,"2010","106879","0","0","1","0","1","2022"
"1","CO","2304","6","PU",,"2010","53625","0","0","1","0","1","2022"
"1","CO","2305","5","QT",,"2010","23464","0","0","1","0","1","2022"
"1","CO","2401","5","DF",,"2010","3850","0","0","1","0","1","2022"
"1","CO","2403","8","CH",,"2010","7200","0","0","1","X","1","2022"
"1","CO","2404","8","MX",,"2010","20306","0","0","1","X","1","2022"
"1","CO","2505","5","BC",,"2010","75994","0","0","1","0","1","2022"
"1","CO","2506","5","JA",,"2010","4760","0","0","2","0","1","2022"
"1","CO","2601","5","SO",,"2010","69850","0","0","1","0","1","2022"
"1","DE","2304","5","CH",,"2010","3743","0","0","2","0","1","2022"
"1","DE","2304","5","JA",,"2010","741939","0","0","1","0","1","2022"
"1","DE","2304","5","PU",,"2010","948933","0","0","1","0","1","2022"
"1","DE","2305","5","JA",,"2010","54392","0","0","1","0","1","2022"
"1","DE","2402","5","CH",,"2010","851751","0","0","2","0","1","2022"
"1","DE","30XX","3",,"XA","1220","8618","28","167","1","X","1","2022"
"1","DE","3401","5",,"XM","1220","88216","0","573","2","X","1","2022"
"1","DE","34XX","3",,"XO","1220","4497","18","142","2","X","1","2022"
"1","FL","2402","5","NL",,"2010","128000","0","0","1","0","1","2022"
"1","FL","2404","8","MO",,"2010","2768","0","0","1","X","1","2022"
"1","FL","2506","5","BS",,"2010","266302","0","0","2","0","1","2022"
"1","FL","2506","5","QR",,"2010","20586","0","0","1","1","1","2022"
"1","FL","2507","5","OT",,"2010","48555","0","0","1","0","1","2022"
"1","FL","2604","5","NL",,"2010","90103","0","0","1","0","1","2022"
"1","FL","2604","5","SO",,"2010","42852","0","0","2","1","1","2022"
"1","FL","2720","3","XX",,"2010","11913","365","0","1","0","1","2022"
"1","FL","3001","5",,"XO","1220","19125","0","2021","1","X","1","2022"
"1","GA","2304","5","OT",,"2010","70016","0","0","2","0","1","2022"
"1","GA","2304","5","QT",,"2010","736631","0","0","2","0","1","2022"
"1","GA","2304","5","TL",,"2010","274053","0","0","1","0","1","2022"
"1","GA","2304","5","ZA",,"2010","13200","0","0","2","0","1","2022"
"1","GA","2304","6","SL",,"2010","9227","0","0","1","1","1","2022"
"1","GA","2304","8","JA",,"2010","82063","0","0","1","X","1","2022"
"1","GA","2305","5","CO",,"2010","142198","0","0","2","0","1","2022"
"1","GA","2305","5","MI",,"2010","55020","0","0","2","0","1","2022"
"1","GA","2310","5","NL",,"2010","19138","0","0","2","0","1","2022"
"1","IA","2301","5","CO",,"2010","79155","0","0","1","0","1","2022"
"1","IA","2303","5","CO",,"2010","11658","0","0","1","0","1","2022"
"1","IA","2303","6","NL",,"2010","10674826","0","0","1","0","1","2022"
"1","IA","2304","5","CM",,"2010","3101","0","0","2","0","1","2022"
"1","IA","2304","5","GT",,"2010","2305565","0","0","1","0","1","2022"
"1","IA","2304","5","MX",,"2010","450529","0","0","1","1","1","2022"
"1","IA","2304","5","PU",,"2010","759942","0","0","1","0","1","2022"
"1","IA","2304","5","YU",,"2010","2584","0","0","1","0","1","2022"
"1","ID","3604","6",,"XO","1220","69150","0","1584","1","X","1","2022"
"1","ID","3801","6",,"XO","1220","919225","0","14248","1","X","1","2022"
"1","ID","3802","6",,"XB","1220","352512","0","158","1","X","1","2022"
"1","ID","41XX","3","XX",,"2010","6510","56","0","1","0","1","2022"
"1","ID","70XX","8",,"XM","1220","582","0","39","2","X","1","2022"
"1","IL","0108","5",,"XB","1220","37184","0","1080","1","X","1","2022"
"1","IL","0209","5",,"XQ","1220","52734","0","678","2","X","1","2022"
"1","IL","0704","5",,"XO","1220","897552","0","12443","1","X","1","2022"
"1","IL","0712","5",,"XA","1220","10630","0","216","1","X","1","2022"
"1","IL","2604","5","SI",,"2010","806968","0","0","1","1","1","2022"
"1","IL","2604","5","VE",,"2010","34501","0","0","1","0","1","2022"
"1","IL","3001","5",,"XC","1220","821932","0","22028","1","X","1","2022"
"1","IL","3001","6",,"XB","1220","23766","0","3225","1","X","1","2022"
"1","IL","3004","5",,"XC","1220","15190869","0","375820","1","X","1","2022"
"1","IL","3004","6",,"XC","1220","235642","0","3778","2","X","1","2022"
"1","IL","3009","8",,"XQ","1220","19384","0","268","2","X","1","2022"
"1","IL","3023","5",,"XO","1220","64984","0","1643","1","X","1","2022"
"1","IN","20XX","3","XX",,"2010","284427","3937","0","2","0","1","2022"
"1","IN","2301","8","TM",,"2010","6561","0","0","1","X","1","2022"
"1","IN","2304","5","AG",,"2010","512639","0","0","1","0","1","2022"
"1","IN","2304","5","CL",,"2010","845663","0","0","1","0","1","2022"
"1","IN","2304","5","DF",,"2010","2021682","0","0","2","0","1","2022"
"1","IN","2304","5","JA",,"2010","4795039","0","0","1","0","1","2022"
"1","IN","2304","5","NL",,"2010","9345920","0","0","2","0","1","2022"
"1","IN","2304","5","PU",,"2010","318333","0","0","2","0","1","2022"
"1","IN","2304","5","SL",,"2010","1820900","0","0","2","0","1","2022"
"1","KS","2303","6","TM",,"2010","162426","0","0","1","0","1","2022"
"1","KS","2304","5","DF",,"2010","697944","0","0","1","1","1","2022"
"1","KS","2304","5","JA",,"2010","1399380","0","0","1","0","1","2022"
"1","KS","2304","5","OT",,"2010","1600985","0","0","1","0","1","2022"
"1","KS","2304","5","SI",,"2010","1067554","0","0","1","0","1","2022"
"1","KS","2304","6","GT",,"2010","778471","0","0","1","0","1","2022"
"1","KS","2304","6","QT",,"2010","2468561","0","0","1","0","1","2022"
"1","KS","2305","5","CO",,"2010","15606","0","0","1","0","1","2022"
"1","KS","2305","8","TM",,"2010","16262","0","0","1","X","1","2022"
"1","KY","2604","5","QT",,"2010","9436","0","0","2","0","1","2022"
"1","KY","3001","5",,"XC","1220","542370","0","13501","2","X","1","2022"
"1","KY","3004","5",,"XO","1220","391905","0","17339","1","X","1","2022"
"1","KY","3023","5",,"XC","1220","592078","0","12171","2","X","1","2022"
"1","KY","3310","5",,"XA","1220","72405","0","1941","2","X","1","2022"
"1","KY","33XX","3",,"XO","1220","5229","26","105","1","X","1","2022"
"1","KY","3401","5",,"XS","1220","71386","0","950","1","X","1","2022"
"1","KY","3403","5",,"XS","1220","775055","0","14744","2","X","1","2022"
"1","MA","09XX","3",,"XO","1220","283607","7145","5643","2","X","1","2022"
"1","MA","17XX","3","XX",,"2010","19000","13","0","2","0","1","2022"
"1","MA","2006","3",,"XQ","1220","6214","31","0","1","X","1","2022"
"1","MA","20XX","3",,"XA","1220","1320393","7819","17500","1","X","1","2022"
"1","MA","20XX","3",,"XM","1220","257336","305","955","2","X","1","2022"
"1","MA","20XX","3",,"XQ","1220","6581331","7220","20161","1","X","1","2022"
"1","MA","2301","5","MX",,"2010","198900","0","0","1","0","1","2022"
"1","MA","2301","5","QT",,"2010","5675","0","0","2","0","1","2022"
"1","AL","2301","5","MX",,"2010","15840","0","0","1","0","1","2022"
"1","AL","2301","5","ZA",,"2010","275175","0","0","1","0","1","2022"
"1","AL","2303","5","CO",,"2010","42065","0","0","2","0","1","2022"
"1","AL","2303","5","MX",,"2010","966455","0","0","1","0","1","2022"
"1","AL","2304","5","AG",,"2010","125579","0","0","2","0","1","2022"
"1","AL","2304","5","CM",,"2010","3204","0","0","2","0","1","2022"
"1","AL","2304","5","DF",,"2010","461501","0","0","1","0","1","2022"
"1","AL","2304","5","GT",,"2010","13301142","0","0","1","0","1","2022"
"1","AL","2304","5","MO",,"2010","41674","0","0","1","0","1","2022"
"1","AL","2304","5","MX",,"2010","165168","0","0","2","0","1","2022"
"1","AL","2304","5","OT",,"2010","1459556","0","0","1","0","1","2022"
"1","AL","2304","5","PU",,"2010","994256","0","0","1","1","1","2022"
"1","AL","2304","5","SI",,"2010","153650","0","0","1","0","1","2022"
"1","AL","2304","5","TL",,"2010","68833","0","0","1","0","1","2022"
"1","AL","2304","5","VE",,"2010","2704","0","0","1","0","1","2022"
"1","AL","2304","6","CO",,"2010","1510511","0","0","1","0","1","2022"
"1","AL","2304","6","NL",,"2010","321616","0","0","1","1","1","2022"
"1","AL","2304","6","QT",,"2010","1380076","0","0","1","1","1","2022"
"1","AR","3604","6",,"XS","1220","58101","0","1312","1","X","1","2022"
"1","AR","3801","5",,"XO","1220","3851102","0","55016","2","X","1","2022"
"1","AR","3802","5",,"XO","1220","1889429","0","32040","2","X","1","2022"
"1","AR","3802","6",,"XN","1220","181091","0","10693","1","X","1","2022"
"1","AR","38XX","3",,"XO","1220","71338","36993","3570","1","X","1","2022"
"1","AR","4101","3",,"XQ","1220","83082","5137","780","1","X","1","2022"
"1","AR","70XX","8",,"XC","1220","2180","0","26","1","X","1","2022"
"1","AR","70XX","8",,"XO","1220","137","0","2","2","X","1","2022"
"1","AZ","0115","5",,"XB","1220","59930","0","2106","2","X","1","2022"
"1","AZ","0701","5",,"XO","1220","13467","0","263","1","X","1","2022"
"1","AZ","0712","5",,"XC","1220","29173","0","3005","1","X","1","2022"
"1","AZ","0712","5",,"XO","1220","249914","0","2629","1","X","1","2022"
"1","AZ","0712","5",,"XS","1220","33361","0","1414","2","X","1","2022"
"1","AZ","07XX","3",,"XO","1220","5620","1","190","2","X","1","2022"
"1","AZ","0901","6",,"XQ","1220","80524","0","2543","2","X","1","2022"
"1","AZ","09XX","3",,"XQ","1220","25316","155","495","2","X","1","2022"
"1","AZ","3802","5",,"XQ","1220","153580","0","2584","1","X","1","2022"
"1","AZ","3802","6",,"XO","1220","142347","0","3565","2","X","1","2022"
"1","AZ","38XX","3",,"XO","1220","124210","9538","3296","1","X","1","2022"
"1","AZ","38XX","3",,"XQ","1220","187190","2454","1404","2","X","1","2022"
"1","AZ","4101","3",,"XC","1220","18569","7","362","2","X","1","2022"
"1","AZ","4101","3",,"XO","1220","1724725","5892","59011","2","X","1","2022"
"1","AZ","4102","3",,"XM","1220","14426","31","133","1","X","1","2022"
"1","AZ","4102","3",,"XO","1220","549921","2283","15721","2","X","1","2022"
"1","AZ","41XX","3","XX",,"2010","3942505","10105","0","2","0","1","2022"
"1","AZ","52XX","3","XX",,"2010","16393","93","0","1","0","1","2022"
"1","AZ","70XX","5",,"XC","1220","10075","0","355","1","X","1","2022"
"1","AZ","70XX","5",,"XO","1220","3689","0","3","2","X","1","2022"
"1","AZ","70XX","8",,"XC","1220","29512","0","1646","2","X","1","2022"
"1","AZ","70XX","8",,"XO","1220","29390","0","885","1","X","1","2022"
"1","CA","0104","5",,"XQ","1220","7374","0","79","2","X","1","2022"
"1","CA","0106","5",,"XO","1220","7362","0","144","1","X","1","2022"
"1","CA","0115","5",,"XO","1220","68862","0","869","2","X","1","2022"
"1","CA","2506","5","QT",,"2010","389953","0","0","1","0","1","2022"
"1","CA","2506","5","SO",,"2010","1224222","0","0","2","0","1","2022"
"1","CA","2506","5","VE",,"2010","82195","0","0","1","0","1","2022"
"1","CA","2506","8","BC",,"2010","888359","0","0","2","X","1","2022"
"1","CA","2506","8","JA",,"2010","2889","0","0","2","X","1","2022"
"1","CA","2507","5","BC",,"2010","57544710","0","0","2","0","1","2022"
"1","CA","2507","5","CH",,"2010","263500","0","0","2","0","1","2022"
"1","CA","2507","5","GT",,"2010","478105","0","0","2","0","1","2022"
"1","CA","2507","5","MI",,"2010","73562","0","0","1","0","1","2022"
"1","CA","2507","5","NL",,"2010","184784","0","0","2","0","1","2022"
"1","CA","2507","5","PU",,"2010","14250","0","0","1","0","1","2022"
"1","CA","2507","5","SI",,"2010","387143","0","0","1","0","1","2022"
"1","CA","2507","5","SO",,"2010","767105","0","0","2","0","1","2022"
"1","CA","2507","8","BC",,"2010","1654897","0","0","1","X","1","2022"
"1","CA","25XX","3",,"XO","1220","107655","1398","1607","1","X","1","2022"
"1","CA","2603","5","SO",,"2010","4800","0","0","1","0","1","2022"
"1","CA","2604","5","BC",,"2010","585218","0","0","1","0","1","2022"
"1","CO","2304","5","YU",,"2010","16073","0","0","1","0","1","2022"
"1","CO","2304","6","BC",,"2010","60829","0","0","1","0","1","2022"
"1","CO","2304","6","MX",,"2010","1484663","0","0","1","1","1","2022"
"1","CO","2304","6","NL",,"2010","409626","0","0","2","0","1","2022"
"1","CO","2304","8","SI",,"2010","24080","0","0","1","X","1","2022"
"1","CO","2305","5","MX",,"2010","11078","0","0","2","0","1","2022"
"1","CO","2305","5","VE",,"2010","33931","0","0","1","0","1","2022"
"1","CO","2401","5","CH",,"2010","1332340","0","0","2","0","1","2022"
"1","CO","2402","5","MX",,"2010","127675","0","0","1","0","1","2022"
"1","CO","2402","8","CH",,"2010","10760","0","0","1","X","1","2022"
"1","CO","2404","8","CH",,"2010","512219","0","0","2","X","1","2022"
"1","CO","2404","8","DF",,"2010","6198","0","0","1","X","1","2022"
"1","CO","2503","5","BC",,"2010","44822","0","0","1","0","1","2022"
"1","CO","2503","6","BC",,"2010","120465","0","0","1","0","1","2022"
"1","CO","2506","5","BC",,"2010","347425","0","0","1","0","1","2022"
"1","CO","2506","5","DF",,"2010","8698","0","0","1","0","1","2022"
"1","CO","2506","5","SO",,"2010","14268","0","0","1","0","1","2022"
"1","CO","2507","8","BC",,"2010","12914","0","0","1","X","1","2022"
"1","DE","2301","5","MX",,"2010","688607","0","0","1","0","1","2022"
"1","DE","2304","5","CH",,"2010","24000","0","0","1","0","1","2022"
"1","DE","2304","5","DF",,"2010","216045","0","0","1","0","1","2022"
"1","DE","2304","5","HG",,"2010","15390","0","0","1","0","1","2022"
"1","DE","2304","5","MX",,"2010","58074","0","0","2","0","1","2022"
"1","DE","2304","5","OT",,"2010","25680","0","0","2","0","1","2022"
"1","DE","2304","5","SL",,"2010","44640","0","0","2","0","1","2022"
"1","DE","2304","6","NL",,"2010","155517","0","0","1","0","1","2022"
"1","DE","2401","5","CH",,"2010","3874","0","0","2","0","1","2022"
"1","DE","2402","5","CH",,"2010","879200","0","0","1","0","1","2022"
"1","DE","3001","5",,"XC","1220","11047","0","396","2","X","1","2022"
"1","DE","3004","5",,"XC","1220","265096","0","7055","2","X","1","2022"
"1","DE","3310","5",,"XA","1220","75862","0","1130","1","X","1","2022"
"1","DE","3401","5",,"XM","1220","434459","0","10157","1","X","1","2022"
"1","DE","3403","5",,"XS","1220","79553","0","7130","2","X","1","2022"
"1","DE","34XX","3",,"XO","1220","28954","2444","134","1","X","1","2022"
"1","DE","35XX","3",,"XA","1220","2526","4","159","2","X","1","2022"
"1","DE","3604","6",,"XA","1220","13686","0","15","2","X","1","2022"
"1","FL","2403","5","CH",,"2010","172287","0","0","1","0","1","2022"
"1","FL","2404","8","JA",,"2010","3548","0","0","1","X","1","2022"
"1","FL","2506","5","BC",,"2010","1347763","0","0","1","0","1","2022"
"1","FL","2506","5","BS",,"2010","67530","0","0","1","0","1","2022"
"1","FL","2506","5","MX",,"2010","59324","0","0","1","0","1","2022"
"1","FL","2506","5","OT",,"2010","21848","0","0","1","0","1","2022"
"1","FL","2506","5","SO",,"2010","5860","0","0","1","1","1","2022"
"1","FL","2507","5","BC",,"2010","31411","0","0","2","0","1","2022"
"1","FL","2604","3","XX",,"2010","6945","7","0","1","0","1","2022"
"1","FL","2604","5","MX",,"2010","16876","0","0","1","0","1","2022"
"1","FL","2604","5","SI",,"2010","24990","0","0","2","0","1","2022"
"1","FL","2604","5","SO",,"2010","7302120","0","0","2","0","1","2022"
"1","FL","2605","3","XX",,"2010","11868","870","0","2","0","1","2022"
"1","FL","26XX","3",,"XS","1220","11201","4","0","1","X","1","2022"
"1","FL","28XX","3","XX",,"2010","4045","1","0","1","0","1","2022"
"1","FL","3001","5",,"XM","1220","5686","0","142","1","X","1","2022"
"1","FL","3004","5",,"XC","1220","8023737","0","190955","1","X","1","2022"
"1","GA","2304","5","OT",,"2010","481607","0","0","1","1","1","2022"
"1","GA","2304","5","QR",,"2010","219892","0","0","1","0","1","2022"
"1","GA","2304","5","QT",,"2010","83183","0","0","1","1","1","2022"
