"the_geom","placeid","yearplaceid","city","state","citystate","year","month","docksuspended","dockclosed","docklesssuspended","docklessclosed","scootersuspended","scooterclosed","dockid","stationct","stationct_pct","stationct_bin","dockct","docknm","docknmsuspended","docklessct","docklessct_bin","docklessnm","docklessnmsuspended","scooterct","scooterct_bin","scooternm","scooternmsuspended","lat","lon","type","suspscooterct","closedscooterct","suspdocklessct","closeddocklessct","closeddockct","suspdockct","docknotes","docklessnotes","scooternotes","docksuspendednotes","docklesssuspendednotes","scootersuspendednotes","dockclosednotes","docklessclosednotes","scooterclosednotes"
"POINT (-88.9939147 40.4797828)","IL0078","2020IL0078","Bloomington","IL","Bloomington, IL","2020","2",,,,,,,"101.0","75","1.179059896242729","4","1","Normal (Bikeshare 309)",,"0","0",,,"0","0",,,"40.4797828","-88.9939147","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-71.5522874 42.3459271)","MA00103","2020MA00103","Marlborough","MA","Marlborough, MA","2020","7",,"7/2020",,,,,,"0",,"0","0",,"City of Marlborough, MA","0","0",,,"0","0",,,"42.3459271","-71.5522874",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-118.242766 34.0536909)","CA0019","2020CA0019","Los Angeles","CA","Los Angeles, CA","2020","4",,,,,"4/2020","4/2020","73.0","213","3.348530105329351","4","1","Metro Bike Share Los Angeles",,"0","0",,,"5","4","Lime, Sherpa, Bird, Lyft, Spin","Lime","34.0536909","-118.242766","Docked and e-scooters","1","1","0","0","0","0",,,,,,,,,
"POINT (-80.3049 27.3055)","FL00248","2020FL00248","Fort Pierce/Port St Lucie","FL","Fort Pierce/Port St Lucie, FL","2020","8",,"8/2020",,,,"8/2020",,"0",,"0","0",,"St Lucie County","0","0",,,"0","0",,"Zagster (City of Fort Pierce)","27.3055","-80.3049",,"0","1","0","0","1","0",,,,,,,,,
"POINT (-97.3375448 37.6922361)","KS0091","2020KS0091","Wichita","KS","Wichita, KS","2020","2",,,,,,,,"42","0.660273541895928","4","1","Wichita",,"0","0",,,"3","3","Veoride, Spin, Bird",,"37.6922361","-97.3375448","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-118.242766 34.0536909)","CA0019","2020CA0019","Los Angeles","CA","Los Angeles, CA","2020","10",,,,,,"10/2020","73.0","213","3.348530105329351","4","1","Metro Bike Share Los Angeles",,"0","0",,,"4","4","Lime, Bird, Lyft, Spin","Sherpa, Bolt","34.0536909","-118.242766","Docked and e-scooters","0","2","0","0","0","0",,,,,,,,,
"POINT (-74.0323752 40.7433066)","NJ00149","2020NJ00149","Hoboken","NJ","Hoboken, NJ","2020","5",,,,,,,"2.0","60","0.943247916994183","4","1","Hudson Bike Share",,"0","0",,,"0","0",,,"40.7433066","-74.0323752","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-93.2654692 44.9772995)","MN00132","2020MN00132","Minneapolis","MN","Minneapolis, MN","2020","6",,,,,,,"25.0","225","3.537179688728188","4","1","Nice Ride Minnesota (became partially dockless in 2018)",,"0","0",,,"0","0",,,"44.9772995","-93.2654692","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-84.1916069 39.7589478)","OH00167","2020OH00167","Dayton","OH","Dayton, OH","2020","2",,,,,,"2/2020","47.0","27","0.424461562647383","4","1","Link Dayton Bcycle",,"0","0",,,"0","0",,"Spin","39.7589478","-84.1916069","Docked only","0","1","0","0","0","0",,,,,,,,,
"POINT (-111.8953815 40.5710454)","UT00211","2020UT00211","Sandy","UT","Sandy, UT","2020","8",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Lime",,"40.5710454","-111.8953815","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-96.7077751 40.8088861)","NE00145","2020NE00145","Lincoln","NE","Lincoln, NE","2020","11",,,,,,,,"0","0.0","1","1","BikeLNK",,"0","0",,,"0","0",,,"40.8088861","-96.7077751","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-83.0466403 42.3315509)","MI00128","2020MI00128","Detroit","MI","Detroit, MI","2020","1",,,,,,,"101.0","75","1.179059896242729","4","1","Mo Go",,"0","0",,,"4","4","Bird, Spin, Lime, Boaz Bikes",,"42.3315509","-83.0466403","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-95.677556 39.049011)","KS0090","2020KS0090","Topeka","KS","Topeka, KS","2020","2",,,,,,,,"204","3.207042917780224","4","1","Topeka Metro Bikes",,"0","0",,,"0","0",,,"39.049011","-95.677556","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-91.1391153 30.4507936)","LA00252","2020LA00252","Baton Rouge","LA","Baton Rouge, LA","2020","5",,,,,,,"151.0","54","0.848923125294765","4","1","Gotcha",,"0","0",,,"0","0",,,"30.4507936","-91.1391153","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-80.2440518 36.0998131)","NC00143","2020NC00143","Winston-Salem","NC","Winston-Salem, NC","2020","6",,"6/2020",,,,"6/2020",,"0",,"0","0",,"WinstonSalem","0","0",,,"2","2","Veoride, Spin","Zagster","36.0998131","-80.2440518","E-scooters only","0","1","0","0","1","0",,,,,,,,,
"POINT (-95.3676974 29.7589382)","TX00201","2020TX00201","Houston","TX","Houston, TX","2020","8",,,,,,,"17.0","97","1.524917465807263","4","1","Houston Bcycle",,"0","0",,,"0","0",,,"29.7589382","-95.3676974","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-80.4136767 37.2296566)","VA00215","2020VA00215","Blacksburg","VA","Blacksburg, VA","2020","2",,,,,,,"125.0","12","0.188649583398837","4","1","ROAM NRV",,"0","0",,,"0","0",,,"37.2296566","-80.4136767","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-111.044047 45.6794293)","MT00254","2020MT00254","Bozeman","MT","Bozeman, MT","2020","11",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Blink Rides",,"45.6794293","-111.044047","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-122.8718605 42.3264181)","OR00178","2020OR00178","Medford","OR","Medford, OR","2020","11",,"11/2020",,,,,,"0",,"0","0",,"Zagster Jackson County","0","0",,,"0","0",,,"42.3264181","-122.8718605",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-122.674194 45.5202471)","OR00179","2020OR00179","Portland","OR","Portland, OR","2020","10",,,,,,"10/2020","74.0","158","2.483886181418016","4","1","BikeTown Portland",,"0","0",,,"5","4","Spin, Razor, Lime, Bird, Bolt","Shared","45.5202471","-122.674194","Docked and e-scooters","0","1","0","0","0","0",,,,,,,,,
"POINT (-94.1574328 36.0625843)","AR00235","2020AR00235","Fayetteville","AR","Fayetteville, AR","2020","3",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Spin",,"36.0625843","-94.1574328","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-71.1061639 42.4184296)","MA00104","2020MA00104","Medford","MA","Medford, MA","2020","4",,,,"4/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"42.4184296","-71.1061639",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-75.1635262 39.9527237)","PA00181","2020PA00181","Philadelphia","PA","Philadelphia, PA","2020","9",,,,,,,"43.0","138","2.169470209086622","4","1","Inde'go",,"0","0",,,"0","0",,,"39.9527237","-75.1635262","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-77.43428 37.5385087)","VA00220","2020VA00220","Richmond","VA","Richmond, VA","2020","12",,,,,,,"136.0","16","0.251532777865116","4","1","RVA Bike Share",,"0","0",,,"2","2","Bird, Bolt",,"37.5385087","-77.43428","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-73.212906 44.4761601)","VT00223","2020VT00223","Burlington","VT","Burlington, VT","2020","5",,,,,,,"114.0","16","0.251532777865116","4","1","Greenride",,"0","0",,,"0","0",,,"44.4761601","-73.212906","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-100.5506158 42.8746752)","NE00147","2020NE00147","Valentine","NE","Valentine, NE","2020","10",,,,,,,,"0","0.0","1","1","Valentine B-cycle",,"0","0",,,"0","0",,,"42.8746752","-100.5506158","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-86.5342881 39.1670396)","IN0078","2020IN0078","Bloomington","IN","Bloomington, IN","2020","3",,,,,,,,"0",,"0","0",,,"0","0",,,"2","2","Bird, Lime",,"39.1670396","-86.5342881","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-86.7742984 36.1622767)","TN00192","2020TN00192","Nashville","TN","Nashville, TN","2020","2",,,,,,"2/2020","21.0","35","0.55022795157994","4","1","Nashville Bcycle",,"1","1","Jump",,"3","3","Jump, Lime, Bird","Bolt","36.1622767","-86.7742984","All micro","0","1","0","0","0","0",,"Jump acquired by Lime. Operated as Lime starting 05/2020","Jump acquired by Lime. Operated as Lime starting 05/2020",,,,,,
"POINT (-115.148516 36.1672559)","NV00154","2020NV00154","Las Vegas","NV","Las Vegas, NV","2020","11",,,,,,,"78.0","19","0.298695173714825","4","1","RTC Bikeshare",,"0","0",,,"0","0",,,"36.1672559","-115.148516","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-77.43428 37.5385087)","VA00220","2020VA00220","Richmond","VA","Richmond, VA","2020","3",,,,,"3/2020",,"136.0","16","0.251532777865116","4","1","RVA Bike Share",,"0","0",,,"2","2","Bird, Bolt","Bird","37.5385087","-77.43428","Docked and e-scooters","1","0","0","0","0","0",,,,,,,,,
"POINT (-111.6944313 40.2981599)","UT00214","2020UT00214","Orem","UT","Orem, UT","2020","3",,,,,,,,"0",,"0","0",,,"0","0",,,"0","0",,,"40.2981599","-111.6944313",,"0","0","0","0","0","0",,,,,,,,,
"POINT (-95.9224992 36.13334)","OK00175","2020OK00175","Tulsa","OK","Tulsa, OK","2020","2",,,,,,,,"39","0.613111146046219","4","2","Townies, This Machine Tulsa",,"0","0",,,"1","1","Lime",,"36.13334","-95.9224992","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-97.7436995 30.2711286)","TX00194","2020TX00194","Austin","TX","Austin, TX","2020","4",,,,,"4/2020","4/2020",,"92","1.446313472724414","4","2","Domain, Austin B-cycle",,"1","1","Jump",,"3","3","Lime, Spin, Bird","Lime, Spin, Bird","30.2711286","-97.7436995","All micro","3","2","0","0","0","0","Jump acquired by Lime. Operated as Lime starting 05/2020, Jump acquired by Lime. Operated as Lime starting 05/2020","Jump acquired by Lime. Operated as Lime starting 05/2020",,,,,,,"Jump acquired by Lime. Operated as Lime starting 05/2020"
"POINT (-71.065573 42.2501425)","MA00106","2020MA00106","Milton","MA","Milton, MA","2020","12",,,,"12/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"42.2501425","-71.065573",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-71.0328284 42.3917638)","MA00100","2020MA00100","Chelsea","MA","Chelsea, MA","2020","7",,,,"7/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"42.3917638","-71.0328284",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-81.0250784 34.9248667)","SC00186","2020SC00186","Rock Hill","SC","Rock Hill, SC","2020","9",,,,,,,"127.0","3","0.047162395849709","3","1","Comporium",,"0","0",,,"0","0",,,"34.9248667","-81.0250784","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-67.0408635 18.0808972)","PR00257","2020PR00257","San German","PR","San German, PR","2020","11",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Skootel",,"18.0808972","-67.0408635","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-76.54831458600927 42.437072)","NY00158","2020NY00158","Ithaca","NY","Ithaca, NY","2020","12",,,,"12/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"42.437072","-76.54831458600927",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-117.42351 47.6571934)","WA00226","2020WA00226","Spokane","WA","Spokane, WA","2020","9",,,,,,,,"0",,"0","0",,,"1","1","Lime",,"1","1","Lime",,"47.6571934","-117.42351","Dockless and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-116.200886 43.6166163)","ID0075","2020ID0075","Boise","ID","Boise, ID","2020","4","4/2020",,,,"4/2020",,,"101","1.587800660273542","4","1","Boise Green Bike","Boise Green Bike","0","0",,,"3","3","Lime, Spin, Bird","Lime, Spin, Bird","43.6166163","-116.200886","Docked and e-scooters","3","0","0","0","0","1",,,,,,,,,
"POINT (-88.9939147 40.4797828)","IL0078","2020IL0078","Bloomington","IL","Bloomington, IL","2020","8",,"8/2020",,,,,,"0",,"0","0",,"Normal (Bikeshare 309)","0","0",,,"0","0",,,"40.4797828","-88.9939147",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-67.0408635 18.0808972)","PR00257","2020PR00257","San German","PR","San German, PR","2020","3",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Skootel",,"18.0808972","-67.0408635","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-83.1763145 42.3222599)","MI00127","2020MI00127","Dearborn","MI","Dearborn, MI","2020","12",,"12/2020",,,,,,"0",,"0","0",,"Dearborn","0","0",,,"0","0",,,"42.3222599","-83.1763145",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-97.6114237 38.8402805)","KS0089","2020KS0089","Salina","KS","Salina, KS","2020","10",,"10/2020",,,,,,"0",,"0","0",,"KANcycle","0","0",,,"0","0",,,"38.8402805","-97.6114237",,"0","0","0","0","1","0",,,,,,,,,
"POINT (-85.0766113 33.5801103)","GA0067","2020GA0067","Carrollton","GA","Carrollton, GA","2020","5",,,,,,,,"11","0.172928784782267","4","1","Carrollton",,"0","0",,,"0","0",,,"33.5801103","-85.0766113","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-122.2713563 37.8044557)","CA0023","2020CA0023","Oakland","CA","Oakland, CA","2020","6",,,,,"6/2020",,"42.0","490","7.703191322119165","4","1","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)",,"0","0",,,"4","4","Lime, Lyft, Bird, Clevr","Lime, Lyft, Bird, Clevr","37.8044557","-122.2713563","Docked and e-scooters","4","0","0","0","0","0",,,,,,,,,
"POINT (-88.9939147 40.4797828)","IL0078","2020IL0078","Bloomington","IL","Bloomington, IL","2020","3",,,,,,,"102.0","40","0.628831944662789","4","1","Normal (Bikeshare 309)",,"0","0",,,"0","0",,,"40.4797828","-88.9939147","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-78.6390989 35.7803977)","NC00142","2020NC00142","Raleigh","NC","Raleigh, NC","2020","1",,,,,,,"140.0","30","0.471623958497092","4","1","Citrix Bikeshare",,"0","0",,,"1","1","Gotcha",,"35.7803977","-78.6390989","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-119.8562131 34.4115125)","CA00171","2020CA00171","Isla Vista","CA","Isla Vista, CA","2020","12",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","Lime",,"34.4115125","-119.8562131","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-84.5124602 39.1014537)","OH00164","2020OH00164","Cincinnati","OH","Cincinnati, OH","2020","9",,,,,,,"57.0","57","0.896085521144474","4","1","Cincy RedBike Bike",,"0","0",,,"2","2","Lime, Bird",,"39.1014537","-84.5124602","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-111.9400091 33.4255056)","AZ008","2020AZ008","Tempe","AZ","Tempe, AZ","2020","1",,,,,,,,"0",,"0","0",,,"0","0",,,"3","3","Spin, Bird, Razor",,"33.4255056","-111.9400091","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-93.0931028 44.9497487)","MN00133","2020MN00133","St. Paul","MN","St. Paul, MN","2020","7",,,,,,,,"0",,"0","0",,,"0","0",,,"2","2","Bird, Lime",,"44.9497487","-93.0931028","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-72.505714 42.3685658)","MA00249","2020MA00249","Amherst","MA","Amherst, MA","2020","11",,,,,,,"139.0","54","0.848923125294765","4","1","ValleyBike",,"0","0",,,"0","0",,,"42.3685658","-72.505714","Docked only","0","0","0","0","0","0","Delayed season opening until 07/2020. Serves Amherst, Easthampton, Holyoke, Northampton, and South Hadley, MA",,,,,,,,
"POINT (-77.12338890613549 39.04064995)","MD00125","2020MD00125","North Bethesda","MD","North Bethesda, MD","2020","10",,,,,,,,"0",,"0","0",,,"0","0",,,"4","4","Bird, Lime, Lyft, Spin",,"39.04064995","-77.12338890613549","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-85.0766113 33.5801103)","GA0067","2020GA0067","Carrollton","GA","Carrollton, GA","2020","2",,,,,,,,"11","0.172928784782267","4","1","Carrollton",,"0","0",,,"0","0",,,"33.5801103","-85.0766113","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-71.060511 42.3554334)","MA0098","2020MA0098","Boston","MA","Boston, MA","2020","12",,,,,,,"1.0","336","5.282188335167427","4","1","Hubway (03/2018 relaunched as Blue Bikes)",,"0","0",,,"0","0",,,"42.3554334","-71.060511","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-104.984862 39.7392364)","CO0042","2020CO0042","Denver","CO","Denver, CO","2020","8",,"8/2020",,,,,,"0",,"0","0",,"Denver Bcycle","2","2","Jump, Lime",,"5","4","Lime, Lyft, Razor, Bird, Spin",,"39.7392364","-104.984862","Dockless and e-scooters","0","0","0","0","1","0",,"Jump acquired by Lime. Operated as Lime starting 05/2020",,,,,,,
"POINT (-75.1635262 39.9527237)","PA00181","2020PA00181","Philadelphia","PA","Philadelphia, PA","2020","4",,,,,,,"43.0","138","2.169470209086622","4","1","Inde'go",,"0","0",,,"0","0",,,"39.9527237","-75.1635262","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-121.530234 38.5804609)","CA0038","2020CA0038","West Sacramento","CA","West Sacramento, CA","2020","8",,,,,,,,"0",,"0","0",,,"1","1","Lime",,"1","1","Lime",,"38.5804609","-121.530234","Dockless and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-118.542586 34.3916641)","CA0031","2020CA0031","Santa Clarita","CA","Santa Clarita, CA","2020","3",,,,,,,,"0",,"0","0",,,"1","1","Pace",,"0","0",,,"34.3916641","-118.542586","Dockless only","0","0","0","0","0","0",,,,,,,,,
"POINT (-118.4912273 34.0194704)","CA0033","2020CA0033","Santa Monica","CA","Santa Monica, CA","2020","8",,,,"8/2020",,"8/2020",,"90","1.414871875491275","4","1","Breeze",,"0","0",,"Jump, Lime","2","2","Bird, Lyft","Jump, Lime","34.0194704","-118.4912273","Docked and e-scooters","0","2","2","0","0","0",,,,,,,,"Jump acquired by Lime. Operated as Lime starting 05/2020","Jump acquired by Lime. Operated as Lime starting 05/2020"
"POINT (-80.4136767 37.2296566)","VA00215","2020VA00215","Blacksburg","VA","Blacksburg, VA","2020","5",,,,,,,"125.0","12","0.188649583398837","4","1","ROAM NRV",,"0","0",,,"0","0",,,"37.2296566","-80.4136767","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-111.6587085 40.2337289)","UT002090","2020UT002090","Provo","UT","Provo, UT","2020","8",,,,,,,,"0",,"0","0",,,"0","0",,,"1","1","LINK",,"40.2337289","-111.6587085","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-84.7420519 39.5103048)","OH00169","2020OH00169","Oxford","OH","Oxford, OH","2020","8",,,,,"8/2020",,,"0",,"0","0",,,"0","0",,,"1","1","Lime","Lime","39.5103048","-84.7420519","E-scooters only","1","0","0","0","0","0",,,,,,,,,
"POINT (-84.7420519 39.5103048)","OH00169","2020OH00169","Oxford","OH","Oxford, OH","2020","5",,,,,"5/2020",,,"0",,"0","0",,,"0","0",,,"1","1","Lime","Lime","39.5103048","-84.7420519","E-scooters only","1","0","0","0","0","0",,,,,,,,,
"POINT (-97.3327459 32.753177)","TX00199","2020TX00199","Fort Worth","TX","Fort Worth, TX","2020","4",,,,,,,"10.0","45","0.707435937745638","4","1","Fort Worth Bcycle",,"0","0",,,"0","0",,,"32.753177","-97.3327459","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-71.0328284 42.3917638)","MA00100","2020MA00100","Chelsea","MA","Chelsea, MA","2020","8",,,,"8/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"42.3917638","-71.0328284",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-122.330062 47.6038321)","WA00225","2020WA00225","Seattle","WA","Seattle, WA","2020","4",,,,,,,,"0",,"0","0",,,"1","1","Jump",,"0","0",,,"47.6038321","-122.330062","Dockless only","0","0","0","0","0","0",,"Jump acquired by Lime. Operated as Lime starting 05/2020",,,,,,,
"POINT (-71.0536625 42.40843)","MA00101","2020MA00101","Everett","MA","Everett, MA","2020","1",,,,"1/2020",,,,"0",,"0","0",,,"0","0",,"Lime","0","0",,,"42.40843","-71.0536625",,"0","0","1","0","0","0",,,,,,,,,
"POINT (-81.9320157 34.9498007)","SC00187","2020SC00187","Spartanburg","SC","Spartanburg, SC","2020","1",,,,,,,"23.0","6","0.094324791699418","4","1","Spartanburg Bcycle",,"0","0",,,"0","0",,,"34.9498007","-81.9320157","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-80.1392121 25.9564812)","FL0047","2020FL0047","Aventura","FL","Aventura, FL","2020","7","7/2020",,,,,,"85.0","6","0.094324791699418","4","1","Aventura","Aventura","0","0",,,"0","0",,,"25.9564812","-80.1392121","Docked only","0","0","0","0","0","1",,,,,,,,,
"POINT (-77.1929215 39.1399187)","MD00126","2020MD00126","Gaithersburg","MD","Gaithersburg, MD","2020","2",,,,,,,,"0",,"0","0",,,"0","0",,,"0","0",,,"39.1399187","-77.1929215",,"0","0","0","0","0","0",,,,,,,,,
"POINT (-77.02403709829767 38.9997621)","MD00122","2020MD00122","Silver Spring","MD","Silver Spring, MD","2020","2",,,,,,,,"0",,"0","0",,,"1","1","Lime",,"4","4","Bird, Lime, Spin, Lyft",,"38.9997621","-77.02403709829767","Dockless and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-81.6936813 41.4996562)","OH00165","2020OH00165","Cleveland","OH","Cleveland, OH","2020","2",,,,,,,,"0",,"0","0",,,"0","0",,,"4","4","Bird, Lime, Spin, Veoride",,"41.4996562","-81.6936813","E-scooters only","0","0","0","0","0","0",,,,,,,,,
"POINT (-80.8430827 35.2272086)","NC00139","2020NC00139","Charlotte","NC","Charlotte, NC","2020","2",,,,,,,"13.0","29","0.455903159880522","4","1","Charlotte Bcycle",,"0","0",,,"3","3","Bird, Lime, Spin",,"35.2272086","-80.8430827","Docked and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-122.439874 47.2495798)","WA00227","2020WA00227","Tacoma","WA","Tacoma, WA","2020","3",,,,,"3/2020",,,"0",,"0","0",,,"0","0",,,"1","1","Lime","Lime","47.2495798","-122.439874","E-scooters only","1","0","0","0","0","0",,,,,,,,,
"POINT (-74.0060152 40.7127281)","NY00160","2020NY00160","New York","NY","New York, NY","2020","6",,,,,,,"3.0","1011","15.89372740135199","4","1","Citi Bike",,"0","0",,,"0","0",,,"40.7127281","-74.0060152","Docked only","0","0","0","0","0","0",,,,,,,,,
"POINT (-77.0074765 38.9778882)","MD00123","2020MD00123","Takoma Park","MD","Takoma Park, MD","2020","12",,,,,,,,"0",,"0","0",,,"1","1","Lime",,"4","4","Bird, Lime, Lyft, Spin",,"38.9778882","-77.0074765","Dockless and e-scooters","0","0","0","0","0","0",,,,,,,,,
"POINT (-86.1583502 39.7683331)","IN0087","2020IN0087","Indianapolis","IN","Indianapolis, IN","2020","3",,,,,"3/2020","3/2020","48.0","49","0.770319132211916","4","1","Indiana Pacers Bikeshare",,"0","0",,,"1","1","Bird","Bird","39.7683331","-86.1583502","Docked and e-scooters","1","1","0","0","0","0",,,,,,,,,
