"yearstart","yearend","locationabbr","locationdesc","datasource","class","topic","question","data_value_unit","data_value_type","data_value","data_value_alt","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","sample_size","total","gender","grade","race_ethnicity","geolocation","classid","topicid","questionid","datavaluetypeid","locationid","stratificationcategory1","stratification1","stratificationcategoryid1","stratificationid1"
"2019","2019","GU","Guam","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",,"Value","17.3","17.3",,,"11.8","24.7","231",,,"11th",,"
,  
(13.444304, 144.793731)","SD","SD1","Q058","VALUE","66","Grade","11th","GRADE","GRADE11"
"2019","2019","PR","Puerto Rico","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"Asian","
,  
(18.220833, -66.590149)","OWS","OWS1","Q038","VALUE","72","Race/Ethnicity","Asian","RACE","RACEASN"
"2019","2019","IA","Iowa","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value","43.1","43.1",,,"38.4","47.9","1529","Total",,,,"
,  
(42.469400913, -93.816490556)","FV","FV1","Q021","VALUE","19","Total","Total","OVR","OVERALL"
"2019","2019","KS","Kansas","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",,"Value","43.1","43.1",,,"37","49.5","258",,,"11th",,"
,  
(38.3477403, -98.200781227)","FV","FV1","Q020","VALUE","20","Grade","11th","GRADE","GRADE11"
"2005","2005","KS","Kansas","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",,"Value","23.7","23.7",,,"17.9","30.8","449",,,"11th",,"
,  
(38.3477403, -98.200781227)","PA","PA1","Q049","VALUE","20","Grade","11th","GRADE","GRADE11"
"2019","2019","OK","Oklahoma","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",,"Value","58.9","58.9",,,"53.9","63.8","931",,,,"Non-Hispanic White","
,  
(35.472031356, -97.521070214)","FV","FV1","Q020","VALUE","40","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2019","2019","VT","Vermont","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value","29.4","29.4",,,"28.1","30.6","5102",,,"9th",,"
,  
(43.625381239, -72.517640791)","FV","FV1","Q021","VALUE","50","Grade","9th","GRADE","GRADE09"
"2019","2019","WV","West Virginia","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value","47.3","47.3",,,"42.3","52.3","438",,,"10th",,"
,  
(38.665510202, -80.712640135)","FV","FV1","Q021","VALUE","54","Grade","10th","GRADE","GRADE10"
"2013","2013","SD","South Dakota","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",,"Value","24.1","24.1",,,"21.3","27.2","479",,,"9th",,"
,  
(44.353130053, -100.373530637)","TV","TV1","Q059","VALUE","46","Grade","9th","GRADE","GRADE09"
"2005","2005","AL","Alabama","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",,"Value","27.4","27.4",,,"19.1","37.7","177",,,"12th",,"
,  
(32.840571122, -86.631860762)","PA","PA1","Q049","VALUE","01","Grade","12th","GRADE","GRADE12"
"2015","2015","ME","Maine","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","14.5","14.5",,,"10.5","19.7","374",,,,"Hispanic","
,  
(45.254228894001, -68.985031336)","OWS","OWS1","Q038","VALUE","23","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2017","2017","GU","Guam","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value","20.9","20.9",,,"16","26.7","279",,,"10th",,"
,  
(13.444304, 144.793731)","OWS","OWS1","Q039","VALUE","66","Grade","10th","GRADE","GRADE10"
"2013","2013","FL","Florida","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","14.9","14.9",,,"13.4","16.5","2675",,"Male",,,"
,  
(28.932040377, -81.928960539)","OWS","OWS1","Q038","VALUE","12","Gender","Male","GEN","MALE"
"2005","2005","ID","Idaho","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value","13.6","13.6",,,"10.1","18.1","484",,,"11th",,"
,  
(43.682630005, -114.363730042)","OWS","OWS1","Q039","VALUE","16","Grade","11th","GRADE","GRADE11"
"2013","2013","US","National","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value","38.7","38.7",,,"36.7","40.7","6491",,"Female",,,,"FV","FV1","Q021","VALUE","59","Gender","Female","GEN","FEMALE"
"2015","2015","MT","Montana","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","10.5","10.5",,,"8.4","13","1131",,,"10th",,"
,  
(47.066528972, -109.424420645)","OWS","OWS1","Q038","VALUE","30","Grade","10th","GRADE","GRADE10"
"2013","2013","ME","Maine","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","11.6","11.6",,,"9.4","14.1","1840",,,"12th",,"
,  
(45.254228894001, -68.985031336)","OWS","OWS1","Q038","VALUE","23","Grade","12th","GRADE","GRADE12"
"2005","2005","NH","New Hampshire","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","7.7","7.7",,,"5.5","10.7","605",,"Female",,,"
,  
(43.655950113, -71.50036092)","OWS","OWS1","Q038","VALUE","33","Gender","Female","GEN","FEMALE"
"2011","2011","UT","Utah","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value","32.8","32.8",,,"29.4","36.4","861",,"Male",,,"
,  
(39.360700171, -111.587130635)","FV","FV1","Q021","VALUE","49","Gender","Male","GEN","MALE"
"2017","2017","ND","North Dakota","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","14.9","14.9",,,"13.2","16.7","2085","Total",,,,"
,  
(47.475319779, -100.118421049)","OWS","OWS1","Q038","VALUE","38","Total","Total","OVR","OVERALL"
"2017","2017","OK","Oklahoma","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","20","20",,,"13.5","28.6","191",,,"12th",,"
,  
(35.472031356, -97.521070214)","OWS","OWS1","Q038","VALUE","40","Grade","12th","GRADE","GRADE12"
"2009","2009","TX","Texas","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","11.9","11.9",,,"9.9","14.3","791",,,"11th",,"
,  
(31.827240407, -99.426770206)","OWS","OWS1","Q038","VALUE","48","Grade","11th","GRADE","GRADE11"
"2017","2017","GU","Guam","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",,"Value","19","19",,,"14.6","24.4","318",,,"9th",,"
,  
(13.444304, 144.793731)","SD","SD1","Q058","VALUE","66","Grade","9th","GRADE","GRADE09"
"2005","2005","TN","Tennessee","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","15.1","15.1",,,"10.4","21.5","229",,,"12th",,"
,  
(35.68094058, -85.774490914)","OWS","OWS1","Q038","VALUE","47","Grade","12th","GRADE","GRADE12"
"2011","2011","VT","Vermont","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","9.2","9.2",,,"6.8","12.3","1956",,,"9th",,"
,  
(43.625381239, -72.517640791)","OWS","OWS1","Q038","VALUE","50","Grade","9th","GRADE","GRADE09"
"2015","2015","KY","Kentucky","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",,"Value","28.5","28.5",,,"23.6","34","814",,,"9th",,"
,  
(37.645970271, -84.774971048)","SD","SD1","Q058","VALUE","21","Grade","9th","GRADE","GRADE09"
"2007","2007","IL","Illinois","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","11.5","11.5",,,"8.7","15.2","531",,,"9th",,"
,  
(40.485010283, -88.997710178)","OWS","OWS1","Q038","VALUE","17","Grade","9th","GRADE","GRADE09"
"2007","2007","IL","Illinois","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",,"Value","47.3","47.3",,,"35.8","59.1","2325","Total",,,,"
,  
(40.485010283, -88.997710178)","PA","PA1","Q049","VALUE","17","Total","Total","OVR","OVERALL"
"2011","2011","AR","Arkansas","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",,"Value","28","28",,,"23.1","33.4","647",,"Male",,,"
,  
(34.748650124, -92.274490743)","PA","PA1","Q049","VALUE","05","Gender","Male","GEN","MALE"
"2001","2001","NJ","New Jersey","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",,"Value","66.5","66.5",,,"50.5","79.4","1953","Total",,,,"
,  
(40.130570048, -74.273691288)","PA","PA1","Q049","VALUE","34","Total","Total","OVR","OVERALL"
"2005","2005","US","National","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",,"Value","40.1","40.1",,,"37.4","42.9","3401",,,"10th",,,"TV","TV1","Q059","VALUE","59","Grade","10th","GRADE","GRADE10"
"2007","2007","IN","Indiana","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value","16.9","16.9",,,"13.3","21.2","502",,,"11th",,"
,  
(39.766910452, -86.149960194)","OWS","OWS1","Q039","VALUE","18","Grade","11th","GRADE","GRADE11"
"2005","2005","TN","Tennessee","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",,"Value","25","25",,,"19.6","31.2","649",,"Female",,,"
,  
(35.68094058, -85.774490914)","PA","PA1","Q049","VALUE","47","Gender","Female","GEN","FEMALE"
"2013","2013","US","National","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value","38.9","38.9",,,"36.6","41.3","3067",,,"10th",,,"FV","FV1","Q021","VALUE","59","Grade","10th","GRADE","GRADE10"
"2007","2007","US","National","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",,"Value","27.3","27.3",,,"22.1","33.2","6874",,"Female",,,,"PA","PA1","Q049","VALUE","59","Gender","Female","GEN","FEMALE"
"2017","2017","DE","Delaware","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",,"Value","18.3","18.3",,,"13.9","23.7","232",,,"12th",,"
,  
(39.008830667, -75.577741168)","SD","SD1","Q058","VALUE","10","Grade","12th","GRADE","GRADE12"
"2005","2005","HI","Hawaii","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","11.9","11.9",,,"7.6","18.2","320",,,"12th",,"
,  
(21.304850435, -157.857749403)","OWS","OWS1","Q038","VALUE","15","Grade","12th","GRADE","GRADE12"
"2001","2001","US","National","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value","35","35",,,"33","37.1","6616",,"Female",,,,"FV","FV1","Q021","VALUE","59","Gender","Female","GEN","FEMALE"
"2011","2011","IN","Indiana","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","18.3","18.3",,,"13.1","24.9","209",,,,"Hispanic","
,  
(39.766910452, -86.149960194)","OWS","OWS1","Q038","VALUE","18","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2013","2013","NY","New York","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value","15.1","15.1",,,"13.5","16.9","2573",,,"10th",,"
,  
(42.827001032, -75.543970427)","OWS","OWS1","Q039","VALUE","36","Grade","10th","GRADE","GRADE10"
"2005","2005","ME","Maine","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",,"Value","13.4","13.4",,,"10.3","17.3","662",,"Female",,,"
,  
(45.254228894001, -68.985031336)","OWS","OWS1","Q039","VALUE","23","Gender","Female","GEN","FEMALE"
"2011","2011","MS","Mississippi","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"Asian","
,  
(32.745510099, -89.538030825)","OWS","OWS1","Q038","VALUE","28","Race/Ethnicity","Asian","RACE","RACEASN"
"2009","2009","MD","Maryland","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",,"Value","23.3","23.3",,,"19.7","27.5","401",,,"11th",,"
,  
(39.290580964, -76.609260111)","SD","SD1","Q058","VALUE","24","Grade","11th","GRADE","GRADE11"
"2009","2009","IN","Indiana","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","12.6","12.6",,,"10.4","15.2","1462","Total",,,,"
,  
(39.766910452, -86.149960194)","OWS","OWS1","Q038","VALUE","18","Total","Total","OVR","OVERALL"
"2005","2005","US","National","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",,"Value","29.2","29.2",,,"24.8","33.9","363",,,,"Asian",,"TV","TV1","Q059","VALUE","59","Race/Ethnicity","Asian","RACE","RACEASN"
"2007","2007","AK","Alaska","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",,"Value","12.4","12.4",,,"10.2","15.1","643",,"Female",,,"
,  
(64.845079957001, -147.722059036)","PA","PA1","Q049","VALUE","02","Gender","Female","GEN","FEMALE"
"2013","2013","MD","Maryland","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","8.2","8.2",,,"7.7","8.6","24765",,"Female",,,"
,  
(39.290580964, -76.609260111)","OWS","OWS1","Q038","VALUE","24","Gender","Female","GEN","FEMALE"
"2001","2001","US","National","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",,"Value","36.7","36.7",,,"34.5","39","3260",,,,"Hispanic",,"FV","FV1","Q020","VALUE","59","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2011","2011","US","National","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",,"Value","30.4","30.4",,,"28.1","32.9","3627",,,"12th",,,"TV","TV1","Q059","VALUE","59","Grade","12th","GRADE","GRADE12"
"2017","2017","NC","North Carolina","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",,"Value","18.1","18.1",,,"15.8","20.6","1599",,"Female",,,"
,  
(35.466220975, -79.159250463)","SD","SD1","Q058","VALUE","37","Gender","Female","GEN","FEMALE"
"2007","2007","US","National","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",,"Value","18.5","18.5",,,"13.3","25.2","425",,,,"Asian",,"SD","SD1","Q058","VALUE","59","Race/Ethnicity","Asian","RACE","RACEASN"
"2003","2003","AZ","Arizona","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",,"Value","27.1","27.1",,,"20.9","34.4","1566",,"Male",,,"
,  
(34.86597028, -111.763811277)","PA","PA1","Q049","VALUE","04","Gender","Male","GEN","MALE"
"2017","2017","FL","Florida","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",,"Value","40.2","40.2",,,"38.7","41.6","5965","Total",,,,"
,  
(28.932040377, -81.928960539)","FV","FV1","Q020","VALUE","12","Total","Total","OVR","OVERALL"
"2011","2011","FL","Florida","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","7.7","7.7",,,"6.6","9","2804",,"Female",,,"
,  
(28.932040377, -81.928960539)","OWS","OWS1","Q038","VALUE","12","Gender","Female","GEN","FEMALE"
"2009","2009","US","National","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",,"Value","35.3","35.3",,,"32.4","38.2","4020",,,"11th",,,"FV","FV1","Q021","VALUE","59","Grade","11th","GRADE","GRADE11"
"2005","2005","ME","Maine","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","11.6","11.6",,,"6.1","20.8","304",,,"11th",,"
,  
(45.254228894001, -68.985031336)","OWS","OWS1","Q038","VALUE","23","Grade","11th","GRADE","GRADE11"
"2015","2015","WV","West Virginia","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",,"Value","26.4","26.4",,,"22.9","30.2","800",,"Female",,,"
,  
(38.665510202, -80.712640135)","SD","SD1","Q058","VALUE","54","Gender","Female","GEN","FEMALE"
"2001","2001","NC","North Carolina","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","9","9",,,"7.4","10.8","1265",,"Female",,,"
,  
(35.466220975, -79.159250463)","OWS","OWS1","Q038","VALUE","37","Gender","Female","GEN","FEMALE"
"2011","2011","VA","Virginia","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",,"Value","40","40",,,"34.7","45.4","784",,,,"Non-Hispanic White","
,  
(37.542680674, -78.457890463)","FV","FV1","Q020","VALUE","51","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2007","2007","US","National","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",,"Value","32.5","32.5",,,"29.4","35.7","3443",,,"11th",,,"TV","TV1","Q059","VALUE","59","Grade","11th","GRADE","GRADE11"
"2007","2007","AR","Arkansas","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","13.7","13.7",,,"11.5","16.3","1550","Total",,,,"
,  
(34.748650124, -92.274490743)","OWS","OWS1","Q038","VALUE","05","Total","Total","OVR","OVERALL"
"2017","2017","ME","Maine","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",,"Value","14.5","14.5",,,"12.8","16.4","2205",,,"11th",,"
,  
(45.254228894001, -68.985031336)","OWS","OWS1","Q038","VALUE","23","Grade","11th","GRADE","GRADE11"
"2011","2011","WY","Wyoming","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",,"Value","31.3","31.3",,,"22.7","41.5","103",,,,"2 or more races","
,  
(43.235541343, -108.109830353)","FV","FV1","Q020","VALUE","56","Race/Ethnicity","2 or more races","RACE","RACE2PLUS"
