"year","who_region","datasource","country","surveysite","topic","mpower","indicator","data_value_type","data_value_unit","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","sample_size","discipline","gender","geolocation","regionabbr","countryabbr","surveysiteabbr","locationid","topicid","mpowerid","indicatorid","stratificationid1","stratificationid2","datavaluetypeid"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of ever smokers who smoked in school buildings within the year preceding the survey","Percentage","%","24",,,"20.5","27.9","80","Dental","Male","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q102","D01","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use","Protect","Percentage of health professions students who reported that their school has a policy on tobacco use in buildings and clinics, those who reported that such policy was enforced","Percentage","%","30",,,"27.5","32.700000000000003","152","Medical","Female","(41.153332, 20.168331)","EUR","al","al100","314","T02","M03","Q109","D02","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use","Protect","Percentage of health professions students who reported that their school has a ban on smoking in school buildings and clinics","Percentage","%","95",,,"92","96.9","39","Medical","Male","(41.153332, 20.168331)","EUR","al","al100","314","T02","M03","Q108","D02","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of ever smokers who smoked in school buildings within the year preceding the survey","Percentage","%","10.7",,,"8.6999999999999993","13.2","93","Medical","Female","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q102","D02","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of ever smokers who smoked in school buildings within the year preceding the survey","Percentage","%","14.9",,,"12.8","17.3","121","Medical","Total","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q102","D02","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use",,"Percentage of health professions students who think tobacco sales to adolescents (persons younger than 18 years old) should be banned","Percentage","%","96",,,"94.8","96.9","224","Dental","Total","(41.153332, 20.168331)","EUR","al","al100","314","T02","M99","Q116","D01","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use",,"Percentage of health professions students who think tobacco product advertising should be completely banned","Percentage","%","81.3",,,"79.3","83.1","218","Pharmacy","Total","(41.153332, 20.168331)","EUR","al","al100","314","T02","M99","Q115","D04","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of ever smokers who smoked on school premises/property within the year preceding the survey","Percentage","%","11",,,"9.8000000000000007","12.3","397","Nursing","Female","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q103","D03","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use",,"Percentage of health professions students who think smoking should be banned in all enclosed public places","Percentage","%","93.7",,,"92.3","94.8","224","Dental","Total","(41.153332, 20.168331)","EUR","al","al100","314","T02","M99","Q114","D01","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of health professions students who used tobacco products other than cigarettes on at least 1 day during the month","Percentage","%","3.8",,,"3.3","4.3","825","Nursing","Female","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q117","D03","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Role Model and Cessation Training",,"Percentage of health professions students who think health professionals serve as ""role models"" for their patients and the public","Percentage","%","89.1",,,"87.4","90.6","174","Medical","Female","(41.153332, 20.168331)","EUR","al","al100","314","T04","M99","Q112","D02","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use",,"Percentage of health professions students who think tobacco sales to adolescents (persons younger than 18 years old) should be banned","Percentage","%","87.1",,,"82.9","90.4","39","Medical","Male","(41.153332, 20.168331)","EUR","al","al100","314","T02","M99","Q116","D02","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use","Protect","Percentage of health professions students who reported being exposed to SHS at home during the 7 days preceding the survey","Percentage","%","58.3",,,"55.7","60.9","182","Pharmacy","Female","(41.153332, 20.168331)","EUR","al","al100","314","T02","M03","Q105","D04","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of ever smokers who smoked on school premises/property within the year preceding the survey","Percentage","%","8.1",,,"6.4","10.1","109","Pharmacy","Female","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q103","D04","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of health professions students who smoked cigarettes on at least 1 day during the month preceding the survey","Percentage","%","21.4",,,"20.2","22.5","803","Nursing","Female","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q110","D03","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of health professions students who used tobacco products other than cigarettes on at least 1 day during the month","Percentage","%","6.3",,,"5.2","7.7","224","Dental","Total","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q117","D01","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of health professions students who have ever smoked cigarettes, even one or two puffs","Percentage","%","92.7",,,"90.4","94.5","98","Dental","Male","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q104","D01","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Cessation","Offer","Percentage of current smokers who reported they wanted to stop smoking now","Percentage","%","43.7",,,"40","47.3","116","Nursing","Total","(41.153332, 20.168331)","EUR","al","al100","314","T01","M02","Q101","D03","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use",,"Percentage of health professions students who were taught about the dangers of smoking in a class as part of their health profession training","Percentage","%","89.7",,,"85.8","92.6","39","Medical","Male","(41.153332, 20.168331)","EUR","al","al100","314","T02","M99","Q118","D02","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use","Protect","Percentage of health professions students who reported being exposed to SHS in public during the 7 days preceding the survey","Percentage","%",,"—","No Data Available. Indicator was not included in survey.",,,,"Nursing","Total","(41.153332, 20.168331)","EUR","al","al100","314","T02","M03","Q106","D03","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of health professions students who smoked cigarettes on at least 1 day during the month preceding the survey","Percentage","%","23.3",,,"21.4","25.4","210","Medical","Total","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q110","D02","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use",,"Percentage of health professions students who think tobacco sales to adolescents (persons younger than 18 years old) should be banned","Percentage","%","96.8",,,"95.3","97.8","125","Dental","Female","(41.153332, 20.168331)","EUR","al","al100","314","T02","M99","Q116","D01","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Role Model and Cessation Training","Offer","Percentage of health professions students who think health professionals should receive formal training on cessation techniques","Percentage","%","98.4",,,"97.5","98.9","183","Pharmacy","Female","(41.153332, 20.168331)","EUR","al","al100","314","T04","M02","Q113","D04","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use",,"Percentage of health professions students who think smoking should be banned in all enclosed public places","Percentage","%","95.1",,,"93.8","96.1","183","Pharmacy","Female","(41.153332, 20.168331)","EUR","al","al100","314","T02","M99","Q114","D04","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Role Model and Cessation Training","Offer","Percentage of health professions students who reported receiving formal training during their health profession school training on cessation approaches to use with patients","Percentage","%","44.5",,,"43.1","45.9","822","Nursing","Female","(41.153332, 20.168331)","EUR","al","al100","314","T04","M02","Q107","D03","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of ever smokers who smoked on school premises/property within the year preceding the survey","Percentage","%","30.9",,,"28","34","141","Dental","Total","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q103","D01","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of ever smokers who smoked in school buildings within the year preceding the survey","Percentage","%","29.1",,,"23.4","35.700000000000003","28","Pharmacy","Male","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q102","D04","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use",,"Percentage of health professions students who think tobacco sales to adolescents (persons younger than 18 years old) should be banned","Percentage","%","96.2",,,"95.2","97.1","213","Medical","Total","(41.153332, 20.168331)","EUR","al","al100","314","T02","M99","Q116","D02","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of ever smokers who smoked on school premises/property within the year preceding the survey","Percentage","%","51.8",,,"44.9","58.7","25","Medical","Male","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q103","D02","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use","Protect","Percentage of health professions students who reported that their school has a ban on smoking in school buildings and clinics","Percentage","%","97.2",,,"94.4","98.6","35","Pharmacy","Male","(41.153332, 20.168331)","EUR","al","al100","314","T02","M03","Q108","D04","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Role Model and Cessation Training","Offer","Percentage of health professions students who think health professionals have a role in giving advice or information about smoking cessation to patients","Percentage","%","91.1",,,"90.4","91.8","1028","Nursing","Total","(41.153332, 20.168331)","EUR","al","al100","314","T04","M02","Q111","D03","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use","Protect","Percentage of health professions students who reported that their school has a policy on tobacco use in buildings and clinics, those who reported that such policy was enforced","Percentage","%","32.700000000000003",,,"30.4","35.200000000000003","188","Medical","Total","(41.153332, 20.168331)","EUR","al","al100","314","T02","M03","Q109","D02","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use",,"Percentage of health professions students who think smoking should be banned in all enclosed public places","Percentage","%","97.7",,,"96.8","98.4","174","Medical","Female","(41.153332, 20.168331)","EUR","al","al100","314","T02","M99","Q114","D02","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use","Protect","Percentage of health professions students who reported being exposed to SHS in public during the 7 days preceding the survey","Percentage","%",,"—","No Data Available. Indicator was not included in survey.",,,,"Medical","Female","(41.153332, 20.168331)","EUR","al","al100","314","T02","M03","Q106","D02","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use",,"Percentage of health professions students who think smoking should be banned in all enclosed public places","Percentage","%","94.8",,,"93.7","95.8","213","Medical","Total","(41.153332, 20.168331)","EUR","al","al100","314","T02","M99","Q114","D02","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Role Model and Cessation Training","Offer","Percentage of health professions students who reported receiving formal training during their health profession school training on cessation approaches to use with patients","Percentage","%","21.1",,,"19.2","23.1","213","Medical","Total","(41.153332, 20.168331)","EUR","al","al100","314","T04","M02","Q107","D02","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Role Model and Cessation Training","Offer","Percentage of health professions students who reported receiving formal training during their health profession school training on cessation approaches to use with patients","Percentage","%","44.3",,,"41.5","47.1","201","Nursing","Male","(41.153332, 20.168331)","EUR","al","al100","314","T04","M02","Q107","D03","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of health professions students who used tobacco products other than cigarettes on at least 1 day during the month","Percentage","%","7.8",,,"6.6","9.3000000000000007","219","Pharmacy","Total","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q117","D04","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use",,"Percentage of health professions students who think tobacco sales to adolescents (persons younger than 18 years old) should be banned","Percentage","%","91.6",,,"87.6","94.4","35","Pharmacy","Male","(41.153332, 20.168331)","EUR","al","al100","314","T02","M99","Q116","D04","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Role Model and Cessation Training",,"Percentage of health professions students who think health professionals serve as ""role models"" for their patients and the public","Percentage","%","85.5",,,"80.7","89.3","35","Pharmacy","Male","(41.153332, 20.168331)","EUR","al","al100","314","T04","M99","Q112","D04","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Role Model and Cessation Training","Offer","Percentage of health professions students who think health professionals have a role in giving advice or information about smoking cessation to patients","Percentage","%","86.8",,,"85.2","88.4","213","Medical","Total","(41.153332, 20.168331)","EUR","al","al100","314","T04","M02","Q111","D02","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of health professions students who used tobacco products other than cigarettes on at least 1 day during the month","Percentage","%","1.9",,,"1.3","2.7","213","Medical","Total","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q117","D02","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use","Protect","Percentage of health professions students who reported that their school has a ban on smoking in school buildings and clinics","Percentage","%","100",,,,,"99","Dental","Male","(41.153332, 20.168331)","EUR","al","al100","314","T02","M03","Q108","D01","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Cessation","Offer","Percentage of current smokers who reported they wanted to stop smoking now","Percentage","%","49.2",,,"43.7","54.7","49","Dental","Total","(41.153332, 20.168331)","EUR","al","al100","314","T01","M02","Q101","D01","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use","Protect","Percentage of health professions students who reported being exposed to SHS at home during the 7 days preceding the survey","Percentage","%","64.8",,,"63.5","66.099999999999994","823","Nursing","Female","(41.153332, 20.168331)","EUR","al","al100","314","T02","M03","Q105","D03","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use","Protect","Percentage of health professions students who reported being exposed to SHS at home during the 7 days preceding the survey","Percentage","%","59.8",,,"57.1","62.5","202","Nursing","Male","(41.153332, 20.168331)","EUR","al","al100","314","T02","M03","Q105","D03","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of health professions students who have ever smoked cigarettes, even one or two puffs","Percentage","%","72.5",,,"70.3","74.599999999999994","217","Pharmacy","Total","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q104","D04","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Role Model and Cessation Training","Offer","Percentage of health professions students who think health professionals have a role in giving advice or information about smoking cessation to patients","Percentage","%","87.3",,,"85.5","89","174","Medical","Female","(41.153332, 20.168331)","EUR","al","al100","314","T04","M02","Q111","D02","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Cessation","Offer","Percentage of current smokers who reported they wanted to stop smoking now","Percentage","%","52",,,"45.3","58.6","27","Medical","Total","(41.153332, 20.168331)","EUR","al","al100","314","T01","M02","Q101","D02","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use",,"Percentage of health professions students who were taught about the dangers of smoking in a class as part of their health profession training","Percentage","%","95",,,"94.4","95.5","1023","Nursing","Total","(41.153332, 20.168331)","EUR","al","al100","314","T02","M99","Q118","D03","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use","Protect","Percentage of health professions students who reported being exposed to SHS at home during the 7 days preceding the survey","Percentage","%","63.9",,,"62.7","65.099999999999994","1026","Nursing","Total","(41.153332, 20.168331)","EUR","al","al100","314","T02","M03","Q105","D03","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use","Protect","Percentage of health professions students who reported that their school has a ban on smoking in school buildings and clinics","Percentage","%","97.9",,,"97","98.6","202","Nursing","Male","(41.153332, 20.168331)","EUR","al","al100","314","T02","M03","Q108","D03","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of health professions students who smoked cigarettes on at least 1 day during the month preceding the survey","Percentage","%","60.4",,,"56.5","64.099999999999994","97","Dental","Male","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q110","D01","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use","Protect","Percentage of health professions students who reported being exposed to SHS at home during the 7 days preceding the survey","Percentage","%","60.4",,,"56.5","64.099999999999994","99","Dental","Male","(41.153332, 20.168331)","EUR","al","al100","314","T02","M03","Q105","D01","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Role Model and Cessation Training","Offer","Percentage of health professions students who reported receiving formal training during their health profession school training on cessation approaches to use with patients","Percentage","%","28.1",,,"23.4","33.4","39","Medical","Male","(41.153332, 20.168331)","EUR","al","al100","314","T04","M02","Q107","D02","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of health professions students who have ever smoked cigarettes, even one or two puffs","Percentage","%","72.3",,,"71.099999999999994","73.400000000000006","1007","Nursing","Total","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q104","D03","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of ever smokers who smoked on school premises/property within the year preceding the survey","Percentage","%","16.600000000000001",,,"14.4","19","136","Pharmacy","Total","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q103","D04","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of ever smokers who smoked on school premises/property within the year preceding the survey","Percentage","%","22.2",,,"19.600000000000001","24.9","117","Medical","Total","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q103","D02","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use","Protect","Percentage of health professions students who reported that their school has a ban on smoking in school buildings and clinics","Percentage","%","98.7",,,"98.3","99","825","Nursing","Female","(41.153332, 20.168331)","EUR","al","al100","314","T02","M03","Q108","D03","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use",,"Percentage of health professions students who think tobacco sales to adolescents (persons younger than 18 years old) should be banned","Percentage","%","97.7",,,"97.2","98","820","Nursing","Female","(41.153332, 20.168331)","EUR","al","al100","314","T02","M99","Q116","D03","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use",,"Percentage of health professions students who think tobacco sales to adolescents (persons younger than 18 years old) should be banned","Percentage","%","96.7",,,"96.3","97.2","1023","Nursing","Total","(41.153332, 20.168331)","EUR","al","al100","314","T02","M99","Q116","D03","G9901","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Cessation","Offer","Percentage of current smokers who reported they wanted to stop smoking now","Percentage","%","36.799999999999997",,,"31.9","41.9","57","Nursing","Male","(41.153332, 20.168331)","EUR","al","al100","314","T01","M02","Q101","D03","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use","Protect","Percentage of health professions students who reported that their school has a policy on tobacco use in buildings and clinics, those who reported that such policy was enforced","Percentage","%","45.8",,,"44.4","47.2","810","Nursing","Female","(41.153332, 20.168331)","EUR","al","al100","314","T02","M03","Q109","D03","G02","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of ever smokers who smoked in school buildings within the year preceding the survey","Percentage","%","40.1",,,"37","43.3","148","Nursing","Male","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q102","D03","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Factors Influencing Tobacco Use",,"Percentage of health professions students who think tobacco product advertising should be completely banned","Percentage","%","87.7",,,"85.8","89.5","202","Nursing","Male","(41.153332, 20.168331)","EUR","al","al100","314","T02","M99","Q115","D03","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Prevalence","Monitor","Percentage of health professions students who have ever smoked cigarettes, even one or two puffs","Percentage","%","82",,,"77.400000000000006","85.9","39","Medical","Male","(41.153332, 20.168331)","EUR","al","al100","314","T03","M01","Q104","D02","G01","Prctg"
"2011","European Region","GHPSS","Albania","Albania - National","Role Model and Cessation Training","Offer","Percentage of health professions students who think health professionals should receive formal training on cessation techniques","Percentage","%","98.6",,,"97.9","99.1","202","Nursing","Male","(41.153332, 20.168331)","EUR","al","al100","314","T04","M02","Q113","D03","G01","Prctg"
