"year","who_region","datasource","country","surveysite","topic","mpower","indicator","indicator_level","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","sample_size","age","gender","residence","geolocation","regionabbr","countryabbr","surveysiteabbr","locationid","topicid","mpowerid","indicatorid","responseid","stratificationcategoryid1","stratificationid1","datavaluetypeid"
"2009","European Region","GATS","Poland","Poland - National","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco on a daily basis",,"%","Percentage","0",,,,,"1284","65+",,,"POINT (19.145136 51.919438)","EUR","pl","pl100","442","T06","M01","Q166",,"AGE","A05","Prctg"
"2009","South-East Asia Region","GATS","Thailand","Thailand - National","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco",,"%","Percentage","23.7",,,"22.8","24.7","20566","Total",,,"POINT (100.992541 15.870032)","SEAR","th","th100","472","T06","M01","Q150",,"AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Maharashtra","Tobacco Use","Monitor","Percentage of adults who currently do not use smokeless tobacco",,"%","Percentage","62.1",,,"57.6","66.3","1069","45-64",,,"POINT (78.96288 20.593684)","SEAR","in","in016","262","T06","M01","Q168",,"AGE","A04","Prctg"
"2008","Region of the Americas","GATS","Brazil","Brazil - National","Tobacco Use","Monitor","Percentage of adults who currently do not use smokeless tobacco",,"%","Percentage","98.8",,,"98.4","99.1","5745",,,"Rural","POINT (-51.92528 -14.235004)","AMR","br","br100","334","T06","M01","Q168",,"RESIDENCE","R03","Prctg"
"2009","Region of the Americas","GATS","Uruguay","Uruguay - National","Tobacco Use","Monitor","Percentage of adults who currently do not use smokeless tobacco",,"%","Percentage","100",,,"99.9","100","1653","45-64",,,"POINT (-55.765835 -32.522779)","AMR","uy","uy100","489","T06","M01","Q168",,"AGE","A04","Prctg"
"2009","South-East Asia Region","GATS","India","India - Uttarakhand","Tobacco Use","Monitor","Percentage of adults who currently do not use smokeless tobacco",,"%","Percentage","88.7",,,"84.8","91.7","506","45-64",,,"POINT (78.96288 20.593684)","SEAR","in","in104","666","T06","M01","Q168",,"AGE","A04","Prctg"
"2009","South-East Asia Region","GATS","India","India - North Region","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco",,"%","Percentage","3.6",,,"2.8","4.6","2817","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in172","1483","T06","M01","Q165",,"AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Odisha","Economics","Raise","Percentage of bidi smokers whose last bidi purchase was from various sources","From another person","%","Percentage","0",,,,,"47","45-64",,,"POINT (78.96288 20.593684)","SEAR","in","in021","525","T08","M06","Q205","ILVL049","AGE","A04","Prctg"
"2008","European Region","GATS","Turkey","Turkey - National","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco",,"%","Percentage","52.1",,,"50","54.1","4269",,"Male",,"POINT (35.243322 38.963745)","EUR","tu","tu100","480","T06","M01","Q153",,"GENDER","G01","Prctg"
"2009","South-East Asia Region","GATS","India","India - Tamil Nadu","Tobacco Use","Monitor","Percentage of ever daily tobacco smokers who currently do not smoke tobacco",,"%","Percentage","15.5",,,"7","30.9","40","65+",,,"POINT (78.96288 20.593684)","SEAR","in","in025","615","T06","M01","Q156",,"AGE","A05","Prctg"
"2009","South-East Asia Region","GATS","India","India - Nagaland","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco",,"%","Percentage","53.1",,,"46.7","59.5","678",,"Male",,"POINT (78.96288 20.593684)","SEAR","in","in020","307","T06","M01","Q165",,"GENDER","G01","Prctg"
"2009","South-East Asia Region","GATS","India","India - Tamil Nadu","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco",,"%","Percentage","15.5",,,"10.9","21.4","224","65+",,,"POINT (78.96288 20.593684)","SEAR","in","in025","615","T06","M01","Q150",,"AGE","A05","Prctg"
"2010","European Region","GATS","Ukraine","Ukraine - National","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco on a daily basis",,"%","Percentage","24.7",,,"22.8","26.8","2806","45-64",,,"POINT (31.16558 48.379433)","EUR","up","up100","486","T06","M01","Q151",,"AGE","A04","Prctg"
"2011","European Region","GATS","Romania","Romania - National","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco",,"%","Percentage","0",,,,,"1321","65+",,,"POINT (24.96676 45.943161)","EUR","ro","ro100","450","T06","M01","Q165",,"AGE","A05","Prctg"
"2009","South-East Asia Region","GATS","India","India - Goa","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco",,"%","Percentage","4.7",,,"3.4","6.4","898","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in033","169","T06","M01","Q150",,"AGE","A03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Tripura","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco",,"%","Percentage","90.7",,,"85.4","94.2","290","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in026","638","T06","M01","Q153",,"AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Kerala","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco",,"%","Percentage","7.1",,,"3.4","14.2","233","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in013","226","T06","M01","Q150",,"AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Delhi","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco",,"%","Percentage","82.6",,,"80","84.9","1898","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in007","129","T06","M01","Q153",,"AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Kerala","Economics","Raise","Percentage of bidi smokers whose last bidi purchase was from various sources","Kiosks","%","Percentage","0",,,,,"81",,,"Rural","POINT (78.96288 20.593684)","SEAR","in","in013","226","T08","M06","Q205","ILVL062","RESIDENCE","R03","Prctg"
"2009","South-East Asia Region","GATS","India","India - West Region","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco",,"%","Percentage","13.5",,,"11.4","16","1599","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in171","1487","T06","M01","Q165",,"AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Gujarat","Tobacco Use","Monitor","Percentage of adults who are current smokers of various tobacco products","Water pipes","%","Percentage","0",,,,,"504","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in009","181","T06","M01","Q157","ILVL105","AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Odisha","Media","Enforce","Percentage of adults who noticed various bidi promotions in the last 30 days","Free samples of bidis","%","Percentage","0",,,,,"350","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in021","525","T14","M04","Q214","ILVL046","AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Nagaland","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco",,"%","Percentage","31.5",,,"27.3","36","1396",,"Total",,"POINT (78.96288 20.593684)","SEAR","in","in020","307","T06","M01","Q150",,"GENDER","G9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Karnataka","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco",,"%","Percentage","99.7",,,"98.9","99.9","983",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in019","221","T06","M01","Q153",,"GENDER","G02","Prctg"
"2009","South-East Asia Region","GATS","India","India - West Region","Tobacco Use","Monitor","Percentage of adults who currently do not use smokeless tobacco",,"%","Percentage","84",,,"82","85.9","4563",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in171","1487","T06","M01","Q168",,"GENDER","G02","Prctg"
"2011","European Region","GATS","Romania","Romania - National","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco",,"%","Percentage","0.3",,,"0.2","0.5","4517",,"Total",,"POINT (24.96676 45.943161)","EUR","ro","ro100","450","T06","M01","Q165",,"GENDER","G9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Jammu and Kashmir","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco",,"%","Percentage","93.5",,,"90.6","95.6","356","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in012","222","T06","M01","Q153",,"AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Maharashtra","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco",,"%","Percentage","1.9",,,"1.1","3.2","858","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in016","262","T06","M01","Q150",,"AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Maharashtra","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco",,"%","Percentage","87.6",,,"85.9","89.1","2328",,"Male",,"POINT (78.96288 20.593684)","SEAR","in","in016","262","T06","M01","Q153",,"GENDER","G01","Prctg"
"2009","South-East Asia Region","GATS","India","India - South Region","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco",,"%","Percentage","13.3",,,"12.3","14.4","11098",,,"Total","POINT (78.96288 20.593684)","SEAR","in","in173","1486","T06","M01","Q150",,"RESIDENCE","R9901","Prctg"
"2011","European Region","GATS","Romania","Romania - National","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco",,"%","Percentage","26.7",,,"25","28.4","4517","Total",,,"POINT (24.96676 45.943161)","EUR","ro","ro100","450","T06","M01","Q150",,"AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Kerala","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco",,"%","Percentage","88.3",,,"85","91","527",,,"Urban","POINT (78.96288 20.593684)","SEAR","in","in013","226","T06","M01","Q153",,"RESIDENCE","R02","Prctg"
"2011","Western Pacific Region","GATS","Malaysia","Malaysia - National","Tobacco Use","Monitor","Percentage of adults who currently do not use smokeless tobacco",,"%","Percentage","99.9",,,"99.5","100","742","15-24",,,"POINT (101.975766 4.210484)","WPR","my","my100","428","T06","M01","Q168",,"AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Arunachal Pradesh","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco",,"%","Percentage","11.2",,,"7.8","15.9","686",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in102","30","T06","M01","Q150",,"GENDER","G02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Tamil Nadu","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco",,"%","Percentage","90.2",,,"87.9","92.1","1221","25-44",,,"POINT (78.96288 20.593684)","SEAR","in","in025","615","T06","M01","Q153",,"AGE","A03","Prctg"
"2009","South-East Asia Region","GATS","India","India - National","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco",,"%","Percentage","97.1",,,"96.6","97.4","35529",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in100","386","T06","M01","Q153",,"GENDER","G02","Prctg"
"2010","European Region","GATS","Ukraine","Ukraine - National","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco on a daily basis",,"%","Percentage","0",,,"0","0","8156","Total",,,"POINT (31.16558 48.379433)","EUR","up","up100","486","T06","M01","Q166",,"AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Assam","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco on a daily basis",,"%","Percentage","10.3",,,"9","11.7","4459",,,"Rural","POINT (78.96288 20.593684)","SEAR","in","in003","32","T06","M01","Q151",,"RESIDENCE","R03","Prctg"
"2009","European Region","GATS","Poland","Poland - National","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco",,"%","Percentage","0.5",,,"0.4","0.8","7837","Total",,,"POINT (19.145136 51.919438)","EUR","pl","pl100","442","T06","M01","Q165",,"AGE","A9901","Prctg"
"2012","Region of the Americas","GATS","Argentina","Argentina - National","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco",,"%","Percentage","79.3",,,"73.3","84.2","1262","15-24",,,"POINT (-63.616672 -38.416097)","AMR","ar","ar100","319","T06","M01","Q153",,"AGE","A02","Prctg"
"2009","Region of the Americas","GATS","Mexico","Mexico - National","Tobacco Use","Monitor","Percentage of adults who currently do not use smokeless tobacco",,"%","Percentage","99.8",,,"99.3","99.9","1425","65+",,,"POINT (-102.552784 23.634501)","AMR","mx","mx100","427","T06","M01","Q168",,"AGE","A05","Prctg"
"2009","South-East Asia Region","GATS","India","India - Puducherry","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco",,"%","Percentage","13.3",,,"10.5","16.7","548","45-64",,,"POINT (78.96288 20.593684)","SEAR","in","in022","1485","T06","M01","Q150",,"AGE","A04","Prctg"
"2009","South-East Asia Region","GATS","Bangladesh","Bangladesh - National","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco",,"%","Percentage","44.7",,,"42.5","47","4468",,"Male",,"POINT (90.356331 23.684994)","SEAR","bg","bg100","327","T06","M01","Q150",,"GENDER","G01","Prctg"
"2009","Region of the Americas","GATS","Uruguay","Uruguay - National","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco",,"%","Percentage","0.1",,,"0","0.5","1913",,,"Rural","POINT (-55.765835 -32.522779)","AMR","uy","uy100","489","T06","M01","Q165",,"RESIDENCE","R03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Tripura","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco",,"%","Percentage","56.2",,,"44.2","67.5","85","65+",,,"POINT (78.96288 20.593684)","SEAR","in","in026","638","T06","M01","Q165",,"AGE","A05","Prctg"
"2009","South-East Asia Region","GATS","India","India - Meghalaya","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco",,"%","Percentage","29.1",,,"24.2","34.5","496","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in018","286","T06","M01","Q150",,"AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Nagaland","Tobacco Use","Monitor","Percentage of ever daily tobacco smokers who currently do not smoke tobacco",,"%","Percentage","6.3",,,"3.9","10","372","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in020","307","T06","M01","Q156",,"AGE","A9901","Prctg"
"2009","Region of the Americas","GATS","Mexico","Mexico - National","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco on a daily basis",,"%","Percentage","0.1",,,"0","0.2","6030","25-44",,,"POINT (-102.552784 23.634501)","AMR","mx","mx100","427","T06","M01","Q166",,"AGE","A03","Prctg"
"2009","South-East Asia Region","GATS","Bangladesh","Bangladesh - National","Tobacco Use","Monitor","Percentage of adults who currently do not use smokeless tobacco",,"%","Percentage","52.3",,,"49","55.5","2084","45-64",,,"POINT (90.356331 23.684994)","SEAR","bg","bg100","327","T06","M01","Q168",,"AGE","A04","Prctg"
"2009","South-East Asia Region","GATS","India","India - Punjab","Tobacco Use","Monitor","Percentage of ever daily tobacco smokers who currently do not smoke tobacco",,"%","Percentage","6.9",,,"1.9","22.2","27","45-64",,,"POINT (78.96288 20.593684)","SEAR","in","in023","548","T06","M01","Q156",,"AGE","A04","Prctg"
"2010","Western Pacific Region","GATS","Viet Nam","Viet Nam - National","Tobacco Use","Monitor","Percentage of ever daily tobacco smokers who currently do not smoke tobacco",,"%","Percentage","6.4",,,"3","13.4","167","15-24",,,"POINT (108.277199 14.058324)","WPR","vm","vm100","494","T06","M01","Q156",,"AGE","A02","Prctg"
"2009","Region of the Americas","GATS","Uruguay","Uruguay - National","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco",,"%","Percentage","91.9",,,"89.7","93.6","1262","65+",,,"POINT (-55.765835 -32.522779)","AMR","uy","uy100","489","T06","M01","Q153",,"AGE","A05","Prctg"
"2009","South-East Asia Region","GATS","India","India - Bihar","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco",,"%","Percentage","8.4",,,"6.2","11.1","854",,,"Urban","POINT (78.96288 20.593684)","SEAR","in","in034","57","T06","M01","Q150",,"RESIDENCE","R02","Prctg"
"2010","European Region","GATS","Ukraine","Ukraine - National","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco",,"%","Percentage","11.3",,,"10","12.7","4082",,"Female",,"POINT (31.16558 48.379433)","EUR","up","up100","486","T06","M01","Q150",,"GENDER","G02","Prctg"
"2009","Region of the Americas","GATS","Uruguay","Uruguay - National","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco on a daily basis",,"%","Percentage","0",,,,,"748","15-24",,,"POINT (-55.765835 -32.522779)","AMR","uy","uy100","489","T06","M01","Q166",,"AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Odisha","Media","Enforce","Percentage of adults who noticed various bidi promotions in the last 30 days","Coupons for bidis","%","Percentage","0",,,,,"349","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in021","525","T14","M04","Q214","ILVL033","AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Jharkhand","Tobacco Use","Monitor","Percentage of ever daily tobacco smokers who currently do not smoke tobacco",,"%","Percentage","42.3",,,"28.4","57.5","52","45-64",,,"POINT (78.96288 20.593684)","SEAR","in","in038","1482","T06","M01","Q156",,"AGE","A04","Prctg"
"2009","Region of the Americas","GATS","Uruguay","Uruguay - National","Tobacco Use","Monitor","Percentage of adults who currently do not use smokeless tobacco",,"%","Percentage","100",,,,,"3668",,,"Urban","POINT (-55.765835 -32.522779)","AMR","uy","uy100","489","T06","M01","Q168",,"RESIDENCE","R02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Sikkim","Economics","Raise","Percentage of bidi smokers whose last bidi purchase was from various sources","Internet","%","Percentage","0",,,,,"51","45-64",,,"POINT (78.96288 20.593684)","SEAR","in","in029","592","T08","M06","Q205","ILVL060","AGE","A04","Prctg"
"2009","South-East Asia Region","GATS","India","India - Assam","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco",,"%","Percentage","39.1",,,"34.6","43.7","1214","45-64",,,"POINT (78.96288 20.593684)","SEAR","in","in003","32","T06","M01","Q165",,"AGE","A04","Prctg"
"2009","South-East Asia Region","GATS","India","India - Karnataka","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco",,"%","Percentage","11.9",,,"9.9","14.2","1881","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in019","221","T06","M01","Q150",,"AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Tripura","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco",,"%","Percentage","19.5",,,"12.7","28.8","223",,,"Urban","POINT (78.96288 20.593684)","SEAR","in","in026","638","T06","M01","Q150",,"RESIDENCE","R02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Karnataka","Tobacco Use","Monitor","Percentage of adults who currently do not use smokeless tobacco",,"%","Percentage","88.5",,,"82.9","92.4","341","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in019","221","T06","M01","Q168",,"AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - West Bengal","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco",,"%","Percentage","21.9",,,"19","25","3183","Total",,,"POINT (78.96288 20.593684)","SEAR","in","in028","685","T06","M01","Q165",,"AGE","A9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Bihar","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco on a daily basis",,"%","Percentage","0.9",,,"0.2","3.3","521","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in034","57","T06","M01","Q151",,"AGE","A02","Prctg"
"2008","Region of the Americas","GATS","Brazil","Brazil - National","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco",,"%","Percentage","0.2",,,"0.1","0.3","17093","25-44",,,"POINT (-51.92528 -14.235004)","AMR","br","br100","334","T06","M01","Q165",,"AGE","A03","Prctg"
"2009","Eastern Mediterranean Region","GATS","Egypt","Egypt - National","Tobacco Use","Monitor","Percentage of adults who are current smokers of various tobacco products","Water pipes","%","Percentage","3.3",,,"3","3.7","20924",,,"Total","POINT (30.802498 26.820553)","EMR","eg","eg100","358","T06","M01","Q157","ILVL105","RESIDENCE","R9901","Prctg"
"2009","South-East Asia Region","GATS","India","India - Kerala","Tobacco Use","Monitor","Percentage of adults who currently use smokeless tobacco",,"%","Percentage","3.9",,,"1.9","7.8","233","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in013","226","T06","M01","Q165",,"AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Karnataka","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco, but have smoked on a daily basis in the past",,"%","Percentage","0.2",,,"0.1","0.8","930",,,"Urban","POINT (78.96288 20.593684)","SEAR","in","in019","221","T06","M01","Q154",,"RESIDENCE","R02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Mizoram","Economics","Raise","Percentage of bidi smokers whose last bidi purchase was from various sources","Military store","%","Percentage","0",,,,,"80",,,"Rural","POINT (78.96288 20.593684)","SEAR","in","in031","291","T08","M06","Q205","ILVL066","RESIDENCE","R03","Prctg"
"2009","South-East Asia Region","GATS","India","India - Delhi","Economics","Raise","Percentage of smokeless tobacco users whose last smokeless purchase was from various sources","Internet","%","Percentage","0",,,,,"30","45-64",,,"POINT (78.96288 20.593684)","SEAR","in","in007","129","T08","M06","Q208","ILVL060","AGE","A04","Prctg"
"2011","Western Pacific Region","GATS","Malaysia","Malaysia - National","Tobacco Use","Monitor","Percentage of adults who currently smoke tobacco",,"%","Percentage","16.7",,,"13.6","20.3","742","15-24",,,"POINT (101.975766 4.210484)","WPR","my","my100","428","T06","M01","Q150",,"AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Uttarakhand","Tobacco Use","Monitor","Percentage of adults who currently do not smoke tobacco",,"%","Percentage","97.3",,,"94.9","98.6","403","15-24",,,"POINT (78.96288 20.593684)","SEAR","in","in104","666","T06","M01","Q153",,"AGE","A02","Prctg"
"2009","South-East Asia Region","GATS","India","India - Nagaland","Tobacco Use","Monitor","Percentage of adults who are current smokers of various tobacco products","Water pipes","%","Percentage","0",,,,,"718",,"Female",,"POINT (78.96288 20.593684)","SEAR","in","in020","307","T06","M01","Q157","ILVL105","GENDER","G02","Prctg"
