"yearstart","yearend","locationabbr","locationdesc","datasource","class","topic","question","data_value_unit","data_value_type","data_value","data_value_alt","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","sample_size","total","povertylevel","age_years","birthorder","education","gender","maritalstatus","metropolitan","race_ethnicity","wicparticipation","geolocation","classid","topicid","questionid","datavaluetypeid","locationid","stratificationcategory1","stratification1","stratificationcategoryid1","stratificationid1"
"2019","2019","SC","South Carolina","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 3 months",,"Value","43.3","43.3",,,"36.7","50.1","314.0","Total",,,,,,,,,,"
,  
(33.998821303000454, -81.04537120699968)","BF","BF1","Q007","VALUE","45","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were ever breastfed",,"Value","83.8","83.8",,,"82.6","84.9","17552.0",,,,,,,,"Metropolitan",,,,"BF","BF1","Q006","VALUE","59","Metropolitan","Metropolitan","METRO","METROYES"
"2019","2019","AZ","Arizona","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 6 months",,"Value","24.0","24.0",,,"18.0","31.2","253.0","Total",,,,,,,,,,"
,  
(34.865970280000454, -111.76381127699972)","BF","BF1","Q008","VALUE","04","Total","Total","OVR","OVERALL"
"2019","2019","WV","West Virginia","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were breastfed at 6 months",,"Value","31.7","31.7",,,"25.8","38.2","245.0","Total",,,,,,,,,,"
,  
(38.66551020200046, -80.71264013499967)","BF","BF1","Q005","VALUE","54","Total","Total","OVR","OVERALL"
"2019","2019","MS","Mississippi","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 6 months",,"Value","15.6","15.6",,,"12.0","20.1","483.0","Total",,,,,,,,,,"
,  
(32.745510099000455, -89.53803082499968)","BF","BF1","Q008","VALUE","28","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula before 3 months",,"Value","36.7","36.7",,,"30.4","43.6","631.0",,,,,"Less than high school",,,,,,,"BF","BF1","Q001","VALUE","59","Education","Less than high school","EDU","EDUHS"
"2019","2019","ND","North Dakota","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were breastfed at 12 months",,"Value","34.4","34.4",,,"28.1","41.4","343.0","Total",,,,,,,,,,"
,  
(47.47531977900047, -100.11842104899966)","BF","BF1","Q004","VALUE","38","Total","Total","OVR","OVERALL"
"2019","2019","VA","Virginia","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 6 months",,"Value","25.8","25.8",,,"19.6","33.2","507.0","Total",,,,,,,,,,"
,  
(37.54268067400045, -78.45789046299967)","BF","BF1","Q008","VALUE","51","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula before 6 months",,"Value","35.4","35.4",,,"31.5","39.5","1609.0",,"Less than 100",,,,,,,,,,"BF","BF1","Q002","VALUE","59","% Poverty Level","Less than 100","POV","POV0099"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were ever breastfed",,"Value","85.6","85.6",,,"82.1","88.5","1732.0",,,,,,,,,,"No, but eligible",,"BF","BF1","Q006","VALUE","59","WIC Participation","No, but eligible","WIC","WICNO"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were ever breastfed",,"Value","82.7","82.7",,,"79.0","85.9","1779.0",,,,,,,,,"2 or more races",,,"BF","BF1","Q006","VALUE","59","Race/Ethnicity","2 or more races","RACE","RACE2PLUS"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula within 2 days of life",,"Value","18.3","18.3",,,"14.8","22.4","1509.0",,,,,,,,,"2 or more races",,,"BF","BF1","Q003","VALUE","59","Race/Ethnicity","2 or more races","RACE","RACE2PLUS"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula within 2 days of life",,"Value","20.2","20.2",,,"16.2","24.9","1497.0",,,,,,,,,,"No, but eligible",,"BF","BF1","Q003","VALUE","59","WIC Participation","No, but eligible","WIC","WICNO"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula within 2 days of life",,"Value","18.5","18.5",,,"16.4","20.7","4787.0",,"200 - 399",,,,,,,,,,"BF","BF1","Q003","VALUE","59","% Poverty Level","200 - 399","POV","POV200399"
"2019","2019","AR","Arkansas","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 6 months",,"Value","24.4","24.4",,,"19.2","30.5","440.0","Total",,,,,,,,,,"
,  
(34.74865012400045, -92.27449074299966)","BF","BF1","Q008","VALUE","05","Total","Total","OVR","OVERALL"
"2019","2019","MA","Massachusetts","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 3 months",,"Value","52.8","52.8",,,"45.3","60.3","344.0","Total",,,,,,,,,,"
,  
(42.27687047000046, -72.08269067499964)","BF","BF1","Q007","VALUE","25","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula before 3 months",,"Value","32.5","32.5",,,"30.6","34.5","7864.0",,,,,,"Male",,,,,,"BF","BF1","Q001","VALUE","59","Gender","Male","GEN","MALE"
"2019","2019","WY","Wyoming","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula before 6 months",,"Value","27.4","27.4",,,"20.2","36.0","190.0","Total",,,,,,,,,,"
,  
(43.23554134300048, -108.10983035299967)","BF","BF1","Q002","VALUE","56","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 6 months",,"Value","23.5","23.5",,,"21.1","26.0","3903.0",,,,,,,,,"Hispanic",,,"BF","BF1","Q008","VALUE","59","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2019","2019","AR","Arkansas","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were breastfed at 12 months",,"Value","29.2","29.2",,,"23.8","35.3","446.0","Total",,,,,,,,,,"
,  
(34.74865012400045, -92.27449074299966)","BF","BF1","Q004","VALUE","05","Total","Total","OVR","OVERALL"
"2019","2019","HI","Hawaii","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula before 3 months",,"Value","35.5","35.5",,,"29.1","42.5","273.0","Total",,,,,,,,,,"
,  
(21.304850435000446, -157.85774940299973)","BF","BF1","Q001","VALUE","15","Total","Total","OVR","OVERALL"
"2019","2019","NM","New Mexico","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula within 2 days of life",,"Value","13.0","13.0",,,"9.0","18.4","318.0","Total",,,,,,,,,,"
,  
(34.52088095200048, -106.24058098499967)","BF","BF1","Q003","VALUE","35","Total","Total","OVR","OVERALL"
"2019","2019","FL","Florida","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula within 2 days of life",,"Value","21.4","21.4",,,"14.1","31.3","295.0","Total",,,,,,,,,,"
,  
(28.932040377000476, -81.92896053899966)","BF","BF1","Q003","VALUE","12","Total","Total","OVR","OVERALL"
"2019","2019","CO","Colorado","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula before 6 months",,"Value","28.5","28.5",,,"20.2","38.6","203.0","Total",,,,,,,,,,"
,  
(38.843840757000464, -106.13361092099967)","BF","BF1","Q002","VALUE","08","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were ever breastfed",,"Value","79.9","79.9",,,"77.8","81.9","5691.0",,,"20 - 29",,,,,,,,,"BF","BF1","Q006","VALUE","59","Age (years)","20 - 29","AGEYR","AGEYR2029"
"2019","2019","ME","Maine","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula within 2 days of life",,"Value","16.9","16.9",,,"12.4","22.7","242.0","Total",,,,,,,,,,"
,  
(45.254228894000505, -68.98503133599962)","BF","BF1","Q003","VALUE","23","Total","Total","OVR","OVERALL"
"2019","2019","PA","Pennsylvania","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 6 months",,"Value","24.6","24.6",,,"19.9","30.0","808.0","Total",,,,,,,,,,"
,  
(40.79373015200048, -77.86070029399963)","BF","BF1","Q008","VALUE","42","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula within 2 days of life",,"Value","19.2","19.2",,,"18.0","20.5","13194.0",,,"30 or older",,,,,,,,,"BF","BF1","Q003","VALUE","59","Age (years)","30 or older","AGEYR","AGEYR30PLUS"
"2019","2019","WA","Washington","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were ever breastfed",,"Value","93.7","93.7",,,"90.2","96.0","510.0","Total",,,,,,,,,,"
,  
(47.52227862900048, -120.47001078999972)","BF","BF1","Q006","VALUE","53","Total","Total","OVR","OVERALL"
"2019","2019","CT","Connecticut","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 6 months",,"Value","26.3","26.3",,,"21.7","31.6","406.0","Total",,,,,,,,,,"
,  
(41.56266102000046, -72.64984095199964)","BF","BF1","Q008","VALUE","09","Total","Total","OVR","OVERALL"
"2019","2019","CT","Connecticut","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula before 6 months",,"Value","35.7","35.7",,,"29.1","43.0","260.0","Total",,,,,,,,,,"
,  
(41.56266102000046, -72.64984095199964)","BF","BF1","Q002","VALUE","09","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were breastfed at 12 months",,"Value","39.5","39.5",,,"24.3","57.0","113.0",,,,,,,,,"Hawaiian/Pacific Islander",,,"BF","BF1","Q004","VALUE","59","Race/Ethnicity","Hawaiian/Pacific Islander","RACE","RACEHPI"
"2019","2019","VT","Vermont","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were ever breastfed",,"Value","91.8","91.8",,,"87.5","94.7","326.0","Total",,,,,,,,,,"
,  
(43.62538123900049, -72.51764079099962)","BF","BF1","Q006","VALUE","50","Total","Total","OVR","OVERALL"
"2019","2019","RI","Rhode Island","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 6 months",,"Value","22.9","22.9",,,"17.1","29.9","269.0","Total",,,,,,,,,,"
,  
(41.70828019300046, -71.52247031399963)","BF","BF1","Q008","VALUE","44","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula within 2 days of life",,"Value","18.2","18.2",,,"16.4","20.2","4447.0",,,,,"Some college or technical school",,,,,,,"BF","BF1","Q003","VALUE","59","Education","Some college or technical school","EDU","EDUCOTEC"
"2019","2019","PR","Puerto Rico","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were ever breastfed",,"Value","86.2","86.2",,,"81.8","89.7","688.0","Total",,,,,,,,,,"
,  
(18.220833, -66.590149)","BF","BF1","Q006","VALUE","72","Total","Total","OVR","OVERALL"
"2019","2019","CA","California","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were breastfed at 12 months",,"Value","43.6","43.6",,,"38.5","48.9","752.0","Total",,,,,,,,,,"
,  
(37.63864012300047, -120.99999953799971)","BF","BF1","Q004","VALUE","06","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 3 months",,"Value","40.9","40.9",,,"38.6","43.3","5526.0",,,"20 - 29",,,,,,,,,"BF","BF1","Q007","VALUE","59","Age (years)","20 - 29","AGEYR","AGEYR2029"
"2019","2019","ND","North Dakota","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula within 2 days of life",,"Value","11.5","11.5",,,"7.6","17.1","294.0","Total",,,,,,,,,,"
,  
(47.47531977900047, -100.11842104899966)","BF","BF1","Q003","VALUE","38","Total","Total","OVR","OVERALL"
"2019","2019","AL","Alabama","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula before 3 months",,"Value","29.7","29.7",,,"22.0","38.8","174.0","Total",,,,,,,,,,"
,  
(32.84057112200048, -86.63186076199969)","BF","BF1","Q001","VALUE","01","Total","Total","OVR","OVERALL"
"2019","2019","AZ","Arizona","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula within 2 days of life",,"Value","20.2","20.2",,,"14.2","27.8","228.0","Total",,,,,,,,,,"
,  
(34.865970280000454, -111.76381127699972)","BF","BF1","Q003","VALUE","04","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were breastfed at 12 months",,"Value","22.4","22.4",,,"20.5","24.3","5746.0",,,,,,,"Unmarried",,,,,"BF","BF1","Q004","VALUE","59","Marital Status","Unmarried","MARSTAT","UNMARRIED"
"2019","2019","MS","Mississippi","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were breastfed at 12 months",,"Value","22.2","22.2",,,"18.0","27.1","497.0","Total",,,,,,,,,,"
,  
(32.745510099000455, -89.53803082499968)","BF","BF1","Q004","VALUE","28","Total","Total","OVR","OVERALL"
"2019","2019","DC","District of Columbia","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 3 months",,"Value","49.6","49.6",,,"43.8","55.5","412.0","Total",,,,,,,,,,"
,  
(38.89037138500049, -77.03196112699965)","BF","BF1","Q007","VALUE","11","Total","Total","OVR","OVERALL"
"2019","2019","MT","Montana","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula within 2 days of life",,"Value","15.9","15.9",,,"11.2","22.2","234.0","Total",,,,,,,,,,"
,  
(47.06652897200047, -109.42442064499971)","BF","BF1","Q003","VALUE","30","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula within 2 days of life",,"Value","17.2","17.2",,,"14.5","20.3","2789.0",,,,,,,,"Non-metropolitan",,,,"BF","BF1","Q003","VALUE","59","Metropolitan","Non-metropolitan","METRO","METRONO"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 6 months",,"Value","23.8","23.8",,,"21.7","26.1","5079.0",,,,,"Some college or technical school",,,,,,,"BF","BF1","Q008","VALUE","59","Education","Some college or technical school","EDU","EDUCOTEC"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 3 months",,"Value","45.3","45.3",,,"44.0","46.6","20217.0","Total",,,,,,,,,,,"BF","BF1","Q007","VALUE","59","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula before 6 months",,"Value","35.4","35.4",,,"31.9","39.2","2285.0",,,,,,,,,"Hispanic",,,"BF","BF1","Q002","VALUE","59","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2019","2019","MN","Minnesota","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula within 2 days of life",,"Value","18.1","18.1",,,"12.8","25.0","318.0","Total",,,,,,,,,,"
,  
(46.35564873600049, -94.79420050299967)","BF","BF1","Q003","VALUE","27","Total","Total","OVR","OVERALL"
"2019","2019","NM","New Mexico","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were ever breastfed",,"Value","83.4","83.4",,,"77.6","87.9","370.0","Total",,,,,,,,,,"
,  
(34.52088095200048, -106.24058098499967)","BF","BF1","Q006","VALUE","35","Total","Total","OVR","OVERALL"
"2019","2019","PR","Puerto Rico","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 6 months",,"Value","35.2","35.2",,,"30.3","40.6","676.0","Total",,,,,,,,,,"
,  
(18.220833, -66.590149)","BF","BF1","Q008","VALUE","72","Total","Total","OVR","OVERALL"
"2019","2019","NV","Nevada","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 6 months",,"Value","22.3","22.3",,,"17.5","27.9","411.0","Total",,,,,,,,,,"
,  
(39.493240390000494, -117.07184056399967)","BF","BF1","Q008","VALUE","32","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 6 months",,"Value","19.8","19.8",,,"15.8","24.4","1089.0",,,,,"Less than high school",,,,,,,"BF","BF1","Q008","VALUE","59","Education","Less than high school","EDU","EDUHS"
"2019","2019","CO","Colorado","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula within 2 days of life",,"Value","9.6","9.6",,,"5.1","17.3","267.0","Total",,,,,,,,,,"
,  
(38.843840757000464, -106.13361092099967)","BF","BF1","Q003","VALUE","08","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula before 6 months",,"Value","35.1","35.1",,,"28.0","42.8","464.0",,,,,"Less than high school",,,,,,,"BF","BF1","Q002","VALUE","59","Education","Less than high school","EDU","EDUHS"
"2019","2019","OR","Oregon","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula within 2 days of life",,"Value","11.4","11.4",,,"7.5","16.8","284.0","Total",,,,,,,,,,"
,  
(44.56744942400047, -120.15503132599969)","BF","BF1","Q003","VALUE","41","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 3 months",,"Value","51.8","51.8",,,"48.7","55.0","3665.0",,"400 - 599",,,,,,,,,,"BF","BF1","Q007","VALUE","59","% Poverty Level","400 - 599","POV","POV400599"
"2019","2019","SC","South Carolina","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula before 6 months",,"Value","37.3","37.3",,,"29.0","46.4","176.0","Total",,,,,,,,,,"
,  
(33.998821303000454, -81.04537120699968)","BF","BF1","Q002","VALUE","45","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were breastfed at 6 months",,"Value","68.4","68.4",,,"65.1","71.5","3840.0",,"400 - 599",,,,,,,,,,"BF","BF1","Q005","VALUE","59","% Poverty Level","400 - 599","POV","POV400599"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were ever breastfed",,"Value","71.6","71.6",,,"67.0","75.9","1117.0",,,,,"Less than high school",,,,,,,"BF","BF1","Q006","VALUE","59","Education","Less than high school","EDU","EDUHS"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula within 2 days of life",,"Value","19.7","19.7",,,"17.3","22.3","2753.0",,"Less than 100",,,,,,,,,,"BF","BF1","Q003","VALUE","59","% Poverty Level","Less than 100","POV","POV0099"
"2019","2019","AK","Alaska","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula before 6 months",,"Value","30.4","30.4",,,"23.6","38.3","212.0","Total",,,,,,,,,,"
,  
(64.84507995700051, -147.72205903599973)","BF","BF1","Q002","VALUE","02","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 3 months",,"Value","44.6","44.6",,,"42.8","46.4","10306.0",,,,,,"Male",,,,,,"BF","BF1","Q007","VALUE","59","Gender","Male","GEN","MALE"
"2019","2019","CO","Colorado","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 6 months",,"Value","32.1","32.1",,,"24.7","40.5","277.0","Total",,,,,,,,,,"
,  
(38.843840757000464, -106.13361092099967)","BF","BF1","Q008","VALUE","08","Total","Total","OVR","OVERALL"
"2019","2019","MD","Maryland","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula before 6 months",,"Value","40.6","40.6",,,"34.8","46.8","551.0","Total",,,,,,,,,,"
,  
(39.29058096400047, -76.60926011099963)","BF","BF1","Q002","VALUE","24","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula before 3 months",,"Value","33.9","33.9",,,"31.3","36.5","4200.0",,,,,,,,,,"Yes",,"BF","BF1","Q001","VALUE","59","WIC Participation","Yes","WIC","WICYES"
"2019","2019","OH","Ohio","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 3 months",,"Value","42.7","42.7",,,"36.9","48.7","467.0","Total",,,,,,,,,,"
,  
(40.06021014100048, -82.40426005599966)","BF","BF1","Q007","VALUE","39","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula before 6 months",,"Value","35.4","35.4",,,"33.7","37.1","10409.0",,,,,,,"Married",,,,,"BF","BF1","Q002","VALUE","59","Marital Status","Married","MARSTAT","MARRIED"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of infants who were exclusively breastfed through 6 months",,"Value","19.3","19.3",,,"17.1","21.6","3499.0",,"Less than 100",,,,,,,,,,"BF","BF1","Q008","VALUE","59","% Poverty Level","Less than 100","POV","POV0099"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula within 2 days of life",,"Value","21.4","21.4",,,"19.5","23.4","5439.0",,,,,,,,,,"Yes",,"BF","BF1","Q003","VALUE","59","WIC Participation","Yes","WIC","WICYES"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula before 3 months",,"Value","28.1","28.1",,,"26.4","29.8","8606.0",,,,,,,,,"Non-Hispanic White",,,"BF","BF1","Q001","VALUE","59","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2019","2019","VA","Virginia","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula before 6 months",,"Value","47.4","47.4",,,"38.0","56.9","372.0","Total",,,,,,,,,,"
,  
(37.54268067400045, -78.45789046299967)","BF","BF1","Q002","VALUE","51","Total","Total","OVR","OVERALL"
"2019","2019","US","National","National Immunization Survey","Breastfeeding","Breastfeeding - Behavior","Percent of breastfed infants who were supplemented with infant formula before 3 months",,"Value","21.2","21.2",,,"10.6","38.1","66.0",,,"Under 20",,,,,,,,,"BF","BF1","Q001","VALUE","59","Age (years)","Under 20","AGEYR","AGEYR0019"
