"yearstart","yearend","locationabbr","locationdesc","datasource","topic","category","question","response","age","gender","raceethnicity","riskfactor","riskfactorresponse","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","numerator","sample_size","locationid","topicid","categoryid","questionid","responseid","datavaluetypeid","ageid","genderid","raceethnicityid","riskfactorid","riskfactorresponseid","geolocation"
"2014","2014","GA","Georgia","MAX","Service Utilization","Treatment for age related macular degeneration","Percentage of people with diagnosed AMD who had a treatment claim","Anti-VEGF injections","40-64 years","All genders","All races","Hypertension and AMD","Yes","%","Crude Prevalence","10",,,"4.42","18.76","0","100","13","TUTL","CAMDTX","QAMD","RVEGF","CRDPREV","AGE4064","GALL","ALLRACE","RFHTAMD","RFYES","POINT(-83.6275803459996 32.8396810930004)"
"2013","2013","MS","Mississippi","MAX","Eye Health Conditions","Diagnosed Blindness and Low Vision","Annual prevalence of treated blindness and low vision","All Blindness and low vision","All ages","All genders","All races","All patients","Total","%","Crude Prevalence","0.22",,,"0.21","0.23",,"744700","28","TCOND","CDXC8","QDXC8","R8_ALL","CRDPREV","AGEALL","GALL","ALLRACE","RFALL","RFTOT","POINT(-89.5380308249996 32.7455100990004)"
"2014","2014","MN","Minnesota","MAX","Eye Health Conditions","Orbital and External Disease","Annual prevalence of treated orbital and external disease","Dry eye syndrome","85 years and older","All genders","All races","All patients","Total","%","Crude Prevalence","1.97",,,"1.84","2.11",,"38900","27","TCOND","CDXC14","QDXC14","R14_5","CRDPREV","AGE85PLUS","GALL","ALLRACE","RFALL","RFTOT","POINT(-94.7942005029996 46.3556487360004)"
"2013","2013","CT","Connecticut","MAX","Eye Health Conditions","Glaucoma","Annual prevalence of treated glaucoma","Narrow-angle glaucoma","18-39 years","Female","All races","All patients","Total","%","Crude Prevalence","0.02",,,"0.02","0.03",,"126100","9","TCOND","CDXC5","QDXC5","R5_6","CRDPREV","AGE1839","GF","ALLRACE","RFALL","RFTOT","POINT(-72.6498409519996 41.5626610200004)"
"2014","2014","GA","Georgia","MAX","Eye Health Conditions","Diabetic Eye Diseases","Annual prevalence of treated diabetic eye diseases","Proliferative diabetic retinopathy","40-64 years","Female","All races","All patients","Total","%","Crude Prevalence","0.41",,,"0.38","0.45",,"128400","13","TCOND","CDXC2","QDXC2","R2_3","CRDPREV","AGE4064","GF","ALLRACE","RFALL","RFTOT","POINT(-83.6275803459996 32.8396810930004)"
"2014","2014","WY","Wyoming","MAX","Eye Health Conditions","Disorders of Refraction and Accommodation","Annual prevalence of treated disorders of refraction and accommodation","Presbyopia","85 years and older","Female","All races","All patients","Total","%","Crude Prevalence","0",,,"0","0.34",,"1100","56","TCOND","CDXC7","QDXC7","R7_4","CRDPREV","AGE85PLUS","GF","ALLRACE","RFALL","RFTOT","POINT(-108.109830352999 43.2355413430004)"
"2014","2014","TN","Tennessee","MAX","Eye Health Conditions","Other Retinal Disorders","Annual prevalence of treated other retinal disorders","Branch retinal artery occlusion","85 years and older","Female","All races","All patients","Total","%","Crude Prevalence","0",,,"0","0.02",,"22300","47","TCOND","CDXC4","QDXC4","R4_5","CRDPREV","AGE85PLUS","GF","ALLRACE","RFALL","RFTOT","POINT(-85.7744909139996 35.6809405800004)"
"2013","2013","NJ","New Jersey","MAX","Eye Health Conditions","Other Visual Disturbances","Annual prevalence of treated other visual disturbances","Night blindness","0-17 years","Male","All races","All patients","Total","%","Crude Prevalence","0.91",,,"0.88","0.95",,"332700","34","TCOND","CDXC12","QDXC12","R12_3","CRDPREV","AGE017","GM","ALLRACE","RFALL","RFTOT","POINT(-74.2736912879996 40.1305700480004)"
"2014","2014","MI","Michigan","MAX","Service Utilization","Vision Correction","Percentage of people who had a vision correction visit or supplies claim","Eyeglasses","18-39 years","Male","All races","Hypertension","Yes","%","Crude Prevalence","13.56",,,"12.85","14.31","1200","8600","26","TUTL","CVC","QVC","RGLASS","CRDPREV","AGE1839","GM","ALLRACE","RFHT","RFYES","POINT(-84.7143902699996 44.6613195430005)"
"2014","2014","WV","West Virginia","MAX","Service Utilization","Vision Correction","Percentage of people who had a vision correction visit or supplies claim","Contact lens or fitting","18-39 years","Male","All races","All patients","Total","%","Crude Prevalence","0.05",,,"0.04","0.07","0","76800","54","TUTL","CVC","QVC","RCONTAC","CRDPREV","AGE1839","GM","ALLRACE","RFALL","RFTOT","POINT(-80.7126401349996 38.6655102020004)"
"2014","2014","LA","Louisiana","MAX","Service Utilization","Treatment for glaucoma","Percentage of people with diagnosed glaucoma who had treatment claim","Glaucoma surgery","All ages","All genders","All races","Glaucoma","Yes","%","Crude Prevalence","0.41",,,"0.26","0.6","0","5900","22","TUTL","CGLAUTX","QGLAU","RGLASUR","CRDPREV","AGEALL","GALL","ALLRACE","RFGLC","RFYES","POINT(-92.4456800709996 31.3126606440004)"
"2014","2014","MS","Mississippi","MAX","Eye Health Conditions","Glaucoma","Annual prevalence of treated glaucoma","Open-angle glaucoma","All ages","All genders","All races","All patients","Total","%","Crude Prevalence","0.17",,,"0.16","0.18",,"750100","28","TCOND","CDXC5","QDXC5","R5_1","CRDPREV","AGEALL","GALL","ALLRACE","RFALL","RFTOT","POINT(-89.5380308249996 32.7455100990004)"
"2013","2013","SD","South Dakota","MAX","Eye Health Conditions","Age Related Macular Degeneration","Annual prevalence of treated age related macular degeneration","All Age-related macular degeneration (AMD)","65-84 years","Female","All races","All patients","Total","%","Crude Prevalence","4.73",,,"4.13","5.39",,"4500","46","TCOND","CDXC3","QDXC3","R3_ALL","CRDPREV","AGE6584","GF","ALLRACE","RFALL","RFTOT","POINT(-100.373530636999 44.3531300530004)"
"2014","2014","MS","Mississippi","MAX","Eye Health Conditions","Orbital and External Disease","Annual prevalence of treated orbital and external disease","Dry eye syndrome","18-39 years","All genders","All races","All patients","Total","%","Crude Prevalence","0.8",,,"0.75","0.84",,"169000","28","TCOND","CDXC14","QDXC14","R14_5","CRDPREV","AGE1839","GALL","ALLRACE","RFALL","RFTOT","POINT(-89.5380308249996 32.7455100990004)"
"2014","2014","WY","Wyoming","MAX","Eye Health Conditions","Other Retinal Disorders","Annual prevalence of treated other retinal disorders","Occlusive retinal vascular disease","18-39 years","All genders","All races","All patients","Total","%","Crude Prevalence","0",,,"0","0.02",,"17500","56","TCOND","CDXC4","QDXC4","R4_1","CRDPREV","AGE1839","GALL","ALLRACE","RFALL","RFTOT","POINT(-108.109830352999 43.2355413430004)"
"2014","2014","VT","Vermont","MAX","Eye Health Conditions","Disorders of Refraction and Accommodation","Annual prevalence of treated disorders of refraction and accommodation","Astigmatism","0-17 years","All genders","All races","All patients","Total","%","Crude Prevalence","8.42",,,"8.17","8.68",,"45500","50","TCOND","CDXC7","QDXC7","R7_3","CRDPREV","AGE017","GALL","ALLRACE","RFALL","RFTOT","POINT(-72.5176407909996 43.6253812390004)"
"2014","2014","TN","Tennessee","MAX","Service Utilization","Treatment for age related macular degeneration","Percentage of people with diagnosed AMD who had a treatment claim","Laser surgery","18-39 years","Male","All races","Diabetes and AMD","Yes","%","Crude Prevalence",,"?","Some estimates are not shown due to small sample size",,,,,"47","TUTL","CAMDTX","QAMD","RLASER","CRDPREV","AGE1839","GM","ALLRACE","RFDMAMD","RFYES","POINT(-85.7744909139996 35.6809405800004)"
"2014","2014","MN","Minnesota","MAX","Service Utilization","Vision Correction","Percentage of people who had a vision correction visit or supplies claim","Any vision correction","40-64 years","Male","All races","Hypertension","Yes","%","Crude Prevalence","28.78",,,"28.03","29.53","4100","14100","27","TUTL","CVC","QVC","RVCANY","CRDPREV","AGE4064","GM","ALLRACE","RFHT","RFYES","POINT(-94.7942005029996 46.3556487360004)"
"2013","2013","AZ","Arizona","MAX","Eye Health Conditions","Other Retinal Disorders","Annual prevalence of treated other retinal disorders","Non-Occlusive retinal vascular disease","65-84 years","All genders","All races","All patients","Total","%","Crude Prevalence","0.62",,,"0.57","0.68",,"80400","4","TCOND","CDXC4","QDXC4","R4_6","CRDPREV","AGE6584","GALL","ALLRACE","RFALL","RFTOT","POINT(-111.763811276999 34.8659702800004)"
"2014","2014","GA","Georgia","MAX","Service Utilization","Imaging or diagnostic test","Percentage of people who had an eye or vision diagnostic test claim","Stereo fundus exam","40-64 years","Male","All races","Hypertension","Yes","%","Crude Prevalence","3.9",,,"3.56","4.27","500","11900","13","TUTL","CTEST","QTEST","RFUN","CRDPREV","AGE4064","GM","ALLRACE","RFHT","RFYES","POINT(-83.6275803459996 32.8396810930004)"
"2014","2014","CA","California","MAX","Eye Health Conditions","Cataracts","Annual prevalence of treated cataracts","Non-congenital cataract","85 years and older","All genders","All races","All patients","Total","%","Crude Prevalence","0.97",,,"0.92","1.01",,"187100","6","TCOND","CDXC6","QDXC6","R6_2","CRDPREV","AGE85PLUS","GALL","ALLRACE","RFALL","RFTOT","POINT(-120.999999537999 37.6386401230004)"
"2014","2014","LA","Louisiana","MAX","Service Utilization","Eye Exams","Proportion of patients who had an eye exam in selected year","By any provider type","40-64 years","All genders","All races","Diabetes","Yes","%","Crude Prevalence","30.14",,,"29.42","30.86","4800","15800","22","TUTL","CUTLEX","QUTLEX","REXANY","CRDPREV","AGE4064","GALL","ALLRACE","RFDM","RFYES","POINT(-92.4456800709996 31.3126606440004)"
"2013","2013","HI","Hawaii","MAX","Eye Health Conditions","Disorders of Refraction and Accommodation","Annual prevalence of treated disorders of refraction and accommodation","Myopia","All ages","Female","All races","All patients","Total","%","Crude Prevalence","4.92",,,"4.8","5.05",,"118100","15","TCOND","CDXC7","QDXC7","R7_1","CRDPREV","AGEALL","GF","ALLRACE","RFALL","RFTOT","POINT(-157.857749402999 21.3048504350004)"
"2014","2014","IA","Iowa","MAX","Eye Health Conditions","Other Retinal Disorders","Annual prevalence of treated other retinal disorders","Macular edema (not diabetic)","85 years and older","All genders","All races","All patients","Total","%","Crude Prevalence","0.23",,,"0.12","0.41",,"5100","19","TCOND","CDXC4","QDXC4","R4_7","CRDPREV","AGE85PLUS","GALL","ALLRACE","RFALL","RFTOT","POINT(-93.8164905559996 42.4694009130004)"
"2013","2013","OK","Oklahoma","MAX","Eye Health Conditions","Glaucoma","Annual prevalence of treated glaucoma","Primary angle-closure glaucoma","85 years and older","All genders","All races","All patients","Total","%","Crude Prevalence","0.13",,,"0.08","0.21",,"13000","40","TCOND","CDXC5","QDXC5","R5_5","CRDPREV","AGE85PLUS","GALL","ALLRACE","RFALL","RFTOT","POINT(-97.5210702139996 35.4720313560004)"
"2013","2013","UT","Utah","MAX","Eye Health Conditions","Infectious and Inflammatory Diseases","Annual prevalence of treated infectious and inflammatory diseases","Endophthalmitis","85 years and older","Male","All races","All patients","Total","%","Crude Prevalence","0.19",,,"0","1.04",,"500","49","TCOND","CDXC13","QDXC13","R13_7","CRDPREV","AGE85PLUS","GM","ALLRACE","RFALL","RFTOT","POINT(-111.587130634999 39.3607001710004)"
"2014","2014","MN","Minnesota","MAX","Service Utilization","Treatment for diabetic retinopathy","Percentage of people with diagnosed DR who had a treatment claim","Retinal detachment repair","85 years and older","Female","All races","Hypertension and diabetic retinopathy","Yes","%","Crude Prevalence",,"?","Some estimates are not shown due to small sample size",,,,,"27","TUTL","CDRTX","QDRTX","RDRRET","CRDPREV","AGE85PLUS","GF","ALLRACE","RFHTDR","RFYES","POINT(-94.7942005029996 46.3556487360004)"
"2013","2013","US","National","MAX","Eye Health Conditions","Cornea Disorders","Annual prevalence of treated cornea disorders","Endothelial dystrophy (Fuchs)","18-39 years","All genders","All races","All patients","Total","%","Crude Prevalence","0.01",,,"0.01","0.01",,"13076400","59","TCOND","CDXC16","QDXC16","R16_2","CRDPREV","AGE1839","GALL","ALLRACE","RFALL","RFTOT",
"2014","2014","IA","Iowa","MAX","Service Utilization","Vision Correction","Percentage of people who had a vision correction visit or supplies claim","Contact lens or fitting","65-84 years","Male","All races","All patients","Total","%","Crude Prevalence","0",,,"0","0.85","0","400","19","TUTL","CVC","QVC","RCONTAC","CRDPREV","AGE6584","GM","ALLRACE","RFALL","RFTOT","POINT(-93.8164905559996 42.4694009130004)"
"2013","2013","MS","Mississippi","MAX","Eye Health Conditions","Other Retinal Disorders","Annual prevalence of treated other retinal disorders","Branch retinal artery occlusion","85 years and older","All genders","All races","All patients","Total","%","Crude Prevalence","0.02",,,"0","0.05",,"18200","28","TCOND","CDXC4","QDXC4","R4_5","CRDPREV","AGE85PLUS","GALL","ALLRACE","RFALL","RFTOT","POINT(-89.5380308249996 32.7455100990004)"
"2014","2014","TN","Tennessee","MAX","Service Utilization","Treatment for age related macular degeneration","Percentage of people with diagnosed AMD who had a treatment claim","Anti-VEGF injections","65-84 years","All genders","All races","Age-related macular degeneration","Yes","%","Crude Prevalence",,"?","Some estimates are not shown due to small sample size",,,,,"47","TUTL","CAMDTX","QAMD","RVEGF","CRDPREV","AGE6584","GALL","ALLRACE","RFAMD","RFYES","POINT(-85.7744909139996 35.6809405800004)"
"2013","2013","MN","Minnesota","MAX","Eye Health Conditions","Disorders of Refraction and Accommodation","Annual prevalence of treated disorders of refraction and accommodation","Myopia","18-39 years","Female","All races","All patients","Total","%","Crude Prevalence","15.16",,,"15.01","15.31",,"215900","27","TCOND","CDXC7","QDXC7","R7_1","CRDPREV","AGE1839","GF","ALLRACE","RFALL","RFTOT","POINT(-94.7942005029996 46.3556487360004)"
"2013","2013","MS","Mississippi","MAX","Eye Health Conditions","Strabismus and Amblyopia","Annual prevalence of treated strabismus and amblyopia","Amblyopia","0-17 years","Male","All races","All patients","Total","%","Crude Prevalence","0.4",,,"0.37","0.43",,"196600","28","TCOND","CDXC9","QDXC9","R9_2","CRDPREV","AGE017","GM","ALLRACE","RFALL","RFTOT","POINT(-89.5380308249996 32.7455100990004)"
"2013","2013","MO","Missouri","MAX","Eye Health Conditions","Cataracts","Annual prevalence of treated cataracts","Senile cataract","65-84 years","All genders","All races","All patients","Total","%","Crude Prevalence","11.56",,,"11.32","11.8",,"68100","29","TCOND","CDXC6","QDXC6","R6_1","CRDPREV","AGE6584","GALL","ALLRACE","RFALL","RFTOT","POINT(-92.5663000529996 38.6357907760004)"
"2013","2013","MN","Minnesota","MAX","Eye Health Conditions","Diabetic Eye Diseases","Annual prevalence of treated diabetic eye diseases","Moderate/Severe non-proliferative diabetic retinopathy","18-39 years","All genders","All races","All patients","Total","%","Crude Prevalence","0.01",,,"0","0.01",,"348800","27","TCOND","CDXC2","QDXC2","R2_2","CRDPREV","AGE1839","GALL","ALLRACE","RFALL","RFTOT","POINT(-94.7942005029996 46.3556487360004)"
"2014","2014","LA","Louisiana","MAX","Service Utilization","Imaging or diagnostic test","Percentage of people who had an eye or vision diagnostic test claim","Gonioscopy","All ages","Female","All races","All patients","Total","%","Crude Prevalence","0.11",,,"0.11","0.12","700","612500","22","TUTL","CTEST","QTEST","RGONIO","CRDPREV","AGEALL","GF","ALLRACE","RFALL","RFTOT","POINT(-92.4456800709996 31.3126606440004)"
"2014","2014","LA","Louisiana","MAX","Service Utilization","Treatment for diabetic retinopathy","Percentage of people with diagnosed DR who had a treatment claim","Any diabetic retinopathy treatment","85 years and older","Male","All races","Diabetic retinopathy","Yes","%","Crude Prevalence",,"?","Some estimates are not shown due to small sample size",,,,,"22","TUTL","CDRTX","QDRTX","RDRANY","CRDPREV","AGE85PLUS","GM","ALLRACE","RFDR","RFYES","POINT(-92.4456800709996 31.3126606440004)"
"2014","2014","IA","Iowa","MAX","Service Utilization","Treatment for diabetic retinopathy","Percentage of people with diagnosed DR who had a treatment claim","Any diabetic retinopathy treatment","0-17 years","All genders","All races","Diabetic retinopathy","Yes","%","Crude Prevalence",,"?","Some estimates are not shown due to small sample size",,,,,"19","TUTL","CDRTX","QDRTX","RDRANY","CRDPREV","AGE017","GALL","ALLRACE","RFDR","RFYES","POINT(-93.8164905559996 42.4694009130004)"
"2014","2014","ID","Idaho","MAX","Service Utilization","Treatment for diabetic retinopathy","Percentage of people with diagnosed DR who had a treatment claim","Retinal detachment repair","65-84 years","All genders","All races","Hypertension and diabetic retinopathy","Yes","%","Crude Prevalence",,"?","Some estimates are not shown due to small sample size",,,,,"16","TUTL","CDRTX","QDRTX","RDRRET","CRDPREV","AGE6584","GALL","ALLRACE","RFHTDR","RFYES","POINT(-114.363730041999 43.6826300050004)"
"2014","2014","PA","Pennsylvania","MAX","Eye Health Conditions","Cataracts","Annual prevalence of treated cataracts","Pseudophakia","All ages","Female","All races","All patients","Total","%","Crude Prevalence","0.09",,,"0.08","0.09",,"1338500","42","TCOND","CDXC6","QDXC6","R6_5","CRDPREV","AGEALL","GF","ALLRACE","RFALL","RFTOT","POINT(-77.8607002939996 40.7937301520004)"
"2013","2013","OK","Oklahoma","MAX","Eye Health Conditions","Orbital and External Disease","Annual prevalence of treated orbital and external disease","All Orbital and external disease","40-64 years","Female","All races","All patients","Total","%","Crude Prevalence","2.86",,,"2.74","2.98",,"75200","40","TCOND","CDXC14","QDXC14","R14_ALL","CRDPREV","AGE4064","GF","ALLRACE","RFALL","RFTOT","POINT(-97.5210702139996 35.4720313560004)"
"2014","2014","SD","South Dakota","MAX","Service Utilization","Screening","Percentage of people who had a vision or eye disease screening claim","Diabetic Retinopathy Telemedicine Screening","65-84 years","Male","All races","Hypertension","Yes","%","Crude Prevalence","0",,,"0","7.71","0","0","46","TUTL","CSCRN","QSCRN","RSCNDR","CRDPREV","AGE6584","GM","ALLRACE","RFHT","RFYES","POINT(-100.373530636999 44.3531300530004)"
"2014","2014","LA","Louisiana","MAX","Eye Health Conditions","Other Retinal Disorders","Annual prevalence of treated other retinal disorders","Occlusive retinal vascular disease","65-84 years","Female","All races","All patients","Total","%","Crude Prevalence","0.01",,,"0","0.05",,"14100","22","TCOND","CDXC4","QDXC4","R4_1","CRDPREV","AGE6584","GF","ALLRACE","RFALL","RFTOT","POINT(-92.4456800709996 31.3126606440004)"
"2013","2013","TN","Tennessee","MAX","Eye Health Conditions","Cataracts","Annual prevalence of treated cataracts","Senile cataract","All ages","Male","All races","All patients","Total","%","Crude Prevalence","0.29",,,"0.28","0.3",,"649200","47","TCOND","CDXC6","QDXC6","R6_1","CRDPREV","AGEALL","GM","ALLRACE","RFALL","RFTOT","POINT(-85.7744909139996 35.6809405800004)"
"2013","2013","WA","Washington","MAX","Eye Health Conditions","Infectious and Inflammatory Diseases","Annual prevalence of treated infectious and inflammatory diseases","All Infectious and inflammatory diseases","18-39 years","Male","All races","All patients","Total","%","Crude Prevalence","2.15",,,"2.04","2.26",,"72300","53","TCOND","CDXC13","QDXC13","R13_ALL","CRDPREV","AGE1839","GM","ALLRACE","RFALL","RFTOT","POINT(-120.470010789999 47.5222786290004)"
"2014","2014","GA","Georgia","MAX","Service Utilization","Treatment for age related macular degeneration","Percentage of people with diagnosed AMD who had a treatment claim","Any age related macular degeneration treatment","All ages","Female","All races","Age-related macular degeneration","Yes","%","Crude Prevalence","9.58",,,"5.58","15.09","0","200","13","TUTL","CAMDTX","QAMD","RAMDANY","CRDPREV","AGEALL","GF","ALLRACE","RFAMD","RFYES","POINT(-83.6275803459996 32.8396810930004)"
"2014","2014","GA","Georgia","MAX","Eye Health Conditions","Other Visual Disturbances","Annual prevalence of treated other visual disturbances","Visual field defect","40-64 years","Female","All races","All patients","Total","%","Crude Prevalence","0.1",,,"0.09","0.12",,"128400","13","TCOND","CDXC12","QDXC12","R12_1","CRDPREV","AGE4064","GF","ALLRACE","RFALL","RFTOT","POINT(-83.6275803459996 32.8396810930004)"
"2013","2013","SD","South Dakota","MAX","Eye Health Conditions","Cornea Disorders","Annual prevalence of treated cornea disorders","Other corneal disorders","All ages","Female","All races","All patients","Total","%","Crude Prevalence","0.18",,,"0.15","0.22",,"59900","46","TCOND","CDXC16","QDXC16","R16_3","CRDPREV","AGEALL","GF","ALLRACE","RFALL","RFTOT","POINT(-100.373530636999 44.3531300530004)"
"2014","2014","TN","Tennessee","MAX","Service Utilization","Treatment for diabetic retinopathy","Percentage of people with diagnosed DR who had a treatment claim","Laser/photocoagulation","0-17 years","All genders","All races","Diabetes and diabetic retinopathy","Yes","%","Crude Prevalence","0",,,"0","7.25","0","0","47","TUTL","CDRTX","QDRTX","RLASPH","CRDPREV","AGE017","GALL","ALLRACE","RFDMDR","RFYES","POINT(-85.7744909139996 35.6809405800004)"
"2014","2014","UT","Utah","MAX","Eye Health Conditions","Diabetic Eye Diseases","Annual prevalence of treated diabetic eye diseases","All Diabetic eye diseases","18-39 years","Female","All races","All patients","Total","%","Crude Prevalence","0.07",,,"0.05","0.09",,"65100","49","TCOND","CDXC2","QDXC2","R2_ALL","CRDPREV","AGE1839","GF","ALLRACE","RFALL","RFTOT","POINT(-111.587130634999 39.3607001710004)"
"2014","2014","US","National","MAX","Eye Health Conditions","Orbital and External Disease","Annual prevalence of treated orbital and external disease","Other/unspecified orbital and external disease","40-64 years","Male","All races","All patients","Total","%","Crude Prevalence","0.05",,,"0.04","0.05",,"2439800","59","TCOND","CDXC14","QDXC14","R14_2","CRDPREV","AGE4064","GM","ALLRACE","RFALL","RFTOT",
"2014","2014","UT","Utah","MAX","Service Utilization","Screening","Percentage of people who had a vision or eye disease screening claim","Vision screening","40-64 years","All genders","All races","Diabetes","Yes","%","Crude Prevalence","0.08",,,"0.02","0.23","0","3900","49","TUTL","CSCRN","QSCRN","RSCNVIS","CRDPREV","AGE4064","GALL","ALLRACE","RFDM","RFYES","POINT(-111.587130634999 39.3607001710004)"
"2014","2014","MS","Mississippi","MAX","Service Utilization","Treatment for age related macular degeneration","Percentage of people with diagnosed AMD who had a treatment claim","Photodynamic therapy","0-17 years","Female","All races","Hypertension and AMD","Yes","%","Crude Prevalence",,"?","Some estimates are not shown due to small sample size",,,,,"28","TUTL","CAMDTX","QAMD","RPHOTO","CRDPREV","AGE017","GF","ALLRACE","RFHTAMD","RFYES","POINT(-89.5380308249996 32.7455100990004)"
"2013","2013","NJ","New Jersey","MAX","Eye Health Conditions","Diabetic Eye Diseases","Annual prevalence of treated diabetic eye diseases","Early/mild diabetic retinopathy","65-84 years","Male","All races","All patients","Total","%","Crude Prevalence","1.41",,,"1.27","1.56",,"27100","34","TCOND","CDXC2","QDXC2","R2_1","CRDPREV","AGE6584","GM","ALLRACE","RFALL","RFTOT","POINT(-74.2736912879996 40.1305700480004)"
