"year","locationabbr","locationdesc","topictype","topicdesc","measuredesc","datasource","response","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","data_value_std_err","low_confidence_limit","high_confidence_limit","sample_size","gender","race","age","education","geolocation","topictypeid","topicid","measureid","stratificationid1","stratificationid2","stratificationid3","stratificationid4","submeasureid","displayorder"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS","<15 Cigarettes","%","Percentage","40.1",,,"40.1","32.3","47.9","195","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","102BEH","131DCF","2GEN","8AGE","6RAC","6EDU","TUS17","17"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","TUS-CPS",,"%","Percentage","41.6",,,"2.9","35.9","47.4","469","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","168QUP","3GEN","8AGE","6RAC","6EDU","TUS07","07"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","81.8",,,"1.4","79.1","84.6","1670","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","150BEH","171SSA","2GEN","8AGE","6RAC","6EDU","TUS35","35"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","90.2",,,"0.7","88.8","91.6","3685","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","150BEH","171SSA","1GEN","8AGE","6RAC","6EDU","TUS35","35"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","11.6",,,"1.2","9.3","13.8","1670","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","150BEH","171SSA","2GEN","8AGE","6RAC","6EDU","TUS34","34"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","TUS-CPS",,"%","Percentage","47.1",,,"4.5","38.2","55.9","208","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","168QUA","3GEN","8AGE","6RAC","6EDU","TUS10","10"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","65.8",,,"1.2","63.5","68.2","3727","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","173SSA","1GEN","8AGE","6RAC","6EDU","TUS29","29"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","20.3",,,"1.3","17.9","22.8","1378","Overall","All Races","45 to 64 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","111CSA","1GEN","3AGE","6RAC","6EDU","TUS23","23"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","71.3",,,"1.4","68.6","73.9","2031","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","173SSA","3GEN","8AGE","6RAC","6EDU","TUS29","29"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","89.5",,,"1.1","87.3","91.8","1666","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","104BEH","172SSA","2GEN","8AGE","6RAC","6EDU","TUS32","32"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","Asian/Pacific Islander","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","111CSA","1GEN","8AGE","3RAC","6EDU","TUS22","22"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","18.2",,,"1","16.3","20.1","3727","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","173SSA","1GEN","8AGE","6RAC","6EDU","TUS27","27"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","19.8",,,"1.3","17.2","22.4","1099","Overall","All Races","Age 25 and Older","12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","111CSA","1GEN","7AGE","6RAC","4EDU","TUS24","24"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","12",,,"0.9","10.2","13.8","2031","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","173SSA","3GEN","8AGE","6RAC","6EDU","TUS28","28"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","19.8",,,"2","15.9","23.7","779","Female","All Races","18 to 44 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","111CSA","1GEN","5AGE","6RAC","6EDU","TUS45","45"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","0.4",,,"0.1","0.1","0.6","3683","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","104BEH","172SSA","1GEN","8AGE","6RAC","6EDU","TUS30","30"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","6.5",,,"0.6","5.4","7.6","3685","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","150BEH","171SSA","1GEN","8AGE","6RAC","6EDU","TUS34","34"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","TUS-CPS",,"%","Percentage","44.1",,,"3.2","37.8","50.4","404","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","168QUA","1GEN","8AGE","6RAC","6EDU","TUS08","08"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Average","TUS-CPS",,,"Mean","16.6",,,"0.6","15.4","17.8","404","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","102BEH","131DCA","1GEN","8AGE","6RAC","6EDU","TUS14","14"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","19.7",,,"1.2","17.4","22","1696","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","173SSA","2GEN","8AGE","6RAC","6EDU","TUS27","27"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","16",,,"1.5","13","18.9","803","Overall","African American","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","111CSA","1GEN","8AGE","1RAC","6EDU","TUS22","22"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","TUS-CPS",,"%","Percentage","46.8",,,"1.9","43.2","50.5","972","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","168QUP","1GEN","8AGE","6RAC","6EDU","TUS05","05"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS","15 to 25 Cigarettes","%","Percentage","46",,,"46","40.3","51.8","404","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","102BEH","131DCF","1GEN","8AGE","6RAC","6EDU","TUS18","18"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","29.9",,,"2.7","24.6","35.1","516","Overall","All Races","Age 25 and Older","<12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","111CSA","1GEN","7AGE","6RAC","3EDU","TUS24","24"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS","<15 Cigarettes","%","Percentage","42.4",,,"42.4","36.3","48.4","404","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","102BEH","131DCF","1GEN","8AGE","6RAC","6EDU","TUS17","17"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","21.9",,,"1.6","18.8","24.9","1202","Overall","All Races","Age 20 and Older","12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","111CSA","1GEN","6AGE","6RAC","4EDU","TUS24","24"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","TUS-CPS","Some Days","%","Percentage","15.4",,,"2.3","10.9","20","323","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","167SSP","2GEN","8AGE","6RAC","6EDU","TUS26","26"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","16",,,"0.8","14.5","17.5","3727","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","173SSA","1GEN","8AGE","6RAC","6EDU","TUS28","28"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","TUS-CPS","Every Day","%","Percentage","83.8",,,"2.2","79.5","88","299","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","167SSP","3GEN","8AGE","6RAC","6EDU","TUS25","25"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","12.6",,,"0.9","10.8","14.4","1896","Overall","All Races","Age 20 and Older",">12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","111CSA","1GEN","6AGE","6RAC","5EDU","TUS24","24"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","TUS-CPS","Some Days","%","Percentage","15.8",,,"1.4","13","18.6","622","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","167SSP","1GEN","8AGE","6RAC","6EDU","TUS26","26"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","19.9",,,"1.5","16.9","22.9","1666","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","103BEH","170SSA","2GEN","8AGE","6RAC","6EDU","TUS12","12"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","0",,,"0","0","0","2017","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","104BEH","172SSA","3GEN","8AGE","6RAC","6EDU","TUS30","30"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","18.2",,,"1","16.3","20.1","3727","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","111CSA","1GEN","8AGE","6RAC","6EDU","TUS20","20"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","TUS-CPS",,"%","Percentage","41.4",,,"3.9","33.8","49","196","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","168QUA","2GEN","8AGE","6RAC","6EDU","TUS09","09"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS","15 to 25 Cigarettes","%","Percentage","45.6",,,"45.6","39.4","51.8","209","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","102BEH","131DCF","3GEN","8AGE","6RAC","6EDU","TUS18","18"
"2014-2015","AL","Alabama","Smokefree Rules/Policies – Survey Data","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","TUS-CPS",,"%","Percentage","81.2",,,"1.8","77.7","84.8","626","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","ENV","350ENV","151SPL","3GEN","8AGE","6RAC","6EDU","TUS03","03"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS","15 to 25 Cigarettes","%","Percentage","46.5",,,"46.5","38.4","54.6","195","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","102BEH","131DCF","2GEN","8AGE","6RAC","6EDU","TUS18","18"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","5.7",,,"0.7","4.4","7","2018","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","103BEH","170SSA","3GEN","8AGE","6RAC","6EDU","TUS12","12"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","TUS-CPS","Some Days","%","Percentage","16.2",,,"2.2","12","20.5","299","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","167SSP","3GEN","8AGE","6RAC","6EDU","TUS26","26"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","74.8",,,"1.5","71.8","77.8","1666","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","103BEH","170SSA","2GEN","8AGE","6RAC","6EDU","TUS13","13"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","7.5",,,"1.1","5.3","9.7","870","Overall","All Races","65 Years and Older","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","111CSA","1GEN","4AGE","6RAC","6EDU","TUS23","23"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","16.8",,,"1.3","14.3","19.3","2031","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","173SSA","3GEN","8AGE","6RAC","6EDU","TUS27","27"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","21.3",,,"1.6","18.2","24.5","1125","Overall","All Races","25 to 44 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","111CSA","1GEN","2AGE","6RAC","6EDU","TUS23","23"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Never","%","Percentage","98.8",,,"0.3","98.2","99.4","2017","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","104BEH","172SSA","3GEN","8AGE","6RAC","6EDU","TUS32","32"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS",">25 Cigarettes","%","Percentage","11.6",,,"11.6","6.6","16.5","404","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","102BEH","131DCF","1GEN","8AGE","6RAC","6EDU","TUS19","19"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","21.4",,,"3.6","14.3","28.5","354","Overall","All Races","18 to 24 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","111CSA","1GEN","1AGE","6RAC","6EDU","TUS23","23"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","20.5",,,"1.3","18","23","1696","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","173SSA","2GEN","8AGE","6RAC","6EDU","TUS28","28"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","6.6",,,"0.6","5.5","7.7","1670","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","150BEH","171SSA","2GEN","8AGE","6RAC","6EDU","TUS33","33"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","TUS-CPS",">25 Cigarettes","%","Percentage","13.4",,,"13.4","6.8","20.1","195","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","102BEH","131DCF","2GEN","8AGE","6RAC","6EDU","TUS19","19"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Pipe Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","9.7",,,"1.3","7.2","12.3","1666","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","104BEH","172SSA","2GEN","8AGE","6RAC","6EDU","TUS31","31"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","3.3",,,"0.3","2.7","3.8","3685","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","150BEH","171SSA","1GEN","8AGE","6RAC","6EDU","TUS33","33"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","0.3",,,"0.2","0","0.6","2015","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","150BEH","171SSA","3GEN","8AGE","6RAC","6EDU","TUS33","33"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","30.7",,,"2.7","25.5","36","540","Overall","All Races","Age 20 and Older","<12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","111CSA","1GEN","6AGE","6RAC","3EDU","TUS24","24"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Former","%","Percentage","12.4",,,"0.8","10.7","14","3684","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","103BEH","170SSA","1GEN","8AGE","6RAC","6EDU","TUS12","12"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","TUS-CPS",,"%","Percentage","5.3",,,"2.7","0","10.6","112","Overall","Hispanic","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","111CSA","1GEN","8AGE","4RAC","6EDU","TUS22","22"
"2014-2015","AL","Alabama","Smokefree Rules/Policies – Survey Data","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","TUS-CPS",,"%","Percentage","69.2",,,"2.8","63.8","74.7","462","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","ENV","350ENV","151SPL","2GEN","8AGE","6RAC","6EDU","TUS02","02"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Average","TUS-CPS",,,"Mean","17.3",,,"0.8","15.8","18.9","195","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","102BEH","131DCA","2GEN","8AGE","6RAC","6EDU","TUS15","15"
"2014-2015","AL","Alabama","Tobacco Use – Survey Data","Cigar Use (Adults)","Smoking Status","TUS-CPS","Current","%","Percentage","0.8",,,"0.2","0.5","1.2","2018","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","103BEH","170SSA","3GEN","8AGE","6RAC","6EDU","TUS11","11"
