"year","locationabbr","locationdesc","topictype","topicdesc","measuredesc","datasource","response","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","data_value_std_err","low_confidence_limit","high_confidence_limit","sample_size","gender","race","age","education","geolocation","topictypeid","topicid","measureid","stratificationid1","stratificationid2","stratificationid3","stratificationid4"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Average","BRFSS",,,"Mean","19.7",,,"0.7","18.4","21","435","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","1GEN","8AGE","6RAC","6EDU"
"2004","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","BRFSS",,"%","Percentage","45.6",,,"1.5","42.7","48.5","1614","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","169QUP","1GEN","8AGE","6RAC","6EDU"
"2000","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Former","%","Percentage","24",,,"1.1","21.9","26.1","2234","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","1GEN","8AGE","6RAC","6EDU"
"2000","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","24.5",,,"2.1","20.3","28.7","731","Overall","All Races","Age 20 and Older","12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","6AGE","6RAC","4EDU"
"2009","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Former","%","Percentage","28.9",,,"1.3","26.3","31.5","2095","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","2GEN","8AGE","6RAC","6EDU"
"2006","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Current","%","Percentage","26.1",,,"1.9","22.4","29.8","1126","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","2GEN","8AGE","6RAC","6EDU"
"2005","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","24.8",,,"1.1","22.7","26.9","3192","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","6RAC","6EDU"
"2000","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Average","BRFSS",,,"Mean","22.1",,,"1","20.2","24","178","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","2GEN","8AGE","6RAC","6EDU"
"2004","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Current","%","Percentage","24.9",,,"0.9","23.1","26.7","3587","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","1GEN","8AGE","6RAC","6EDU"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","American Indian/Alaska Native","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","2RAC","6EDU"
"2004","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Former","%","Percentage","26.2",,,"1.4","23.5","28.9","1226","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","2GEN","8AGE","6RAC","6EDU"
"1997","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Former","%","Percentage","15.3",,,"1","13.3","17.3","1359","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","3GEN","8AGE","6RAC","6EDU"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","26.2",,,"1.3","23.6","28.8","1597","Overall","White","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","5RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","16.9",,,"1.4","14.2","19.6","860","Overall","All Races","Age 25 and Older","> 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","5EDU"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","BRFSS","< 15 Cigarettes","%","Percentage","25.8",,,"3.8","18.3","33.3","177","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","2GEN","8AGE","6RAC","6EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","Asian/Pacific Islander","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","3RAC","6EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","38.1",,,"2.9","32.4","43.8","972","Overall","All Races","Age 20 and Older","< 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","6AGE","6RAC","3EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","33.3",,,"2.6","28.3","38.3","459","Overall","All Races","Age 25 and Older","< 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","3EDU"
"1997","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","27.2",,,"1.2","24.8","29.6","1626","Overall","White","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","5RAC","6EDU"
"2002","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","24.3",,,"0.8","22.8","25.8","4223","Overall","White","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","5RAC","6EDU"
"2005","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Current","%","Percentage","20.4",,,"1.1","18.3","22.5","2130","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","3GEN","8AGE","6RAC","6EDU"
"2002","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","21.5",,,"2.1","17.4","25.6","654","Overall","African American","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","1RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Every Day","%","Percentage","78.8",,,"2.8","73.3","84.3","265","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","3GEN","8AGE","6RAC","6EDU"
"2002","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Some Days","%","Percentage","24.8",,,"3.2","18.6","31","265","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","2GEN","8AGE","6RAC","6EDU"
"2001","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Every Day","%","Percentage","74.9",,,"2.4","70.1","79.7","404","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","3GEN","8AGE","6RAC","6EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","BRFSS",,"%","Percentage","48.1",,,"4.5","39.3","56.9","351","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","167QUA","2GEN","8AGE","6RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","18.5",,,"4.5","9.7","27.3","116","Overall","Hispanic","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","4RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","31.6",,,"2.7","26.4","36.8","403","Overall","All Races","Age 25 and Older","< 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","3EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","21.2",,,"1.2","18.8","23.6","1624","Overall","All Races","Age 25 and Older","> 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","5EDU"
"2003","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","36.1",,,"2.8","30.6","41.6","483","Overall","All Races","Age 20 and Older","< 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","6AGE","6RAC","3EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","22.8",,,"0.9","21","24.6","4879","Overall","White","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","5RAC","6EDU"
"2000","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","25.5",,,"1.2","23.1","27.9","1634","Overall","White","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","5RAC","6EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","14.8",,,"4.7","5.6","24","72","Overall","Hispanic","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","4RAC","6EDU"
"2008","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Never","%","Percentage","62.2",,,"1.1","60","64.4","4387","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","3GEN","8AGE","6RAC","6EDU"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","31.6",,,"2.7","26.4","36.8","419","Overall","All Races","Age 25 and Older","< 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","3EDU"
"2000","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","BRFSS",,"%","Percentage","44.3",,,"2.4","39.6","49","549","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","169QUP","3GEN","8AGE","6RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Some Days","%","Percentage","22.7",,,"2.1","18.6","26.8","493","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","1GEN","8AGE","6RAC","6EDU"
"2009","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Every Day","%","Percentage","71.4",,,"3","65.5","77.3","486","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","2GEN","8AGE","6RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","BRFSS","> 25 Cigarettes","%","Percentage","20.5",,,"2.3","15.9","25.1","367","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","1GEN","8AGE","6RAC","6EDU"
"2006","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","34.9",,,"8.2","18.9","50.9","59","Overall","Hispanic","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","4RAC","6EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","BRFSS",,"%","Percentage","51.6",,,"2.3","47.1","56.1","1073","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","167QUA","1GEN","8AGE","6RAC","6EDU"
"2002","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Quit Attempt in Past Year Among Every Day Cigarette Smokers","BRFSS",,"%","Percentage","53",,,"3.1","47","59","348","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","167QUA","3GEN","8AGE","6RAC","6EDU"
"2001","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","29.7",,,"2.4","24.9","34.5","433","Overall","All Races","Age 25 and Older","< 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","3EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","18",,,"1.4","15.2","20.8","961","Overall","All Races","Age 20 and Older","> 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","6AGE","6RAC","5EDU"
"2007","AL","Alabama","Tobacco Use – Survey Data","Cessation (Adults)","Percent of Former Smokers Among Ever Smokers","BRFSS",,"%","Percentage","48.9",,,"1.7","45.6","52.2","1891","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","101BEH","169QUP","3GEN","8AGE","6RAC","6EDU"
"2001","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","31.8",,,"2.4","27","36.6","456","Overall","All Races","Age 20 and Older","< 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","6AGE","6RAC","3EDU"
"2000","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","33.4",,,"2.9","27.8","39","363","Overall","All Races","Age 25 and Older","< 12th Grade","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","7AGE","6RAC","3EDU"
"2001","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Former","%","Percentage","17.4",,,"1","15.5","19.3","1741","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","3GEN","8AGE","6RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","BRFSS","< 15 Cigarettes","%","Percentage","29.6",,,"2.8","24.2","35","367","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","1GEN","8AGE","6RAC","6EDU"
"2000","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","American Indian/Alaska Native","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","2RAC","6EDU"
"2004","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage",,"*","Data in these cells have been suppressed because of a small sample size",,,,,"Overall","American Indian/Alaska Native","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","8AGE","2RAC","6EDU"
"1997","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","BRFSS","15 to 25 Cigarettes","%","Percentage","59.7",,,"3.4","53","66.4","238","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","3GEN","8AGE","6RAC","6EDU"
"2010","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Never","%","Percentage","54.2",,,"0.9","52.5","55.9","7624","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","1GEN","8AGE","6RAC","6EDU"
"2001","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Every Day","%","Percentage","70.9",,,"3.1","64.9","76.9","284","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","2GEN","8AGE","6RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Average","BRFSS",,,"Mean","20.2",,,"1","18.3","22.1","165","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","2GEN","8AGE","6RAC","6EDU"
"1997","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Never","%","Percentage","53.3",,,"1.2","50.9","55.7","2169","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","1GEN","8AGE","6RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Never","%","Percentage","41.8",,,"1.9","38","45.6","852","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","2GEN","8AGE","6RAC","6EDU"
"1999","AL","Alabama","Tobacco Use – Survey Data","Cigarette Consumption (Adults)","Daily Cigarette Consumption Among Every Day Smokers - Frequency Categories","BRFSS","> 25 Cigarettes","%","Percentage","18.2",,,"3.1","12.2","24.2","202","Female","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","130DCA","3GEN","8AGE","6RAC","6EDU"
"1998","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Frequency","BRFSS","Some Days","%","Percentage","21.3",,,"3.1","15.2","27.4","220","Male","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","166SSP","2GEN","8AGE","6RAC","6EDU"
"2004","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","29.1",,,"3.5","22.2","36","228","Overall","All Races","18 to 24 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","1AGE","6RAC","6EDU"
"2009","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking – (2 yrs – Race/Ethnicity)","BRFSS",,"%","Percentage","24.9",,,"6.3","12.6","37.2","90","Overall","American Indian/Alaska Native","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","112CS2","1GEN","8AGE","2RAC","6EDU"
"1997","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","BRFSS",,"%","Percentage","25.3",,,"1.9","21.6","29","672","Overall","All Races","45 to 64 Years","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","110CSA","1GEN","3AGE","6RAC","6EDU"
"1996","AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Adults)","Smoking Status","BRFSS","Never","%","Percentage","56.1",,,"1.3","53.6","58.6","2137","Overall","All Races","All Ages","All Grades","(32.840571122, -86.631860762)","BEH","100BEH","165SSA","1GEN","8AGE","6RAC","6EDU"
