"year","who_region","datasource","country","surveysite","topic","mpower","indicator","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","sample_size","gender","geolocation","regionabbr","countryabbr","surveysiteabbr","locationid","topicid","mpowerid","indicatorid","stratificationid","datavaluetypeid"
"2005","Eastern Mediterranean Region","GYTS","Lebanon","Lebanon - National","Exposure to indirect pro-tobacco advertising","Enforce","Percentage of students who reported having an object with a tobacco company logo on it","%","Percentage","19.5",,,"17.3","21.9","2396","Total","(33.854721, 35.862285)","EMR","le","le100","404","T07","M04","Q06","G9901","Prctg"
"2005","Eastern Mediterranean Region","GYTS","Lebanon","Lebanon - National","Exposure to indirect pro-tobacco advertising","Enforce","Percentage of students who reported having been offered “free” cigarettes by a tobacco company representative","%","Percentage","13.4",,,"11.2","16","974","Boy","(33.854721, 35.862285)","EMR","le","le100","404","T07","M04","Q07","G03","Prctg"
"2005","Eastern Mediterranean Region","GYTS","Lebanon","Lebanon - National","Exposure to indirect pro-tobacco advertising","Enforce","Percentage of students who reported having been offered “free” cigarettes by a tobacco company representative","%","Percentage","7.7",,,"6.3","9.4","1355","Girl","(33.854721, 35.862285)","EMR","le","le100","404","T07","M04","Q07","G04","Prctg"
"2005","Eastern Mediterranean Region","GYTS","Lebanon","Lebanon - National","Exposure to indirect pro-tobacco advertising","Enforce","Percentage of students who reported having been offered “free” cigarettes by a tobacco company representative","%","Percentage","10.4",,,"9","12","2360","Total","(33.854721, 35.862285)","EMR","le","le100","404","T07","M04","Q07","G9901","Prctg"
"2005","European Region","GYTS","Lithuania","Lithuania - National","Secondhand Smoke","Protect","Percentage of students who reported that they support a ban on smoking in public places","%","Percentage","63.6",,,"59.3","67.7","755","Boy","(55.169438, 23.881275)","EUR","lh","lh100","406","T10","M03","Q05","G03","Prctg"
"2005","European Region","GYTS","Lithuania","Lithuania - National","School",,"Percentage of students who responded “yes” to having been taught in school about the dangers of smoking tobacco in the school year preceding the survey","%","Percentage","35.5",,,"29.7","41.8","852","Girl","(55.169438, 23.881275)","EUR","lh","lh100","406","T09","M99","Q11","G04","Prctg"
"2005","European Region","GYTS","Lithuania","Lithuania - National","School",,"Percentage of students who responded “yes” to having been taught in school about the dangers of smoking tobacco in the school year preceding the survey","%","Percentage","35",,,"30","40.4","1630","Total","(55.169438, 23.881275)","EUR","lh","lh100","406","T09","M99","Q11","G9901","Prctg"
"2005","European Region","GYTS","Lithuania","Lithuania - National","Exposure to indirect pro-tobacco advertising","Enforce","Percentage of students who reported having an object with a tobacco company logo on it","%","Percentage","12.2",,,"10","14.8","844","Girl","(55.169438, 23.881275)","EUR","lh","lh100","406","T07","M04","Q06","G04","Prctg"
"2005","European Region","GYTS","Lithuania","Lithuania - National","Prevalence","Monitor","Percentage of students who smoked cigarettes on at least 1 day during the month preceding the survey","%","Percentage","25.9",,,"21.2","31.2","811","Girl","(55.169438, 23.881275)","EUR","lh","lh100","406","T03","M01","Q01","G04","Prctg"
"2008","African Region","GYTS","Nigeria","Nigeria - Ibadan","Prevalence","Monitor","Percentage of students who smoked cigarettes on at least 1 day during the month preceding the survey","%","Percentage","1.4",,,"0.3","6.9","137","Boy","(9.081999, 8.675277)","AFR","ni","ni102","197","T03","M01","Q01","G03","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - Lilongwe","Prevalence","Monitor","Percentage of students who used tobacco products other than cigarettes on at least 1 day during the month","%","Percentage","10.6",,,"7.5","14.9","611","Girl","(-13.254308, 34.301525)","AFR","mi","mi011","249","T03","M01","Q02","G04","Prctg"
"2005","European Region","GYTS","Lithuania","Lithuania - National","Access/Availability",,"Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store and that they were not refused purchase of cigarettes because of their age during the month preceding the survey","%","Percentage","50.7",,,"38.6","62.7","76","Boy","(55.169438, 23.881275)","EUR","lh","lh100","406","T05","M99","Q10","G03","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Secondhand Smoke","Protect","Percentage of students who reported being exposed to SHS in public during the 7 days preceding the survey","%","Percentage","62.2",,,"58.2","66","736","Boy","(22.198745, 113.543873)","WPR","mc","mc100","258","T10","M03","Q04","G03","Prctg"
"2005","European Region","GYTS","Lithuania","Lithuania - National","Access/Availability",,"Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store and that they were not refused purchase of cigarettes because of their age during the month preceding the survey","%","Percentage","61",,,"51.2","70","67","Girl","(55.169438, 23.881275)","EUR","lh","lh100","406","T05","M99","Q10","G04","Prctg"
"2005","European Region","GYTS","Lithuania","Lithuania - National","Secondhand Smoke","Protect","Percentage of students who reported being exposed to SHS at home during the 7 days preceding the survey","%","Percentage","43.8",,,"40","47.8","854","Girl","(55.169438, 23.881275)","EUR","lh","lh100","406","T10","M03","Q03","G04","Prctg"
"2005","European Region","GYTS","Lithuania","Lithuania - National","Secondhand Smoke","Protect","Percentage of students who reported being exposed to SHS at home during the 7 days preceding the survey","%","Percentage","43.1",,,"40","46.3","1629","Total","(55.169438, 23.881275)","EUR","lh","lh100","406","T10","M03","Q03","G9901","Prctg"
"2005","European Region","GYTS","Lithuania","Lithuania - National","Prevalence","Monitor","Percentage of students who used tobacco products other than cigarettes on at least 1 day during the month","%","Percentage","13.2",,,"9.9","17.2","757","Boy","(55.169438, 23.881275)","EUR","lh","lh100","406","T03","M01","Q02","G03","Prctg"
"2005","European Region","GYTS","Lithuania","Lithuania - National","Prevalence","Monitor","Percentage of students who have never smoked and whose response was anything but “definitely no” to both of the following questions: ""If one of your best friends offered you a cigarette, would you smoke it?"" and ""At any time during the next 12 months, do","%","Percentage","18.3",,,"11.3","28.4","141","Boy","(55.169438, 23.881275)","EUR","lh","lh100","406","T03","M01","Q12","G03","Prctg"
"2005","European Region","GYTS","Lithuania","Lithuania - National","Access/Availability",,"Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store and that they were not refused purchase of cigarettes because of their age during the month preceding the survey","%","Percentage","56.1",,,"47.9","63.9","144","Total","(55.169438, 23.881275)","EUR","lh","lh100","406","T05","M99","Q10","G9901","Prctg"
"2005","European Region","GYTS","Lithuania","Lithuania - National","Prevalence","Monitor","Percentage of students who have never smoked and whose response was anything but “definitely no” to both of the following questions: ""If one of your best friends offered you a cigarette, would you smoke it?"" and ""At any time during the next 12 months, do","%","Percentage","18.2",,,"14.2","23","431","Total","(55.169438, 23.881275)","EUR","lh","lh100","406","T03","M01","Q12","G9901","Prctg"
"2005","European Region","GYTS","Lithuania","Lithuania - National","Prevalence","Monitor","Percentage of students who used tobacco products other than cigarettes on at least 1 day during the month","%","Percentage","9.1",,,"7.1","11.6","1632","Total","(55.169438, 23.881275)","EUR","lh","lh100","406","T03","M01","Q02","G9901","Prctg"
"2005","European Region","GYTS","Lithuania","Lithuania - National","Exposure to indirect pro-tobacco advertising","Enforce","Percentage of students who reported having an object with a tobacco company logo on it","%","Percentage","16.2",,,"14.4","18.2","1606","Total","(55.169438, 23.881275)","EUR","lh","lh100","406","T07","M04","Q06","G9901","Prctg"
"2005","European Region","GYTS","Lithuania","Lithuania - National","Access/Availability",,"Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","%","Percentage","38.5",,,"28.5","49.6","201","Girl","(55.169438, 23.881275)","EUR","lh","lh100","406","T05","M99","Q09","G04","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - Lilongwe","Prevalence","Monitor","Percentage of students who used tobacco products other than cigarettes on at least 1 day during the month","%","Percentage","10.7",,,"8.4","13.6","393","Boy","(-13.254308, 34.301525)","AFR","mi","mi011","249","T03","M01","Q02","G03","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Cessation","Offer","Percentage of current smokers who reported they wanted to stop smoking now","%","Percentage","38.4",,,"27.7","50.3","56","Boy","(22.198745, 113.543873)","WPR","mc","mc100","258","T01","M02","Q08","G03","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Access/Availability",,"Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store and that they were not refused purchase of cigarettes because of their age during the month preceding the survey","%","Percentage","93.4",,,"83.5","97.6","83","Total","(22.198745, 113.543873)","WPR","mc","mc100","258","T05","M99","Q10","G9901","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Prevalence","Monitor","Percentage of students who have never smoked and whose response was anything but “definitely no” to both of the following questions: ""If one of your best friends offered you a cigarette, would you smoke it?"" and ""At any time during the next 12 months, do","%","Percentage","14",,,"11.2","17.3","484","Boy","(22.198745, 113.543873)","WPR","mc","mc100","258","T03","M01","Q12","G03","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Prevalence","Monitor","Percentage of students who smoked cigarettes on at least 1 day during the month preceding the survey","%","Percentage","11",,,"8.1","14.8","733","Boy","(22.198745, 113.543873)","WPR","mc","mc100","258","T03","M01","Q01","G03","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Exposure to indirect pro-tobacco advertising","Enforce","Percentage of students who reported having an object with a tobacco company logo on it","%","Percentage","11.8",,,"9.5","14.6","624","Girl","(22.198745, 113.543873)","WPR","mc","mc100","258","T07","M04","Q06","G04","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Secondhand Smoke","Protect","Percentage of students who reported being exposed to SHS at home during the 7 days preceding the survey","%","Percentage","44.7",,,"40.1","49.3","626","Girl","(22.198745, 113.543873)","WPR","mc","mc100","258","T10","M03","Q03","G04","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Prevalence","Monitor","Percentage of students who smoked cigarettes on at least 1 day during the month preceding the survey","%","Percentage","10.4",,,"8.1","13.4","1360","Total","(22.198745, 113.543873)","WPR","mc","mc100","258","T03","M01","Q01","G9901","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Prevalence","Monitor","Percentage of students who have never smoked and whose response was anything but “definitely no” to both of the following questions: ""If one of your best friends offered you a cigarette, would you smoke it?"" and ""At any time during the next 12 months, do","%","Percentage","15.1",,,"12.6","18","932","Total","(22.198745, 113.543873)","WPR","mc","mc100","258","T03","M01","Q12","G9901","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Secondhand Smoke","Protect","Percentage of students who reported that they support a ban on smoking in public places","%","Percentage","58.8",,,"55.1","62.4","736","Boy","(22.198745, 113.543873)","WPR","mc","mc100","258","T10","M03","Q05","G03","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - Lilongwe","Secondhand Smoke","Protect","Percentage of students who reported being exposed to SHS in public during the 7 days preceding the survey","%","Percentage","20.9",,,"18.2","23.9","980","Total","(-13.254308, 34.301525)","AFR","mi","mi011","249","T10","M03","Q04","G9901","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Exposure to indirect pro-tobacco advertising","Enforce","Percentage of students who reported having an object with a tobacco company logo on it","%","Percentage","14.1",,,"12.4","16","1360","Total","(22.198745, 113.543873)","WPR","mc","mc100","258","T07","M04","Q06","G9901","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Secondhand Smoke","Protect","Percentage of students who reported that they support a ban on smoking in public places","%","Percentage","63.1",,,"59.8","66.3","1360","Total","(22.198745, 113.543873)","WPR","mc","mc100","258","T10","M03","Q05","G9901","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Prevalence","Monitor","Percentage of students who have never smoked and whose response was anything but “definitely no” to both of the following questions: ""If one of your best friends offered you a cigarette, would you smoke it?"" and ""At any time during the next 12 months, do","%","Percentage","16.3",,,"11.7","22.2","448","Girl","(22.198745, 113.543873)","WPR","mc","mc100","258","T03","M01","Q12","G04","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Access/Availability",,"Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","%","Percentage","62.5",,,"50.5","73.2","75","Boy","(22.198745, 113.543873)","WPR","mc","mc100","258","T05","M99","Q09","G03","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Cessation","Offer","Percentage of current smokers who reported they wanted to stop smoking now","%","Percentage","46.7",,,"31","63.1","44","Girl","(22.198745, 113.543873)","WPR","mc","mc100","258","T01","M02","Q08","G04","Prctg"
"2008","African Region","GYTS","Nigeria","Nigeria - Ibadan","Prevalence","Monitor","Percentage of students who have never smoked and whose response was anything but “definitely no” to both of the following questions: ""If one of your best friends offered you a cigarette, would you smoke it?"" and ""At any time during the next 12 months, do","%","Percentage","4.3",,,"1.3","13.2","131","Boy","(9.081999, 8.675277)","AFR","ni","ni102","197","T03","M01","Q12","G03","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Cessation","Offer","Percentage of current smokers who reported they wanted to stop smoking now","%","Percentage","42.1",,,"32.9","51.9","100","Total","(22.198745, 113.543873)","WPR","mc","mc100","258","T01","M02","Q08","G9901","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Prevalence","Monitor","Percentage of students who used tobacco products other than cigarettes on at least 1 day during the month","%","Percentage","2.1",,,"1.4","3","1363","Total","(22.198745, 113.543873)","WPR","mc","mc100","258","T03","M01","Q02","G9901","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Exposure to indirect pro-tobacco advertising","Enforce","Percentage of students who reported having been offered “free” cigarettes by a tobacco company representative","%","Percentage","3.1",,,"1.9","5","625","Girl","(22.198745, 113.543873)","WPR","mc","mc100","258","T07","M04","Q07","G04","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Access/Availability",,"Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","%","Percentage","64.7",,,"53.8","74.2","131","Total","(22.198745, 113.543873)","WPR","mc","mc100","258","T05","M99","Q09","G9901","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","School",,"Percentage of students who responded “yes” to having been taught in school about the dangers of smoking tobacco in the school year preceding the survey","%","Percentage","61.9",,,"54.8","68.5","737","Boy","(22.198745, 113.543873)","WPR","mc","mc100","258","T09","M99","Q11","G03","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","School",,"Percentage of students who responded “yes” to having been taught in school about the dangers of smoking tobacco in the school year preceding the survey","%","Percentage","64.3",,,"55.4","72.3","626","Girl","(22.198745, 113.543873)","WPR","mc","mc100","258","T09","M99","Q11","G04","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Prevalence","Monitor","Percentage of students who used tobacco products other than cigarettes on at least 1 day during the month","%","Percentage","1.7",,,"0.9","3.1","625","Girl","(22.198745, 113.543873)","WPR","mc","mc100","258","T03","M01","Q02","G04","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - Blantyre","Secondhand Smoke","Protect","Percentage of students who reported that they support a ban on smoking in public places","%","Percentage","87",,,"83.4","89.9","544","Boy","(-13.254308, 34.301525)","AFR","mi","mi024","60","T10","M03","Q05","G03","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Exposure to indirect pro-tobacco advertising","Enforce","Percentage of students who reported having been offered “free” cigarettes by a tobacco company representative","%","Percentage","3.6",,,"2.6","5","1362","Total","(22.198745, 113.543873)","WPR","mc","mc100","258","T07","M04","Q07","G9901","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","Prevalence","Monitor","Percentage of students who used tobacco products other than cigarettes on at least 1 day during the month","%","Percentage","2.4",,,"1.5","3.9","737","Boy","(22.198745, 113.543873)","WPR","mc","mc100","258","T03","M01","Q02","G03","Prctg"
"2005","Western Pacific Region","GYTS","Macao, China","Macao, China - Macau","School",,"Percentage of students who responded “yes” to having been taught in school about the dangers of smoking tobacco in the school year preceding the survey","%","Percentage","63",,,"55.8","69.7","1364","Total","(22.198745, 113.543873)","WPR","mc","mc100","258","T09","M99","Q11","G9901","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - National","Secondhand Smoke","Protect","Percentage of students who reported being exposed to SHS in public during the 7 days preceding the survey","%","Percentage","24.2",,,"20.2","28.7","2901","Total","(-13.254308, 34.301525)","AFR","mi","mi100","416","T10","M03","Q04","G9901","Prctg"
"2008","African Region","GYTS","Nigeria","Nigeria - Ibadan","Secondhand Smoke","Protect","Percentage of students who reported being exposed to SHS in public during the 7 days preceding the survey","%","Percentage","35",,,"26.7","44.3","318","Total","(9.081999, 8.675277)","AFR","ni","ni102","197","T10","M03","Q04","G9901","Prctg"
"2008","African Region","GYTS","Nigeria","Nigeria - Ibadan","Prevalence","Monitor","Percentage of students who used tobacco products other than cigarettes on at least 1 day during the month","%","Percentage","18",,,"12.5","25.4","177","Girl","(9.081999, 8.675277)","AFR","ni","ni102","197","T03","M01","Q02","G04","Prctg"
"2008","African Region","GYTS","Nigeria","Nigeria - Ibadan","Cessation","Offer","Percentage of current smokers who reported they wanted to stop smoking now","%","Percentage",,"~","Insufficient Sample Size.",,,,"Total","(9.081999, 8.675277)","AFR","ni","ni102","197","T01","M02","Q08","G9901","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - National","Prevalence","Monitor","Percentage of students who smoked cigarettes on at least 1 day during the month preceding the survey","%","Percentage","2.9",,,"1.8","4.7","2812","Total","(-13.254308, 34.301525)","AFR","mi","mi100","416","T03","M01","Q01","G9901","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - Blantyre","Access/Availability",,"Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","%","Percentage",,"~","Insufficient Sample Size.",,,,"Boy","(-13.254308, 34.301525)","AFR","mi","mi024","60","T05","M99","Q09","G03","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - Blantyre","Access/Availability",,"Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","%","Percentage",,"~","Insufficient Sample Size.",,,,"Girl","(-13.254308, 34.301525)","AFR","mi","mi024","60","T05","M99","Q09","G04","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - Blantyre","Access/Availability",,"Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","%","Percentage",,"~","Insufficient Sample Size.",,,,"Total","(-13.254308, 34.301525)","AFR","mi","mi024","60","T05","M99","Q09","G9901","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - Lilongwe","Exposure to indirect pro-tobacco advertising","Enforce","Percentage of students who reported having an object with a tobacco company logo on it","%","Percentage","26.4",,,"22.7","30.5","386","Boy","(-13.254308, 34.301525)","AFR","mi","mi011","249","T07","M04","Q06","G03","Prctg"
"2008","African Region","GYTS","Nigeria","Nigeria - Ibadan","Access/Availability",,"Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","%","Percentage",,"~","Insufficient Sample Size.",,,,"Boy","(9.081999, 8.675277)","AFR","ni","ni102","197","T05","M99","Q09","G03","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - Blantyre","Secondhand Smoke","Protect","Percentage of students who reported that they support a ban on smoking in public places","%","Percentage","87",,,"82.2","90.6","1133","Total","(-13.254308, 34.301525)","AFR","mi","mi024","60","T10","M03","Q05","G9901","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - Blantyre","Access/Availability",,"Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store and that they were not refused purchase of cigarettes because of their age during the month preceding the survey","%","Percentage",,"~","Insufficient Sample Size.",,,,"Girl","(-13.254308, 34.301525)","AFR","mi","mi024","60","T05","M99","Q10","G04","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - National","Secondhand Smoke","Protect","Percentage of students who reported that they support a ban on smoking in public places","%","Percentage","84.8",,,"80.5","88.3","2866","Total","(-13.254308, 34.301525)","AFR","mi","mi100","416","T10","M03","Q05","G9901","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - Blantyre","Access/Availability",,"Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store and that they were not refused purchase of cigarettes because of their age during the month preceding the survey","%","Percentage",,"~","Insufficient Sample Size.",,,,"Boy","(-13.254308, 34.301525)","AFR","mi","mi024","60","T05","M99","Q10","G03","Prctg"
"2008","African Region","GYTS","Nigeria","Nigeria - Ibadan","Prevalence","Monitor","Percentage of students who used tobacco products other than cigarettes on at least 1 day during the month","%","Percentage","16.1",,,"10","25","318","Total","(9.081999, 8.675277)","AFR","ni","ni102","197","T03","M01","Q02","G9901","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - National","Secondhand Smoke","Protect","Percentage of students who reported being exposed to SHS at home during the 7 days preceding the survey","%","Percentage","10.4",,,"7.4","14.4","1286","Boy","(-13.254308, 34.301525)","AFR","mi","mi100","416","T10","M03","Q03","G03","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - Blantyre","Secondhand Smoke","Protect","Percentage of students who reported that they support a ban on smoking in public places","%","Percentage","86.9",,,"80","91.6","589","Girl","(-13.254308, 34.301525)","AFR","mi","mi024","60","T10","M03","Q05","G04","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - National","Cessation","Offer","Percentage of current smokers who reported they wanted to stop smoking now","%","Percentage",,"~","Insufficient Sample Size.",,,,"Boy","(-13.254308, 34.301525)","AFR","mi","mi100","416","T01","M02","Q08","G03","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - Blantyre","Exposure to indirect pro-tobacco advertising","Enforce","Percentage of students who reported having been offered “free” cigarettes by a tobacco company representative","%","Percentage","10.1",,,"7.5","13.4","1132","Total","(-13.254308, 34.301525)","AFR","mi","mi024","60","T07","M04","Q07","G9901","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - National","Cessation","Offer","Percentage of current smokers who reported they wanted to stop smoking now","%","Percentage",,"~","Insufficient Sample Size.",,,,"Girl","(-13.254308, 34.301525)","AFR","mi","mi100","416","T01","M02","Q08","G04","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - Blantyre","Prevalence","Monitor","Percentage of students who used tobacco products other than cigarettes on at least 1 day during the month","%","Percentage","8.6",,,"6.7","10.9","1128","Total","(-13.254308, 34.301525)","AFR","mi","mi024","60","T03","M01","Q02","G9901","Prctg"
"2008","African Region","GYTS","Nigeria","Nigeria - Abuja","Cessation","Offer","Percentage of current smokers who reported they wanted to stop smoking now","%","Percentage",,"~","Insufficient Sample Size.",,,,"Girl","(9.081999, 8.675277)","AFR","ni","ni101","7","T01","M02","Q08","G04","Prctg"
"2008","African Region","GYTS","Nigeria","Nigeria - Ibadan","Prevalence","Monitor","Percentage of students who have never smoked and whose response was anything but “definitely no” to both of the following questions: ""If one of your best friends offered you a cigarette, would you smoke it?"" and ""At any time during the next 12 months, do","%","Percentage","2.9",,,"0.8","10.7","163","Girl","(9.081999, 8.675277)","AFR","ni","ni102","197","T03","M01","Q12","G04","Prctg"
"2008","African Region","GYTS","Nigeria","Nigeria - Ibadan","Prevalence","Monitor","Percentage of students who smoked cigarettes on at least 1 day during the month preceding the survey","%","Percentage","5.5",,,"1.2","22.2","175","Girl","(9.081999, 8.675277)","AFR","ni","ni102","197","T03","M01","Q01","G04","Prctg"
"2008","African Region","GYTS","Nigeria","Nigeria - Ibadan","Access/Availability",,"Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store and that they were not refused purchase of cigarettes because of their age during the month preceding the survey","%","Percentage",,"~","Insufficient Sample Size.",,,,"Boy","(9.081999, 8.675277)","AFR","ni","ni102","197","T05","M99","Q10","G03","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - Lilongwe","School",,"Percentage of students who responded “yes” to having been taught in school about the dangers of smoking tobacco in the school year preceding the survey","%","Percentage","66.3",,,"57.3","74.3","383","Boy","(-13.254308, 34.301525)","AFR","mi","mi011","249","T09","M99","Q11","G03","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - Lilongwe","Exposure to indirect pro-tobacco advertising","Enforce","Percentage of students who reported having been offered “free” cigarettes by a tobacco company representative","%","Percentage","10.8",,,"8.4","13.7","1005","Total","(-13.254308, 34.301525)","AFR","mi","mi011","249","T07","M04","Q07","G9901","Prctg"
"2005","African Region","GYTS","Malawi","Malawi - National","Secondhand Smoke","Protect","Percentage of students who reported being exposed to SHS at home during the 7 days preceding the survey","%","Percentage","10.4",,,"8.4","12.8","2888","Total","(-13.254308, 34.301525)","AFR","mi","mi100","416","T10","M03","Q03","G9901","Prctg"
