"yearstart","yearend","locationabbr","locationdesc","datasource","class","topic","question","data_value_unit","data_value_type","data_value","data_value_alt","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","sample_size","total","age_years","education","gender","income","race_ethnicity","geolocation","classid","topicid","questionid","datavaluetypeid","locationid","stratificationcategory1","stratification1","stratificationcategoryid1","stratificationid1"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","38.4","38.4",,,"34.0","43.0","763.0",,,,,"$15,000 - $24,999",,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Income","$15,000 - $24,999","INC","INC1525"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","30.8","30.8",,,"26.7","35.2","739.0",,,,,"$15,000 - $24,999",,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Income","$15,000 - $24,999","INC","INC1525"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","41.6","41.6",,,"37.1","46.3","739.0",,,,,"$15,000 - $24,999",,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Income","$15,000 - $24,999","INC","INC1525"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","31.2","31.2",,,"25.7","37.3","420.0",,,,,"$25,000 - $34,999",,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Income","$25,000 - $34,999","INC","INC2535"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","30.7","30.7",,,"25.4","36.5","440.0",,,,,"$25,000 - $34,999",,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Income","$25,000 - $34,999","INC","INC2535"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","43.4","43.4",,,"37.3","49.7","420.0",,,,,"$25,000 - $34,999",,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Income","$25,000 - $34,999","INC","INC2535"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","30.8","30.8",,,"25.7","36.4","547.0",,,,,"$35,000 - $49,999",,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Income","$35,000 - $49,999","INC","INC3550"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","25.2","25.2",,,"20.9","30.1","573.0",,,,,"$35,000 - $49,999",,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Income","$35,000 - $49,999","INC","INC3550"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","44.3","44.3",,,"38.8","49.9","547.0",,,,,"$35,000 - $49,999",,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Income","$35,000 - $49,999","INC","INC3550"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","23.1","23.1",,,"19.5","27.0","705.0",,,,,"$50,000 - $74,999",,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Income","$50,000 - $74,999","INC","INC5075"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","36.7","36.7",,,"32.2","41.4","673.0",,,,,"$50,000 - $74,999",,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Income","$50,000 - $74,999","INC","INC5075"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","39.8","39.8",,,"35.1","44.7","673.0",,,,,"$50,000 - $74,999",,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Income","$50,000 - $74,999","INC","INC5075"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","35.2","35.2",,,"32.0","38.4","1310.0",,,,,"$75,000 or greater",,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Income","$75,000 or greater","INC","INC75PLUS"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","15.3","15.3",,,"13.0","18.0","1347.0",,,,,"$75,000 or greater",,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Income","$75,000 or greater","INC","INC75PLUS"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","38.9","38.9",,,"35.6","42.3","1310.0",,,,,"$75,000 or greater",,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Income","$75,000 or greater","INC","INC75PLUS"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","25.6","25.6",,,"20.8","31.1","475.0",,,,,"Less than $15,000",,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Income","Less than $15,000","INC","INCLESS15"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","45.9","45.9",,,"40.0","51.8","487.0",,,,,"Less than $15,000",,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Income","Less than $15,000","INC","INCLESS15"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","44.0","44.0",,,"38.2","50.0","475.0",,,,,"Less than $15,000",,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Income","Less than $15,000","INC","INCLESS15"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","35.6","35.6",,,"31.8","39.6","1021.0",,,,,"Data not reported",,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Income","Data not reported","INC","INCNR"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","34.1","34.1",,,"29.8","38.7","809.0",,,,,"Data not reported",,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Income","Data not reported","INC","INCNR"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","33.4","33.4",,,"29.0","37.9","809.0",,,,,"Data not reported",,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Income","Data not reported","INC","INCNR"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","39.0","39.0",,,"37.3","40.8","4973.0","Total",,,,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Total","Total","OVR","OVERALL"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","28.8","28.8",,,"27.3","30.4","5336.0","Total",,,,,,"
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Total","Total","OVR","OVERALL"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","33.7","33.7",,,"32.0","35.5","4973.0","Total",,,,,,"
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Total","Total","OVR","OVERALL"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","39.6","39.6",,,"26.2","54.6","76.0",,,,,,"2 or more races","
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Race/Ethnicity","2 or more races","RACE","RACE2PLUS"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","24.2","24.2",,,"14.1","38.5","79.0",,,,,,"2 or more races","
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Race/Ethnicity","2 or more races","RACE","RACE2PLUS"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","30.3","30.3",,,"19.4","44.1","76.0",,,,,,"2 or more races","
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Race/Ethnicity","2 or more races","RACE","RACE2PLUS"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value",,,"~","Data not available because sample size is insufficient.",,,,,,,,,"Asian","
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Race/Ethnicity","Asian","RACE","RACEASN"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value",,,"~","Data not available because sample size is insufficient.",,,,,,,,,"Asian","
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Race/Ethnicity","Asian","RACE","RACEASN"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value",,,"~","Data not available because sample size is insufficient.",,,,,,,,,"Asian","
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Race/Ethnicity","Asian","RACE","RACEASN"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","34.6","34.6",,,"31.4","38.1","1346.0",,,,,,"Non-Hispanic Black","
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","48.1","48.1",,,"44.5","51.8","1241.0",,,,,,"Non-Hispanic Black","
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","31.0","31.0",,,"27.7","34.4","1241.0",,,,,,"Non-Hispanic Black","
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",,"Value","38.8","38.8",,,"26.0","53.4","78.0",,,,,,"Hispanic","
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q036","VALUE","01","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value","29.8","29.8",,,"18.4","44.4","81.0",,,,,,"Hispanic","
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have an overweight classification",,"Value","35.6","35.6",,,"23.2","50.2","78.0",,,,,,"Hispanic","
,  
(32.84057112200048, -86.63186076199969)","OWS","OWS1","Q037","VALUE","01","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2020","2020","AL","Alabama","Behavioral Risk Factor Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of adults who engage in no leisure-time physical activity",,"Value",,,"~","Data not available because sample size is insufficient.",,,,,,,,,"Hawaiian/Pacific Islander","
,  
(32.84057112200048, -86.63186076199969)","PA","PA1","Q047","VALUE","01","Race/Ethnicity","Hawaiian/Pacific Islander","RACE","RACEHPI"
