Citation Number,Police Agency Code,Police Agency Name,Citation Charge,Date Occurred,Time Entered,Street Number,Street Direction,Street Name,Apartment/Floor,city,geox,geoy,Case Number,Race Code,Sex Code,age,Ethnicity Code,Residence Code,Court Code,Court Name,Court Date/Time,Court Address,Employee Unit Code,Employee Division Code,Employee Section Code,Employee Shift Code,tract,Tract Description,Zone Code,Zone Description,District Code,District Description,Reporting Area Code,Reporting Area Desc.,Neighborhood Code,Neighborhood Description,Subdivision Code,Subdivision Description,accident,speed,speedzone,location,IsAccident,warnonly,Beats,Neighborhoods
E95123,JCPD,JOHNS CREEK POLICE DEPARTMENT,DRIVER TO USE DUE CARE  USE OF ELECTRONIC DEVICES,09/10/2018 10:49:12 AM,1049,5195,,ABBOTTS BRIDGE RD/N HILLBROOKE TRC,,JOHNS CREEK,34.0606498718262,-84.2076034545898,,B,M,42,,N,MUNI,JOHNS CREEK MUNICIPAL CT,10/16/2018 08:30:00 AM,11445 Johns Creek Pkwy Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,D,,,1,JOHNS CREEK 1,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.0606498718262, -84.2076034545898)",False,False,1,
53206,JCPD,JOHNS CREEK POLICE DEPARTMENT,NO INSURANCE,10/12/2019 12:00:00 AM,1315,6699,,MCGINNIS FERRY RD/JOHNS CREEK PKWY,,JOHNS CREEK,34.0663566589355,-84.1629333496094,2019004490,B,F,43,N,N,MUNI,JOHNS CREEK MUNICIPAL CT,11/12/2019 08:30:00 AM,11360 LAKEFIELD DR JOHNS CREEK  GA 30097 678-512-3444,JCPD,SS,TRN,,,,2,JOHNS CREEK 2,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.0663566589355, -84.1629333496094)",False,False,,
53161,JCPD,JOHNS CREEK POLICE DEPARTMENT,OBEDIENCE TO REQUIRED TRAFFIC-CONTROL DEVICES,10/12/2019 12:00:00 AM,2000,6202,,ABBOTTS BRIDGE RD/MEDLOCK BRIDGE RD,,JOHNS CREEK,34.0477485656738,-84.1774291992188,,A,M,43,,R,MUNI,JOHNS CREEK MUNICIPAL CT,11/12/2019 08:30:00 AM,11360 LAKEFIELD DR JOHNS CREEK  GA 30097 678-512-3444,JCPD,UN,PAT,D,,,4,JOHNS CREEK 4,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.0477485656738, -84.1774291992188)",False,False,4,
E103826,JCPD,JOHNS CREEK POLICE DEPARTMENT,EXPIRED TAG,10/10/2019 06:12:49 AM,0612,6000,,MEDLOCK BRIDGE PKWY,,JOHNS CREEK,34.0317535400391,-84.1882553100586,,W,M,25,N,,,,,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,A,,,3,JOHNS CREEK 3,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,MDBR,MEDLOCK BRIDGE,,0,0,"(34.0317535400391, -84.1882553100586)",False,True,4,
53167,JCPD,JOHNS CREEK POLICE DEPARTMENT,OBEDIENCE TO REQUIRED TRAFFIC-CONTROL DEVICES,10/13/2019 12:00:00 AM,2034,5694,,STATE BRIDGE RD/MEDLOCK CROSSING PKWY,,JOHNS CREEK,34.0195960998535,-84.192512512207,,B,F,29,,N,MUNI,JOHNS CREEK MUNICIPAL CT,11/12/2019 08:30:00 AM,11360 LAKEFIELD DR JOHNS CREEK  GA 30097 678-512-3444,JCPD,UN,PAT,D,,,5,JOHNS CREEK 5,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,0,0,"(34.0195960998535, -84.192512512207)",False,False,5,
E45258,JCPD,JOHNS CREEK POLICE DEPARTMENT,SPEEDING,09/24/2011 12:13:53 AM,0013,,,MCGINNIS FERRY RD/BOYD RD,,JOHNS CREEK,,,,W,F,22,N,,MUNI,JOHNS CREEK MUNICIPAL CT,10/18/2011 09:00:00 AM,11445 JOHNS CREEK PKWY,JCPD,UN,TRAF,TRA,,,,,,,,,,,,,,68,0,,False,False,,
E103859,JCPD,JOHNS CREEK POLICE DEPARTMENT,EXPIRED TAG,10/11/2019 07:26:22 AM,0726,10198,,STATE BRIDGE RD/TWINGATE DR,,JOHNS CREEK,34.0299835205078,-84.20654296875,,W,M,32,N,N,MUNI,JOHNS CREEK MUNICIPAL CT,11/12/2019 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,SS,TRN,,,,3,JOHNS CREEK 3,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.0299835205078, -84.20654296875)",False,False,4,
53164,JCPD,JOHNS CREEK POLICE DEPARTMENT,SPEEDING,10/12/2019 12:00:00 AM,2227,6020,,STATE BRIDGE RD/SAINT GEORGEN CMN,,JOHNS CREEK,34.0086441040039,-84.1814956665039,,B,M,22,,N,MUNI,JOHNS CREEK MUNICIPAL CT,11/12/2019 08:30:00 AM,11360 LAKEFIELD DR JOHNS CREEK  GA 30097 678-512-3444,JCPD,UN,PAT,D,,,4,JOHNS CREEK 4,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,64,0,"(34.0086441040039, -84.1814956665039)",False,False,3,
E103872,JCPD,JOHNS CREEK POLICE DEPARTMENT,OBEDIENCE TO REQUIRED TRAFFIC-CONTROL DEVICES,10/12/2019 11:35:41 PM,2335,5950,,STATE BRIDGE RD,,JOHNS CREEK,34.0134811401367,-84.1846771240234,,B,M,38,N,R,MUNI,JOHNS CREEK MUNICIPAL CT,11/12/2019 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,SS,CID,CRT,,,4,JOHNS CREEK 4,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.0134811401367, -84.1846771240234)",False,False,3,
E47907,JCPD,JOHNS CREEK POLICE DEPARTMENT,FAILURE TO MAINTAIN LANE,02/12/2012 12:10:49 AM,0010,10896,,MEDLOCK BRIDGE RD/SKYWAY DR,,JOHNS CREEK,34.0457916259766,-84.1793212890625,,B,F,40,N,,,,,WARNING,JCPD,UN,PAT,D,,,4,JOHNS CREEK 4,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.0457916259766, -84.1793212890625)",False,True,4,
E100321,JCPD,JOHNS CREEK POLICE DEPARTMENT,FOLLOWING TOO CLOSELY,05/10/2019 08:45:39 AM,0845,10472,,JONES BRIDGE RD/NEW COVE RD,,JOHNS CREEK,34.0357894897461,-84.2367401123047,2019002044,B,M,18,,R,,,,,JCPD,UN,PAT,B,,,5,JOHNS CREEK 5,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,0,0,"(34.0357894897461, -84.2367401123047)",True,True,5,
E109504,JCPD,JOHNS CREEK POLICE DEPARTMENT,WHEN LIGHTED  LIGHTS  AND HEADLIGHTS  REQUIRED,08/10/2020 09:21:35 PM,2121,2999,,OLD ALABAMA RD/IVEY RIDGE LN,,JOHNS CREEK,34.021556854248,-84.2737045288086,,W,M,28,N,,,,,,JCPD,UN,PAT,D,,,7,JOHNS CREEK 7,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,,,,0,0,"(34.021556854248, -84.2737045288086)",False,True,7,
E107622,JCPD,JOHNS CREEK POLICE DEPARTMENT,AGGRESSIVE DRIVING,03/20/2020 02:04:11 PM,1247,9700,,MEDLOCK BRIDGE RD/STATE BRIDGE RD,,JOHNS CREEK,34.017894744873,-84.1900863647461,2020001189,W,M,41,,,MUNI,JOHNS CREEK MUNICIPAL CT,04/21/2020 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,SS,TRN,,,,4,JOHNS CREEK 4,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.017894744873, -84.1900863647461)",False,False,4,
53423,JCPD,JOHNS CREEK POLICE DEPARTMENT,OBEDIENCE TO REQUIRED TRAFFIC-CONTROL DEVICES,10/14/2019 12:00:00 AM,0730,10199,,STATE BRIDGE RD/E MORTON RD,,JOHNS CREEK,34.0301055908203,-84.2064743041992,,W,F,67,N,R,MUNI,JOHNS CREEK MUNICIPAL CT,11/12/2019 08:30:00 AM,11360 LAKEFIELD DR JOHNS CREEK  GA 30097 678-512-3444,JCPD,UN,PAT,A,,,3,JOHNS CREEK 3,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.0301055908203, -84.2064743041992)",False,False,4,
53169,JCPD,JOHNS CREEK POLICE DEPARTMENT,LITTERING HIGHWAY,10/13/2019 12:00:00 AM,2212,10904,,MEDLOCK BRIDGE RD/ABBOTTS BRIDGE RD,,JOHNS CREEK,34.0478401184082,-84.1774749755859,,W,F,54,,N,MUNI,JOHNS CREEK MUNICIPAL CT,11/12/2019 08:30:00 AM,11360 LAKEFIELD DR JOHNS CREEK  GA 30097 678-512-3444,JCPD,UN,PAT,D,,,2,JOHNS CREEK 2,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.0478401184082, -84.1774749755859)",False,False,1,
32447,JCPD,JOHNS CREEK POLICE DEPARTMENT,DISORDERLY CONDUCT - CITY ORDINANCE,07/30/2010 12:00:00 AM,2245,11950,,INDIAN VILLAGE,,JOHNS CREEK,,,2010002546,W,F,17,,N,MUNI,JOHNS CREEK MUNICIPAL CT,08/24/2010 09:00:00 AM,11445 JOHNS CREEK PKWY,JCPD,UN,PAT,D,,,,,,,,,,,,,,0,0,,False,False,,
E103788,JCPD,JOHNS CREEK POLICE DEPARTMENT,LIMITATIONS ON BACKING,10/08/2019 03:14:02 PM,1514,9866,,TALISMAN DR,,JOHNS CREEK,34.0201644897461,-84.2522048950195,2019004433,A,F,66,,,,,,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,PAT,B,,,6,JOHNS CREEK 6,JCS,JOHNS CREEK PD SOUTH DISTRICT,,,,,ELLI,ELLINGTON,,0,0,"(34.0201644897461, -84.2522048950195)",True,True,6,76
53422,JCPD,JOHNS CREEK POLICE DEPARTMENT,FOLLOWING TOO CLOSELY,10/10/2019 12:00:00 AM,1730,11613,,JONES BRIDGE RD/ABBOTTS BRIDGE RD,,JOHNS CREEK,34.0648002624512,-84.2125701904297,2019004469,W,F,18,,R,MUNI,JOHNS CREEK MUNICIPAL CT,11/12/2019 08:30:00 AM,11360 LAKEFIELD DR JOHNS CREEK  GA 30097 678-512-3444,JCPD,UN,PAT,A,,,1,JOHNS CREEK 1,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,0,0,"(34.0648002624512, -84.2125701904297)",True,False,1,
E103842,JCPD,JOHNS CREEK POLICE DEPARTMENT,SPEEDING,10/10/2019 01:50:40 PM,1350,8253,,MCGINNIS FERRY RD/KEMP RD,,JOHNS CREEK,34.0509338378906,-84.1155319213867,,W,M,46,,N,MUNI,JOHNS CREEK MUNICIPAL CT,11/12/2019 08:30:00 AM,11360 Lakefield Dr Johns Creek  GA 30097 678-512-3444,JCPD,UN,TRAF,TRA,,,2,JOHNS CREEK 2,JCN,JOHNS CREEK PD NORTH DISTRICT,,,,,,,,59,0,"(34.0509338378906, -84.1155319213867)",False,False,,
