"id","address","geocoded_column","latitude","longitude","application_status","submit_date","issue_date","owner_occupied","condo_association","building_use","number_of_dwelling_units","building_construction_type","height","stories_above_grade","firm_name","work_description","demolition_description","demolition_type","method_of_removal","temporary_dumpster_count","solar_water_tank","debris_removal_date","debris_removal_location","solar_energy_type","solar_system_size","watt_capacity","heat_exchanger","photovoltaic_panel_count","panel_dimensions","thermal_panel_count","inverter_count","collector_panels","inverter_type","inverter_make_and_model","solar_water_tank_make_and","mount_type","backup_power","solar_collector_type","integrative_solar_tank","building_cost","plumbing_cost","electrical_cost","total_cost","insurance_company"
"175814","6 Sargent St, Cambridge, MA 02140","6 Sargent St
Cambridge, MA 02140
(42.392964, -71.131995)","42.393","-71.1319","Complete","2022-05-17T00:00:00.000","2022-06-10T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Sunlight Solar Energy ","Install 30 Rooftop solar panels with monitoring","","No demolition required","Minimal",,,"2022-06-04T00:00:00.000","419 Lincoln St Marlboro MA 01752","Photovoltaic","10.95","365","","30","",,"30","","Micro-Inverter","Enpahse IQ7+","","Roof-Mount","","","","10245","0","23905","34150","Zurich American"
"177827","62 Fulkerson St, Cambridge, MA 02141","62 Fulkerson St
Cambridge, MA 02141
(42.370207, -71.087317)","42.3702","-71.0872","Active","2022-05-18T00:00:00.000","2022-06-06T00:00:00.000",,"false","One or Two Family Dwelling",,"Masonry / Wood (Type III)",,,"Second Generation Energy LLC","Rooftop Solar Array Install of ballasted/tray system&nbsp;","","No demolition required","Daily Removal",,,"2022-07-31T00:00:00.000","85 S Bow St, Milford, MA 01757","Photovoltaic","10.94","405","","27","",,"1","","String Inverter","SolarEdge SE10000H-US","","Roof-Mount","","","","29600","0","7400","37000","Travelers Indemnity Co of Amer"
"176108","383 Walden St, Cambridge, MA 02138","383 Walden St
Cambridge, MA 02138
(42.383399, -71.134562)","42.3835","-71.1346","Complete","2022-05-18T00:00:00.000","2022-06-03T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Northeast Solar Services dba Revolusun","Install Solar array and connect with existing utility. Type: Rooftop; Qty. Panels: 24; Total kW: 9.6.<br><br><br>","","No demolition required","Daily Removal",,,"2022-05-31T00:00:00.000","Casella Waste Systems, Inc. 24 Bunker Hill Industrial Park, Boston, MA 02129","Photovoltaic","9.6","400","","24","",,"1","","String Inverter","Solaredge SE10000H-US","","Roof-Mount","","","","12278.96","0","23835.62","36114.58","American Zurich Insurance Company"
"176955","207 Lakeview Ave, Cambridge, MA 02138","207 Lakeview Ave
Cambridge, MA 02138
(42.382305, -71.1405)","42.3824","-71.1403","Active","2022-05-23T00:00:00.000","2022-06-03T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Tesla Energy","Install Tesla Solar Roof shingles building integrated photovoltaic (BIPV) system rated at 11.23kW with energy storage rated at40.5kWh on exterior&nbsp;","","No demolition required","Dumpster","1",,"2022-08-31T00:00:00.000","Tesla 240 Ballardvale St Wilmington, MA","Photovoltaic","11.23","72","","0","",,"2","","String Inverter","Tesla Powerwall+","","BIPV (Building Integrated Photovoltaics)","","","","36057","0","85000","121057","Zurich American Insurance Company"
"172854","15 Gardner Rd, Cambridge, MA 02139","15 Gardner Rd
Cambridge, MA 02139
(42.37068, -71.099382)","42.3709","-71.0995","Complete","2022-04-29T00:00:00.000","2022-05-26T00:00:00.000",,"false","One or Two Family Dwelling",,"Steel/Concrete, Non-Combustible (Type I/II)",,,"Skyline Solar LLC","Installation of a safe and code compliant, grid-tied PV solar system on an existing residential roof. 18 Panels / 7.2 kW","","No demolition required","Daily Removal",,,"2022-05-28T00:00:00.000","E.O.M.S - 318 Manley St. West Bridgewater, MA 02379","Photovoltaic","7.2","400","","18","",,"18","","Micro-Inverter","Enphase","","Roof-Mount","","","","6000","0","20000","26000","Berkley Casualty Company"
"172752","202 Hamilton St, Cambridge, MA 02139","202 Hamilton St
Cambridge, MA 02139
(42.360007, -71.109007)","42.3599","-71.1091","Active","2022-04-28T00:00:00.000","2022-05-21T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Robert","Installation of 14 LG roof mounted solar modules.&nbsp;","","No demolition required","Daily Removal",,,"2022-05-23T00:00:00.000","El Harvey & Sons  68 Hopkinton Rd, Westborough, MA 01581","Photovoltaic","5.32","380","","14","",,"14","","Micro-Inverter","Enphase IQ7PLUS-72-2-US","","Roof-Mount","","","","23703.1","0","4182.9","27886","New York Marine and General Insurance"
"170967","29 Granite St, Cambridge, MA 02139","29 Granite St
Cambridge, MA 02139
(42.356099, -71.112218)","42.3562","-71.1121","Complete","2022-04-15T00:00:00.000","2022-05-19T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Pro Custom Solar DBA Momentum Solar","Installing roof top rail less solar PV of 12.24 KW and 34 modules.","","No demolition required","None",,,"2022-05-21T00:00:00.000","E& L Harvey ","Photovoltaic","12.24","360","","34","",,"34","","Micro-Inverter","Enphase IQ 7 and IQ 7+ microinverters","","Roof-Mount","","","","13512","0","31530","45042","Colony"
"172095","6 Upton St, Cambridge, MA 02139","6 Upton St
Cambridge, MA 02139
(42.362532, -71.107996)","42.3625","-71.1082","Active","2022-04-25T00:00:00.000","2022-05-05T00:00:00.000",,"false","One or Two Family Dwelling",,"Masonry / Wood (Type III)",,,"Northeast Solar Services dba Revolusun","Install Solar array and connect with existing utility. Type: Rooftop; Qty. Panels: 7.6; Total kW: 8.51. No battery storage.","","No demolition required","Daily Removal",,,"2022-05-31T00:00:00.000","Casella Waste Systems, Inc. 24 Bunker Hill Industrial Park, Boston, MA 02129","Photovoltaic","8.51","370","","23","",,"1","","String Inverter","Solaredge SE7600H-US (240v)","","Roof-Mount","","","","10033.74","0","19477.26","29511","American Zurich Insurance Company"
"170131","99 Bishop Allen Dr, Cambridge, MA 02139","99 Bishop Allen Dr
Cambridge, MA 02139
(42.365734, -71.102109)","42.3658","-71.102","Complete","2022-04-10T00:00:00.000","2022-04-27T00:00:00.000",,,"Commercial / Mixed Use",,"Masonry / Wood (Type III)","44","4","SUNBUG SOLAR, LLC","Install 68 roof-mounted solar modules on existing roof","","No demolition required","Daily Removal",,,"2022-08-31T00:00:00.000","By Harvey and son at company lot at 2A Draper st, Woburn","Photovoltaic","24.82","365","","68","",,"1","","String Inverter","Solar Edge SE17.3 KUS","","Roof-Mount","","","","89404","0","14012","103416","New York Marine and General Insurance"
"165092","77 Huron Ave, Cambridge, MA 02138","77 Huron Ave
Cambridge, MA 02138
(42.384298, -71.128774)","42.3843","-71.1289","Complete","2022-03-07T00:00:00.000","2022-04-22T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Viridis Energy Solutions, LLC","To install 58 solar panels. System Size 24.36kw.","","No demolition required","Dumpster",,,"2022-03-07T00:00:00.000","185 New Boston St Woburn by Crescio Dumpster","Photovoltaic","24.36","420","","58","",,"58","","Micro-Inverter","IQ7HS-66-ACM-US (240)","","Roof-Mount","","","","66306","0","24000","90306","Travelers Indemnity Co of America"
"164617","19 Brown St, Cambridge, MA 02138","19 Brown St
Cambridge, MA 02138
(42.37603, -71.128899)","42.3761","-71.129","Complete","2022-03-02T00:00:00.000","2022-04-20T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"NuWatt Energy","Installation of a 5.78 kW rooftop PV system with 17 panels. No battery storage","","No demolition required","None",,,"2022-05-18T00:00:00.000","Republic Services","Photovoltaic","5.78","340","","17","",,"17","","Micro-Inverter","Enphase Energy, IQ7X-96-2-US ","","Roof-Mount","","","","5720","0","11620","17340",""
"146923","32 Vineyard St, Cambridge, MA 02138","32 Vineyard St
Cambridge, MA 02138
(42.378879, -71.153593)","42.3788","-71.1535","Complete","2021-09-29T00:00:00.000","2022-04-20T00:00:00.000",,"false","One or Two Family Dwelling",,"Steel/Concrete, Non-Combustible (Type I/II)",,,"Got Sun Go Solar","Installation of A 7.82 kW PV System with 23 Panasonic 340-Watt solar panels on roof of house.&nbsp;","","No demolition required","None",,,"2021-10-30T00:00:00.000","N/A","Photovoltaic","7.82","340","","23","",,"23","","Micro-Inverter","EnPhase Energy, IQ7X-96-2-US","","Roof-Mount","","","","12121","0","12121","24242",""
"167425","54 Pemberton St, Cambridge, MA 02140","54 Pemberton St
Cambridge, MA 02140
(42.391201, -71.126101)","42.3913","-71.1262","Complete","2022-03-22T00:00:00.000","2022-03-30T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Vision Solar","Installation of 11 roof mount solar panels-3.96KWDC Photovoltaic System","","No demolition required","None",,,"2022-04-24T00:00:00.000","Self Haul","Photovoltaic","3.96","360","","11","",,"1","","String Inverter","ZnShine","","Roof-Mount","","","","11000","0","18000","29000","RSC"
"164059","36 Cottage St, Unit 2, Cambridge, MA 02139","36 Cottage St
Cambridge, MA 02139
(42.363405, -71.107275)","42.3634","-71.1074","Complete","2022-02-25T00:00:00.000","2022-03-07T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Great Sky Solar","install rooftop solar system, 8.74 kW DC, 23 panels","","No demolition required","Daily Removal",,,"2022-04-26T00:00:00.000","Save That Stuff Inc, 17c Everberg Rd Woburn, MA 01801","Photovoltaic","8.74","380","","23","",,"23","","Micro-Inverter","Enphase IQ7 Plus","","Roof-Mount","","","","6598.7","0","19796.1","26394.8","Ace American Insurance Co"
"164011","159 Chilton St, Cambridge, MA 02138","159 Chilton St
Cambridge, MA 02138
(42.385584, -71.135978)","42.3857","-71.1361","Complete","2022-02-24T00:00:00.000","2022-03-07T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Viridis Energy Solutions, LLC","To Install 13 Solar Panels. System Size 5.46 kw.","","No demolition required","Dumpster",,,"2022-02-24T00:00:00.000","185 New Boston St Woburn, MA 01801","Photovoltaic","5.46","420","","13","",,"13","","Micro-Inverter","Sunpower SPR A420-G-AC 420W ,Enphase IQ7xs","","Roof-Mount","","","","16840","0","5000","21840","Travelers Indemnity Co of America"
"163710","24 Middlesex St, Unit 2, Cambridge, MA 02140","24 Middlesex St
Cambridge, MA 02140
(42.392673, -71.130858)","42.3927","-71.1308","Complete","2022-02-22T00:00:00.000","2022-02-28T00:00:00.000",,"false","One or Two Family Dwelling",,"Wood (Type (IV/V)",,,"Great Sky Solar","install rooftop solar system, 13 panels, 5.2 kW DC","","No demolition required","Daily Removal",,,"2022-05-25T00:00:00.000","Save That Stuff Inc 17C Everberg Rd Woburn, MA 01801","Photovoltaic","5.2","400","","13","",,"13","","Micro-Inverter","Enphase IQ7 Plus","","Roof-Mount","","","","4563","0","13689","18252","Ace American Insurance Co"
"162517","14 Norris St, Cambridge, MA 02140","14 Norris St
Cambridge, MA 02140
(42.395824, -71.129083)","42.3957","-71.1295","Complete","2022-02-10T00:00:00.000","2022-02-28T00:00:00.000",,"false","Townhouse",,"Wood (Type (IV/V)",,,"Solar Rising LLC","Installation of 15 Solaria370 watt roof mounted solar panels and Enphase IQ7+ microinverters. Each panel weighs 2.5lbs/sqft and will be lagged into rafters every 4ft. Total system size: 5.55kW DC.&nbsp;","","No demolition required","Daily Removal",,,"2022-06-30T00:00:00.000","Barnstable Transfer Station by Solar Rising ","Photovoltaic","5.55","370","","15","",,"15","","Micro-Inverter","Enphase IQ7+","","Roof-Mount","","","","18925","0","0","18925","Travelers Idemnity Company"
"162527","16 Norris St, Cambridge, MA 02140","16 Norris St
Cambridge, MA 02140
(42.395712, -71.129266)","42.3956","-71.1292","Complete","2022-02-10T00:00:00.000","2022-02-28T00:00:00.000",,"false","Townhouse",,"Wood (Type (IV/V)",,,"Solar Rising LLC","Installation of 14 Solaria370watt roof mounted solar panels and Enphase IQ7+ microinverters. Each panel weighs 2.5lbs/sqft and will be lagged into rafters every 4ft. Total system size: 5.18kW DC.","","No demolition required","Daily Removal",,,"2022-06-30T00:00:00.000","Barnstable Transfer Station by Solar Rising ","Photovoltaic","5.18","370","","14","",,"14","","Micro-Inverter","Enphase IQ7+","","Roof-Mount","","","","17630","0","0","17630","Travelers Idemnity Company"
"162622","61 Clifton St, Cambridge, MA 02140","61 Clifton St
Cambridge, MA 02140
(42.395419, -71.13629)","42.3954","-71.1362","Complete","2022-02-11T00:00:00.000","2022-02-24T00:00:00.000",,"false","One or Two Family Dwelling",,"Steel/Concrete, Non-Combustible (Type I/II)",,,"Sunrun","Install roof mounted solar panels:12(355w)@4.26kw with no structural upgrade needed per PE letter&nbsp;","","No demolition required","Daily Removal",,,"2022-03-11T00:00:00.000","truck/ miller waste industries","Photovoltaic","4.26","355","","12","",,"1","","String Inverter","SOLAREDGE TECHNOLOGIES: SE3800H-USS3","","Roof-Mount","","","","2492","0","5815","8307","American Zurich Insurance Company"
"162629","96 Howard St, Cambridge, MA 02139","96 Howard St
Cambridge, MA 02139
(42.366743, -71.111077)","42.3667","-71.111","Complete","2022-02-11T00:00:00.000","2022-02-24T00:00:00.000",,"false","One or Two Family Dwelling",,"Steel/Concrete, Non-Combustible (Type I/II)",,,"Sunrun","Install roof mounnted solar panels:18(325w)@5.85kw with structural upgrade needed pre PE letter","","No demolition required","Daily Removal",,,"2022-03-11T00:00:00.000","truck/ miller waste industries","Photovoltaic","5.85","325","","18","",,"1","","String Inverter","SOLAREDGE TECHNOLOGIES: SE6000H-USS3","","Roof-Mount","","","","3422","0","7986","11408","American Zurich Insurance Company"
