"fiscal_year","department","project_id","project_name","fund","city_location","latitude","longitude","map_location","approved_amount"
"2022","Public Works Planning & Administration","PW22849","Public Works: Parks - Recreational Hard Surface Restoration","Parks & Recreation Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","200000"
"2022","Public Works Planning & Administration","PW22928","Public Works: Recycle - Small Business Curbside Compost Pilot Program","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","50000"
"2022","Public Works Planning & Administration","PW22793","Public Works: Sewer/Stormwater - Capital Repairs Program","Sewer Projects Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","6000000"
"2022","Public Works Planning & Administration","PW22831","Public Works: Sewer/Stormwater - Climate Change","Sewer Projects Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","500000"
"2022","Public Works Planning & Administration","PW22816","Public Works: Sewer/Stormwater - Harvard Square","Sewer Projects Fund","Harvard Square","42.373475","-71.118978","(42.373475,-71.118978)","2000000"
"2022","Public Works Planning & Administration","PW22599","Public Works: Sewer/Stormwater - Remedial Construction","Sewer Projects Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","2750000"
"2022","Public Works Planning & Administration","PW22843","Public Works: Sewer/Stormwater - River Street",,"River Street","42.363637","-71.109519","(42.363637, -71.109519)","20000000"
"2022","Public Works Planning & Administration","PW22812","Public Works: Sewer/Stormwater - The Port","Sewer Projects Fund","Cherry St. and Mass. Ave.","42.3634","-71.097515","(42.363400, -71.097515)","2700000"
"2022","Public Works Planning & Administration","PW22595","Public Works: Streets - Complete Streets Reconstruction","Public Ways Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","8524330"
"2022","Public Works Planning & Administration","PW22804","Public Works: Trees - Emerald Ash Borer Treatment","Parks & Recreation Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","100000"
"2022","Public Works Planning & Administration","PW22619","Public Works: Trees - Park and Cemetery Tree Pruning","Parks & Recreation Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","125000"
"2022","School","SC22934","School: Building Repairs and Replacement",,"135 Berkshire St.","42.3715585","-71.0903353","(42.3715585,-71.0903353)","1800000"
"2022","Traffic, Parking, & Transportation","TR22518","Traffic: Parking Garage Restoration and Improvements","Public Buildings Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","500000"
"2022","Traffic, Parking, & Transportation","TR22512","Traffic: Traffic Signal Program","Equipment Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","350000"
"2022","Traffic, Parking, & Transportation","TR22524","Traffic: Vision Zero Safety Improvements Fund","Public Ways Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","300000"
"2022","Water","WA22534","Water: Fresh Pond Master Plan Implementation","Water Projects Fund","250 Fresh Pond Parkway","42.383036","-71.144134","(42.383036,-71.144134)","250000"
"2022","Water","WA22585","Water: Hydroelectric Renewable Energy Generation","Water Projects Fund","250 Fresh Pond Parkway","42.383036","-71.144134","(42.383036,-71.144134)","50000"
"2022","Water","WA22562","Water: Reservoir Facilities Improvements - Upcountry","Water Projects Fund","250 Fresh Pond Parkway","42.383036","-71.144134","(42.383036,-71.144134)","330000"
"2022","Water","WA22581","Water: Reservoir Gaging Weather Station Maintenance","Water Projects Fund","250 Fresh Pond Parkway","42.383036","-71.144134","(42.383036,-71.144134)","223000"
"2022","Water","WA22569","Water: Water Meter Replacement","Water Projects Fund","250 Fresh Pond Parkway","42.383036","-71.144134","(42.383036,-71.144134)","162000"
"2021","Public Works Planning & Administration","PW21819","Public Works: Trees - Public Shade Tree Investment Program","Public Ways Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","495000"
"2021","School","SC21934","School: Building Repairs and Replacement",,"135 Berkshire St.","42.3715585","-71.0903353","(42.3715585,-71.0903353)","1800000"
"2021","School","SC21938","School: Furniture Replacement","Public Buildings Fund","135 Berkshire St.","42.3715585","-71.0903353","(42.3715585,-71.0903353)","50000"
"2021","School","SC21943","School: Tobin Montessori and Vassal Lane Upper School",,"197 Vassal Lane","42.3844033","-71.1397456","(42.3844033,-71.1397456)","237000000"
"2021","Traffic, Parking, & Transportation","TR21523","Traffic: Meter Technology Improvement Program","Equipment Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","300000"
"2021","Traffic, Parking, & Transportation","TR21518","Traffic: Parking Garage Restoration and Improvements","Public Buildings Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","500000"
"2021","Traffic, Parking, & Transportation","TR21512","Traffic: Traffic Signal Program","Equipment Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","350000"
"2021","Traffic, Parking, & Transportation","TR21524","Traffic: Vision Zero Safety Improvements Fund","Public Ways Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","300000"
"2021","Water","WA21534","Water: Fresh Pond Master Plan Implementation","Water Projects Fund","250 Fresh Pond Parkway","42.383036","-71.144134","(42.383036,-71.144134)","250000"
"2021","Water","WA21587","Water: Granular Activated Carbon Filter Media Replacement","Water Projects Fund","250 Fresh Pond Parkway","42.383036","-71.144134","(42.383036,-71.144134)","1400000"
"2021","Water","WA21585","Water: Hydroelectric Renewable Energy Generation","Water Projects Fund","250 Fresh Pond Parkway","42.383036","-71.144134","(42.383036,-71.144134)","250000"
"2021","Water","WA21578","Water: PC Upgrades","Water Projects Fund","250 Fresh Pond Parkway","42.383036","-71.144134","(42.383036,-71.144134)","20000"
"2021","Water","WA21562","Water: Reservoir Facilities Improvements - Upcountry","Water Projects Fund","250 Fresh Pond Parkway","42.383036","-71.144134","(42.383036,-71.144134)","225000"
"2021","Water","WA21581","Water: Reservoir Gaging Weather Station Maintenance","Water Projects Fund","250 Fresh Pond Parkway","42.383036","-71.144134","(42.383036,-71.144134)","205000"
"2021","Water","WA21579","Water: Water Facility Upgrades","Water Projects Fund","250 Fresh Pond Parkway","42.383036","-71.144134","(42.383036,-71.144134)","78000"
"2021","Water","WA21569","Water: Water Meter Replacement","Water Projects Fund","250 Fresh Pond Parkway","42.383036","-71.144134","(42.383036,-71.144134)","200000"
"2021","Water","WA21555","Water: Water Treatment Plant Equipment & Systems Upgrades","Water Projects Fund","250 Fresh Pond Parkway","42.383036","-71.144134","(42.383036,-71.144134)","899000"
"2021","Water","WA21543","Water: Water Works Construction","Water Projects Fund","250 Fresh Pond Parkway","42.383036","-71.144134","(42.383036,-71.144134)","2000000"
"2021","Water","WA21531","Water: Watershed Consulting Services","Water Projects Fund","250 Fresh Pond Parkway","42.383036","-71.144134","(42.383036,-71.144134)","53000"
"2021","Community Development","CD21955","CDD: Transportation - Bicycle Parking Special Projects",,"Citywide","42.37012","-71.103359","(42.37012,-71.103359)","33000"
"2021","Community Development","CD21848","CDD: Transportation - Bicycle Parking Program","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","50000"
"2021","Community Development","PW21868","CDD: Transportation -  Electric Vehicle Charging Infrastructure",,"Citywide","42.37012","-71.103359","(42.37012,-71.103359)","100000"
"2021","Community Development","CD21973","CDD: Sennott Park Renovations","Parks & Recreation Fund","305 Broadway","42.3691531","-71.0999863","(42.3691531,-71.0999863)","150000"
"2021","Community Development","CD21801","CDD: Housing - Tenant Organizing Services",,"Citywide","42.37012","-71.103359","(42.37012,-71.103359)","75000"
"2021","Community Development","CD21614","CDD: Housing - Housing Rehabilitation Assistance Program",,"Citywide","42.37012","-71.103359","(42.37012,-71.103359)","337250"
"2021","Community Development","CD21835","CDD: Housing - Housing Mediation Program",,"Citywide","42.37012","-71.103359","(42.37012,-71.103359)","130000"
"2021","Community Development","CD21735","CDD: Housing - Home Improvement Program",,"Citywide","42.37012","-71.103359","(42.37012,-71.103359)","464895"
"2021","Community Development","CD21972","CDD: Housing - Affordable Housing Project Development",,"Citywide","42.37012","-71.103359","(42.37012,-71.103359)","110555"
"2021","Community Development","CD21674","CDD: Housing - Affordable Housing Preservation & Development",,"Citywide","42.37012","-71.103359","(42.37012,-71.103359)","14998630"
"2021","Community Development","CD21687","CDD: Economic Development - Storefront Improvements Program","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","200000"
"2021","Community Development","CD21699","CDD: Economic Development - Small Business Enhancement & Interior Access Programs",,"Citywide","42.37012","-71.103359","(42.37012,-71.103359)","91500"
"2021","Community Development","CD21729","CDD: Economic Development - Microenterprise Workshops",,"Citywide","42.37012","-71.103359","(42.37012,-71.103359)","82000"
"2021","Community Development","CD21712","CDD: Economic Development - Biomedical Career Training Program",,"Citywide","42.37012","-71.103359","(42.37012,-71.103359)","99000"
"2021","Cable Television","CT21503","Cable TV: Media Arts Studio Upgrade","Equipment Fund","454 Broadway","42.373451","-71.111874","(42.373451,-71.111874)","141330"
"2021","Community Development","CD21954","CDD: Transportation - Bicycle Spot Improvements","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","25000"
"2021","Community Development","CD21953","CDD: Transportation - Bus Stop Improvements","Non Capital Public Invest Appr","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","25000"
"2021","Community Development","CD21592","CDD: Transportation - Traffic Calming","Public Ways Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","300000"
"2021","Electrical","EL21001","Electrical: Streetlight Pole Replacement",,"Citywide","42.37012","-71.103359","(42.37012,-71.103359)","60000"
"2021","Finance","PB21500","Finance: Participatory Budgeting",,"Citywide","42.37012","-71.103359","(42.37012,-71.103359)","1125000"
"2021","Fire","FI21539","Fire: Fire Station Renovations","Public Buildings Fund","Lexington Ave. and River St.","42.3804381","-71.1418238","(42.3804381,-71.1418238)","9000000"
"2021","Human Services","HS21534","Human Services: Danehy Park Bench and Table Replacement","Parks & Recreation Fund","99 Sherman St.","42.388985","-71.132827","(42.388985,-71.132827)","50000"
"2021","Human Services","HS21522","Human Services: Danehy Park Maintenance","Parks & Recreation Fund","99 Sherman St.","42.388985","-71.132827","(42.388985,-71.132827)","50000"
"2021","Human Services","PW21598","Human Services: Disability Commission ADA Accessibility Improvements","Capital Projects Funds","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","50000"
"2021","Human Services","HS21509","Human Services: Fresh Pond Golf Course Improvements","Capital Projects Funds","250 Fresh Pond Parkway","42.383036","-71.144134","(42.383036,-71.144134)","30000"
"2021","Human Services","HS21530","Human Services: Human Services Buildings Repairs","Capital Projects Funds","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","30000"
"2021","Human Services","HS21521","Human Services: War Memorial Recreation Center Maintenance","Capital Projects Funds","1640 Cambridge St.","42.374765","-71.109758","(42.374765,-71.109758)","48000"
"2021","Library","LB21518","Library: Main Library Building Repairs","Public Buildings Fund","459 Broadway","42.373802","-71.110383","(42.373802,-71.110383)","25000"
"2021","Public Celebrations","PC21507","Public Celebrations: Public Art Conservation Program","Equipment Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","35000"
"2021","Public Works Planning & Administration","PW21781","Public Works: Buildings - Energy Efficiency Projects","Public Buildings Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","100000"
"2021","Public Works Planning & Administration","PW21622","Public Works: Buildings - Flooring & Furnishings","Public Buildings Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","100000"
"2021","Public Works Planning & Administration","PW21625","Public Works: Buildings - Municipal Facilities Improvement Plan (MFIP)","Public Buildings Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","16000000"
"2021","Public Works Planning & Administration","PW21926","Public Works: Cemetery Space Optimization and Beautification",,"76 Coolidge Ave","42.37173","-71.14006","(42.37173,-71.14006)","100000"
"2021","Public Works Planning & Administration","PW21927","Public Works: Harvard Square Kiosk and Plaza Additional Safety Improvements","Capital/Infrastructure Assets","Harvard Square","42.373475","-71.118978","(42.373475,-71.118978)","1908250"
"2021","Public Works Planning & Administration","PW21829","Public Works: Parks - Park Play Area Shade Structures","Parks & Recreation Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","85000"
"2021","Public Works Planning & Administration","PW21830","Public Works: Parks - Park Surfacing Restoration Program","Parks & Recreation Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","100000"
"2021","Public Works Planning & Administration","PW21811","Public Works: Parks - Park Water Conservation Program","Parks & Recreation Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","100000"
"2021","Public Works Planning & Administration","PW21849","Public Works: Parks - Recreational Hard Surface Restoration",,"Citywide","42.37012","-71.103359","(42.37012,-71.103359)","165000"
"2021","Public Works Planning & Administration","PW21793","Public Works: Sewer/Stormwater - Capital Repairs Program","Sewer Projects Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","6000000"
"2021","Public Works Planning & Administration","PW21831","Public Works: Sewer/Stormwater - Climate Change","Sewer Projects Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","500000"
"2021","Public Works Planning & Administration","PW21599","Public Works: Sewer/Stormwater - Remedial Construction","Sewer Projects Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","3050000"
"2021","Public Works Planning & Administration","PW21595","Public Works: Streets - Complete Streets Reconstruction","Public Ways Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","8486530"
"2021","Public Works Planning & Administration","PW21804","Public Works: Trees - Emerald Ash Borer Treatment","Parks & Recreation Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","100000"
"2021","Public Works Planning & Administration","PW21619","Public Works: Trees - Park and Cemetery Tree Pruning","Parks & Recreation Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","100000"
"2020","Public Works Planning & Administration","PW20815","Public Works: Streets - Harvard Square Kiosk and Plaza and Surface Enhancements","Public Ways Fund","Harvard Square","42.373475","-71.118978","(42.373475,-71.118978)","4000000"
"2020","Public Works Planning & Administration","PW20804","Public Works: Trees - Emerald Ash Borer Treatment","Parks & Recreation Fund","Citywide","42.371336","-71.097567","(42.371336,-71.097567)","100000"
"2020","Public Works Planning & Administration","PW20619","Public Works: Trees - Park and Cemetery Tree Pruning","Parks & Recreation Fund","Citywide","42.371336","-71.097567","(42.371336,-71.097567)","100000"
"2020","Public Works Planning & Administration","PW20819","Public Works: Trees - Public Shade Tree Investment Program","Public Ways Fund","Citywide","42.371336","-71.097567","(42.371336,-71.097567)","495000"
"2020","School","SC20934","School: Building Repairs/ Replacement of Analog Phone System","Public Buildings Fund","159 Thorndike St.","42.370419","-71.085535","(42.370419,-71.085535)","800000"
"2020","School","SC20938","School: Furniture Replacements/Facilities Repairs","Public Buildings Fund","159 Thorndike St.","42.370419","-71.085535","(42.370419,-71.085535)","50000"
"2020","School","SC20943","School: Tobin Montessori and Vassal Lane Upper School","Public Buildings Fund","197 Vassal Lane","42.38437","-71.13982","(42.38437,-71.13982)","10000000"
"2020","Traffic, Parking, & Transportation","TR20523","Traffic: Meter Technology Improvement Program","Equipment Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","200000"
"2020","Traffic, Parking, & Transportation","TR20518","Traffic: Parking Garage Restoration and Improvements","Public Buildings Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","300000"
"2020","Traffic, Parking, & Transportation","TR20512","Traffic: Traffic Signal Program","Equipment Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","350000"
"2020","Traffic, Parking, & Transportation","TR20524","Traffic: Vision Zero Safety Improvements Fund","Public Ways Fund","Citywide","42.37012","-71.103359","(42.37012,-71.103359)","300000"
"2020","Water","WA20534","Water: Fresh Pond Master Plan Implementation","Water Projects Fund","250 Fresh Pond Parkway","42.383036","-71.144134","(42.383036,-71.144134)","250000"
