"accession_number","last_name","first_name","artist_gender","title","year","location_name_of_site","location_1","location_description","interior_exterior","category_sculpture_work_on_paper_paintings_mural_electronic_media_temporary_programmatic","object_type","material","detail_material","size","additional_description","about_the_work"
"CAC97.01e","Coogan","Jay","Male ","""Stop-Action-Frieze"" (red figure w/ black baseball bat & blue ball)","1997","Frisoli Youth Center, interior",,"61 Willow St., Frisoli Youth Center, around the interior of the youth center's two-story lobby","Interior ","Sculpture ","Metal-Painted Aluminum","Aluminum","Aluminum, powder-coated","22 figures each 3' high, with 5 additional separate ball shapes.","Series of figures mounted on walls near ceiling around foyer","Appropriately entitled ""Stop-Action-Frieze,"" Jay Coogan's sculptural frieze consists of a series of three-foot tall aluminum figures 'frozen' in mid-action. Arranged in a continuous band around the interior of the youth center's two-story lobby, the figures connect the space visually while they also suggest identity and unification for the diverse groups that participate in the center's programs.
Coogan received his M.F.A. in Sculpture from Hunter College in New York and his B.A. in Art from Brown University. His work has been in numerous shows both domestically and internationally and is the recipient of several New England based awards. He is currently the Associate Provost at the Rhode Island School of Design.

"
"CAC97.01k","Coogan","Jay","Male ","""Stop-Action-Frieze"" (blue figure w/ ponytail playing soccer)","1997","Frisoli Youth Center, interior",,"61 Willow St., Frisoli Youth Center, around the interior of the youth center's two-story lobby","Interior ","Sculpture ","Metal-Painted Aluminum","Aluminum","Aluminum, powder-coated","22 figures each 3' high, with 5 additional separate ball shapes.","Series of figures mounted on walls near ceiling around foyer","Appropriately entitled ""Stop-Action-Frieze,"" Jay Coogan's sculptural frieze consists of a series of three-foot tall aluminum figures 'frozen' in mid-action. Arranged in a continuous band around the interior of the youth center's two-story lobby, the figures connect the space visually while they also suggest identity and unification for the diverse groups that participate in the center's programs.
Coogan received his M.F.A. in Sculpture from Hunter College in New York and his B.A. in Art from Brown University. His work has been in numerous shows both domestically and internationally and is the recipient of several New England based awards. He is currently the Associate Provost at the Rhode Island School of Design.

"
"CAC97.01b","Coogan","Jay","Male ","""Stop-Action-Frieze"" (black figure holding hands)","1997","Frisoli Youth Center, interior",,"61 Willow St., Frisoli Youth Center, around the interior of the youth center's two-story lobby","Interior ","Sculpture ","Metal-Painted Aluminum","Aluminum","Aluminum, powder-coated","22 figures each 3' high, with 5 additional separate ball shapes.","Series of figures mounted on walls near ceiling around foyer","Appropriately entitled ""Stop-Action-Frieze,"" Jay Coogan's sculptural frieze consists of a series of three-foot tall aluminum figures 'frozen' in mid-action. Arranged in a continuous band around the interior of the youth center's two-story lobby, the figures connect the space visually while they also suggest identity and unification for the diverse groups that participate in the center's programs.
Coogan received his M.F.A. in Sculpture from Hunter College in New York and his B.A. in Art from Brown University. His work has been in numerous shows both domestically and internationally and is the recipient of several New England based awards. He is currently the Associate Provost at the Rhode Island School of Design.

"
"CAC97.01c","Coogan","Jay","Male ","""Stop-Action-Frieze"" (blue figure w/ braid running)","1997","Frisoli Youth Center, interior",,"61 Willow St., Frisoli Youth Center, around the interior of the youth center's two-story lobby","Interior ","Sculpture ","Metal-Painted Aluminum","Aluminum","Aluminum, powder-coated","22 figures each 3' high, with 5 additional separate ball shapes.","Series of figures mounted on walls near ceiling around foyer","Appropriately entitled ""Stop-Action-Frieze,"" Jay Coogan's sculptural frieze consists of a series of three-foot tall aluminum figures 'frozen' in mid-action. Arranged in a continuous band around the interior of the youth center's two-story lobby, the figures connect the space visually while they also suggest identity and unification for the diverse groups that participate in the center's programs.
Coogan received his M.F.A. in Sculpture from Hunter College in New York and his B.A. in Art from Brown University. His work has been in numerous shows both domestically and internationally and is the recipient of several New England based awards. He is currently the Associate Provost at the Rhode Island School of Design.

"
"CAC97.01q","Coogan","Jay","Male ","""Stop-Action-Frieze"" (red figure playing boardgame w/ blue board)","1997","Frisoli Youth Center, interior",,"61 Willow St., Frisoli Youth Center, around the interior of the youth center's two-story lobby","Interior ","Sculpture ","Metal-Painted Aluminum","Aluminum","Aluminum, powder-coated","22 figures each 3' high, with 5 additional separate ball shapes.","Series of figures mounted on walls near ceiling around foyer","Appropriately entitled ""Stop-Action-Frieze,"" Jay Coogan's sculptural frieze consists of a series of three-foot tall aluminum figures 'frozen' in mid-action. Arranged in a continuous band around the interior of the youth center's two-story lobby, the figures connect the space visually while they also suggest identity and unification for the diverse groups that participate in the center's programs.
Coogan received his M.F.A. in Sculpture from Hunter College in New York and his B.A. in Art from Brown University. His work has been in numerous shows both domestically and internationally and is the recipient of several New England based awards. He is currently the Associate Provost at the Rhode Island School of Design.

"
"CAC97.01i","Coogan","Jay","Male ","""Stop-Action-Frieze"" (red figure sitting w/ black book)","1997","Frisoli Youth Center, interior",,"61 Willow St., Frisoli Youth Center, around the interior of the youth center's two-story lobby","Interior ","Sculpture ","Metal-Painted Aluminum","Aluminum","Aluminum, powder-coated","22 figures each 3' high, with 5 additional separate ball shapes.","Series of figures mounted on walls near ceiling around foyer","Appropriately entitled ""Stop-Action-Frieze,"" Jay Coogan's sculptural frieze consists of a series of three-foot tall aluminum figures 'frozen' in mid-action. Arranged in a continuous band around the interior of the youth center's two-story lobby, the figures connect the space visually while they also suggest identity and unification for the diverse groups that participate in the center's programs.
Coogan received his M.F.A. in Sculpture from Hunter College in New York and his B.A. in Art from Brown University. His work has been in numerous shows both domestically and internationally and is the recipient of several New England based awards. He is currently the Associate Provost at the Rhode Island School of Design.

"
"CAC97.01t","Coogan","Jay","Male ","""Stop-Action-Frieze"" (red figure at blue dance barre)","1997","Frisoli Youth Center, interior",,"61 Willow St., Frisoli Youth Center, around the interior of the youth center's two-story lobby","Interior ","Sculpture ","Metal-Painted Aluminum","Aluminum","Aluminum, powder-coated","22 figures each 3' high, with 5 additional separate ball shapes.","Series of figures mounted on walls near ceiling around foyer","Appropriately entitled ""Stop-Action-Frieze,"" Jay Coogan's sculptural frieze consists of a series of three-foot tall aluminum figures 'frozen' in mid-action. Arranged in a continuous band around the interior of the youth center's two-story lobby, the figures connect the space visually while they also suggest identity and unification for the diverse groups that participate in the center's programs.
Coogan received his M.F.A. in Sculpture from Hunter College in New York and his B.A. in Art from Brown University. His work has been in numerous shows both domestically and internationally and is the recipient of several New England based awards. He is currently the Associate Provost at the Rhode Island School of Design.

"
"CAC97.01h","Coogan","Jay","Male ","""Stop-Action-Frieze"" (blue figure reaching up)","1997","Frisoli Youth Center, interior",,"61 Willow St., Frisoli Youth Center, around the interior of the youth center's two-story lobby","Interior ","Sculpture ","Metal-Painted Aluminum","Aluminum","Aluminum, powder-coated","22 figures each 3' high, with 5 additional separate ball shapes.","Series of figures mounted on walls near ceiling around foyer","Appropriately entitled ""Stop-Action-Frieze,"" Jay Coogan's sculptural frieze consists of a series of three-foot tall aluminum figures 'frozen' in mid-action. Arranged in a continuous band around the interior of the youth center's two-story lobby, the figures connect the space visually while they also suggest identity and unification for the diverse groups that participate in the center's programs.
Coogan received his M.F.A. in Sculpture from Hunter College in New York and his B.A. in Art from Brown University. His work has been in numerous shows both domestically and internationally and is the recipient of several New England based awards. He is currently the Associate Provost at the Rhode Island School of Design.

"
"CAC97.01a","Coogan","Jay","Male ","""Stop-Action-Frieze"" (blue figure wearing skirt holding hands)","1997","Frisoli Youth Center, interior",,"61 Willow St., Frisoli Youth Center, around the interior of the youth center's two-story lobby","Interior ","Sculpture ","Metal-Painted Aluminum","Aluminum","Aluminum, powder-coated","22 figures each 3' high, with 5 additional separate ball shapes.","Series of figures mounted on walls near ceiling around foyer","Appropriately entitled ""Stop-Action-Frieze,"" Jay Coogan's sculptural frieze consists of a series of three-foot tall aluminum figures 'frozen' in mid-action. Arranged in a continuous band around the interior of the youth center's two-story lobby, the figures connect the space visually while they also suggest identity and unification for the diverse groups that participate in the center's programs.
Coogan received his M.F.A. in Sculpture from Hunter College in New York and his B.A. in Art from Brown University. His work has been in numerous shows both domestically and internationally and is the recipient of several New England based awards. He is currently the Associate Provost at the Rhode Island School of Design.

"
"CAC97.01s","Coogan","Jay","Male ","""Stop-Action-Frieze"" (green figure w/ ponytail at blue dance barre)","1997","Frisoli Youth Center, interior",,"61 Willow St., Frisoli Youth Center, around the interior of the youth center's two-story lobby","Interior ","Sculpture ","Metal-Painted Aluminum","Aluminum","Aluminum, powder-coated","22 figures each 3' high, with 5 additional separate ball shapes.","Series of figures mounted on walls near ceiling around foyer","Appropriately entitled ""Stop-Action-Frieze,"" Jay Coogan's sculptural frieze consists of a series of three-foot tall aluminum figures 'frozen' in mid-action. Arranged in a continuous band around the interior of the youth center's two-story lobby, the figures connect the space visually while they also suggest identity and unification for the diverse groups that participate in the center's programs.
Coogan received his M.F.A. in Sculpture from Hunter College in New York and his B.A. in Art from Brown University. His work has been in numerous shows both domestically and internationally and is the recipient of several New England based awards. He is currently the Associate Provost at the Rhode Island School of Design.

"
"CAC97.01u","Coogan","Jay","Male ","""Stop-Action-Frieze"" (blue figure climbing balcony)","1997","Frisoli Youth Center, interior",,"61 Willow St., Frisoli Youth Center, around the interior of the youth center's two-story lobby","Interior ","Sculpture ","Metal-Painted Aluminum","Aluminum","Aluminum, powder-coated","22 figures each 3' high, with 5 additional separate ball shapes.","Series of figures mounted on walls near ceiling around foyer","Appropriately entitled ""Stop-Action-Frieze,"" Jay Coogan's sculptural frieze consists of a series of three-foot tall aluminum figures 'frozen' in mid-action. Arranged in a continuous band around the interior of the youth center's two-story lobby, the figures connect the space visually while they also suggest identity and unification for the diverse groups that participate in the center's programs.
Coogan received his M.F.A. in Sculpture from Hunter College in New York and his B.A. in Art from Brown University. His work has been in numerous shows both domestically and internationally and is the recipient of several New England based awards. He is currently the Associate Provost at the Rhode Island School of Design.

"
"CAC97.01l","Coogan","Jay","Male ","""Stop-Action-Frieze"" (blue figure running w/ red soccer ball)","1997","Frisoli Youth Center, interior",,"61 Willow St., Frisoli Youth Center, around the interior of the youth center's two-story lobby","Interior ","Sculpture ","Metal-Painted Aluminum","Aluminum","Aluminum, powder-coated","22 figures each 3' high, with 5 additional separate ball shapes.","Series of figures mounted on walls near ceiling around foyer","Appropriately entitled ""Stop-Action-Frieze,"" Jay Coogan's sculptural frieze consists of a series of three-foot tall aluminum figures 'frozen' in mid-action. Arranged in a continuous band around the interior of the youth center's two-story lobby, the figures connect the space visually while they also suggest identity and unification for the diverse groups that participate in the center's programs.
Coogan received his M.F.A. in Sculpture from Hunter College in New York and his B.A. in Art from Brown University. His work has been in numerous shows both domestically and internationally and is the recipient of several New England based awards. He is currently the Associate Provost at the Rhode Island School of Design.

"
"CAC97.01r","Coogan","Jay","Male ","""Stop-Action-Frieze"" (yellow figure w/ black barbell)","1997","Frisoli Youth Center, interior",,"61 Willow St., Frisoli Youth Center, around the interior of the youth center's two-story lobby","Interior ","Sculpture ","Metal-Painted Aluminum","Aluminum","Aluminum, powder-coated","22 figures each 3' high, with 5 additional separate ball shapes.","Series of figures mounted on walls near ceiling around foyer","Appropriately entitled ""Stop-Action-Frieze,"" Jay Coogan's sculptural frieze consists of a series of three-foot tall aluminum figures 'frozen' in mid-action. Arranged in a continuous band around the interior of the youth center's two-story lobby, the figures connect the space visually while they also suggest identity and unification for the diverse groups that participate in the center's programs.
Coogan received his M.F.A. in Sculpture from Hunter College in New York and his B.A. in Art from Brown University. His work has been in numerous shows both domestically and internationally and is the recipient of several New England based awards. He is currently the Associate Provost at the Rhode Island School of Design.

"
"CAC97.01p","Coogan","Jay","Male ","""Stop-Action-Frieze"" (black figure playing boardgame)","1997","Frisoli Youth Center, interior",,"61 Willow St., Frisoli Youth Center, around the interior of the youth center's two-story lobby","Interior ","Sculpture ","Metal-Painted Aluminum","Aluminum","Aluminum, powder-coated","22 figures each 3' high, with 5 additional separate ball shapes.","Series of figures mounted on walls near ceiling around foyer","Appropriately entitled ""Stop-Action-Frieze,"" Jay Coogan's sculptural frieze consists of a series of three-foot tall aluminum figures 'frozen' in mid-action. Arranged in a continuous band around the interior of the youth center's two-story lobby, the figures connect the space visually while they also suggest identity and unification for the diverse groups that participate in the center's programs.
Coogan received his M.F.A. in Sculpture from Hunter College in New York and his B.A. in Art from Brown University. His work has been in numerous shows both domestically and internationally and is the recipient of several New England based awards. He is currently the Associate Provost at the Rhode Island School of Design.

"
"CAC97.01g","Coogan","Jay","Male ","""Stop-Action-Frieze"" (blue figure in black wheelchair w/ green ball)","1997","Frisoli Youth Center, interior",,"61 Willow St., Frisoli Youth Center, around the interior of the youth center's two-story lobby","Interior ","Sculpture ","Metal-Painted Aluminum","Aluminum","Aluminum, powder-coated","22 figures each 3' high, with 5 additional separate ball shapes.","Series of figures mounted on walls near ceiling around foyer","Appropriately entitled ""Stop-Action-Frieze,"" Jay Coogan's sculptural frieze consists of a series of three-foot tall aluminum figures 'frozen' in mid-action. Arranged in a continuous band around the interior of the youth center's two-story lobby, the figures connect the space visually while they also suggest identity and unification for the diverse groups that participate in the center's programs.
Coogan received his M.F.A. in Sculpture from Hunter College in New York and his B.A. in Art from Brown University. His work has been in numerous shows both domestically and internationally and is the recipient of several New England based awards. He is currently the Associate Provost at the Rhode Island School of Design.

"
"CAC97.01m","Coogan","Jay","Male ","""Stop-Action-Frieze"" (yellow figure w/ green paddle)","1997","Frisoli Youth Center, interior",,"61 Willow St., Frisoli Youth Center, around the interior of the youth center's two-story lobby","Interior ","Sculpture ","Metal-Painted Aluminum","Aluminum","Aluminum, powder-coated","22 figures each 3' high, with 5 additional separate ball shapes.","Series of figures mounted on walls near ceiling around foyer","Appropriately entitled ""Stop-Action-Frieze,"" Jay Coogan's sculptural frieze consists of a series of three-foot tall aluminum figures 'frozen' in mid-action. Arranged in a continuous band around the interior of the youth center's two-story lobby, the figures connect the space visually while they also suggest identity and unification for the diverse groups that participate in the center's programs.
Coogan received his M.F.A. in Sculpture from Hunter College in New York and his B.A. in Art from Brown University. His work has been in numerous shows both domestically and internationally and is the recipient of several New England based awards. He is currently the Associate Provost at the Rhode Island School of Design.

"
"CAC04.05","Andrews","Edwin","Male ","""Dot Matrix""","2004","Green Street Garage",,"Corner of Pearl and Green street in Central Square ","Exterior ","Sculpture ","Mixed media  ","Aluminum, Plexiglas","Aluminum, PLexiglas, cable","3 story stairwell","3 story stairwell walls","Artist Edwin Andrews, Associate Professor of sculpture and design at Northeastern University, was selected for the project from the Arts Council's Public Art Slide Registry. Andrews has proposed to create aluminum security screens for the window openings, with colored glass and optical lenses inserted into the screen. The glass will cast colored shadows and the lenses will reflect images of passers-by on the interior walls. The proposal works on two levels: On a practical level, the grid structure makes the large window openings safe and protects the stairway from wind and rain, without enclosing it with solid glass. And on an aesthetic level, this practical solution provides visual interest and improves the look of the building where it is most visible."
"CAC09.02","Wodiczko","Krzysztof","Male ","Illumination Project for the Robert W. Healy Public Saftey Facility","2009","Robert W. Healy Public Saftey Facility, 125 Sixth Street",,"on the façade of the building ","Exterior ","Electronic media ","Digital-Lighting installation ","LED Lights, Metal, Computer Software",,"14 lights: 7 top row 8' x 18"" x 11"", 7 bottom row 5' x 7 1/2"" x 5 1/2""",,"Artist Krzysztof Wodiczko created a work of public art for the Robert W. Healy Public Safety Facility that illuminates the façade of the building with a dynamic lighting system.  Using LED lamps and making new use of the twelve existing light fixtures on the front of the building, the artist selected different colors of light and display patterns in order to symbolize and express the continuing responsiveness of the Cambridge Police Department and the Emergency Communications Center to the life of Cambridge citizens. "
"CAC06.06c","Schelling","Robert","Male ","""Gore Field"" (tall oval)","2006","Gold Star Mothers Park",,"Gore St. at 6th St., at three gateway entrances on Gore Street in East Cambridge ","Exterior ","Sculpture ","Bronze ","Bronze ","Bronze ","1 of 7 Medallions, 20""H x 10""W x 1.5""D","Located on brick pillar","Artist Robert Schelling cast seven bronze relief sculptures for the three gateways to Gold Star Mothers Park on Gore Street in East Cambridge. In the artist's words, his sculptures ""celebrate forms that accompany us in the moment, that we all share in nature, culture, sports, and our daily lives."" At once playful and mystical, Schelling's abstracted motifs mark the experience of leaving the urban complexity of the neighborhood and entering a park that invites play, rest, and recreation."
"CAC06.06f","Schelling","Robert","Male ","""Gore Field"" (tall rectangle)","2006","Gold Star Mothers Park",,"Gore St. at 6th St., at three gateway entrances on Gore Street in East Cambridge ","Exterior ","Sculpture ","Bronze ","Bronze ","Bronze ","1 of 7 Medallions, 21""H x 10""W x 2""D","Located on brick pillar","Artist Robert Schelling cast seven bronze relief sculptures for the three gateways to Gold Star Mothers Park on Gore Street in East Cambridge. In the artist's words, his sculptures ""celebrate forms that accompany us in the moment, that we all share in nature, culture, sports, and our daily lives."" At once playful and mystical, Schelling's abstracted motifs mark the experience of leaving the urban complexity of the neighborhood and entering a park that invites play, rest, and recreation."
"CAC06.06d","Schelling","Robert","Male ","""Gore Field"" (basketball)","2006","Gold Star Mothers Park",,"Gore St. at 6th St., at three gateway entrances on Gore Street in East Cambridge ","Exterior ","Sculpture ","Bronze ","Bronze ","Bronze ","1 of 7 Medallions, 15.25""Dia x 7/8""D","Located on brick pillar","Artist Robert Schelling cast seven bronze relief sculptures for the three gateways to Gold Star Mothers Park on Gore Street in East Cambridge. In the artist's words, his sculptures ""celebrate forms that accompany us in the moment, that we all share in nature, culture, sports, and our daily lives."" At once playful and mystical, Schelling's abstracted motifs mark the experience of leaving the urban complexity of the neighborhood and entering a park that invites play, rest, and recreation."
"CAC06.06g","Schelling","Robert","Male ","""Gore Field"" (diamond)","2006","Gold Star Mothers Park",,"Gore St. at 6th St., at three gateway entrances on Gore Street in East Cambridge ","Exterior ","Sculpture ","Bronze ","Bronze ","Bronze ","1 of 7 Medallions, 17.5""H x 17""W x 1""D","Located on brick pillar","Artist Robert Schelling cast seven bronze relief sculptures for the three gateways to Gold Star Mothers Park on Gore Street in East Cambridge. In the artist's words, his sculptures ""celebrate forms that accompany us in the moment, that we all share in nature, culture, sports, and our daily lives."" At once playful and mystical, Schelling's abstracted motifs mark the experience of leaving the urban complexity of the neighborhood and entering a park that invites play, rest, and recreation."
"CAC06.06a","Schelling","Robert","Male ","""Gore Field"" (triangle with dots)","2006","Gold Star Mothers Park",,"Gore St. at 6th St., at three gateway entrances on Gore Street in East Cambridge ","Exterior ","Sculpture ","Bronze ","Bronze ","Bronze ","1 of 7 Medallions, 16""H x 17""W x 1.5""D","Located on brick pillar","Artist Robert Schelling cast seven bronze relief sculptures for the three gateways to Gold Star Mothers Park on Gore Street in East Cambridge. In the artist's words, his sculptures ""celebrate forms that accompany us in the moment, that we all share in nature, culture, sports, and our daily lives."" At once playful and mystical, Schelling's abstracted motifs mark the experience of leaving the urban complexity of the neighborhood and entering a park that invites play, rest, and recreation."
"CAC06.06e","Schelling","Robert","Male ","""Gore Field"" (circle with square and triangle)","2006","Gold Star Mothers Park",,"Gore St. at 6th St., at three gateway entrances on Gore Street in East Cambridge ","Exterior ","Sculpture ","Bronze ","Bronze ","Bronze ","1 of 7 Medallions, 15.5""Dia x 1.75""D","Located on brick pillar","Artist Robert Schelling cast seven bronze relief sculptures for the three gateways to Gold Star Mothers Park on Gore Street in East Cambridge. In the artist's words, his sculptures ""celebrate forms that accompany us in the moment, that we all share in nature, culture, sports, and our daily lives."" At once playful and mystical, Schelling's abstracted motifs mark the experience of leaving the urban complexity of the neighborhood and entering a park that invites play, rest, and recreation."
"CAC06.06b","Schelling","Robert","Male ","""Gore Field"" (upside down triangle with diamonds)","2006","Gold Star Mothers Park",,"Gore St. at 6th St., at three gateway entrances on Gore Street in East Cambridge ","Exterior ","Sculpture ","Bronze ","Bronze ","Bronze ","1 of 7 Medallions, 16""H x 16""W x 2""D","Located on brick pillar","Artist Robert Schelling cast seven bronze relief sculptures for the three gateways to Gold Star Mothers Park on Gore Street in East Cambridge. In the artist's words, his sculptures ""celebrate forms that accompany us in the moment, that we all share in nature, culture, sports, and our daily lives."" At once playful and mystical, Schelling's abstracted motifs mark the experience of leaving the urban complexity of the neighborhood and entering a park that invites play, rest, and recreation."
"CAC89.02","Gerakaris","Dimitri","Male ","""Centanni Way Garden Sculpture"" (B) ""Sunflower""","1989","Centanni Way Park",,"Thorndike Street between Second and Third Streets: by the walkway between the Bullfinich and the Probate Courthouses ","Exterior ","Sculpture ","Metal-Painted Wrought Iron","Paint and wrought iron","Wrought iron, galvanized, paint ","6' x 4' x 3'","Flower sculpture in courtyard","As if to evade the doldrums brought on by the dormant plants and bare trees of winter, Dimitri Gerakaris forged two floral sculptures for the park from wrought iron. He then had the iron galvanized to make the flowers fully immune to the forces of nature. ""They provide pleasure throughout the four seasons and remind us that plant life will spring forth once again,"" says Gerakaris.

To create the sculptures the artist researched the heritage and flavor of East Cambridge flower and vegetable gardens. The sculptures are set amid the surrounding plant life and vegetation. One sculpture depicts Sunflowers intertwined with Grapevines sprouting from the base, which the artist sees as a floral fountain -- an explosion of the life force and energy of this community. The other work depicts the Poppy, Daylily and Lily-of-the-Valley.

Gerakaris specializes in site-specific sculptural and architectural metalwork utilizing primarily forged metals. He has completed public works for the New York Metropolitan Transit Authority, City of Boston, and other agencies. In Cambridge, Gerakaris has another botanical artwork at the Blacksmith House on Brattle Street in Harvard Square."
