"district","survey_year","what_is_the_primary_purpose_for_being_in_district_today","what_particular_businesses_are_you_visiting_today","please_tell_me_3_types_of_businesses_you_would_like_to_see_in_the_district_that_are_not_here_now","which_types_of_businesses_would_you_like_to_see_in_district","how_often_do_you_use_services_or_shops_in_district","how_long_is_your_average_visit_outside_of_work_to_district","how_do_you_most_frequently_get_to_the_district","ranking_of_barbers_hair_salons","ranking_of_bars","ranking_of_sporting_goods","ranking_of_home_goods","ranking_of_coffee_shops","ranking_of_convenience_stores","ranking_of_office_supply_stores","ranking_of_restaurants_take_out","ranking_of_restaurants_stores","ranking_of_dry_cleaners_tailors","ranking_of_fitness_centers_gyms","ranking_of_grocery_stores","ranking_of_movie_theaters_entertainment","ranking_of_food_trucks","ranking_of_apparel_clothing_stores","ranking_of_specialty_retail","ranking_of_pharmacy","ranking_of_specialty_food_stores","ranking_of_florists","ranking_of_book_stores","ranking_of_farmer_s_markets","ranking_of_hardware_stores","ranking_of_accessories_stores_shoes_jewelry","ranking_of_healthcare_dentists_doctors","do_you_want_more_barbers_hair_salons","do_you_want_more_bars","do_you_want_more_sporting_goods_stores","do_you_want_more_home_goods_stores","do_you_want_more_coffee_shops","do_you_want_more_convenience_stores","do_you_want_more_office_supply_stores","do_you_want_more_restaurants_take_out","do_you_want_more_restaurants_sit_down","do_you_want_more_dry_cleaners_tailors","do_you_want_more_fitness_centers_gyms","do_you_want_more_grocery_stores","do_you_want_more_movie_theaters_entertainment","do_you_want_more_food_trucks","do_you_want_more_apparel_clothing_stores","do_you_want_more_specialty_retail","do_you_want_more_pharmacies","do_you_want_more_specialty_food_stores","do_you_want_more_book_stores","do_you_want_more_florists","do_you_want_more_farmer_s_markets","do_you_want_more_hardware_stores","do_you_want_more_accessory_stores_jewelry_shoes","do_you_want_more_healthcare_offices_doctors_dentists","how_many_times_a_month_do_you_come_to_district_for_dining_entertainment_in_evening","how_many_times_a_month_do_you_come_to_district_for_dining_in_evening","how_many_times_a_month_do_you_come_to_district_for_entertainment_in_evening","what_would_make_you_shop_visit_more_often_in_district","what_discourages_you_from_shopping_in_district","how_would_you_rate_access_to_parking","how_would_you_rate_access_to_public_transit","how_would_you_rate_the_range_of_goods_and_services_available","how_would_you_rate_the_quality_of_goods_and_services_available","how_would_you_rate_the_price_of_goods_and_services_available","how_would_you_rate_the_friendliness_of_the_district","how_would_you_rate_the_attractiveness_of_the_district","how_would_you_rate_the_cleanliness_of_the_district","how_would_you_rate_the_infrastructure_of_the_district","how_would_you_rate_the_safety_of_the_district","how_would_you_rate_the_business_hours_of_the_district","how_would_you_rate_the_presence_of_independent_businesses_in_the_district","how_would_you_rate_the_cultural_attractions_of_the_district","how_would_you_rate_the_outdoor_activities_and_nightlife_in_the_district","how_important_is_parking","how_important_is_access_to_public_transit","how_important_is_the_range_of_goods_and_services_available","how_important_is_the_quality_of_goods_and_services_available","how_important_is_the_price_of_goods_and_services_available","how_important_is_the_friendliness_of_the_district","how_important_is_the_attractiveness_of_the_district","how_important_is_the_cleanliness_of_the_district","how_important_is_the_infrastructure_in_the_district","how_important_is_the_safety_of_the_district","how_important_are_the_business_hours_within_the_district","how_important_is_the_presence_of_independent_businesses","how_important_is_the_presence_of_cultural_events_in_the_district","how_important_is_the_availability_of_outdoor_activities_and_nightlife_in_the_district","residency","do_you_work_in_cambridge","do_you_go_to_school_in_cambridge","gender","age","language","homeownership","ethinicity","race","what_is_one_word_you_use_to_decribe_the_district","what_would_you_change_abou_the_district","what_would_you_keep_about_the_district","what_would_you_eliminate_from_the_district"
"Kendall Square ","2011","Work","[Data Unavailable]","[Data Unavailable]","[Data Unavailable]","Rarely/Never","Less than an hour","Subway","Poor","Poor","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Fair","Poor","Poor","Fair","Poor","Fair","Fair","[Question Not Included in This District's Survey]","Poor","Good",,"Fair","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Poor","Good","Fair","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","No","Yes","No","No","No","No","No","No","No","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","Yes","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Once Per Month","Once Per Month","[Question Not Included in This District's Survey]","Parking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","No",,,,,"Non-Hispanic",,"[Question Not Included in This District's Survey]",,,
"Kendall Square ","2011","Recreation","[Data Unavailable]","[Data Unavailable]","[Data Unavailable]","Rarely/Never",,"Subway",,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,,,,,"[Question Not Included in This District's Survey]",,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","No","No","No","No","No","No","No","No","No","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,"[Question Not Included in This District's Survey]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","No",,,,,"Non-Hispanic","Asian","[Question Not Included in This District's Survey]",,,
"Kendall Square ","2011","Work","[Data Unavailable]","[Data Unavailable]","[Data Unavailable]",,,,"Good","Fair","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Fair","Poor","Poor","Good","Good","Fair","Fair","[Question Not Included in This District's Survey]","Poor","Good",,"Poor","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Good","Good","Good","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","No","No","No","No","No","No","No","No","No","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,"[Question Not Included in This District's Survey]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","No",,,,,"Non-Hispanic",,"[Question Not Included in This District's Survey]",,,
"Kendall Square ","2011","Work","[Data Unavailable]","[Data Unavailable]","[Data Unavailable]",,,"Subway","Good","Good","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Good","Good","Good","Good","Good","Good","Good","[Question Not Included in This District's Survey]","Good","Good",,"Good","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Good","Good","Good","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","No","No","No","No","No","No","No","No","No","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Rarely/Never","Every Day","[Question Not Included in This District's Survey]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","No","Female","45-54","English",,"Non-Hispanic","White","[Question Not Included in This District's Survey]",,,
"Kendall Square ","2011","Work","[Data Unavailable]","[Data Unavailable]","[Data Unavailable]",,,"Subway",,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,,,,,"[Question Not Included in This District's Survey]",,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","No","No","No","No","No","No","No","No","No","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Once Per Month","Every Day","[Question Not Included in This District's Survey]","Parking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","No","Male","20-24","English",,"Non-Hispanic","White","[Question Not Included in This District's Survey]",,,
"Kendall Square ","2011","Work","[Data Unavailable]","[Data Unavailable]","[Data Unavailable]",,,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,,,,,"[Question Not Included in This District's Survey]",,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","No","No","No","No","No","No","No","No","No","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,"[Question Not Included in This District's Survey]","Parking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","No","Male","45-54","English",,"Non-Hispanic","White","[Question Not Included in This District's Survey]",,,
"Kendall Square ","2011","Work","[Data Unavailable]","[Data Unavailable]","[Data Unavailable]",,,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,,,,,"[Question Not Included in This District's Survey]",,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","No","No","No","No","No","No","No","No","No","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Every Day","Once Per Month","[Question Not Included in This District's Survey]","Special Events","Fair","Good",,"Good",,"Fair","Good",,"Good","Good","Fair",,"Poor","Fair",,,,,,,,,,,"Very",,,,,"Yes","No","Female","55-64","English",,"Non-Hispanic","White","[Question Not Included in This District's Survey]","more art work, sculptures, color",,
"Kendall Square ","2011","Social (Meeting or Visiting Someone)","[Data Unavailable]","[Data Unavailable]","[Data Unavailable]",,,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,,,,,"[Question Not Included in This District's Survey]",,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","No","No","No","No","No","No","No","No","No","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,"[Question Not Included in This District's Survey]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","No","Male","20-24","German",,"Non-Hispanic","White","[Question Not Included in This District's Survey]","Improve surrounding aesthetics in the Central Plaza (eg trash cans)","Art in Plaza, esp the globe is soothing","(Visiting from Germany)"
"Kendall Square ","2011","Work","[Data Unavailable]","[Data Unavailable]","[Data Unavailable]",,,"Subway",,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,,,,,"[Question Not Included in This District's Survey]",,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","No","No","No","No","No","No","No","No","No","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,"[Question Not Included in This District's Survey]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","No","Male","45-54","English","Rent","Non-Hispanic","White","[Question Not Included in This District's Survey]",,"Everything seems to be here",
"Kendall Square ","2011","Work","[Data Unavailable]","[Data Unavailable]","[Data Unavailable]",,,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,,,,,"[Question Not Included in This District's Survey]",,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","No","No","No","No","No","No","No","No","No","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,"[Question Not Included in This District's Survey]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","No",,,,,"Non-Hispanic",,"[Question Not Included in This District's Survey]",,,
"Kendall Square ","2011","Work","[Data Unavailable]","[Data Unavailable]","[Data Unavailable]",,,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,,,,,"[Question Not Included in This District's Survey]",,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","No","No","No","No","No","No","No","No","No","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,"[Question Not Included in This District's Survey]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","No",,,,,"Non-Hispanic",,"[Question Not Included in This District's Survey]",,,
"Kendall Square ","2011","Dining","[Data Unavailable]","[Data Unavailable]","[Data Unavailable]",,,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,,,,,"[Question Not Included in This District's Survey]",,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","No","No","No","No","No","No","No","No","No","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","2-3 Times Per Month","Every Day","[Question Not Included in This District's Survey]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","Yes","Male","25-34","English",,"Non-Hispanic","White","[Question Not Included in This District's Survey]","Add some nightlife if possible, Area 4 and Catalyst look like a good start",,
"Kendall Square ","2011","Work","[Data Unavailable]","[Data Unavailable]","[Data Unavailable]",,,"Drive",,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,,,,,"[Question Not Included in This District's Survey]",,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","No","No","No","No","No","No","No","No","No","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,"[Question Not Included in This District's Survey]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","No","Male","55-64",,,"Non-Hispanic","White","[Question Not Included in This District's Survey]",,,
"Kendall Square ","2011","School (MIT)","[Data Unavailable]","[Data Unavailable]","[Data Unavailable]",,,"Walk",,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,,,,,"[Question Not Included in This District's Survey]",,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","No","No","No","No","No","No","No","No","No","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Once Per Month","Once Per Month","[Question Not Included in This District's Survey]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes","Male","20-24",,,"Non-Hispanic","White","[Question Not Included in This District's Survey]","More mixed use buildings, more food",,
"Porter Square ","2012","Shopping","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","2-3 Times Per Month","2-3 Hours","Drive","Good","Good","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Good",,"Good","Good","Good",,"Good","Good","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Fair","Fair","Fair","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Good","[Question Not Included in This District's Survey]","Good","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","Yes","Yes","Yes","No","No","No","No","[Question Not Included in This District's Survey]","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Every Day","Every Day","[Question Not Included in This District's Survey]","Parking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","No",,,,,"Non-Hispanic",,"[Question Not Included in This District's Survey]",,,
"Porter Square ","2012","Work","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","2-3 Times Per Month",,"Bike","Fair","Poor","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Good","Good","Poor","Good","Good","Good","Good","Good","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Good","Good","Good","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Good","[Question Not Included in This District's Survey]","Good","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Yes","Yes","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","[Question Not Included in This District's Survey]","Yes","Yes","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Yes","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Yes","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Every Day","Every Day","[Question Not Included in This District's Survey]","No Bars","Poor","Fair","Fair","Fair","Fair","Good","Fair","Fair","Poor","Fair","Fair","Fair","Poor","Poor","Very","Very","Somewhat","Very","Very","Very","Very","Very","Very","Very","Very","Very","Very","Very",,"Yes","No","Female","20-24","English","Rent","Non-Hispanic","White","[Question Not Included in This District's Survey]","Add bike cages","Asian market",
"Alewife & Fresh Pond ","2015","Work","Work","Restaurant, Café","[Question Not Included in This District's Survey]","3-5 Times Per Week","1-2 hours","Subway",,"[Question Not Included in This District's Survey]",,,"Poor","Poor",,"Fair","Fair",,,"Poor",,"Fair",,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,"[Question Not Included in This District's Survey]",,,,,,,,,,,,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","1-2 times","1-2 times","1-2 times","Parking","[Question Not Included in This District's Survey]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Porter Square ","2012","Dining","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","2-3 Times Per Month","1-2 Hours","Drive",,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Good",,,,,,,"Good","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,"[Question Not Included in This District's Survey]","Good","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","No","No","No","No","No","No","[Question Not Included in This District's Survey]","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,"[Question Not Included in This District's Survey]",,"Good",,,"Good","Good","Good",,"Good",,"Good",,,,,,,,,,,,,,,,,,,,"No","No",,"65-74","English","Own","Non-Hispanic","White","[Question Not Included in This District's Survey]",,,
"Porter Square ","2012","School","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","2-3 Times Per Month","Less than an Hour","Subway",,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,,,,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,"[Question Not Included in This District's Survey]",,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","No","No","No","No","No","No","[Question Not Included in This District's Survey]","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Every Day","Every Day","[Question Not Included in This District's Survey]","Variety of Prices",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","Yes","Female","20-24","English","Rent","Non-Hispanic","White","[Question Not Included in This District's Survey]",,,"Odd windmill outside of the T"
"Porter Square ","2012","Shopping","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","3-5 Times Per Week","Less than an Hour","Walk",,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,,"Fair","Fair","Good",,"Fair","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,"Fair","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Good","[Question Not Included in This District's Survey]","Fair","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","Yes","Yes","No","No","No","No","[Question Not Included in This District's Survey]","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Every Day","Every Day","[Question Not Included in This District's Survey]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","No","Male","85+",,,"Non-Hispanic","White","[Question Not Included in This District's Survey]",,,
"Porter Square ","2012","Shopping","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","3-5 Times Per Week","2-3 Hours","Drive",,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Good","Fair",,,,"Fair",,"Fair","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Poor",,"Fair","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Good","[Question Not Included in This District's Survey]","Good","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Yes","No","Yes","No","No","No","No","Yes","No","[Question Not Included in This District's Survey]","Yes","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Rarely/Never","Rarely/Never","[Question Not Included in This District's Survey]","Special Events",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","No",,,,,"Non-Hispanic",,"[Question Not Included in This District's Survey]",,,
"Porter Square ","2012","Work","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","3-5 Times Per Week","2-3 Hours","Bike",,,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,"Fair",,"Fair","Good",,,"Fair","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,"Good","Poor","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Good","[Question Not Included in This District's Survey]",,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","Yes","No","No","No","No","No","Yes","[Question Not Included in This District's Survey]","Yes","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Yes","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","2-3 Times Per Week","2-3 Times Per Month","[Question Not Included in This District's Survey]","Special Events",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","No",,,,,"Non-Hispanic",,"[Question Not Included in This District's Survey]",,,
"Porter Square ","2012","Shopping","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","3-5 Times Per Week","1-2 Hours","Subway","Good",,"[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Fair",,"Poor","Poor",,,,"Good","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Poor",,"Fair","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","Good","[Question Not Included in This District's Survey]","Good","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","No","No","No","No","No","No","No","No","[Question Not Included in This District's Survey]","No","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","No","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]","[Question Not Included in This District's Survey]",,,"[Question Not Included in This District's Survey]",,,"Good",,"Good",,"Good",,"Good","Good","Good",,,,,,,,,,,,,,,,,,,,"No","No","Female","65-74","English",,"Non-Hispanic","White","[Question Not Included in This District's Survey]",,,
