"year","company","industry","employment","rank"
"1996","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","7384","1"
"1997","LIFELINE SYSTEMS","HEALTH CARE","394","25"
"1997","COMMONWEALTH ENERGY SYSTEMS","PUBLIC UTILITY","397","24"
"1997","RAYTHEON ENGINEERING","CONSTRUCTION","440","23"
"1997","LESLEY UNIVERSITY","HIGHER EDUCATION","452","22"
"1997","PFIZER","BIOTECHNOLOGY/PHARMA","582","21"
"1997","SPAULDING HOSPITAL CAMBRIDGE/YOUVILLE","HEALTH CARE","585","20"
"1997","COMMONWEALTH OF MASSACHUSETTS","GOVERNMENT","659","19"
"1997","CDM SMITH","CONSULTING","693","18"
"1997","NECCO/HAVILAND","MANUFACTURING","700","17"
"1997","QUEST DIAGNOSTICS","HEALTH CARE","700","16"
"1997","ABT ASSOCIATES","CONSULTING","751","15"
"1997","BIOGEN IDEC","BIOTECHNOLOGY/PHARMA","780","14"
"1997","SHAWS SUPERMARKETS/STAR MARKET","SUPERMARKET","807","13"
"1997","SANOFI/GENZYME","BIOTECHNOLOGY/PHARMA","824","12"
"1997","ARTHUR D. LITTLE INC.","CONSULTING","1111","11"
"1997","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1238","10"
"1997","POLAROID","MANUFACTURING","1300","9"
"1997","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1325","8"
"1997","FEDERAL GOVERNMENT","GOVERNMENT","1441","7"
"1997","RAYTHEON BBN TECHNOLOGIES","RESEARCH & DEVELOPMENT","1511","6"
"1997","MT. AUBURN HOSPITAL","HEALTH CARE","1627","5"
"1997","LOTUS DEVELOPMENT CORP./IBM","SOFTWARE DEVELOPMENT","1865","4"
"1997","CITY OF CAMBRIDGE","GOVERNMENT","3244","3"
"1997","HARVARD UNIVERSITY","HIGHER EDUCATION","7337","2"
"1997","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","7839","1"
"1998","LESLEY UNIVERSITY","HIGHER EDUCATION","424","25"
"1998","CAMBRIDGE TECHNOLOGY PARTNERS","CONSULTING","427","24"
"1998","ABT ASSOCIATES","CONSULTING","450","23"
"1998","LIFELINE SYSTEMS","HEALTH CARE","497","22"
"1998","QUEST DIAGNOSTICS","HEALTH CARE","500","21"
"1998","NECCO/HAVILAND","MANUFACTURING","570","20"
"1998","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY/PHARMA","605","19"
"1998","SHAWS SUPERMARKETS/STAR MARKET","SUPERMARKET","612","18"
"1998","CDM SMITH","CONSULTING","618","17"
"1998","SPAULDING HOSPITAL CAMBRIDGE/YOUVILLE","HEALTH CARE","619","16"
"1998","PFIZER","BIOTECHNOLOGY/PHARMA","632","15"
"1998","BIOGEN IDEC","BIOTECHNOLOGY/PHARMA","692","14"
"1998","SANOFI/GENZYME","BIOTECHNOLOGY/PHARMA","891","13"
"1998","COMMONWEALTH OF MASSACHUSETTS","GOVERNMENT","939","12"
"1998","ARTHUR D. LITTLE INC.","CONSULTING","985","11"
"1998","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1059","10"
"1998","POLAROID","MANUFACTURING","1118","9"
"1998","FEDERAL GOVERNMENT","GOVERNMENT","1489","8"
"1998","MT. AUBURN HOSPITAL","HEALTH CARE","1496","7"
"1998","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1524","6"
"1998","RAYTHEON BBN TECHNOLOGIES","RESEARCH & DEVELOPMENT","1847","5"
"1998","LOTUS DEVELOPMENT CORP./IBM","SOFTWARE DEVELOPMENT","1883","4"
"1998","CITY OF CAMBRIDGE","GOVERNMENT","3060","3"
"1998","HARVARD UNIVERSITY","HIGHER EDUCATION","7394","2"
"1998","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","7745","1"
"1999","POLAROID","MANUFACTURING","384","25"
"1999","SPAULDING HOSPITAL CAMBRIDGE/YOUVILLE","HEALTH CARE","401","24"
"1999","MONITOR GROUP","CONSULTING","414","23"
"1999","CAMBRIDGE TECHNOLOGY PARTNERS","CONSULTING","438","22"
"1999","ABT ASSOCIATES","CONSULTING","495","21"
"1999","LESLEY UNIVERSITY","HIGHER EDUCATION","514","20"
"1999","QUEST DIAGNOSTICS","HEALTH CARE","524","19"
"1999","CDM SMITH","CONSULTING","638","18"
"1999","NECCO/HAVILAND","MANUFACTURING","665","17"
"1999","PFIZER","BIOTECHNOLOGY/PHARMA","719","16"
"1999","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY/PHARMA","808","15"
"1999","BIOGEN IDEC","BIOTECHNOLOGY/PHARMA","869","14"
"1999","SANOFI/GENZYME","BIOTECHNOLOGY/PHARMA","876","13"
"1999","SHAWS SUPERMARKETS/STAR MARKET","SUPERMARKET","894","12"
"1999","ARTHUR D. LITTLE INC.","CONSULTING","927","11"
"1999","COMMONWEALTH OF MASSACHUSETTS","GOVERNMENT","934","10"
"1999","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1022","9"
"1999","RAYTHEON BBN TECHNOLOGIES","RESEARCH & DEVELOPMENT","1236","8"
"1999","FEDERAL GOVERNMENT","GOVERNMENT","1479","7"
"1999","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1708","6"
"1999","LOTUS DEVELOPMENT CORP./IBM","SOFTWARE DEVELOPMENT","1708","5"
"1999","MT. AUBURN HOSPITAL","HEALTH CARE","2021","4"
"1999","CITY OF CAMBRIDGE","GOVERNMENT","3070","3"
"1999","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","6985","2"
"1999","HARVARD UNIVERSITY","HIGHER EDUCATION","7728","1"
"2000","SPAULDING HOSPITAL CAMBRIDGE/YOUVILLE","HEALTH CARE","478","25"
"2000","FORRESTER RESEARCH","CONSULTING","483","24"
"2000","MODERN CONTINENTAL COMPANIES","CONSTRUCTION","537","23"
"2000","LESLEY UNIVERSITY","HIGHER EDUCATION","546","22"
"2000","WHITEHEAD INSTITUTE","RESEARCH & DEVELOPMENT","550","21"
"2000","PFIZER","BIOTECHNOLOGY/PHARMA","557","20"
"2000","EF INTERNATIONAL","TRAVEL & EDUCATION  SERVICES","582","19"
"2000","SAPIENT CORP","MANAGEMENT CONSULTANTS","641","18"
"2000","NECCO/HAVILAND","MANUFACTURING","622","17"
"2000","CDM SMITH","CONSULTING","665","16"
"2000","RAYTHEON BBN TECHNOLOGIES","RESEARCH & DEVELOPMENT","731","15"
"2000","QUEST DIAGNOSTICS","HEALTH CARE","735","14"
"2000","SANOFI/GENZYME","BIOTECHNOLOGY/PHARMA","877","13"
"2000","ARTHUR D. LITTLE INC.","CONSULTING","887","12"
"2000","BIOGEN IDEC","BIOTECHNOLOGY/PHARMA","998","11"
"2000","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1044","10"
"2000","COMMONWEALTH OF MASSACHUSETTS","GOVERNMENT","1124","9"
"2000","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY/PHARMA","1211","8"
"2000","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1370","7"
"2000","FEDERAL GOVERNMENT","GOVERNMENT","1464","6"
"2000","LOTUS DEVELOPMENT CORP./IBM","SOFTWARE DEVELOPMENT","1558","5"
"2000","MT. AUBURN HOSPITAL","HEALTH CARE","2059","4"
"2000","CITY OF CAMBRIDGE","GOVERNMENT","2931","3"
"2000","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","7102","2"
"2000","HARVARD UNIVERSITY","HIGHER EDUCATION","8128","1"
"2001","SHAWS SUPERMARKETS/STAR MARKET","SUPERMARKET","440","25"
"2001","MONITOR GROUP","CONSULTING","451","24"
"2001","VERTEX PHARMACEUTICALS","BIOTECHNOLOGY/PHARMA","460","23"
"2001","LESLEY UNIVERSITY","HIGHER EDUCATION","543","22"
"2001","WHITEHEAD INSTITUTE","RESEARCH & DEVELOPMENT","562","21"
"2001","AKAMAI TECHNOLOGIES","INTERNET TECHNOLOGY","608","20"
"2001","EF INTERNATIONAL","TRAVEL & EDUCATION  SERVICES","612","19"
"2001","QUEST DIAGNOSTICS","HEALTH CARE","632","18"
"2001","MODERN CONTINENTAL COMPANIES","CONSTRUCTION","633","17"
"2001","PFIZER","BIOTECHNOLOGY/PHARMA","638","16"
"2001","NECCO/HAVILAND","MANUFACTURING","647","15"
"2001","ARTHUR D. LITTLE INC.","CONSULTING","694","14"
"2001","CDM SMITH","CONSULTING","750","13"
"2001","COMMONWEALTH OF MASSACHUSETTS","GOVERNMENT","930","12"
"2001","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1044","11"
"2001","SANOFI/GENZYME","BIOTECHNOLOGY/PHARMA","1112","10"
"2001","BIOGEN IDEC","BIOTECHNOLOGY/PHARMA","1155","9"
"2001","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY/PHARMA","1348","8"
"2001","MT. AUBURN HOSPITAL","HEALTH CARE","1476","7"
"2001","FEDERAL GOVERNMENT","GOVERNMENT","1485","6"
"2001","LOTUS DEVELOPMENT CORP./IBM","SOFTWARE DEVELOPMENT","1620","5"
"2001","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1729","4"
"2001","CITY OF CAMBRIDGE","GOVERNMENT","3018","3"
"2001","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","7426","2"
"2001","HARVARD UNIVERSITY","HIGHER EDUCATION","8403","1"
"2002","SHIRE HGT","BIOTECHNOLOGY/PHARMA","423","25"
"2002","SHAWS SUPERMARKETS/STAR MARKET","SUPERMARKET","450","24"
"2002","ABT ASSOCIATES","CONSULTING","469","23"
"2002","MONITOR GROUP","CONSULTING","479","22"
"2002","EF INTERNATIONAL","TRAVEL & EDUCATION  SERVICES","488","21"
"2002","GRACE CONSTRUCTION","MANUFACTURING","500","20"
"2002","VERTEX PHARMACEUTICALS","BIOTECHNOLOGY/PHARMA","510","19"
"2002","AKAMAI TECHNOLOGIES","INTERNET TECHNOLOGY","511","18"
"2002","LESLEY UNIVERSITY","HIGHER EDUCATION","573","17"
"2002","WHITEHEAD INSTITUTE","RESEARCH & DEVELOPMENT","614","16"
"2002","QUEST DIAGNOSTICS","HEALTH CARE","620","15"
"2002","WHOLE FOODS","SUPERMARKET","625","14"
"2002","CDM SMITH","CONSULTING","693","13"
"2002","PFIZER","BIOTECHNOLOGY/PHARMA","803","12"
"2002","COMMONWEALTH OF MASSACHUSETTS","GOVERNMENT","879","11"
"2002","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","953","10"
"2002","SANOFI/GENZYME","BIOTECHNOLOGY/PHARMA","1161","9"
"2002","BIOGEN IDEC","BIOTECHNOLOGY/PHARMA","1400","8"
"2002","MT. AUBURN HOSPITAL","HEALTH CARE","1528","7"
"2002","FEDERAL GOVERNMENT","GOVERNMENT","1632","6"
"2002","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1671","5"
"2002","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY/PHARMA","1882","4"
"2002","CITY OF CAMBRIDGE","GOVERNMENT","2934","3"
"2002","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","7741","2"
"2002","HARVARD UNIVERSITY","HIGHER EDUCATION","8722","1"
"2003","CAMBRIDGE MARRIOTT HOTELS","HOTEL","353","25"
"2003","MONITOR GROUP","CONSULTING","395","24"
"2003","SPAULDING HOSPITAL CAMBRIDGE/YOUVILLE","HEALTH CARE","403","23"
"2003","ABT ASSOCIATES","CONSULTING","408","22"
"2003","EF INTERNATIONAL","TRAVEL & EDUCATION  SERVICES","422","21"
"2003","SHAWS SUPERMARKETS/STAR MARKET","SUPERMARKET","435","20"
"2003","WHOLE FOODS","SUPERMARKET","476","19"
"2003","VERTEX PHARMACEUTICALS","BIOTECHNOLOGY/PHARMA","486","18"
"2003","GRACE CONSTRUCTION","MANUFACTURING","554","17"
"2003","QUEST DIAGNOSTICS","HEALTH CARE","593","16"
"2003","LESLEY UNIVERSITY","HIGHER EDUCATION","608","15"
"2003","CDM SMITH","CONSULTING","630","14"
"2003","COMMONWEALTH OF MASSACHUSETTS","GOVERNMENT","678","13"
"2003","WHITEHEAD INSTITUTE","RESEARCH & DEVELOPMENT","690","12"
"2003","PFIZER","BIOTECHNOLOGY/PHARMA","724","11"
"2003","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","923","10"
"2003","SANOFI/GENZYME","BIOTECHNOLOGY/PHARMA","1005","9"
"2003","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY/PHARMA","1412","8"
"2003","MT. AUBURN HOSPITAL","HEALTH CARE","1449","7"
"2003","BIOGEN IDEC","BIOTECHNOLOGY/PHARMA","1467","6"
"2003","FEDERAL GOVERNMENT","GOVERNMENT","1690","5"
"2003","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1746","4"
"2003","CITY OF CAMBRIDGE","GOVERNMENT","3226","3"
"2003","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","8569","2"
"2003","HARVARD UNIVERSITY","HIGHER EDUCATION","8727","1"
"2004","MONITOR GROUP","CONSULTING","413","25"
"2004","ABT ASSOCIATES","CONSULTING","415","24"
"2004","GRACE CONSTRUCTION","MANUFACTURING","424","23"
"2004","EF INTERNATIONAL","TRAVEL & EDUCATION  SERVICES","475","22"
"2004","VERTEX PHARMACEUTICALS","BIOTECHNOLOGY/PHARMA","491","21"
"2004","WHITEHEAD INSTITUTE","RESEARCH & DEVELOPMENT","500","20"
"2004","SHAWS SUPERMARKETS/STAR MARKET","SUPERMARKET","510","19"
"2004","WHOLE FOODS","SUPERMARKET","515","18"
"2004","LESLEY UNIVERSITY","HIGHER EDUCATION","541","17"
"2004","AKAMAI TECHNOLOGIES","INTERNET TECHNOLOGY","589","16"
"2004","CDM SMITH","CONSULTING","592","15"
"2004","NOVARTIS INSTITUTE FOR BIOMEDICAL RESEARCH","BIOTECHNOLOGY/PHARMA","593","14"
"2004","COMMONWEALTH OF MASSACHUSETTS","GOVERNMENT","620","13"
"2004","QUEST DIAGNOSTICS","HEALTH CARE","741","12"
"2004","PFIZER","BIOTECHNOLOGY/PHARMA","748","11"
"2004","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","970","10"
"2004","SANOFI/GENZYME","BIOTECHNOLOGY/PHARMA","1100","9"
"2004","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY/PHARMA","1475","8"
"2004","BIOGEN IDEC","BIOTECHNOLOGY/PHARMA","1597","7"
"2004","FEDERAL GOVERNMENT","GOVERNMENT","1614","6"
"2004","MT. AUBURN HOSPITAL","HEALTH CARE","1790","5"
"2004","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1796","4"
"2004","CITY OF CAMBRIDGE","GOVERNMENT","3196","3"
"2004","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","7114","2"
"2004","HARVARD UNIVERSITY","HIGHER EDUCATION","10142","1"
"2005","SPAULDING HOSPITAL CAMBRIDGE/YOUVILLE","HEALTH CARE","380","25"
"2005","ABT ASSOCIATES","CONSULTING","396","24"
"2005","GRACE CONSTRUCTION","MANUFACTURING","410","23"
"2005","MONITOR GROUP","CONSULTING","466","22"
"2005","WHITEHEAD INSTITUTE","RESEARCH & DEVELOPMENT","500","21"
"2005","SHAWS SUPERMARKETS/STAR MARKET","SUPERMARKET","510","20"
"2005","VERTEX PHARMACEUTICALS","BIOTECHNOLOGY/PHARMA","539","19"
"2005","LESLEY UNIVERSITY","HIGHER EDUCATION","569","18"
"2005","WHOLE FOODS","SUPERMARKET","612","17"
"2005","CDM SMITH","CONSULTING","631","16"
"2005","QUEST DIAGNOSTICS","HEALTH CARE","649","15"
"2005","COMMONWEALTH OF MASSACHUSETTS","GOVERNMENT","692","14"
"2005","EF INTERNATIONAL","TRAVEL & EDUCATION  SERVICES","703","13"
"2005","PFIZER","BIOTECHNOLOGY/PHARMA","780","12"
"2005","NOVARTIS INSTITUTE FOR BIOMEDICAL RESEARCH","BIOTECHNOLOGY/PHARMA","960","11"
"2005","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1052","10"
"2005","SANOFI/GENZYME","BIOTECHNOLOGY/PHARMA","1231","9"
"2005","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY/PHARMA","1339","8"
"2005","MT. AUBURN HOSPITAL","HEALTH CARE","1379","7"
"2005","FEDERAL GOVERNMENT","GOVERNMENT","1656","6"
"2005","BIOGEN IDEC","BIOTECHNOLOGY/PHARMA","1767","5"
"2005","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1777","4"
"2005","CITY OF CAMBRIDGE","GOVERNMENT","3251","3"
"2005","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","7026","2"
"2005","HARVARD UNIVERSITY","HIGHER EDUCATION","10282","1"
"2006","ABT ASSOCIATES","CONSULTING","411","25"
"2006","RAYTHEON BBN TECHNOLOGIES","RESEARCH & DEVELOPMENT","411","25"
"2006","AKAMAI TECHNOLOGIES","INTERNET TECHNOLOGY","417","24"
"2006","FORRESTER RESEARCH","CONSULTING","444","23"
"2006","MONITOR GROUP","CONSULTING","455","22"
"2006","SPAULDING HOSPITAL CAMBRIDGE/YOUVILLE","HEALTH CARE","463","21"
"2006","SHIRE HGT","BIOTECHNOLOGY/PHARMA","476","20"
"2006","LESLEY UNIVERSITY","HIGHER EDUCATION","551","19"
"2006","QUEST DIAGNOSTICS","HEALTH CARE","570","18"
"2006","WHOLE FOODS","SUPERMARKET","593","17"
"2006","CDM SMITH","CONSULTING","682","16"
"2006","EF INTERNATIONAL","TRAVEL & EDUCATION  SERVICES","685","15"
"2006","PFIZER","BIOTECHNOLOGY/PHARMA","704","14"
"2006","VERTEX PHARMACEUTICALS","BIOTECHNOLOGY/PHARMA","836","13"
"2006","COMMONWEALTH OF MASSACHUSETTS","GOVERNMENT","933","12"
"2006","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1061","11"
"2006","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY/PHARMA","1175","10"
"2006","NOVARTIS INSTITUTE FOR BIOMEDICAL RESEARCH","BIOTECHNOLOGY/PHARMA","1200","9"
"2006","SANOFI/GENZYME","BIOTECHNOLOGY/PHARMA","1370","8"
"2006","BIOGEN IDEC","BIOTECHNOLOGY/PHARMA","1434","7"
"2006","FEDERAL GOVERNMENT","GOVERNMENT","1514","6"
"2006","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1567","5"
"2006","MT. AUBURN HOSPITAL","HEALTH CARE","1813","4"
"2006","CITY OF CAMBRIDGE","GOVERNMENT","2819","3"
"2006","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","7864","2"
"2006","HARVARD UNIVERSITY","HIGHER EDUCATION","10068","1"
"2007","MONITOR GROUP","CONSULTING","412","25"
"2007","RAYTHEON BBN TECHNOLOGIES","RESEARCH & DEVELOPMENT","422","24"
"2007","FORRESTER RESEARCH","CONSULTING","490","23"
"2007","WHOLE FOODS","SUPERMARKET","509","22"
"2007","LESLEY UNIVERSITY","HIGHER EDUCATION","525","21"
"2007","AKAMAI TECHNOLOGIES","INTERNET TECHNOLOGY","539","20"
"2007","SHIRE HGT","BIOTECHNOLOGY/PHARMA","602","19"
"2007","EF INTERNATIONAL","TRAVEL & EDUCATION  SERVICES","636","18"
"2007","SPAULDING HOSPITAL CAMBRIDGE/YOUVILLE","HEALTH CARE","660","17"
"2007","CDM SMITH","CONSULTING","673","16"
"2007","PFIZER","BIOTECHNOLOGY/PHARMA","684","15"
"2007","QUEST DIAGNOSTICS","HEALTH CARE","854","14"
"2007","VERTEX PHARMACEUTICALS","BIOTECHNOLOGY/PHARMA","894","13"
"2007","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY/PHARMA","932","12"
"2007","COMMONWEALTH OF MASSACHUSETTS","GOVERNMENT","1012","11"
"2007","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1123","10"
"2007","SANOFI/GENZYME","BIOTECHNOLOGY/PHARMA","1388","9"
"2007","NOVARTIS INSTITUTE FOR BIOMEDICAL RESEARCH","BIOTECHNOLOGY/PHARMA","1399","8"
"2007","FEDERAL GOVERNMENT","GOVERNMENT","1426","7"
"2007","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1436","6"
"2007","BIOGEN IDEC","BIOTECHNOLOGY/PHARMA","1543","5"
"2007","MT. AUBURN HOSPITAL","HEALTH CARE","1875","4"
"2007","CITY OF CAMBRIDGE","GOVERNMENT","2857","3"
"2007","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","8044","2"
"2007","HARVARD UNIVERSITY","HIGHER EDUCATION","10031","1"
"2008","MONITOR GROUP","CONSULTING","395","25"
"2008","SPAULDING HOSPITAL CAMBRIDGE/YOUVILLE","HEALTH CARE","420","24"
"2008","RAYTHEON BBN TECHNOLOGIES","RESEARCH & DEVELOPMENT","439","23"
"2008","GOOGLE","SOFTWARE DEVELOPMENT","441","22"
"2008","LESLEY UNIVERSITY","HIGHER EDUCATION","519","21"
"2008","FORRESTER RESEARCH","CONSULTING","552","20"
"2008","AKAMAI TECHNOLOGIES","INTERNET TECHNOLOGY","608","19"
"2008","PFIZER","BIOTECHNOLOGY/PHARMA","629","18"
"2008","WHOLE FOODS","SUPERMARKET","655","17"
"2008","EF INTERNATIONAL","TRAVEL & EDUCATION  SERVICES","680","16"
"2008","CDM SMITH","CONSULTING","687","15"
"2008","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY/PHARMA","776","14"
"2008","QUEST DIAGNOSTICS","HEALTH CARE","853","13"
"2008","COMMONWEALTH OF MASSACHUSETTS","GOVERNMENT","957","12"
"2008","VERTEX PHARMACEUTICALS","BIOTECHNOLOGY/PHARMA","1051","11"
"2008","DRAPER LABORATORY","RESEARCH & DEVELOPMENT","1175","10"
"2008","FEDERAL GOVERNMENT","GOVERNMENT","1286","9"
"2008","SANOFI/GENZYME","BIOTECHNOLOGY/PHARMA","1391","8"
"2008","CAMBRIDGE HEALTH ALLIANCE","HEALTH CARE","1413","7"
"2008","BIOGEN IDEC","BIOTECHNOLOGY/PHARMA","1596","6"
"2008","NOVARTIS INSTITUTE FOR BIOMEDICAL RESEARCH","BIOTECHNOLOGY/PHARMA","1629","5"
"2008","MT. AUBURN HOSPITAL","HEALTH CARE","1969","4"
"2008","CITY OF CAMBRIDGE","GOVERNMENT","2820","3"
"2008","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","HIGHER EDUCATION","7820","2"
"2008","HARVARD UNIVERSITY","HIGHER EDUCATION","11315","1"
"2009","SPAULDING HOSPITAL CAMBRIDGE/YOUVILLE","HEALTH CARE","418","25"
"2009","GOOGLE","SOFTWARE DEVELOPMENT","443","24"
"2009","RAYTHEON BBN TECHNOLOGIES","RESEARCH & DEVELOPMENT","478","23"
"2009","SHIRE HGT","BIOTECHNOLOGY/PHARMA","491","22"
"2009","FORRESTER RESEARCH","CONSULTING","519","21"
"2009","COMMONWEALTH OF MASSACHUSETTS","GOVERNMENT","526","20"
"2009","LESLEY UNIVERSITY","HIGHER EDUCATION","531","19"
"2009","AKAMAI TECHNOLOGIES","INTERNET TECHNOLOGY","618","18"
"2009","WHOLE FOODS","SUPERMARKET","622","17"
"2009","QUEST DIAGNOSTICS","HEALTH CARE","640","16"
"2009","EF INTERNATIONAL","TRAVEL & EDUCATION  SERVICES","650","15"
"2009","CDM SMITH","CONSULTING","668","14"
"2009","PFIZER","BIOTECHNOLOGY/PHARMA","810","13"
"2009","TAKEDA PHARMACEUTICALS/MILLENNIUM","BIOTECHNOLOGY/PHARMA","1003","12"
"2009","VERTEX PHARMACEUTICALS","BIOTECHNOLOGY/PHARMA","1098","11"
