"trackingnumber","classification","location","toweddatetime","state","year","make","model","color","towedby","reason"
"15002403","DISTURBANCE","MASSACHUSETTS AVE","2015-01-10T01:53:00.000","CT",,"JEEP","GRAND CH","BLACK","--PHIL'S TOW - CITY","ARREST/ 625 MASS"
"15002403","DISTURBANCE","MASSACHUSETTS AVE","2015-01-10T01:53:00.000","CT",,"JEEP","GRAND CH","BLACK","--PHIL'S TOW - CITY","ARREST/ 625 MASS"
"15002427","BLOCKED DRIVE","0XX MARNEY ST","2015-01-10T08:17:00.000","MA","2013","JEEP","WRANGL","BLACK","-PAT'S TOW - PRIVATE","BLOCKED DRIVE"
"15002443","MV ACCIDENT D2","COTTAGE PARK AVE","2015-01-10T10:50:00.000","MA",,,,,"--B&B TOW - CITY","MV ACC"
"15002501","BLOCKED DRIVE","1XX BROOKLINE ST","2015-01-10T15:19:00.000","MA","1999","SAA","93","GREEN","--PHIL'S TOW - CITY","119 BROOKLINE"
"15002507","CHECK PARKING","0XX CHURCH ST","2015-01-10T16:00:00.000","MA","2003","VOLK","PASSAT","GRAY","--PAT'S TOW - CITY","52 CHURCH"
"15002719","CHECK PARKING","0XX MONTGOMERY ST","2015-01-11T16:48:00.000","MA","2012","TOYT","CAMRY","GRAY","--B&B TOW - CITY","HP SPOT - 7 MONTGOMERY"
"15002724","CHECK PARKING","0XX EMMONS PL","2015-01-11T17:28:00.000","MT","2008","FORD","ESCAPE","GRAY","--PAT'S TOW - CITY","FIRE LANE - 3 EMMONS PL"
"15002748","CHECK PARKING","1XX REED ST","2015-01-11T18:42:00.000","MA","2005","TOYT","PRIUS","RED","--PHIL'S TOW - CITY","HP SPOT - 106 REED ST"
"15002611","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-11T19:30:00.000","MA",,,,,"-PHIL'S TOW - PRIVATE","TRESPASS - WINTHROP ST"
"15002850","MV ACC NO PI","BINNEY ST","2015-01-12T09:29:00.000","MA","2015","BMW","M235XI","BLACK","--PHIL'S TOW - CITY","ACCIDENT -- 1ST & BINNEY"
"15002850","MV ACC NO PI","BINNEY ST","2015-01-12T09:30:00.000","MA","2009","GMC","SIERRA","WHITE","--PAT'S TOW - CITY","ACCIDENT - 1ST & BINNEY ST"
"15003030","BLOCKED DRIVE","0XX UPTON ST","2015-01-12T21:48:00.000","NY","2014","SUBARU","FORRESTER","GRAY","--B&B TOW - CITY","BLOCK DRIVE-8 UPTON"
"15003098","MV OBSTRUCTING","0XX ARLINGTON ST","2015-01-13T08:47:00.000","MA","1993","TOYT","COROLL",,"--PHIL'S TOW - CITY","24 ARLINGTON ST"
"15003092","MV OBSTRUCTING","2XX CAMBRIDGEPARK DR","2015-01-13T08:49:00.000","MA","2001","FORD","ECOVAN","WHITE","--B&B TOW - CITY","POSTED- 200 CAMBPARK DR"
"15003092","MV OBSTRUCTING","2XX CAMBRIDGEPARK DR","2015-01-13T08:49:00.000","MA","1999","SUBA","LEGACY","GRAY","--B&B TOW - CITY","POSTED - 200 CAMBRIDGEPARK DR"
"15003136","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-13T11:00:00.000","NH","2008","VOLK","RABBIT","BLACK","-PAT'S TOW - PRIVATE","22 WATER ST"
"15003142","MV OBSTRUCTING","DEWOLFE ST","2015-01-13T11:20:00.000","MA","2009","HOND","CIVIC","BLUE","--PAT'S TOW - CITY","GRANT AND DEWOLFE"
"15003105","CHECK PARKING","CAMBRIDGEPARK DR","2015-01-13T13:19:00.000","MA","2007","HYUN","SONATA","BLUE","--B&B TOW - CITY","CAMBRIDGEPARK DR"
"15003271","BLOCKED DRIVE","0XX BRATTLE ST","2015-01-13T18:47:00.000","MA","2002","VOLK","PASS","BLUE","--PAT'S TOW - CITY","BLOCKED DRIVEWAY"
"15003282","BLOCKED DRIVE","2XX CONCORD AVE","2015-01-13T20:08:00.000","MA","2015","TOYT","PRIUS","BLUE","--B&B TOW - CITY",
"15003372","BLOCKED DRIVE","0XX HINGHAM ST","2015-01-14T04:22:00.000","MA","2006","HYUN","SONATA","BLACK","--PHIL'S TOW - CITY","12 HINGHAM"
"15003393","MV STOP","MASSACHUSETTS AVE","2015-01-14T08:54:00.000","MA","2005","HOND","ACCORD","BROWN","--PAT'S TOW - CITY","STOP/MEDICAL"
"15003420","MV OBSTRUCTING","0XX HURLBUT ST","2015-01-14T09:07:00.000","MA","2014","SUBA","OUTBAC","BLACK","--B&B TOW - CITY","POSTED"
"15003423","MV STOP","CONCORD AVE","2015-01-14T09:11:00.000","MA","2006","FORD","CUTVAN","WHITE","--PHIL'S TOW - CITY","EXPI"
"15003440","MV OBSTRUCTING","BERKELEY ST","2015-01-14T10:58:00.000","MA","1999","MERZ","E320","GREEN","--B&B TOW - CITY","POSTED"
"15003467","MV STOP","FRESH POND PKWY","2015-01-14T11:21:00.000","MA","2010","FORD","TRACON","WHITE","--PAT'S TOW - CITY","FPP AND LARCHWOOD DR"
"15003555","DIRECT PATROL C","5XX MASSACHUSETTS AVE","2015-01-14T18:32:00.000","MA","2015","CHEV","CRUZE","BLACK","--PHIL'S TOW - CITY","546 MASS AVE ARREST"
"15003635","CHECK PARKING","0XX BRATTLE ST","2015-01-14T22:32:00.000","MA","2008","NISS","SENTRA","GRAY","--B&B TOW - CITY","HP SPOT"
"15003648","PARK & WALK","BRATTLE ST","2015-01-14T22:33:00.000","MA","1998","SAA","900","BLACK","--PAT'S TOW - CITY","SUS REG"
"15003707","MV OBSTRUCTING","BROADWAY","2015-01-15T08:30:00.000","MA","2001","ACUR","MDX","BLACK","--B&B TOW - CITY","TOW ZONE"
"15003708","PARK & WALK","CAMBRIDGEPARK DR","2015-01-15T09:08:00.000","MA","2014","FORD","ESCAPE","WHITE","--PHIL'S TOW - CITY","TOW ZONE-CAMB PARK DRIVE"
"15003746","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-15T10:46:00.000","MA","2004","INFI","AWD","GRAY","-PAT'S TOW - PRIVATE","103.107 NORFOLK ST CC 38594"
"15003771","MV OBSTRUCTING","0XX CHURCH ST","2015-01-15T12:15:00.000","MA","2008","ACUR","TSX","BLUE","--PAT'S TOW - CITY","52 CHURCH OBSTRUCTION"
"15003819","DIRECT PATROL A","MASSACHUSETTS AVE","2015-01-15T17:03:00.000","MA","2010","SUBA","FOREST","BLACK","--PHIL'S TOW - CITY","SUS LIC - MASS&PROSPECT"
"15003845","MV ACC NO PI","FRANKLIN ST","2015-01-15T18:00:00.000","MA","2014","SUBA","FOREST","GRAY","--B&B TOW - CITY","ACCIDENT - FRANKLIN&PLESANT"
"15003874","MV STOP","ELIOT ST","2015-01-15T18:12:00.000","MA","2006","SUBA","FOREST","GRAY","--PHIL'S TOW - CITY","ELIOT*WINTHROP UNLICENSE OPER"
"15003937","MV ACC NO PI","1XX HAMPSHIRE ST","2015-01-15T22:33:00.000","MA","2012","VOLK","EOS","BLUE","--PHIL'S TOW - CITY","MVA/ARREST"
"15003979","MV STOP","HOLLIS ST","2015-01-16T03:40:00.000","MA","2013","MINI","COOPER","WHITE","--B&B TOW - CITY",
"15003995","MV OBSTRUCTING","2XX THIRD ST","2015-01-16T08:05:00.000","NY","7",,"JEEP","GRAY","--PAT'S TOW - CITY","MV OBSTRUCTING"
"15003998","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-16T08:35:00.000","MA",,,,,"-PAT'S TOW - PRIVATE","258 PROSPECT ST"
"15003998","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-16T08:35:00.000","CT","14","NISS","SENTRA",,"--PAT'S TOW - CITY","CONCORD TURNPIKE"
"15003998","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-16T08:37:00.000","MA",,,,,"-PAT'S TOW - PRIVATE","258 PROSPECT ST"
"15004000","BLOCKED DRIVE","1XX SPRING ST","2015-01-16T08:45:00.000","MA","2013","SUBA","IMPREZ","WHITE","--PHIL'S TOW - CITY","BLOCKED DRIVE"
"15003998","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-16T12:55:00.000","MA","2007","VOLK","JETTA","WHITE","-PAT'S TOW - PRIVATE","NEWTOWNE CT."
"15004084","MV OBSTRUCTING","1XX BANKS ST","2015-01-16T14:58:00.000","MA","1999","TOYT","CAMRY","WHITE","--B&B TOW - CITY","100 BANKS OBSTRUCTING"
"15004219","MV OBSTRUCTING","0XX CHURCH ST","2015-01-16T18:26:00.000","MA","2013","LEXS","CT200H","BLACK","--PAT'S TOW - CITY","52 CHURCH ST POSTED TOW ZONE"
"15003998","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-16T19:38:00.000","MA","2014","FORD","ESCAPE","WHITE","-PAT'S TOW - PRIVATE","GLASSWORKS AVE"
"15003998","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-16T20:18:00.000","MA","1997","JEEP","GRACHE","BROWN","-PAT'S TOW - PRIVATE","RT"
"15003998","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-16T20:54:00.000","MA","2003","FORD","F350","BLACK","-PAT'S TOW - PRIVATE","CC 38621 1 EARHART ST"
"15004256","MV STOP","ESSEX ST","2015-01-16T21:50:00.000","MA","2005","PORS","CAYENN","GRAY","--B&B TOW - CITY","REV REG"
"15003998","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-16T23:36:00.000","OH",,,,,"-PAT'S TOW - PRIVATE","GLASSWORKS #P38673"
"15004301","ASSIST OTHER","CAMBRIDGE ST","2015-01-17T00:50:00.000","MA","2003","GMC","ENVOY","GREEN","--PAT'S TOW - CITY","ARREST"
"15004350","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-17T04:57:00.000","MA",,,,,"-B&B TOW - PRIVATE","700 HURON AVE #64781"
"15004367","MV OBSTRUCTING","0XX INMAN ST","2015-01-17T10:28:00.000","MA","2013","FORD","EXPLOR","WHITE","--PAT'S TOW - CITY","90 INMAN ST"
"15004366","MV OBSTRUCTING","3XX HARVARD ST","2015-01-17T10:39:00.000","MA","1998","VOLV","S70GTA","WHITE","--B&B TOW - CITY","334 HARVARD ST"
"15004366","MV OBSTRUCTING","3XX HARVARD ST","2015-01-17T10:40:00.000","MA","2004","SAA","95","BLUE","--PHIL'S TOW - CITY","334 HARVARD ST"
"15004422","NOTIFY AGENCY","0XX PARK AVE","2015-01-17T13:12:00.000","MA","2010","HOND","ACCORD","GRAY","OTHER PRIVATE TOW-SEE REA","JAMS/REPO/39 PARK AVE"
"15004428","NOTIFY AGENCY","2XX WINDSOR ST","2015-01-17T13:12:00.000","MA","2005","HOND","PILOT","GRAY","OTHER PRIVATE TOW-SEE REA","REPO/ NO TOW INFO ATTACHED"
"15004430","NOTIFY AGENCY","3XX RINDGE AVE","2015-01-17T13:21:00.000","MA","2012","TOYT","CAMRY","GREEN","OTHER PRIVATE TOW-SEE REA","REPO/ JAN'S RECOVERY SERVICE"
"15004350","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-17T14:07:00.000","MA","2011","HYUN","SONATA","BLACK","ABC TOW - PRIVATE","66 HOMER AVE"
"15004350","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-17T15:24:00.000","MA","2013","NISS","VERSA","RED","--B&B TOW - CITY","700 HURON AVE/64781"
"15004529","BLOCKED DRIVE","1XX RINDGE AVE","2015-01-17T21:25:00.000","MA","9","TOYOTA","COROLLA","BLUE","--PHIL'S TOW - CITY","192 RINDGE AVE BLOCKED DRIVE"
"15004350","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-17T22:19:00.000","MA","2007","NISS","XTERRA","BLUE","-B&B TOW - PRIVATE","223 CONCORD TPKE/TRESPASS"
"15004350","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-17T22:20:00.000","RI","2004","NIS",,"BLUE","-B&B TOW - PRIVATE","223 CONCORD TPKE/TRESPASS"
"15004596","BLOCKED DRIVE","0XX EIGHTH ST","2015-01-18T08:00:00.000","MA","2015","FORD","FUSION","GRAY","--PAT'S TOW - CITY",
"15004653","MV STOP","HADLEY ST","2015-01-18T14:10:00.000","MA","2009","HOND","ACCORD","BLACK","--PHIL'S TOW - CITY","EXP REG"
"15004655","CHECK PARKING","1XX BRATTLE ST","2015-01-18T15:52:00.000","MA","2012","HOND","CRV","GRAY","--B&B TOW - CITY","196 BRATTLE"
"15004680","MV OBSTRUCTING","BRATTLE ST","2015-01-18T15:57:00.000","MA","2002","NISS","MAXIMA","GRAY","--PAT'S TOW - CITY",
"15004734","MV IN TOW ZONE","2XX ALEWIFE BROOK PKWY","2015-01-18T19:41:00.000","MA","2013","FORD","EDGE","WHITE","--PHIL'S TOW - CITY","211 ABP TOW ZONE"
"15004792","PRIVATE TOWS","3XX MAIN ST","2015-01-19T05:43:00.000","MA",,,,,"OTHER PRIVATE TOW-SEE REA","373 MAIN ST REPO"
"15004842","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-19T10:50:00.000","MA","2005","NISS","ALTIMA","BROWN","ABC TOW - PRIVATE","66 HOMER AVE"
"15017422","CHECK PARKING","MAPLE AVE","2015-03-06T08:55:00.000","MA","1999","TOYT","CAMRY","GRAY","--B&B TOW - CITY","T5"
"15004844","DIRECT PATROL A","HAMPSHIRE ST","2015-01-19T11:42:00.000",,,"SCOOTER","SCOOTER",,"--B&B TOW - CITY","[SCOOTER STICKER] UNLICENSED - HAMPS & PROSP"
"15004743","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-19T19:22:00.000","FL",,,,,"-PAT'S TOW - PRIVATE","25 GLASSWORKS"
"15005025","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-20T04:11:00.000","MA","2007","MITS","ENDEAV","WHITE","OTHER PRIVATE TOW-SEE REA","372 WINDSOR/REPO"
"15005088","MV OBSTRUCTING","0XX GRANT ST","2015-01-20T10:37:00.000","MA","2015","TOYT","COROLL","GRAY","--B&B TOW - CITY","16 GRANT ST BB TOWING"
"15005025","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-20T11:41:00.000","MA","2007","TOYT","COROLL","BLACK","-B&B TOW - PRIVATE","BERTUCCIS ABP."
"15005135","MV OBSTRUCTING","1XX PLEASANT ST","2015-01-20T14:03:00.000","MA","2009","MNNI","COOPER","WHITE","--PAT'S TOW - CITY","POSTED"
"15005132","DIRECT PATROL C","ELM ST","2015-01-20T14:12:00.000","MA","2014","HOND","CIVI","GRAY","--PHIL'S TOW - CITY","EXP REG"
"15005025","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-20T19:22:00.000","MA","2007","DODG","CALIBE","WHITE","-PAT'S TOW - PRIVATE","TRESPASS - 25 GLASSWORKS"
"15005025","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-20T21:18:00.000","MA","2013","BMW","535XI","GRAY","-PAT'S TOW - PRIVATE","5 CRAIGIE CIRCLE"
"15005025","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-20T22:52:00.000","PA",,,,,"-B&B TOW - PRIVATE","30 MELLEN ST"
"15005375","MV OBSTRUCTING","0XX ATHENS ST","2015-01-21T10:09:00.000","MA","1999","SAA","93","RED","--B&B TOW - CITY","14 ATHENS .POSTED CONSTRUCTION"
"15005319","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-21T12:40:00.000","MA","2008","HOND","ACCORD","WHITE","-PAT'S TOW - PRIVATE","72 GORE ST. TRESPASS TOW"
"15005319","PRIVATE TOWS","GENERAL LOCATIONS IN CAMBRIDGE","2015-01-21T13:09:00.000","MA","2012","CHEV","SILVER","GRAY","-PAT'S TOW - PRIVATE","650 E KENDALL ST"
"15005419","PARK & WALK","CAMBRIDGEPARK DR","2015-01-21T13:33:00.000","NH",,,,,"--B&B TOW - CITY","IN TOW ZONE"
